"","date","VCTR"
"201","2018-11-23",12.14
"202","2018-11-26",12.32
"203","2018-11-27",12.27
"204","2018-11-28",12.28
"205","2018-11-29",12.08
"206","2018-11-30",12.25
"207","2018-12-03",12.13
"208","2018-12-04",11.62
"209","2018-12-06",11.08
"210","2018-12-07",11.16
"211","2018-12-10",11.3
"212","2018-12-11",11.29
"213","2018-12-12",10.97
"214","2018-12-13",10.64
"215","2018-12-14",10.07
"216","2018-12-17",9.65
"217","2018-12-18",9.37
"218","2018-12-19",9.01
"219","2018-12-20",8.85
"220","2018-12-21",9.05
"221","2018-12-24",9.01
"222","2018-12-26",9.19
"223","2018-12-27",9.13
"224","2018-12-28",9.3
"225","2018-12-31",10.22
"226","2019-01-02",10.48
"227","2019-01-03",10.49
"228","2019-01-04",10.86
"229","2019-01-07",11
"230","2019-01-08",11.01
"231","2019-01-09",10.97
"232","2019-01-10",11
"233","2019-01-11",11.03
"234","2019-01-14",10.88
"235","2019-01-15",10.75
"236","2019-01-16",10.71
"237","2019-01-17",11.01
"238","2019-01-18",10.97
"239","2019-01-22",10.86
"240","2019-01-23",10.71
"241","2019-01-24",10.53
"242","2019-01-25",10.52
"243","2019-01-28",10.6
"244","2019-01-29",10.65
"245","2019-01-30",10.58
"246","2019-01-31",10.9
"247","2019-02-01",11.03
"248","2019-02-04",11.45
"249","2019-02-05",10.95
"250","2019-02-06",10.81
"251","2019-02-07",10.69
"252","2019-02-08",10.84
"253","2019-02-11",11.13
"254","2019-02-12",11.25
"255","2019-02-13",11.56
"256","2019-02-14",11.85
"257","2019-02-15",12.28
"258","2019-02-19",12.38
"259","2019-02-20",12.7
"260","2019-02-21",12.37
"261","2019-02-22",13
"262","2019-02-25",12.95
"263","2019-02-26",13.05
"264","2019-02-27",12.87
"265","2019-02-28",12.59
"266","2019-03-01",12.96
"267","2019-03-04",13.01
"268","2019-03-05",13
"269","2019-03-06",12.69
"270","2019-03-07",12.41
"271","2019-03-08",12.88
"272","2019-03-11",13.3
"273","2019-03-12",13.19
"274","2019-03-13",13.13
"275","2019-03-14",13.35
"276","2019-03-15",14.18
"277","2019-03-18",14.1
"278","2019-03-19",14.56
"279","2019-03-20",14.83
"280","2019-03-21",15.3
"281","2019-03-22",14.76
"282","2019-03-25",14.68
"283","2019-03-26",14.55
"284","2019-03-27",14.56
"285","2019-03-28",14.9
"286","2019-03-29",15.02
"287","2019-04-01",15.45
"288","2019-04-02",15.8
"289","2019-04-03",15.84
"290","2019-04-04",16.049999
"291","2019-04-05",16.24
"292","2019-04-08",15.89
"293","2019-04-09",15.81
"294","2019-04-10",15.76
"295","2019-04-11",14.89
"296","2019-04-12",15.15
"297","2019-04-15",15.34
"298","2019-04-16",15.76
"299","2019-04-17",15.37
"300","2019-04-18",15.04
"301","2019-04-22",15.24
"302","2019-04-23",15.2
"303","2019-04-24",16
"304","2019-04-25",15.75
"305","2019-04-26",16.1
"306","2019-04-29",16.540001
"307","2019-04-30",16.49
"308","2019-05-01",16.440001
"309","2019-05-02",16.41
"310","2019-05-03",16.42
"311","2019-05-06",16.5
"312","2019-05-07",15.9
"313","2019-05-08",15.92
"314","2019-05-09",15.97
"315","2019-05-10",16.02
"316","2019-05-13",15.35
"317","2019-05-14",15.55
"318","2019-05-15",16.24
"319","2019-05-16",17.07
"320","2019-05-17",17.950001
"321","2019-05-20",17.76
"322","2019-05-21",18.1
"323","2019-05-22",17.940001
"324","2019-05-23",17.85
"325","2019-05-24",17.610001
"326","2019-05-28",17.690001
"327","2019-05-29",17.68
"328","2019-05-30",17.639999
"329","2019-05-31",16.43
"330","2019-06-03",16.059999
"331","2019-06-04",16.9
"332","2019-06-05",17.049999
"333","2019-06-06",16.92
"334","2019-06-07",17.15
"335","2019-06-10",17.129999
"336","2019-06-11",17.030001
"337","2019-06-12",17.16
"338","2019-06-13",17.26
"339","2019-06-14",17.200001
"340","2019-06-17",17.15
"341","2019-06-18",17.15
"342","2019-06-19",17.1
"343","2019-06-20",16.969999
"344","2019-06-21",17
"345","2019-06-24",16.299999
"346","2019-06-25",16.780001
"347","2019-06-26",16.950001
"348","2019-06-27",17.4
"349","2019-06-28",17.18
"350","2019-07-01",17.639999
"351","2019-07-02",18.5
"352","2019-07-03",18.200001
"353","2019-07-05",18.540001
"354","2019-07-08",18.030001
"355","2019-07-09",18.459999
"356","2019-07-10",18.77
"357","2019-07-11",18.84
"358","2019-07-12",19.25
"359","2019-07-15",18.780001
"360","2019-07-16",18.719999
"361","2019-07-17",18.540001
"362","2019-07-18",18.25
"363","2019-07-19",17.940001
"364","2019-07-22",17.99
"365","2019-07-23",19
"366","2019-07-24",19
"367","2019-07-25",18.940001
"368","2019-07-26",18.84
"369","2019-07-29",18.58
"370","2019-07-30",18.35
"371","2019-07-31",17.870001
"372","2019-08-01",17.85
"373","2019-08-02",17.57
"374","2019-08-05",16.27
"375","2019-08-06",16.27
"376","2019-08-07",16.299999
"377","2019-08-08",17.4
"378","2019-08-09",17.23
"379","2019-08-12",17.290001
"380","2019-08-13",16.93
"381","2019-08-14",15.98
"382","2019-08-15",15.45
"383","2019-08-16",15.82
"384","2019-08-19",15.97
"385","2019-08-20",16.02
"386","2019-08-21",16.059999
"387","2019-08-22",15.99
"388","2019-08-23",15.32
"389","2019-08-26",15.6
"390","2019-08-27",15.2
"391","2019-08-28",15.19
"392","2019-08-29",15.69
"393","2019-08-30",15.97
"394","2019-09-03",15.88
"395","2019-09-04",16.120001
"396","2019-09-05",16.93
"397","2019-09-06",16.950001
"398","2019-09-09",17.02
"399","2019-09-10",17.219999
"400","2019-09-11",16.85
"401","2019-09-12",16.540001
"402","2019-09-13",16.709999
"403","2019-09-16",16.4
"404","2019-09-17",16.129999
"405","2019-09-18",16.969999
"406","2019-09-19",16.98
"407","2019-09-20",17
"408","2019-09-23",17
"409","2019-09-24",16.35
"410","2019-09-25",16.34
"411","2019-09-26",16.24
"412","2019-09-27",15.86
"413","2019-09-30",15.38
"414","2019-10-01",14.81
"415","2019-10-02",14.86
"416","2019-10-03",14.52
"417","2019-10-04",14.55
"418","2019-10-07",14.82
"419","2019-10-08",14.6
"420","2019-10-09",14.46
"421","2019-10-10",14.7
"422","2019-10-11",15.12
"423","2019-10-14",15.19
"424","2019-10-15",15.43
"425","2019-10-16",15.36
"426","2019-10-17",15.96
"427","2019-10-18",15.615
"428","2019-10-21",15.79
"429","2019-10-22",15.57
"430","2019-10-23",15.93
"431","2019-10-24",15.75
"432","2019-10-25",16
"433","2019-10-28",15.65
"434","2019-10-29",16
"435","2019-10-30",15.59
"436","2019-10-31",15.56
"437","2019-11-01",15.86
"438","2019-11-04",15.72
"439","2019-11-05",17.42
"440","2019-11-06",17.76
"441","2019-11-07",17.959999
"442","2019-11-08",17.66
"443","2019-11-11",17.34
"444","2019-11-12",17.98
"445","2019-11-13",18.190001
"446","2019-11-14",18.58
"447","2019-11-15",19.02
"448","2019-11-18",18.99
"449","2019-11-19",19.030001
"450","2019-11-20",19
"451","2019-11-21",19.1
"452","2019-11-22",19.76
"453","2019-11-25",20.77
"454","2019-11-26",20.530001
"455","2019-11-27",20.51
"456","2019-11-29",20.6
"457","2019-12-02",20.15
"458","2019-12-03",20.27
"459","2019-12-04",20.129999
"460","2019-12-05",20.01
"461","2019-12-06",20.280001
"462","2019-12-09",21
"463","2019-12-10",21.33
"464","2019-12-11",21.5
"465","2019-12-12",21.780001
"466","2019-12-13",20.700001
"467","2019-12-16",20.610001
"468","2019-12-17",20.469999
"469","2019-12-18",20.549999
"470","2019-12-19",20.99
"471","2019-12-20",20.959999
"472","2019-12-23",21.719999
"473","2019-12-24",21.309999
"474","2019-12-26",21.209999
"475","2019-12-27",20.91
"476","2019-12-30",20.790001
"477","2019-12-31",20.969999
"478","2020-01-02",21.35
"479","2020-01-03",21.129999
"480","2020-01-06",20.65
"481","2020-01-07",20.6
"482","2020-01-08",20.370001
"483","2020-01-09",21.280001
"484","2020-01-10",21.219999
"485","2020-01-13",21.610001
"486","2020-01-14",21.959999
"487","2020-01-15",21.77
"488","2020-01-16",21.82
"489","2020-01-17",21.35
"490","2020-01-21",21.4
"491","2020-01-22",21.99
"492","2020-01-23",21.84
"493","2020-01-24",21.65
"494","2020-01-27",21.27
"495","2020-01-28",21.48
"496","2020-01-29",21.33
"497","2020-01-30",21.219999
"498","2020-01-31",20.860001
"499","2020-02-03",20.74
"500","2020-02-04",20.790001
"501","2020-02-05",21.09
"502","2020-02-06",21.709999
"503","2020-02-07",22.01
"504","2020-02-10",21.65
"505","2020-02-11",22.700001
"506","2020-02-12",23.16
"507","2020-02-13",22.299999
"508","2020-02-14",22.15
"509","2020-02-18",23.540001
"510","2020-02-19",23.045
"511","2020-02-20",23.07
"512","2020-02-21",22.959999
"513","2020-02-24",22.07
"514","2020-02-25",21.200001
"515","2020-02-26",21.370001
"516","2020-02-27",20.370001
"517","2020-02-28",19.77
"518","2020-03-02",20.07
"519","2020-03-03",20.370001
"520","2020-03-04",20.24
"521","2020-03-05",19.08
"522","2020-03-06",17.98
"523","2020-03-09",15.5
"524","2020-03-10",17.280001
"525","2020-03-11",15.2
"526","2020-03-12",12.93
"527","2020-03-13",14.79
"528","2020-03-16",13.46
"529","2020-03-17",13.66
"530","2020-03-18",13.63
"531","2020-03-19",13.95
"532","2020-03-20",14.43
"533","2020-03-23",13.94
"534","2020-03-24",14.7
"535","2020-03-25",15.65
"536","2020-03-26",16.5
"537","2020-03-27",16.18
"538","2020-03-30",16.370001
"539","2020-03-31",16.360001
"540","2020-04-01",15.77
"541","2020-04-02",15.51
"542","2020-04-03",15.01
"543","2020-04-06",16
"544","2020-04-07",16.299999
"545","2020-04-08",15.32
"546","2020-04-09",15.03
"547","2020-04-13",14.29
"548","2020-04-14",14.62
"549","2020-04-15",14.06
"550","2020-04-16",14.03
"551","2020-04-17",14.41
"552","2020-04-20",13.97
"553","2020-04-21",13.95
"554","2020-04-22",14.6
"555","2020-04-23",15.01
"556","2020-04-24",14.63
"557","2020-04-27",14.63
"558","2020-04-28",14.63
"559","2020-04-29",15.33
"560","2020-04-30",15.09
"561","2020-05-01",14.91
"562","2020-05-04",14.62
"563","2020-05-05",14.37
"564","2020-05-06",14.76
"565","2020-05-07",14.73
"566","2020-05-08",14.88
"567","2020-05-11",15.21
"568","2020-05-12",14.98
"569","2020-05-13",14.14
"570","2020-05-14",13.67
"571","2020-05-15",13.97
"572","2020-05-18",15.46
"573","2020-05-19",15.46
"574","2020-05-20",15.28
"575","2020-05-21",15.62
"576","2020-05-22",15.59
"577","2020-05-26",16.42
"578","2020-05-27",16.780001
"579","2020-05-28",16.59
"580","2020-05-29",16.709999
"581","2020-06-01",16.91
"582","2020-06-02",17.18
"583","2020-06-03",17.73
"584","2020-06-04",17.469999
"585","2020-06-05",17.91
"586","2020-06-08",19.049999
"587","2020-06-09",18.93
"588","2020-06-10",18.08
"589","2020-06-11",15.33
"590","2020-06-12",15.81
"591","2020-06-15",15.91
"592","2020-06-16",16.120001
"593","2020-06-17",16.83
"594","2020-06-18",16.459999
"595","2020-06-19",16.5
"596","2020-06-22",16.790001
"597","2020-06-23",16.4
"598","2020-06-24",16.309999
"599","2020-06-25",16.27
"600","2020-06-26",16.200001
"601","2020-06-29",16.459999
"602","2020-06-30",17.190001
"603","2020-07-01",17.32
"604","2020-07-02",17.6
"605","2020-07-06",18.01
"606","2020-07-07",17.77
"607","2020-07-08",18.040001
"608","2020-07-09",17.879999
"609","2020-07-10",18.75
"610","2020-07-13",17.77
"611","2020-07-14",18.26
"612","2020-07-15",18.940001
"613","2020-07-16",19.07
"614","2020-07-17",19.02
"615","2020-07-20",19.48
"616","2020-07-21",19.209999
"617","2020-07-22",19.379999
"618","2020-07-23",19.07
"619","2020-07-24",18.84
"620","2020-07-27",18.950001
"621","2020-07-28",18.870001
"622","2020-07-29",18.610001
"623","2020-07-30",18.23
"624","2020-07-31",17.75
"625","2020-08-03",18.24
"626","2020-08-04",18.17
"627","2020-08-05",18.02
"628","2020-08-06",18.225
"629","2020-08-07",18.73
"630","2020-08-10",18.85
"631","2020-08-11",18.92
"632","2020-08-12",18.59
"633","2020-08-13",18.389999
"634","2020-08-14",18.389999
"635","2020-08-17",17.91
"636","2020-08-18",17.59
"637","2020-08-19",17.459999
"638","2020-08-20",17.49
"639","2020-08-21",17.389999
"640","2020-08-24",17.290001
"641","2020-08-25",17.190001
"642","2020-08-26",17.08
"643","2020-08-27",16.950001
"644","2020-08-28",16.99
"645","2020-08-31",17.389999
"646","2020-09-01",17.610001
"647","2020-09-02",18.15
"648","2020-09-03",18.030001
"649","2020-09-04",17.889999
"650","2020-09-08",17.559999
"651","2020-09-09",17.209999
"652","2020-09-10",16.440001
"653","2020-09-11",16.57
"654","2020-09-14",16.950001
"655","2020-09-15",16.780001
"656","2020-09-16",16.719999
"657","2020-09-17",16.700001
"658","2020-09-18",16.66
"659","2020-09-21",16.389999
"660","2020-09-22",16.379999
"661","2020-09-23",16.049999
"662","2020-09-24",16.299999
"663","2020-09-25",16.370001
"664","2020-09-28",16.809999
"665","2020-09-29",16.799999
"666","2020-09-30",16.889999
"667","2020-10-01",16.799999
"668","2020-10-02",17.299999
"669","2020-10-05",17.549999
"670","2020-10-06",17.299999
"671","2020-10-07",17.4
"672","2020-10-08",18.48
"673","2020-10-09",18.52
"674","2020-10-12",18.940001
"675","2020-10-13",19
"676","2020-10-14",18.950001
"677","2020-10-15",19.059999
"678","2020-10-16",19.280001
"679","2020-10-19",19.129999
"680","2020-10-20",19.440001
"681","2020-10-21",19.469999
"682","2020-10-22",19.629999
"683","2020-10-23",19.9
"684","2020-10-26",19.709999
"685","2020-10-27",19.719999
"686","2020-10-28",18.93
"687","2020-10-29",18.65
"688","2020-10-30",18.34
"689","2020-11-02",18.24
"690","2020-11-03",18.309999
"691","2020-11-04",18.879999
"692","2020-11-05",19.620001
"693","2020-11-06",19.16
"694","2020-11-09",19.639999
"695","2020-11-10",19.35
"696","2020-11-11",19.450001
"697","2020-11-12",19.6
"698","2020-11-13",19.76
"699","2020-11-16",20.15
"700","2020-11-17",20
"701","2020-11-18",20.18
"702","2020-11-19",19.049999
"703","2020-11-20",18.389999
"704","2020-11-23",19.02
"705","2020-11-24",20.23
"706","2020-11-25",20.440001
"707","2020-11-27",20.41
