"","date","USWS"
"104","2019-04-15",7.62
"105","2019-04-16",7.7
"106","2019-04-17",7.51
"107","2019-04-18",7.5
"108","2019-04-22",7.8
"109","2019-04-23",7.67
"110","2019-04-24",7.3
"111","2019-04-25",7.65
"112","2019-04-26",7.9
"113","2019-04-29",7.27
"114","2019-04-30",7.19
"115","2019-05-01",7.02
"116","2019-05-02",7.1
"117","2019-05-03",7.12
"118","2019-05-06",7.18
"119","2019-05-07",6.99
"120","2019-05-08",7.12
"121","2019-05-09",7.34
"122","2019-05-10",7.1
"123","2019-05-13",7.22
"124","2019-05-14",7.43
"125","2019-05-15",7.7
"126","2019-05-16",7.69
"127","2019-05-17",7.82
"128","2019-05-20",7.63
"129","2019-05-21",7.53
"130","2019-05-22",7.62
"131","2019-05-23",7.69
"132","2019-05-24",7.8
"133","2019-05-28",7.69
"134","2019-05-29",7.43
"135","2019-05-30",7.3
"136","2019-05-31",7.15
"137","2019-06-03",7.01
"138","2019-06-04",7.1
"139","2019-06-05",6.93
"140","2019-06-06",6.71
"141","2019-06-07",6.89
"142","2019-06-10",6.25
"143","2019-06-11",6.18
"144","2019-06-12",6.29
"145","2019-06-13",6.95
"146","2019-06-14",6.1
"147","2019-06-17",5.63
"148","2019-06-18",5.9
"149","2019-06-19",5.88
"150","2019-06-20",5.89
"151","2019-06-21",5.53
"152","2019-06-24",5.07
"153","2019-06-25",4.86
"154","2019-06-26",4.9
"155","2019-06-27",4.85
"156","2019-06-28",4.82
"157","2019-07-01",4.85
"158","2019-07-02",4.78
"159","2019-07-03",4.85
"160","2019-07-05",5.17
"161","2019-07-08",5.14
"162","2019-07-09",5.08
"163","2019-07-10",4.75
"164","2019-07-11",4.83
"165","2019-07-12",4.76
"166","2019-07-15",4.64
"167","2019-07-16",4.36
"168","2019-07-17",3.86
"169","2019-07-18",3.46
"170","2019-07-19",3.5
"171","2019-07-22",3.35
"172","2019-07-23",3.24
"173","2019-07-24",3.51
"174","2019-07-25",3.46
"175","2019-07-26",3.47
"176","2019-07-29",3.31
"177","2019-07-30",3.07
"178","2019-07-31",3.1
"179","2019-08-01",2.67
"180","2019-08-02",2.59
"181","2019-08-05",2.47
"182","2019-08-06",2.24
"183","2019-08-07",2.45
"184","2019-08-08",2.78
"185","2019-08-09",2.56
"186","2019-08-12",2.54
"187","2019-08-13",2.48
"188","2019-08-14",2.27
"189","2019-08-15",2.23
"190","2019-08-16",2.57
"191","2019-08-19",2.83
"192","2019-08-20",3.05
"193","2019-08-21",3.05
"194","2019-08-22",3.03
"195","2019-08-23",2.86
"196","2019-08-26",3.04
"197","2019-08-27",2.89
"198","2019-08-28",2.98
"199","2019-08-29",3.06
"200","2019-08-30",3
"201","2019-09-03",2.84
"202","2019-09-04",2.78
"203","2019-09-05",2.88
"204","2019-09-06",3.05
"205","2019-09-09",2.8
"206","2019-09-10",2.85
"207","2019-09-11",3.01
"208","2019-09-12",2.89
"209","2019-09-13",2.57
"210","2019-09-16",2.83
"211","2019-09-17",2.46
"212","2019-09-18",2.22
"213","2019-09-19",2.29
"214","2019-09-20",2.15
"215","2019-09-23",2.25
"216","2019-09-24",2
"217","2019-09-25",2
"218","2019-09-26",2.04
"219","2019-09-27",2.19
"220","2019-09-30",2.19
"221","2019-10-01",1.87
"222","2019-10-02",1.96
"223","2019-10-03",2
"224","2019-10-04",1.94
"225","2019-10-07",2
"226","2019-10-08",2
"227","2019-10-09",2
"228","2019-10-10",2.01
"229","2019-10-11",2.11
"230","2019-10-14",2.02
"231","2019-10-15",2.03
"232","2019-10-16",2
"233","2019-10-17",2
"234","2019-10-18",1.96
"235","2019-10-21",1.97
"236","2019-10-22",1.82
"237","2019-10-23",1.83
"238","2019-10-24",1.61
"239","2019-10-25",1.7
"240","2019-10-28",1.89
"241","2019-10-29",1.91
"242","2019-10-30",1.97
"243","2019-10-31",1.91
"244","2019-11-01",1.97
"245","2019-11-04",1.95
"246","2019-11-05",1.95
"247","2019-11-06",1.86
"248","2019-11-07",1.82
"249","2019-11-08",1.81
"250","2019-11-11",1.82
"251","2019-11-12",1.88
"252","2019-11-13",1.93
"253","2019-11-14",1.94
"254","2019-11-15",1.93
"255","2019-11-18",1.87
"256","2019-11-19",1.9
"257","2019-11-20",1.89
"258","2019-11-21",1.82
"259","2019-11-22",1.86
"260","2019-11-25",1.87
"261","2019-11-26",1.86
"262","2019-11-27",1.78
"263","2019-11-29",1.6
"264","2019-12-02",1.53
"265","2019-12-03",1.41
"266","2019-12-04",1.37
"267","2019-12-05",1.36
"268","2019-12-06",1.39
"269","2019-12-09",1.2
"270","2019-12-10",1.25
"271","2019-12-11",1.25
"272","2019-12-12",1.38
"273","2019-12-13",1.38
"274","2019-12-16",1.44
"275","2019-12-17",1.32
"276","2019-12-18",1.33
"277","2019-12-19",1.32
"278","2019-12-20",1.31
"279","2019-12-23",1.31
"280","2019-12-24",1.28
"281","2019-12-26",1.29
"282","2019-12-27",1.52
"283","2019-12-30",1.65
"284","2019-12-31",1.89
"285","2020-01-02",1.69
"286","2020-01-03",1.83
"287","2020-01-06",1.89
"288","2020-01-07",1.73
"289","2020-01-08",1.59
"290","2020-01-09",1.66
"291","2020-01-10",1.82
"292","2020-01-13",1.81
"293","2020-01-14",1.82
"294","2020-01-15",1.86
"295","2020-01-16",1.84
"296","2020-01-17",1.83
"297","2020-01-21",1.59
"298","2020-01-22",1.64
"299","2020-01-23",1.59
"300","2020-01-24",1.56
"301","2020-01-27",1.57
"302","2020-01-28",1.59
"303","2020-01-29",1.48
"304","2020-01-30",1.44
"305","2020-01-31",1.34
"306","2020-02-03",1.31
"307","2020-02-04",1.3
"308","2020-02-05",1.37
"309","2020-02-06",1.3
"310","2020-02-07",1.28
"311","2020-02-10",1.26
"312","2020-02-11",1.32
"313","2020-02-12",1.33
"314","2020-02-13",1.35
"315","2020-02-14",1.31
"316","2020-02-18",1.26
"317","2020-02-19",1.26
"318","2020-02-20",1.23
"319","2020-02-21",1.17
"320","2020-02-24",1.16
"321","2020-02-25",1.13
"322","2020-02-26",1.1
"323","2020-02-27",1.03
"324","2020-02-28",1.05
"325","2020-03-02",1.11
"326","2020-03-03",1.07
"327","2020-03-04",1.29
"328","2020-03-05",1.08
"329","2020-03-06",1.09
"330","2020-03-09",0.82
"331","2020-03-10",0.57
"332","2020-03-11",0.61
"333","2020-03-12",0.52
"334","2020-03-13",0.45
"335","2020-03-16",0.39
"336","2020-03-17",0.56
"337","2020-03-18",0.27
"338","2020-03-19",0.41
"339","2020-03-20",0.37
"340","2020-03-23",0.36
"341","2020-03-24",0.41
"342","2020-03-25",0.38
"343","2020-03-26",0.38
"344","2020-03-27",0.33
"345","2020-03-30",0.3
"346","2020-03-31",0.3
"347","2020-04-01",0.26
"348","2020-04-02",0.29
"349","2020-04-03",0.25
"350","2020-04-06",0.27
"351","2020-04-07",0.25
"352","2020-04-08",0.27
"353","2020-04-09",0.52
"354","2020-04-13",0.65
"355","2020-04-14",0.58
"356","2020-04-15",0.52
"357","2020-04-16",0.45
"358","2020-04-17",0.45
"359","2020-04-20",0.39
"360","2020-04-21",0.46
"361","2020-04-22",0.43
"362","2020-04-23",0.46
"363","2020-04-24",0.47
"364","2020-04-27",0.47
"365","2020-04-28",0.47
"366","2020-04-29",0.47
"367","2020-04-30",0.46
"368","2020-05-01",0.45
"369","2020-05-04",0.45
"370","2020-05-05",0.43
"371","2020-05-06",0.43
"372","2020-05-07",0.43
"373","2020-05-08",0.43
"374","2020-05-11",0.39
"375","2020-05-12",0.44
"376","2020-05-13",0.44
"377","2020-05-14",0.43
"378","2020-05-15",0.42
"379","2020-05-18",0.44
"380","2020-05-19",0.43
"381","2020-05-20",0.41
"382","2020-05-21",0.4
"383","2020-05-22",0.39
"384","2020-05-26",0.4
"385","2020-05-27",0.42
"386","2020-05-28",0.47
"387","2020-05-29",0.47
"388","2020-06-01",0.47
"389","2020-06-02",0.45
"390","2020-06-03",0.48
"391","2020-06-04",0.47
"392","2020-06-05",0.63
"393","2020-06-08",0.96
"394","2020-06-09",0.79
"395","2020-06-10",0.64
"396","2020-06-11",0.52
"397","2020-06-12",0.59
"398","2020-06-15",0.56
"399","2020-06-16",0.6
"400","2020-06-17",0.55
"401","2020-06-18",0.55
"402","2020-06-19",0.52
"403","2020-06-22",0.58
"404","2020-06-23",0.55
"405","2020-06-24",0.52
"406","2020-06-25",0.51
"407","2020-06-26",0.49
"408","2020-06-29",0.5
"409","2020-06-30",0.49
"410","2020-07-01",0.48
"411","2020-07-02",0.49
"412","2020-07-06",0.47
"413","2020-07-07",0.45
"414","2020-07-08",0.45
"415","2020-07-09",0.43
"416","2020-07-10",0.44
"417","2020-07-13",0.42
"418","2020-07-14",0.42
"419","2020-07-15",0.45
"420","2020-07-16",0.44
"421","2020-07-17",0.42
"422","2020-07-20",0.42
"423","2020-07-21",0.45
"424","2020-07-22",0.46
"425","2020-07-23",0.44
"426","2020-07-24",0.44
"427","2020-07-27",0.42
"428","2020-07-28",0.42
"429","2020-07-29",0.41
"430","2020-07-30",0.41
"431","2020-07-31",0.4
"432","2020-08-03",0.42
"433","2020-08-04",0.41
"434","2020-08-05",0.45
"435","2020-08-06",0.42
"436","2020-08-07",0.42
"437","2020-08-10",0.44
"438","2020-08-11",0.42
"439","2020-08-12",0.42
"440","2020-08-13",0.42
"441","2020-08-14",0.41
"442","2020-08-17",0.41
"443","2020-08-18",0.34
"444","2020-08-19",0.35
"445","2020-08-20",0.35
"446","2020-08-21",0.33
"447","2020-08-24",0.33
"448","2020-08-25",0.31
"449","2020-08-26",0.29
"450","2020-08-27",0.29
"451","2020-08-28",0.31
"452","2020-08-31",0.28
"453","2020-09-01",0.27
"454","2020-09-02",0.25
"455","2020-09-03",0.3
"456","2020-09-04",0.29
"457","2020-09-08",0.26
"458","2020-09-09",0.25
"459","2020-09-10",0.25
"460","2020-09-11",0.25
"461","2020-09-14",0.27
"462","2020-09-15",0.27
"463","2020-09-16",0.27
"464","2020-09-17",0.29
"465","2020-09-18",0.3
"466","2020-09-21",0.29
"467","2020-09-22",0.27
"468","2020-09-23",0.26
"469","2020-09-24",0.26
"470","2020-09-25",0.28
"471","2020-09-28",0.27
"472","2020-09-29",0.27
"473","2020-09-30",0.27
"474","2020-10-01",0.26
"475","2020-10-02",0.26
"476","2020-10-05",0.27
"477","2020-10-06",0.26
"478","2020-10-07",0.26
"479","2020-10-08",0.32
"480","2020-10-09",0.44
"481","2020-10-12",0.41
"482","2020-10-13",0.36
"483","2020-10-14",0.34
"484","2020-10-15",0.34
"485","2020-10-16",0.31
"486","2020-10-19",0.31
"487","2020-10-20",0.31
"488","2020-10-21",0.33
"489","2020-10-22",0.33
"490","2020-10-23",0.33
"491","2020-10-26",0.32
"492","2020-10-27",0.32
"493","2020-10-28",0.33
"494","2020-10-29",0.32
"495","2020-10-30",0.31
"496","2020-11-02",0.31
"497","2020-11-03",0.32
"498","2020-11-04",0.31
"499","2020-11-05",0.33
"500","2020-11-06",0.32
"501","2020-11-09",0.34
"502","2020-11-10",0.34
"503","2020-11-11",0.34
"504","2020-11-12",0.32
"505","2020-11-13",0.33
"506","2020-11-16",0.34
"507","2020-11-17",0.34
"508","2020-11-18",0.35
"509","2020-11-19",0.37
"510","2020-11-20",0.38
"511","2020-11-23",0.39
"512","2020-11-24",0.49
"513","2020-11-25",0.44
"514","2020-11-27",0.41
