"","date","CWBR"
"253","2018-12-18",3.47
"254","2018-12-19",3.47
"255","2018-12-20",3.49
"256","2018-12-21",3.13
"257","2018-12-24",3.1
"258","2018-12-26",3
"259","2018-12-27",2.97
"260","2018-12-28",3.37
"261","2018-12-31",3.11
"262","2019-01-02",3.42
"263","2019-01-03",3.68
"264","2019-01-04",4.15
"265","2019-01-07",4.02
"266","2019-01-08",3.87
"267","2019-01-09",3.85
"268","2019-01-10",3.86
"269","2019-01-11",4.16
"270","2019-01-14",4.02
"271","2019-01-15",3.96
"272","2019-01-16",4.08
"273","2019-01-17",4.12
"274","2019-01-18",3.73
"275","2019-01-22",3.59
"276","2019-01-23",3.45
"277","2019-01-24",3.2
"278","2019-01-25",3.08
"279","2019-01-28",3.23
"280","2019-01-29",3.21
"281","2019-01-30",3.21
"282","2019-01-31",3.28
"283","2019-02-01",3.39
"284","2019-02-04",3.34
"285","2019-02-05",3.25
"286","2019-02-06",3.2
"287","2019-02-07",3.08
"288","2019-02-08",3.15
"289","2019-02-11",3.28
"290","2019-02-12",3.3
"291","2019-02-13",3.15
"292","2019-02-14",3.03
"293","2019-02-15",3.21
"294","2019-02-19",3.19
"295","2019-02-20",3.02
"296","2019-02-21",2.95
"297","2019-02-22",3.3
"298","2019-02-25",3.16
"299","2019-02-26",3.36
"300","2019-02-27",3.28
"301","2019-02-28",3.18
"302","2019-03-01",3.4
"303","2019-03-04",3.24
"304","2019-03-05",3.17
"305","2019-03-06",3.08
"306","2019-03-07",2.98
"307","2019-03-08",3.06
"308","2019-03-11",3.02
"309","2019-03-12",3.03
"310","2019-03-13",3.05
"311","2019-03-14",3.13
"312","2019-03-15",3.8
"313","2019-03-18",3.47
"314","2019-03-19",3.21
"315","2019-03-20",3.24
"316","2019-03-21",3.2
"317","2019-03-22",3.09
"318","2019-03-25",3.2
"319","2019-03-26",3.16
"320","2019-03-27",3.11
"321","2019-03-28",3.18
"322","2019-03-29",3.26
"323","2019-04-01",3.22
"324","2019-04-02",3.3
"325","2019-04-03",3.26
"326","2019-04-04",3.24
"327","2019-04-05",3.27
"328","2019-04-08",3.24
"329","2019-04-09",3.15
"330","2019-04-10",3.19
"331","2019-04-11",3
"332","2019-04-12",2.84
"333","2019-04-15",2.58
"334","2019-04-16",2.66
"335","2019-04-17",2.46
"336","2019-04-18",2.4
"337","2019-04-22",2.22
"338","2019-04-23",2.27
"339","2019-04-24",2.26
"340","2019-04-25",2.36
"341","2019-04-26",2.5
"342","2019-04-29",2.44
"343","2019-04-30",2.45
"344","2019-05-01",2.77
"345","2019-05-02",2.4
"346","2019-05-03",2.96
"347","2019-05-06",2.73
"348","2019-05-07",2.81
"349","2019-05-08",2.52
"350","2019-05-09",2.64
"351","2019-05-10",2.55
"352","2019-05-13",2.45
"353","2019-05-14",2.2
"354","2019-05-15",2.23
"355","2019-05-16",2.1
"356","2019-05-17",2.04
"357","2019-05-20",2
"358","2019-05-21",1.94
"359","2019-05-22",2
"360","2019-05-23",1.87
"361","2019-05-24",1.96
"362","2019-05-28",1.85
"363","2019-05-29",1.78
"364","2019-05-30",1.63
"365","2019-05-31",1.72
"366","2019-06-03",1.67
"367","2019-06-04",2.02
"368","2019-06-05",1.73
"369","2019-06-06",1.67
"370","2019-06-07",1.64
"371","2019-06-10",1.94
"372","2019-06-11",1.87
"373","2019-06-12",1.76
"374","2019-06-13",1.7
"375","2019-06-14",1.67
"376","2019-06-17",1.76
"377","2019-06-18",1.8
"378","2019-06-19",1.73
"379","2019-06-20",1.72
"380","2019-06-21",1.67
"381","2019-06-24",1.65
"382","2019-06-25",1.84
"383","2019-06-26",1.68
"384","2019-06-27",1.68
"385","2019-06-28",1.72
"386","2019-07-01",1.75
"387","2019-07-02",1.75
"388","2019-07-03",1.76
"389","2019-07-05",1.67
"390","2019-07-08",1.75
"391","2019-07-09",1.7
"392","2019-07-10",1.67
"393","2019-07-11",1.59
"394","2019-07-12",1.58
"395","2019-07-15",1.62
"396","2019-07-16",1.61
"397","2019-07-17",1.56
"398","2019-07-18",1.55
"399","2019-07-19",1.55
"400","2019-07-22",1.52
"401","2019-07-23",1.32
"402","2019-07-24",1.45
"403","2019-07-25",1.45
"404","2019-07-26",1.45
"405","2019-07-29",1.55
"406","2019-07-30",1.71
"407","2019-07-31",1.65
"408","2019-08-01",1.51
"409","2019-08-02",1.5
"410","2019-08-05",1.43
"411","2019-08-06",1.43
"412","2019-08-07",1.42
"413","2019-08-08",1.59
"414","2019-08-09",1.66
"415","2019-08-12",1.71
"416","2019-08-13",1.66
"417","2019-08-14",1.6
"418","2019-08-15",1.6
"419","2019-08-16",1.61
"420","2019-08-19",1.71
"421","2019-08-20",1.66
"422","2019-08-21",1.65
"423","2019-08-22",1.6
"424","2019-08-23",1.5
"425","2019-08-26",1.46
"426","2019-08-27",1.49
"427","2019-08-28",1.53
"428","2019-08-29",1.47
"429","2019-08-30",1.39
"430","2019-09-03",1.3
"431","2019-09-04",1.37
"432","2019-09-05",1.42
"433","2019-09-06",1.41
"434","2019-09-09",1.35
"435","2019-09-10",1.4
"436","2019-09-11",1.44
"437","2019-09-12",1.37
"438","2019-09-13",1.45
"439","2019-09-16",1.44
"440","2019-09-17",1.44
"441","2019-09-18",1.42
"442","2019-09-19",1.38
"443","2019-09-20",1.43
"444","2019-09-23",1.42
"445","2019-09-24",1.39
"446","2019-09-25",1.41
"447","2019-09-26",1.4
"448","2019-09-27",1.31
"449","2019-09-30",1.3
"450","2019-10-01",1.25
"451","2019-10-02",1.2
"452","2019-10-03",1.245
"453","2019-10-04",1.29
"454","2019-10-07",1.26
"455","2019-10-08",1.27
"456","2019-10-09",1.25
"457","2019-10-10",1.25
"458","2019-10-11",1.276
"459","2019-10-14",1.29
"460","2019-10-15",1.29
"461","2019-10-16",1.31
"462","2019-10-17",1.35
"463","2019-10-18",1.43
"464","2019-10-21",1.5
"465","2019-10-22",1.567
"466","2019-10-23",1.66
"467","2019-10-24",1.62
"468","2019-10-25",1.705
"469","2019-10-28",1.86
"470","2019-10-29",1.81
"471","2019-10-30",1.94
"472","2019-10-31",2.01
"473","2019-11-01",2.34
"474","2019-11-04",2.15
"475","2019-11-05",2.06
"476","2019-11-06",1.9
"477","2019-11-07",1.78
"478","2019-11-08",1.9
"479","2019-11-11",1.9
"480","2019-11-12",1.92
"481","2019-11-13",1.95
"482","2019-11-14",1.96
"483","2019-11-15",1.9
"484","2019-11-18",1.99
"485","2019-11-19",1.94
"486","2019-11-20",1.93
"487","2019-11-21",1.98
"488","2019-11-22",1.763
"489","2019-11-25",1.62
"490","2019-11-26",1.69
"491","2019-11-27",1.69
"492","2019-11-29",1.75
"493","2019-12-02",1.755
"494","2019-12-03",1.68
"495","2019-12-04",1.64
"496","2019-12-05",1.67
"497","2019-12-06",1.64
"498","2019-12-09",1.58
"499","2019-12-10",1.58
"500","2019-12-11",1.66
"501","2019-12-12",1.67
"502","2019-12-13",1.73
"503","2019-12-16",1.89
"504","2019-12-17",1.66
"505","2019-12-18",1.63
"506","2019-12-19",1.71
"507","2019-12-20",1.68
"508","2019-12-23",1.65
"509","2019-12-24",1.63
"510","2019-12-26",1.62
"511","2019-12-27",1.6
"512","2019-12-30",1.52
"513","2019-12-31",1.6
"514","2020-01-02",1.56
"515","2020-01-03",1.62
"516","2020-01-06",1.59
"517","2020-01-07",1.67
"518","2020-01-08",1.72
"519","2020-01-09",1.745
"520","2020-01-10",1.73
"521","2020-01-13",1.81
"522","2020-01-14",1.93
"523","2020-01-15",1.94
"524","2020-01-16",2.239
"525","2020-01-17",2.31
"526","2020-01-21",2.38
"527","2020-01-22",2.61
"528","2020-01-23",2.74
"529","2020-01-24",2.57
"530","2020-01-27",2.24
"531","2020-01-28",2.23
"532","2020-01-29",2.44
"533","2020-01-30",2.41
"534","2020-01-31",2.29
"535","2020-02-03",2
"536","2020-02-04",1.96
"537","2020-02-05",1.95
"538","2020-02-06",1.96
"539","2020-02-07",1.9
"540","2020-02-10",1.96
"541","2020-02-11",1.82
"542","2020-02-12",1.875
"543","2020-02-13",1.88
"544","2020-02-14",1.86
"545","2020-02-18",1.83
"546","2020-02-19",1.78
"547","2020-02-20",1.84
"548","2020-02-21",1.99
"549","2020-02-24",2
"550","2020-02-25",1.8
"551","2020-02-26",1.76
"552","2020-02-27",1.68
"553","2020-02-28",1.6
"554","2020-03-02",1.65
"555","2020-03-03",1.7
"556","2020-03-04",1.81
"557","2020-03-05",1.78
"558","2020-03-06",1.72
"559","2020-03-09",1.77
"560","2020-03-10",1.84
"561","2020-03-11",1.76
"562","2020-03-12",1.46
"563","2020-03-13",1.42
"564","2020-03-16",1.258
"565","2020-03-17",1.28
"566","2020-03-18",1.12
"567","2020-03-19",1.04
"568","2020-03-20",1.145
"569","2020-03-23",1.08
"570","2020-03-24",1.015
"571","2020-03-25",1.27
"572","2020-03-26",1.335
"573","2020-03-27",1.47
"574","2020-03-30",1.2
"575","2020-03-31",1.14
"576","2020-04-01",1.118
"577","2020-04-02",1.12
"578","2020-04-03",1.08
"579","2020-04-06",1.13
"580","2020-04-07",1.4
"581","2020-04-08",1.27
"582","2020-04-09",1.225
"583","2020-04-13",1.21
"584","2020-04-14",1.28
"585","2020-04-15",1.36
"586","2020-04-16",1.42
"587","2020-04-17",1.52
"588","2020-04-20",1.835
"589","2020-04-21",1.84
"590","2020-04-22",1.96
"591","2020-04-23",2.45
"592","2020-04-24",2.69
"593","2020-04-27",2.68
"594","2020-04-28",2.66
"595","2020-04-29",2.72
"596","2020-04-30",2.55
"597","2020-05-01",2.83
"598","2020-05-04",3.35
"599","2020-05-05",4
"600","2020-05-06",3.4
"601","2020-05-07",3.24
"602","2020-05-08",3.27
"603","2020-05-11",3.32
"604","2020-05-12",2.98
"605","2020-05-13",2.72
"606","2020-05-14",2.38
"607","2020-05-15",2.6
"608","2020-05-18",2.6
"609","2020-05-19",2.64
"610","2020-05-20",2.62
"611","2020-05-21",2.56
"612","2020-05-22",2.63
"613","2020-05-26",2.63
"614","2020-05-27",2.6
"615","2020-05-28",2.58
"616","2020-05-29",2.53
"617","2020-06-01",2.49
"618","2020-06-02",2.65
"619","2020-06-03",2.78
"620","2020-06-04",2.76
"621","2020-06-05",2.75
"622","2020-06-08",2.63
"623","2020-06-09",2.65
"624","2020-06-10",2.69
"625","2020-06-11",2.54
"626","2020-06-12",2.46
"627","2020-06-15",2.42
"628","2020-06-16",2.43
"629","2020-06-17",2.38
"630","2020-06-18",2.25
"631","2020-06-19",2.45
"632","2020-06-22",2.3
"633","2020-06-23",2.38
"634","2020-06-24",2.26
"635","2020-06-25",2.42
"636","2020-06-26",1.86
"637","2020-06-29",1.61
"638","2020-06-30",1.55
"639","2020-07-01",1.53
"640","2020-07-02",1.5
"641","2020-07-06",1.59
"642","2020-07-07",1.54
"643","2020-07-08",1.63
"644","2020-07-09",1.52
"645","2020-07-10",1.49
"646","2020-07-13",1.53
"647","2020-07-14",1.525
"648","2020-07-15",1.56
"649","2020-07-16",1.6
"650","2020-07-17",1.7
"651","2020-07-20",1.67
"652","2020-07-21",1.615
"653","2020-07-22",1.69
"654","2020-07-23",1.55
"655","2020-07-24",1.46
"656","2020-07-27",1.48
"657","2020-07-28",1.48
"658","2020-07-29",1.47
"659","2020-07-30",1.49
"660","2020-07-31",1.49
"661","2020-08-03",1.51
"662","2020-08-04",1.55
"663","2020-08-05",1.68
"664","2020-08-06",2.075
"665","2020-08-07",1.76
"666","2020-08-10",1.84
"667","2020-08-11",1.64
"668","2020-08-12",1.55
"669","2020-08-13",1.52
"670","2020-08-14",1.42
"671","2020-08-17",1.43
"672","2020-08-18",1.36
"673","2020-08-19",1.39
"674","2020-08-20",1.38
"675","2020-08-21",1.4
"676","2020-08-24",1.45
"677","2020-08-25",1.44
"678","2020-08-26",0.97
"679","2020-08-27",0.867
"680","2020-08-28",0.937
"681","2020-08-31",0.933
"682","2020-09-01",0.962
"683","2020-09-02",1.12
"684","2020-09-03",1
"685","2020-09-04",1.06
"686","2020-09-08",1.06
"687","2020-09-09",1.08
"688","2020-09-10",1.03
"689","2020-09-11",1.04
"690","2020-09-14",1.06
"691","2020-09-15",1.06
"692","2020-09-16",1.02
"693","2020-09-17",1.04
"694","2020-09-18",1.06
"695","2020-09-21",1.04
"696","2020-09-22",1.02
"697","2020-09-23",0.981
"698","2020-09-24",0.915
"699","2020-09-25",1.01
"700","2020-09-28",0.975
"701","2020-09-29",0.981
"702","2020-09-30",0.95
"703","2020-10-01",0.98
"704","2020-10-02",0.982
"705","2020-10-05",1
"706","2020-10-06",0.98
"707","2020-10-07",1.02
"708","2020-10-08",1
"709","2020-10-09",1.02
"710","2020-10-12",0.998
"711","2020-10-13",1.01
"712","2020-10-14",1
"713","2020-10-15",0.981
"714","2020-10-16",0.979
"715","2020-10-19",0.985
"716","2020-10-20",0.956
"717","2020-10-21",0.95
"718","2020-10-22",0.926
"719","2020-10-23",0.915
"720","2020-10-26",0.906
"721","2020-10-27",0.922
"722","2020-10-28",0.895
"723","2020-10-29",0.93
"724","2020-10-30",0.916
"725","2020-11-02",0.913
"726","2020-11-03",0.93
"727","2020-11-04",0.94
"728","2020-11-05",0.973
"729","2020-11-06",0.968
"730","2020-11-09",1.05
"731","2020-11-10",1.08
"732","2020-11-11",1.03
"733","2020-11-12",1.03
"734","2020-11-13",1.09
"735","2020-11-16",1.15
"736","2020-11-17",1.04
"737","2020-11-18",1.07
"738","2020-11-19",1.1
"739","2020-11-20",1.16
"740","2020-11-23",1.21
"741","2020-11-24",1.26
"742","2020-11-25",1.27
"743","2020-11-27",1.33
