"","date","VSTM"
"933","2015-10-12",1.88
"934","2015-10-13",1.84
"935","2015-10-14",1.87
"936","2015-10-15",2.16
"937","2015-10-16",2.13
"938","2015-10-19",2.05
"939","2015-10-20",2.01
"940","2015-10-21",2.03
"941","2015-10-22",1.94
"942","2015-10-23",1.81
"943","2015-10-26",1.93
"944","2015-10-27",1.89
"945","2015-10-28",1.86
"946","2015-10-29",1.83
"947","2015-10-30",1.84
"948","2015-11-02",1.97
"949","2015-11-03",2.1
"950","2015-11-04",2.2
"951","2015-11-05",2.12
"952","2015-11-06",2.13
"953","2015-11-09",2.13
"954","2015-11-10",2.11
"955","2015-11-11",2.05
"956","2015-11-12",1.98
"957","2015-11-13",1.97
"958","2015-11-16",1.98
"959","2015-11-17",1.92
"960","2015-11-18",2
"961","2015-11-19",1.97
"962","2015-11-20",2.01
"963","2015-11-23",2.21
"964","2015-11-24",2.19
"965","2015-11-25",2.22
"966","2015-11-27",2.22
"967","2015-11-30",2.27
"968","2015-12-01",2.24
"969","2015-12-02",2.3
"970","2015-12-03",2.11
"971","2015-12-04",2.09
"972","2015-12-07",1.97
"973","2015-12-08",1.94
"974","2015-12-09",1.99
"975","2015-12-10",2.03
"976","2015-12-11",1.89
"977","2015-12-14",1.73
"978","2015-12-15",1.74
"979","2015-12-16",1.78
"980","2015-12-17",1.79
"981","2015-12-18",1.75
"982","2015-12-21",1.84
"983","2015-12-22",1.86
"984","2015-12-23",1.95
"985","2015-12-24",1.96
"986","2015-12-28",1.85
"987","2015-12-29",1.89
"988","2015-12-30",1.84
"989","2015-12-31",1.86
"990","2016-01-04",1.78
"991","2016-01-05",1.77
"992","2016-01-06",1.65
"993","2016-01-07",1.53
"994","2016-01-08",1.58
"995","2016-01-11",1.45
"996","2016-01-12",1.46
"997","2016-01-13",1.32
"998","2016-01-14",1.4
"999","2016-01-15",1.34
"1000","2016-01-19",1.28
"1001","2016-01-20",1.46
