"","date","NYMX"
"340","2008-05-08",4.38
"341","2008-05-09",4.5
"342","2008-05-12",4.5
"343","2008-05-13",4.45
"344","2008-05-14",4.4
"345","2008-05-15",4.41
"346","2008-05-16",4.47
"347","2008-05-19",4.39
"348","2008-05-20",4.39
"349","2008-05-21",4.28
"350","2008-05-22",4.27
"351","2008-05-23",4.15
"352","2008-05-27",4.17
"353","2008-05-28",4.25
"354","2008-05-29",4.25
"355","2008-05-30",4.26
"356","2008-06-02",4.1
"357","2008-06-03",4.15
"358","2008-06-04",3.88
"359","2008-06-05",3.31
"360","2008-06-06",3.1
"361","2008-06-09",3.98
"362","2008-06-10",4.05
"363","2008-06-11",4.08
"364","2008-06-12",4.24
"365","2008-06-13",4.29
"366","2008-06-16",4.39
"367","2008-06-17",4.4
"368","2008-06-18",4.47
"369","2008-06-19",4.47
"370","2008-06-20",4.26
"371","2008-06-23",4.02
"372","2008-06-24",4.11
"373","2008-06-25",4.11
"374","2008-06-26",4.3
"375","2008-06-27",4.35
"376","2008-06-30",4.45
"377","2008-07-01",4.42
"378","2008-07-02",4.4
"379","2008-07-03",4.24
"380","2008-07-07",4.1
"381","2008-07-08",4.05
"382","2008-07-09",4
"383","2008-07-10",4.08
"384","2008-07-11",4.04
"385","2008-07-14",3.99
"386","2008-07-15",3.61
"387","2008-07-16",3.6
"388","2008-07-17",3.52
"389","2008-07-18",3.6
"390","2008-07-21",4.03
"391","2008-07-22",4.37
"392","2008-07-23",4.38
"393","2008-07-24",4.21
"394","2008-07-25",4.16
"395","2008-07-28",4.08
"396","2008-07-29",4.49
"397","2008-07-30",4.99
"398","2008-07-31",5.22
"399","2008-08-01",5.15
"400","2008-08-04",4.85
"401","2008-08-05",4.96
"402","2008-08-06",4.89
"403","2008-08-07",5.45
"404","2008-08-08",5.55
"405","2008-08-11",5.47
"406","2008-08-12",5.5
"407","2008-08-13",5.59
"408","2008-08-14",5.59
"409","2008-08-15",5.47
"410","2008-08-18",5.42
"411","2008-08-19",5.42
"412","2008-08-20",5.39
"413","2008-08-21",5.36
"414","2008-08-22",5.4
"415","2008-08-25",5.39
"416","2008-08-26",5.52
"417","2008-08-27",5.65
"418","2008-08-28",5.78
"419","2008-08-29",5.72
"420","2008-09-02",5.63
"421","2008-09-03",5.62
"422","2008-09-04",5.7
"423","2008-09-05",5.6
"424","2008-09-08",5.64
"425","2008-09-09",5.58
"426","2008-09-10",5.5
"427","2008-09-11",5.88
"428","2008-09-12",5.7
"429","2008-09-15",5.63
"430","2008-09-16",5.94
"431","2008-09-17",5.7
"432","2008-09-18",5.7
"433","2008-09-19",5.96
"434","2008-09-22",5.92
"435","2008-09-23",5.89
"436","2008-09-24",6
"437","2008-09-25",5.98
"438","2008-09-26",5.94
"439","2008-09-29",5.86
"440","2008-09-30",5.6
"441","2008-10-01",5.55
"442","2008-10-02",5.5
"443","2008-10-03",5.37
"444","2008-10-06",4.88
"445","2008-10-07",4.8
"446","2008-10-08",4.66
"447","2008-10-09",4.64
"448","2008-10-10",4.79
"449","2008-10-13",4.84
"450","2008-10-14",4.72
"451","2008-10-15",4.63
"452","2008-10-16",4.55
"453","2008-10-17",4.72
"454","2008-10-20",4.37
"455","2008-10-21",3.62
"456","2008-10-22",4.09
"457","2008-10-23",4.35
"458","2008-10-24",4.47
"459","2008-10-27",4.39
"460","2008-10-28",4.15
"461","2008-10-29",4.07
"462","2008-10-30",4.26
"463","2008-10-31",4.22
"464","2008-11-03",4.25
"465","2008-11-04",4.18
"466","2008-11-05",4.2
"467","2008-11-06",4.15
"468","2008-11-07",4.16
"469","2008-11-10",4.01
"470","2008-11-11",4.1
"471","2008-11-12",4.09
"472","2008-11-13",4.08
"473","2008-11-14",3.99
"474","2008-11-17",3.83
"475","2008-11-18",3.77
"476","2008-11-19",3.29
"477","2008-11-20",2.84
"478","2008-11-21",3.21
"479","2008-11-24",3.1
"480","2008-11-25",3.03
"481","2008-11-26",3.03
"482","2008-11-28",3.07
"483","2008-12-01",3.07
"484","2008-12-02",3.15
"485","2008-12-03",3.06
"486","2008-12-04",3.09
"487","2008-12-05",3.16
"488","2008-12-08",3.23
"489","2008-12-09",3.28
"490","2008-12-10",3.31
"491","2008-12-11",3.33
"492","2008-12-12",3.23
"493","2008-12-15",3.2
"494","2008-12-16",3.12
"495","2008-12-17",3
"496","2008-12-18",2.9
"497","2008-12-19",2.9
"498","2008-12-22",2.89
"499","2008-12-23",2.61
"500","2008-12-24",2.65
"501","2008-12-26",2.69
"502","2008-12-29",3.07
"503","2008-12-30",3.14
"504","2008-12-31",3.4
"505","2009-01-02",3.6
"506","2009-01-05",3.44
"507","2009-01-06",3.44
"508","2009-01-07",3.52
"509","2009-01-08",3.6
"510","2009-01-09",3.5
"511","2009-01-12",3.76
"512","2009-01-13",3.81
"513","2009-01-14",3.7
"514","2009-01-15",3.6
"515","2009-01-16",3.8
"516","2009-01-20",3.75
"517","2009-01-21",3.49
"518","2009-01-22",3.17
"519","2009-01-23",3.3
"520","2009-01-26",3.42
"521","2009-01-27",3.73
"522","2009-01-28",3.57
"523","2009-01-29",3.29
"524","2009-01-30",3.14
"525","2009-02-02",3.15
"526","2009-02-03",3.12
"527","2009-02-04",3.17
"528","2009-02-05",3.41
"529","2009-02-06",3.4
"530","2009-02-09",3.4
"531","2009-02-10",3.35
"532","2009-02-11",3.29
"533","2009-02-12",3.3
"534","2009-02-13",3.27
"535","2009-02-17",3.19
"536","2009-02-18",3.29
"537","2009-02-19",3.23
"538","2009-02-20",3.15
"539","2009-02-23",3
"540","2009-02-24",3
"541","2009-02-25",3.11
"542","2009-02-26",3.04
"543","2009-02-27",3.07
"544","2009-03-02",3
"545","2009-03-03",2.91
"546","2009-03-04",3.04
"547","2009-03-05",3
"548","2009-03-06",3.02
"549","2009-03-09",3
"550","2009-03-10",2.98
"551","2009-03-11",3.02
"552","2009-03-12",3.06
"553","2009-03-13",3.02
"554","2009-03-16",3.11
"555","2009-03-17",3.06
"556","2009-03-18",3.07
"557","2009-03-19",3.13
"558","2009-03-20",3.12
"559","2009-03-23",2.95
"560","2009-03-24",3.05
"561","2009-03-25",3.08
"562","2009-03-26",3.15
"563","2009-03-27",3.15
"564","2009-03-30",3.05
"565","2009-03-31",3.06
"566","2009-04-01",3.06
"567","2009-04-02",2.86
"568","2009-04-03",3.03
"569","2009-04-06",2.94
"570","2009-04-07",2.97
"571","2009-04-08",2.87
"572","2009-04-09",2.9
"573","2009-04-13",2.81
"574","2009-04-14",2.94
"575","2009-04-15",2.84
"576","2009-04-16",2.79
"577","2009-04-17",2.9
"578","2009-04-20",2.95
"579","2009-04-21",3.3
"580","2009-04-22",3.71
"581","2009-04-23",3.96
"582","2009-04-24",3.65
"583","2009-04-27",3.62
"584","2009-04-28",3.71
"585","2009-04-29",3.7
"586","2009-04-30",3.8
"587","2009-05-01",3.78
"588","2009-05-04",3.69
"589","2009-05-05",3.61
"590","2009-05-06",3.85
"591","2009-05-07",3.85
"592","2009-05-08",3.75
"593","2009-05-11",3.72
"594","2009-05-12",3.73
"595","2009-05-13",3.7
"596","2009-05-14",3.65
"597","2009-05-15",3.72
"598","2009-05-18",3.43
"599","2009-05-19",3.39
"600","2009-05-20",3.33
"601","2009-05-21",3.26
"602","2009-05-22",3.15
"603","2009-05-26",3.3
"604","2009-05-27",3.25
"605","2009-05-28",3.15
"606","2009-05-29",3.19
"607","2009-06-01",3.2
"608","2009-06-02",3.65
"609","2009-06-03",3.67
"610","2009-06-04",3.89
"611","2009-06-05",4
"612","2009-06-08",4.15
"613","2009-06-09",4.25
"614","2009-06-10",4.18
"615","2009-06-11",4.51
"616","2009-06-12",4.92
"617","2009-06-15",4.93
"618","2009-06-16",4.89
"619","2009-06-17",5
"620","2009-06-18",5.04
"621","2009-06-19",5.19
"622","2009-06-22",5
"623","2009-06-23",4.95
"624","2009-06-24",4.91
"625","2009-06-25",5
"626","2009-06-26",4.88
"627","2009-06-29",5.01
"628","2009-06-30",5
"629","2009-07-01",4.96
"630","2009-07-02",4.94
"631","2009-07-06",4.75
"632","2009-07-07",4.7
"633","2009-07-08",4.7
"634","2009-07-09",4.83
"635","2009-07-10",4.75
"636","2009-07-13",4.72
"637","2009-07-14",4.65
"638","2009-07-15",4.66
"639","2009-07-16",4.82
"640","2009-07-17",4.87
"641","2009-07-20",4.67
"642","2009-07-21",4.74
"643","2009-07-22",4.75
"644","2009-07-23",4.75
"645","2009-07-24",4.88
"646","2009-07-27",4.79
"647","2009-07-28",4.65
"648","2009-07-29",4.9
"649","2009-07-30",4.85
"650","2009-07-31",4.65
"651","2009-08-03",4.86
"652","2009-08-04",4.8
"653","2009-08-05",4.83
"654","2009-08-06",4.79
"655","2009-08-07",4.8
"656","2009-08-10",4.79
"657","2009-08-11",4.78
"658","2009-08-12",4.79
"659","2009-08-13",4.7
"660","2009-08-14",4.78
"661","2009-08-17",4.65
"662","2009-08-18",4.65
"663","2009-08-19",4.65
"664","2009-08-20",4.52
"665","2009-08-21",4.54
"666","2009-08-24",4.41
"667","2009-08-25",4.29
"668","2009-08-26",5.18
"669","2009-08-27",4.65
"670","2009-08-28",4.52
"671","2009-08-31",4.53
"672","2009-09-01",4.44
"673","2009-09-02",4.41
"674","2009-09-03",4.32
"675","2009-09-04",4.22
"676","2009-09-08",4.16
"677","2009-09-09",4.3
"678","2009-09-10",4.2
"679","2009-09-11",4.33
"680","2009-09-14",4.26
"681","2009-09-15",4.27
"682","2009-09-16",4.35
"683","2009-09-17",4.39
"684","2009-09-18",4.43
"685","2009-09-21",4.55
"686","2009-09-22",4.78
"687","2009-09-23",4.81
"688","2009-09-24",4.56
"689","2009-09-25",4.65
"690","2009-09-28",4.61
"691","2009-09-29",4.55
"692","2009-09-30",4.56
"693","2009-10-01",4.45
"694","2009-10-02",4.45
"695","2009-10-05",4.41
"696","2009-10-06",4.43
"697","2009-10-07",4.54
"698","2009-10-08",4.6
"699","2009-10-09",4.7
"700","2009-10-12",4.75
"701","2009-10-13",4.89
"702","2009-10-14",4.99
"703","2009-10-15",4.88
"704","2009-10-16",5.1
"705","2009-10-19",5.05
"706","2009-10-20",5.04
"707","2009-10-21",4.95
"708","2009-10-22",5.07
"709","2009-10-23",4.95
"710","2009-10-26",4.8
"711","2009-10-27",4.91
"712","2009-10-28",4.91
"713","2009-10-29",5.08
"714","2009-10-30",4.95
"715","2009-11-02",4.9
"716","2009-11-03",5.1
"717","2009-11-04",5.09
"718","2009-11-05",5.1
"719","2009-11-06",5.11
"720","2009-11-09",4.97
"721","2009-11-10",5
"722","2009-11-11",5.03
"723","2009-11-12",5.16
"724","2009-11-13",5.02
"725","2009-11-16",4.91
"726","2009-11-17",5.02
"727","2009-11-18",5
"728","2009-11-19",4.9
"729","2009-11-20",4.95
"730","2009-11-23",4.59
"731","2009-11-24",4.57
"732","2009-11-25",4.54
"733","2009-11-27",4.39
"734","2009-11-30",4.49
"735","2009-12-01",4.57
"736","2009-12-02",4.51
"737","2009-12-03",4.55
"738","2009-12-04",4.5
"739","2009-12-07",4.44
"740","2009-12-08",4.48
"741","2009-12-09",4.5
"742","2009-12-10",4.53
"743","2009-12-11",4.59
"744","2009-12-14",4.5
"745","2009-12-15",4.56
"746","2009-12-16",4.54
"747","2009-12-17",4.5
"748","2009-12-18",4.48
"749","2009-12-21",4.46
"750","2009-12-22",4.47
"751","2009-12-23",4.48
"752","2009-12-24",4.5
"753","2009-12-28",4.48
"754","2009-12-29",4.6
"755","2009-12-30",4.53
"756","2009-12-31",4.56
"757","2010-01-04",4.47
"758","2010-01-05",4.44
"759","2010-01-06",4.35
"760","2010-01-07",4.4
"761","2010-01-08",4.37
"762","2010-01-11",4.4
"763","2010-01-12",4.34
"764","2010-01-13",4.37
"765","2010-01-14",4.4
"766","2010-01-15",4.42
"767","2010-01-19",4.34
"768","2010-01-20",4.41
"769","2010-01-21",4.39
"770","2010-01-22",4.39
"771","2010-01-25",4.39
"772","2010-01-26",4.4
"773","2010-01-27",4.4
"774","2010-01-28",4.36
"775","2010-01-29",4.32
"776","2010-02-01",4.31
"777","2010-02-02",4.25
"778","2010-02-03",4.2
"779","2010-02-04",4.19
"780","2010-02-05",4.17
"781","2010-02-08",4.17
"782","2010-02-09",4.01
"783","2010-02-10",3.99
"784","2010-02-11",4
"785","2010-02-12",4
"786","2010-02-16",3.96
"787","2010-02-17",3.67
"788","2010-02-18",3.67
"789","2010-02-19",3.79
"790","2010-02-22",3.79
"791","2010-02-23",3.77
"792","2010-02-24",3.94
"793","2010-02-25",3.94
"794","2010-02-26",3.93
"795","2010-03-01",4.1
"796","2010-03-02",3.77
"797","2010-03-03",3.85
"798","2010-03-04",3.9
"799","2010-03-05",3.81
"800","2010-03-08",3.8
"801","2010-03-09",3.79
"802","2010-03-10",3.8
"803","2010-03-11",3.82
"804","2010-03-12",3.85
"805","2010-03-15",3.82
"806","2010-03-16",3.78
"807","2010-03-17",3.75
"808","2010-03-18",3.79
"809","2010-03-19",3.75
"810","2010-03-22",3.71
"811","2010-03-23",3.74
"812","2010-03-24",3.74
"813","2010-03-25",3.74
"814","2010-03-26",3.64
"815","2010-03-29",3.56
"816","2010-03-30",3.41
"817","2010-03-31",3.48
"818","2010-04-01",3.4
"819","2010-04-05",3.38
"820","2010-04-06",3.44
"821","2010-04-07",3.38
"822","2010-04-08",3.3
"823","2010-04-09",3.26
"824","2010-04-12",3.18
"825","2010-04-13",3.25
"826","2010-04-14",3.21
"827","2010-04-15",3.26
"828","2010-04-16",3.2
"829","2010-04-19",3.37
"830","2010-04-20",3.42
"831","2010-04-21",3.4
"832","2010-04-22",3.42
"833","2010-04-23",3.35
"834","2010-04-26",3.3
"835","2010-04-27",3.39
"836","2010-04-28",3.38
"837","2010-04-29",3.4
"838","2010-04-30",3.4
"839","2010-05-03",3.4
"840","2010-05-04",3.6
"841","2010-05-05",3.6
"842","2010-05-06",3.36
"843","2010-05-07",3.22
"844","2010-05-10",3.42
"845","2010-05-11",3.44
"846","2010-05-12",3.5
"847","2010-05-13",3.65
"848","2010-05-14",3.76
"849","2010-05-17",3.64
"850","2010-05-18",3.89
"851","2010-05-19",3.81
"852","2010-05-20",3.9
"853","2010-05-21",4.17
"854","2010-05-24",4.26
"855","2010-05-25",4.39
"856","2010-05-26",4.55
"857","2010-05-27",4.72
"858","2010-05-28",4.85
"859","2010-06-01",4.18
"860","2010-06-02",4.64
"861","2010-06-03",4.55
"862","2010-06-04",4.5
"863","2010-06-07",4.51
"864","2010-06-08",4.3
"865","2010-06-09",4.01
"866","2010-06-10",4.19
"867","2010-06-11",4.3
"868","2010-06-14",3.85
"869","2010-06-15",3.85
"870","2010-06-16",3.95
"871","2010-06-17",4.07
"872","2010-06-18",3.97
"873","2010-06-21",4
"874","2010-06-22",3.75
"875","2010-06-23",3.65
"876","2010-06-24",3.37
"877","2010-06-25",3.09
"878","2010-06-28",3.03
"879","2010-06-29",3.26
"880","2010-06-30",3.12
"881","2010-07-01",2.93
"882","2010-07-02",3
"883","2010-07-06",2.82
"884","2010-07-07",2.75
"885","2010-07-08",2.8
"886","2010-07-09",2.95
"887","2010-07-12",2.81
"888","2010-07-13",2.92
"889","2010-07-14",3.03
"890","2010-07-15",2.96
"891","2010-07-16",2.9
"892","2010-07-19",2.91
"893","2010-07-20",3.26
"894","2010-07-21",3.38
"895","2010-07-22",3.74
"896","2010-07-23",3.85
"897","2010-07-26",4.45
"898","2010-07-27",4.48
"899","2010-07-28",4.15
"900","2010-07-29",4.13
"901","2010-07-30",4.25
"902","2010-08-02",4.48
"903","2010-08-03",4.44
"904","2010-08-04",4.43
"905","2010-08-05",4.28
"906","2010-08-06",4.34
"907","2010-08-09",4.55
"908","2010-08-10",4.48
"909","2010-08-11",4.1
"910","2010-08-12",4.01
"911","2010-08-13",4.27
"912","2010-08-16",4.37
"913","2010-08-17",4.31
"914","2010-08-18",4.21
"915","2010-08-19",4.03
"916","2010-08-20",4.06
"917","2010-08-23",4.04
"918","2010-08-24",3.93
"919","2010-08-25",3.98
"920","2010-08-26",3.83
"921","2010-08-27",3.83
"922","2010-08-30",3.71
"923","2010-08-31",3.69
"924","2010-09-01",3.78
"925","2010-09-02",3.79
"926","2010-09-03",3.81
"927","2010-09-07",3.6
"928","2010-09-08",3.65
"929","2010-09-09",3.78
"930","2010-09-10",3.8
"931","2010-09-13",3.68
"932","2010-09-14",3.66
"933","2010-09-15",3.72
"934","2010-09-16",3.7
"935","2010-09-17",3.6
"936","2010-09-20",3.77
"937","2010-09-21",3.58
"938","2010-09-22",3.45
"939","2010-09-23",3.43
"940","2010-09-24",3.36
"941","2010-09-27",3.25
"942","2010-09-28",3.36
"943","2010-09-29",3.6
"944","2010-09-30",3.57
"945","2010-10-01",3.61
"946","2010-10-04",3.59
"947","2010-10-05",3.76
"948","2010-10-06",4.04
"949","2010-10-07",4.11
"950","2010-10-08",4.4
"951","2010-10-11",4.39
"952","2010-10-12",4.42
"953","2010-10-13",4.41
"954","2010-10-14",4.39
"955","2010-10-15",4.26
"956","2010-10-18",4.13
"957","2010-10-19",3.99
"958","2010-10-20",4.15
"959","2010-10-21",4.08
"960","2010-10-22",4.12
"961","2010-10-25",4.05
"962","2010-10-26",4.13
"963","2010-10-27",4.06
"964","2010-10-28",4.11
"965","2010-10-29",4.2
"966","2010-11-01",3.99
"967","2010-11-02",4.12
"968","2010-11-03",4.2
"969","2010-11-04",4.28
"970","2010-11-05",4.24
"971","2010-11-08",4.06
"972","2010-11-09",4
"973","2010-11-10",4.12
"974","2010-11-11",4.06
"975","2010-11-12",4.01
"976","2010-11-15",4.15
"977","2010-11-16",4.06
"978","2010-11-17",4.08
"979","2010-11-18",4.18
"980","2010-11-19",4.07
"981","2010-11-22",3.97
"982","2010-11-23",3.91
"983","2010-11-24",4.07
"984","2010-11-26",4.03
"985","2010-11-29",4.25
"986","2010-11-30",4.09
"987","2010-12-01",4.15
"988","2010-12-02",4.23
"989","2010-12-03",4.18
"990","2010-12-06",4.22
"991","2010-12-07",4.2
"992","2010-12-08",4.13
"993","2010-12-09",4.24
"994","2010-12-10",4.46
"995","2010-12-13",4.39
"996","2010-12-14",4.45
"997","2010-12-15",4.42
"998","2010-12-16",4.46
"999","2010-12-17",6.69
"1000","2010-12-20",6.4
"1001","2010-12-21",6.22
"1002","2010-12-22",6.05
