"","date","SSKN"
"208","2007-10-29",273
"209","2007-10-30",262
"210","2007-10-31",264.5
"211","2007-11-01",255
"212","2007-11-02",249
"213","2007-11-05",246
"214","2007-11-06",240.5
"215","2007-11-07",240.5
"216","2007-11-08",250
"217","2007-11-09",243.5
"218","2007-11-12",219
"219","2007-11-13",219
"220","2007-11-14",219
"221","2007-11-15",214
"222","2007-11-16",212.5
"223","2007-11-19",212
"224","2007-11-20",209.5
"225","2007-11-21",210
"226","2007-11-23",212.5
"227","2007-11-26",212.5
"228","2007-11-27",215
"229","2007-11-28",214
"230","2007-11-29",225
"231","2007-11-30",246
"232","2007-12-03",218.5
"233","2007-12-04",249.5
"234","2007-12-05",261
"235","2007-12-06",259
"236","2007-12-07",260
"237","2007-12-10",259.5
"238","2007-12-11",261
"239","2007-12-12",260
"240","2007-12-13",258
"241","2007-12-14",257.5
"242","2007-12-17",240
"243","2007-12-18",228.5
"244","2007-12-19",237.5
"245","2007-12-20",239
"246","2007-12-21",251
"247","2007-12-24",258.5
"248","2007-12-26",252
"249","2007-12-27",249
"250","2007-12-28",241.5
"251","2007-12-31",225.5
"252","2008-01-02",226
"253","2008-01-03",234
"254","2008-01-04",217.5
"255","2008-01-07",222.5
"256","2008-01-08",225.5
"257","2008-01-09",213.5
"258","2008-01-10",214.5
"259","2008-01-11",215
"260","2008-01-14",220.5
"261","2008-01-15",224.5
"262","2008-01-16",224
"263","2008-01-17",220
"264","2008-01-18",203.5
"265","2008-01-22",199.5
"266","2008-01-23",197.5
"267","2008-01-24",215
"268","2008-01-25",223
"269","2008-01-28",251
"270","2008-01-29",257.5
"271","2008-01-30",249
"272","2008-01-31",248
"273","2008-02-01",245.5
"274","2008-02-04",259
"275","2008-02-05",249.5
"276","2008-02-06",249
"277","2008-02-07",237.5
"278","2008-02-08",242
"279","2008-02-11",237.5
"280","2008-02-12",238.5
"281","2008-02-13",247.5
"282","2008-02-14",236.5
"283","2008-02-15",225
"284","2008-02-19",230
"285","2008-02-20",233.5
"286","2008-02-21",223
"287","2008-02-22",224.5
"288","2008-02-25",220
"289","2008-02-26",229
"290","2008-02-27",223.5
"291","2008-02-28",225.5
"292","2008-02-29",233.5
"293","2008-03-03",225.5
"294","2008-03-04",226
"295","2008-03-05",227
"296","2008-03-06",228
"297","2008-03-07",233.5
"298","2008-03-10",230
"299","2008-03-11",226
"300","2008-03-12",216.5
"301","2008-03-13",220
"302","2008-03-14",222.5
"303","2008-03-17",224
"304","2008-03-18",224.5
"305","2008-03-19",243.5
"306","2008-03-20",238
"307","2008-03-24",302
"308","2008-03-25",300
"309","2008-03-26",299.5
"310","2008-03-27",315
"311","2008-03-28",310.5
"312","2008-03-31",295.5
"313","2008-04-01",305
"314","2008-04-02",336.5
"315","2008-04-03",363.5
"316","2008-04-04",362.5
"317","2008-04-07",345.5
"318","2008-04-08",315.5
"319","2008-04-09",295.5
"320","2008-04-10",298.5
"321","2008-04-11",301
"322","2008-04-14",296
"323","2008-04-15",292.5
"324","2008-04-16",291
"325","2008-04-17",297.5
"326","2008-04-18",297
"327","2008-04-21",297
"328","2008-04-22",297
"329","2008-04-23",301
"330","2008-04-24",299.5
"331","2008-04-25",297
"332","2008-04-28",297.5
"333","2008-04-29",297.5
"334","2008-04-30",296.5
"335","2008-05-01",297.5
"336","2008-05-02",351.5
"337","2008-05-05",358.5
"338","2008-05-06",357.5
"339","2008-05-07",356.5
"340","2008-05-08",352
"341","2008-05-09",357
"342","2008-05-12",354
"343","2008-05-13",356.5
"344","2008-05-14",355
"345","2008-05-15",351
"346","2008-05-16",397.5
"347","2008-05-19",397
"348","2008-05-20",363.5
"349","2008-05-21",375.5
"350","2008-05-22",363.5
"351","2008-05-23",388.5
"352","2008-05-27",426
"353","2008-05-28",430
"354","2008-05-29",444
"355","2008-05-30",465
"356","2008-06-02",456
"357","2008-06-03",453
"358","2008-06-04",462.5
"359","2008-06-05",469.5
"360","2008-06-06",454
"361","2008-06-09",450
"362","2008-06-10",432
"363","2008-06-11",430.5
"364","2008-06-12",395.5
"365","2008-06-13",381.5
"366","2008-06-16",379.5
"367","2008-06-17",403.5
"368","2008-06-18",399.5
"369","2008-06-19",396.5
"370","2008-06-20",393
"371","2008-06-23",396.5
"372","2008-06-24",395
"373","2008-06-25",389
"374","2008-06-26",364
"375","2008-06-27",400
"376","2008-06-30",383
"377","2008-07-01",387.5
"378","2008-07-02",373.5
"379","2008-07-03",384
"380","2008-07-07",360.5
"381","2008-07-08",368.5
"382","2008-07-09",357
"383","2008-07-10",341.5
"384","2008-07-11",330.5
"385","2008-07-14",336.5
"386","2008-07-15",330.5
"387","2008-07-16",326
"388","2008-07-17",330
"389","2008-07-18",328
"390","2008-07-21",332
"391","2008-07-22",318
"392","2008-07-23",315.5
"393","2008-07-24",312.5
"394","2008-07-25",328.5
"395","2008-07-28",310
"396","2008-07-29",316
"397","2008-07-30",310.5
"398","2008-07-31",306
"399","2008-08-01",300
"400","2008-08-04",313.5
"401","2008-08-05",309
"402","2008-08-06",306.5
"403","2008-08-07",302.5
"404","2008-08-08",305.5
"405","2008-08-11",307.5
"406","2008-08-12",310
"407","2008-08-13",302
"408","2008-08-14",301
"409","2008-08-15",293.5
"410","2008-08-18",287.5
"411","2008-08-19",287.5
"412","2008-08-20",302.5
"413","2008-08-21",292
"414","2008-08-22",291
"415","2008-08-25",305.5
"416","2008-08-26",335
"417","2008-08-27",357
"418","2008-08-28",360.5
"419","2008-08-29",371
"420","2008-09-02",367
"421","2008-09-03",385.5
"422","2008-09-04",376.5
"423","2008-09-05",377
"424","2008-09-08",375
"425","2008-09-09",348
"426","2008-09-10",324.5
"427","2008-09-11",325.5
"428","2008-09-12",321
"429","2008-09-15",309
"430","2008-09-16",319
"431","2008-09-17",302.5
"432","2008-09-18",325
"433","2008-09-19",317.5
"434","2008-09-22",290.5
"435","2008-09-23",291.5
"436","2008-09-24",294.5
"437","2008-09-25",292
"438","2008-09-26",286
"439","2008-09-29",254.5
"440","2008-09-30",261
"441","2008-10-01",261.5
"442","2008-10-02",245.5
"443","2008-10-03",234.5
"444","2008-10-06",206.5
"445","2008-10-07",216
"446","2008-10-08",197
"447","2008-10-09",197
"448","2008-10-10",187.5
"449","2008-10-13",204.5
"450","2008-10-14",211
"451","2008-10-15",193.5
"452","2008-10-16",180.5
"453","2008-10-17",190.5
"454","2008-10-20",191
"455","2008-10-21",188
"456","2008-10-22",183
"457","2008-10-23",162
"458","2008-10-24",139
"459","2008-10-27",136
"460","2008-10-28",127
"461","2008-10-29",137
"462","2008-10-30",146.5
"463","2008-10-31",174.5
"464","2008-11-03",158
"465","2008-11-04",160
"466","2008-11-05",148.5
"467","2008-11-06",149.5
"468","2008-11-07",149.5
"469","2008-11-10",140
"470","2008-11-11",145
"471","2008-11-12",151
"472","2008-11-13",145
"473","2008-11-14",140
"474","2008-11-17",130
"475","2008-11-18",137.5
"476","2008-11-19",116.5
"477","2008-11-20",116.5
"478","2008-11-21",123.5
"479","2008-11-24",132.5
"480","2008-11-25",139
"481","2008-11-26",159.5
"482","2008-11-28",172.5
"483","2008-12-01",163.5
"484","2008-12-02",170.5
"485","2008-12-03",176
"486","2008-12-04",185.5
"487","2008-12-05",185.5
"488","2008-12-08",210.5
"489","2008-12-09",208.5
"490","2008-12-10",206
"491","2008-12-11",188.5
"492","2008-12-12",181
"493","2008-12-15",150.5
"494","2008-12-16",154
"495","2008-12-17",152.5
"496","2008-12-18",146
"497","2008-12-19",136.5
"498","2008-12-22",130
"499","2008-12-23",124.5
"500","2008-12-24",134.5
"501","2008-12-26",140
"502","2008-12-29",134.5
"503","2008-12-30",168
"504","2008-12-31",167.5
"505","2009-01-02",199.5
"506","2009-01-05",209.5
"507","2009-01-06",206.5
"508","2009-01-07",216.5
"509","2009-01-08",217.5
"510","2009-01-09",210.5
"511","2009-01-12",198
"512","2009-01-13",194.5
"513","2009-01-14",191.5
"514","2009-01-15",191.5
"515","2009-01-16",208.5
"516","2009-01-20",208.5
"517","2009-01-21",210.5
"518","2009-01-22",208
"519","2009-01-23",210
"520","2009-01-26",222
"521","2009-01-27",230
"522","2009-01-28",254.5
"523","2009-01-29",260.5
"524","2009-01-30",259.5
"525","2009-02-02",253.5
"526","2009-02-03",241
"527","2009-02-04",209
"528","2009-02-05",155.5
"529","2009-02-06",199.5
"530","2009-02-09",207
"531","2009-02-10",190
"532","2009-02-11",195.5
"533","2009-02-12",176.5
"534","2009-02-13",318
"535","2009-02-17",357
"536","2009-02-18",307.5
"537","2009-02-19",280.5
"538","2009-02-20",253
"539","2009-02-23",278
"540","2009-02-24",273.5
"541","2009-02-25",240
"542","2009-02-26",200
"543","2009-02-27",200
"544","2009-03-02",200.5
"545","2009-03-03",195
"546","2009-03-04",207.5
"547","2009-03-05",200.5
"548","2009-03-06",205
"549","2009-03-09",209.5
"550","2009-03-10",222.5
"551","2009-03-11",216.5
"552","2009-03-12",218
"553","2009-03-13",219
"554","2009-03-16",232.5
"555","2009-03-17",228.5
"556","2009-03-18",215
"557","2009-03-19",199
"558","2009-03-20",201
"559","2009-03-23",199
"560","2009-03-24",198
"561","2009-03-25",182.5
"562","2009-03-26",199.5
"563","2009-03-27",195.5
"564","2009-03-30",203.5
"565","2009-03-31",217.5
"566","2009-04-01",235
"567","2009-04-02",252.5
"568","2009-04-03",271.5
"569","2009-04-06",294
"570","2009-04-07",293
"571","2009-04-08",268
"572","2009-04-09",292
"573","2009-04-13",318.5
"574","2009-04-14",313.5
"575","2009-04-15",305
"576","2009-04-16",325
"577","2009-04-17",333
"578","2009-04-20",316.5
"579","2009-04-21",318
"580","2009-04-22",319
"581","2009-04-23",312.5
"582","2009-04-24",317
"583","2009-04-27",314
"584","2009-04-28",321.5
"585","2009-04-29",324
"586","2009-04-30",354
"587","2009-05-01",400
"588","2009-05-04",377.5
"589","2009-05-05",385.5
"590","2009-05-06",390
"591","2009-05-07",392.5
"592","2009-05-08",406.5
"593","2009-05-11",420
"594","2009-05-12",400
"595","2009-05-13",378.5
"596","2009-05-14",391
"597","2009-05-15",399.5
"598","2009-05-18",406
"599","2009-05-19",414
"600","2009-05-20",431.5
"601","2009-05-21",410.5
"602","2009-05-22",413
"603","2009-05-26",412.5
"604","2009-05-27",405.5
"605","2009-05-28",407
"606","2009-05-29",409.5
"607","2009-06-01",416
"608","2009-06-02",412
"609","2009-06-03",412.5
"610","2009-06-04",420
"611","2009-06-05",412.5
"612","2009-06-08",401.5
"613","2009-06-09",398.5
"614","2009-06-10",387
"615","2009-06-11",356.5
"616","2009-06-12",359.5
"617","2009-06-15",354.5
"618","2009-06-16",361
"619","2009-06-17",359.5
"620","2009-06-18",359
"621","2009-06-19",383
"622","2009-06-22",358
"623","2009-06-23",358
"624","2009-06-24",372
"625","2009-06-25",385.5
"626","2009-06-26",414
"627","2009-06-29",400.5
"628","2009-06-30",389.5
"629","2009-07-01",387
"630","2009-07-02",380.5
"631","2009-07-06",371
"632","2009-07-07",369
"633","2009-07-08",354
"634","2009-07-09",354
"635","2009-07-10",354
"636","2009-07-13",355
"637","2009-07-14",357
"638","2009-07-15",368
"639","2009-07-16",374
"640","2009-07-17",333.5
"641","2009-07-20",332
"642","2009-07-21",317
"643","2009-07-22",323.5
"644","2009-07-23",332.5
"645","2009-07-24",354.5
"646","2009-07-27",354.5
"647","2009-07-28",363
"648","2009-07-29",367
"649","2009-07-30",372
"650","2009-07-31",361.5
"651","2009-08-03",365
"652","2009-08-04",367
"653","2009-08-05",359
"654","2009-08-06",348
"655","2009-08-07",363.5
"656","2009-08-10",371.5
"657","2009-08-11",365
"658","2009-08-12",375.5
"659","2009-08-13",377
"660","2009-08-14",374
"661","2009-08-17",362.5
"662","2009-08-18",389.5
"663","2009-08-19",386
"664","2009-08-20",382
"665","2009-08-21",396
"666","2009-08-24",472
"667","2009-08-25",472
"668","2009-08-26",491
"669","2009-08-27",522.5
"670","2009-08-28",507.5
"671","2009-08-31",492.5
"672","2009-09-01",482.5
"673","2009-09-02",490
"674","2009-09-03",511.5
"675","2009-09-04",517.5
"676","2009-09-08",512.5
"677","2009-09-09",524.5
"678","2009-09-10",532
"679","2009-09-11",525
"680","2009-09-14",520.5
"681","2009-09-15",516
"682","2009-09-16",505
"683","2009-09-17",485
"684","2009-09-18",497.5
"685","2009-09-21",491.5
"686","2009-09-22",496.5
"687","2009-09-23",493.5
"688","2009-09-24",469
"689","2009-09-25",465.5
"690","2009-09-28",504
"691","2009-09-29",496
"692","2009-09-30",479
"693","2009-10-01",461.5
"694","2009-10-02",454.5
"695","2009-10-05",459.5
"696","2009-10-06",470.5
"697","2009-10-07",464.5
"698","2009-10-08",461
"699","2009-10-09",460.5
"700","2009-10-12",454.5
"701","2009-10-13",468
"702","2009-10-14",476.5
"703","2009-10-15",470
"704","2009-10-16",468
"705","2009-10-19",474.5
"706","2009-10-20",474
"707","2009-10-21",474
"708","2009-10-22",481.5
"709","2009-10-23",510
"710","2009-10-26",555.5
"711","2009-10-27",574.5
"712","2009-10-28",504
"713","2009-10-29",528
"714","2009-10-30",503
"715","2009-11-02",503.5
"716","2009-11-03",497.5
"717","2009-11-04",498.5
"718","2009-11-05",481.5
"719","2009-11-06",480
"720","2009-11-09",414.5
"721","2009-11-10",425.5
"722","2009-11-11",409.5
"723","2009-11-12",413.5
"724","2009-11-13",417
"725","2009-11-16",444.5
"726","2009-11-17",457
"727","2009-11-18",455
"728","2009-11-19",450.5
"729","2009-11-20",487
"730","2009-11-23",499
"731","2009-11-24",514
"732","2009-11-25",520.5
"733","2009-11-27",537.5
"734","2009-11-30",525
"735","2009-12-01",512
"736","2009-12-02",510
"737","2009-12-03",502.5
"738","2009-12-04",517.5
"739","2009-12-07",503
"740","2009-12-08",491
"741","2009-12-09",479
"742","2009-12-10",471
"743","2009-12-11",480
"744","2009-12-14",498
"745","2009-12-15",500
"746","2009-12-16",514
"747","2009-12-17",509
"748","2009-12-18",514.5
"749","2009-12-21",530
"750","2009-12-22",537
"751","2009-12-23",532
"752","2009-12-24",534.5
"753","2009-12-28",530
"754","2009-12-29",524.5
"755","2009-12-30",525
"756","2009-12-31",515.5
"757","2010-01-04",531
"758","2010-01-05",526
"759","2010-01-06",527.5
"760","2010-01-07",531
"761","2010-01-08",528.5
"762","2010-01-11",531
"763","2010-01-12",532.5
"764","2010-01-13",536.5
"765","2010-01-14",583.5
"766","2010-01-15",552.5
"767","2010-01-19",555.5
"768","2010-01-20",559.5
"769","2010-01-21",522.5
"770","2010-01-22",469
"771","2010-01-25",471
"772","2010-01-26",464
"773","2010-01-27",465
"774","2010-01-28",458.5
"775","2010-01-29",456
"776","2010-02-01",460
"777","2010-02-02",463.5
"778","2010-02-03",460.5
"779","2010-02-04",443.5
"780","2010-02-05",442
"781","2010-02-08",438.5
"782","2010-02-09",441.5
"783","2010-02-10",452
"784","2010-02-11",486.5
"785","2010-02-12",493
"786","2010-02-16",497.5
"787","2010-02-17",492.5
"788","2010-02-18",491.5
"789","2010-02-19",472.5
"790","2010-02-22",461
"791","2010-02-23",470.5
"792","2010-02-24",476
"793","2010-02-25",492.5
"794","2010-02-26",488
"795","2010-03-01",487.5
"796","2010-03-02",485.5
"797","2010-03-03",479.5
"798","2010-03-04",476.5
"799","2010-03-05",471
"800","2010-03-08",469.5
"801","2010-03-09",464
"802","2010-03-10",476
"803","2010-03-11",469.5
"804","2010-03-12",461.5
"805","2010-03-15",460.5
"806","2010-03-16",464
"807","2010-03-17",461
"808","2010-03-18",464.5
"809","2010-03-19",465
"810","2010-03-22",463
"811","2010-03-23",460
"812","2010-03-24",458
"813","2010-03-25",364
"814","2010-03-26",353.5
"815","2010-03-29",374
"816","2010-03-30",367
"817","2010-03-31",371
"818","2010-04-01",382
"819","2010-04-05",376.5
"820","2010-04-06",365.5
"821","2010-04-07",366.5
"822","2010-04-08",365.5
"823","2010-04-09",362
"824","2010-04-12",365.5
"825","2010-04-13",359.5
"826","2010-04-14",365.5
"827","2010-04-15",366
"828","2010-04-16",372.5
"829","2010-04-19",366.5
"830","2010-04-20",380
"831","2010-04-21",378.5
"832","2010-04-22",383
"833","2010-04-23",373
"834","2010-04-26",361.5
"835","2010-04-27",356
"836","2010-04-28",357.5
"837","2010-04-29",364.5
"838","2010-04-30",356
"839","2010-05-03",368.5
"840","2010-05-04",356
"841","2010-05-05",342
"842","2010-05-06",325.5
"843","2010-05-07",312.5
"844","2010-05-10",349.5
"845","2010-05-11",320.5
"846","2010-05-12",326.5
"847","2010-05-13",319
"848","2010-05-14",312
"849","2010-05-17",313.5
"850","2010-05-18",301.5
"851","2010-05-19",296
"852","2010-05-20",281
"853","2010-05-21",282.5
"854","2010-05-24",305.5
"855","2010-05-25",302
"856","2010-05-26",378.5
"857","2010-05-27",381.5
"858","2010-05-28",376.5
"859","2010-06-01",359.5
"860","2010-06-02",369
"861","2010-06-03",377.5
"862","2010-06-04",364.5
"863","2010-06-07",353
"864","2010-06-08",360
"865","2010-06-09",361.5
"866","2010-06-10",366
"867","2010-06-11",366
"868","2010-06-14",356
"869","2010-06-15",362.5
"870","2010-06-16",368
"871","2010-06-17",362
"872","2010-06-18",361.5
"873","2010-06-21",416.5
"874","2010-06-22",441.5
"875","2010-06-23",429.5
"876","2010-06-24",443
"877","2010-06-25",456
"878","2010-06-28",443
"879","2010-06-29",415
"880","2010-06-30",372
"881","2010-07-01",352
"882","2010-07-02",357.5
"883","2010-07-06",357
"884","2010-07-07",365
"885","2010-07-08",361.5
"886","2010-07-09",356.5
"887","2010-07-12",342.5
"888","2010-07-13",345.5
"889","2010-07-14",344
"890","2010-07-15",341.5
"891","2010-07-16",330.5
"892","2010-07-19",331
"893","2010-07-20",343.5
"894","2010-07-21",323.5
"895","2010-07-22",335.5
"896","2010-07-23",341
"897","2010-07-26",337.5
"898","2010-07-27",334
"899","2010-07-28",339
"900","2010-07-29",337
"901","2010-07-30",336.5
"902","2010-08-02",347
"903","2010-08-03",339
"904","2010-08-04",347.5
"905","2010-08-05",338.5
"906","2010-08-06",327
"907","2010-08-09",327.5
"908","2010-08-10",319.5
"909","2010-08-11",305
"910","2010-08-12",318.5
"911","2010-08-13",325
"912","2010-08-16",323
"913","2010-08-17",325.5
"914","2010-08-18",318.5
"915","2010-08-19",312.5
"916","2010-08-20",343.5
"917","2010-08-23",355.5
"918","2010-08-24",345
"919","2010-08-25",358
"920","2010-08-26",364
"921","2010-08-27",364.5
"922","2010-08-30",338.5
"923","2010-08-31",344
"924","2010-09-01",361
"925","2010-09-02",349
"926","2010-09-03",355
"927","2010-09-07",344
"928","2010-09-08",337
"929","2010-09-09",344.5
"930","2010-09-10",335
"931","2010-09-13",331.5
"932","2010-09-14",328.5
"933","2010-09-15",334.5
"934","2010-09-16",349
"935","2010-09-17",342.5
"936","2010-09-20",344.5
"937","2010-09-21",337.5
"938","2010-09-22",328
"939","2010-09-23",328
"940","2010-09-24",337
"941","2010-09-27",347.5
"942","2010-09-28",333.5
"943","2010-09-29",335.5
"944","2010-09-30",326
"945","2010-10-01",330
"946","2010-10-04",328.5
"947","2010-10-05",332
"948","2010-10-06",328.5
"949","2010-10-07",340
"950","2010-10-08",340
"951","2010-10-11",334.5
"952","2010-10-12",330.5
"953","2010-10-13",347
"954","2010-10-14",354.5
"955","2010-10-15",347.5
"956","2010-10-18",348
"957","2010-10-19",364.5
"958","2010-10-20",363.5
"959","2010-10-21",368
"960","2010-10-22",370.5
"961","2010-10-25",379.5
"962","2010-10-26",388.5
"963","2010-10-27",403.5
"964","2010-10-28",412
"965","2010-10-29",376
"966","2010-11-01",336
"967","2010-11-02",356.5
"968","2010-11-03",356.5
"969","2010-11-04",355.5
"970","2010-11-05",353
"971","2010-11-08",371
"972","2010-11-09",351
"973","2010-11-10",341.5
"974","2010-11-11",297
"975","2010-11-12",280
"976","2010-11-15",318.5
"977","2010-11-16",146
"978","2010-11-17",126.5
"979","2010-11-18",126.5
"980","2010-11-19",249
"981","2010-11-22",219
"982","2010-11-23",199.5
"983","2010-11-24",196
"984","2010-11-26",193.5
"985","2010-11-29",185
"986","2010-11-30",178
"987","2010-12-01",170
"988","2010-12-02",162.5
"989","2010-12-03",170
"990","2010-12-06",166.5
"991","2010-12-07",161.5
"992","2010-12-08",158.5
"993","2010-12-09",160.5
"994","2010-12-10",165.5
"995","2010-12-13",159.5
"996","2010-12-14",159
"997","2010-12-15",159
"998","2010-12-16",158
"999","2010-12-17",160
"1000","2010-12-20",155
"1001","2010-12-21",155
"1002","2010-12-22",155
"1003","2010-12-23",154.5
"1004","2010-12-27",153.5
"1005","2010-12-28",151.5
"1006","2010-12-29",151.5
"1007","2010-12-30",160.5
"1008","2010-12-31",167.5
"1009","2011-01-03",167
"1010","2011-01-04",164.5
"1011","2011-01-05",172.5
"1012","2011-01-06",167.5
"1013","2011-01-07",163
"1014","2011-01-10",165
"1015","2011-01-11",165
"1016","2011-01-12",169.5
"1017","2011-01-13",164.5
"1018","2011-01-14",163.5
"1019","2011-01-18",162.5
"1020","2011-01-19",156
"1021","2011-01-20",159
"1022","2011-01-21",156
"1023","2011-01-24",153.5
"1024","2011-01-25",152
"1025","2011-01-26",156
"1026","2011-01-27",152
"1027","2011-01-28",144
"1028","2011-01-31",135
"1029","2011-02-01",133.5
"1030","2011-02-02",131
"1031","2011-02-03",129
"1032","2011-02-04",140
"1033","2011-02-07",145
"1034","2011-02-08",139
"1035","2011-02-09",137.5
"1036","2011-02-10",138
"1037","2011-02-11",137.5
"1038","2011-02-14",134.5
"1039","2011-02-15",132.5
"1040","2011-02-16",132
"1041","2011-02-17",132
"1042","2011-02-18",132
"1043","2011-02-22",127.5
"1044","2011-02-23",129
"1045","2011-02-24",127.5
"1046","2011-02-25",136.5
"1047","2011-02-28",131.5
"1048","2011-03-01",127.5
"1049","2011-03-02",153.5
"1050","2011-03-03",155
"1051","2011-03-04",155.5
"1052","2011-03-07",148.5
"1053","2011-03-08",150.5
"1054","2011-03-09",143.5
"1055","2011-03-10",142.5
"1056","2011-03-11",141.5
"1057","2011-03-14",137
"1058","2011-03-15",143.5
"1059","2011-03-16",141
"1060","2011-03-17",138.5
"1061","2011-03-18",147
"1062","2011-03-21",149.5
"1063","2011-03-22",146.5
"1064","2011-03-23",159.5
"1065","2011-03-24",155
"1066","2011-03-25",155.5
"1067","2011-03-28",155
"1068","2011-03-29",158.5
"1069","2011-03-30",188
