"","date","IMRN"
"76","2017-09-26",5.4
"77","2017-09-27",5.22
"78","2017-09-28",5.22
"79","2017-09-29",5.26
"80","2017-10-02",5.174
"81","2017-10-03",5.3
"82","2017-10-04",5.25
"83","2017-10-05",5.424
"84","2017-10-06",5.11
"85","2017-10-09",5.192
"86","2017-10-10",4.95
"87","2017-10-11",5.15
"88","2017-10-12",5.131
"89","2017-10-13",4.93
"90","2017-10-16",4.93
"91","2017-10-17",5.03
"92","2017-10-18",5.49
"93","2017-10-19",5.1
"94","2017-10-20",5.25
"95","2017-10-23",5.274
"96","2017-10-24",5.1
"97","2017-10-25",5
"98","2017-10-26",5.15
"99","2017-10-27",5.06
"100","2017-10-30",5.59
"101","2017-10-31",5.226
"102","2017-11-01",5.67
"103","2017-11-02",5.69
"104","2017-11-03",5.5
"105","2017-11-06",5.72
"106","2017-11-07",5.6
"107","2017-11-08",5.73
"108","2017-11-09",5.77
"109","2017-11-10",5.8
"110","2017-11-13",5.52
"111","2017-11-14",5.758
"112","2017-11-15",5.25
"113","2017-11-16",5.507
"114","2017-11-17",5.29
"115","2017-11-20",5.46
"116","2017-11-21",5.21
"117","2017-11-22",5.17
"118","2017-11-24",5.14
"119","2017-11-27",5.25
"120","2017-11-28",5.2
"121","2017-11-29",5.1
"122","2017-11-30",5.03
"123","2017-12-01",5.06
"124","2017-12-04",4.86
"125","2017-12-05",4.87
"126","2017-12-06",4.87
"127","2017-12-07",5.07
"128","2017-12-08",5.47
"129","2017-12-11",5.25
"130","2017-12-12",5.17
"131","2017-12-13",5.12
"132","2017-12-14",5.12
"133","2017-12-15",5.44
"134","2017-12-18",5.38
"135","2017-12-19",5.04
"136","2017-12-20",5.17
"137","2017-12-21",5.303
"138","2017-12-22",5.1
"139","2017-12-26",5.35
"140","2017-12-27",5.22
"141","2017-12-28",5.18
"142","2017-12-29",5.29
"143","2018-01-02",5.3
"144","2018-01-03",5.5
"145","2018-01-04",5.44
"146","2018-01-05",5.41
"147","2018-01-08",5.43
"148","2018-01-09",5.565
"149","2018-01-10",5.8
"150","2018-01-11",7.03
"151","2018-01-12",7.45
"152","2018-01-16",7.05
"153","2018-01-17",6.901
"154","2018-01-18",7.03
"155","2018-01-19",7.11
"156","2018-01-22",7.01
"157","2018-01-23",7.02
"158","2018-01-24",6.75
"159","2018-01-25",6.54
"160","2018-01-26",6.73
"161","2018-01-29",6.98
"162","2018-01-30",8.29
"163","2018-01-31",9.22
"164","2018-02-01",8.6
"165","2018-02-02",8.05
"166","2018-02-05",7.02
"167","2018-02-06",7.43
"168","2018-02-07",7.66
"169","2018-02-08",7.2
"170","2018-02-09",7.54
"171","2018-02-12",7.51
"172","2018-02-13",7.94
"173","2018-02-14",7.849
"174","2018-02-15",7.697
"175","2018-02-16",8.012
"176","2018-02-20",7.78
"177","2018-02-21",8.422
"178","2018-02-22",8.936
"179","2018-02-23",9.7
"180","2018-02-26",10
"181","2018-02-27",9.02
"182","2018-02-28",8.41
"183","2018-03-01",8.21
"184","2018-03-02",8.083
"185","2018-03-05",8.191
"186","2018-03-06",8.45
"187","2018-03-07",8.45
"188","2018-03-08",13.686
"189","2018-03-09",11.35
"190","2018-03-12",11.35
"191","2018-03-13",14
"192","2018-03-14",12.7
"193","2018-03-15",12.55
"194","2018-03-16",12.298
"195","2018-03-19",11.75
"196","2018-03-20",11.1
"197","2018-03-21",12.468
"198","2018-03-22",12
"199","2018-03-23",11.2
"200","2018-03-26",11.2
"201","2018-03-27",11.218
"202","2018-03-28",11.58
"203","2018-03-29",11.51
"204","2018-04-02",11.51
"205","2018-04-03",11.326
"206","2018-04-04",11.74
"207","2018-04-05",11.4
"208","2018-04-06",11.35
"209","2018-04-09",11.95
"210","2018-04-10",11.21
"211","2018-04-11",11.01
"212","2018-04-12",10.61
"213","2018-04-13",10.978
"214","2018-04-16",10.85
"215","2018-04-17",9.91
"216","2018-04-18",10.01
"217","2018-04-19",9.85
"218","2018-04-20",9.35
"219","2018-04-23",9.75
"220","2018-04-24",9.311
"221","2018-04-25",9.22
"222","2018-04-26",9.512
"223","2018-04-27",9.3
"224","2018-04-30",9.15
"225","2018-05-01",9.4
"226","2018-05-02",9.212
"227","2018-05-03",9.2
"228","2018-05-04",9
"229","2018-05-07",8.95
"230","2018-05-08",8.63
"231","2018-05-09",8.848
"232","2018-05-10",8.75
"233","2018-05-11",8.6
"234","2018-05-14",8.5
"235","2018-05-15",8.51
"236","2018-05-16",8.543
"237","2018-05-17",8.65
"238","2018-05-18",8.9
"239","2018-05-21",9.3
"240","2018-05-22",8.946
"241","2018-05-23",8.4
"242","2018-05-24",8.46
"243","2018-05-25",8.65
"244","2018-05-29",8.62
"245","2018-05-30",8.725
"246","2018-05-31",8.9
"247","2018-06-01",9.005
"248","2018-06-04",8.656
"249","2018-06-05",9
"250","2018-06-06",9.168
"251","2018-06-07",9.39
"252","2018-06-08",9.354
"253","2018-06-11",9.248
"254","2018-06-12",9.25
"255","2018-06-13",9.34
"256","2018-06-14",9.57
"257","2018-06-15",9.345
"258","2018-06-18",9.325
"259","2018-06-19",9.08
"260","2018-06-20",9.256
"261","2018-06-21",9.324
"262","2018-06-22",9.565
"263","2018-06-25",9.565
"264","2018-06-26",10
"265","2018-06-27",10.49
"266","2018-06-28",10.549
"267","2018-06-29",10.16
"268","2018-07-02",10.339
"269","2018-07-03",10.45
"270","2018-07-05",10.838
"271","2018-07-06",10.021
"272","2018-07-09",10.35
"273","2018-07-10",10.3
"274","2018-07-11",10.631
"275","2018-07-12",12.445
"276","2018-07-13",11.4
"277","2018-07-16",11.165
"278","2018-07-17",11.07
"279","2018-07-18",11
"280","2018-07-19",10.39
"281","2018-07-20",10.85
"282","2018-07-23",10.99
"283","2018-07-24",11.285
"284","2018-07-25",11.7
"285","2018-07-26",11.54
"286","2018-07-27",10.86
"287","2018-07-30",10.636
"288","2018-07-31",9.49
"289","2018-08-01",9.6
"290","2018-08-02",9.8
"291","2018-08-03",10.01
"292","2018-08-06",10.4
"293","2018-08-07",9.7
"294","2018-08-08",10.56
"295","2018-08-09",10.2
"296","2018-08-10",10.17
"297","2018-08-13",9.851
"298","2018-08-14",9.992
"299","2018-08-15",9.35
"300","2018-08-16",9.52
"301","2018-08-17",9.66
"302","2018-08-20",9.67
"303","2018-08-21",10.101
"304","2018-08-22",10.101
"305","2018-08-23",9.9
"306","2018-08-24",9.75
"307","2018-08-27",9.529
"308","2018-08-28",9.6
"309","2018-08-29",9.61
"310","2018-08-30",9.65
"311","2018-08-31",9.686
"312","2018-09-04",9.58
"313","2018-09-05",9.65
"314","2018-09-06",9.498
"315","2018-09-07",9.419
"316","2018-09-10",9.62
"317","2018-09-11",9.881
"318","2018-09-12",8.989
"319","2018-09-13",9.1
"320","2018-09-14",9.1
"321","2018-09-17",9.12
"322","2018-09-18",9.309
"323","2018-09-19",9.6
"324","2018-09-20",9.6
"325","2018-09-21",9.849
"326","2018-09-24",9.732
"327","2018-09-25",9.51
"328","2018-09-26",9.6
"329","2018-09-27",9.546
"330","2018-09-28",9.546
"331","2018-10-01",9.546
"332","2018-10-02",8.98
"333","2018-10-03",9.189
"334","2018-10-04",9.189
"335","2018-10-05",9
"336","2018-10-08",8.183
"337","2018-10-09",8
"338","2018-10-10",8.04
"339","2018-10-11",7.99
"340","2018-10-12",7.8
"341","2018-10-15",8
"342","2018-10-16",8.305
"343","2018-10-17",9.012
"344","2018-10-18",9.012
"345","2018-10-19",9.012
"346","2018-10-22",8.09
"347","2018-10-23",7.75
"348","2018-10-24",8.257
"349","2018-10-25",7.45
"350","2018-10-26",7.4
"351","2018-10-29",7.21
"352","2018-10-30",7.4
"353","2018-10-31",7.53
"354","2018-11-01",7.36
"355","2018-11-02",7.6
"356","2018-11-05",7.6
"357","2018-11-06",8.025
"358","2018-11-07",8.025
"359","2018-11-08",7.759
"360","2018-11-09",9.062
"361","2018-11-12",9.062
"362","2018-11-13",9.062
"363","2018-11-14",8.125
"364","2018-11-15",7.9
"365","2018-11-16",7.9
"366","2018-11-19",7.927
"367","2018-11-20",7.994
"368","2018-11-21",7.994
"369","2018-11-23",7.994
"370","2018-11-26",7.994
"371","2018-11-27",7.994
"372","2018-11-28",7.703
"373","2018-11-29",7.3
"374","2018-11-30",7.516
"375","2018-12-03",7.739
"376","2018-12-04",8.79
"377","2018-12-06",7.8
"378","2018-12-07",7.4
"379","2018-12-10",7.4
"380","2018-12-11",7.35
"381","2018-12-12",7.75
"382","2018-12-13",7.31
"383","2018-12-14",7.2
"384","2018-12-17",7.085
"385","2018-12-18",7.03
"386","2018-12-19",6.5
"387","2018-12-20",6.219
"388","2018-12-21",5.48
"389","2018-12-24",5.48
"390","2018-12-26",5.844
"391","2018-12-27",5.844
"392","2018-12-28",5.8
"393","2018-12-31",5.8
"394","2019-01-02",5.806
"395","2019-01-03",6.418
"396","2019-01-04",7.646
"397","2019-01-07",7.05
"398","2019-01-08",7.06
"399","2019-01-09",6.981
"400","2019-01-10",7.966
"401","2019-01-11",7.72
"402","2019-01-14",7.72
"403","2019-01-15",7.532
"404","2019-01-16",7.35
"405","2019-01-17",7.217
"406","2019-01-18",7.408
"407","2019-01-22",7.07
"408","2019-01-23",7.38
"409","2019-01-24",6.482
"410","2019-01-25",6.887
"411","2019-01-28",6.827
"412","2019-01-29",7.079
"413","2019-01-30",7.25
"414","2019-01-31",6.716
"415","2019-02-01",7.15
"416","2019-02-04",7.15
"417","2019-02-05",7.15
"418","2019-02-06",7.11
"419","2019-02-07",7.67
"420","2019-02-08",7.67
"421","2019-02-11",7.655
"422","2019-02-12",8.25
"423","2019-02-13",8.25
"424","2019-02-14",8.2
"425","2019-02-15",7.956
"426","2019-02-19",7.977
"427","2019-02-20",7.918
"428","2019-02-21",8.1
"429","2019-02-22",8.085
"430","2019-02-25",8.085
"431","2019-02-26",7.892
"432","2019-02-27",7.568
"433","2019-02-28",7.568
"434","2019-03-01",7.236
"435","2019-03-04",7.609
"436","2019-03-05",6.751
"437","2019-03-06",6.98
"438","2019-03-07",7.33
"439","2019-03-08",7.15
"440","2019-03-11",7.15
"441","2019-03-12",6.7
"442","2019-03-13",6.97
"443","2019-03-14",7.071
"444","2019-03-15",7.07
"445","2019-03-18",6.793
"446","2019-03-19",7.28
"447","2019-03-20",6.95
"448","2019-03-21",6.95
"449","2019-03-22",6.95
"450","2019-03-25",6.95
"451","2019-03-26",6.6
"452","2019-03-27",6.488
"453","2019-03-28",6.1
"454","2019-03-29",5.916
"455","2019-04-01",5.54
"456","2019-04-02",6.019
"457","2019-04-03",5.8
"458","2019-04-04",5.81
"459","2019-04-05",5.49
"460","2019-04-08",5.235
"461","2019-04-09",5.15
"462","2019-04-10",4.85
"463","2019-04-11",6
"464","2019-04-12",7
"465","2019-04-15",6.32
"466","2019-04-16",6
"467","2019-04-17",5.79
"468","2019-04-18",5.822
"469","2019-04-22",5.31
"470","2019-04-23",5.55
"471","2019-04-24",5.55
"472","2019-04-25",5.55
"473","2019-04-26",5.789
"474","2019-04-29",6.006
"475","2019-04-30",5.69
"476","2019-05-01",5.989
"477","2019-05-02",5.77
"478","2019-05-03",5.4
"479","2019-05-06",5.144
"480","2019-05-07",4.97
"481","2019-05-08",4.99
"482","2019-05-09",4.82
"483","2019-05-10",4.891
"484","2019-05-13",4.95
"485","2019-05-14",5.249
"486","2019-05-15",5.09
"487","2019-05-16",4.99
"488","2019-05-17",4.99
"489","2019-05-20",5.28
"490","2019-05-21",5.12
"491","2019-05-22",5.04
"492","2019-05-23",5.03
"493","2019-05-24",3.66
"494","2019-05-28",3.85
"495","2019-05-29",3.39
"496","2019-05-30",3.493
"497","2019-05-31",3.46
"498","2019-06-03",3.394
"499","2019-06-04",3.5
"500","2019-06-05",3.423
"501","2019-06-06",2.95
"502","2019-06-07",3.1
"503","2019-06-10",3.32
"504","2019-06-11",3.1
"505","2019-06-12",3.55
"506","2019-06-13",3
"507","2019-06-14",2.8
"508","2019-06-17",2.56
"509","2019-06-18",2.96
"510","2019-06-19",3.02
"511","2019-06-20",2.95
"512","2019-06-21",3.1
"513","2019-06-24",2.98
"514","2019-06-25",3.085
"515","2019-06-26",3.129
"516","2019-06-27",3.11
"517","2019-06-28",3.19
"518","2019-07-01",2.89
"519","2019-07-02",3.17
"520","2019-07-03",3
"521","2019-07-05",3.01
"522","2019-07-08",2.96
"523","2019-07-09",2.98
"524","2019-07-10",2.98
"525","2019-07-11",2.9
"526","2019-07-12",2.94
"527","2019-07-15",2.93
"528","2019-07-16",4.3
"529","2019-07-17",3.75
"530","2019-07-18",3.6
"531","2019-07-19",3.05
"532","2019-07-22",3.2
"533","2019-07-23",3.09
"534","2019-07-24",3.25
"535","2019-07-25",3.2
"536","2019-07-26",3.68
"537","2019-07-29",3.64
"538","2019-07-30",3.72
"539","2019-07-31",3.57
"540","2019-08-01",3.205
"541","2019-08-02",3.21
"542","2019-08-05",3.168
"543","2019-08-06",3.15
"544","2019-08-07",3.23
"545","2019-08-08",3.02
"546","2019-08-09",3.25
"547","2019-08-12",2.98
"548","2019-08-13",3.18
"549","2019-08-14",3.1
"550","2019-08-15",2.95
"551","2019-08-16",2.85
"552","2019-08-19",2.84
"553","2019-08-20",2.75
"554","2019-08-21",2.56
"555","2019-08-22",2.71
"556","2019-08-23",2.671
"557","2019-08-26",2.65
"558","2019-08-27",2.68
"559","2019-08-28",2.71
"560","2019-08-29",2.739
"561","2019-08-30",2.7
"562","2019-09-03",2.7
"563","2019-09-04",2.96
"564","2019-09-05",2.89
"565","2019-09-06",2.72
"566","2019-09-09",2.94
"567","2019-09-10",2.827
"568","2019-09-11",2.84
"569","2019-09-12",2.75
"570","2019-09-13",2.89
"571","2019-09-16",2.89
"572","2019-09-17",2.83
"573","2019-09-18",2.84
"574","2019-09-19",2.75
"575","2019-09-20",2.76
"576","2019-09-23",2.7
"577","2019-09-24",2.7
"578","2019-09-25",2.6
"579","2019-09-26",2.56
"580","2019-09-27",2.628
"581","2019-09-30",2.98
"582","2019-10-01",2.68
"583","2019-10-02",3.03
"584","2019-10-03",3
"585","2019-10-04",3.138
"586","2019-10-07",3.2
"587","2019-10-08",3
"588","2019-10-09",3
"589","2019-10-10",2.965
"590","2019-10-11",3.08
"591","2019-10-14",3.1
"592","2019-10-15",3.23
"593","2019-10-16",3.35
"594","2019-10-17",3.24
"595","2019-10-18",3.32
"596","2019-10-21",3.25
"597","2019-10-22",3.41
"598","2019-10-23",3.446
"599","2019-10-24",3.34
"600","2019-10-25",3.348
"601","2019-10-28",3.27
"602","2019-10-29",3.35
"603","2019-10-30",3.25
"604","2019-10-31",3.323
"605","2019-11-01",3.35
"606","2019-11-04",3.35
"607","2019-11-05",3.327
"608","2019-11-06",3.74
"609","2019-11-07",3.92
"610","2019-11-08",3.79
"611","2019-11-11",3.7
"612","2019-11-12",3.62
"613","2019-11-13",3.524
"614","2019-11-14",3.524
"615","2019-11-15",3.514
"616","2019-11-18",3.4
"617","2019-11-19",3.42
"618","2019-11-20",3.36
"619","2019-11-21",3.35
"620","2019-11-22",3.41
"621","2019-11-25",3.474
"622","2019-11-26",3.5
"623","2019-11-27",3.6
"624","2019-11-29",3.64
"625","2019-12-02",3.8
"626","2019-12-03",3.74
"627","2019-12-04",3.99
"628","2019-12-05",3.95
"629","2019-12-06",3.995
"630","2019-12-09",4.02
"631","2019-12-10",3.95
"632","2019-12-11",3.868
"633","2019-12-12",3.868
"634","2019-12-13",3.82
"635","2019-12-16",3.88
"636","2019-12-17",3.82
"637","2019-12-18",3.65
"638","2019-12-19",3.43
"639","2019-12-20",3.45
"640","2019-12-23",3.353
"641","2019-12-24",3.39
"642","2019-12-26",3.47
"643","2019-12-27",3.65
"644","2019-12-30",3.69
"645","2019-12-31",3.63
"646","2020-01-02",3.56
"647","2020-01-03",3.59
"648","2020-01-06",3.55
"649","2020-01-07",3.595
"650","2020-01-08",3.62
"651","2020-01-09",3.7
"652","2020-01-10",3.72
"653","2020-01-13",3.7
"654","2020-01-14",3.53
"655","2020-01-15",3.52
"656","2020-01-16",3.46
"657","2020-01-17",3.52
"658","2020-01-21",3.577
"659","2020-01-22",3.477
"660","2020-01-23",3.46
"661","2020-01-24",3.46
"662","2020-01-27",3.45
"663","2020-01-28",3.6
"664","2020-01-29",3.47
"665","2020-01-30",3.422
"666","2020-01-31",3.35
"667","2020-02-03",3.39
"668","2020-02-04",3.488
"669","2020-02-05",3.64
"670","2020-02-06",3.68
"671","2020-02-07",3.63
"672","2020-02-10",3.63
"673","2020-02-11",3.749
"674","2020-02-12",3.79
"675","2020-02-13",3.65
"676","2020-02-14",3.724
"677","2020-02-18",3.72
"678","2020-02-19",3.72
"679","2020-02-20",3.81
"680","2020-02-21",3.86
"681","2020-02-24",3.77
"682","2020-02-25",3.47
"683","2020-02-26",3.5
"684","2020-02-27",4.5
"685","2020-02-28",3.25
"686","2020-03-02",3.25
"687","2020-03-03",3.005
"688","2020-03-04",3.06
"689","2020-03-05",3.05
"690","2020-03-06",2.82
"691","2020-03-09",2.603
"692","2020-03-10",2.6
"693","2020-03-11",2.6
"694","2020-03-12",2.4
"695","2020-03-13",2.1
"696","2020-03-16",2
"697","2020-03-17",1.833
"698","2020-03-18",1.95
"699","2020-03-19",1.804
"700","2020-03-20",1.804
"701","2020-03-23",1.645
"702","2020-03-24",1.64
"703","2020-03-25",1.76
"704","2020-03-26",1.832
"705","2020-03-27",1.832
"706","2020-03-30",1.76
"707","2020-03-31",1.81
"708","2020-04-01",1.75
"709","2020-04-02",1.68
"710","2020-04-03",1.68
"711","2020-04-06",1.653
"712","2020-04-07",1.6
"713","2020-04-08",2.35
"714","2020-04-09",2.16
"715","2020-04-13",2
"716","2020-04-14",2
"717","2020-04-15",2
"718","2020-04-16",1.996
"719","2020-04-17",2.35
"720","2020-04-20",3.2
"721","2020-04-21",2.9
"722","2020-04-22",2.6
"723","2020-04-23",2.55
"724","2020-04-24",2.82
"725","2020-04-27",2.74
"726","2020-04-28",2.7
"727","2020-04-29",2.53
"728","2020-04-30",2.52
"729","2020-05-01",2.41
"730","2020-05-04",2.33
"731","2020-05-05",2.33
"732","2020-05-06",2.16
"733","2020-05-07",2.13
"734","2020-05-08",2.12
"735","2020-05-11",2.14
"736","2020-05-12",2.001
"737","2020-05-13",1.95
"738","2020-05-14",1.934
"739","2020-05-15",1.91
"740","2020-05-18",1.9
"741","2020-05-19",2.01
"742","2020-05-20",1.983
"743","2020-05-21",1.91
"744","2020-05-22",1.85
"745","2020-05-26",2
"746","2020-05-27",2.2
"747","2020-05-28",2.1
"748","2020-05-29",2.121
"749","2020-06-01",2.05
"750","2020-06-02",1.97
"751","2020-06-03",2.162
"752","2020-06-04",2.137
"753","2020-06-05",2.08
"754","2020-06-08",2.1
"755","2020-06-09",20
"756","2020-06-10",9.88
"757","2020-06-11",6.9
"758","2020-06-12",8.58
"759","2020-06-15",9.6
"760","2020-06-16",9.4
"761","2020-06-17",8.22
"762","2020-06-18",7.75
"763","2020-06-19",9.38
"764","2020-06-22",8.64
"765","2020-06-23",8.3
"766","2020-06-24",8.48
"767","2020-06-25",8.42
"768","2020-06-26",8.11
"769","2020-06-29",7.42
"770","2020-06-30",7.43
"771","2020-07-01",7.5
"772","2020-07-02",7.34
"773","2020-07-06",7.26
"774","2020-07-07",7.24
"775","2020-07-08",7.22
"776","2020-07-09",6.67
"777","2020-07-10",6.48
"778","2020-07-13",5.88
"779","2020-07-14",6.01
"780","2020-07-15",6.61
"781","2020-07-16",6.15
"782","2020-07-17",6.37
"783","2020-07-20",10.41
"784","2020-07-21",14.81
"785","2020-07-22",12.69
"786","2020-07-23",13.9
"787","2020-07-24",12.88
"788","2020-07-27",11.45
"789","2020-07-28",10.97
"790","2020-07-29",11.52
"791","2020-07-30",10.65
"792","2020-07-31",10.01
"793","2020-08-03",9.9
"794","2020-08-04",10.32
"795","2020-08-05",10.95
"796","2020-08-06",11.14
"797","2020-08-07",10.97
"798","2020-08-10",11.03
"799","2020-08-11",10.24
"800","2020-08-12",10.09
"801","2020-08-13",10.14
"802","2020-08-14",11.08
"803","2020-08-17",10.75
"804","2020-08-18",10.9
"805","2020-08-19",10.69
"806","2020-08-20",10.23
"807","2020-08-21",10.05
"808","2020-08-24",9.33
"809","2020-08-25",9.37
"810","2020-08-26",9.17
"811","2020-08-27",9.08
"812","2020-08-28",9.07
"813","2020-08-31",9.15
"814","2020-09-01",8.89
"815","2020-09-02",8.52
"816","2020-09-03",8.19
"817","2020-09-04",8.05
"818","2020-09-08",7.46
"819","2020-09-09",7.73
"820","2020-09-10",7.84
"821","2020-09-11",7.74
"822","2020-09-14",7.89
"823","2020-09-15",8.5
"824","2020-09-16",8.2
"825","2020-09-17",8.17
"826","2020-09-18",8.12
"827","2020-09-21",7.97
"828","2020-09-22",7.79
"829","2020-09-23",7.28
"830","2020-09-24",7.25
"831","2020-09-25",7.3
"832","2020-09-28",7.08
"833","2020-09-29",7.35
"834","2020-09-30",7.5
"835","2020-10-01",7.33
"836","2020-10-02",7.05
"837","2020-10-05",7.1
"838","2020-10-06",7.11
"839","2020-10-07",7.01
"840","2020-10-08",7.37
"841","2020-10-09",7.78
"842","2020-10-12",8.5
"843","2020-10-13",8.19
"844","2020-10-14",8.15
"845","2020-10-15",7.75
"846","2020-10-16",7.72
"847","2020-10-19",7.4
"848","2020-10-20",7.39
"849","2020-10-21",7.2
"850","2020-10-22",7.333
"851","2020-10-23",7.4
"852","2020-10-26",7.35
"853","2020-10-27",7.21
"854","2020-10-28",7.06
"855","2020-10-29",7.02
"856","2020-10-30",6.75
"857","2020-11-02",6.01
"858","2020-11-03",6.06
"859","2020-11-04",6.2
"860","2020-11-05",6.26
"861","2020-11-06",6.24
"862","2020-11-09",6.76
"863","2020-11-10",6.75
"864","2020-11-11",8.4
"865","2020-11-12",7.59
"866","2020-11-13",7.33
"867","2020-11-16",7.22
"868","2020-11-17",7.21
"869","2020-11-18",7.74
"870","2020-11-19",7.45
"871","2020-11-20",7.49
"872","2020-11-23",7.63
"873","2020-11-24",7.55
"874","2020-11-25",7.44
"875","2020-11-27",7.39
