"","date","SB"
"160","2009-01-15",6.1
"161","2009-01-16",6.9
"162","2009-01-20",6.23
"163","2009-01-21",6.94
"164","2009-01-22",6.73
"165","2009-01-23",6.41
"166","2009-01-26",6.58
"167","2009-01-27",6.68
"168","2009-01-28",7.02
"169","2009-01-29",6.69
"170","2009-01-30",6.3
"171","2009-02-02",6.19
"172","2009-02-03",6.94
"173","2009-02-04",7.23
"174","2009-02-05",6.96
"175","2009-02-06",7.01
"176","2009-02-09",7.19
"177","2009-02-10",5.8
"178","2009-02-11",5.71
"179","2009-02-12",5.92
"180","2009-02-13",5.9
"181","2009-02-17",5.51
"182","2009-02-18",4.68
"183","2009-02-19",4.65
"184","2009-02-20",4.38
"185","2009-02-23",3.8
"186","2009-02-24",3.85
"187","2009-02-25",3.65
"188","2009-02-26",3.65
"189","2009-02-27",3.8
"190","2009-03-02",3.1
"191","2009-03-03",3.3
"192","2009-03-04",3.24
"193","2009-03-05",3.32
"194","2009-03-06",3.4
"195","2009-03-09",3.32
"196","2009-03-10",3.28
"197","2009-03-11",3.14
"198","2009-03-12",3.21
"199","2009-03-13",3.2
"200","2009-03-16",3.12
"201","2009-03-17",3.02
"202","2009-03-18",2.99
"203","2009-03-19",3
"204","2009-03-20",2.81
"205","2009-03-23",3.14
"206","2009-03-24",3.03
"207","2009-03-25",3.09
"208","2009-03-26",3.58
"209","2009-03-27",3.39
"210","2009-03-30",3.05
"211","2009-03-31",3.16
"212","2009-04-01",3.17
"213","2009-04-02",3.42
"214","2009-04-03",3.49
"215","2009-04-06",3.33
"216","2009-04-07",3.26
"217","2009-04-08",3.37
"218","2009-04-09",3.6
"219","2009-04-13",3.62
"220","2009-04-14",3.97
"221","2009-04-15",3.91
"222","2009-04-16",4
"223","2009-04-17",4.51
"224","2009-04-20",3.61
"225","2009-04-21",4.11
"226","2009-04-22",4.27
"227","2009-04-23",4.26
"228","2009-04-24",4.21
"229","2009-04-27",4.08
"230","2009-04-28",4.05
"231","2009-04-29",4.2
"232","2009-04-30",4.26
"233","2009-05-01",4.89
"234","2009-05-04",5.42
"235","2009-05-05",5.6
"236","2009-05-06",5.94
"237","2009-05-07",6.21
"238","2009-05-08",6
"239","2009-05-11",5.85
"240","2009-05-12",5.58
"241","2009-05-13",4.9
"242","2009-05-14",5.68
"243","2009-05-15",6.11
"244","2009-05-18",6.31
"245","2009-05-19",7.52
"246","2009-05-20",7.7
"247","2009-05-21",7.06
"248","2009-05-22",7.64
"249","2009-05-26",7.5
"250","2009-05-27",7.13
"251","2009-05-28",6.83
"252","2009-05-29",7.5
"253","2009-06-01",7.95
"254","2009-06-02",7.8
"255","2009-06-03",7.58
"256","2009-06-04",7.21
"257","2009-06-05",7.18
"258","2009-06-08",6.97
"259","2009-06-09",7.12
"260","2009-06-10",7.13
"261","2009-06-11",7.05
"262","2009-06-12",6.87
"263","2009-06-15",6.51
"264","2009-06-16",6.4
"265","2009-06-17",6.48
"266","2009-06-18",6.58
"267","2009-06-19",6.64
"268","2009-06-22",6
"269","2009-06-23",6.01
"270","2009-06-24",6.44
"271","2009-06-25",6.54
"272","2009-06-26",6.73
"273","2009-06-29",6.85
"274","2009-06-30",6.56
"275","2009-07-01",6.61
"276","2009-07-02",6.61
"277","2009-07-06",6.32
"278","2009-07-07",6.16
"279","2009-07-08",6.02
"280","2009-07-09",6.3
"281","2009-07-10",6.28
"282","2009-07-13",6.37
"283","2009-07-14",6.76
"284","2009-07-15",7.18
"285","2009-07-16",7.28
"286","2009-07-17",7.39
"287","2009-07-20",7.64
"288","2009-07-21",7.71
"289","2009-07-22",7.5
"290","2009-07-23",7.61
"291","2009-07-24",7.95
"292","2009-07-27",8.24
"293","2009-07-28",8.28
"294","2009-07-29",7.91
"295","2009-07-30",8.07
"296","2009-07-31",8.25
"297","2009-08-03",8.62
"298","2009-08-04",8.58
"299","2009-08-05",8.48
"300","2009-08-06",7.96
"301","2009-08-07",8.01
"302","2009-08-10",8.11
"303","2009-08-11",7.98
"304","2009-08-12",7.94
"305","2009-08-13",8.2
"306","2009-08-14",8.45
"307","2009-08-17",7.96
"308","2009-08-18",8.15
"309","2009-08-19",7.95
"310","2009-08-20",7.95
"311","2009-08-21",7.86
"312","2009-08-24",7.77
"313","2009-08-25",7.79
"314","2009-08-26",7.8
"315","2009-08-27",7.87
"316","2009-08-28",7.7
"317","2009-08-31",7.33
"318","2009-09-01",6.88
"319","2009-09-02",6.77
"320","2009-09-03",6.83
"321","2009-09-04",7.21
"322","2009-09-08",7.46
"323","2009-09-09",7.73
"324","2009-09-10",7.94
"325","2009-09-11",8.04
"326","2009-09-14",8.24
"327","2009-09-15",8.25
"328","2009-09-16",8.57
"329","2009-09-17",8.34
"330","2009-09-18",8.29
"331","2009-09-21",8.2
"332","2009-09-22",8.33
"333","2009-09-23",8.22
"334","2009-09-24",7.65
"335","2009-09-25",7.58
"336","2009-09-28",7.98
"337","2009-09-29",8.18
"338","2009-09-30",8.12
"339","2009-10-01",7.83
"340","2009-10-02",7.73
"341","2009-10-05",8.11
"342","2009-10-06",8.1
"343","2009-10-07",8.18
"344","2009-10-08",8.45
"345","2009-10-09",8.18
"346","2009-10-12",8.1
"347","2009-10-13",8.14
"348","2009-10-14",8.21
"349","2009-10-15",8.12
"350","2009-10-16",8.03
"351","2009-10-19",8.06
"352","2009-10-20",8.05
"353","2009-10-21",8.13
"354","2009-10-22",8.32
"355","2009-10-23",8.05
"356","2009-10-26",7.87
"357","2009-10-27",7.54
"358","2009-10-28",7.07
"359","2009-10-29",7.04
"360","2009-10-30",6.96
"361","2009-11-02",6.94
"362","2009-11-03",7.11
"363","2009-11-04",6.92
"364","2009-11-05",7.06
"365","2009-11-06",7.06
"366","2009-11-09",7.46
"367","2009-11-10",8.12
"368","2009-11-11",8.54
"369","2009-11-12",8.46
"370","2009-11-13",8.58
"371","2009-11-16",9.16
"372","2009-11-17",9.06
"373","2009-11-18",9.4
"374","2009-11-19",9.05
"375","2009-11-20",9.22
"376","2009-11-23",9.03
"377","2009-11-24",8.93
"378","2009-11-25",8.92
"379","2009-11-27",8.52
"380","2009-11-30",8.51
"381","2009-12-01",8.9
"382","2009-12-02",8.9
"383","2009-12-03",9.03
"384","2009-12-04",8.96
"385","2009-12-07",8.95
"386","2009-12-08",8.65
"387","2009-12-09",8.63
"388","2009-12-10",8.46
"389","2009-12-11",8.49
"390","2009-12-14",8.31
"391","2009-12-15",8.43
"392","2009-12-16",8.16
"393","2009-12-17",8.18
"394","2009-12-18",8.25
"395","2009-12-21",8.27
"396","2009-12-22",8.4
"397","2009-12-23",8.45
"398","2009-12-24",8.7
"399","2009-12-28",8.75
"400","2009-12-29",8.77
"401","2009-12-30",8.76
"402","2009-12-31",8.76
"403","2010-01-04",8.95
"404","2010-01-05",8.97
"405","2010-01-06",8.93
"406","2010-01-07",8.74
"407","2010-01-08",8.86
"408","2010-01-11",9.11
"409","2010-01-12",8.99
"410","2010-01-13",8.93
"411","2010-01-14",8.92
"412","2010-01-15",8.85
"413","2010-01-19",8.75
"414","2010-01-20",8.66
"415","2010-01-21",8.43
"416","2010-01-22",8.21
"417","2010-01-25",8.36
"418","2010-01-26",8.37
"419","2010-01-27",8.13
"420","2010-01-28",8.01
"421","2010-01-29",7.91
"422","2010-02-01",8.27
"423","2010-02-02",8.54
"424","2010-02-03",8.2
"425","2010-02-04",7.9
"426","2010-02-05",8.17
"427","2010-02-08",8.24
"428","2010-02-09",8.22
"429","2010-02-10",8.19
"430","2010-02-11",8.18
"431","2010-02-12",8.15
"432","2010-02-16",8.14
"433","2010-02-17",8.19
"434","2010-02-18",8.09
"435","2010-02-19",8.15
"436","2010-02-22",8.16
"437","2010-02-23",8.01
"438","2010-02-24",7.88
"439","2010-02-25",8.04
"440","2010-02-26",7.99
"441","2010-03-01",7.95
"442","2010-03-02",7.85
"443","2010-03-03",8.09
"444","2010-03-04",8.25
"445","2010-03-05",8.36
"446","2010-03-08",8.58
"447","2010-03-09",8.58
"448","2010-03-10",8.85
"449","2010-03-11",8.77
"450","2010-03-12",8.67
"451","2010-03-15",8.24
"452","2010-03-16",8.01
"453","2010-03-17",7.89
"454","2010-03-18",7.36
"455","2010-03-19",6.97
"456","2010-03-22",7.13
"457","2010-03-23",7.35
"458","2010-03-24",7.25
"459","2010-03-25",7.16
"460","2010-03-26",7.1
"461","2010-03-29",7.51
"462","2010-03-30",7.88
"463","2010-03-31",7.82
"464","2010-04-01",7.84
"465","2010-04-05",7.9
"466","2010-04-06",8.07
"467","2010-04-07",8.03
"468","2010-04-08",7.67
"469","2010-04-09",7.67
"470","2010-04-12",7.83
"471","2010-04-13",8.14
"472","2010-04-14",8.02
"473","2010-04-15",8.14
"474","2010-04-16",8.02
"475","2010-04-19",8.03
"476","2010-04-20",8.22
"477","2010-04-21",8.13
"478","2010-04-22",8.11
"479","2010-04-23",8.04
"480","2010-04-26",8.14
"481","2010-04-27",7.99
"482","2010-04-28",7.94
"483","2010-04-29",8.05
"484","2010-04-30",7.96
"485","2010-05-03",8.26
"486","2010-05-04",8
"487","2010-05-05",7.67
"488","2010-05-06",7.19
"489","2010-05-07",7.25
"490","2010-05-10",7.79
"491","2010-05-11",7.55
"492","2010-05-12",7.85
"493","2010-05-13",7.9
"494","2010-05-14",7.85
"495","2010-05-17",7.93
"496","2010-05-18",7.85
"497","2010-05-19",7.47
"498","2010-05-20",6.95
"499","2010-05-21",7.18
"500","2010-05-24",6.95
"501","2010-05-25",7.07
"502","2010-05-26",7.11
"503","2010-05-27",7.55
"504","2010-05-28",7.45
"505","2010-06-01",7.04
"506","2010-06-02",7.35
"507","2010-06-03",7.54
"508","2010-06-04",7
"509","2010-06-07",6.75
"510","2010-06-08",6.82
"511","2010-06-09",6.66
"512","2010-06-10",7.18
"513","2010-06-11",7.24
"514","2010-06-14",7.34
"515","2010-06-15",7.56
"516","2010-06-16",7.43
"517","2010-06-17",7.31
"518","2010-06-18",7.41
"519","2010-06-21",7.36
"520","2010-06-22",7.14
"521","2010-06-23",7.21
"522","2010-06-24",7.1
"523","2010-06-25",7.36
"524","2010-06-28",7.41
"525","2010-06-29",7.07
"526","2010-06-30",7.03
"527","2010-07-01",6.79
"528","2010-07-02",6.8
"529","2010-07-06",6.86
"530","2010-07-07",7.12
"531","2010-07-08",7.38
"532","2010-07-09",7.56
"533","2010-07-12",7.43
"534","2010-07-13",7.59
"535","2010-07-14",7.58
"536","2010-07-15",7.49
"537","2010-07-16",7.36
"538","2010-07-19",7.06
"539","2010-07-20",7.19
"540","2010-07-21",7.16
"541","2010-07-22",7.22
"542","2010-07-23",7.24
"543","2010-07-26",7.59
"544","2010-07-27",7.5
"545","2010-07-28",7.51
"546","2010-07-29",7.63
"547","2010-07-30",7.84
"548","2010-08-02",7.85
"549","2010-08-03",7.76
"550","2010-08-04",7.77
"551","2010-08-05",7.85
"552","2010-08-06",7.86
"553","2010-08-09",7.93
"554","2010-08-10",7.72
"555","2010-08-11",7.52
"556","2010-08-12",7.57
"557","2010-08-13",7.52
"558","2010-08-16",7.63
"559","2010-08-17",7.92
"560","2010-08-18",7.61
"561","2010-08-19",7.53
"562","2010-08-20",7.47
"563","2010-08-23",7.59
"564","2010-08-24",7.42
"565","2010-08-25",7.73
"566","2010-08-26",7.51
"567","2010-08-27",7.7
"568","2010-08-30",7.62
"569","2010-08-31",7.44
"570","2010-09-01",7.71
"571","2010-09-02",7.65
"572","2010-09-03",7.54
"573","2010-09-07",7.49
"574","2010-09-08",7.6
"575","2010-09-09",7.65
"576","2010-09-10",7.58
"577","2010-09-13",7.71
"578","2010-09-14",7.63
"579","2010-09-15",7.78
"580","2010-09-16",7.82
"581","2010-09-17",7.86
"582","2010-09-20",7.84
"583","2010-09-21",7.83
"584","2010-09-22",7.81
"585","2010-09-23",7.68
"586","2010-09-24",7.79
"587","2010-09-27",7.86
"588","2010-09-28",7.89
"589","2010-09-29",7.87
"590","2010-09-30",7.91
"591","2010-10-01",7.96
"592","2010-10-04",8.02
"593","2010-10-05",8.15
"594","2010-10-06",8.16
"595","2010-10-07",8.14
"596","2010-10-08",8.14
"597","2010-10-11",8.16
"598","2010-10-12",8.15
"599","2010-10-13",8.22
"600","2010-10-14",8.14
"601","2010-10-15",8.15
"602","2010-10-18",8.24
"603","2010-10-19",8.1
"604","2010-10-20",8.27
"605","2010-10-21",8.22
"606","2010-10-22",8.4
"607","2010-10-25",8.39
"608","2010-10-26",8.42
"609","2010-10-27",8.49
"610","2010-10-28",8.48
"611","2010-10-29",8.45
"612","2010-11-01",8.31
"613","2010-11-02",8.41
"614","2010-11-03",8.3
"615","2010-11-04",8.37
"616","2010-11-05",8.57
"617","2010-11-08",8.58
"618","2010-11-09",8.36
"619","2010-11-10",8.17
"620","2010-11-11",8.15
"621","2010-11-12",8.03
"622","2010-11-15",8.17
"623","2010-11-16",8.1
"624","2010-11-17",7.99
"625","2010-11-18",8
"626","2010-11-19",8.04
"627","2010-11-22",7.93
"628","2010-11-23",7.8
"629","2010-11-24",7.9
"630","2010-11-26",7.79
"631","2010-11-29",7.88
"632","2010-11-30",7.85
"633","2010-12-01",7.96
"634","2010-12-02",8.08
"635","2010-12-03",8.06
"636","2010-12-06",8.14
"637","2010-12-07",8.17
"638","2010-12-08",8.17
"639","2010-12-09",8.11
"640","2010-12-10",8.14
"641","2010-12-13",8.27
"642","2010-12-14",8.32
"643","2010-12-15",8.37
"644","2010-12-16",8.27
"645","2010-12-17",8.28
"646","2010-12-20",8.4
"647","2010-12-21",8.55
"648","2010-12-22",8.65
"649","2010-12-23",8.66
"650","2010-12-27",8.7
"651","2010-12-28",8.73
"652","2010-12-29",8.72
"653","2010-12-30",8.8
"654","2010-12-31",8.86
"655","2011-01-03",8.88
"656","2011-01-04",8.96
"657","2011-01-05",8.9
"658","2011-01-06",8.95
"659","2011-01-07",8.95
"660","2011-01-10",8.88
"661","2011-01-11",8.86
"662","2011-01-12",8.89
"663","2011-01-13",8.86
"664","2011-01-14",8.81
"665","2011-01-18",8.82
"666","2011-01-19",8.72
"667","2011-01-20",8.53
"668","2011-01-21",8.52
"669","2011-01-24",8.3
"670","2011-01-25",8.36
"671","2011-01-26",8.48
"672","2011-01-27",8.41
"673","2011-01-28",8.43
"674","2011-01-31",8.47
"675","2011-02-01",8.58
"676","2011-02-02",8.72
"677","2011-02-03",8.81
"678","2011-02-04",8.96
"679","2011-02-07",8.73
"680","2011-02-08",8.89
"681","2011-02-09",8.95
"682","2011-02-10",9
"683","2011-02-11",9.32
"684","2011-02-14",9.53
"685","2011-02-15",9.4
"686","2011-02-16",9.34
"687","2011-02-17",9.24
"688","2011-02-18",9.16
"689","2011-02-22",8.84
"690","2011-02-23",8.83
"691","2011-02-24",9.11
"692","2011-02-25",9.16
"693","2011-02-28",9.15
"694","2011-03-01",9.03
"695","2011-03-02",9.06
"696","2011-03-03",9.28
"697","2011-03-04",9.17
"698","2011-03-07",9.15
"699","2011-03-08",9.18
"700","2011-03-09",9.08
"701","2011-03-10",8.74
"702","2011-03-11",8.78
"703","2011-03-14",8.74
"704","2011-03-15",8.4
"705","2011-03-16",8.36
"706","2011-03-17",8.45
"707","2011-03-18",8.52
"708","2011-03-21",8.85
"709","2011-03-22",8.82
"710","2011-03-23",8.84
"711","2011-03-24",8.79
"712","2011-03-25",9.04
"713","2011-03-28",8.8
"714","2011-03-29",8.75
"715","2011-03-30",8.91
"716","2011-03-31",9.06
"717","2011-04-01",9.28
"718","2011-04-04",9.52
"719","2011-04-05",9.46
"720","2011-04-06",9.44
"721","2011-04-07",9.47
"722","2011-04-08",9.39
"723","2011-04-11",9.26
"724","2011-04-12",8.3
"725","2011-04-13",8.35
"726","2011-04-14",8.3
"727","2011-04-15",8.31
"728","2011-04-18",8.17
"729","2011-04-19",8.25
"730","2011-04-20",8.3
"731","2011-04-21",8.23
"732","2011-04-25",8.17
"733","2011-04-26",8.3
"734","2011-04-27",8.2
"735","2011-04-28",8.09
"736","2011-04-29",8.15
"737","2011-05-02",8.18
"738","2011-05-03",8.1
"739","2011-05-04",7.83
"740","2011-05-05",7.87
"741","2011-05-06",7.9
"742","2011-05-09",8.03
"743","2011-05-10",8.12
"744","2011-05-11",8.13
"745","2011-05-12",8.28
"746","2011-05-13",8.28
"747","2011-05-16",8.17
"748","2011-05-17",7.96
"749","2011-05-18",7.77
"750","2011-05-19",7.7
"751","2011-05-20",7.76
"752","2011-05-23",7.76
"753","2011-05-24",7.7
"754","2011-05-25",7.42
"755","2011-05-26",7.25
"756","2011-05-27",7.36
"757","2011-05-31",7.48
"758","2011-06-01",7.66
"759","2011-06-02",7.74
"760","2011-06-03",7.7
"761","2011-06-06",7.44
"762","2011-06-07",7.3
"763","2011-06-08",7.08
"764","2011-06-09",7.22
"765","2011-06-10",7.15
"766","2011-06-13",7.03
"767","2011-06-14",7.19
"768","2011-06-15",7.09
"769","2011-06-16",7.13
"770","2011-06-17",7.09
"771","2011-06-20",7.29
"772","2011-06-21",7.55
"773","2011-06-22",7.58
"774","2011-06-23",7.55
"775","2011-06-24",7.45
"776","2011-06-27",7.51
"777","2011-06-28",7.53
"778","2011-06-29",7.62
"779","2011-06-30",7.62
"780","2011-07-01",7.7
"781","2011-07-05",7.63
"782","2011-07-06",7.68
"783","2011-07-07",7.92
"784","2011-07-08",7.9
"785","2011-07-11",7.65
"786","2011-07-12",7.63
"787","2011-07-13",7.7
"788","2011-07-14",7.73
"789","2011-07-15",7.69
"790","2011-07-18",7.48
"791","2011-07-19",7.67
"792","2011-07-20",7.6
"793","2011-07-21",7.51
"794","2011-07-22",7.21
"795","2011-07-25",7.28
"796","2011-07-26",7.26
"797","2011-07-27",7.17
"798","2011-07-28",7.3
"799","2011-07-29",7.18
"800","2011-08-01",7.26
"801","2011-08-02",7.05
"802","2011-08-03",6.91
"803","2011-08-04",6.93
"804","2011-08-05",6.93
"805","2011-08-08",6.26
"806","2011-08-09",6.9
"807","2011-08-10",6.67
"808","2011-08-11",6.9
"809","2011-08-12",7.08
"810","2011-08-15",7.28
"811","2011-08-16",7.25
"812","2011-08-17",7.56
"813","2011-08-18",7.18
"814","2011-08-19",7.04
"815","2011-08-22",6.71
"816","2011-08-23",6.82
"817","2011-08-24",6.81
"818","2011-08-25",6.72
"819","2011-08-26",6.84
"820","2011-08-29",7.18
"821","2011-08-30",7.07
"822","2011-08-31",6.99
"823","2011-09-01",6.97
"824","2011-09-02",6.92
"825","2011-09-06",6.83
"826","2011-09-07",6.92
"827","2011-09-08",6.92
"828","2011-09-09",6.74
"829","2011-09-12",6.62
"830","2011-09-13",6.94
"831","2011-09-14",6.88
"832","2011-09-15",6.88
"833","2011-09-16",6.74
"834","2011-09-19",6.73
"835","2011-09-20",6.73
"836","2011-09-21",6.61
"837","2011-09-22",6.51
"838","2011-09-23",6.46
"839","2011-09-26",6.42
"840","2011-09-27",6.58
"841","2011-09-28",6.45
"842","2011-09-29",6.39
"843","2011-09-30",6.19
"844","2011-10-03",5.68
"845","2011-10-04",5.61
"846","2011-10-05",5.77
"847","2011-10-06",5.85
"848","2011-10-07",5.7
"849","2011-10-10",5.89
"850","2011-10-11",6
"851","2011-10-12",6.3
"852","2011-10-13",6.4
"853","2011-10-14",6.58
"854","2011-10-17",6.3
"855","2011-10-18",6.57
"856","2011-10-19",6.49
"857","2011-10-20",6.58
"858","2011-10-21",6.7
"859","2011-10-24",6.7
"860","2011-10-25",6.65
"861","2011-10-26",6.67
"862","2011-10-27",6.88
"863","2011-10-28",7.01
"864","2011-10-31",6.84
"865","2011-11-01",6.52
"866","2011-11-02",6.62
"867","2011-11-03",6.7
"868","2011-11-04",6.73
"869","2011-11-07",6.76
"870","2011-11-08",6.87
"871","2011-11-09",6.62
"872","2011-11-10",6.61
"873","2011-11-11",6.69
"874","2011-11-14",6.71
"875","2011-11-15",6.78
"876","2011-11-16",6.82
"877","2011-11-17",6.79
"878","2011-11-18",6.78
"879","2011-11-21",6.57
"880","2011-11-22",6.26
"881","2011-11-23",6
"882","2011-11-25",5.97
"883","2011-11-28",6.04
"884","2011-11-29",6
"885","2011-11-30",6.18
"886","2011-12-01",6.07
"887","2011-12-02",6.1
"888","2011-12-05",6.27
"889","2011-12-06",6.32
"890","2011-12-07",6.2
"891","2011-12-08",6.13
"892","2011-12-09",6.2
"893","2011-12-12",6.08
"894","2011-12-13",6
"895","2011-12-14",5.96
"896","2011-12-15",6.01
"897","2011-12-16",6.1
"898","2011-12-19",5.95
"899","2011-12-20",5.96
"900","2011-12-21",6.16
"901","2011-12-22",6.16
"902","2011-12-23",6.06
"903","2011-12-27",5.98
"904","2011-12-28",6
"905","2011-12-29",5.94
"906","2011-12-30",5.99
"907","2012-01-03",6.22
"908","2012-01-04",6.34
"909","2012-01-05",6.6
"910","2012-01-06",6.52
"911","2012-01-09",6.55
"912","2012-01-10",6.62
"913","2012-01-11",6.62
"914","2012-01-12",6.65
"915","2012-01-13",6.73
"916","2012-01-17",6.77
"917","2012-01-18",6.92
"918","2012-01-19",6.9
"919","2012-01-20",6.67
"920","2012-01-23",6.89
"921","2012-01-24",6.86
"922","2012-01-25",6.86
"923","2012-01-26",7.05
"924","2012-01-27",7.28
"925","2012-01-30",7.03
"926","2012-01-31",7.13
"927","2012-02-01",6.89
"928","2012-02-02",6.75
"929","2012-02-03",6.84
"930","2012-02-06",7.07
"931","2012-02-07",7
"932","2012-02-08",7.3
"933","2012-02-09",7.41
"934","2012-02-10",7.23
"935","2012-02-13",7.37
"936","2012-02-14",7.56
"937","2012-02-15",7.57
"938","2012-02-16",7.5
"939","2012-02-17",7.65
"940","2012-02-21",7.6
"941","2012-02-22",7.42
"942","2012-02-23",7.28
"943","2012-02-24",7.28
"944","2012-02-27",7.24
"945","2012-02-28",7.13
"946","2012-02-29",7.16
"947","2012-03-01",7.51
"948","2012-03-02",7.32
"949","2012-03-05",7.28
"950","2012-03-06",7.15
"951","2012-03-07",7.11
"952","2012-03-08",7.27
"953","2012-03-09",7.21
"954","2012-03-12",7.15
"955","2012-03-13",6.5
"956","2012-03-14",6.53
"957","2012-03-15",6.69
"958","2012-03-16",6.88
"959","2012-03-19",6.8
"960","2012-03-20",6.65
"961","2012-03-21",6.74
"962","2012-03-22",6.65
"963","2012-03-23",6.62
"964","2012-03-26",6.66
"965","2012-03-27",6.65
"966","2012-03-28",6.6
"967","2012-03-29",6.64
"968","2012-03-30",6.68
"969","2012-04-02",6.7
"970","2012-04-03",6.64
"971","2012-04-04",6.52
"972","2012-04-05",6.51
"973","2012-04-09",6.37
"974","2012-04-10",6.12
"975","2012-04-11",6.26
"976","2012-04-12",6.41
"977","2012-04-13",6.28
"978","2012-04-16",6.18
"979","2012-04-17",6.33
"980","2012-04-18",6.34
"981","2012-04-19",6.38
"982","2012-04-20",6.44
"983","2012-04-23",6.37
"984","2012-04-24",6.51
"985","2012-04-25",6.6
"986","2012-04-26",6.68
"987","2012-04-27",6.68
"988","2012-04-30",6.85
"989","2012-05-01",6.94
"990","2012-05-02",6.74
"991","2012-05-03",6.63
"992","2012-05-04",6.57
"993","2012-05-07",6.45
"994","2012-05-08",6.48
"995","2012-05-09",6.74
"996","2012-05-10",6.74
"997","2012-05-11",6.61
"998","2012-05-14",6.53
"999","2012-05-15",6.6
