"","date","HEXO"
"244","2020-01-09",1.47
"245","2020-01-10",1.34
"246","2020-01-13",1.53
"247","2020-01-14",1.59
"248","2020-01-15",1.85
"249","2020-01-16",1.78
"250","2020-01-17",1.62
"251","2020-01-21",1.49
"252","2020-01-22",1.43
"253","2020-01-23",1.5
"254","2020-01-24",1.41
"255","2020-01-27",1.33
"256","2020-01-28",1.32
"257","2020-01-29",1.27
"258","2020-01-30",1.27
"259","2020-01-31",1.25
"260","2020-02-03",1.28
"261","2020-02-04",1.36
"262","2020-02-05",1.34
"263","2020-02-06",1.32
"264","2020-02-07",1.27
"265","2020-02-10",1.27
"266","2020-02-11",1.28
"267","2020-02-12",1.25
"268","2020-02-13",1.27
"269","2020-02-14",1.52
"270","2020-02-18",1.47
"271","2020-02-19",1.44
"272","2020-02-20",1.44
"273","2020-02-21",1.41
"274","2020-02-24",1.31
"275","2020-02-25",1.26
"276","2020-02-26",1.24
"277","2020-02-27",1.18
"278","2020-02-28",1.09
"279","2020-03-02",1.11
"280","2020-03-03",1.12
"281","2020-03-04",1.23
"282","2020-03-05",1.2
"283","2020-03-06",1.09
"284","2020-03-09",0.939
"285","2020-03-10",0.976
"286","2020-03-11",0.938
"287","2020-03-12",0.738
"288","2020-03-13",0.779
"289","2020-03-16",0.77
"290","2020-03-17",0.45
"291","2020-03-18",0.364
"292","2020-03-19",0.535
"293","2020-03-20",0.653
"294","2020-03-23",0.631
"295","2020-03-24",0.669
"296","2020-03-25",0.736
"297","2020-03-26",1.04
"298","2020-03-27",1.09
"299","2020-03-30",0.79
"300","2020-03-31",0.837
"301","2020-04-01",0.686
"302","2020-04-02",0.723
"303","2020-04-03",0.675
"304","2020-04-06",0.692
"305","2020-04-07",0.69
"306","2020-04-08",0.518
"307","2020-04-09",0.508
"308","2020-04-13",0.483
"309","2020-04-14",0.497
"310","2020-04-15",0.503
"311","2020-04-16",0.486
"312","2020-04-17",0.492
"313","2020-04-20",0.489
"314","2020-04-21",0.473
"315","2020-04-22",0.47
"316","2020-04-23",0.474
"317","2020-04-24",0.482
"318","2020-04-27",0.535
"319","2020-04-28",0.529
"320","2020-04-29",0.517
"321","2020-04-30",0.515
"322","2020-05-01",0.495
"323","2020-05-04",0.52
"324","2020-05-05",0.507
"325","2020-05-06",0.497
"326","2020-05-07",0.513
"327","2020-05-08",0.49
"328","2020-05-11",0.499
"329","2020-05-12",0.481
"330","2020-05-13",0.448
"331","2020-05-14",0.437
"332","2020-05-15",0.531
"333","2020-05-18",0.75
"334","2020-05-19",0.53
"335","2020-05-20",0.489
"336","2020-05-21",0.519
"337","2020-05-22",0.628
"338","2020-05-26",0.694
"339","2020-05-27",0.676
"340","2020-05-28",0.681
"341","2020-05-29",0.633
"342","2020-06-01",0.69
"343","2020-06-02",0.655
"344","2020-06-03",0.691
"345","2020-06-04",0.73
"346","2020-06-05",0.807
"347","2020-06-08",1.19
"348","2020-06-09",1.09
"349","2020-06-10",1.01
"350","2020-06-11",0.947
"351","2020-06-12",1.02
"352","2020-06-15",0.98
"353","2020-06-16",0.935
"354","2020-06-17",0.823
"355","2020-06-18",0.782
"356","2020-06-19",0.754
"357","2020-06-22",0.738
"358","2020-06-23",0.781
"359","2020-06-24",0.746
"360","2020-06-25",0.731
"361","2020-06-26",0.692
"362","2020-06-29",0.735
"363","2020-06-30",0.739
"364","2020-07-01",0.74
"365","2020-07-02",0.723
"366","2020-07-06",0.71
"367","2020-07-07",0.701
"368","2020-07-08",0.694
"369","2020-07-09",0.735
"370","2020-07-10",0.75
"371","2020-07-13",0.727
"372","2020-07-14",0.727
"373","2020-07-15",0.75
"374","2020-07-16",0.745
"375","2020-07-17",0.725
"376","2020-07-20",0.723
"377","2020-07-21",0.732
"378","2020-07-22",0.717
"379","2020-07-23",0.709
"380","2020-07-24",0.707
"381","2020-07-27",0.7
"382","2020-07-28",0.724
"383","2020-07-29",0.705
"384","2020-07-30",0.688
"385","2020-07-31",0.675
"386","2020-08-03",0.724
"387","2020-08-04",0.729
"388","2020-08-05",0.703
"389","2020-08-06",0.697
"390","2020-08-07",0.689
"391","2020-08-10",0.717
"392","2020-08-11",0.705
"393","2020-08-12",0.712
"394","2020-08-13",0.81
"395","2020-08-14",0.79
"396","2020-08-17",0.754
"397","2020-08-18",0.738
"398","2020-08-19",0.722
"399","2020-08-20",0.708
"400","2020-08-21",0.703
"401","2020-08-24",0.698
"402","2020-08-25",0.718
"403","2020-08-26",0.704
"404","2020-08-27",0.7
"405","2020-08-28",0.717
"406","2020-08-31",0.719
"407","2020-09-01",0.7
"408","2020-09-02",0.69
"409","2020-09-03",0.675
"410","2020-09-04",0.68
"411","2020-09-08",0.688
"412","2020-09-09",0.704
"413","2020-09-10",0.71
"414","2020-09-11",0.69
"415","2020-09-14",0.7
"416","2020-09-15",0.74
"417","2020-09-16",0.75
"418","2020-09-17",0.76
"419","2020-09-18",0.774
"420","2020-09-21",0.709
"421","2020-09-22",0.713
"422","2020-09-23",0.667
"423","2020-09-24",0.645
"424","2020-09-25",0.658
"425","2020-09-28",0.657
"426","2020-09-29",0.652
"427","2020-09-30",0.659
"428","2020-10-01",0.65
"429","2020-10-02",0.651
"430","2020-10-05",0.69
"431","2020-10-06",0.663
"432","2020-10-07",0.692
"433","2020-10-08",0.75
"434","2020-10-09",0.763
"435","2020-10-12",0.802
"436","2020-10-13",0.772
"437","2020-10-14",0.758
"438","2020-10-15",0.731
"439","2020-10-16",0.746
"440","2020-10-19",0.776
"441","2020-10-20",0.768
"442","2020-10-21",0.761
"443","2020-10-22",0.754
"444","2020-10-23",0.769
"445","2020-10-26",0.71
"446","2020-10-27",0.708
"447","2020-10-28",0.726
"448","2020-10-29",0.719
"449","2020-10-30",0.608
"450","2020-11-02",0.648
"451","2020-11-03",0.641
"452","2020-11-04",0.62
"453","2020-11-05",0.726
"454","2020-11-06",0.896
"455","2020-11-09",0.83
"456","2020-11-10",0.78
"457","2020-11-11",0.779
"458","2020-11-12",0.741
"459","2020-11-13",0.75
"460","2020-11-16",0.742
"461","2020-11-17",0.756
"462","2020-11-18",0.725
"463","2020-11-19",0.721
"464","2020-11-20",0.718
"465","2020-11-23",0.727
"466","2020-11-24",0.727
"467","2020-11-25",0.79
"468","2020-11-27",0.865
