"","date","SQ"
"198","2016-09-01",12
"199","2016-09-02",12.05
"200","2016-09-06",11.83
"201","2016-09-07",11.93
"202","2016-09-08",11.78
"203","2016-09-09",11.27
"204","2016-09-12",11.33
"205","2016-09-13",11.23
"206","2016-09-14",11.28
"207","2016-09-15",11.38
"208","2016-09-16",11.37
"209","2016-09-19",11.55
"210","2016-09-20",11.66
"211","2016-09-21",11.9
"212","2016-09-22",11.68
"213","2016-09-23",11.83
"214","2016-09-26",11.55
"215","2016-09-27",11.78
"216","2016-09-28",11.83
"217","2016-09-29",11.64
"218","2016-09-30",11.66
"219","2016-10-03",11.67
"220","2016-10-04",11.63
"221","2016-10-05",11.69
"222","2016-10-06",11.52
"223","2016-10-07",11.48
"224","2016-10-10",11.47
"225","2016-10-11",11.18
"226","2016-10-12",11.27
"227","2016-10-13",11.19
"228","2016-10-14",11.12
"229","2016-10-17",10.93
"230","2016-10-18",11.34
"231","2016-10-19",11.3
"232","2016-10-20",11.19
"233","2016-10-21",11.32
"234","2016-10-24",11.35
"235","2016-10-25",11.07
"236","2016-10-26",11.21
"237","2016-10-27",11.15
"238","2016-10-28",11.14
"239","2016-10-31",11.2
"240","2016-11-01",11.07
"241","2016-11-02",11.78
"242","2016-11-03",11.99
"243","2016-11-04",12.18
"244","2016-11-07",12.22
"245","2016-11-08",12.34
"246","2016-11-09",12
"247","2016-11-10",11.65
"248","2016-11-11",11.88
"249","2016-11-14",12.35
"250","2016-11-15",12.03
"251","2016-11-16",12.04
"252","2016-11-17",12.22
"253","2016-11-18",12.16
"254","2016-11-21",12.22
"255","2016-11-22",12.46
"256","2016-11-23",12.43
"257","2016-11-25",12.75
"258","2016-11-28",12.53
"259","2016-11-29",12.46
"260","2016-11-30",12.94
"261","2016-12-01",12.71
"262","2016-12-02",13.06
"263","2016-12-05",13.2
"264","2016-12-06",13.27
"265","2016-12-07",14.12
"266","2016-12-08",13.94
"267","2016-12-09",13.89
"268","2016-12-12",13.85
"269","2016-12-13",14.07
"270","2016-12-14",13.83
"271","2016-12-15",14.13
"272","2016-12-16",14.38
"273","2016-12-19",14.36
"274","2016-12-20",14.48
"275","2016-12-21",14.38
"276","2016-12-22",14.05
"277","2016-12-23",14.07
"278","2016-12-27",14
"279","2016-12-28",13.95
"280","2016-12-29",13.73
"281","2016-12-30",13.63
"282","2017-01-03",13.81
"283","2017-01-04",14.25
"284","2017-01-05",14.56
"285","2017-01-06",15
"286","2017-01-09",15.06
"287","2017-01-10",14.91
"288","2017-01-11",14.9
"289","2017-01-12",14.74
"290","2017-01-13",14.75
"291","2017-01-17",14.69
"292","2017-01-18",14.64
"293","2017-01-19",14.73
"294","2017-01-20",14.89
"295","2017-01-23",14.61
"296","2017-01-24",14.66
"297","2017-01-25",14.6
"298","2017-01-26",14.41
"299","2017-01-27",14.53
"300","2017-01-30",14.45
"301","2017-01-31",14.62
"302","2017-02-01",14.36
"303","2017-02-02",14.36
"304","2017-02-03",14.28
"305","2017-02-06",14.4
"306","2017-02-07",14.4
"307","2017-02-08",14.47
"308","2017-02-09",14.73
"309","2017-02-10",14.61
"310","2017-02-13",14.5
"311","2017-02-14",14.33
"312","2017-02-15",14.31
"313","2017-02-16",13.89
"314","2017-02-17",14.47
"315","2017-02-21",14.63
"316","2017-02-22",15.04
"317","2017-02-23",17.15
"318","2017-02-24",17.43
"319","2017-02-27",17.93
"320","2017-02-28",17.32
"321","2017-03-01",17.219999
"322","2017-03-02",16.99
"323","2017-03-03",16.889999
"324","2017-03-06",16.860001
"325","2017-03-07",16.76
"326","2017-03-08",16.83
"327","2017-03-09",17.07
"328","2017-03-10",16.91
"329","2017-03-13",16.93
"330","2017-03-14",16.77
"331","2017-03-15",16.950001
"332","2017-03-16",17.209999
"333","2017-03-17",17.280001
"334","2017-03-20",17.24
"335","2017-03-21",16.51
"336","2017-03-22",16.41
"337","2017-03-23",16.610001
"338","2017-03-24",16.59
"339","2017-03-27",17.25
"340","2017-03-28",17.23
"341","2017-03-29",17.219999
"342","2017-03-30",17.32
"343","2017-03-31",17.280001
"344","2017-04-03",17.030001
"345","2017-04-04",17.040001
"346","2017-04-05",16.75
"347","2017-04-06",17
"348","2017-04-07",16.690001
"349","2017-04-10",16.99
"350","2017-04-11",16.92
"351","2017-04-12",17.299999
"352","2017-04-13",16.92
"353","2017-04-17",17.08
"354","2017-04-18",16.98
"355","2017-04-19",17.200001
"356","2017-04-20",17.709999
"357","2017-04-21",17.49
"358","2017-04-24",17.85
"359","2017-04-25",18.219999
"360","2017-04-26",18.08
"361","2017-04-27",18.23
"362","2017-04-28",18.24
"363","2017-05-01",18.610001
"364","2017-05-02",18.809999
"365","2017-05-03",18.280001
"366","2017-05-04",19.9
"367","2017-05-05",19.780001
"368","2017-05-08",19.559999
"369","2017-05-09",19.799999
"370","2017-05-10",19.950001
"371","2017-05-11",19.709999
"372","2017-05-12",20.08
"373","2017-05-15",20.25
"374","2017-05-16",20.34
"375","2017-05-17",19.559999
"376","2017-05-18",19.68
"377","2017-05-19",19.91
"378","2017-05-22",20.950001
"379","2017-05-23",21.639999
"380","2017-05-24",21.92
"381","2017-05-25",22.33
"382","2017-05-26",22.33
"383","2017-05-30",22.74
"384","2017-05-31",22.99
"385","2017-06-01",23.23
"386","2017-06-02",23.200001
"387","2017-06-05",23.389999
"388","2017-06-06",24.209999
"389","2017-06-07",24.290001
"390","2017-06-08",24.780001
"391","2017-06-09",23.030001
"392","2017-06-12",23.6
"393","2017-06-13",23.48
"394","2017-06-14",23.469999
"395","2017-06-15",23.99
"396","2017-06-16",23.559999
"397","2017-06-19",24.200001
"398","2017-06-20",23.85
"399","2017-06-21",24.16
"400","2017-06-22",24.280001
"401","2017-06-23",24.17
"402","2017-06-26",23.93
"403","2017-06-27",23.32
"404","2017-06-28",24.299999
"405","2017-06-29",23.4
"406","2017-06-30",23.459999
"407","2017-07-03",22.83
"408","2017-07-05",23.76
"409","2017-07-06",23.219999
"410","2017-07-07",23.59
"411","2017-07-10",23.940001
"412","2017-07-11",25.440001
"413","2017-07-12",26.209999
"414","2017-07-13",25.98
"415","2017-07-14",26.33
"416","2017-07-17",26.190001
"417","2017-07-18",26.59
"418","2017-07-19",26.360001
"419","2017-07-20",26.389999
"420","2017-07-21",26.85
"421","2017-07-24",26.75
"422","2017-07-25",26.889999
"423","2017-07-26",27.309999
"424","2017-07-27",25.92
"425","2017-07-28",26.200001
"426","2017-07-31",26.35
"427","2017-08-01",26.809999
"428","2017-08-02",26.459999
"429","2017-08-03",25.219999
"430","2017-08-04",25.209999
"431","2017-08-07",25.68
"432","2017-08-08",26.02
"433","2017-08-09",25.59
"434","2017-08-10",24.65
"435","2017-08-11",24.82
"436","2017-08-14",25.200001
"437","2017-08-15",24.83
"438","2017-08-16",24.99
"439","2017-08-17",24.540001
"440","2017-08-18",24.83
"441","2017-08-21",24.459999
"442","2017-08-22",25.34
"443","2017-08-23",25.48
"444","2017-08-24",25.66
"445","2017-08-25",24.99
"446","2017-08-28",24.91
"447","2017-08-29",25.040001
"448","2017-08-30",25.76
"449","2017-08-31",26.110001
"450","2017-09-01",25.93
"451","2017-09-05",25.77
"452","2017-09-06",26.049999
"453","2017-09-07",26.299999
"454","2017-09-08",26.530001
"455","2017-09-11",27.57
"456","2017-09-12",27.27
"457","2017-09-13",27.49
"458","2017-09-14",28.639999
"459","2017-09-15",28.5
"460","2017-09-18",28.690001
"461","2017-09-19",28.559999
"462","2017-09-20",28.469999
"463","2017-09-21",28.4
"464","2017-09-22",28.75
"465","2017-09-25",27.450001
"466","2017-09-26",27.610001
"467","2017-09-27",28.07
"468","2017-09-28",28.49
"469","2017-09-29",28.809999
"470","2017-10-02",29.389999
"471","2017-10-03",29.940001
"472","2017-10-04",30.15
"473","2017-10-05",30.76
"474","2017-10-06",30.76
"475","2017-10-09",31.07
"476","2017-10-10",31.32
"477","2017-10-11",32
"478","2017-10-12",32.810001
"479","2017-10-13",32.810001
"480","2017-10-16",33.220001
"481","2017-10-17",32.689999
"482","2017-10-18",32.52
"483","2017-10-19",32.119999
"484","2017-10-20",32.5
"485","2017-10-23",32.529999
"486","2017-10-24",32.709999
"487","2017-10-25",32.900002
"488","2017-10-26",34.110001
"489","2017-10-27",35.200001
"490","2017-10-30",35.75
"491","2017-10-31",37.189999
"492","2017-11-01",36.470001
"493","2017-11-02",36.07
"494","2017-11-03",36.889999
"495","2017-11-06",37.18
"496","2017-11-07",36.759998
"497","2017-11-08",36.709999
"498","2017-11-09",37.959999
"499","2017-11-10",39.209999
"500","2017-11-13",39.98
"501","2017-11-14",39.740002
"502","2017-11-15",40.66
"503","2017-11-16",41.900002
"504","2017-11-17",44.18
"505","2017-11-20",45.209999
"506","2017-11-21",48.060001
"507","2017-11-22",48.810001
"508","2017-11-24",48.860001
"509","2017-11-27",41.02
"510","2017-11-28",42.549999
"511","2017-11-29",39.130001
"512","2017-11-30",39.220001
"513","2017-12-01",38.220001
"514","2017-12-04",36.869999
"515","2017-12-05",37.599998
"516","2017-12-06",37.610001
"517","2017-12-07",38.73
"518","2017-12-08",38.09
"519","2017-12-11",38.299999
"520","2017-12-12",38.080002
"521","2017-12-13",36.189999
"522","2017-12-14",37.009998
"523","2017-12-15",37.029999
"524","2017-12-18",37.75
"525","2017-12-19",36.919998
"526","2017-12-20",35.66
"527","2017-12-21",35.869999
"528","2017-12-22",35.139999
"529","2017-12-26",35.049999
"530","2017-12-27",35.75
"531","2017-12-28",35.130001
"532","2017-12-29",34.669998
"533","2018-01-02",36.169998
"534","2018-01-03",37.310001
"535","2018-01-04",38.099998
"536","2018-01-05",41.139999
"537","2018-01-08",40.759998
"538","2018-01-09",40.880001
"539","2018-01-10",40.84
"540","2018-01-11",42.299999
"541","2018-01-12",41.25
"542","2018-01-16",39.32
"543","2018-01-17",40.060001
"544","2018-01-18",40.27
"545","2018-01-19",42.560001
"546","2018-01-22",45.290001
"547","2018-01-23",45.009998
"548","2018-01-24",44.32
"549","2018-01-25",45.119999
"550","2018-01-26",45.970001
"551","2018-01-29",45.43
"552","2018-01-30",45.52
"553","2018-01-31",46.91
"554","2018-02-01",44.450001
"555","2018-02-02",43.610001
"556","2018-02-05",41.02
"557","2018-02-06",41.610001
"558","2018-02-07",41.669998
"559","2018-02-08",39.5
"560","2018-02-09",39.57
"561","2018-02-12",39.919998
"562","2018-02-13",42.110001
"563","2018-02-14",41.849998
"564","2018-02-15",44.290001
"565","2018-02-16",44.110001
"566","2018-02-20",44.93
"567","2018-02-21",44.099998
"568","2018-02-22",44.900002
"569","2018-02-23",44.860001
"570","2018-02-26",46.549999
"571","2018-02-27",45.91
"572","2018-02-28",46.049999
"573","2018-03-01",46.009998
"574","2018-03-02",46.02
"575","2018-03-05",50.419998
"576","2018-03-06",49.599998
"577","2018-03-07",50.720001
"578","2018-03-08",52.25
"579","2018-03-09",52.490002
"580","2018-03-12",53.189999
"581","2018-03-13",51.830002
"582","2018-03-14",54.610001
"583","2018-03-15",54.84
"584","2018-03-16",54.889999
"585","2018-03-19",54.580002
"586","2018-03-20",57.689999
"587","2018-03-21",57.09
"588","2018-03-22",55.16
"589","2018-03-23",51.669998
"590","2018-03-26",53.549999
"591","2018-03-27",51.060001
"592","2018-03-28",47.389999
"593","2018-03-29",49.200001
"594","2018-04-02",47.68
"595","2018-04-03",47.580002
"596","2018-04-04",47.669998
"597","2018-04-05",48.02
"598","2018-04-06",45.869999
"599","2018-04-09",45.889999
"600","2018-04-10",47.799999
"601","2018-04-11",47.759998
"602","2018-04-12",49.689999
"603","2018-04-13",47.5
"604","2018-04-16",47.029999
"605","2018-04-17",49.130001
"606","2018-04-18",51.380001
"607","2018-04-19",50.630001
"608","2018-04-20",51.459999
"609","2018-04-23",50.349998
"610","2018-04-24",46.009998
"611","2018-04-25",44.75
"612","2018-04-26",46.740002
"613","2018-04-27",47.57
"614","2018-04-30",47.34
"615","2018-05-01",48.200001
"616","2018-05-02",48.66
"617","2018-05-03",49.209999
"618","2018-05-04",49.099998
"619","2018-05-07",51.119999
"620","2018-05-08",53.32
"621","2018-05-09",54.259998
"622","2018-05-10",54.650002
"623","2018-05-11",54.73
"624","2018-05-14",54.279999
"625","2018-05-15",54.650002
"626","2018-05-16",56.59
"627","2018-05-17",54.82
"628","2018-05-18",55.040001
"629","2018-05-21",56.389999
"630","2018-05-22",54.630001
"631","2018-05-23",55.09
"632","2018-05-24",55.549999
"633","2018-05-25",55.77
"634","2018-05-29",56.919998
"635","2018-05-30",57.91
"636","2018-05-31",58.25
"637","2018-06-01",59.41
"638","2018-06-04",61.200001
"639","2018-06-05",61.57
"640","2018-06-06",62.720001
"641","2018-06-07",60.669998
"642","2018-06-08",61.779999
"643","2018-06-11",61.290001
"644","2018-06-12",63.209999
"645","2018-06-13",62.5
"646","2018-06-14",63.880001
"647","2018-06-15",64.480003
"648","2018-06-18",66.199997
"649","2018-06-19",65.959999
"650","2018-06-20",67.589996
"651","2018-06-21",67.099998
"652","2018-06-22",65.75
"653","2018-06-25",61.889999
"654","2018-06-26",62.549999
"655","2018-06-27",60.09
"656","2018-06-28",61.549999
"657","2018-06-29",61.639999
"658","2018-07-02",63.139999
"659","2018-07-03",61.75
"660","2018-07-05",64.150002
"661","2018-07-06",66.440002
"662","2018-07-09",66.480003
"663","2018-07-10",64.760002
"664","2018-07-11",65.330002
"665","2018-07-12",67.279999
"666","2018-07-13",66.970001
"667","2018-07-16",66.949997
"668","2018-07-17",68.330002
"669","2018-07-18",68.290001
"670","2018-07-19",70.32
"671","2018-07-20",70.410004
"672","2018-07-23",71.599998
"673","2018-07-24",69.360001
"674","2018-07-25",72.529999
"675","2018-07-26",71.989998
"676","2018-07-27",69.849998
"677","2018-07-30",65.620003
"678","2018-07-31",64.650002
"679","2018-08-01",66.860001
"680","2018-08-02",72.650002
"681","2018-08-03",68.360001
"682","2018-08-06",70.919998
"683","2018-08-07",71
"684","2018-08-08",70.82
"685","2018-08-09",69.379997
"686","2018-08-10",70.599998
"687","2018-08-13",72.370003
"688","2018-08-14",74.970001
"689","2018-08-15",72.239998
"690","2018-08-16",72.760002
"691","2018-08-17",72.900002
"692","2018-08-20",74.260002
"693","2018-08-21",75.190002
"694","2018-08-22",76.440002
"695","2018-08-23",77.120003
"696","2018-08-24",78.18
"697","2018-08-27",78.25
"698","2018-08-28",80.800003
"699","2018-08-29",85.699997
"700","2018-08-30",87.760002
"701","2018-08-31",88.639999
"702","2018-09-04",91.25
"703","2018-09-05",87.199997
"704","2018-09-06",88.540001
"705","2018-09-07",89.970001
"706","2018-09-10",89.389999
"707","2018-09-11",92.279999
"708","2018-09-12",90.440002
"709","2018-09-13",90.220001
"710","2018-09-14",90.82
"711","2018-09-17",86.860001
"712","2018-09-18",87.989998
"713","2018-09-19",84.800003
"714","2018-09-20",86.510002
"715","2018-09-21",85.300003
"716","2018-09-24",86.040001
"717","2018-09-25",95.349998
"718","2018-09-26",94.650002
"719","2018-09-27",97.959999
"720","2018-09-28",99.010002
"721","2018-10-01",97.279999
"722","2018-10-02",97.830002
"723","2018-10-03",96.959999
"724","2018-10-04",94.489998
"725","2018-10-05",94.110001
"726","2018-10-08",86.059998
"727","2018-10-09",86.169998
"728","2018-10-10",77.449997
"729","2018-10-11",69.029999
"730","2018-10-12",73.970001
"731","2018-10-15",73.769997
"732","2018-10-16",78.720001
"733","2018-10-17",78.050003
"734","2018-10-18",74.959999
"735","2018-10-19",74.07
"736","2018-10-22",75.720001
"737","2018-10-23",74.150002
"738","2018-10-24",69.339996
"739","2018-10-25",73.489998
"740","2018-10-26",71.120003
"741","2018-10-29",67.279999
"742","2018-10-30",68.760002
"743","2018-10-31",73.449997
"744","2018-11-01",76.739998
"745","2018-11-02",77.760002
"746","2018-11-05",75.010002
"747","2018-11-06",77.309998
"748","2018-11-07",82.690002
"749","2018-11-08",75.230003
"750","2018-11-09",73.269997
"751","2018-11-12",69.830002
"752","2018-11-13",71.849998
"753","2018-11-14",69.809998
"754","2018-11-15",73.599998
"755","2018-11-16",70.589996
"756","2018-11-19",62.970001
"757","2018-11-20",61.82
"758","2018-11-21",62.619999
"759","2018-11-23",63.470001
"760","2018-11-26",66.519997
"761","2018-11-27",65.879997
"762","2018-11-28",69.889999
"763","2018-11-29",69.900002
"764","2018-11-30",69.839996
"765","2018-12-03",71.949997
"766","2018-12-04",63.509998
"767","2018-12-06",65.690002
"768","2018-12-07",60.779999
"769","2018-12-10",63.380001
"770","2018-12-11",61.779999
"771","2018-12-12",63.650002
"772","2018-12-13",62.900002
"773","2018-12-14",62.139999
"774","2018-12-17",58.619999
"775","2018-12-18",59.919998
"776","2018-12-19",59.029999
"777","2018-12-20",55.900002
"778","2018-12-21",52.509998
"779","2018-12-24",50.720001
"780","2018-12-26",55.32
"781","2018-12-27",56.150002
"782","2018-12-28",55.869999
"783","2018-12-31",56.09
"784","2019-01-02",57.200001
"785","2019-01-03",52.419998
"786","2019-01-04",58.18
"787","2019-01-07",60.720001
"788","2019-01-08",63.119999
"789","2019-01-09",65.93
"790","2019-01-10",66.099998
"791","2019-01-11",66.230003
"792","2019-01-14",65.18
"793","2019-01-15",65.959999
"794","2019-01-16",65.900002
"795","2019-01-17",68.839996
"796","2019-01-18",72.239998
"797","2019-01-22",67.849998
"798","2019-01-23",69.099998
"799","2019-01-24",73.940002
"800","2019-01-25",77.970001
"801","2019-01-28",76.220001
"802","2019-01-29",68.559998
"803","2019-01-30",71.529999
"804","2019-01-31",71.349998
"805","2019-02-01",70.800003
"806","2019-02-04",71.75
"807","2019-02-05",72.279999
"808","2019-02-06",72.669998
"809","2019-02-07",71.949997
"810","2019-02-08",73.489998
"811","2019-02-11",74.32
"812","2019-02-12",75.589996
"813","2019-02-13",75.629997
"814","2019-02-14",75.669998
"815","2019-02-15",75.639999
"816","2019-02-19",76.639999
"817","2019-02-20",75.970001
"818","2019-02-21",74.43
"819","2019-02-22",76.080002
"820","2019-02-25",77.129997
"821","2019-02-26",77.949997
"822","2019-02-27",79.32
"823","2019-02-28",81.239998
"824","2019-03-01",77.459999
"825","2019-03-04",74.690002
"826","2019-03-05",76.040001
"827","2019-03-06",75.139999
"828","2019-03-07",74.110001
"829","2019-03-08",74.400002
"830","2019-03-11",75.529999
"831","2019-03-12",76.769997
"832","2019-03-13",77.849998
"833","2019-03-14",77.379997
"834","2019-03-15",76.650002
"835","2019-03-18",75.230003
"836","2019-03-19",76.809998
"837","2019-03-20",75.260002
"838","2019-03-21",78.529999
"839","2019-03-22",75.089996
"840","2019-03-25",74.550003
"841","2019-03-26",73.93
"842","2019-03-27",72.970001
"843","2019-03-28",74.260002
"844","2019-03-29",74.919998
"845","2019-04-01",76.32
"846","2019-04-02",75.599998
"847","2019-04-03",77.050003
"848","2019-04-04",74.519997
"849","2019-04-05",75.029999
"850","2019-04-08",75
"851","2019-04-09",74.599998
"852","2019-04-10",74.739998
"853","2019-04-11",75.5
"854","2019-04-12",75.279999
"855","2019-04-15",74.389999
"856","2019-04-16",73.489998
"857","2019-04-17",72.760002
"858","2019-04-18",70.739998
"859","2019-04-22",72.580002
"860","2019-04-23",72.449997
"861","2019-04-24",71.989998
"862","2019-04-25",72.650002
"863","2019-04-26",71.550003
"864","2019-04-29",72.720001
"865","2019-04-30",72.82
"866","2019-05-01",73.620003
"867","2019-05-02",67.739998
"868","2019-05-03",68.519997
"869","2019-05-06",70.139999
"870","2019-05-07",68.419998
"871","2019-05-08",67.25
"872","2019-05-09",66.389999
"873","2019-05-10",65.989998
"874","2019-05-13",62.389999
"875","2019-05-14",64.110001
"876","2019-05-15",65.230003
"877","2019-05-16",66.400002
"878","2019-05-17",65.309998
"879","2019-05-20",64.389999
"880","2019-05-21",65.919998
"881","2019-05-22",66.459999
"882","2019-05-23",63.75
"883","2019-05-24",64.660004
"884","2019-05-28",65.82
"885","2019-05-29",63.23
"886","2019-05-30",63.669998
"887","2019-05-31",61.950001
"888","2019-06-03",60.619999
"889","2019-06-04",63.389999
"890","2019-06-05",64.93
"891","2019-06-06",65.769997
"892","2019-06-07",68.459999
"893","2019-06-10",70.370003
"894","2019-06-11",70.18
"895","2019-06-12",70.459999
"896","2019-06-13",72.18
"897","2019-06-14",71.589996
"898","2019-06-17",72.209999
"899","2019-06-18",71.82
"900","2019-06-19",72.660004
"901","2019-06-20",74.419998
"902","2019-06-21",72.870003
"903","2019-06-24",72.709999
"904","2019-06-25",69.870003
"905","2019-06-26",69.949997
"906","2019-06-27",71.279999
"907","2019-06-28",72.529999
"908","2019-07-01",73.199997
"909","2019-07-02",73.970001
"910","2019-07-03",74.260002
"911","2019-07-05",74.309998
"912","2019-07-08",73.43
"913","2019-07-09",77.959999
"914","2019-07-10",78.370003
"915","2019-07-11",79.440002
"916","2019-07-12",82.279999
"917","2019-07-15",82.169998
"918","2019-07-16",80.589996
"919","2019-07-17",80.870003
"920","2019-07-18",81.059998
"921","2019-07-19",78.510002
"922","2019-07-22",78.57
"923","2019-07-23",78.839996
"924","2019-07-24",80.43
"925","2019-07-25",80.019997
"926","2019-07-26",81.809998
"927","2019-07-29",80.199997
"928","2019-07-30",80.489998
"929","2019-07-31",80.410004
"930","2019-08-01",80.980003
"931","2019-08-02",69.599998
"932","2019-08-05",64.849998
"933","2019-08-06",64.599998
"934","2019-08-07",65
"935","2019-08-08",66.269997
"936","2019-08-09",65.010002
"937","2019-08-12",62.299999
"938","2019-08-13",63
"939","2019-08-14",61.549999
"940","2019-08-15",62
"941","2019-08-16",62.869999
"942","2019-08-19",64.080002
"943","2019-08-20",64.370003
"944","2019-08-21",65.410004
"945","2019-08-22",64.68
"946","2019-08-23",61.779999
"947","2019-08-26",62.799999
"948","2019-08-27",61.75
"949","2019-08-28",62.150002
"950","2019-08-29",62.84
"951","2019-08-30",61.84
"952","2019-09-03",61.130001
"953","2019-09-04",61.169998
"954","2019-09-05",63.02
"955","2019-09-06",62
"956","2019-09-09",61.470001
"957","2019-09-10",60.549999
"958","2019-09-11",59.200001
"959","2019-09-12",57.790001
"960","2019-09-13",58.290001
"961","2019-09-16",59.25
"962","2019-09-17",59.599998
"963","2019-09-18",59.75
"964","2019-09-19",59.029999
"965","2019-09-20",57.849998
"966","2019-09-23",56.759998
"967","2019-09-24",57.5
"968","2019-09-25",58.509998
