"","date","SVMK"
"90","2019-02-05",13.69
"91","2019-02-06",13.7
"92","2019-02-07",14.01
"93","2019-02-08",14.08
"94","2019-02-11",14.31
"95","2019-02-12",14.1
"96","2019-02-13",14.06
"97","2019-02-14",11.85
"98","2019-02-15",12.35
"99","2019-02-19",12.98
"100","2019-02-20",13.19
"101","2019-02-21",13.15
"102","2019-02-22",13.51
"103","2019-02-25",13.1
"104","2019-02-26",13.09
"105","2019-02-27",14.28
"106","2019-02-28",15.17
"107","2019-03-01",15
"108","2019-03-04",14.69
"109","2019-03-05",14.71
"110","2019-03-06",14.98
"111","2019-03-07",15.41
"112","2019-03-08",15.2
"113","2019-03-11",15.45
"114","2019-03-12",15.79
"115","2019-03-13",15.55
"116","2019-03-14",15.13
"117","2019-03-15",15.38
"118","2019-03-18",15.45
"119","2019-03-19",15.22
"120","2019-03-20",15.13
"121","2019-03-21",15.2
"122","2019-03-22",15.02
"123","2019-03-25",15.24
"124","2019-03-26",16.82
"125","2019-03-27",17
"126","2019-03-28",17.799999
"127","2019-03-29",18.209999
"128","2019-04-01",18.299999
"129","2019-04-02",18.02
"130","2019-04-03",18.120001
"131","2019-04-04",17.719999
"132","2019-04-05",17.6
"133","2019-04-08",17.27
"134","2019-04-09",17.450001
"135","2019-04-10",17.959999
"136","2019-04-11",17.690001
"137","2019-04-12",17.120001
"138","2019-04-15",17.120001
"139","2019-04-16",17.309999
"140","2019-04-17",17.379999
"141","2019-04-18",17.48
"142","2019-04-22",17
"143","2019-04-23",17.559999
"144","2019-04-24",17.6
"145","2019-04-25",17.68
"146","2019-04-26",17.74
"147","2019-04-29",17.969999
"148","2019-04-30",17.9
"149","2019-05-01",17.530001
"150","2019-05-02",17.530001
"151","2019-05-03",17.860001
"152","2019-05-06",17.959999
"153","2019-05-07",17.809999
"154","2019-05-08",17.73
"155","2019-05-09",17.75
"156","2019-05-10",16.82
"157","2019-05-13",16.07
"158","2019-05-14",16.08
"159","2019-05-15",16.48
"160","2019-05-16",16.700001
"161","2019-05-17",17.030001
"162","2019-05-20",16.75
"163","2019-05-21",16.959999
"164","2019-05-22",16.98
"165","2019-05-23",16.98
"166","2019-05-24",17.1
"167","2019-05-28",17.35
"168","2019-05-29",17.280001
"169","2019-05-30",17.030001
"170","2019-05-31",17.200001
"171","2019-06-03",16.209999
"172","2019-06-04",16.120001
"173","2019-06-05",16.33
"174","2019-06-06",16.719999
"175","2019-06-07",16.959999
"176","2019-06-10",16.83
"177","2019-06-11",16.620001
"178","2019-06-12",16.4
"179","2019-06-13",15.95
"180","2019-06-14",16.299999
"181","2019-06-17",16.280001
"182","2019-06-18",16.690001
"183","2019-06-19",17.040001
"184","2019-06-20",17.059999
"185","2019-06-21",16.49
"186","2019-06-24",16.75
"187","2019-06-25",16.209999
"188","2019-06-26",15.84
"189","2019-06-27",15.94
"190","2019-06-28",16.51
"191","2019-07-01",16.440001
"192","2019-07-02",16.48
"193","2019-07-03",16.66
"194","2019-07-05",16.66
"195","2019-07-08",16.32
"196","2019-07-09",16.530001
"197","2019-07-10",16.459999
"198","2019-07-11",16.34
"199","2019-07-12",16.540001
"200","2019-07-15",16.58
"201","2019-07-16",16.639999
"202","2019-07-17",16.969999
"203","2019-07-18",16.879999
"204","2019-07-19",17.02
"205","2019-07-22",17.32
"206","2019-07-23",17.219999
"207","2019-07-24",17.68
"208","2019-07-25",17.790001
"209","2019-07-26",18.809999
"210","2019-07-29",18.139999
"211","2019-07-30",17.620001
"212","2019-07-31",16.969999
"213","2019-08-01",16.51
"214","2019-08-02",19.469999
"215","2019-08-05",18.110001
"216","2019-08-06",18.82
"217","2019-08-07",18.58
"218","2019-08-08",18.610001
"219","2019-08-09",18.74
"220","2019-08-12",18.389999
"221","2019-08-13",17.969999
"222","2019-08-14",17.82
"223","2019-08-15",17.690001
"224","2019-08-16",17.4
"225","2019-08-19",17.02
"226","2019-08-20",17.5
"227","2019-08-21",17.860001
"228","2019-08-22",18.41
"229","2019-08-23",17.99
"230","2019-08-26",17.84
"231","2019-08-27",17.51
"232","2019-08-28",17.299999
"233","2019-08-29",17.110001
"234","2019-08-30",16.74
"235","2019-09-03",16.24
"236","2019-09-04",16.6
"237","2019-09-05",16.84
"238","2019-09-06",16.73
"239","2019-09-09",16.58
"240","2019-09-10",16.77
"241","2019-09-11",17.280001
"242","2019-09-12",17.700001
"243","2019-09-13",17.299999
"244","2019-09-16",17.67
"245","2019-09-17",18.26
"246","2019-09-18",18.32
"247","2019-09-19",18.33
"248","2019-09-20",18.08
"249","2019-09-23",18.08
"250","2019-09-24",17.549999
"251","2019-09-25",17.52
"252","2019-09-26",17.01
"253","2019-09-27",16.950001
"254","2019-09-30",17.1
"255","2019-10-01",17.34
"256","2019-10-02",17.110001
"257","2019-10-03",17.92
"258","2019-10-04",18.110001
"259","2019-10-07",18.209999
"260","2019-10-08",17.690001
"261","2019-10-09",18.26
"262","2019-10-10",17.879999
"263","2019-10-11",17.690001
"264","2019-10-14",17.540001
"265","2019-10-15",18.379999
"266","2019-10-16",18.51
"267","2019-10-17",18.4
"268","2019-10-18",17.469999
"269","2019-10-21",17.57
"270","2019-10-22",17.299999
"271","2019-10-23",17.370001
"272","2019-10-24",17.870001
"273","2019-10-25",18.200001
"274","2019-10-28",18.42
"275","2019-10-29",18.290001
"276","2019-10-30",18.549999
"277","2019-10-31",18.4
"278","2019-11-01",18.459999
"279","2019-11-04",17.82
"280","2019-11-05",17.709999
"281","2019-11-06",17.42
"282","2019-11-07",17.24
"283","2019-11-08",15.98
"284","2019-11-11",16.58
"285","2019-11-12",16.219999
"286","2019-11-13",16.43
"287","2019-11-14",16.700001
"288","2019-11-15",17.1
"289","2019-11-18",17.02
"290","2019-11-19",17.01
"291","2019-11-20",17.110001
"292","2019-11-21",17.040001
"293","2019-11-22",17.030001
"294","2019-11-25",17.309999
"295","2019-11-26",17.09
"296","2019-11-27",17.26
"297","2019-11-29",17.07
"298","2019-12-02",16.969999
"299","2019-12-03",17.440001
"300","2019-12-04",17.51
"301","2019-12-05",17.51
"302","2019-12-06",17.469999
"303","2019-12-09",17.35
"304","2019-12-10",17.08
"305","2019-12-11",17.549999
"306","2019-12-12",17.82
"307","2019-12-13",17.629999
"308","2019-12-16",17.790001
"309","2019-12-17",17.93
"310","2019-12-18",17.85
"311","2019-12-19",17.690001
"312","2019-12-20",17.940001
"313","2019-12-23",17.85
"314","2019-12-24",18.059999
"315","2019-12-26",18.120001
"316","2019-12-27",17.9
"317","2019-12-30",17.76
"318","2019-12-31",17.870001
"319","2020-01-02",18.42
"320","2020-01-03",18.379999
"321","2020-01-06",18.4
"322","2020-01-07",18.33
"323","2020-01-08",18.74
"324","2020-01-09",19.059999
"325","2020-01-10",19.209999
"326","2020-01-13",19.790001
"327","2020-01-14",19.969999
"328","2020-01-15",19.889999
"329","2020-01-16",20.49
"330","2020-01-17",19.700001
"331","2020-01-21",19.5
"332","2020-01-22",18.75
"333","2020-01-23",18.77
"334","2020-01-24",18.6
"335","2020-01-27",18.049999
"336","2020-01-28",18.25
"337","2020-01-29",17.83
"338","2020-01-30",17.82
"339","2020-01-31",17.65
"340","2020-02-03",17.709999
"341","2020-02-04",18.1
"342","2020-02-05",17.9
"343","2020-02-06",18.51
"344","2020-02-07",18.530001
"345","2020-02-10",18.43
"346","2020-02-11",18.15
"347","2020-02-12",18.49
"348","2020-02-13",18.450001
"349","2020-02-14",21.809999
"350","2020-02-18",21.32
"351","2020-02-19",21.27
"352","2020-02-20",20.74
"353","2020-02-21",20.77
"354","2020-02-24",19.790001
"355","2020-02-25",19.35
"356","2020-02-26",19.09
"357","2020-02-27",18.629999
"358","2020-02-28",18.23
"359","2020-03-02",17.620001
"360","2020-03-03",17.27
"361","2020-03-04",17.530001
"362","2020-03-05",17.219999
"363","2020-03-06",16.68
"364","2020-03-09",15.3
"365","2020-03-10",15.83
"366","2020-03-11",14.67
"367","2020-03-12",13.51
"368","2020-03-13",13.67
"369","2020-03-16",11.22
"370","2020-03-17",11.07
"371","2020-03-18",10.1
"372","2020-03-19",10.67
"373","2020-03-20",11.02
"374","2020-03-23",11.11
"375","2020-03-24",12.73
"376","2020-03-25",12.76
"377","2020-03-26",14.04
"378","2020-03-27",13.63
"379","2020-03-30",13.7
"380","2020-03-31",13.51
"381","2020-04-01",12.71
"382","2020-04-02",12.05
"383","2020-04-03",11.69
"384","2020-04-06",12.48
"385","2020-04-07",12.36
"386","2020-04-08",12.79
"387","2020-04-09",13.57
"388","2020-04-13",13.47
"389","2020-04-14",14.22
"390","2020-04-15",14.02
"391","2020-04-16",13.57
"392","2020-04-17",14.66
"393","2020-04-20",14.52
"394","2020-04-21",14.27
"395","2020-04-22",14.86
"396","2020-04-23",14.95
"397","2020-04-24",15.34
"398","2020-04-27",15.78
"399","2020-04-28",15.59
"400","2020-04-29",16.059999
"401","2020-04-30",15.7
"402","2020-05-01",14.53
"403","2020-05-04",14.99
"404","2020-05-05",15.51
"405","2020-05-06",15.87
"406","2020-05-07",16.99
"407","2020-05-08",18.469999
"408","2020-05-11",18.540001
"409","2020-05-12",18.73
"410","2020-05-13",18.950001
"411","2020-05-14",19.129999
"412","2020-05-15",19.17
"413","2020-05-18",19
"414","2020-05-19",19.440001
"415","2020-05-20",19.540001
"416","2020-05-21",19.24
"417","2020-05-22",19.809999
"418","2020-05-26",20.040001
"419","2020-05-27",19.92
"420","2020-05-28",19.59
"421","2020-05-29",20.15
"422","2020-06-01",20.65
"423","2020-06-02",21.33
"424","2020-06-03",21.65
"425","2020-06-04",21.610001
"426","2020-06-05",21.290001
"427","2020-06-08",21.709999
"428","2020-06-09",21.719999
"429","2020-06-10",21.83
"430","2020-06-11",20.620001
"431","2020-06-12",20.950001
"432","2020-06-15",21.48
"433","2020-06-16",22.09
"434","2020-06-17",21.67
"435","2020-06-18",22.49
"436","2020-06-19",22.799999
"437","2020-06-22",22.92
"438","2020-06-23",23.07
"439","2020-06-24",23.02
"440","2020-06-25",23.91
"441","2020-06-26",23.16
"442","2020-06-29",23
"443","2020-06-30",23.540001
"444","2020-07-01",24.360001
"445","2020-07-02",23.65
"446","2020-07-06",23.719999
"447","2020-07-07",23.459999
"448","2020-07-08",23.700001
"449","2020-07-09",23.85
"450","2020-07-10",23.719999
"451","2020-07-13",22.290001
"452","2020-07-14",22.98
"453","2020-07-15",22.85
"454","2020-07-16",22.41
"455","2020-07-17",22.74
"456","2020-07-20",23.620001
"457","2020-07-21",23.379999
"458","2020-07-22",23.17
"459","2020-07-23",22.76
"460","2020-07-24",22.35
"461","2020-07-27",23.360001
"462","2020-07-28",23.09
"463","2020-07-29",23.700001
"464","2020-07-30",24.200001
"465","2020-07-31",23.98
"466","2020-08-03",24.99
"467","2020-08-04",25.23
"468","2020-08-05",25.309999
"469","2020-08-06",24.690001
"470","2020-08-07",22.969999
"471","2020-08-10",21.74
"472","2020-08-11",21.67
"473","2020-08-12",21.959999
"474","2020-08-13",22.389999
"475","2020-08-14",22.209999
"476","2020-08-17",22.5
"477","2020-08-18",22.75
"478","2020-08-19",22.450001
"479","2020-08-20",22.959999
"480","2020-08-21",23.4
"481","2020-08-24",23.1
"482","2020-08-25",23.690001
"483","2020-08-26",24.780001
"484","2020-08-27",24.91
"485","2020-08-28",24.98
"486","2020-08-31",24.889999
"487","2020-09-01",25.84
"488","2020-09-02",26.08
"489","2020-09-03",23.91
"490","2020-09-04",22.639999
"491","2020-09-08",21.99
"492","2020-09-09",23.08
"493","2020-09-10",22.74
"494","2020-09-11",22.16
"495","2020-09-14",22.440001
"496","2020-09-15",22.540001
"497","2020-09-16",22.77
"498","2020-09-17",22.379999
"499","2020-09-18",22.32
"500","2020-09-21",22.35
"501","2020-09-22",22.98
"502","2020-09-23",22.09
"503","2020-09-24",21.450001
"504","2020-09-25",22.370001
"505","2020-09-28",22.690001
"506","2020-09-29",22.74
"507","2020-09-30",22.110001
"508","2020-10-01",22.66
"509","2020-10-02",22.01
"510","2020-10-05",22.040001
"511","2020-10-06",22.5
"512","2020-10-07",22.84
"513","2020-10-08",22.969999
"514","2020-10-09",22.92
"515","2020-10-12",23.209999
"516","2020-10-13",23.26
"517","2020-10-14",23.209999
"518","2020-10-15",23.360001
"519","2020-10-16",23.309999
"520","2020-10-19",23.48
"521","2020-10-20",23.379999
"522","2020-10-21",23.1
"523","2020-10-22",23.389999
"524","2020-10-23",23.610001
"525","2020-10-26",23.09
"526","2020-10-27",22.35
"527","2020-10-28",21.360001
"528","2020-10-29",21.129999
"529","2020-10-30",20.93
"530","2020-11-02",21.280001
"531","2020-11-03",21.59
"532","2020-11-04",22.120001
"533","2020-11-05",22.52
"534","2020-11-06",21.860001
"535","2020-11-09",20.5
"536","2020-11-10",21.01
"537","2020-11-11",21.280001
"538","2020-11-12",21.059999
"539","2020-11-13",21
"540","2020-11-16",20.85
"541","2020-11-17",21.639999
"542","2020-11-18",21.110001
"543","2020-11-19",21.129999
"544","2020-11-20",20.870001
"545","2020-11-23",20.65
"546","2020-11-24",20.559999
"547","2020-11-25",20.950001
"548","2020-11-27",21.58
