"","date","LKCO"
"81","2019-05-10",6.16
"82","2019-05-13",6.527
"83","2019-05-14",7.5
"84","2019-05-15",7.39
"85","2019-05-16",6.72
"86","2019-05-17",6.8
"87","2019-05-20",6.17
"88","2019-05-21",6.388
"89","2019-05-22",6.47
"90","2019-05-23",6.645
"91","2019-05-24",6.65
"92","2019-05-28",6.58
"93","2019-05-29",6.5
"94","2019-05-30",6.63
"95","2019-05-31",6.22
"96","2019-06-03",6.3
"97","2019-06-04",6.36
"98","2019-06-05",6.148
"99","2019-06-06",5.21
"100","2019-06-07",6.05
"101","2019-06-10",6.33
"102","2019-06-11",6.15
"103","2019-06-12",6.28
"104","2019-06-13",6.27
"105","2019-06-14",5.89
"106","2019-06-17",6.05
"107","2019-06-18",6.07
"108","2019-06-19",6.21
"109","2019-06-20",6
"110","2019-06-21",6.16
"111","2019-06-24",5.94
"112","2019-06-25",5.94
"113","2019-06-26",5.305
"114","2019-06-27",6.28
"115","2019-06-28",6.26
"116","2019-07-01",6.2
"117","2019-07-02",6.4
"118","2019-07-03",6.55
"119","2019-07-05",6.65
"120","2019-07-08",7.33
"121","2019-07-09",8.15
"122","2019-07-10",8.5
"123","2019-07-11",8.32
"124","2019-07-12",9.06
"125","2019-07-15",9.26
"126","2019-07-16",10.09
"127","2019-07-17",10.04
"128","2019-07-18",9.18
"129","2019-07-19",9.5
"130","2019-07-22",9.15
"131","2019-07-23",9.15
"132","2019-07-24",9.18
"133","2019-07-25",9
"134","2019-07-26",9.22
"135","2019-07-29",9.61
"136","2019-07-30",9.83
"137","2019-07-31",10.1
"138","2019-08-01",10.26
"139","2019-08-02",10.01
"140","2019-08-05",9.55
"141","2019-08-06",9.22
"142","2019-08-07",9.27
"143","2019-08-08",9.45
"144","2019-08-09",9
"145","2019-08-12",9.15
"146","2019-08-13",8.52
"147","2019-08-14",8.66
"148","2019-08-15",8.55
"149","2019-08-16",8.4
"150","2019-08-19",7.7
"151","2019-08-20",7.59
"152","2019-08-21",7.66
"153","2019-08-22",7.72
"154","2019-08-23",7.85
"155","2019-08-26",7.4
"156","2019-08-27",7.19
"157","2019-08-28",6.14
"158","2019-08-29",6.28
"159","2019-08-30",6.11
"160","2019-09-03",6.36
"161","2019-09-04",6.5
"162","2019-09-05",6.31
"163","2019-09-06",6.1
"164","2019-09-09",6.16
"165","2019-09-10",6.14
"166","2019-09-11",6.4
"167","2019-09-12",6.41
"168","2019-09-13",7.02
"169","2019-09-16",7.04
"170","2019-09-17",6.81
"171","2019-09-18",6.5
"172","2019-09-19",6.58
"173","2019-09-20",6.83
"174","2019-09-23",6.45
"175","2019-09-24",6.33
"176","2019-09-25",6.05
"177","2019-09-26",6.06
"178","2019-09-27",5.43
"179","2019-09-30",5.52
"180","2019-10-01",5.88
"181","2019-10-02",6.13
"182","2019-10-03",5.69
"183","2019-10-04",5.58
"184","2019-10-07",5.24
"185","2019-10-08",5.06
"186","2019-10-09",4.79
"187","2019-10-10",4.09
"188","2019-10-11",3.47
"189","2019-10-14",2.46
"190","2019-10-15",2.25
"191","2019-10-16",2.28
"192","2019-10-17",2.18
"193","2019-10-18",1.95
"194","2019-10-21",1.78
"195","2019-10-22",1.49
"196","2019-10-23",1.55
"197","2019-10-24",1.64
"198","2019-10-25",1.64
"199","2019-10-28",1.88
"200","2019-10-29",1.8
"201","2019-10-30",1.8
"202","2019-10-31",1.76
"203","2019-11-01",1.67
"204","2019-11-04",1.65
"205","2019-11-05",1.58
"206","2019-11-06",1.57
"207","2019-11-07",1.64
"208","2019-11-08",1.6
"209","2019-11-11",1.6
"210","2019-11-12",1.57
"211","2019-11-13",1.69
"212","2019-11-14",1.58
"213","2019-11-15",1.56
"214","2019-11-18",1.57
"215","2019-11-19",1.48
"216","2019-11-20",1.37
"217","2019-11-21",1.28
"218","2019-11-22",1.29
"219","2019-11-25",1.295
"220","2019-11-26",1.33
"221","2019-11-27",1.32
"222","2019-11-29",1.35
"223","2019-12-02",1.32
"224","2019-12-03",1.33
"225","2019-12-04",1.46
"226","2019-12-05",1.34
"227","2019-12-06",1.39
"228","2019-12-09",1.36
"229","2019-12-10",1.34
"230","2019-12-11",1.36
"231","2019-12-12",1.34
"232","2019-12-13",1.34
"233","2019-12-16",1.32
"234","2019-12-17",1.44
"235","2019-12-18",1.54
"236","2019-12-19",1.65
"237","2019-12-20",1.39
"238","2019-12-23",1.45
"239","2019-12-24",1.46
"240","2019-12-26",1.46
"241","2019-12-27",1.51
"242","2019-12-30",1.57
"243","2019-12-31",1.63
"244","2020-01-02",1.61
"245","2020-01-03",1.59
"246","2020-01-06",1.47
"247","2020-01-07",1.46
"248","2020-01-08",1.375
"249","2020-01-09",1.35
"250","2020-01-10",1.33
"251","2020-01-13",1.33
"252","2020-01-14",1.4
"253","2020-01-15",1.3
"254","2020-01-16",1.29
"255","2020-01-17",1.26
"256","2020-01-21",1.17
"257","2020-01-22",1.16
"258","2020-01-23",0.97
"259","2020-01-24",1.02
"260","2020-01-27",0.953
"261","2020-01-28",0.967
"262","2020-01-29",0.782
"263","2020-01-30",0.87
"264","2020-01-31",0.854
"265","2020-02-03",0.82
"266","2020-02-04",0.91
"267","2020-02-05",0.9
"268","2020-02-06",0.91
"269","2020-02-07",0.938
"270","2020-02-10",1.08
"271","2020-02-11",1.02
"272","2020-02-12",1.07
"273","2020-02-13",1.02
"274","2020-02-14",1.07
"275","2020-02-18",1.08
"276","2020-02-19",1.06
"277","2020-02-20",1.05
"278","2020-02-21",1.01
"279","2020-02-24",0.92
"280","2020-02-25",0.93
"281","2020-02-26",0.938
"282","2020-02-27",0.9
"283","2020-02-28",0.87
"284","2020-03-02",0.882
"285","2020-03-03",0.847
"286","2020-03-04",0.85
"287","2020-03-05",0.828
"288","2020-03-06",0.834
"289","2020-03-09",0.78
"290","2020-03-10",0.789
"291","2020-03-11",0.75
"292","2020-03-12",0.69
"293","2020-03-13",0.625
"294","2020-03-16",0.573
"295","2020-03-17",0.471
"296","2020-03-18",0.414
"297","2020-03-19",0.383
"298","2020-03-20",0.373
"299","2020-03-23",0.38
"300","2020-03-24",0.36
"301","2020-03-25",0.385
"302","2020-03-26",0.6
"303","2020-03-27",0.775
"304","2020-03-30",0.839
"305","2020-03-31",0.66
"306","2020-04-01",0.639
"307","2020-04-02",0.62
"308","2020-04-03",0.627
"309","2020-04-06",0.57
"310","2020-04-07",0.57
"311","2020-04-08",0.56
"312","2020-04-09",0.578
"313","2020-04-13",0.58
"314","2020-04-14",0.64
"315","2020-04-15",0.582
"316","2020-04-16",0.56
"317","2020-04-17",0.5
"318","2020-04-20",0.48
"319","2020-04-21",0.437
"320","2020-04-22",0.476
"321","2020-04-23",0.493
"322","2020-04-24",0.476
"323","2020-04-27",0.498
"324","2020-04-28",0.505
"325","2020-04-29",0.544
"326","2020-04-30",0.53
"327","2020-05-01",0.5
"328","2020-05-04",0.482
"329","2020-05-05",0.466
"330","2020-05-06",0.472
"331","2020-05-07",0.473
"332","2020-05-08",0.53
"333","2020-05-11",0.5
"334","2020-05-12",0.455
"335","2020-05-13",0.488
"336","2020-05-14",0.469
"337","2020-05-15",0.475
"338","2020-05-18",0.481
"339","2020-05-19",0.461
"340","2020-05-20",0.499
"341","2020-05-21",0.515
"342","2020-05-22",0.521
"343","2020-05-26",0.525
"344","2020-05-27",0.5
"345","2020-05-28",0.51
"346","2020-05-29",0.481
"347","2020-06-01",0.507
"348","2020-06-02",0.55
"349","2020-06-03",0.69
"350","2020-06-04",0.66
"351","2020-06-05",0.661
"352","2020-06-08",0.67
"353","2020-06-09",0.6
"354","2020-06-10",0.595
"355","2020-06-11",0.53
"356","2020-06-12",0.547
"357","2020-06-15",0.665
"358","2020-06-16",0.627
"359","2020-06-17",0.616
"360","2020-06-18",0.611
"361","2020-06-19",0.6
"362","2020-06-22",0.581
"363","2020-06-23",0.635
"364","2020-06-24",0.66
"365","2020-06-25",0.643
"366","2020-06-26",0.64
"367","2020-06-29",0.63
"368","2020-06-30",0.663
"369","2020-07-01",0.859
"370","2020-07-02",0.64
"371","2020-07-06",0.7
"372","2020-07-07",0.677
"373","2020-07-08",0.714
"374","2020-07-09",0.701
"375","2020-07-10",0.756
"376","2020-07-13",0.79
"377","2020-07-14",0.76
"378","2020-07-15",0.759
"379","2020-07-16",0.715
"380","2020-07-17",0.703
"381","2020-07-20",0.769
"382","2020-07-21",0.79
"383","2020-07-22",0.738
"384","2020-07-23",0.725
"385","2020-07-24",0.675
"386","2020-07-27",0.616
"387","2020-07-28",0.66
"388","2020-07-29",0.655
"389","2020-07-30",0.758
"390","2020-07-31",0.686
"391","2020-08-03",0.656
"392","2020-08-04",0.643
"393","2020-08-05",0.65
"394","2020-08-06",0.645
"395","2020-08-07",0.64
"396","2020-08-10",0.62
"397","2020-08-11",0.61
"398","2020-08-12",0.596
"399","2020-08-13",0.56
"400","2020-08-14",0.553
"401","2020-08-17",0.519
"402","2020-08-18",0.549
"403","2020-08-19",0.53
"404","2020-08-20",0.538
"405","2020-08-21",0.523
"406","2020-08-24",0.51
"407","2020-08-25",0.543
"408","2020-08-26",0.507
"409","2020-08-27",0.51
"410","2020-08-28",0.509
"411","2020-08-31",0.476
"412","2020-09-01",0.441
"413","2020-09-02",0.419
"414","2020-09-03",0.414
"415","2020-09-04",0.406
"416","2020-09-08",0.44
"417","2020-09-09",0.426
"418","2020-09-10",0.398
"419","2020-09-11",0.392
"420","2020-09-14",0.4
"421","2020-09-15",0.415
"422","2020-09-16",0.4
"423","2020-09-17",0.401
"424","2020-09-18",0.457
"425","2020-09-21",0.446
"426","2020-09-22",0.434
"427","2020-09-23",0.411
"428","2020-09-24",0.408
"429","2020-09-25",0.428
"430","2020-09-28",0.46
"431","2020-09-29",0.525
"432","2020-09-30",0.493
"433","2020-10-01",0.499
"434","2020-10-02",0.489
"435","2020-10-05",0.472
"436","2020-10-06",0.48
"437","2020-10-07",0.475
"438","2020-10-08",0.499
"439","2020-10-09",0.51
"440","2020-10-12",0.529
"441","2020-10-13",0.54
"442","2020-10-14",0.525
"443","2020-10-15",0.508
"444","2020-10-16",0.515
"445","2020-10-19",0.569
"446","2020-10-20",0.61
"447","2020-10-21",0.637
"448","2020-10-22",0.58
"449","2020-10-23",0.52
"450","2020-10-26",0.5
"451","2020-10-27",0.499
"452","2020-10-28",0.49
"453","2020-10-29",0.478
"454","2020-10-30",0.44
"455","2020-11-02",0.43
"456","2020-11-03",0.44
"457","2020-11-04",0.43
"458","2020-11-05",0.428
"459","2020-11-06",0.42
"460","2020-11-09",0.43
"461","2020-11-10",0.464
"462","2020-11-11",0.448
"463","2020-11-12",0.429
"464","2020-11-13",0.419
"465","2020-11-16",0.419
"466","2020-11-17",0.41
"467","2020-11-18",0.418
"468","2020-11-19",0.41
"469","2020-11-20",0.403
"470","2020-11-23",0.411
"471","2020-11-24",0.6
"472","2020-11-25",0.539
"473","2020-11-27",0.56
