"","date","GEVO"
"133","2011-08-18",68940
"134","2011-08-19",68340
"135","2011-08-22",60600
"136","2011-08-23",68400
"137","2011-08-24",65340
"138","2011-08-25",59820
"139","2011-08-26",61140
"140","2011-08-29",65520
"141","2011-08-30",62700
"142","2011-08-31",64020
"143","2011-09-01",62100
"144","2011-09-02",57840
"145","2011-09-06",59940
"146","2011-09-07",59280
"147","2011-09-08",57720
"148","2011-09-09",52620
"149","2011-09-12",51900
"150","2011-09-13",52200
"151","2011-09-14",53640
"152","2011-09-15",52380
"153","2011-09-16",54000
"154","2011-09-19",51660
"155","2011-09-20",49560
"156","2011-09-21",45420
"157","2011-09-22",39780
"158","2011-09-23",40320
"159","2011-09-26",40860
"160","2011-09-27",40020
"161","2011-09-28",37380
"162","2011-09-29",35400
"163","2011-09-30",33420
"164","2011-10-03",33840
"165","2011-10-04",36900
"166","2011-10-05",39360
"167","2011-10-06",40320
"168","2011-10-07",44340
"169","2011-10-10",43560
"170","2011-10-11",49680
"171","2011-10-12",48900
"172","2011-10-13",47100
"173","2011-10-14",49380
"174","2011-10-17",45120
"175","2011-10-18",47940
"176","2011-10-19",47760
"177","2011-10-20",44880
"178","2011-10-21",45000
"179","2011-10-24",46620
"180","2011-10-25",44700
"181","2011-10-26",45000
"182","2011-10-27",50760
"183","2011-10-28",52020
"184","2011-10-31",44580
"185","2011-11-01",40680
"186","2011-11-02",44280
"187","2011-11-03",44820
"188","2011-11-04",43920
"189","2011-11-07",43860
"190","2011-11-08",46500
"191","2011-11-09",46500
"192","2011-11-10",45720
"193","2011-11-11",46320
"194","2011-11-14",45300
"195","2011-11-15",44280
"196","2011-11-16",45960
"197","2011-11-17",42600
"198","2011-11-18",43260
"199","2011-11-21",38760
"200","2011-11-22",36180
"201","2011-11-23",32880
"202","2011-11-25",31080
"203","2011-11-28",35400
"204","2011-11-29",37140
"205","2011-11-30",36900
"206","2011-12-01",36900
"207","2011-12-02",37740
"208","2011-12-05",37800
"209","2011-12-06",38280
"210","2011-12-07",40560
"211","2011-12-08",40140
"212","2011-12-09",38220
"213","2011-12-12",36660
"214","2011-12-13",36060
"215","2011-12-14",33840
"216","2011-12-15",38220
"217","2011-12-16",38220
"218","2011-12-19",35580
"219","2011-12-20",34980
"220","2011-12-21",33900
"221","2011-12-22",35340
"222","2011-12-23",34800
"223","2011-12-27",33900
"224","2011-12-28",33600
"225","2011-12-29",34440
"226","2011-12-30",37740
"227","2012-01-03",38640
"228","2012-01-04",38760
"229","2012-01-05",36120
"230","2012-01-06",34920
"231","2012-01-09",33180
"232","2012-01-10",35400
"233","2012-01-11",36060
"234","2012-01-12",36300
"235","2012-01-13",36540
"236","2012-01-17",36480
"237","2012-01-18",38100
"238","2012-01-19",38520
"239","2012-01-20",39900
"240","2012-01-23",41160
"241","2012-01-24",44100
"242","2012-01-25",48720
"243","2012-01-26",49260
"244","2012-01-27",51840
"245","2012-01-30",51840
"246","2012-01-31",52020
"247","2012-02-01",53820
"248","2012-02-02",56700
"249","2012-02-03",59400
"250","2012-02-06",59940
"251","2012-02-07",58500
"252","2012-02-08",56400
"253","2012-02-09",53940
"254","2012-02-10",51000
"255","2012-02-13",60660
"256","2012-02-14",62940
"257","2012-02-15",61260
"258","2012-02-16",60120
"259","2012-02-17",58800
"260","2012-02-21",57420
"261","2012-02-22",56820
"262","2012-02-23",55860
"263","2012-02-24",54060
"264","2012-02-27",55620
"265","2012-02-28",53520
"266","2012-02-29",60060
"267","2012-03-01",54600
"268","2012-03-02",49260
"269","2012-03-05",46020
"270","2012-03-06",43020
"271","2012-03-07",46920
"272","2012-03-08",54780
"273","2012-03-09",55980
"274","2012-03-12",54540
"275","2012-03-13",58860
"276","2012-03-14",56460
"277","2012-03-15",52500
"278","2012-03-16",53400
"279","2012-03-19",53100
"280","2012-03-20",53580
"281","2012-03-21",56160
"282","2012-03-22",55800
"283","2012-03-23",57900
"284","2012-03-26",61680
"285","2012-03-27",58320
"286","2012-03-28",58860
"287","2012-03-29",58620
"288","2012-03-30",55140
"289","2012-04-02",55500
"290","2012-04-03",56640
"291","2012-04-04",56220
"292","2012-04-05",57660
"293","2012-04-09",55500
"294","2012-04-10",55320
"295","2012-04-11",58500
"296","2012-04-12",58200
"297","2012-04-13",54840
"298","2012-04-16",54600
"299","2012-04-17",57000
"300","2012-04-18",55620
"301","2012-04-19",54960
"302","2012-04-20",55860
"303","2012-04-23",57840
"304","2012-04-24",59460
"305","2012-04-25",58260
"306","2012-04-26",58500
"307","2012-04-27",58920
"308","2012-04-30",58140
"309","2012-05-01",58620
"310","2012-05-02",59940
"311","2012-05-03",53520
"312","2012-05-04",49020
"313","2012-05-07",46860
"314","2012-05-08",46980
"315","2012-05-09",43380
"316","2012-05-10",43800
"317","2012-05-11",42120
"318","2012-05-14",38160
"319","2012-05-15",36480
"320","2012-05-16",35040
"321","2012-05-17",33600
"322","2012-05-18",33600
"323","2012-05-21",34740
"324","2012-05-22",32400
"325","2012-05-23",32100
"326","2012-05-24",35160
"327","2012-05-25",34620
"328","2012-05-29",34500
"329","2012-05-30",33060
"330","2012-05-31",36420
"331","2012-06-01",33360
"332","2012-06-04",31680
"333","2012-06-05",34920
"334","2012-06-06",34620
"335","2012-06-07",33780
"336","2012-06-08",32940
"337","2012-06-11",34380
"338","2012-06-12",33900
"339","2012-06-13",34500
"340","2012-06-14",35940
"341","2012-06-15",35760
"342","2012-06-18",35160
"343","2012-06-19",35520
"344","2012-06-20",46500
"345","2012-06-21",44820
"346","2012-06-22",46680
"347","2012-06-25",48660
"348","2012-06-26",52620
"349","2012-06-27",40800
"350","2012-06-28",29700
"351","2012-06-29",29820
"352","2012-07-02",29700
"353","2012-07-03",29280
"354","2012-07-05",27120
"355","2012-07-06",26640
"356","2012-07-09",25080
"357","2012-07-10",26220
"358","2012-07-11",26700
"359","2012-07-12",26160
"360","2012-07-13",26340
"361","2012-07-16",26340
"362","2012-07-17",26820
"363","2012-07-18",26100
"364","2012-07-19",26880
"365","2012-07-20",27000
"366","2012-07-23",26580
"367","2012-07-24",24600
"368","2012-07-25",26160
"369","2012-07-26",24780
"370","2012-07-27",25500
"371","2012-07-30",23700
"372","2012-07-31",23280
"373","2012-08-01",21960
"374","2012-08-02",22080
"375","2012-08-03",24000
"376","2012-08-06",22080
"377","2012-08-07",23100
"378","2012-08-08",22380
"379","2012-08-09",22020
"380","2012-08-10",23220
"381","2012-08-13",22620
"382","2012-08-14",23040
"383","2012-08-15",22200
"384","2012-08-16",23700
"385","2012-08-17",23340
"386","2012-08-20",23460
"387","2012-08-21",23040
"388","2012-08-22",23040
"389","2012-08-23",21900
"390","2012-08-24",21900
"391","2012-08-27",22140
"392","2012-08-28",22440
"393","2012-08-29",21900
"394","2012-08-30",21240
"395","2012-08-31",21240
"396","2012-09-04",20760
"397","2012-09-05",20400
"398","2012-09-06",19140
"399","2012-09-07",19800
"400","2012-09-10",19620
"401","2012-09-11",19380
"402","2012-09-12",19680
"403","2012-09-13",20700
"404","2012-09-14",20820
"405","2012-09-17",21000
"406","2012-09-18",20100
"407","2012-09-19",19800
"408","2012-09-20",19740
"409","2012-09-21",19800
"410","2012-09-24",19860
"411","2012-09-25",12840
"412","2012-09-26",11040
"413","2012-09-27",12000
"414","2012-09-28",12840
"415","2012-10-01",12600
"416","2012-10-02",12060
"417","2012-10-03",12660
"418","2012-10-04",13080
"419","2012-10-05",12540
"420","2012-10-08",12720
"421","2012-10-09",12060
"422","2012-10-10",12240
"423","2012-10-11",12240
"424","2012-10-12",12180
"425","2012-10-15",12300
"426","2012-10-16",11880
"427","2012-10-17",12060
"428","2012-10-18",12000
"429","2012-10-19",11700
"430","2012-10-22",11400
"431","2012-10-23",11520
"432","2012-10-24",11880
"433","2012-10-25",12540
"434","2012-10-26",12420
"435","2012-10-31",12120
"436","2012-11-01",12060
"437","2012-11-02",12000
"438","2012-11-05",12420
"439","2012-11-06",12480
"440","2012-11-07",12000
"441","2012-11-08",11940
"442","2012-11-09",11460
"443","2012-11-12",10260
"444","2012-11-13",9960
"445","2012-11-14",9720
"446","2012-11-15",8880
"447","2012-11-16",8700
"448","2012-11-19",8820
"449","2012-11-20",8760
"450","2012-11-21",9120
"451","2012-11-23",9600
"452","2012-11-26",9000
"453","2012-11-27",9480
"454","2012-11-28",9480
"455","2012-11-29",10260
"456","2012-11-30",9600
"457","2012-12-03",9240
"458","2012-12-04",9240
"459","2012-12-05",8940
"460","2012-12-06",8760
"461","2012-12-07",8460
"462","2012-12-10",8400
"463","2012-12-11",8700
"464","2012-12-12",8280
"465","2012-12-13",8460
"466","2012-12-14",9120
"467","2012-12-17",9480
"468","2012-12-18",9120
"469","2012-12-19",9720
"470","2012-12-20",10200
"471","2012-12-21",10140
"472","2012-12-24",9960
"473","2012-12-26",9420
"474","2012-12-27",9360
"475","2012-12-28",9300
"476","2012-12-31",9240
"477","2013-01-02",10920
"478","2013-01-03",10920
"479","2013-01-04",13080
"480","2013-01-07",13260
"481","2013-01-08",12180
"482","2013-01-09",11700
"483","2013-01-10",12420
"484","2013-01-11",12180
"485","2013-01-14",11520
"486","2013-01-15",11580
"487","2013-01-16",11280
"488","2013-01-17",12060
"489","2013-01-18",12720
"490","2013-01-22",12420
"491","2013-01-23",11580
"492","2013-01-24",12720
"493","2013-01-25",12420
"494","2013-01-28",12180
"495","2013-01-29",14280
"496","2013-01-30",13980
"497","2013-01-31",13800
"498","2013-02-01",15180
"499","2013-02-04",14700
"500","2013-02-05",14040
"501","2013-02-06",13800
"502","2013-02-07",13740
"503","2013-02-08",14580
"504","2013-02-11",14580
"505","2013-02-12",15120
"506","2013-02-13",15540
"507","2013-02-14",15180
"508","2013-02-15",15120
"509","2013-02-19",14220
"510","2013-02-20",12480
"511","2013-02-21",12180
"512","2013-02-22",12600
"513","2013-02-25",11580
"514","2013-02-26",11520
"515","2013-02-27",11400
"516","2013-02-28",11880
"517","2013-03-01",11820
"518","2013-03-04",11580
"519","2013-03-05",11160
"520","2013-03-06",11760
"521","2013-03-07",12600
"522","2013-03-08",11880
"523","2013-03-11",11520
"524","2013-03-12",11700
"525","2013-03-13",11640
"526","2013-03-14",11580
"527","2013-03-15",11340
"528","2013-03-18",11580
"529","2013-03-19",12360
"530","2013-03-20",13260
"531","2013-03-21",13620
"532","2013-03-22",13380
"533","2013-03-25",12840
"534","2013-03-26",13020
"535","2013-03-27",13560
"536","2013-03-28",13440
"537","2013-04-01",13320
"538","2013-04-02",13020
"539","2013-04-03",12480
"540","2013-04-04",12540
"541","2013-04-05",12540
"542","2013-04-08",12480
"543","2013-04-09",13020
"544","2013-04-10",13140
"545","2013-04-11",13080
"546","2013-04-12",12540
"547","2013-04-15",11340
"548","2013-04-16",11340
"549","2013-04-17",10440
"550","2013-04-18",10560
"551","2013-04-19",10620
"552","2013-04-22",10560
"553","2013-04-23",10200
"554","2013-04-24",10200
"555","2013-04-25",10080
"556","2013-04-26",10140
"557","2013-04-29",10740
"558","2013-04-30",11100
"559","2013-05-01",9960
"560","2013-05-02",10200
"561","2013-05-03",10800
"562","2013-05-06",10680
"563","2013-05-07",10800
"564","2013-05-08",10680
"565","2013-05-09",10020
"566","2013-05-10",10440
"567","2013-05-13",10260
"568","2013-05-14",9900
"569","2013-05-15",9600
"570","2013-05-16",10020
"571","2013-05-17",10020
"572","2013-05-20",11040
"573","2013-05-21",10920
"574","2013-05-22",11100
"575","2013-05-23",11100
"576","2013-05-24",10920
"577","2013-05-28",10740
"578","2013-05-29",10560
"579","2013-05-30",10860
"580","2013-05-31",10740
"581","2013-06-03",10260
"582","2013-06-04",9960
"583","2013-06-05",9780
"584","2013-06-06",9900
"585","2013-06-07",10920
"586","2013-06-10",10260
"587","2013-06-11",10020
"588","2013-06-12",9960
"589","2013-06-13",10020
"590","2013-06-14",10080
"591","2013-06-17",10380
"592","2013-06-18",12420
"593","2013-06-19",13620
"594","2013-06-20",12780
"595","2013-06-21",13320
"596","2013-06-24",12660
"597","2013-06-25",11640
"598","2013-06-26",11880
"599","2013-06-27",12360
"600","2013-06-28",12180
"601","2013-07-01",12840
"602","2013-07-02",13200
"603","2013-07-03",12960
"604","2013-07-05",12720
"605","2013-07-08",12720
"606","2013-07-09",12120
"607","2013-07-10",12000
"608","2013-07-11",12240
"609","2013-07-12",12120
"610","2013-07-15",11940
"611","2013-07-16",11820
"612","2013-07-17",11640
"613","2013-07-18",11460
"614","2013-07-19",11280
"615","2013-07-22",10980
"616","2013-07-23",11340
"617","2013-07-24",11100
"618","2013-07-25",10800
"619","2013-07-26",11220
"620","2013-07-29",11160
"621","2013-07-30",11100
"622","2013-07-31",11040
"623","2013-08-01",12060
"624","2013-08-02",12000
"625","2013-08-05",12180
"626","2013-08-06",11760
"627","2013-08-07",10920
"628","2013-08-08",11220
"629","2013-08-09",11100
"630","2013-08-12",10680
"631","2013-08-13",10740
"632","2013-08-14",11040
"633","2013-08-15",10800
"634","2013-08-16",10200
"635","2013-08-19",10140
"636","2013-08-20",10260
"637","2013-08-21",10320
"638","2013-08-22",10440
"639","2013-08-23",11340
"640","2013-08-26",11520
"641","2013-08-27",11820
"642","2013-08-28",11880
"643","2013-08-29",11760
"644","2013-08-30",11040
"645","2013-09-03",11220
"646","2013-09-04",11340
"647","2013-09-05",11640
"648","2013-09-06",11700
"649","2013-09-09",11460
"650","2013-09-10",11340
"651","2013-09-11",11340
"652","2013-09-12",11160
"653","2013-09-13",11520
"654","2013-09-16",11700
"655","2013-09-17",11700
"656","2013-09-18",12180
"657","2013-09-19",11700
"658","2013-09-20",11460
"659","2013-09-23",11640
"660","2013-09-24",11520
"661","2013-09-25",11460
"662","2013-09-26",11820
"663","2013-09-27",11820
"664","2013-09-30",11520
"665","2013-10-01",11400
"666","2013-10-02",11400
"667","2013-10-03",11220
"668","2013-10-04",11040
"669","2013-10-07",11100
"670","2013-10-08",10860
"671","2013-10-09",10740
"672","2013-10-10",10800
"673","2013-10-11",10920
"674","2013-10-14",10980
"675","2013-10-15",10800
"676","2013-10-16",10920
"677","2013-10-17",11160
"678","2013-10-18",10800
"679","2013-10-21",11040
"680","2013-10-22",10800
"681","2013-10-23",10740
"682","2013-10-24",10380
"683","2013-10-25",10200
"684","2013-10-28",10680
"685","2013-10-29",10740
"686","2013-10-30",10320
"687","2013-10-31",10200
"688","2013-11-01",10020
"689","2013-11-04",10320
"690","2013-11-05",9960
"691","2013-11-06",7920
"692","2013-11-07",8280
"693","2013-11-08",8160
"694","2013-11-11",8220
"695","2013-11-12",8040
"696","2013-11-13",8100
"697","2013-11-14",8280
"698","2013-11-15",10440
"699","2013-11-18",9000
"700","2013-11-19",8880
"701","2013-11-20",8820
"702","2013-11-21",8580
"703","2013-11-22",9180
"704","2013-11-25",9900
"705","2013-11-26",9840
"706","2013-11-27",10860
"707","2013-11-29",10680
"708","2013-12-02",10920
"709","2013-12-03",10620
"710","2013-12-04",10800
"711","2013-12-05",10200
"712","2013-12-06",10140
"713","2013-12-09",10200
"714","2013-12-10",9960
"715","2013-12-11",7260
"716","2013-12-12",7140
"717","2013-12-13",7080
"718","2013-12-16",6840
"719","2013-12-17",7200
"720","2013-12-18",7020
"721","2013-12-19",7680
"722","2013-12-20",7620
"723","2013-12-23",7800
"724","2013-12-24",7860
"725","2013-12-26",8040
"726","2013-12-27",8340
"727","2013-12-30",8520
"728","2013-12-31",8580
"729","2014-01-02",8460
"730","2014-01-03",8280
"731","2014-01-06",8280
"732","2014-01-07",8040
"733","2014-01-08",8160
"734","2014-01-09",7980
"735","2014-01-10",7740
"736","2014-01-13",7800
"737","2014-01-14",7740
"738","2014-01-15",7740
"739","2014-01-16",7680
"740","2014-01-17",7800
"741","2014-01-21",8040
"742","2014-01-22",7800
"743","2014-01-23",7800
"744","2014-01-24",7680
"745","2014-01-27",7200
"746","2014-01-28",7380
"747","2014-01-29",8160
"748","2014-01-30",8220
"749","2014-01-31",8340
"750","2014-02-03",7860
"751","2014-02-04",7860
"752","2014-02-05",7560
"753","2014-02-06",7680
"754","2014-02-07",7740
"755","2014-02-10",7920
"756","2014-02-11",7920
"757","2014-02-12",7740
"758","2014-02-13",7920
"759","2014-02-14",7740
"760","2014-02-18",7740
"761","2014-02-19",7500
"762","2014-02-20",7260
"763","2014-02-21",7260
"764","2014-02-24",7740
"765","2014-02-25",7980
"766","2014-02-26",8040
"767","2014-02-27",8580
"768","2014-02-28",8160
"769","2014-03-03",7920
"770","2014-03-04",7800
"771","2014-03-05",8040
"772","2014-03-06",8520
"773","2014-03-07",8280
"774","2014-03-10",8400
"775","2014-03-11",8700
"776","2014-03-12",8760
"777","2014-03-13",8460
"778","2014-03-14",8580
"779","2014-03-17",8340
"780","2014-03-18",8160
"781","2014-03-19",7800
"782","2014-03-20",7920
"783","2014-03-21",7920
"784","2014-03-24",7620
"785","2014-03-25",7440
"786","2014-03-26",7020
"787","2014-03-27",6960
"788","2014-03-28",7020
"789","2014-03-31",7020
"790","2014-04-01",7140
"791","2014-04-02",7260
"792","2014-04-03",7200
"793","2014-04-04",7080
"794","2014-04-07",7020
"795","2014-04-08",7080
"796","2014-04-09",7080
"797","2014-04-10",6840
"798","2014-04-11",6720
"799","2014-04-14",6180
"800","2014-04-15",5040
"801","2014-04-16",4980
"802","2014-04-17",5580
"803","2014-04-21",5220
"804","2014-04-22",7080
"805","2014-04-23",6540
"806","2014-04-24",6900
"807","2014-04-25",6660
"808","2014-04-28",6360
"809","2014-04-29",6180
"810","2014-04-30",6180
"811","2014-05-01",6360
"812","2014-05-02",6300
"813","2014-05-05",6660
"814","2014-05-06",6240
"815","2014-05-07",6180
"816","2014-05-08",5760
"817","2014-05-09",5400
"818","2014-05-12",6000
"819","2014-05-13",6120
"820","2014-05-14",6120
"821","2014-05-15",5880
"822","2014-05-16",5760
"823","2014-05-19",5520
"824","2014-05-20",5400
"825","2014-05-21",5400
"826","2014-05-22",5520
"827","2014-05-23",5580
"828","2014-05-27",5460
"829","2014-05-28",5460
"830","2014-05-29",5460
"831","2014-05-30",5520
"832","2014-06-02",5400
"833","2014-06-03",5160
"834","2014-06-04",5160
"835","2014-06-05",5040
"836","2014-06-06",5220
"837","2014-06-09",5340
"838","2014-06-10",5580
"839","2014-06-11",5760
"840","2014-06-12",5760
"841","2014-06-13",5760
"842","2014-06-16",5760
"843","2014-06-17",5820
"844","2014-06-18",5520
"845","2014-06-19",5460
"846","2014-06-20",5400
"847","2014-06-23",5280
"848","2014-06-24",5100
"849","2014-06-25",5280
"850","2014-06-26",5340
"851","2014-06-27",5040
"852","2014-06-30",5160
"853","2014-07-01",5280
"854","2014-07-02",5280
"855","2014-07-03",5220
"856","2014-07-07",5280
"857","2014-07-08",5040
"858","2014-07-09",5100
"859","2014-07-10",4800
"860","2014-07-11",4920
"861","2014-07-14",4980
"862","2014-07-15",4800
"863","2014-07-16",4620
"864","2014-07-17",4500
"865","2014-07-18",4560
"866","2014-07-21",4320
"867","2014-07-22",4200
"868","2014-07-23",3540
"869","2014-07-24",3540
"870","2014-07-25",4020
"871","2014-07-28",3720
"872","2014-07-29",4200
"873","2014-07-30",4320
"874","2014-07-31",3060
"875","2014-08-01",2880
"876","2014-08-04",3000
"877","2014-08-05",3000
"878","2014-08-06",3000
"879","2014-08-07",2940
"880","2014-08-08",2760
"881","2014-08-11",3000
"882","2014-08-12",3000
"883","2014-08-13",2940
"884","2014-08-14",2880
"885","2014-08-15",2760
"886","2014-08-18",2760
"887","2014-08-19",2820
"888","2014-08-20",2700
"889","2014-08-21",2700
"890","2014-08-22",2700
"891","2014-08-25",2700
"892","2014-08-26",2760
"893","2014-08-27",2820
"894","2014-08-28",2820
"895","2014-08-29",3120
"896","2014-09-02",3300
"897","2014-09-03",3060
"898","2014-09-04",2940
"899","2014-09-05",2700
"900","2014-09-08",2820
"901","2014-09-09",2880
"902","2014-09-10",2760
"903","2014-09-11",2820
"904","2014-09-12",2760
"905","2014-09-15",2580
"906","2014-09-16",2580
"907","2014-09-17",2460
"908","2014-09-18",2100
"909","2014-09-19",2400
"910","2014-09-22",2520
"911","2014-09-23",2580
"912","2014-09-24",2100
"913","2014-09-25",2100
"914","2014-09-26",2040
"915","2014-09-29",1920
"916","2014-09-30",2040
"917","2014-10-01",1920
"918","2014-10-02",1860
"919","2014-10-03",1800
"920","2014-10-06",1680
"921","2014-10-07",1560
"922","2014-10-08",1620
"923","2014-10-09",1620
"924","2014-10-10",1620
"925","2014-10-13",1620
"926","2014-10-14",1740
"927","2014-10-15",1740
"928","2014-10-16",1680
"929","2014-10-17",1740
"930","2014-10-20",1800
"931","2014-10-21",1920
"932","2014-10-22",2040
"933","2014-10-23",2160
"934","2014-10-24",2160
"935","2014-10-27",2220
"936","2014-10-28",2160
"937","2014-10-29",2220
"938","2014-10-30",2100
"939","2014-10-31",2160
"940","2014-11-03",1920
"941","2014-11-04",1980
"942","2014-11-05",1860
"943","2014-11-06",1920
"944","2014-11-07",1980
"945","2014-11-10",1980
"946","2014-11-11",1980
"947","2014-11-12",2340
"948","2014-11-13",2160
"949","2014-11-14",2460
"950","2014-11-17",2460
"951","2014-11-18",2340
"952","2014-11-19",2280
"953","2014-11-20",2580
"954","2014-11-21",2700
"955","2014-11-24",3000
"956","2014-11-25",2940
"957","2014-11-26",3000
"958","2014-11-28",2640
"959","2014-12-01",2460
"960","2014-12-02",2340
"961","2014-12-03",2400
"962","2014-12-04",2280
"963","2014-12-05",2220
"964","2014-12-08",1920
"965","2014-12-09",1920
"966","2014-12-10",1920
"967","2014-12-11",1800
"968","2014-12-12",1860
"969","2014-12-15",1680
"970","2014-12-16",1740
"971","2014-12-17",1740
"972","2014-12-18",1740
"973","2014-12-19",1920
"974","2014-12-22",1980
"975","2014-12-23",2280
"976","2014-12-24",2220
"977","2014-12-26",2220
"978","2014-12-29",2100
"979","2014-12-30",1980
"980","2014-12-31",1920
"981","2015-01-02",2100
"982","2015-01-05",2100
"983","2015-01-06",2040
"984","2015-01-07",1920
"985","2015-01-08",1980
"986","2015-01-09",1920
"987","2015-01-12",1920
"988","2015-01-13",1980
"989","2015-01-14",1860
"990","2015-01-15",1920
"991","2015-01-16",1800
"992","2015-01-20",1800
"993","2015-01-21",1800
"994","2015-01-22",1740
"995","2015-01-23",1740
"996","2015-01-26",1740
"997","2015-01-27",1680
"998","2015-01-28",1560
"999","2015-01-29",840
"1000","2015-01-30",780
"1001","2015-02-02",780
"1002","2015-02-03",720
"1003","2015-02-04",780
"1004","2015-02-05",780
"1005","2015-02-06",840
"1006","2015-02-09",780
"1007","2015-02-10",840
"1008","2015-02-11",960
"1009","2015-02-12",1200
"1010","2015-02-13",1380
"1011","2015-02-17",1680
"1012","2015-02-18",1440
"1013","2015-02-19",1440
"1014","2015-02-20",1620
"1015","2015-02-23",1560
"1016","2015-02-24",1560
"1017","2015-02-25",1500
"1018","2015-02-26",1620
"1019","2015-02-27",1620
"1020","2015-03-02",1560
"1021","2015-03-03",1500
"1022","2015-03-04",1500
"1023","2015-03-05",1560
"1024","2015-03-06",1500
"1025","2015-03-09",1680
"1026","2015-03-10",1560
"1027","2015-03-11",1500
"1028","2015-03-12",1560
"1029","2015-03-13",1500
"1030","2015-03-16",1500
"1031","2015-03-17",1440
"1032","2015-03-18",1440
"1033","2015-03-19",1440
"1034","2015-03-20",1440
"1035","2015-03-23",1500
"1036","2015-03-24",1620
"1037","2015-03-25",1500
"1038","2015-03-26",1620
"1039","2015-03-27",1500
"1040","2015-03-30",1260
"1041","2015-03-31",1200
"1042","2015-04-01",1020
"1043","2015-04-02",1140
"1044","2015-04-06",1260
"1045","2015-04-07",1320
"1046","2015-04-08",1200
"1047","2015-04-09",1200
"1048","2015-04-10",1200
"1049","2015-04-13",1140
"1050","2015-04-14",1200
"1051","2015-04-15",1200
"1052","2015-04-16",1080
"1053","2015-04-17",1140
"1054","2015-04-20",1020
"1055","2015-04-21",804
"1056","2015-04-22",1116
"1057","2015-04-23",1128
"1058","2015-04-24",1088
"1059","2015-04-27",1016
"1060","2015-04-28",968
"1061","2015-04-29",920
"1062","2015-04-30",1004
"1063","2015-05-01",984
"1064","2015-05-04",1016
"1065","2015-05-05",988
"1066","2015-05-06",980
"1067","2015-05-07",2184
"1068","2015-05-08",2120
"1069","2015-05-11",1828
"1070","2015-05-12",1872
"1071","2015-05-13",1788
