"","date","NHTC"
"113","2007-06-14",3.66
"114","2007-06-15",3.67
"115","2007-06-18",3.68
"116","2007-06-19",3.68
"117","2007-06-20",3.61
"118","2007-06-21",3.59
"119","2007-06-22",3.45
"120","2007-06-25",3.4
"121","2007-06-26",3.31
"122","2007-06-27",3.47
"123","2007-06-28",3.7
"124","2007-06-29",3.87
"125","2007-07-02",4.37
"126","2007-07-03",4.84
"127","2007-07-05",5.07
"128","2007-07-06",4.37
"129","2007-07-09",4.25
"130","2007-07-10",4.77
"131","2007-07-11",4.98
"132","2007-07-12",4.52
"133","2007-07-13",4.56
"134","2007-07-16",4.88
"135","2007-07-17",5.02
"136","2007-07-18",5.06
"137","2007-07-19",4.85
"138","2007-07-20",4.6
"139","2007-07-23",4.69
"140","2007-07-24",4.54
"141","2007-07-25",4.46
"142","2007-07-26",4.53
"143","2007-07-27",4.43
"144","2007-07-30",4.33
"145","2007-07-31",4.35
"146","2007-08-01",4.37
"147","2007-08-02",4.29
"148","2007-08-03",4
"149","2007-08-06",4.14
"150","2007-08-07",4.26
"151","2007-08-08",4.39
"152","2007-08-09",4.57
"153","2007-08-10",4.43
"154","2007-08-13",4.13
"155","2007-08-14",4.19
"156","2007-08-15",4.31
"157","2007-08-16",4.2
"158","2007-08-17",4.19
"159","2007-08-20",4.05
"160","2007-08-21",3.9
"161","2007-08-22",3.54
"162","2007-08-23",3.15
"163","2007-08-24",2.9
"164","2007-08-27",3.12
"165","2007-08-28",3.05
"166","2007-08-29",2.95
"167","2007-08-30",3.08
"168","2007-08-31",3
"169","2007-09-04",2.97
"170","2007-09-05",3.01
"171","2007-09-06",3.01
"172","2007-09-07",2.99
"173","2007-09-10",3
"174","2007-09-11",2.94
"175","2007-09-12",2.94
"176","2007-09-13",2.95
"177","2007-09-14",2.77
"178","2007-09-17",2.55
"179","2007-09-18",2.3
"180","2007-09-19",2.13
"181","2007-09-20",2.04
"182","2007-09-21",2.17
"183","2007-09-24",2.15
"184","2007-09-25",2.01
"185","2007-09-26",2.35
"186","2007-09-27",2.15
"187","2007-09-28",2.21
"188","2007-10-01",2.2
"189","2007-10-02",2.08
"190","2007-10-03",2.15
"191","2007-10-04",4.65
"192","2007-10-05",5.19
"193","2007-10-08",4.35
"194","2007-10-09",4.27
"195","2007-10-10",4.88
"196","2007-10-11",4
"197","2007-10-12",3.86
"198","2007-10-15",3.81
"199","2007-10-16",3.77
"200","2007-10-17",4.06
"201","2007-10-18",4
"202","2007-10-19",3.6
"203","2007-10-22",2.9
"204","2007-10-23",2.66
"205","2007-10-24",2.67
"206","2007-10-25",2.51
"207","2007-10-26",2.45
"208","2007-10-29",2.7
"209","2007-10-30",2.68
"210","2007-10-31",2.71
"211","2007-11-01",2.47
"212","2007-11-02",2.61
"213","2007-11-05",2.35
"214","2007-11-06",2.33
"215","2007-11-07",2.4
"216","2007-11-08",2.2
"217","2007-11-09",2.16
"218","2007-11-12",1.93
"219","2007-11-13",1.91
"220","2007-11-14",1.84
"221","2007-11-15",1.62
"222","2007-11-16",1.66
"223","2007-11-19",1.7
"224","2007-11-20",1.77
"225","2007-11-21",1.76
"226","2007-11-23",1.73
"227","2007-11-26",1.62
"228","2007-11-27",1.62
"229","2007-11-28",1.76
"230","2007-11-29",1.68
"231","2007-11-30",1.58
"232","2007-12-03",1.43
"233","2007-12-04",1.32
"234","2007-12-05",1.63
"235","2007-12-06",1.56
"236","2007-12-07",1.53
"237","2007-12-10",1.44
"238","2007-12-11",1.46
"239","2007-12-12",1.39
"240","2007-12-13",1.44
"241","2007-12-14",1.36
"242","2007-12-17",1.29
"243","2007-12-18",1.25
"244","2007-12-19",1.14
"245","2007-12-20",1.18
"246","2007-12-21",1.09
"247","2007-12-24",1.06
"248","2007-12-26",1.32
"249","2007-12-27",1.2
"250","2007-12-28",1.19
"251","2007-12-31",1.21
"252","2008-01-02",1.3
"253","2008-01-03",1.21
"254","2008-01-04",1.19
"255","2008-01-07",1.19
"256","2008-01-08",1.14
"257","2008-01-09",1.12
"258","2008-01-10",1.09
"259","2008-01-11",1.09
"260","2008-01-14",1.09
"261","2008-01-15",1.1
"262","2008-01-16",1.17
"263","2008-01-17",1
"264","2008-01-18",1
"265","2008-01-22",0.68
"266","2008-01-23",0.77
"267","2008-01-24",0.76
"268","2008-01-25",0.8
"269","2008-01-28",0.79
"270","2008-01-29",0.71
"271","2008-01-30",0.69
"272","2008-01-31",0.69
"273","2008-02-01",0.7
"274","2008-02-04",0.97
"275","2008-02-05",0.94
"276","2008-02-06",0.85
"277","2008-02-07",0.82
"278","2008-02-08",0.83
"279","2008-02-11",0.98
"280","2008-02-12",0.92
"281","2008-02-13",1.01
"282","2008-02-14",1.15
"283","2008-02-15",1.2
"284","2008-02-19",1.1
"285","2008-02-20",1.15
"286","2008-02-21",1.18
"287","2008-02-22",1.05
"288","2008-02-25",1.05
"289","2008-02-26",1.15
"290","2008-02-27",1.1
"291","2008-02-28",1.05
"292","2008-02-29",0.98
"293","2008-03-03",0.92
"294","2008-03-04",0.9
"295","2008-03-05",0.92
"296","2008-03-06",0.91
"297","2008-03-07",0.88
"298","2008-03-10",0.83
"299","2008-03-11",0.83
"300","2008-03-12",0.83
"301","2008-03-13",0.8
"302","2008-03-14",0.79
"303","2008-03-17",0.79
"304","2008-03-18",0.77
"305","2008-03-19",0.75
"306","2008-03-20",0.72
"307","2008-03-24",0.68
"308","2008-03-25",0.69
"309","2008-03-26",0.83
"310","2008-03-27",0.91
"311","2008-03-28",0.87
"312","2008-03-31",0.88
"313","2008-04-01",0.77
"314","2008-04-02",0.84
"315","2008-04-03",0.85
"316","2008-04-04",0.89
"317","2008-04-07",1
"318","2008-04-08",0.98
"319","2008-04-09",1
"320","2008-04-10",1.06
"321","2008-04-11",1.1
"322","2008-04-14",1.18
"323","2008-04-15",1.1
"324","2008-04-16",1.04
"325","2008-04-17",0.93
"326","2008-04-18",0.95
"327","2008-04-21",0.97
"328","2008-04-22",0.9
"329","2008-04-23",0.86
"330","2008-04-24",0.88
"331","2008-04-25",0.91
"332","2008-04-28",0.92
"333","2008-04-29",0.94
"334","2008-04-30",1.1
"335","2008-05-01",1.09
"336","2008-05-02",1.09
"337","2008-05-05",1.1
"338","2008-05-06",1.1
"339","2008-05-07",1.14
"340","2008-05-08",1.08
"341","2008-05-09",1.07
"342","2008-05-12",1.11
"343","2008-05-13",1.1
"344","2008-05-14",1.05
"345","2008-05-15",1.06
"346","2008-05-16",1.07
"347","2008-05-19",1.45
"348","2008-05-20",1.43
"349","2008-05-21",1.4
"350","2008-05-22",1.35
"351","2008-05-23",1.28
"352","2008-05-27",1.28
"353","2008-05-28",1.26
"354","2008-05-29",1.26
"355","2008-05-30",1.46
"356","2008-06-02",1.35
"357","2008-06-03",1.34
"358","2008-06-04",1.29
"359","2008-06-05",1.17
"360","2008-06-06",1.1
"361","2008-06-09",1.07
"362","2008-06-10",1.06
"363","2008-06-11",1.02
"364","2008-06-12",1.01
"365","2008-06-13",1
"366","2008-06-16",1.19
"367","2008-06-17",1.27
"368","2008-06-18",1.33
"369","2008-06-19",1.26
"370","2008-06-20",1.21
"371","2008-06-23",1.11
"372","2008-06-24",1.24
"373","2008-06-25",1.24
"374","2008-06-26",1.1
"375","2008-06-27",1.08
"376","2008-06-30",1.01
"377","2008-07-01",1.06
"378","2008-07-02",1.04
"379","2008-07-03",1.07
"380","2008-07-07",1.03
"381","2008-07-08",1.1
"382","2008-07-09",1.05
"383","2008-07-10",1.05
"384","2008-07-11",0.98
"385","2008-07-14",1.04
"386","2008-07-15",1
"387","2008-07-16",1.02
"388","2008-07-17",1.05
"389","2008-07-18",1.02
"390","2008-07-21",0.95
"391","2008-07-22",0.93
"392","2008-07-23",0.95
"393","2008-07-24",0.96
"394","2008-07-25",0.99
"395","2008-07-28",0.91
"396","2008-07-29",0.92
"397","2008-07-30",0.93
"398","2008-07-31",0.9
"399","2008-08-01",0.94
"400","2008-08-04",0.92
"401","2008-08-05",0.93
"402","2008-08-06",0.92
"403","2008-08-07",0.92
"404","2008-08-08",0.96
"405","2008-08-11",0.94
"406","2008-08-12",0.89
"407","2008-08-13",0.8
"408","2008-08-14",0.77
"409","2008-08-15",0.68
"410","2008-08-18",0.69
"411","2008-08-19",0.64
"412","2008-08-20",0.6
"413","2008-08-21",0.64
"414","2008-08-22",0.79
"415","2008-08-25",0.82
"416","2008-08-26",0.74
"417","2008-08-27",0.7
"418","2008-08-28",0.73
"419","2008-08-29",0.7
"420","2008-09-02",0.71
"421","2008-09-03",0.69
"422","2008-09-04",0.66
"423","2008-09-05",0.66
"424","2008-09-08",0.62
"425","2008-09-09",0.57
"426","2008-09-10",0.4
"427","2008-09-11",0.47
"428","2008-09-12",0.6
"429","2008-09-15",0.58
"430","2008-09-16",0.65
"431","2008-09-17",0.57
"432","2008-09-18",0.6
"433","2008-09-19",0.66
"434","2008-09-22",0.61
"435","2008-09-23",0.58
"436","2008-09-24",0.53
"437","2008-09-25",0.56
"438","2008-09-26",0.59
"439","2008-09-29",0.58
"440","2008-09-30",0.52
"441","2008-10-01",0.56
"442","2008-10-02",0.58
"443","2008-10-03",0.5
"444","2008-10-06",0.46
"445","2008-10-07",0.47
"446","2008-10-08",0.4
"447","2008-10-09",0.45
"448","2008-10-10",0.34
"449","2008-10-13",0.45
"450","2008-10-14",0.47
"451","2008-10-15",0.44
"452","2008-10-16",0.4
"453","2008-10-17",0.37
"454","2008-10-20",0.37
"455","2008-10-21",0.43
"456","2008-10-22",0.43
"457","2008-10-23",0.35
"458","2008-10-24",0.36
"459","2008-10-27",0.4
"460","2008-10-28",0.41
"461","2008-10-29",0.44
"462","2008-10-30",0.43
"463","2008-10-31",0.42
"464","2008-11-03",0.45
"465","2008-11-04",0.46
"466","2008-11-05",0.49
"467","2008-11-06",0.45
"468","2008-11-07",0.38
"469","2008-11-10",0.4
"470","2008-11-11",0.42
"471","2008-11-12",0.4
"472","2008-11-13",0.4
"473","2008-11-14",0.38
"474","2008-11-17",0.29
"475","2008-11-18",0.36
"476","2008-11-19",0.29
"477","2008-11-20",0.33
"478","2008-11-21",0.29
"479","2008-11-24",0.3
"480","2008-11-25",0.29
"481","2008-11-26",0.33
"482","2008-11-28",0.33
"483","2008-12-01",0.28
"484","2008-12-02",0.28
"485","2008-12-03",0.29
"486","2008-12-04",0.27
"487","2008-12-05",0.29
"488","2008-12-08",0.39
"489","2008-12-09",0.38
"490","2008-12-10",0.4
"491","2008-12-11",0.4
"492","2008-12-12",0.33
"493","2008-12-15",0.35
"494","2008-12-16",0.31
"495","2008-12-17",0.3
"496","2008-12-18",0.31
"497","2008-12-19",0.28
"498","2008-12-22",0.27
"499","2008-12-23",0.3
"500","2008-12-24",0.32
"501","2008-12-26",0.31
"502","2008-12-29",0.3
"503","2008-12-30",0.3
"504","2008-12-31",0.3
"505","2009-01-02",0.3
"506","2009-01-05",0.3
"507","2009-01-06",0.27
"508","2009-01-07",0.27
"509","2009-01-08",0.29
"510","2009-01-09",0.32
"511","2009-01-12",0.3
"512","2009-01-13",0.31
"513","2009-01-14",0.28
"514","2009-01-15",0.28
"515","2009-01-16",0.28
"516","2009-01-20",0.31
"517","2009-01-21",0.31
"518","2009-01-22",0.35
"519","2009-01-23",0.32
"520","2009-01-26",0.32
"521","2009-01-27",0.35
"522","2009-01-28",0.3
"523","2009-01-29",0.28
"524","2009-01-30",0.28
"525","2009-02-02",0.32
"526","2009-02-03",0.32
"527","2009-02-04",0.32
"528","2009-02-05",0.32
"529","2009-02-06",0.32
"530","2009-02-09",0.3
"531","2009-02-10",0.27
"532","2009-02-11",0.27
"533","2009-02-12",0.27
"534","2009-02-13",0.27
"535","2009-02-17",0.27
"536","2009-02-18",0.23
"537","2009-02-19",0.24
"538","2009-02-20",0.27
"539","2009-02-23",0.24
"540","2009-02-24",0.25
"541","2009-02-25",0.25
"542","2009-02-26",0.25
"543","2009-02-27",0.25
"544","2009-03-02",0.24
"545","2009-03-03",0.23
"546","2009-03-04",0.25
"547","2009-03-05",0.23
"548","2009-03-06",0.23
"549","2009-03-09",0.23
"550","2009-03-10",0.23
"551","2009-03-11",0.28
"552","2009-03-12",0.32
"553","2009-03-13",0.3
"554","2009-03-16",0.32
"555","2009-03-17",0.33
"556","2009-03-18",0.37
"557","2009-03-19",0.33
"558","2009-03-20",0.32
"559","2009-03-23",0.23
"560","2009-03-24",0.35
"561","2009-03-25",0.28
"562","2009-03-26",0.35
"563","2009-03-27",0.33
"564","2009-03-30",0.32
"565","2009-03-31",0.32
"566","2009-04-01",0.39
"567","2009-04-02",0.4
"568","2009-04-03",0.36
"569","2009-04-06",0.39
"570","2009-04-07",0.35
"571","2009-04-08",0.35
"572","2009-04-09",0.34
"573","2009-04-13",0.39
"574","2009-04-14",0.4
"575","2009-04-15",0.4
"576","2009-04-16",0.45
"577","2009-04-17",0.43
"578","2009-04-20",0.53
"579","2009-04-21",0.46
"580","2009-04-22",0.52
"581","2009-04-23",0.6
"582","2009-04-24",0.56
"583","2009-04-27",0.56
"584","2009-04-28",0.65
"585","2009-04-29",0.6
"586","2009-04-30",0.5
"587","2009-05-01",0.54
"588","2009-05-04",0.54
"589","2009-05-05",0.6
"590","2009-05-06",0.57
"591","2009-05-07",0.57
"592","2009-05-08",0.5
"593","2009-05-11",0.5
"594","2009-05-12",0.44
"595","2009-05-13",0.44
"596","2009-05-14",0.44
"597","2009-05-15",0.44
"598","2009-05-18",0.42
"599","2009-05-19",0.49
"600","2009-05-20",0.5
"601","2009-05-21",0.5
"602","2009-05-22",0.5
"603","2009-05-26",0.5
"604","2009-05-27",0.5
"605","2009-05-28",0.49
"606","2009-05-29",0.48
"607","2009-06-01",0.42
"608","2009-06-02",0.54
"609","2009-06-03",0.52
"610","2009-06-04",0.6
"611","2009-06-05",0.64
"612","2009-06-08",0.72
"613","2009-06-09",0.78
"614","2009-06-10",0.7
"615","2009-06-11",0.65
"616","2009-06-12",0.61
"617","2009-06-15",0.64
"618","2009-06-16",0.62
"619","2009-06-17",0.58
"620","2009-06-18",0.6
"621","2009-06-19",0.57
"622","2009-06-22",0.57
"623","2009-06-23",0.57
"624","2009-06-24",0.57
"625","2009-06-25",0.58
"626","2009-06-26",0.63
"627","2009-06-29",0.58
"628","2009-06-30",0.56
"629","2009-07-01",0.59
"630","2009-07-02",0.58
"631","2009-07-06",0.57
"632","2009-07-07",0.55
"633","2009-07-08",0.52
"634","2009-07-09",0.54
"635","2009-07-10",0.54
"636","2009-07-13",0.48
"637","2009-07-14",0.48
"638","2009-07-15",0.54
"639","2009-07-16",0.52
"640","2009-07-17",0.58
"641","2009-07-20",0.58
"642","2009-07-21",0.58
"643","2009-07-22",0.58
"644","2009-07-23",0.57
"645","2009-07-24",0.53
"646","2009-07-27",0.54
"647","2009-07-28",0.58
"648","2009-07-29",0.6
"649","2009-07-30",0.6
"650","2009-07-31",0.64
"651","2009-08-03",0.71
"652","2009-08-04",0.65
"653","2009-08-05",0.66
"654","2009-08-06",0.6
"655","2009-08-07",0.72
"656","2009-08-10",0.73
"657","2009-08-11",0.84
"658","2009-08-12",0.9
"659","2009-08-13",0.84
"660","2009-08-14",0.88
"661","2009-08-17",0.9
"662","2009-08-18",0.95
"663","2009-08-19",0.97
"664","2009-08-20",0.93
"665","2009-08-21",0.96
"666","2009-08-24",0.85
"667","2009-08-25",0.8
"668","2009-08-26",0.79
"669","2009-08-27",0.73
"670","2009-08-28",0.76
"671","2009-08-31",0.7
"672","2009-09-01",0.68
"673","2009-09-02",0.7
"674","2009-09-03",0.65
"675","2009-09-04",0.64
"676","2009-09-08",0.66
"677","2009-09-09",0.71
"678","2009-09-10",0.69
"679","2009-09-11",0.65
"680","2009-09-14",0.67
"681","2009-09-15",0.67
"682","2009-09-16",0.67
"683","2009-09-17",0.69
"684","2009-09-18",0.65
"685","2009-09-21",0.65
"686","2009-09-22",0.65
"687","2009-09-23",0.63
"688","2009-09-24",0.62
"689","2009-09-25",0.59
"690","2009-09-28",0.54
"691","2009-09-29",0.5
"692","2009-09-30",0.5
"693","2009-10-01",0.47
"694","2009-10-02",0.45
"695","2009-10-05",0.44
"696","2009-10-06",0.47
"697","2009-10-07",0.46
"698","2009-10-08",0.47
"699","2009-10-09",0.48
"700","2009-10-12",0.48
"701","2009-10-13",0.51
"702","2009-10-14",0.57
"703","2009-10-15",0.61
"704","2009-10-16",0.53
"705","2009-10-19",0.56
"706","2009-10-20",0.56
"707","2009-10-21",0.58
"708","2009-10-22",0.52
"709","2009-10-23",0.49
"710","2009-10-26",0.46
"711","2009-10-27",0.47
"712","2009-10-28",0.45
"713","2009-10-29",0.48
"714","2009-10-30",0.46
"715","2009-11-02",0.45
"716","2009-11-03",0.46
"717","2009-11-04",0.47
"718","2009-11-05",0.5
"719","2009-11-06",0.48
"720","2009-11-09",0.49
"721","2009-11-10",0.35
"722","2009-11-11",0.35
"723","2009-11-12",0.35
"724","2009-11-13",0.35
"725","2009-11-16",0.36
"726","2009-11-17",0.45
"727","2009-11-18",0.4
"728","2009-11-19",0.41
"729","2009-11-20",0.15
"730","2009-11-23",0.2
"731","2009-11-24",0.21
"732","2009-11-25",0.24
"733","2009-11-27",0.24
"734","2009-11-30",0.24
"735","2009-12-01",0.3
"736","2009-12-02",0.27
"737","2009-12-03",0.26
"738","2009-12-04",0.26
"739","2009-12-07",0.25
"740","2009-12-08",0.25
"741","2009-12-09",0.25
"742","2009-12-10",0.25
"743","2009-12-11",0.21
"744","2009-12-14",0.24
"745","2009-12-15",0.2
"746","2009-12-16",0.2
"747","2009-12-17",0.19
"748","2009-12-18",0.19
"749","2009-12-21",0.21
"750","2009-12-22",0.18
"751","2009-12-23",0.19
"752","2009-12-24",0.18
"753","2009-12-28",0.15
"754","2009-12-29",0.16
"755","2009-12-30",0.16
"756","2009-12-31",0.14
"757","2010-01-04",0.13
"758","2010-01-05",0.13
"759","2010-01-06",0.13
"760","2010-01-07",0.13
"761","2010-01-08",0.14
"762","2010-01-11",0.15
"763","2010-01-12",0.16
"764","2010-01-13",0.16
"765","2010-01-14",0.15
"766","2010-01-15",0.19
"767","2010-01-19",0.2
"768","2010-01-20",0.21
"769","2010-01-21",0.21
"770","2010-01-22",0.2
"771","2010-01-25",0.25
"772","2010-01-26",0.25
"773","2010-01-27",0.29
"774","2010-01-28",0.26
"775","2010-01-29",0.26
"776","2010-02-01",0.29
"777","2010-02-02",0.3
"778","2010-02-03",0.26
"779","2010-02-04",0.26
"780","2010-02-05",0.28
"781","2010-02-08",0.2
"782","2010-02-09",0.22
"783","2010-02-10",0.18
"784","2010-02-11",0.22
"785","2010-02-12",0.18
"786","2010-02-16",0.19
"787","2010-02-17",0.19
"788","2010-02-18",0.17
"789","2010-02-19",0.17
"790","2010-02-22",0.17
"791","2010-02-23",0.17
"792","2010-02-24",0.17
"793","2010-02-25",0.17
"794","2010-02-26",0.17
"795","2010-03-01",0.17
"796","2010-03-02",0.15
"797","2010-03-03",0.16
"798","2010-03-04",0.15
"799","2010-03-05",0.16
"800","2010-03-08",0.17
"801","2010-03-09",0.15
"802","2010-03-10",0.17
"803","2010-03-11",0.18
"804","2010-03-12",0.18
"805","2010-03-15",0.18
"806","2010-03-16",0.18
"807","2010-03-17",0.18
"808","2010-03-18",0.18
"809","2010-03-19",0.19
"810","2010-03-22",0.2
"811","2010-03-23",0.2
"812","2010-03-24",0.22
"813","2010-03-25",0.22
"814","2010-03-26",0.22
"815","2010-03-29",0.22
"816","2010-03-30",0.22
"817","2010-03-31",0.22
"818","2010-04-01",0.22
"819","2010-04-05",0.22
"820","2010-04-06",0.22
"821","2010-04-07",0.22
"822","2010-04-08",0.22
"823","2010-04-09",0.24
"824","2010-04-12",0.22
"825","2010-04-13",0.22
"826","2010-04-14",0.22
"827","2010-04-15",0.24
"828","2010-04-16",0.24
"829","2010-04-19",0.25
"830","2010-04-20",0.26
"831","2010-04-21",0.32
"832","2010-04-22",0.32
"833","2010-04-23",0.32
"834","2010-04-26",0.3
"835","2010-04-27",0.3
"836","2010-04-28",0.28
"837","2010-04-29",0.33
"838","2010-04-30",0.33
"839","2010-05-03",0.33
"840","2010-05-04",0.26
"841","2010-05-05",0.26
"842","2010-05-06",0.26
"843","2010-05-07",0.29
"844","2010-05-10",0.29
"845","2010-05-11",0.28
"846","2010-05-12",0.28
"847","2010-05-13",0.29
"848","2010-05-14",0.31
"849","2010-05-17",0.31
"850","2010-05-18",0.3
"851","2010-05-19",0.3
"852","2010-05-20",0.3
"853","2010-05-21",0.32
"854","2010-05-24",0.32
"855","2010-05-25",0.35
"856","2010-05-26",0.35
"857","2010-05-27",0.34
"858","2010-05-28",0.34
"859","2010-06-01",0.34
"860","2010-06-02",0.33
"861","2010-06-03",0.33
"862","2010-06-04",0.33
"863","2010-06-07",0.26
"864","2010-06-08",0.26
"865","2010-06-09",0.26
"866","2010-06-10",0.3
"867","2010-06-11",0.26
"868","2010-06-14",0.26
"869","2010-06-15",0.26
"870","2010-06-16",0.26
"871","2010-06-17",0.33
"872","2010-06-18",0.31
"873","2010-06-21",0.21
"874","2010-06-22",0.21
"875","2010-06-23",0.21
"876","2010-06-24",0.21
"877","2010-06-25",0.23
"878","2010-06-28",0.3
"879","2010-06-29",0.3
"880","2010-06-30",0.24
"881","2010-07-01",0.24
"882","2010-07-02",0.24
"883","2010-07-06",0.24
"884","2010-07-07",0.24
"885","2010-07-08",0.24
"886","2010-07-09",0.24
"887","2010-07-12",0.24
"888","2010-07-13",0.24
"889","2010-07-14",0.24
"890","2010-07-15",0.24
"891","2010-07-16",0.24
"892","2010-07-19",0.3
"893","2010-07-20",0.3
"894","2010-07-21",0.3
"895","2010-07-22",0.25
"896","2010-07-23",0.25
"897","2010-07-26",0.24
"898","2010-07-27",0.24
"899","2010-07-28",0.24
"900","2010-07-29",0.24
"901","2010-07-30",0.24
"902","2010-08-02",0.24
"903","2010-08-03",0.24
"904","2010-08-04",0.24
"905","2010-08-05",0.26
"906","2010-08-06",0.26
"907","2010-08-09",0.26
"908","2010-08-10",0.29
"909","2010-08-11",0.29
"910","2010-08-12",0.29
"911","2010-08-13",0.26
"912","2010-08-16",0.26
"913","2010-08-17",0.26
"914","2010-08-18",0.26
"915","2010-08-19",0.22
"916","2010-08-20",0.22
"917","2010-08-23",0.22
"918","2010-08-24",0.22
"919","2010-08-25",0.22
"920","2010-08-26",0.17
"921","2010-08-27",0.17
"922","2010-08-30",0.17
"923","2010-08-31",0.17
"924","2010-09-01",0.17
"925","2010-09-02",0.17
"926","2010-09-03",0.2
"927","2010-09-07",0.2
"928","2010-09-08",0.2
"929","2010-09-09",0.2
"930","2010-09-10",0.2
"931","2010-09-13",0.2
"932","2010-09-14",0.2
"933","2010-09-15",0.2
"934","2010-09-16",0.17
"935","2010-09-17",0.17
"936","2010-09-20",0.17
"937","2010-09-21",0.17
"938","2010-09-22",0.17
"939","2010-09-23",0.17
"940","2010-09-24",0.17
"941","2010-09-27",0.17
"942","2010-09-28",0.17
"943","2010-09-29",0.17
"944","2010-09-30",0.17
"945","2010-10-01",0.17
"946","2010-10-04",0.15
"947","2010-10-05",0.15
"948","2010-10-06",0.15
"949","2010-10-07",0.15
"950","2010-10-08",0.15
"951","2010-10-11",0.15
"952","2010-10-12",0.15
"953","2010-10-13",0.15
"954","2010-10-14",0.11
"955","2010-10-15",0.11
"956","2010-10-18",0.05
"957","2010-10-19",0.05
"958","2010-10-20",0.07
"959","2010-10-21",0.07
"960","2010-10-22",0.07
"961","2010-10-25",0.12
"962","2010-10-26",0.1
"963","2010-10-27",0.1
"964","2010-10-28",0.1
"965","2010-10-29",0.1
"966","2010-11-01",0.1
"967","2010-11-02",0.1
"968","2010-11-03",0.1
"969","2010-11-04",0.1
"970","2010-11-05",0.1
"971","2010-11-08",0.09
"972","2010-11-09",0.09
"973","2010-11-10",0.09
"974","2010-11-11",0.09
"975","2010-11-12",0.09
"976","2010-11-15",0.1
"977","2010-11-16",0.1
"978","2010-11-17",0.1
"979","2010-11-18",0.09
"980","2010-11-19",0.09
"981","2010-11-22",0.11
"982","2010-11-23",0.09
"983","2010-11-24",0.09
"984","2010-11-26",0.09
"985","2010-11-29",0.09
"986","2010-11-30",0.09
"987","2010-12-01",0.09
"988","2010-12-02",0.09
"989","2010-12-03",0.09
"990","2010-12-06",0.09
"991","2010-12-07",0.09
"992","2010-12-08",0.09
"993","2010-12-09",0.09
"994","2010-12-10",0.09
"995","2010-12-13",0.09
"996","2010-12-14",0.09
"997","2010-12-15",0.09
"998","2010-12-16",0.09
"999","2010-12-17",0.09
"1000","2010-12-20",0.09
