"","date","ONE"
"280","2019-05-08",8.17
"281","2019-05-09",7.99
"282","2019-05-10",8.03
"283","2019-05-13",8.08
"284","2019-05-14",8.37
"285","2019-05-15",7.97
"286","2019-05-16",7.9
"287","2019-05-17",7.53
"288","2019-05-20",7.65
"289","2019-05-21",7.51
"290","2019-05-22",7.52
"291","2019-05-23",7.33
"292","2019-05-24",7.33
"293","2019-05-28",7.94
"294","2019-05-29",8.04
"295","2019-05-30",7.92
"296","2019-05-31",8.04
"297","2019-06-03",7.76
"298","2019-06-04",7.68
"299","2019-06-05",7.66
"300","2019-06-06",7.77
"301","2019-06-07",7.98
"302","2019-06-10",8.13
"303","2019-06-11",8.31
"304","2019-06-12",8.45
"305","2019-06-13",8.11
"306","2019-06-14",8.1
"307","2019-06-17",8.09
"308","2019-06-18",8.13
"309","2019-06-19",7.98
"310","2019-06-20",7.79
"311","2019-06-21",7.85
"312","2019-06-24",7.9
"313","2019-06-25",7.87
"314","2019-06-26",7.96
"315","2019-06-27",7.88
"316","2019-06-28",7.96
"317","2019-07-01",7.91
"318","2019-07-02",8.01
"319","2019-07-03",8.02
"320","2019-07-05",8.07
"321","2019-07-08",7.97
"322","2019-07-09",8.03
"323","2019-07-10",7.87
"324","2019-07-11",7.91
"325","2019-07-12",8.43
"326","2019-07-15",8.31
"327","2019-07-16",8.2
"328","2019-07-17",8.12
"329","2019-07-18",8.09
"330","2019-07-19",8.33
"331","2019-07-22",8.26
"332","2019-07-23",8.07
"333","2019-07-24",8.03
"334","2019-07-25",7.97
"335","2019-07-26",7.22
"336","2019-07-29",7.99
"337","2019-07-30",7.23
"338","2019-07-31",7.39
"339","2019-08-01",8.03
"340","2019-08-02",8.01
"341","2019-08-05",8.01
"342","2019-08-06",7.82
"343","2019-08-07",7.9
"344","2019-08-08",8.04
"345","2019-08-09",7.97
"346","2019-08-12",7.79
"347","2019-08-13",7.68
"348","2019-08-14",7.34
"349","2019-08-15",7.38
"350","2019-08-16",7.08
"351","2019-08-19",7.39
"352","2019-08-20",7.36
"353","2019-08-21",7.27
"354","2019-08-22",7.35
"355","2019-08-23",7.3
"356","2019-08-26",7.45
"357","2019-08-27",7.68
"358","2019-08-28",7.72
"359","2019-08-29",7.72
"360","2019-08-30",7.52
"361","2019-09-03",7.4
"362","2019-09-04",7.47
"363","2019-09-05",7.43
"364","2019-09-06",7.46
"365","2019-09-09",7.46
"366","2019-09-10",7.38
"367","2019-09-11",7.24
"368","2019-09-12",7.25
"369","2019-09-13",7.35
"370","2019-09-16",7.43
"371","2019-09-17",7.3
"372","2019-09-18",7.32
"373","2019-09-19",7.26
"374","2019-09-20",7.46
"375","2019-09-23",7.3
"376","2019-09-24",7.32
"377","2019-09-25",7.33
"378","2019-09-26",7.3
"379","2019-09-27",7.41
"380","2019-09-30",7.39
"381","2019-10-01",7.33
"382","2019-10-02",7.33
"383","2019-10-03",7.3
"384","2019-10-04",7.24
"385","2019-10-07",7.2
"386","2019-10-08",7.13
"387","2019-10-09",7.11
"388","2019-10-10",7.14
"389","2019-10-11",7.1
"390","2019-10-14",7.02
"391","2019-10-15",6.86
"392","2019-10-16",6.75
"393","2019-10-17",6.95
"394","2019-10-18",6.95
"395","2019-10-21",7.31
"396","2019-10-22",7.3
"397","2019-10-23",7.31
"398","2019-10-24",7.4
"399","2019-10-25",7.39
"400","2019-10-28",7.36
"401","2019-10-29",7.17
"402","2019-10-30",7.15
"403","2019-10-31",7.18
"404","2019-11-01",7.12
"405","2019-11-04",7.02
"406","2019-11-05",7.13
"407","2019-11-06",7.24
"408","2019-11-07",7.25
"409","2019-11-08",7.27
"410","2019-11-11",7.32
"411","2019-11-12",7.33
"412","2019-11-13",7.05
"413","2019-11-14",7.04
"414","2019-11-15",7.13
"415","2019-11-18",7.2
"416","2019-11-19",7.12
"417","2019-11-20",7.04
"418","2019-11-21",7.02
"419","2019-11-22",7.1
"420","2019-11-25",7.17
"421","2019-11-26",7.28
"422","2019-11-27",7.27
"423","2019-11-29",7.11
"424","2019-12-02",7.07
"425","2019-12-03",6.98
"426","2019-12-04",7.17
"427","2019-12-05",7.01
"428","2019-12-06",7.02
"429","2019-12-09",6.92
"430","2019-12-10",6.71
"431","2019-12-11",6.81
"432","2019-12-12",7
"433","2019-12-13",7.01
"434","2019-12-16",6.81
"435","2019-12-17",6.87
"436","2019-12-18",6.89
"437","2019-12-19",6.83
"438","2019-12-20",6.79
"439","2019-12-23",6.82
"440","2019-12-24",6.71
"441","2019-12-26",6.69
"442","2019-12-27",6.66
"443","2019-12-30",6.68
"444","2019-12-31",6.67
"445","2020-01-02",6.71
"446","2020-01-03",6.78
"447","2020-01-06",6.82
"448","2020-01-07",6.93
"449","2020-01-08",6.95
"450","2020-01-09",6.92
"451","2020-01-10",6.87
"452","2020-01-13",6.9
"453","2020-01-14",6.95
"454","2020-01-15",6.91
"455","2020-01-16",6.91
"456","2020-01-17",6.8
"457","2020-01-21",6.76
"458","2020-01-22",6.9
"459","2020-01-23",6.5
"460","2020-01-24",6.4
"461","2020-01-27",6.15
"462","2020-01-28",6.21
"463","2020-01-29",6.08
"464","2020-01-30",6.05
"465","2020-01-31",5.93
"466","2020-02-03",5.99
"467","2020-02-04",6.06
"468","2020-02-05",6
"469","2020-02-06",5.99
"470","2020-02-07",5.85
"471","2020-02-10",5.89
"472","2020-02-11",5.84
"473","2020-02-12",5.66
"474","2020-02-13",5.46
"475","2020-02-14",5.54
"476","2020-02-18",5.48
"477","2020-02-19",5.31
"478","2020-02-20",5.31
"479","2020-02-21",4.94
"480","2020-02-24",4.77
"481","2020-02-25",5.22
"482","2020-02-26",5.07
"483","2020-02-27",5.46
"484","2020-02-28",5.44
"485","2020-03-02",5.6
"486","2020-03-03",5.47
"487","2020-03-04",5.18
"488","2020-03-05",5.36
"489","2020-03-06",5.41
"490","2020-03-09",5.22
"491","2020-03-10",5.51
"492","2020-03-11",5.5
"493","2020-03-12",5.34
"494","2020-03-13",5.19
"495","2020-03-16",5.02
"496","2020-03-17",4.95
"497","2020-03-18",4.9
"498","2020-03-19",4.95
"499","2020-03-20",4.98
"500","2020-03-23",4.75
"501","2020-03-24",4.8
"502","2020-03-25",4.73
"503","2020-03-26",4.9
"504","2020-03-27",5.1
"505","2020-03-30",5.31
"506","2020-03-31",5.1
"507","2020-04-01",4.88
"508","2020-04-02",5
"509","2020-04-03",5
"510","2020-04-06",4.95
"511","2020-04-07",4.94
"512","2020-04-08",4.81
"513","2020-04-09",4.56
"514","2020-04-13",4.48
"515","2020-04-14",4.35
"516","2020-04-15",4.04
"517","2020-04-16",4.03
"518","2020-04-17",3.86
"519","2020-04-20",3.96
"520","2020-04-21",3.88
"521","2020-04-22",3.89
"522","2020-04-23",3.77
"523","2020-04-24",3.75
"524","2020-04-27",4.25
"525","2020-04-28",4.27
"526","2020-04-29",4.86
"527","2020-04-30",4.82
"528","2020-05-01",4.83
"529","2020-05-04",4.55
"530","2020-05-05",4.7
"531","2020-05-06",4.69
"532","2020-05-07",4.92
"533","2020-05-08",4.96
"534","2020-05-11",4.96
"535","2020-05-12",4.93
"536","2020-05-13",5
"537","2020-05-14",4.46
"538","2020-05-15",4.42
"539","2020-05-18",4.53
"540","2020-05-19",4.1
"541","2020-05-20",4.05
"542","2020-05-21",3.95
"543","2020-05-22",4.08
"544","2020-05-26",4.11
"545","2020-05-27",4.05
"546","2020-05-28",3.96
"547","2020-05-29",3.68
"548","2020-06-01",3.72
"549","2020-06-02",3.71
"550","2020-06-03",3.74
"551","2020-06-04",3.84
"552","2020-06-05",3.92
"553","2020-06-08",3.92
"554","2020-06-09",4.4
"555","2020-06-10",4.21
"556","2020-06-11",4.02
"557","2020-06-12",3.98
"558","2020-06-15",3.97
"559","2020-06-16",4.02
"560","2020-06-17",3.97
"561","2020-06-18",4
"562","2020-06-19",4.04
"563","2020-06-22",3.98
"564","2020-06-23",4
"565","2020-06-24",3.94
"566","2020-06-25",3.95
"567","2020-06-26",4
"568","2020-06-29",4.02
"569","2020-06-30",3.93
"570","2020-07-01",3.91
"571","2020-07-02",4.1
"572","2020-07-06",4.11
"573","2020-07-07",3.95
"574","2020-07-08",4.03
"575","2020-07-09",4.02
"576","2020-07-10",4.2
"577","2020-07-13",4.28
"578","2020-07-14",4.22
"579","2020-07-15",4.25
"580","2020-07-16",4.21
"581","2020-07-17",4.32
"582","2020-07-20",4.31
"583","2020-07-21",4.64
"584","2020-07-22",4.27
"585","2020-07-23",3.93
"586","2020-07-24",3.85
"587","2020-07-27",3.7
"588","2020-07-28",3.59
"589","2020-07-29",3.6
"590","2020-07-30",3.63
"591","2020-07-31",3.75
"592","2020-08-03",3.6
"593","2020-08-04",3.8
"594","2020-08-05",3.77
"595","2020-08-06",3.84
"596","2020-08-07",3.94
"597","2020-08-10",3.87
"598","2020-08-11",3.83
"599","2020-08-12",3.78
"600","2020-08-13",3.6
"601","2020-08-14",3.91
"602","2020-08-17",4.15
"603","2020-08-18",5.42
"604","2020-08-19",5.48
"605","2020-08-20",4.54
"606","2020-08-21",4.4
"607","2020-08-24",4.07
"608","2020-08-25",4.29
"609","2020-08-26",4.17
"610","2020-08-27",4.21
"611","2020-08-28",4.18
"612","2020-08-31",4.24
"613","2020-09-01",4.33
"614","2020-09-02",4.14
"615","2020-09-03",4.18
"616","2020-09-04",4.18
"617","2020-09-08",4.19
"618","2020-09-09",4.25
"619","2020-09-10",4.43
"620","2020-09-11",4.58
"621","2020-09-14",4.71
"622","2020-09-15",4.53
"623","2020-09-16",4.37
"624","2020-09-17",4.32
"625","2020-09-18",4.37
"626","2020-09-21",4.46
"627","2020-09-22",4.75
"628","2020-09-23",4.34
"629","2020-09-24",4.22
"630","2020-09-25",4.3
"631","2020-09-28",4.28
"632","2020-09-29",4.27
"633","2020-09-30",4.49
"634","2020-10-01",4.36
"635","2020-10-02",4.47
"636","2020-10-05",4.44
"637","2020-10-06",4.47
"638","2020-10-07",4.46
"639","2020-10-08",4.52
"640","2020-10-09",4.63
"641","2020-10-12",4.61
"642","2020-10-13",4.48
"643","2020-10-14",4.41
"644","2020-10-15",4.44
"645","2020-10-16",4.48
"646","2020-10-19",4.43
"647","2020-10-20",4.44
"648","2020-10-21",4.31
"649","2020-10-22",4.37
"650","2020-10-23",4.28
"651","2020-10-26",4.31
"652","2020-10-27",4.26
"653","2020-10-28",4.14
"654","2020-10-29",4.18
"655","2020-10-30",4.15
"656","2020-11-02",4.24
"657","2020-11-03",4.32
"658","2020-11-04",4.39
"659","2020-11-05",4.28
"660","2020-11-06",4.14
"661","2020-11-09",4
"662","2020-11-10",4
"663","2020-11-11",3.95
"664","2020-11-12",3.92
"665","2020-11-13",4
"666","2020-11-16",4
"667","2020-11-17",3.99
"668","2020-11-18",4.04
"669","2020-11-19",4.12
"670","2020-11-20",4.25
"671","2020-11-23",3.95
"672","2020-11-24",4
"673","2020-11-25",4
"674","2020-11-27",3.8
