"","date","MITO"
"92","2019-06-27",12.17
"93","2019-06-28",12.5
"94","2019-07-01",12.82
"95","2019-07-02",12.7
"96","2019-07-03",12.9
"97","2019-07-05",12.77
"98","2019-07-08",12.6
"99","2019-07-09",12.3
"100","2019-07-10",11.75
"101","2019-07-11",12.12
"102","2019-07-12",11.7
"103","2019-07-15",11.12
"104","2019-07-16",11.12
"105","2019-07-17",11
"106","2019-07-18",11.25
"107","2019-07-19",11.35
"108","2019-07-22",11.52
"109","2019-07-23",11.48
"110","2019-07-24",12.1
"111","2019-07-25",12.1
"112","2019-07-26",12.515
"113","2019-07-29",12.779
"114","2019-07-30",12.5
"115","2019-07-31",12.5
"116","2019-08-01",13.36
"117","2019-08-02",12.72
"118","2019-08-05",12.125
"119","2019-08-06",12.237
"120","2019-08-07",12.809
"121","2019-08-08",12.4
"122","2019-08-09",12.33
"123","2019-08-12",12.24
"124","2019-08-13",12.4
"125","2019-08-14",12.4
"126","2019-08-15",11.95
"127","2019-08-16",12.09
"128","2019-08-19",11.5
"129","2019-08-20",10.79
"130","2019-08-21",11.05
"131","2019-08-22",11.311
"132","2019-08-23",10
"133","2019-08-26",9.9
"134","2019-08-27",9.63
"135","2019-08-28",8.9
"136","2019-08-29",8.89
"137","2019-08-30",8.9
"138","2019-09-03",8.75
"139","2019-09-04",8.957
"140","2019-09-05",8.35
"141","2019-09-06",8.19
"142","2019-09-09",7.75
"143","2019-09-10",8.05
"144","2019-09-11",7.8
"145","2019-09-12",7.43
"146","2019-09-13",7.1
"147","2019-09-16",6.47
"148","2019-09-17",6.48
"149","2019-09-18",6.29
"150","2019-09-19",6.15
"151","2019-09-20",6.43
"152","2019-09-23",5.967
"153","2019-09-24",6.11
"154","2019-09-25",5.9
"155","2019-09-26",5.964
"156","2019-09-27",5.22
"157","2019-09-30",5.98
"158","2019-10-01",6.46
"159","2019-10-02",6.1
"160","2019-10-03",5.99
"161","2019-10-04",6.4
"162","2019-10-07",6.79
"163","2019-10-08",6.4
"164","2019-10-09",6.4
"165","2019-10-10",7.09
"166","2019-10-11",7.15
"167","2019-10-14",6.85
"168","2019-10-15",6.91
"169","2019-10-16",6.46
"170","2019-10-17",6.38
"171","2019-10-18",6.235
"172","2019-10-21",6.6
"173","2019-10-22",6.42
"174","2019-10-23",6.295
"175","2019-10-24",6.3
"176","2019-10-25",6.32
"177","2019-10-28",6.32
"178","2019-10-29",6.33
"179","2019-10-30",6.33
"180","2019-10-31",6.4
"181","2019-11-01",6.4
"182","2019-11-04",6.69
"183","2019-11-05",6.57
"184","2019-11-06",6.82
"185","2019-11-07",6.43
"186","2019-11-08",6.47
"187","2019-11-11",6.79
"188","2019-11-12",6.96
"189","2019-11-13",7.14
"190","2019-11-14",7.73
"191","2019-11-15",8.64
"192","2019-11-18",7.15
"193","2019-11-19",7.48
"194","2019-11-20",7.725
"195","2019-11-21",7.8
"196","2019-11-22",8.21
"197","2019-11-25",8.23
"198","2019-11-26",8.655
"199","2019-11-27",8.5
"200","2019-11-29",11.607
"201","2019-12-02",11
"202","2019-12-03",10.8
"203","2019-12-04",11.84
"204","2019-12-05",11.346
"205","2019-12-06",11.78
"206","2019-12-09",10.931
"207","2019-12-10",11
"208","2019-12-11",11.229
"209","2019-12-12",11.91
"210","2019-12-13",11.46
"211","2019-12-16",11.38
"212","2019-12-17",11.74
"213","2019-12-18",13
"214","2019-12-19",13.7
"215","2019-12-20",4.75
"216","2019-12-23",4.45
"217","2019-12-24",4.04
"218","2019-12-26",3.56
"219","2019-12-27",3.45
"220","2019-12-30",3.39
"221","2019-12-31",3.26
"222","2020-01-02",3.1
"223","2020-01-03",3.02
"224","2020-01-06",3.01
"225","2020-01-07",3.12
"226","2020-01-08",3.13
"227","2020-01-09",3.05
"228","2020-01-10",3.05
"229","2020-01-13",3.03
"230","2020-01-14",3.01
"231","2020-01-15",3.01
"232","2020-01-16",3.08
"233","2020-01-17",3.08
"234","2020-01-21",3.02
"235","2020-01-22",3
"236","2020-01-23",3
"237","2020-01-24",2.75
"238","2020-01-27",2.68
"239","2020-01-28",2.69
"240","2020-01-29",2.64
"241","2020-01-30",2.57
"242","2020-01-31",2.52
"243","2020-02-03",2.5
"244","2020-02-04",2.35
"245","2020-02-05",2.44
"246","2020-02-06",2.4
"247","2020-02-07",2.37
"248","2020-02-10",2.33
"249","2020-02-11",2.35
"250","2020-02-12",2.33
"251","2020-02-13",2.25
"252","2020-02-14",2.24
"253","2020-02-18",2.25
"254","2020-02-19",2.15
"255","2020-02-20",2.24
"256","2020-02-21",2.14
"257","2020-02-24",2.03
"258","2020-02-25",1.99
"259","2020-02-26",1.97
"260","2020-02-27",1.83
"261","2020-02-28",1.85
"262","2020-03-02",1.94
"263","2020-03-03",3.07
"264","2020-03-04",2.67
"265","2020-03-05",2.29
"266","2020-03-06",2.1
"267","2020-03-09",1.83
"268","2020-03-10",1.819
"269","2020-03-11",1.589
"270","2020-03-12",1.36
"271","2020-03-13",1.342
"272","2020-03-16",1.1
"273","2020-03-17",1.228
"274","2020-03-18",0.971
"275","2020-03-19",1.049
"276","2020-03-20",1.144
"277","2020-03-23",1.1
"278","2020-03-24",1.17
"279","2020-03-25",1.39
"280","2020-03-26",1.325
"281","2020-03-27",1.29
"282","2020-03-30",1.28
"283","2020-03-31",1.24
"284","2020-04-01",1.23
"285","2020-04-02",1.32
"286","2020-04-03",1.24
"287","2020-04-06",1.33
"288","2020-04-07",1.34
"289","2020-04-08",1.38
"290","2020-04-09",1.563
"291","2020-04-13",1.59
"292","2020-04-14",1.69
"293","2020-04-15",1.71
"294","2020-04-16",1.68
"295","2020-04-17",1.7
"296","2020-04-20",1.69
"297","2020-04-21",1.6
"298","2020-04-22",1.63
"299","2020-04-23",1.633
"300","2020-04-24",1.63
"301","2020-04-27",1.69
"302","2020-04-28",1.665
"303","2020-04-29",1.65
"304","2020-04-30",1.66
"305","2020-05-01",1.588
"306","2020-05-04",1.65
"307","2020-05-05",1.594
"308","2020-05-06",1.705
"309","2020-05-07",1.66
"310","2020-05-08",1.69
"311","2020-05-11",1.739
"312","2020-05-12",2.11
"313","2020-05-13",1.87
"314","2020-05-14",1.82
"315","2020-05-15",1.89
"316","2020-05-18",2.16
"317","2020-05-19",2.22
"318","2020-05-20",2.21
"319","2020-05-21",2.21
"320","2020-05-22",2.22
"321","2020-05-26",2.12
"322","2020-05-27",2.077
"323","2020-05-28",2
"324","2020-05-29",1.96
"325","2020-06-01",1.97
"326","2020-06-02",2.011
"327","2020-06-03",2.01
"328","2020-06-04",2.04
"329","2020-06-05",2.06
"330","2020-06-08",2.12
"331","2020-06-09",2.188
"332","2020-06-10",2.07
"333","2020-06-11",1.91
"334","2020-06-12",1.925
"335","2020-06-15",2.01
"336","2020-06-16",1.973
"337","2020-06-17",1.97
"338","2020-06-18",1.97
"339","2020-06-19",1.97
"340","2020-06-22",2.065
"341","2020-06-23",1.92
"342","2020-06-24",1.874
"343","2020-06-25",2.04
"344","2020-06-26",1.9
"345","2020-06-29",1.85
"346","2020-06-30",1.83
"347","2020-07-01",1.827
"348","2020-07-02",1.823
"349","2020-07-06",1.834
"350","2020-07-07",1.86
"351","2020-07-08",1.87
"352","2020-07-09",1.81
"353","2020-07-10",1.86
"354","2020-07-13",1.85
"355","2020-07-14",1.82
"356","2020-07-15",1.85
"357","2020-07-16",1.81
"358","2020-07-17",1.81
"359","2020-07-20",1.78
"360","2020-07-21",1.77
"361","2020-07-22",1.8
"362","2020-07-23",1.99
"363","2020-07-24",2
"364","2020-07-27",1.9
"365","2020-07-28",2.12
"366","2020-07-29",2.1
"367","2020-07-30",2.23
"368","2020-07-31",2.23
"369","2020-08-03",2.1
"370","2020-08-04",2.08
"371","2020-08-05",2.017
"372","2020-08-06",1.95
"373","2020-08-07",1.92
"374","2020-08-10",1.95
"375","2020-08-11",1.89
"376","2020-08-12",1.8
"377","2020-08-13",1.79
"378","2020-08-14",1.81
"379","2020-08-17",1.8
"380","2020-08-18",1.68
"381","2020-08-19",1.61
"382","2020-08-20",1.53
"383","2020-08-21",1.62
"384","2020-08-24",1.57
"385","2020-08-25",1.51
"386","2020-08-26",1.51
"387","2020-08-27",1.52
"388","2020-08-28",1.56
"389","2020-08-31",1.55
"390","2020-09-01",1.58
"391","2020-09-02",1.53
"392","2020-09-03",1.53
"393","2020-09-04",1.51
"394","2020-09-08",1.514
"395","2020-09-09",1.5
"396","2020-09-10",1.5
"397","2020-09-11",1.52
"398","2020-09-14",1.555
"399","2020-09-15",1.53
"400","2020-09-16",1.51
"401","2020-09-17",1.52
"402","2020-09-18",1.525
"403","2020-09-21",1.44
"404","2020-09-22",1.45
"405","2020-09-23",1.395
"406","2020-09-24",1.34
"407","2020-09-25",1.35
"408","2020-09-28",1.32
"409","2020-09-29",1.35
"410","2020-09-30",1.35
"411","2020-10-01",1.32
"412","2020-10-02",1.3
"413","2020-10-05",1.34
"414","2020-10-06",1.35
"415","2020-10-07",1.36
"416","2020-10-08",1.35
"417","2020-10-09",1.34
"418","2020-10-12",1.34
"419","2020-10-13",1.4
"420","2020-10-14",1.426
"421","2020-10-15",1.439
"422","2020-10-16",1.42
"423","2020-10-19",1.42
"424","2020-10-20",1.48
"425","2020-10-21",1.45
"426","2020-10-22",1.47
"427","2020-10-23",1.428
"428","2020-10-26",1.44
"429","2020-10-27",1.516
"430","2020-10-28",1.39
"431","2020-10-29",1.4
"432","2020-10-30",1.28
"433","2020-11-02",1.38
"434","2020-11-03",1.41
"435","2020-11-04",1.39
"436","2020-11-05",1.34
"437","2020-11-06",1.32
"438","2020-11-09",1.27
"439","2020-11-10",1.33
"440","2020-11-11",1.36
"441","2020-11-12",1.37
"442","2020-11-13",1.39
"443","2020-11-16",1.44
"444","2020-11-17",1.52
"445","2020-11-18",1.47
"446","2020-11-19",1.48
"447","2020-11-20",1.3
"448","2020-11-23",1.3
"449","2020-11-24",1.32
"450","2020-11-25",1.32
"451","2020-11-27",1.31
