"","date","RAPT"
"82","2020-02-28",19.77
"83","2020-03-02",18.1
"84","2020-03-03",18.74
"85","2020-03-04",22.26
"86","2020-03-05",21.17
"87","2020-03-06",19.42
"88","2020-03-09",19.5
"89","2020-03-10",19.74
"90","2020-03-11",15.73
"91","2020-03-12",15.67
"92","2020-03-13",15.75
"93","2020-03-16",14.65
"94","2020-03-17",13.85
"95","2020-03-18",11.86
"96","2020-03-19",13.26
"97","2020-03-20",15.1
"98","2020-03-23",15.76
"99","2020-03-24",16.34
"100","2020-03-25",16.66
"101","2020-03-26",19.18
"102","2020-03-27",19.559999
"103","2020-03-30",19.92
"104","2020-03-31",21.27
"105","2020-04-01",15.41
"106","2020-04-02",18.68
"107","2020-04-03",17.690001
"108","2020-04-06",16.91
"109","2020-04-07",15.65
"110","2020-04-08",16.51
"111","2020-04-09",17.190001
"112","2020-04-13",16.93
"113","2020-04-14",17.24
"114","2020-04-15",15.2
"115","2020-04-16",16.15
"116","2020-04-17",15.9
"117","2020-04-20",16.040001
"118","2020-04-21",16.23
"119","2020-04-22",17.1
"120","2020-04-23",16.18
"121","2020-04-24",16.139999
"122","2020-04-27",16.719999
"123","2020-04-28",16.120001
"124","2020-04-29",15.74
"125","2020-04-30",15.19
"126","2020-05-01",14.16
"127","2020-05-04",14.75
"128","2020-05-05",14.96
"129","2020-05-06",15.41
"130","2020-05-07",15.64
"131","2020-05-08",15.99
"132","2020-05-11",15.65
"133","2020-05-12",15.46
"134","2020-05-13",15.03
"135","2020-05-14",14.62
"136","2020-05-15",15.58
"137","2020-05-18",16.049999
"138","2020-05-19",17.07
"139","2020-05-20",17.92
"140","2020-05-21",18.040001
"141","2020-05-22",17.99
"142","2020-05-26",18.1
"143","2020-05-27",17.969999
"144","2020-05-28",17.85
"145","2020-05-29",18.280001
"146","2020-06-01",19.879999
"147","2020-06-02",20.43
"148","2020-06-03",18.469999
"149","2020-06-04",18.57
"150","2020-06-05",20.25
"151","2020-06-08",21.16
"152","2020-06-09",21.610001
"153","2020-06-10",23.209999
"154","2020-06-11",21.24
"155","2020-06-12",21.52
"156","2020-06-15",22.67
"157","2020-06-16",21.959999
"158","2020-06-17",25.389999
"159","2020-06-18",28.27
"160","2020-06-19",32.18
"161","2020-06-22",32.18
"162","2020-06-23",32.849998
"163","2020-06-24",29.24
"164","2020-06-25",32.18
"165","2020-06-26",27.549999
"166","2020-06-29",26.6
"167","2020-06-30",29.02
"168","2020-07-01",27.74
"169","2020-07-02",28.049999
"170","2020-07-06",27.290001
"171","2020-07-07",26.809999
"172","2020-07-08",27.299999
"173","2020-07-09",26.49
"174","2020-07-10",25.459999
"175","2020-07-13",27.549999
"176","2020-07-14",30.42
"177","2020-07-15",27.01
"178","2020-07-16",27.209999
"179","2020-07-17",27.290001
"180","2020-07-20",28.41
"181","2020-07-21",28.1
"182","2020-07-22",25.709999
"183","2020-07-23",25.209999
"184","2020-07-24",22.450001
"185","2020-07-27",23.4
"186","2020-07-28",23.639999
"187","2020-07-29",23.26
"188","2020-07-30",22.780001
"189","2020-07-31",21.6
"190","2020-08-03",22.950001
"191","2020-08-04",22.17
"192","2020-08-05",22.5
"193","2020-08-06",22.98
"194","2020-08-07",23.83
"195","2020-08-10",22.860001
"196","2020-08-11",22.110001
"197","2020-08-12",22.639999
"198","2020-08-13",22.799999
"199","2020-08-14",25.43
"200","2020-08-17",24.15
"201","2020-08-18",24.200001
"202","2020-08-19",25.91
"203","2020-08-20",25.52
"204","2020-08-21",25.41
"205","2020-08-24",25.549999
"206","2020-08-25",25.77
"207","2020-08-26",25.6
"208","2020-08-27",25.32
"209","2020-08-28",26.07
"210","2020-08-31",26.6
"211","2020-09-01",29.17
"212","2020-09-02",30.940001
"213","2020-09-03",30.889999
"214","2020-09-04",30.030001
"215","2020-09-08",33.66
"216","2020-09-09",36.93
"217","2020-09-10",36.099998
"218","2020-09-11",35.509998
"219","2020-09-14",36.299999
"220","2020-09-15",36.369999
"221","2020-09-16",37.049999
"222","2020-09-17",36.709999
"223","2020-09-18",37.450001
"224","2020-09-21",37.5
"225","2020-09-22",33.720001
"226","2020-09-23",28.610001
"227","2020-09-24",28.209999
"228","2020-09-25",28.75
"229","2020-09-28",28.370001
"230","2020-09-29",27.42
"231","2020-09-30",32.200001
"232","2020-10-01",32.189999
"233","2020-10-02",30.780001
"234","2020-10-05",32.139999
"235","2020-10-06",33.57
"236","2020-10-07",34
"237","2020-10-08",33.830002
"238","2020-10-09",38.57
"239","2020-10-12",40.23
"240","2020-10-13",39.189999
"241","2020-10-14",37.290001
"242","2020-10-15",39.080002
"243","2020-10-16",40.869999
"244","2020-10-19",36.610001
"245","2020-10-20",34.75
"246","2020-10-21",33.599998
"247","2020-10-22",33.200001
"248","2020-10-23",33.009998
"249","2020-10-26",31.93
"250","2020-10-27",32.509998
"251","2020-10-28",31.190001
"252","2020-10-29",29.889999
"253","2020-10-30",28.74
"254","2020-11-02",29.16
"255","2020-11-03",30.219999
"256","2020-11-04",31.450001
"257","2020-11-05",30.940001
"258","2020-11-06",30.780001
"259","2020-11-09",32.040001
"260","2020-11-10",30.68
"261","2020-11-11",30.83
"262","2020-11-12",30.190001
"263","2020-11-13",30.469999
"264","2020-11-16",16.41
"265","2020-11-17",16.51
"266","2020-11-18",15.89
"267","2020-11-19",16.26
"268","2020-11-20",16.76
"269","2020-11-23",17.98
"270","2020-11-24",18.01
"271","2020-11-25",19.120001
"272","2020-11-27",22.4
