"","date","DXLG"
"85","2007-05-04",11.46
"86","2007-05-07",11.47
"87","2007-05-08",11.4
"88","2007-05-09",11.35
"89","2007-05-10",10.97
"90","2007-05-11",10.86
"91","2007-05-14",10.73
"92","2007-05-15",10.56
"93","2007-05-16",10.51
"94","2007-05-17",10.67
"95","2007-05-18",10.96
"96","2007-05-21",11.74
"97","2007-05-22",11.83
"98","2007-05-23",12.1
"99","2007-05-24",11.71
"100","2007-05-25",11.41
"101","2007-05-29",11.49
"102","2007-05-30",11.22
"103","2007-05-31",11.74
"104","2007-06-01",11.78
"105","2007-06-04",11.61
"106","2007-06-05",11.52
"107","2007-06-06",11.25
"108","2007-06-07",10.99
"109","2007-06-08",10.99
"110","2007-06-11",11.08
"111","2007-06-12",11.03
"112","2007-06-13",11.04
"113","2007-06-14",10.86
"114","2007-06-15",11.05
"115","2007-06-18",11.06
"116","2007-06-19",10.86
"117","2007-06-20",10.61
"118","2007-06-21",10.49
"119","2007-06-22",10.6
"120","2007-06-25",10.45
"121","2007-06-26",10.44
"122","2007-06-27",10.59
"123","2007-06-28",10.26
"124","2007-06-29",10.1
"125","2007-07-02",10.27
"126","2007-07-03",10.26
"127","2007-07-05",10.34
"128","2007-07-06",10.43
"129","2007-07-09",10.35
"130","2007-07-10",10.17
"131","2007-07-11",10.5
"132","2007-07-12",10.97
"133","2007-07-13",11.01
"134","2007-07-16",11.81
"135","2007-07-17",11.46
"136","2007-07-18",11.46
"137","2007-07-19",11.75
"138","2007-07-20",11.33
"139","2007-07-23",10.93
"140","2007-07-24",10.62
"141","2007-07-25",10.73
"142","2007-07-26",10.42
"143","2007-07-27",10.25
"144","2007-07-30",10.26
"145","2007-07-31",10.22
"146","2007-08-01",10.37
"147","2007-08-02",10.37
"148","2007-08-03",10.05
"149","2007-08-06",10.57
"150","2007-08-07",11.67
"151","2007-08-08",12.5
"152","2007-08-09",12.53
"153","2007-08-10",11.17
"154","2007-08-13",10.48
"155","2007-08-14",9.97
"156","2007-08-15",10.86
"157","2007-08-16",11.8
"158","2007-08-17",11.63
"159","2007-08-20",11.67
"160","2007-08-21",11.74
"161","2007-08-22",11.46
"162","2007-08-23",10.88
"163","2007-08-24",11.09
"164","2007-08-27",10.08
"165","2007-08-28",9.75
"166","2007-08-29",10.07
"167","2007-08-30",10.17
"168","2007-08-31",10.1
"169","2007-09-04",9.85
"170","2007-09-05",9.66
"171","2007-09-06",9.77
"172","2007-09-07",9.45
"173","2007-09-10",9.38
"174","2007-09-11",9.9
"175","2007-09-12",9.79
"176","2007-09-13",9.67
"177","2007-09-14",9.89
"178","2007-09-17",9.43
"179","2007-09-18",10.25
"180","2007-09-19",10.77
"181","2007-09-20",10.22
"182","2007-09-21",10.03
"183","2007-09-24",9.99
"184","2007-09-25",9.63
"185","2007-09-26",9.4
"186","2007-09-27",9
"187","2007-09-28",8.96
"188","2007-10-01",9.79
"189","2007-10-02",9.33
"190","2007-10-03",9.31
"191","2007-10-04",8.69
"192","2007-10-05",9.17
"193","2007-10-08",8.99
"194","2007-10-09",8.99
"195","2007-10-10",8.38
"196","2007-10-11",8.32
"197","2007-10-12",8.32
"198","2007-10-15",8.03
"199","2007-10-16",7.97
"200","2007-10-17",7.52
"201","2007-10-18",7.55
"202","2007-10-19",7.59
"203","2007-10-22",7.52
"204","2007-10-23",7.66
"205","2007-10-24",7.71
"206","2007-10-25",8.15
"207","2007-10-26",8.1
"208","2007-10-29",8.34
"209","2007-10-30",8.29
"210","2007-10-31",8.36
"211","2007-11-01",8.02
"212","2007-11-02",8.01
"213","2007-11-05",7.82
"214","2007-11-06",7.65
"215","2007-11-07",7.18
"216","2007-11-08",7.09
"217","2007-11-09",7.14
"218","2007-11-12",7.29
"219","2007-11-13",7.71
"220","2007-11-14",7.56
"221","2007-11-15",7.4
"222","2007-11-16",7.89
"223","2007-11-19",7.63
"224","2007-11-20",7.06
"225","2007-11-21",7.6
"226","2007-11-23",7.91
"227","2007-11-26",7.26
"228","2007-11-27",7.44
"229","2007-11-28",6.9
"230","2007-11-29",6.3
"231","2007-11-30",6.2
"232","2007-12-03",6.02
"233","2007-12-04",6.31
"234","2007-12-05",6.2
"235","2007-12-06",6.61
"236","2007-12-07",6.62
"237","2007-12-10",6.3
"238","2007-12-11",6.09
"239","2007-12-12",6.37
"240","2007-12-13",6.4
"241","2007-12-14",6.31
"242","2007-12-17",5.57
"243","2007-12-18",5.88
"244","2007-12-19",5.56
"245","2007-12-20",5.6
"246","2007-12-21",5.39
"247","2007-12-24",5.42
"248","2007-12-26",5.33
"249","2007-12-27",5.24
"250","2007-12-28",5.33
"251","2007-12-31",5.18
"252","2008-01-02",4.86
"253","2008-01-03",4.59
"254","2008-01-04",4.22
"255","2008-01-07",4.17
"256","2008-01-08",3.77
"257","2008-01-09",4.07
"258","2008-01-10",4
"259","2008-01-11",3.61
"260","2008-01-14",3.53
"261","2008-01-15",3.66
"262","2008-01-16",3.76
"263","2008-01-17",3.84
"264","2008-01-18",3.96
"265","2008-01-22",3.87
"266","2008-01-23",4.42
"267","2008-01-24",4.77
"268","2008-01-25",4.59
"269","2008-01-28",4.75
"270","2008-01-29",4.81
"271","2008-01-30",4.88
"272","2008-01-31",4.86
"273","2008-02-01",4.98
"274","2008-02-04",4.65
"275","2008-02-05",4.36
"276","2008-02-06",4.05
"277","2008-02-07",4.15
"278","2008-02-08",4.13
"279","2008-02-11",3.98
"280","2008-02-12",4.44
"281","2008-02-13",4.7
"282","2008-02-14",4.32
"283","2008-02-15",4.02
"284","2008-02-19",4.05
"285","2008-02-20",4.15
"286","2008-02-21",3.85
"287","2008-02-22",3.86
"288","2008-02-25",4.53
"289","2008-02-26",4.56
"290","2008-02-27",4.45
"291","2008-02-28",4.11
"292","2008-02-29",3.86
"293","2008-03-03",3.91
"294","2008-03-04",3.93
"295","2008-03-05",4.07
"296","2008-03-06",3.89
"297","2008-03-07",4.06
"298","2008-03-10",3.49
"299","2008-03-11",4.09
"300","2008-03-12",3.77
"301","2008-03-13",3.85
"302","2008-03-14",3.89
"303","2008-03-17",3.63
"304","2008-03-18",3.89
"305","2008-03-19",3.76
"306","2008-03-20",4.04
"307","2008-03-24",4.27
"308","2008-03-25",4.77
"309","2008-03-26",4.45
"310","2008-03-27",4.47
"311","2008-03-28",4.23
"312","2008-03-31",4.2
"313","2008-04-01",4.52
"314","2008-04-02",4.79
"315","2008-04-03",4.37
"316","2008-04-04",4.39
"317","2008-04-07",4.4
"318","2008-04-08",4.47
"319","2008-04-09",4.08
"320","2008-04-10",4.3
"321","2008-04-11",3.98
"322","2008-04-14",4.25
"323","2008-04-15",4.39
"324","2008-04-16",4.36
"325","2008-04-17",4.36
"326","2008-04-18",4.16
"327","2008-04-21",4.27
"328","2008-04-22",4.27
"329","2008-04-23",4.22
"330","2008-04-24",4.39
"331","2008-04-25",4.5
"332","2008-04-28",4.57
"333","2008-04-29",4.57
"334","2008-04-30",4.32
"335","2008-05-01",4.54
"336","2008-05-02",4.26
"337","2008-05-05",4.44
"338","2008-05-06",4.55
"339","2008-05-07",4.11
"340","2008-05-08",4.23
"341","2008-05-09",4.23
"342","2008-05-12",4.28
"343","2008-05-13",4.6
"344","2008-05-14",4.67
"345","2008-05-15",4.87
"346","2008-05-16",4.56
"347","2008-05-19",4.64
"348","2008-05-20",4.61
"349","2008-05-21",4.24
"350","2008-05-22",4.39
"351","2008-05-23",4.14
"352","2008-05-27",4.1
"353","2008-05-28",4.08
"354","2008-05-29",4.05
"355","2008-05-30",4.09
"356","2008-06-02",3.91
"357","2008-06-03",3.92
"358","2008-06-04",4.08
"359","2008-06-05",4.46
"360","2008-06-06",4.19
"361","2008-06-09",4.17
"362","2008-06-10",4.29
"363","2008-06-11",4.15
"364","2008-06-12",4.24
"365","2008-06-13",4.3
"366","2008-06-16",4.36
"367","2008-06-17",4.28
"368","2008-06-18",4.26
"369","2008-06-19",4.27
"370","2008-06-20",4.27
"371","2008-06-23",4.13
"372","2008-06-24",3.95
"373","2008-06-25",4.06
"374","2008-06-26",3.84
"375","2008-06-27",3.49
"376","2008-06-30",3.05
"377","2008-07-01",3.56
"378","2008-07-02",3.55
"379","2008-07-03",3.34
"380","2008-07-07",3.37
"381","2008-07-08",3.82
"382","2008-07-09",3.67
"383","2008-07-10",3.61
"384","2008-07-11",3.8
"385","2008-07-14",3.88
"386","2008-07-15",3.82
"387","2008-07-16",4
"388","2008-07-17",4
"389","2008-07-18",4.05
"390","2008-07-21",4
"391","2008-07-22",4.09
"392","2008-07-23",4.14
"393","2008-07-24",4.16
"394","2008-07-25",4.17
"395","2008-07-28",4.05
"396","2008-07-29",4.08
"397","2008-07-30",4.11
"398","2008-07-31",4.06
"399","2008-08-01",4.01
"400","2008-08-04",3.65
"401","2008-08-05",3.97
"402","2008-08-06",3.76
"403","2008-08-07",3.7
"404","2008-08-08",3.94
"405","2008-08-11",4.03
"406","2008-08-12",3.98
"407","2008-08-13",3.9
"408","2008-08-14",3.96
"409","2008-08-15",3.82
"410","2008-08-18",3.9
"411","2008-08-19",3.9
"412","2008-08-20",3.89
"413","2008-08-21",3.85
"414","2008-08-22",3.9
"415","2008-08-25",3.83
"416","2008-08-26",3.9
"417","2008-08-27",3.84
"418","2008-08-28",3.84
"419","2008-08-29",3.82
"420","2008-09-02",3.9
"421","2008-09-03",3.89
"422","2008-09-04",3.87
"423","2008-09-05",3.89
"424","2008-09-08",3.99
"425","2008-09-09",4.23
"426","2008-09-10",4.78
"427","2008-09-11",4.54
"428","2008-09-12",4.46
"429","2008-09-15",4.31
"430","2008-09-16",4.23
"431","2008-09-17",4.16
"432","2008-09-18",4.16
"433","2008-09-19",4.3
"434","2008-09-22",4.23
"435","2008-09-23",4.25
"436","2008-09-24",3.92
"437","2008-09-25",4.06
"438","2008-09-26",4.23
"439","2008-09-29",3.6
"440","2008-09-30",3.93
"441","2008-10-01",3.77
"442","2008-10-02",3.25
"443","2008-10-03",3.49
"444","2008-10-06",3.58
"445","2008-10-07",3.47
"446","2008-10-08",3.14
"447","2008-10-09",2.52
"448","2008-10-10",2.97
"449","2008-10-13",3.52
"450","2008-10-14",3.06
"451","2008-10-15",2.63
"452","2008-10-16",2.73
"453","2008-10-17",2.51
"454","2008-10-20",2.45
"455","2008-10-21",2.38
"456","2008-10-22",2.31
"457","2008-10-23",2.22
"458","2008-10-24",2.06
"459","2008-10-27",1.85
"460","2008-10-28",1.82
"461","2008-10-29",1.94
"462","2008-10-30",1.94
"463","2008-10-31",1.9
"464","2008-11-03",1.68
"465","2008-11-04",1.85
"466","2008-11-05",1.88
"467","2008-11-06",1.91
"468","2008-11-07",1.91
"469","2008-11-10",1.71
"470","2008-11-11",1.5
"471","2008-11-12",1.29
"472","2008-11-13",1.45
"473","2008-11-14",1.05
"474","2008-11-17",1.06
"475","2008-11-18",0.99
"476","2008-11-19",0.71
"477","2008-11-20",0.6
"478","2008-11-21",0.44
"479","2008-11-24",0.45
"480","2008-11-25",0.45
"481","2008-11-26",0.73
"482","2008-11-28",0.64
"483","2008-12-01",0.53
"484","2008-12-02",0.6
"485","2008-12-03",0.59
"486","2008-12-04",0.61
"487","2008-12-05",0.6
"488","2008-12-08",0.58
"489","2008-12-09",0.6
"490","2008-12-10",0.6
"491","2008-12-11",0.55
"492","2008-12-12",0.61
"493","2008-12-15",0.56
"494","2008-12-16",0.55
"495","2008-12-17",0.57
"496","2008-12-18",0.59
"497","2008-12-19",0.41
"498","2008-12-22",0.41
"499","2008-12-23",0.43
"500","2008-12-24",0.44
"501","2008-12-26",0.48
"502","2008-12-29",0.5
"503","2008-12-30",0.45
"504","2008-12-31",0.52
"505","2009-01-02",0.55
"506","2009-01-05",0.85
"507","2009-01-06",0.78
"508","2009-01-07",0.8
"509","2009-01-08",0.77
"510","2009-01-09",0.66
"511","2009-01-12",0.65
"512","2009-01-13",0.55
"513","2009-01-14",0.48
"514","2009-01-15",0.52
"515","2009-01-16",0.48
"516","2009-01-20",0.4
"517","2009-01-21",0.52
"518","2009-01-22",0.42
"519","2009-01-23",0.38
"520","2009-01-26",0.42
"521","2009-01-27",0.39
"522","2009-01-28",0.43
"523","2009-01-29",0.4
"524","2009-01-30",0.38
"525","2009-02-02",0.43
"526","2009-02-03",0.44
"527","2009-02-04",0.41
"528","2009-02-05",0.46
"529","2009-02-06",0.46
"530","2009-02-09",0.45
"531","2009-02-10",0.41
"532","2009-02-11",0.43
"533","2009-02-12",0.41
"534","2009-02-13",0.4
"535","2009-02-17",0.33
"536","2009-02-18",0.34
"537","2009-02-19",0.33
"538","2009-02-20",0.38
"539","2009-02-23",0.35
"540","2009-02-24",0.43
"541","2009-02-25",0.38
"542","2009-02-26",0.33
"543","2009-02-27",0.3
"544","2009-03-02",0.28
"545","2009-03-03",0.26
"546","2009-03-04",0.29
"547","2009-03-05",0.3
"548","2009-03-06",0.3
"549","2009-03-09",0.36
"550","2009-03-10",0.4
"551","2009-03-11",0.38
"552","2009-03-12",0.4
"553","2009-03-13",0.4
"554","2009-03-16",0.4
"555","2009-03-17",0.45
"556","2009-03-18",0.47
"557","2009-03-19",0.45
"558","2009-03-20",0.47
"559","2009-03-23",0.48
"560","2009-03-24",0.43
"561","2009-03-25",0.46
"562","2009-03-26",0.52
"563","2009-03-27",0.47
"564","2009-03-30",0.45
"565","2009-03-31",0.49
"566","2009-04-01",0.63
"567","2009-04-02",0.55
"568","2009-04-03",0.58
"569","2009-04-06",0.58
"570","2009-04-07",0.48
"571","2009-04-08",0.49
"572","2009-04-09",0.5
"573","2009-04-13",0.5
"574","2009-04-14",0.47
"575","2009-04-15",0.48
"576","2009-04-16",0.51
"577","2009-04-17",0.64
"578","2009-04-20",0.57
"579","2009-04-21",0.65
"580","2009-04-22",0.68
"581","2009-04-23",0.73
"582","2009-04-24",1.13
"583","2009-04-27",1.37
"584","2009-04-28",1.21
"585","2009-04-29",1.38
"586","2009-04-30",1.27
"587","2009-05-01",1.3
"588","2009-05-04",1.39
"589","2009-05-05",1.31
"590","2009-05-06",1.28
"591","2009-05-07",1.29
"592","2009-05-08",1.47
"593","2009-05-11",1.37
"594","2009-05-12",1.35
"595","2009-05-13",1.24
"596","2009-05-14",1.34
"597","2009-05-15",1.25
"598","2009-05-18",1.31
"599","2009-05-19",1.29
"600","2009-05-20",1.32
"601","2009-05-21",1.48
"602","2009-05-22",1.77
"603","2009-05-26",1.95
"604","2009-05-27",1.88
"605","2009-05-28",1.75
"606","2009-05-29",1.75
"607","2009-06-01",2.11
"608","2009-06-02",2.02
"609","2009-06-03",2.41
"610","2009-06-04",2.34
"611","2009-06-05",2.5
"612","2009-06-08",2.34
"613","2009-06-09",2.31
"614","2009-06-10",2.38
"615","2009-06-11",2.35
"616","2009-06-12",2.37
"617","2009-06-15",2.26
"618","2009-06-16",2.2
"619","2009-06-17",2.16
"620","2009-06-18",2.27
"621","2009-06-19",2.4
"622","2009-06-22",2.12
"623","2009-06-23",1.91
"624","2009-06-24",2.03
"625","2009-06-25",2.06
"626","2009-06-26",2.12
"627","2009-06-29",2.08
"628","2009-06-30",2.19
"629","2009-07-01",2.18
"630","2009-07-02",1.96
"631","2009-07-06",1.79
"632","2009-07-07",1.67
"633","2009-07-08",1.65
"634","2009-07-09",1.61
"635","2009-07-10",1.59
"636","2009-07-13",1.65
"637","2009-07-14",1.63
"638","2009-07-15",1.63
"639","2009-07-16",1.67
"640","2009-07-17",1.63
"641","2009-07-20",1.55
"642","2009-07-21",1.7
"643","2009-07-22",1.98
"644","2009-07-23",1.99
"645","2009-07-24",1.9
"646","2009-07-27",2
"647","2009-07-28",2.04
"648","2009-07-29",2
"649","2009-07-30",2.1
"650","2009-07-31",2.13
"651","2009-08-03",2.26
"652","2009-08-04",2.3
"653","2009-08-05",2.32
"654","2009-08-06",2.25
"655","2009-08-07",2.28
"656","2009-08-10",2.32
"657","2009-08-11",2.4
"658","2009-08-12",2.35
"659","2009-08-13",2.27
"660","2009-08-14",2.39
"661","2009-08-17",2.2
"662","2009-08-18",2.22
"663","2009-08-19",2.18
"664","2009-08-20",2.25
"665","2009-08-21",2.25
"666","2009-08-24",2.19
"667","2009-08-25",3.1
"668","2009-08-26",3.02
"669","2009-08-27",3.3
"670","2009-08-28",3.28
"671","2009-08-31",3.07
"672","2009-09-01",2.99
"673","2009-09-02",2.93
"674","2009-09-03",2.98
"675","2009-09-04",3.13
"676","2009-09-08",3.18
"677","2009-09-09",3.14
"678","2009-09-10",3.1
"679","2009-09-11",3.25
"680","2009-09-14",3.45
"681","2009-09-15",3.49
"682","2009-09-16",3.64
"683","2009-09-17",3.61
"684","2009-09-18",3.72
"685","2009-09-21",3.62
"686","2009-09-22",3.63
"687","2009-09-23",3.47
"688","2009-09-24",3.34
"689","2009-09-25",3.44
"690","2009-09-28",3.46
"691","2009-09-29",3.51
"692","2009-09-30",3.44
"693","2009-10-01",3.24
"694","2009-10-02",3.05
"695","2009-10-05",3.14
"696","2009-10-06",3.05
"697","2009-10-07",3.1
"698","2009-10-08",3.2
"699","2009-10-09",3.23
"700","2009-10-12",3.17
"701","2009-10-13",3.03
"702","2009-10-14",3.02
"703","2009-10-15",3.14
"704","2009-10-16",2.89
"705","2009-10-19",2.96
"706","2009-10-20",2.91
"707","2009-10-21",2.81
"708","2009-10-22",3.08
"709","2009-10-23",2.91
"710","2009-10-26",2.92
"711","2009-10-27",2.6
"712","2009-10-28",2.34
"713","2009-10-29",2.62
"714","2009-10-30",2.51
"715","2009-11-02",2.32
"716","2009-11-03",2.31
"717","2009-11-04",2.2
"718","2009-11-05",2.57
"719","2009-11-06",2.66
"720","2009-11-09",2.82
"721","2009-11-10",2.75
"722","2009-11-11",2.68
"723","2009-11-12",2.67
"724","2009-11-13",2.74
"725","2009-11-16",2.82
"726","2009-11-17",2.72
"727","2009-11-18",2.79
"728","2009-11-19",2.64
"729","2009-11-20",2.55
"730","2009-11-23",2.62
"731","2009-11-24",2.57
"732","2009-11-25",2.53
"733","2009-11-27",2.5
"734","2009-11-30",2.61
"735","2009-12-01",2.69
"736","2009-12-02",2.62
"737","2009-12-03",2.41
"738","2009-12-04",2.35
"739","2009-12-07",2.3
"740","2009-12-08",2.29
"741","2009-12-09",2.27
"742","2009-12-10",2.3
"743","2009-12-11",2.19
"744","2009-12-14",2.24
"745","2009-12-15",2.26
"746","2009-12-16",2.37
"747","2009-12-17",2.45
"748","2009-12-18",2.45
"749","2009-12-21",2.42
"750","2009-12-22",2.47
"751","2009-12-23",2.62
"752","2009-12-24",2.51
"753","2009-12-28",2.43
"754","2009-12-29",2.34
"755","2009-12-30",2.34
"756","2009-12-31",2.33
"757","2010-01-04",2.3
"758","2010-01-05",2.31
"759","2010-01-06",2.3
"760","2010-01-07",2.29
"761","2010-01-08",2.8
"762","2010-01-11",3.08
"763","2010-01-12",2.87
"764","2010-01-13",3.15
"765","2010-01-14",3.18
"766","2010-01-15",3.13
"767","2010-01-19",3.23
"768","2010-01-20",3.16
"769","2010-01-21",3.04
"770","2010-01-22",2.98
"771","2010-01-25",2.88
"772","2010-01-26",2.79
"773","2010-01-27",2.79
"774","2010-01-28",2.79
"775","2010-01-29",2.8
"776","2010-02-01",2.87
"777","2010-02-02",3.11
"778","2010-02-03",3.13
"779","2010-02-04",2.95
"780","2010-02-05",2.97
"781","2010-02-08",2.97
"782","2010-02-09",3
"783","2010-02-10",2.97
"784","2010-02-11",3.11
"785","2010-02-12",3.23
"786","2010-02-16",3.2
"787","2010-02-17",3.17
"788","2010-02-18",3.23
"789","2010-02-19",3.18
"790","2010-02-22",3.23
"791","2010-02-23",3.22
"792","2010-02-24",3.19
"793","2010-02-25",3.2
"794","2010-02-26",3.08
"795","2010-03-01",3.35
"796","2010-03-02",3.57
"797","2010-03-03",3.49
"798","2010-03-04",3.5
"799","2010-03-05",3.67
"800","2010-03-08",3.78
"801","2010-03-09",4
"802","2010-03-10",3.94
"803","2010-03-11",3.96
"804","2010-03-12",3.64
"805","2010-03-15",3.6
"806","2010-03-16",3.68
"807","2010-03-17",3.91
"808","2010-03-18",3.57
"809","2010-03-19",3.2
"810","2010-03-22",3.44
"811","2010-03-23",3.72
"812","2010-03-24",3.8
"813","2010-03-25",3.6
"814","2010-03-26",3.69
"815","2010-03-29",3.68
"816","2010-03-30",3.8
"817","2010-03-31",3.86
"818","2010-04-01",3.89
"819","2010-04-05",3.79
"820","2010-04-06",3.79
"821","2010-04-07",3.75
"822","2010-04-08",3.75
"823","2010-04-09",3.81
"824","2010-04-12",3.8
"825","2010-04-13",3.78
"826","2010-04-14",3.83
"827","2010-04-15",3.8
"828","2010-04-16",3.8
"829","2010-04-19",3.86
"830","2010-04-20",3.88
"831","2010-04-21",3.73
"832","2010-04-22",4
"833","2010-04-23",4.31
"834","2010-04-26",4.49
"835","2010-04-27",4.24
"836","2010-04-28",4.17
"837","2010-04-29",4.25
"838","2010-04-30",4.09
"839","2010-05-03",4.24
"840","2010-05-04",4.18
"841","2010-05-05",4.19
"842","2010-05-06",3.92
"843","2010-05-07",3.56
"844","2010-05-10",3.8
"845","2010-05-11",4.02
"846","2010-05-12",4.1
"847","2010-05-13",4.04
"848","2010-05-14",3.88
"849","2010-05-17",3.95
"850","2010-05-18",3.84
"851","2010-05-19",3.54
"852","2010-05-20",3.61
"853","2010-05-21",3.7
"854","2010-05-24",3.7
"855","2010-05-25",3.55
"856","2010-05-26",3.75
"857","2010-05-27",3.73
"858","2010-05-28",3.75
"859","2010-06-01",3.51
"860","2010-06-02",3.52
"861","2010-06-03",3.54
"862","2010-06-04",3.4
"863","2010-06-07",3.19
"864","2010-06-08",3.27
"865","2010-06-09",3.37
"866","2010-06-10",3.41
"867","2010-06-11",3.4
"868","2010-06-14",3.48
"869","2010-06-15",3.5
"870","2010-06-16",3.42
"871","2010-06-17",3.47
"872","2010-06-18",3.5
"873","2010-06-21",3.37
"874","2010-06-22",3.45
"875","2010-06-23",3.49
"876","2010-06-24",3.48
"877","2010-06-25",3.56
"878","2010-06-28",3.54
"879","2010-06-29",3.37
"880","2010-06-30",3.42
"881","2010-07-01",3.36
"882","2010-07-02",3.21
"883","2010-07-06",2.96
"884","2010-07-07",3.24
"885","2010-07-08",3.27
"886","2010-07-09",3.59
"887","2010-07-12",3.55
"888","2010-07-13",3.62
"889","2010-07-14",3.51
"890","2010-07-15",3.39
"891","2010-07-16",3.13
"892","2010-07-19",2.97
"893","2010-07-20",3.08
"894","2010-07-21",3.07
"895","2010-07-22",3.21
"896","2010-07-23",3.32
"897","2010-07-26",3.46
"898","2010-07-27",3.54
"899","2010-07-28",3.39
"900","2010-07-29",3.38
"901","2010-07-30",3.46
"902","2010-08-02",3.58
"903","2010-08-03",3.41
"904","2010-08-04",3.33
"905","2010-08-05",3.17
"906","2010-08-06",3.08
"907","2010-08-09",3.14
"908","2010-08-10",3.05
"909","2010-08-11",2.94
"910","2010-08-12",2.84
"911","2010-08-13",2.8
"912","2010-08-16",2.74
"913","2010-08-17",2.68
"914","2010-08-18",2.7
"915","2010-08-19",3.12
"916","2010-08-20",3.15
"917","2010-08-23",3.1
"918","2010-08-24",3
"919","2010-08-25",3.1
"920","2010-08-26",3.17
"921","2010-08-27",3.33
"922","2010-08-30",3.2
"923","2010-08-31",3.21
"924","2010-09-01",3.4
"925","2010-09-02",3.39
"926","2010-09-03",3.42
"927","2010-09-07",3.3
"928","2010-09-08",3.47
"929","2010-09-09",3.38
"930","2010-09-10",3.42
"931","2010-09-13",3.66
"932","2010-09-14",3.73
"933","2010-09-15",3.84
"934","2010-09-16",3.87
"935","2010-09-17",3.95
"936","2010-09-20",4.13
"937","2010-09-21",4.16
"938","2010-09-22",4.08
"939","2010-09-23",4.08
"940","2010-09-24",4.16
"941","2010-09-27",4.21
"942","2010-09-28",4.25
"943","2010-09-29",4.18
"944","2010-09-30",4.08
"945","2010-10-01",4.09
"946","2010-10-04",4.19
"947","2010-10-05",4.39
"948","2010-10-06",4.39
"949","2010-10-07",4.4
"950","2010-10-08",4.4
"951","2010-10-11",4.66
"952","2010-10-12",4.82
"953","2010-10-13",5
"954","2010-10-14",4.83
"955","2010-10-15",4.83
"956","2010-10-18",4.93
"957","2010-10-19",4.61
"958","2010-10-20",4.87
"959","2010-10-21",4.68
"960","2010-10-22",4.73
"961","2010-10-25",4.63
"962","2010-10-26",4.67
"963","2010-10-27",4.43
"964","2010-10-28",4.29
"965","2010-10-29",4.41
"966","2010-11-01",4.36
"967","2010-11-02",5
"968","2010-11-03",4.94
"969","2010-11-04",4.96
"970","2010-11-05",5.13
"971","2010-11-08",5.01
"972","2010-11-09",4.85
"973","2010-11-10",4.96
"974","2010-11-11",4.71
"975","2010-11-12",4.8
"976","2010-11-15",4.63
"977","2010-11-16",4.58
"978","2010-11-17",4.84
"979","2010-11-18",4.97
"980","2010-11-19",4.98
"981","2010-11-22",4.98
"982","2010-11-23",4.83
"983","2010-11-24",5
"984","2010-11-26",4.82
"985","2010-11-29",4.92
"986","2010-11-30",4.8
"987","2010-12-01",4.86
"988","2010-12-02",4.77
"989","2010-12-03",4.81
"990","2010-12-06",4.98
"991","2010-12-07",5.38
"992","2010-12-08",4.97
"993","2010-12-09",4.97
"994","2010-12-10",4.99
"995","2010-12-13",4.94
"996","2010-12-14",4.98
"997","2010-12-15",4.96
"998","2010-12-16",5
"999","2010-12-17",4.95
"1000","2010-12-20",4.88
