"","date","AEZS"
"136","2007-07-18",1938
"137","2007-07-19",1944
"138","2007-07-20",1896
"139","2007-07-23",1926
"140","2007-07-24",1824
"141","2007-07-25",1890
"142","2007-07-26",1830
"143","2007-07-27",1758
"144","2007-07-30",1764
"145","2007-07-31",1734
"146","2007-08-01",1704
"147","2007-08-02",1824
"148","2007-08-03",1692
"149","2007-08-06",1608
"150","2007-08-07",1668
"151","2007-08-08",1746
"152","2007-08-09",1656
"153","2007-08-10",1566
"154","2007-08-13",1482
"155","2007-08-14",1470
"156","2007-08-15",1404
"157","2007-08-16",1398
"158","2007-08-17",1506
"159","2007-08-20",1710
"160","2007-08-21",1716
"161","2007-08-22",1716
"162","2007-08-23",1716
"163","2007-08-24",1710
"164","2007-08-27",1800
"165","2007-08-28",1758
"166","2007-08-29",1764
"167","2007-08-30",1728
"168","2007-08-31",1746
"169","2007-09-04",1752
"170","2007-09-05",1668
"171","2007-09-06",1662
"172","2007-09-07",1620
"173","2007-09-10",1542
"174","2007-09-11",1542
"175","2007-09-12",1482
"176","2007-09-13",1494
"177","2007-09-14",1476
"178","2007-09-17",1464
"179","2007-09-18",1476
"180","2007-09-19",1476
"181","2007-09-20",1542
"182","2007-09-21",1584
"183","2007-09-24",1530
"184","2007-09-25",1524
"185","2007-09-26",1518
"186","2007-09-27",1584
"187","2007-09-28",1572
"188","2007-10-01",1512
"189","2007-10-02",1392
"190","2007-10-03",1416
"191","2007-10-04",1452
"192","2007-10-05",1434
"193","2007-10-08",1398
"194","2007-10-09",1416
"195","2007-10-10",1350
"196","2007-10-11",1236
"197","2007-10-12",1122
"198","2007-10-15",1176
"199","2007-10-16",1122
"200","2007-10-17",1140
"201","2007-10-18",1104
"202","2007-10-19",1182
"203","2007-10-22",1140
"204","2007-10-23",1134
"205","2007-10-24",1182
"206","2007-10-25",1170
"207","2007-10-26",1134
"208","2007-10-29",1170
"209","2007-10-30",1146
"210","2007-10-31",1158
"211","2007-11-01",1134
"212","2007-11-02",1122
"213","2007-11-05",1170
"214","2007-11-06",1170
"215","2007-11-07",1092
"216","2007-11-08",1140
"217","2007-11-09",1140
"218","2007-11-12",1110
"219","2007-11-13",1098
"220","2007-11-14",1116
"221","2007-11-15",1104
"222","2007-11-16",1092
"223","2007-11-19",1008
"224","2007-11-20",1032
"225","2007-11-21",948
"226","2007-11-23",972
"227","2007-11-26",1056
"228","2007-11-27",1020
"229","2007-11-28",1002
"230","2007-11-29",924
"231","2007-11-30",1020
"232","2007-12-03",1110
"233","2007-12-04",1092
"234","2007-12-05",1116
"235","2007-12-06",1110
"236","2007-12-07",1080
"237","2007-12-10",1092
"238","2007-12-11",1062
"239","2007-12-12",1038
"240","2007-12-13",978
"241","2007-12-14",930
"242","2007-12-17",894
"243","2007-12-18",876
"244","2007-12-19",918
"245","2007-12-20",948
"246","2007-12-21",918
"247","2007-12-24",930
"248","2007-12-26",954
"249","2007-12-27",954
"250","2007-12-28",954
"251","2007-12-31",924
"252","2008-01-02",930
"253","2008-01-03",1008
"254","2008-01-04",1008
"255","2008-01-07",1032
"256","2008-01-08",1038
"257","2008-01-09",1020
"258","2008-01-10",984
"259","2008-01-11",978
"260","2008-01-14",1032
"261","2008-01-15",1026
"262","2008-01-16",1014
"263","2008-01-17",960
"264","2008-01-18",936
"265","2008-01-22",936
"266","2008-01-23",978
"267","2008-01-24",972
"268","2008-01-25",936
"269","2008-01-28",912
"270","2008-01-29",918
"271","2008-01-30",906
"272","2008-01-31",900
"273","2008-02-01",912
"274","2008-02-04",936
"275","2008-02-05",954
"276","2008-02-06",990
"277","2008-02-07",954
"278","2008-02-08",966
"279","2008-02-11",954
"280","2008-02-12",960
"281","2008-02-13",972
"282","2008-02-14",966
"283","2008-02-15",966
"284","2008-02-19",906
"285","2008-02-20",906
"286","2008-02-21",894
"287","2008-02-22",858
"288","2008-02-25",822
"289","2008-02-26",822
"290","2008-02-27",828
"291","2008-02-28",822
"292","2008-02-29",792
"293","2008-03-03",816
"294","2008-03-04",798
"295","2008-03-05",780
"296","2008-03-06",774
"297","2008-03-07",738
"298","2008-03-10",654
"299","2008-03-11",648
"300","2008-03-12",570
"301","2008-03-13",564
"302","2008-03-14",576
"303","2008-03-17",582
"304","2008-03-18",594
"305","2008-03-19",546
"306","2008-03-20",546
"307","2008-03-24",492
"308","2008-03-25",462
"309","2008-03-26",540
"310","2008-03-27",588
"311","2008-03-28",624
"312","2008-03-31",618
"313","2008-04-01",684
"314","2008-04-02",906
"315","2008-04-03",852
"316","2008-04-04",840
"317","2008-04-07",984
"318","2008-04-08",1008
"319","2008-04-09",1080
"320","2008-04-10",1074
"321","2008-04-11",852
"322","2008-04-14",768
"323","2008-04-15",744
"324","2008-04-16",720
"325","2008-04-17",714
"326","2008-04-18",732
"327","2008-04-21",732
"328","2008-04-22",714
"329","2008-04-23",726
"330","2008-04-24",732
"331","2008-04-25",762
"332","2008-04-28",744
"333","2008-04-29",732
"334","2008-04-30",726
"335","2008-05-01",684
"336","2008-05-02",714
"337","2008-05-05",726
"338","2008-05-06",726
"339","2008-05-07",732
"340","2008-05-08",708
"341","2008-05-09",714
"342","2008-05-12",726
"343","2008-05-13",738
"344","2008-05-14",732
"345","2008-05-15",738
"346","2008-05-16",738
"347","2008-05-19",792
"348","2008-05-20",762
"349","2008-05-21",852
"350","2008-05-22",840
"351","2008-05-23",834
"352","2008-05-27",870
"353","2008-05-28",876
"354","2008-05-29",882
"355","2008-05-30",870
"356","2008-06-02",864
"357","2008-06-03",864
"358","2008-06-04",834
"359","2008-06-05",822
"360","2008-06-06",804
"361","2008-06-09",822
"362","2008-06-10",804
"363","2008-06-11",804
"364","2008-06-12",798
"365","2008-06-13",816
"366","2008-06-16",810
"367","2008-06-17",744
"368","2008-06-18",768
"369","2008-06-19",774
"370","2008-06-20",642
"371","2008-06-23",624
"372","2008-06-24",606
"373","2008-06-25",600
"374","2008-06-26",636
"375","2008-06-27",612
"376","2008-06-30",630
"377","2008-07-01",606
"378","2008-07-02",624
"379","2008-07-03",642
"380","2008-07-07",654
"381","2008-07-08",648
"382","2008-07-09",630
"383","2008-07-10",660
"384","2008-07-11",666
"385","2008-07-14",666
"386","2008-07-15",642
"387","2008-07-16",618
"388","2008-07-17",660
"389","2008-07-18",636
"390","2008-07-21",702
"391","2008-07-22",720
"392","2008-07-23",702
"393","2008-07-24",732
"394","2008-07-25",726
"395","2008-07-28",726
"396","2008-07-29",726
"397","2008-07-30",690
"398","2008-07-31",708
"399","2008-08-01",696
"400","2008-08-04",696
"401","2008-08-05",726
"402","2008-08-06",756
"403","2008-08-07",750
"404","2008-08-08",768
"405","2008-08-11",798
"406","2008-08-12",816
"407","2008-08-13",744
"408","2008-08-14",774
"409","2008-08-15",726
"410","2008-08-18",744
"411","2008-08-19",708
"412","2008-08-20",660
"413","2008-08-21",654
"414","2008-08-22",648
"415","2008-08-25",690
"416","2008-08-26",678
"417","2008-08-27",684
"418","2008-08-28",654
"419","2008-08-29",684
"420","2008-09-02",642
"421","2008-09-03",582
"422","2008-09-04",552
"423","2008-09-05",552
"424","2008-09-08",564
"425","2008-09-09",576
"426","2008-09-10",528
"427","2008-09-11",522
"428","2008-09-12",522
"429","2008-09-15",510
"430","2008-09-16",498
"431","2008-09-17",456
"432","2008-09-18",438
"433","2008-09-19",450
"434","2008-09-22",414
"435","2008-09-23",384
"436","2008-09-24",384
"437","2008-09-25",438
"438","2008-09-26",378
"439","2008-09-29",354
"440","2008-09-30",354
"441","2008-10-01",360
"442","2008-10-02",360
"443","2008-10-03",348
"444","2008-10-06",324
"445","2008-10-07",324
"446","2008-10-08",342
"447","2008-10-09",342
"448","2008-10-10",276
"449","2008-10-13",354
"450","2008-10-14",360
"451","2008-10-15",336
"452","2008-10-16",360
"453","2008-10-17",354
"454","2008-10-20",348
"455","2008-10-21",306
"456","2008-10-22",288
"457","2008-10-23",270
"458","2008-10-24",270
"459","2008-10-27",240
"460","2008-10-28",240
"461","2008-10-29",264
"462","2008-10-30",276
"463","2008-10-31",282
"464","2008-11-03",348
"465","2008-11-04",348
"466","2008-11-05",360
"467","2008-11-06",360
"468","2008-11-07",354
"469","2008-11-10",312
"470","2008-11-11",312
"471","2008-11-12",294
"472","2008-11-13",324
"473","2008-11-14",348
"474","2008-11-17",348
"475","2008-11-18",348
"476","2008-11-19",330
"477","2008-11-20",312
"478","2008-11-21",288
"479","2008-11-24",288
"480","2008-11-25",294
"481","2008-11-26",306
"482","2008-11-28",312
"483","2008-12-01",282
"484","2008-12-02",282
"485","2008-12-03",282
"486","2008-12-04",240
"487","2008-12-05",258
"488","2008-12-08",264
"489","2008-12-09",258
"490","2008-12-10",252
"491","2008-12-11",264
"492","2008-12-12",312
"493","2008-12-15",312
"494","2008-12-16",330
"495","2008-12-17",294
"496","2008-12-18",306
"497","2008-12-19",330
"498","2008-12-22",294
"499","2008-12-23",276
"500","2008-12-24",300
"501","2008-12-26",270
"502","2008-12-29",258
"503","2008-12-30",246
"504","2008-12-31",294
"505","2009-01-02",288
"506","2009-01-05",306
"507","2009-01-06",306
"508","2009-01-07",318
"509","2009-01-08",318
"510","2009-01-09",294
"511","2009-01-12",276
"512","2009-01-13",306
"513","2009-01-14",300
"514","2009-01-15",312
"515","2009-01-16",300
"516","2009-01-20",312
"517","2009-01-21",318
"518","2009-01-22",330
"519","2009-01-23",390
"520","2009-01-26",432
"521","2009-01-27",390
"522","2009-01-28",402
"523","2009-01-29",414
"524","2009-01-30",390
"525","2009-02-02",408
"526","2009-02-03",450
"527","2009-02-04",492
"528","2009-02-05",480
"529","2009-02-06",540
"530","2009-02-09",528
"531","2009-02-10",534
"532","2009-02-11",528
"533","2009-02-12",498
"534","2009-02-13",486
"535","2009-02-17",468
"536","2009-02-18",396
"537","2009-02-19",384
"538","2009-02-20",390
"539","2009-02-23",390
"540","2009-02-24",408
"541","2009-02-25",402
"542","2009-02-26",408
"543","2009-02-27",402
"544","2009-03-02",390
"545","2009-03-03",402
"546","2009-03-04",420
"547","2009-03-05",426
"548","2009-03-06",570
"549","2009-03-09",540
"550","2009-03-10",546
"551","2009-03-11",540
"552","2009-03-12",546
"553","2009-03-13",582
"554","2009-03-16",546
"555","2009-03-17",534
"556","2009-03-18",516
"557","2009-03-19",498
"558","2009-03-20",498
"559","2009-03-23",486
"560","2009-03-24",504
"561","2009-03-25",492
"562","2009-03-26",492
"563","2009-03-27",480
"564","2009-03-30",486
"565","2009-03-31",528
"566","2009-04-01",540
"567","2009-04-02",552
"568","2009-04-03",558
"569","2009-04-06",534
"570","2009-04-07",546
"571","2009-04-08",558
"572","2009-04-09",570
"573","2009-04-13",576
"574","2009-04-14",612
"575","2009-04-15",780
"576","2009-04-16",792
"577","2009-04-17",768
"578","2009-04-20",732
"579","2009-04-21",648
"580","2009-04-22",690
"581","2009-04-23",660
"582","2009-04-24",684
"583","2009-04-27",624
"584","2009-04-28",684
"585","2009-04-29",648
"586","2009-04-30",660
"587","2009-05-01",666
"588","2009-05-04",702
"589","2009-05-05",690
"590","2009-05-06",732
"591","2009-05-07",750
"592","2009-05-08",780
"593","2009-05-11",774
"594","2009-05-12",774
"595","2009-05-13",678
"596","2009-05-14",720
"597","2009-05-15",732
"598","2009-05-18",774
"599","2009-05-19",780
"600","2009-05-20",798
"601","2009-05-21",744
"602","2009-05-22",726
"603","2009-05-26",744
"604","2009-05-27",804
"605","2009-05-28",864
"606","2009-05-29",1014
"607","2009-06-01",1320
"608","2009-06-02",1254
"609","2009-06-03",1236
"610","2009-06-04",1224
"611","2009-06-05",1134
"612","2009-06-08",1146
"613","2009-06-09",1080
"614","2009-06-10",1056
"615","2009-06-11",1116
"616","2009-06-12",1080
"617","2009-06-15",1326
"618","2009-06-16",1410
"619","2009-06-17",1302
"620","2009-06-18",1176
"621","2009-06-19",1092
"622","2009-06-22",1074
"623","2009-06-23",1050
"624","2009-06-24",1062
"625","2009-06-25",1038
"626","2009-06-26",1038
"627","2009-06-29",1050
"628","2009-06-30",1038
"629","2009-07-01",1002
"630","2009-07-02",1020
"631","2009-07-06",1062
"632","2009-07-07",1062
"633","2009-07-08",1038
"634","2009-07-09",1050
"635","2009-07-10",1044
"636","2009-07-13",1044
"637","2009-07-14",1062
"638","2009-07-15",1056
"639","2009-07-16",1050
"640","2009-07-17",1056
"641","2009-07-20",1056
"642","2009-07-21",1086
"643","2009-07-22",1254
"644","2009-07-23",1212
"645","2009-07-24",1284
"646","2009-07-27",1356
"647","2009-07-28",1302
"648","2009-07-29",1218
"649","2009-07-30",1290
"650","2009-07-31",1572
"651","2009-08-03",1512
"652","2009-08-04",1536
"653","2009-08-05",1500
"654","2009-08-06",1494
"655","2009-08-07",1560
"656","2009-08-10",1674
"657","2009-08-11",1614
"658","2009-08-12",1602
"659","2009-08-13",1686
"660","2009-08-14",1698
"661","2009-08-17",684
"662","2009-08-18",636
"663","2009-08-19",600
"664","2009-08-20",612
"665","2009-08-21",600
"666","2009-08-24",576
"667","2009-08-25",570
"668","2009-08-26",552
"669","2009-08-27",552
"670","2009-08-28",534
"671","2009-08-31",564
"672","2009-09-01",552
"673","2009-09-02",552
"674","2009-09-03",534
"675","2009-09-04",558
"676","2009-09-08",540
"677","2009-09-09",564
"678","2009-09-10",630
"679","2009-09-11",696
"680","2009-09-14",666
"681","2009-09-15",630
"682","2009-09-16",822
"683","2009-09-17",768
"684","2009-09-18",738
"685","2009-09-21",828
"686","2009-09-22",804
"687","2009-09-23",804
"688","2009-09-24",678
"689","2009-09-25",738
"690","2009-09-28",702
"691","2009-09-29",750
"692","2009-09-30",732
"693","2009-10-01",708
"694","2009-10-02",738
"695","2009-10-05",750
"696","2009-10-06",726
"697","2009-10-07",720
"698","2009-10-08",714
"699","2009-10-09",714
"700","2009-10-12",684
"701","2009-10-13",684
"702","2009-10-14",690
"703","2009-10-15",690
"704","2009-10-16",702
"705","2009-10-19",720
"706","2009-10-20",672
"707","2009-10-21",666
"708","2009-10-22",678
"709","2009-10-23",654
"710","2009-10-26",630
"711","2009-10-27",636
"712","2009-10-28",600
"713","2009-10-29",594
"714","2009-10-30",612
"715","2009-11-02",630
"716","2009-11-03",600
"717","2009-11-04",660
"718","2009-11-05",654
"719","2009-11-06",624
"720","2009-11-09",630
"721","2009-11-10",654
"722","2009-11-11",648
"723","2009-11-12",636
"724","2009-11-13",618
"725","2009-11-16",624
"726","2009-11-17",612
"727","2009-11-18",600
"728","2009-11-19",588
"729","2009-11-20",594
"730","2009-11-23",594
"731","2009-11-24",612
"732","2009-11-25",636
"733","2009-11-27",606
"734","2009-11-30",612
"735","2009-12-01",600
"736","2009-12-02",630
"737","2009-12-03",636
"738","2009-12-04",672
"739","2009-12-07",564
"740","2009-12-08",540
"741","2009-12-09",534
"742","2009-12-10",540
"743","2009-12-11",522
"744","2009-12-14",510
"745","2009-12-15",510
"746","2009-12-16",534
"747","2009-12-17",516
"748","2009-12-18",492
"749","2009-12-21",480
"750","2009-12-22",492
"751","2009-12-23",492
"752","2009-12-24",474
"753","2009-12-28",486
"754","2009-12-29",480
"755","2009-12-30",486
"756","2009-12-31",486
"757","2010-01-04",492
"758","2010-01-05",492
"759","2010-01-06",480
"760","2010-01-07",480
"761","2010-01-08",498
"762","2010-01-11",498
"763","2010-01-12",486
"764","2010-01-13",510
"765","2010-01-14",510
"766","2010-01-15",504
"767","2010-01-19",498
"768","2010-01-20",486
"769","2010-01-21",492
"770","2010-01-22",558
"771","2010-01-25",558
"772","2010-01-26",522
"773","2010-01-27",504
"774","2010-01-28",504
"775","2010-01-29",510
"776","2010-02-01",522
"777","2010-02-02",516
"778","2010-02-03",504
"779","2010-02-04",498
"780","2010-02-05",486
"781","2010-02-08",492
"782","2010-02-09",492
"783","2010-02-10",504
"784","2010-02-11",486
"785","2010-02-12",510
"786","2010-02-16",510
"787","2010-02-17",510
"788","2010-02-18",510
"789","2010-02-19",504
"790","2010-02-22",504
"791","2010-02-23",486
"792","2010-02-24",492
"793","2010-02-25",492
"794","2010-02-26",498
"795","2010-03-01",504
"796","2010-03-02",504
"797","2010-03-03",492
"798","2010-03-04",498
"799","2010-03-05",498
"800","2010-03-08",504
"801","2010-03-09",492
"802","2010-03-10",492
"803","2010-03-11",492
"804","2010-03-12",486
"805","2010-03-15",492
"806","2010-03-16",486
"807","2010-03-17",486
"808","2010-03-18",492
"809","2010-03-19",480
"810","2010-03-22",504
"811","2010-03-23",498
"812","2010-03-24",510
"813","2010-03-25",480
"814","2010-03-26",498
"815","2010-03-29",498
"816","2010-03-30",504
"817","2010-03-31",474
"818","2010-04-01",480
"819","2010-04-05",570
"820","2010-04-06",534
"821","2010-04-07",516
"822","2010-04-08",528
"823","2010-04-09",528
"824","2010-04-12",600
"825","2010-04-13",696
"826","2010-04-14",828
"827","2010-04-15",990
"828","2010-04-16",750
"829","2010-04-19",732
"830","2010-04-20",744
"831","2010-04-21",684
"832","2010-04-22",660
"833","2010-04-23",702
"834","2010-04-26",684
"835","2010-04-27",654
"836","2010-04-28",660
"837","2010-04-29",702
"838","2010-04-30",720
"839","2010-05-03",726
"840","2010-05-04",726
"841","2010-05-05",744
"842","2010-05-06",924
"843","2010-05-07",1008
"844","2010-05-10",1158
"845","2010-05-11",1098
"846","2010-05-12",1254
"847","2010-05-13",1188
"848","2010-05-14",1116
"849","2010-05-17",1152
"850","2010-05-18",1098
"851","2010-05-19",1068
"852","2010-05-20",1062
"853","2010-05-21",1056
"854","2010-05-24",996
"855","2010-05-25",984
"856","2010-05-26",1008
"857","2010-05-27",1020
"858","2010-05-28",1014
"859","2010-06-01",942
"860","2010-06-02",960
"861","2010-06-03",1068
"862","2010-06-04",1020
"863","2010-06-07",912
"864","2010-06-08",810
"865","2010-06-09",744
"866","2010-06-10",780
"867","2010-06-11",810
"868","2010-06-14",828
"869","2010-06-15",786
"870","2010-06-16",708
"871","2010-06-17",744
"872","2010-06-18",708
"873","2010-06-21",708
"874","2010-06-22",672
"875","2010-06-23",720
"876","2010-06-24",702
"877","2010-06-25",726
"878","2010-06-28",720
"879","2010-06-29",702
"880","2010-06-30",690
"881","2010-07-01",612
"882","2010-07-02",654
"883","2010-07-06",636
"884","2010-07-07",642
"885","2010-07-08",630
"886","2010-07-09",630
"887","2010-07-12",642
"888","2010-07-13",654
"889","2010-07-14",714
"890","2010-07-15",672
"891","2010-07-16",666
"892","2010-07-19",666
"893","2010-07-20",660
"894","2010-07-21",654
"895","2010-07-22",660
"896","2010-07-23",648
"897","2010-07-26",648
"898","2010-07-27",648
"899","2010-07-28",636
"900","2010-07-29",654
"901","2010-07-30",660
"902","2010-08-02",672
"903","2010-08-03",654
"904","2010-08-04",702
"905","2010-08-05",702
"906","2010-08-06",696
"907","2010-08-09",696
"908","2010-08-10",666
"909","2010-08-11",660
"910","2010-08-12",654
"911","2010-08-13",648
"912","2010-08-16",648
"913","2010-08-17",642
"914","2010-08-18",636
"915","2010-08-19",624
"916","2010-08-20",612
"917","2010-08-23",612
"918","2010-08-24",588
"919","2010-08-25",582
"920","2010-08-26",570
"921","2010-08-27",594
"922","2010-08-30",576
"923","2010-08-31",588
"924","2010-09-01",618
"925","2010-09-02",702
"926","2010-09-03",684
"927","2010-09-07",654
"928","2010-09-08",666
"929","2010-09-09",654
"930","2010-09-10",678
"931","2010-09-13",654
"932","2010-09-14",654
"933","2010-09-15",666
"934","2010-09-16",678
"935","2010-09-17",828
"936","2010-09-20",810
"937","2010-09-21",774
"938","2010-09-22",792
"939","2010-09-23",774
"940","2010-09-24",762
"941","2010-09-27",798
"942","2010-09-28",840
"943","2010-09-29",798
"944","2010-09-30",780
"945","2010-10-01",792
"946","2010-10-04",768
"947","2010-10-05",780
"948","2010-10-06",744
"949","2010-10-07",756
"950","2010-10-08",786
"951","2010-10-11",768
"952","2010-10-12",768
"953","2010-10-13",780
"954","2010-10-14",762
"955","2010-10-15",768
"956","2010-10-18",762
"957","2010-10-19",738
"958","2010-10-20",744
"959","2010-10-21",744
"960","2010-10-22",756
"961","2010-10-25",732
"962","2010-10-26",762
"963","2010-10-27",738
"964","2010-10-28",732
"965","2010-10-29",756
"966","2010-11-01",750
"967","2010-11-02",744
"968","2010-11-03",744
"969","2010-11-04",732
"970","2010-11-05",732
"971","2010-11-08",738
"972","2010-11-09",732
"973","2010-11-10",756
"974","2010-11-11",786
"975","2010-11-12",792
"976","2010-11-15",762
"977","2010-11-16",798
"978","2010-11-17",816
"979","2010-11-18",792
"980","2010-11-19",804
"981","2010-11-22",834
"982","2010-11-23",792
"983","2010-11-24",792
"984","2010-11-26",804
"985","2010-11-29",870
"986","2010-11-30",864
"987","2010-12-01",846
"988","2010-12-02",876
"989","2010-12-03",924
"990","2010-12-06",960
"991","2010-12-07",900
"992","2010-12-08",876
"993","2010-12-09",918
"994","2010-12-10",936
"995","2010-12-13",936
"996","2010-12-14",918
"997","2010-12-15",930
"998","2010-12-16",978
"999","2010-12-17",1104
"1000","2010-12-20",1176
"1001","2010-12-21",1092
"1002","2010-12-22",1068
"1003","2010-12-23",1104
"1004","2010-12-27",1080
"1005","2010-12-28",1026
"1006","2010-12-29",1050
"1007","2010-12-30",1050
"1008","2010-12-31",1032
"1009","2011-01-03",1044
"1010","2011-01-04",1032
"1011","2011-01-05",1062
"1012","2011-01-06",1044
"1013","2011-01-07",1026
"1014","2011-01-10",1014
"1015","2011-01-11",1026
"1016","2011-01-12",1008
"1017","2011-01-13",966
"1018","2011-01-14",978
"1019","2011-01-18",990
"1020","2011-01-19",942
"1021","2011-01-20",930
"1022","2011-01-21",930
"1023","2011-01-24",942
"1024","2011-01-25",954
"1025","2011-01-26",996
"1026","2011-01-27",1008
"1027","2011-01-28",990
"1028","2011-01-31",960
"1029","2011-02-01",936
"1030","2011-02-02",966
"1031","2011-02-03",978
"1032","2011-02-04",966
"1033","2011-02-07",972
"1034","2011-02-08",996
"1035","2011-02-09",996
"1036","2011-02-10",1086
"1037","2011-02-11",1062
"1038","2011-02-14",1074
"1039","2011-02-15",996
"1040","2011-02-16",1002
"1041","2011-02-17",1020
"1042","2011-02-18",1020
"1043","2011-02-22",1014
"1044","2011-02-23",1074
"1045","2011-02-24",1056
"1046","2011-02-25",1086
"1047","2011-02-28",1092
"1048","2011-03-01",1086
"1049","2011-03-02",1062
"1050","2011-03-03",1080
"1051","2011-03-04",1086
"1052","2011-03-07",1074
"1053","2011-03-08",1074
"1054","2011-03-09",1104
"1055","2011-03-10",1134
"1056","2011-03-11",1104
"1057","2011-03-14",1080
"1058","2011-03-15",1038
"1059","2011-03-16",1044
"1060","2011-03-17",1062
"1061","2011-03-18",1056
"1062","2011-03-21",1050
"1063","2011-03-22",1050
"1064","2011-03-23",1062
"1065","2011-03-24",1074
"1066","2011-03-25",1074
"1067","2011-03-28",1122
"1068","2011-03-29",1134
"1069","2011-03-30",1200
"1070","2011-03-31",1164
"1071","2011-04-01",1176
"1072","2011-04-04",1122
"1073","2011-04-05",1152
"1074","2011-04-06",1158
"1075","2011-04-07",1134
"1076","2011-04-08",1128
"1077","2011-04-11",1128
"1078","2011-04-12",1116
"1079","2011-04-13",1104
"1080","2011-04-14",1092
"1081","2011-04-15",1164
"1082","2011-04-18",1134
"1083","2011-04-19",1188
"1084","2011-04-20",1242
"1085","2011-04-21",1296
"1086","2011-04-25",1278
"1087","2011-04-26",1398
"1088","2011-04-27",1488
"1089","2011-04-28",1524
"1090","2011-04-29",1416
"1091","2011-05-02",1404
"1092","2011-05-03",1344
"1093","2011-05-04",1374
"1094","2011-05-05",1290
"1095","2011-05-06",1350
"1096","2011-05-09",1434
"1097","2011-05-10",1440
"1098","2011-05-11",1416
"1099","2011-05-12",1410
"1100","2011-05-13",1374
"1101","2011-05-16",1290
"1102","2011-05-17",1284
"1103","2011-05-18",1266
"1104","2011-05-19",1278
"1105","2011-05-20",1350
"1106","2011-05-23",1350
"1107","2011-05-24",1332
"1108","2011-05-25",1386
"1109","2011-05-26",1416
"1110","2011-05-27",1422
"1111","2011-05-31",1524
"1112","2011-06-01",1548
"1113","2011-06-02",1506
"1114","2011-06-03",1452
"1115","2011-06-06",1368
"1116","2011-06-07",1410
"1117","2011-06-08",1410
"1118","2011-06-09",1410
"1119","2011-06-10",1368
