"","date","TGA"
"104","2007-06-01",4.01
"105","2007-06-04",4.01
"106","2007-06-05",4.04
"107","2007-06-06",4.06
"108","2007-06-07",3.99
"109","2007-06-08",3.98
"110","2007-06-11",4.02
"111","2007-06-12",3.99
"112","2007-06-13",3.94
"113","2007-06-14",3.94
"114","2007-06-15",3.91
"115","2007-06-18",3.93
"116","2007-06-19",4.23
"117","2007-06-20",4.37
"118","2007-06-21",4.38
"119","2007-06-22",4.33
"120","2007-06-25",4.29
"121","2007-06-26",4.18
"122","2007-06-27",4.27
"123","2007-06-28",4.29
"124","2007-06-29",4.46
"125","2007-07-02",4.41
"126","2007-07-03",4.44
"127","2007-07-05",4.69
"128","2007-07-06",4.9
"129","2007-07-09",4.86
"130","2007-07-10",4.83
"131","2007-07-11",4.9
"132","2007-07-12",4.98
"133","2007-07-13",5.14
"134","2007-07-16",5.27
"135","2007-07-17",5.26
"136","2007-07-18",5.31
"137","2007-07-19",5.37
"138","2007-07-20",5.33
"139","2007-07-23",5.3
"140","2007-07-24",5.04
"141","2007-07-25",5.05
"142","2007-07-26",4.92
"143","2007-07-27",4.89
"144","2007-07-30",4.91
"145","2007-07-31",4.54
"146","2007-08-01",4.33
"147","2007-08-02",4.35
"148","2007-08-03",4.32
"149","2007-08-06",3.99
"150","2007-08-07",3.87
"151","2007-08-08",3.92
"152","2007-08-09",3.8
"153","2007-08-10",3.74
"154","2007-08-13",3.7
"155","2007-08-14",3.65
"156","2007-08-15",3.65
"157","2007-08-16",3.7
"158","2007-08-17",3.88
"159","2007-08-20",3.78
"160","2007-08-21",3.86
"161","2007-08-22",3.89
"162","2007-08-23",4.07
"163","2007-08-24",4.13
"164","2007-08-27",4.11
"165","2007-08-28",3.99
"166","2007-08-29",3.96
"167","2007-08-30",3.94
"168","2007-08-31",4.01
"169","2007-09-04",4.1
"170","2007-09-05",4.03
"171","2007-09-06",4.42
"172","2007-09-07",4.41
"173","2007-09-10",4.36
"174","2007-09-11",4.35
"175","2007-09-12",4.49
"176","2007-09-13",4.51
"177","2007-09-14",4.52
"178","2007-09-17",4.51
"179","2007-09-18",4.62
"180","2007-09-19",4.75
"181","2007-09-20",4.68
"182","2007-09-21",4.78
"183","2007-09-24",4.69
"184","2007-09-25",4.6
"185","2007-09-26",5
"186","2007-09-27",5.17
"187","2007-09-28",5.03
"188","2007-10-01",5.01
"189","2007-10-02",5
"190","2007-10-03",5.05
"191","2007-10-04",4.95
"192","2007-10-05",5.07
"193","2007-10-08",5.02
"194","2007-10-09",5.1
"195","2007-10-10",5.08
"196","2007-10-11",4.95
"197","2007-10-12",5.09
"198","2007-10-15",5.16
"199","2007-10-16",5.29
"200","2007-10-17",5.56
"201","2007-10-18",5.67
"202","2007-10-19",5.52
"203","2007-10-22",5.34
"204","2007-10-23",5.44
"205","2007-10-24",5.41
"206","2007-10-25",5.5
"207","2007-10-26",5.57
"208","2007-10-29",5.75
"209","2007-10-30",5.57
"210","2007-10-31",5.74
"211","2007-11-01",5.73
"212","2007-11-02",5.7
"213","2007-11-05",5.48
"214","2007-11-06",5.7
"215","2007-11-07",5.69
"216","2007-11-08",5.56
"217","2007-11-09",5.45
"218","2007-11-12",5.1
"219","2007-11-13",5.19
"220","2007-11-14",5.27
"221","2007-11-15",5.22
"222","2007-11-16",5.32
"223","2007-11-19",5.26
"224","2007-11-20",5.36
"225","2007-11-21",5.34
"226","2007-11-23",5.3
"227","2007-11-26",5.35
"228","2007-11-27",5.25
"229","2007-11-28",5.26
"230","2007-11-29",5.25
"231","2007-11-30",5.15
"232","2007-12-03",5.12
"233","2007-12-04",5.08
"234","2007-12-05",5.12
"235","2007-12-06",5.23
"236","2007-12-07",5.33
"237","2007-12-10",5.4
"238","2007-12-11",5.34
"239","2007-12-12",5.38
"240","2007-12-13",5.39
"241","2007-12-14",5.43
"242","2007-12-17",5.45
"243","2007-12-18",5.25
"244","2007-12-19",5.08
"245","2007-12-20",5.06
"246","2007-12-21",5.08
"247","2007-12-24",5.13
"248","2007-12-26",5.24
"249","2007-12-27",5.12
"250","2007-12-28",5.19
"251","2007-12-31",5.08
"252","2008-01-02",5.15
"253","2008-01-03",5.33
"254","2008-01-04",5.04
"255","2008-01-07",4.98
"256","2008-01-08",5.05
"257","2008-01-09",5.21
"258","2008-01-10",5.19
"259","2008-01-11",5.19
"260","2008-01-14",5.39
"261","2008-01-15",5.24
"262","2008-01-16",5.1
"263","2008-01-17",4.83
"264","2008-01-18",4.85
"265","2008-01-22",4.68
"266","2008-01-23",4.5
"267","2008-01-24",4.72
"268","2008-01-25",4.68
"269","2008-01-28",4.73
"270","2008-01-29",4.77
"271","2008-01-30",4.82
"272","2008-01-31",4.8
"273","2008-02-01",4.82
"274","2008-02-04",5.19
"275","2008-02-05",4.82
"276","2008-02-06",4.9
"277","2008-02-07",4.89
"278","2008-02-08",4.85
"279","2008-02-11",5.05
"280","2008-02-12",5.08
"281","2008-02-13",5.31
"282","2008-02-14",5.27
"283","2008-02-15",5.26
"284","2008-02-19",5.3
"285","2008-02-20",5.35
"286","2008-02-21",5.33
"287","2008-02-22",5.37
"288","2008-02-25",5.43
"289","2008-02-26",5.46
"290","2008-02-27",5.5
"291","2008-02-28",5.68
"292","2008-02-29",5.56
"293","2008-03-03",5.4
"294","2008-03-04",5.31
"295","2008-03-05",5.5
"296","2008-03-06",5.48
"297","2008-03-07",5.37
"298","2008-03-10",5.08
"299","2008-03-11",5.03
"300","2008-03-12",4.95
"301","2008-03-13",5.07
"302","2008-03-14",4.91
"303","2008-03-17",4.61
"304","2008-03-18",4.65
"305","2008-03-19",4.37
"306","2008-03-20",4.26
"307","2008-03-24",4.58
"308","2008-03-25",4.68
"309","2008-03-26",4.83
"310","2008-03-27",4.91
"311","2008-03-28",4.96
"312","2008-03-31",4.87
"313","2008-04-01",4.86
"314","2008-04-02",4.79
"315","2008-04-03",4.86
"316","2008-04-04",4.72
"317","2008-04-07",4.7
"318","2008-04-08",4.6
"319","2008-04-09",4.65
"320","2008-04-10",4.76
"321","2008-04-11",4.68
"322","2008-04-14",4.62
"323","2008-04-15",4.73
"324","2008-04-16",4.93
"325","2008-04-17",4.99
"326","2008-04-18",5
"327","2008-04-21",5.08
"328","2008-04-22",5
"329","2008-04-23",4.82
"330","2008-04-24",4.74
"331","2008-04-25",4.83
"332","2008-04-28",4.75
"333","2008-04-29",4.63
"334","2008-04-30",4.56
"335","2008-05-01",4.59
"336","2008-05-02",4.7
"337","2008-05-05",4.9
"338","2008-05-06",4.81
"339","2008-05-07",4.81
"340","2008-05-08",4.79
"341","2008-05-09",4.97
"342","2008-05-12",4.88
"343","2008-05-13",4.88
"344","2008-05-14",4.85
"345","2008-05-15",4.87
"346","2008-05-16",5
"347","2008-05-19",5.03
"348","2008-05-20",5.14
"349","2008-05-21",5.21
"350","2008-05-22",5.23
"351","2008-05-23",5.05
"352","2008-05-27",5.03
"353","2008-05-28",5.18
"354","2008-05-29",5.05
"355","2008-05-30",5.17
"356","2008-06-02",5.16
"357","2008-06-03",5.05
"358","2008-06-04",4.95
"359","2008-06-05",5.11
"360","2008-06-06",5.12
"361","2008-06-09",5.06
"362","2008-06-10",5.14
"363","2008-06-11",5.17
"364","2008-06-12",5.14
"365","2008-06-13",5.22
"366","2008-06-16",5.16
"367","2008-06-17",5.14
"368","2008-06-18",5.33
"369","2008-06-19",5.32
"370","2008-06-20",5.12
"371","2008-06-23",5.48
"372","2008-06-24",5.31
"373","2008-06-25",5.26
"374","2008-06-26",5.22
"375","2008-06-27",5.31
"376","2008-06-30",5.06
"377","2008-07-01",5.05
"378","2008-07-02",5
"379","2008-07-03",4.85
"380","2008-07-07",4.72
"381","2008-07-08",4.54
"382","2008-07-09",4.56
"383","2008-07-10",4.51
"384","2008-07-11",4.53
"385","2008-07-14",4.65
"386","2008-07-15",4.7
"387","2008-07-16",4.54
"388","2008-07-17",4.37
"389","2008-07-18",4.43
"390","2008-07-21",4.44
"391","2008-07-22",4.31
"392","2008-07-23",4.09
"393","2008-07-24",3.97
"394","2008-07-25",4.27
"395","2008-07-28",4.08
"396","2008-07-29",3.96
"397","2008-07-30",4.25
"398","2008-07-31",4.22
"399","2008-08-01",4.09
"400","2008-08-04",3.9
"401","2008-08-05",3.93
"402","2008-08-06",4.03
"403","2008-08-07",3.98
"404","2008-08-08",3.77
"405","2008-08-11",3.77
"406","2008-08-12",3.82
"407","2008-08-13",4.11
"408","2008-08-14",4.02
"409","2008-08-15",3.89
"410","2008-08-18",3.81
"411","2008-08-19",3.86
"412","2008-08-20",4.08
"413","2008-08-21",4.13
"414","2008-08-22",4.04
"415","2008-08-25",3.91
"416","2008-08-26",3.77
"417","2008-08-27",3.85
"418","2008-08-28",3.83
"419","2008-08-29",3.8
"420","2008-09-02",3.75
"421","2008-09-03",3.74
"422","2008-09-04",3.78
"423","2008-09-05",3.74
"424","2008-09-08",3.7
"425","2008-09-09",3.39
"426","2008-09-10",3.35
"427","2008-09-11",3.27
"428","2008-09-12",3.31
"429","2008-09-15",3.06
"430","2008-09-16",3.09
"431","2008-09-17",3
"432","2008-09-18",3.08
"433","2008-09-19",3.29
"434","2008-09-22",3.17
"435","2008-09-23",3.1
"436","2008-09-24",2.99
"437","2008-09-25",3.08
"438","2008-09-26",3.01
"439","2008-09-29",2.74
"440","2008-09-30",3.07
"441","2008-10-01",3.07
"442","2008-10-02",2.67
"443","2008-10-03",2.8
"444","2008-10-06",2.5
"445","2008-10-07",2.25
"446","2008-10-08",2.06
"447","2008-10-09",1.81
"448","2008-10-10",1.51
"449","2008-10-13",1.7
"450","2008-10-14",2.07
"451","2008-10-15",1.8
"452","2008-10-16",1.83
"453","2008-10-17",1.79
"454","2008-10-20",2.04
"455","2008-10-21",2.02
"456","2008-10-22",1.81
"457","2008-10-23",1.73
"458","2008-10-24",1.79
"459","2008-10-27",1.66
"460","2008-10-28",1.61
"461","2008-10-29",1.84
"462","2008-10-30",2.11
"463","2008-10-31",2.27
"464","2008-11-03",2.41
"465","2008-11-04",2.5
"466","2008-11-05",2.63
"467","2008-11-06",2.38
"468","2008-11-07",2.55
"469","2008-11-10",2.43
"470","2008-11-11",2.36
"471","2008-11-12",2.17
"472","2008-11-13",2.25
"473","2008-11-14",2.15
"474","2008-11-17",2.02
"475","2008-11-18",2.08
"476","2008-11-19",1.95
"477","2008-11-20",1.69
"478","2008-11-21",1.72
"479","2008-11-24",1.85
"480","2008-11-25",1.84
"481","2008-11-26",2.11
"482","2008-11-28",2.14
"483","2008-12-01",2
"484","2008-12-02",2.08
"485","2008-12-03",2.06
"486","2008-12-04",1.96
"487","2008-12-05",1.92
"488","2008-12-08",2.01
"489","2008-12-09",2.01
"490","2008-12-10",2.12
"491","2008-12-11",2.14
"492","2008-12-12",2.23
"493","2008-12-15",2.22
"494","2008-12-16",2.51
"495","2008-12-17",2.46
"496","2008-12-18",2.44
"497","2008-12-19",2.6
"498","2008-12-22",2.51
"499","2008-12-23",2.29
"500","2008-12-24",2.25
"501","2008-12-26",2.25
"502","2008-12-29",2.33
"503","2008-12-30",2.44
"504","2008-12-31",2.47
"505","2009-01-02",2.6
"506","2009-01-05",2.67
"507","2009-01-06",2.8
"508","2009-01-07",2.5
"509","2009-01-08",2.48
"510","2009-01-09",2.51
"511","2009-01-12",2.38
"512","2009-01-13",2.39
"513","2009-01-14",2.31
"514","2009-01-15",2.32
"515","2009-01-16",2.36
"516","2009-01-20",2.25
"517","2009-01-21",2.37
"518","2009-01-22",2.38
"519","2009-01-23",2.53
"520","2009-01-26",3.13
"521","2009-01-27",2.98
"522","2009-01-28",2.98
"523","2009-01-29",2.93
"524","2009-01-30",2.97
"525","2009-02-02",2.95
"526","2009-02-03",3.04
"527","2009-02-04",2.79
"528","2009-02-05",2.77
"529","2009-02-06",2.82
"530","2009-02-09",2.81
"531","2009-02-10",2.78
"532","2009-02-11",2.68
"533","2009-02-12",2.75
"534","2009-02-13",2.74
"535","2009-02-17",2.64
"536","2009-02-18",2.56
"537","2009-02-19",2.53
"538","2009-02-20",2.46
"539","2009-02-23",2.36
"540","2009-02-24",2.42
"541","2009-02-25",2.58
"542","2009-02-26",2.69
"543","2009-02-27",2.65
"544","2009-03-02",2.38
"545","2009-03-03",2.28
"546","2009-03-04",2.62
"547","2009-03-05",2.5
"548","2009-03-06",2.52
"549","2009-03-09",2.68
"550","2009-03-10",2.71
"551","2009-03-11",2.68
"552","2009-03-12",2.76
"553","2009-03-13",2.71
"554","2009-03-16",2.62
"555","2009-03-17",2.71
"556","2009-03-18",2.72
"557","2009-03-19",2.7
"558","2009-03-20",2.71
"559","2009-03-23",2.86
"560","2009-03-24",2.75
"561","2009-03-25",2.83
"562","2009-03-26",2.89
"563","2009-03-27",2.86
"564","2009-03-30",2.81
"565","2009-03-31",2.78
"566","2009-04-01",2.76
"567","2009-04-02",2.75
"568","2009-04-03",2.58
"569","2009-04-06",2.45
"570","2009-04-07",2.39
"571","2009-04-08",2.36
"572","2009-04-09",2.59
"573","2009-04-13",2.59
"574","2009-04-14",2.42
"575","2009-04-15",2.43
"576","2009-04-16",2.55
"577","2009-04-17",2.5
"578","2009-04-20",2.4
"579","2009-04-21",2.47
"580","2009-04-22",2.44
"581","2009-04-23",2.41
"582","2009-04-24",2.43
"583","2009-04-27",2.45
"584","2009-04-28",2.49
"585","2009-04-29",2.58
"586","2009-04-30",2.56
"587","2009-05-01",2.6
"588","2009-05-04",2.71
"589","2009-05-05",2.76
"590","2009-05-06",2.88
"591","2009-05-07",2.7
"592","2009-05-08",2.83
"593","2009-05-11",2.79
"594","2009-05-12",2.7
"595","2009-05-13",2.62
"596","2009-05-14",2.54
"597","2009-05-15",2.56
"598","2009-05-18",2.6
"599","2009-05-19",2.67
"600","2009-05-20",2.65
"601","2009-05-21",2.57
"602","2009-05-22",2.57
"603","2009-05-26",2.61
"604","2009-05-27",2.56
"605","2009-05-28",2.6
"606","2009-05-29",2.69
"607","2009-06-01",2.72
"608","2009-06-02",2.87
"609","2009-06-03",2.73
"610","2009-06-04",2.82
"611","2009-06-05",2.79
"612","2009-06-08",2.73
"613","2009-06-09",2.77
"614","2009-06-10",2.88
"615","2009-06-11",2.91
"616","2009-06-12",2.86
"617","2009-06-15",2.7
"618","2009-06-16",2.68
"619","2009-06-17",2.68
"620","2009-06-18",2.68
"621","2009-06-19",2.71
"622","2009-06-22",2.66
"623","2009-06-23",2.6
"624","2009-06-24",2.75
"625","2009-06-25",2.66
"626","2009-06-26",2.73
"627","2009-06-29",2.73
"628","2009-06-30",2.67
"629","2009-07-01",2.72
"630","2009-07-02",2.63
"631","2009-07-06",2.49
"632","2009-07-07",2.43
"633","2009-07-08",2.3
"634","2009-07-09",2.3
"635","2009-07-10",2.51
"636","2009-07-13",2.51
"637","2009-07-14",2.48
"638","2009-07-15",2.57
"639","2009-07-16",2.64
"640","2009-07-17",2.83
"641","2009-07-20",2.86
"642","2009-07-21",2.9
"643","2009-07-22",2.95
"644","2009-07-23",3
"645","2009-07-24",3.01
"646","2009-07-27",3.01
"647","2009-07-28",3.02
"648","2009-07-29",3
"649","2009-07-30",3.11
"650","2009-07-31",3.11
"651","2009-08-03",3.24
"652","2009-08-04",3.22
"653","2009-08-05",3.28
"654","2009-08-06",3.16
"655","2009-08-07",3.1
"656","2009-08-10",3.14
"657","2009-08-11",3.12
"658","2009-08-12",3.11
"659","2009-08-13",3.19
"660","2009-08-14",3.17
"661","2009-08-17",3.07
"662","2009-08-18",3.09
"663","2009-08-19",3.07
"664","2009-08-20",3.14
"665","2009-08-21",3.2
"666","2009-08-24",3.28
"667","2009-08-25",3.23
"668","2009-08-26",3.13
"669","2009-08-27",3.15
"670","2009-08-28",3.18
"671","2009-08-31",3.1
"672","2009-09-01",3.08
"673","2009-09-02",3.1
"674","2009-09-03",3.1
"675","2009-09-04",3.26
"676","2009-09-08",3.37
"677","2009-09-09",3.42
"678","2009-09-10",3.45
"679","2009-09-11",3.36
"680","2009-09-14",3.32
"681","2009-09-15",3.38
"682","2009-09-16",3.56
"683","2009-09-17",3.64
"684","2009-09-18",3.73
"685","2009-09-21",3.64
"686","2009-09-22",3.64
"687","2009-09-23",3.59
"688","2009-09-24",3.44
"689","2009-09-25",3.43
"690","2009-09-28",3.46
"691","2009-09-29",3.49
"692","2009-09-30",3.57
"693","2009-10-01",3.48
"694","2009-10-02",3.64
"695","2009-10-05",3.7
"696","2009-10-06",3.81
"697","2009-10-07",3.81
"698","2009-10-08",3.89
"699","2009-10-09",4.01
"700","2009-10-12",4.02
"701","2009-10-13",4.29
"702","2009-10-14",4.44
"703","2009-10-15",4.46
"704","2009-10-16",4.41
"705","2009-10-19",4.47
"706","2009-10-20",4.44
"707","2009-10-21",4.44
"708","2009-10-22",4.51
"709","2009-10-23",4.43
"710","2009-10-26",4.2
"711","2009-10-27",4.11
"712","2009-10-28",3.88
"713","2009-10-29",3.96
"714","2009-10-30",3.8
"715","2009-11-02",3.73
"716","2009-11-03",3.98
"717","2009-11-04",4
"718","2009-11-05",3.87
"719","2009-11-06",3.67
"720","2009-11-09",3.64
"721","2009-11-10",3.57
"722","2009-11-11",3.56
"723","2009-11-12",3.5
"724","2009-11-13",3.71
"725","2009-11-16",3.59
"726","2009-11-17",3.59
"727","2009-11-18",3.52
"728","2009-11-19",3.44
"729","2009-11-20",3.55
"730","2009-11-23",3.6
"731","2009-11-24",3.61
"732","2009-11-25",3.82
"733","2009-11-27",3.66
"734","2009-11-30",3.56
"735","2009-12-01",3.65
"736","2009-12-02",3.61
"737","2009-12-03",3.58
"738","2009-12-04",3.5
"739","2009-12-07",3.52
"740","2009-12-08",3.44
"741","2009-12-09",3.36
"742","2009-12-10",3.44
"743","2009-12-11",3.33
"744","2009-12-14",3.31
"745","2009-12-15",3.49
"746","2009-12-16",3.44
"747","2009-12-17",3.49
"748","2009-12-18",3.45
"749","2009-12-21",3.42
"750","2009-12-22",3.48
"751","2009-12-23",3.51
"752","2009-12-24",3.36
"753","2009-12-28",3.28
"754","2009-12-29",3.33
"755","2009-12-30",3.35
"756","2009-12-31",3.33
"757","2010-01-04",3.44
"758","2010-01-05",3.57
"759","2010-01-06",3.65
"760","2010-01-07",3.73
"761","2010-01-08",3.87
"762","2010-01-11",3.72
"763","2010-01-12",3.63
"764","2010-01-13",3.7
"765","2010-01-14",3.73
"766","2010-01-15",3.63
"767","2010-01-19",3.61
"768","2010-01-20",3.54
"769","2010-01-21",3.47
"770","2010-01-22",3.45
"771","2010-01-25",3.51
"772","2010-01-26",3.55
"773","2010-01-27",3.59
"774","2010-01-28",3.63
"775","2010-01-29",3.55
"776","2010-02-01",3.75
"777","2010-02-02",3.88
"778","2010-02-03",3.85
"779","2010-02-04",3.63
"780","2010-02-05",3.64
"781","2010-02-08",3.7
"782","2010-02-09",3.76
"783","2010-02-10",3.74
"784","2010-02-11",3.83
"785","2010-02-12",3.85
"786","2010-02-16",3.9
"787","2010-02-17",3.92
"788","2010-02-18",4.03
"789","2010-02-19",4.04
"790","2010-02-22",4.04
"791","2010-02-23",3.87
"792","2010-02-24",3.92
"793","2010-02-25",3.84
"794","2010-02-26",3.85
"795","2010-03-01",3.85
"796","2010-03-02",3.85
"797","2010-03-03",3.88
"798","2010-03-04",3.86
"799","2010-03-05",3.92
"800","2010-03-08",4.01
"801","2010-03-09",4.28
"802","2010-03-10",4.58
"803","2010-03-11",4.29
"804","2010-03-12",4.37
"805","2010-03-15",4.51
"806","2010-03-16",4.69
"807","2010-03-17",4.59
"808","2010-03-18",4.57
"809","2010-03-19",4.44
"810","2010-03-22",4.59
"811","2010-03-23",4.72
"812","2010-03-24",4.91
"813","2010-03-25",5.43
"814","2010-03-26",5.37
"815","2010-03-29",5.38
"816","2010-03-30",5.44
"817","2010-03-31",5.8
"818","2010-04-01",6.11
"819","2010-04-05",6.3
"820","2010-04-06",6.36
"821","2010-04-07",6.31
"822","2010-04-08",6.14
"823","2010-04-09",6.37
"824","2010-04-12",6.54
"825","2010-04-13",6.65
"826","2010-04-14",6.67
"827","2010-04-15",6.7
"828","2010-04-16",6.63
"829","2010-04-19",6.84
"830","2010-04-20",7.04
"831","2010-04-21",7.15
"832","2010-04-22",7.31
"833","2010-04-23",7.34
"834","2010-04-26",7.27
"835","2010-04-27",6.91
"836","2010-04-28",7.13
"837","2010-04-29",7.42
"838","2010-04-30",7.47
"839","2010-05-03",7.48
"840","2010-05-04",7.43
"841","2010-05-05",7.2
"842","2010-05-06",6.94
"843","2010-05-07",6.86
"844","2010-05-10",7.21
"845","2010-05-11",7.36
"846","2010-05-12",7.56
"847","2010-05-13",7.44
"848","2010-05-14",7.3
"849","2010-05-17",7.28
"850","2010-05-18",7.28
"851","2010-05-19",7.21
"852","2010-05-20",6.65
"853","2010-05-21",6.79
"854","2010-05-24",6.52
"855","2010-05-25",6.51
"856","2010-05-26",6.58
"857","2010-05-27",6.95
"858","2010-05-28",6.91
"859","2010-06-01",7.11
"860","2010-06-02",7.6
"861","2010-06-03",7.84
"862","2010-06-04",7.41
"863","2010-06-07",7.41
"864","2010-06-08",7.57
"865","2010-06-09",7.52
"866","2010-06-10",7.68
"867","2010-06-11",7.85
"868","2010-06-14",7.9
"869","2010-06-15",7.97
"870","2010-06-16",7.97
"871","2010-06-17",7.78
"872","2010-06-18",7.9
"873","2010-06-21",7.83
"874","2010-06-22",7.79
"875","2010-06-23",7.45
"876","2010-06-24",7.33
"877","2010-06-25",7.65
"878","2010-06-28",7.66
"879","2010-06-29",7.5
"880","2010-06-30",7.32
"881","2010-07-01",6.97
"882","2010-07-02",7.04
"883","2010-07-06",7.06
"884","2010-07-07",7.45
"885","2010-07-08",7.57
"886","2010-07-09",7.62
"887","2010-07-12",7.47
"888","2010-07-13",7.6
"889","2010-07-14",7.53
"890","2010-07-15",7.4
"891","2010-07-16",7.2
"892","2010-07-19",6.94
"893","2010-07-20",7.18
"894","2010-07-21",7.16
"895","2010-07-22",7.31
"896","2010-07-23",7.5
"897","2010-07-26",7.47
"898","2010-07-27",7.39
"899","2010-07-28",7.37
"900","2010-07-29",7.4
"901","2010-07-30",7.54
"902","2010-08-02",7.57
"903","2010-08-03",7.6
"904","2010-08-04",7.68
"905","2010-08-05",7.76
"906","2010-08-06",7.73
"907","2010-08-09",7.74
"908","2010-08-10",7.69
"909","2010-08-11",7.5
"910","2010-08-12",7.47
"911","2010-08-13",7.43
"912","2010-08-16",7.41
"913","2010-08-17",7.75
"914","2010-08-18",7.77
"915","2010-08-19",7.65
"916","2010-08-20",7.53
"917","2010-08-23",7.52
"918","2010-08-24",7.4
"919","2010-08-25",7.4
"920","2010-08-26",7.35
"921","2010-08-27",7.59
"922","2010-08-30",7.34
"923","2010-08-31",7.16
"924","2010-09-01",7.34
"925","2010-09-02",7.4
"926","2010-09-03",7.48
"927","2010-09-07",7.26
"928","2010-09-08",7.34
"929","2010-09-09",7.38
"930","2010-09-10",7.7
"931","2010-09-13",7.91
"932","2010-09-14",7.86
"933","2010-09-15",7.79
"934","2010-09-16",7.71
"935","2010-09-17",7.94
"936","2010-09-20",8.75
"937","2010-09-21",8.84
"938","2010-09-22",8.83
"939","2010-09-23",8.85
"940","2010-09-24",9.24
"941","2010-09-27",9.55
"942","2010-09-28",9.6
"943","2010-09-29",9.16
"944","2010-09-30",9.46
"945","2010-10-01",9.61
"946","2010-10-04",9.58
"947","2010-10-05",9.82
"948","2010-10-06",9.76
"949","2010-10-07",9.4
"950","2010-10-08",9.83
"951","2010-10-11",9.78
"952","2010-10-12",9.85
"953","2010-10-13",10.42
"954","2010-10-14",10.82
"955","2010-10-15",10.47
"956","2010-10-18",10.67
"957","2010-10-19",9.92
"958","2010-10-20",10.53
"959","2010-10-21",10.53
"960","2010-10-22",10.38
"961","2010-10-25",10.53
"962","2010-10-26",10.67
"963","2010-10-27",10.34
"964","2010-10-28",10.44
"965","2010-10-29",10.5
"966","2010-11-01",10.96
"967","2010-11-02",11.39
"968","2010-11-03",11.75
"969","2010-11-04",12.82
"970","2010-11-05",14.63
"971","2010-11-08",15.15
"972","2010-11-09",14.89
"973","2010-11-10",15.2
"974","2010-11-11",15.54
"975","2010-11-12",15.37
"976","2010-11-15",15.32
"977","2010-11-16",13.77
"978","2010-11-17",14.3
"979","2010-11-18",14.82
"980","2010-11-19",14.9
"981","2010-11-22",15.52
"982","2010-11-23",15.45
"983","2010-11-24",16.870001
"984","2010-11-26",16.629999
"985","2010-11-29",16.73
"986","2010-11-30",16.610001
"987","2010-12-01",17.059999
"988","2010-12-02",17.99
"989","2010-12-03",18.74
"990","2010-12-06",19.379999
"991","2010-12-07",18.16
"992","2010-12-08",17.59
"993","2010-12-09",17.530001
"994","2010-12-10",17.440001
"995","2010-12-13",16.93
"996","2010-12-14",15.1
"997","2010-12-15",14.09
"998","2010-12-16",14.68
"999","2010-12-17",15.08
"1000","2010-12-20",15.13
