"","date","FRG"
"250","2019-07-25",11.9
"251","2019-07-26",11.85
"252","2019-07-29",11.85
"253","2019-07-30",11.76
"254","2019-07-31",11.9
"255","2019-08-01",11.9
"256","2019-08-02",11.9
"257","2019-08-05",11.92
"258","2019-08-06",11.9
"259","2019-08-07",11.9
"260","2019-08-08",11.99
"261","2019-08-09",11.93
"262","2019-08-12",11.94
"263","2019-08-13",11.95
"264","2019-08-14",11.95
"265","2019-08-15",11.93
"266","2019-08-16",11.93
"267","2019-08-19",11.97
"268","2019-08-20",11.95
"269","2019-08-21",11.95
"270","2019-08-22",11.97
"271","2019-08-23",11.99
"272","2019-08-26",11.98
"273","2019-08-27",11.97
"274","2019-08-28",12
"275","2019-08-29",11.99
"276","2019-08-30",11.96
"277","2019-09-03",11.93
"278","2019-09-04",11.9
"279","2019-09-05",11.88
"280","2019-09-06",11.89
"281","2019-09-09",11.95
"282","2019-09-10",11.9
"283","2019-09-11",11.91
"284","2019-09-12",11.93
"285","2019-09-13",11.9
"286","2019-09-16",11.9
"287","2019-09-17",11.88
"288","2019-09-18",11.87
"289","2019-09-19",11.95
"290","2019-09-20",11.9
"291","2019-09-23",11.85
"292","2019-09-24",11.9
"293","2019-09-25",11.91
"294","2019-09-26",11.93
"295","2019-09-27",11.91
"296","2019-09-30",11.91
"297","2019-10-01",11.92
"298","2019-10-02",11.92
"299","2019-10-03",11.92
"300","2019-10-04",11.94
"301","2019-10-07",11.95
"302","2019-10-08",11.95
"303","2019-10-09",11.91
"304","2019-10-10",11.91
"305","2019-10-11",11.9
"306","2019-10-14",11.9
"307","2019-10-15",12.95
"308","2019-10-16",11.9
"309","2019-10-17",11.92
"310","2019-10-18",11.9
"311","2019-10-21",11.9
"312","2019-10-22",11.9
"313","2019-10-23",11.89
"314","2019-10-24",11.9
"315","2019-10-25",11.94
"316","2019-10-28",11.93
"317","2019-10-29",11.93
"318","2019-10-30",11.94
"319","2019-10-31",11.96
"320","2019-11-01",11.95
"321","2019-11-04",11.96
"322","2019-11-05",11.97
"323","2019-11-06",11.95
"324","2019-11-07",11.95
"325","2019-11-08",11.96
"326","2019-11-11",11.91
"327","2019-11-12",11.98
"328","2019-11-13",11.99
"329","2019-11-14",12
"330","2019-11-15",12
"331","2019-11-18",13.49
"332","2019-11-19",13.14
"333","2019-11-20",12.8
"334","2019-11-21",13.04
"335","2019-11-22",12.72
"336","2019-11-25",13.5
"337","2019-11-26",13.75
"338","2019-11-27",13.99
"339","2019-11-29",13.89
"340","2019-12-02",13.95
"341","2019-12-03",14
"342","2019-12-04",14.21
"343","2019-12-05",14.38
"344","2019-12-06",14.4
"345","2019-12-09",14.4
"346","2019-12-10",14.51
"347","2019-12-11",14.72
"348","2019-12-12",17.299999
"349","2019-12-13",25.799999
"350","2019-12-16",23.75
"351","2019-12-17",21
"352","2019-12-18",19.5
"353","2019-12-19",19.99
"354","2019-12-20",19.09
"355","2019-12-23",19.76
"356","2019-12-24",22
"357","2019-12-26",24.49
"358","2019-12-27",24.129999
"359","2019-12-30",22.75
"360","2019-12-31",23.200001
"361","2020-01-02",24.379999
"362","2020-01-03",23
"363","2020-01-06",23.66
"364","2020-01-07",22.48
"365","2020-01-08",21.719999
"366","2020-01-09",22
"367","2020-01-10",22.15
"368","2020-01-13",21.09
"369","2020-01-14",20.35
"370","2020-01-15",20.6
"371","2020-01-16",22.24
"372","2020-01-17",22.99
"373","2020-01-21",23.52
"374","2020-01-22",23.85
"375","2020-01-23",21.26
"376","2020-01-24",21.26
"377","2020-01-27",20.719999
"378","2020-01-28",21.6
"379","2020-01-29",21.99
"380","2020-01-30",22.209999
"381","2020-01-31",22.110001
"382","2020-02-03",22.25
"383","2020-02-04",22.49
"384","2020-02-05",22.440001
"385","2020-02-06",22.959999
"386","2020-02-07",23.120001
"387","2020-02-10",23.48
"388","2020-02-11",23.5
"389","2020-02-12",23.5
"390","2020-02-13",23.459999
"391","2020-02-14",24.809999
"392","2020-02-18",24.49
"393","2020-02-19",23.709999
"394","2020-02-20",23.950001
"395","2020-02-21",23.940001
"396","2020-02-24",23.549999
"397","2020-02-25",22.549999
"398","2020-02-26",21.610001
"399","2020-02-27",21.76
"400","2020-02-28",23.200001
"401","2020-03-02",24.34
"402","2020-03-03",24.34
"403","2020-03-04",24.85
"404","2020-03-05",24.799999
"405","2020-03-06",24.59
"406","2020-03-09",21.34
"407","2020-03-10",21.42
"408","2020-03-11",18.9
"409","2020-03-12",15.37
"410","2020-03-13",16.01
"411","2020-03-16",15.05
"412","2020-03-17",12.48
"413","2020-03-18",7.92
"414","2020-03-19",6.81
"415","2020-03-20",6.47
"416","2020-03-23",8.32
"417","2020-03-24",10.65
"418","2020-03-25",9.95
"419","2020-03-26",10.77
"420","2020-03-27",10.25
"421","2020-03-30",9.28
"422","2020-03-31",8.72
"423","2020-04-01",8.21
"424","2020-04-02",8.1
"425","2020-04-03",7.54
"426","2020-04-06",8.1
"427","2020-04-07",9.4
"428","2020-04-08",9.62
"429","2020-04-09",10.49
"430","2020-04-13",10.58
"431","2020-04-14",10.65
"432","2020-04-15",10.71
"433","2020-04-16",10.33
"434","2020-04-17",10.45
"435","2020-04-20",11.4
"436","2020-04-21",11
"437","2020-04-22",11.7
"438","2020-04-23",11.7
"439","2020-04-24",12.63
"440","2020-04-27",13.37
"441","2020-04-28",13.56
"442","2020-04-29",14.51
"443","2020-04-30",14.44
"444","2020-05-01",14.21
"445","2020-05-04",14.54
"446","2020-05-05",14.61
"447","2020-05-06",14.55
"448","2020-05-07",14.59
"449","2020-05-08",16.059999
"450","2020-05-11",16.290001
"451","2020-05-12",15.67
"452","2020-05-13",15.02
"453","2020-05-14",14.78
"454","2020-05-15",14.18
"455","2020-05-18",13.6
"456","2020-05-19",13.19
"457","2020-05-20",14.59
"458","2020-05-21",15.47
"459","2020-05-22",15.98
"460","2020-05-26",16
"461","2020-05-27",16.09
"462","2020-05-28",16
"463","2020-05-29",15.8
"464","2020-06-01",16.07
"465","2020-06-02",16.200001
"466","2020-06-03",16.85
"467","2020-06-04",18.540001
"468","2020-06-05",20.110001
"469","2020-06-08",19.9
"470","2020-06-09",20.33
"471","2020-06-10",23.809999
"472","2020-06-11",21.57
"473","2020-06-12",22.75
"474","2020-06-15",22.719999
"475","2020-06-16",22.73
"476","2020-06-17",22.35
"477","2020-06-18",18.76
"478","2020-06-19",24.65
"479","2020-06-22",25.83
"480","2020-06-23",25.48
"481","2020-06-24",25.5
"482","2020-06-25",25.08
"483","2020-06-26",22.91
"484","2020-06-29",21.51
"485","2020-06-30",21.879999
"486","2020-07-01",21.73
"487","2020-07-02",20.76
"488","2020-07-06",21.41
"489","2020-07-07",19.959999
"490","2020-07-08",19.98
"491","2020-07-09",20.93
"492","2020-07-10",20.639999
"493","2020-07-13",19.700001
"494","2020-07-14",19.719999
"495","2020-07-15",20.49
"496","2020-07-16",20.719999
"497","2020-07-17",20.84
"498","2020-07-20",21
"499","2020-07-21",21.49
"500","2020-07-22",22.75
"501","2020-07-23",22.82
"502","2020-07-24",22.66
"503","2020-07-27",23.5
"504","2020-07-28",22.780001
"505","2020-07-29",23.33
"506","2020-07-30",24.01
"507","2020-07-31",24.5
"508","2020-08-03",24.969999
"509","2020-08-04",25.59
"510","2020-08-05",25.6
"511","2020-08-06",25.92
"512","2020-08-07",26.4
"513","2020-08-10",26.190001
"514","2020-08-11",26.219999
"515","2020-08-12",25.959999
"516","2020-08-13",25.5
"517","2020-08-14",25.559999
"518","2020-08-17",25.48
"519","2020-08-18",25.219999
"520","2020-08-19",24.91
"521","2020-08-20",24.66
"522","2020-08-21",24.389999
"523","2020-08-24",24.82
"524","2020-08-25",24.780001
"525","2020-08-26",24.469999
"526","2020-08-27",24.91
"527","2020-08-28",25.02
"528","2020-08-31",24.559999
"529","2020-09-01",25.09
"530","2020-09-02",25.5
"531","2020-09-03",25.559999
"532","2020-09-04",25.17
"533","2020-09-08",24.93
"534","2020-09-09",25.629999
"535","2020-09-10",26.129999
"536","2020-09-11",25.870001
"537","2020-09-14",25.5
"538","2020-09-15",24.5
"539","2020-09-16",26.450001
"540","2020-09-17",27.700001
"541","2020-09-18",27.190001
"542","2020-09-21",24.040001
"543","2020-09-22",24.209999
"544","2020-09-23",22.190001
"545","2020-09-24",22.27
"546","2020-09-25",22.48
"547","2020-09-28",23.540001
"548","2020-09-29",25.139999
"549","2020-09-30",25.360001
"550","2020-10-01",25.620001
"551","2020-10-02",25.620001
"552","2020-10-05",27.299999
"553","2020-10-06",26.469999
"554","2020-10-07",27.450001
"555","2020-10-08",27.370001
"556","2020-10-09",27
"557","2020-10-12",26.450001
"558","2020-10-13",26.450001
"559","2020-10-14",25.469999
"560","2020-10-15",26.23
"561","2020-10-16",26.15
"562","2020-10-19",25.290001
"563","2020-10-20",25.68
"564","2020-10-21",25.450001
"565","2020-10-22",26.280001
"566","2020-10-23",25.610001
"567","2020-10-26",24.780001
"568","2020-10-27",24.440001
"569","2020-10-28",23.75
"570","2020-10-29",23.440001
"571","2020-10-30",22.92
"572","2020-11-02",24.24
"573","2020-11-03",24.99
"574","2020-11-04",24.07
"575","2020-11-05",25.5
"576","2020-11-06",24.92
"577","2020-11-09",25.23
"578","2020-11-10",26.049999
"579","2020-11-11",26.6
"580","2020-11-12",26.120001
"581","2020-11-13",26.639999
"582","2020-11-16",26.629999
"583","2020-11-17",26.360001
"584","2020-11-18",26.59
"585","2020-11-19",26.059999
"586","2020-11-20",26.799999
"587","2020-11-23",26.790001
"588","2020-11-24",27.049999
"589","2020-11-25",26.75
"590","2020-11-27",27.25
