"","date","EDRY"
"353","2019-10-24",8.69
"354","2019-10-25",8.314
"355","2019-10-28",8.348
"356","2019-10-29",8.348
"357","2019-10-30",8.348
"358","2019-10-31",8.348
"359","2019-11-01",8.13
"360","2019-11-04",8.13
"361","2019-11-05",8.111
"362","2019-11-06",8.12
"363","2019-11-07",7.5
"364","2019-11-08",8.2
"365","2019-11-11",8.2
"366","2019-11-12",8.19
"367","2019-11-13",8.2
"368","2019-11-14",7.97
"369","2019-11-15",7.99
"370","2019-11-18",7.976
"371","2019-11-19",7.99
"372","2019-11-20",8.2
"373","2019-11-21",8.2
"374","2019-11-22",8.2
"375","2019-11-25",8.19
"376","2019-11-26",8
"377","2019-11-27",8.19
"378","2019-11-29",8.18
"379","2019-12-02",8.1
"380","2019-12-03",8.05
"381","2019-12-04",8.1
"382","2019-12-05",7.94
"383","2019-12-06",8.1
"384","2019-12-09",7.95
"385","2019-12-10",7.97
"386","2019-12-11",7.97
"387","2019-12-12",7.77
"388","2019-12-13",7.94
"389","2019-12-16",8
"390","2019-12-17",7.98
"391","2019-12-18",8
"392","2019-12-19",7.81
"393","2019-12-20",7.93
"394","2019-12-23",7.62
"395","2019-12-24",7.9
"396","2019-12-26",7.8
"397","2019-12-27",7.79
"398","2019-12-30",7.79
"399","2019-12-31",7.8
"400","2020-01-02",7.63
"401","2020-01-03",7.48
"402","2020-01-06",7.47
"403","2020-01-07",7.386
"404","2020-01-08",7.59
"405","2020-01-09",7.85
"406","2020-01-10",7.9
"407","2020-01-13",7.648
"408","2020-01-14",7.55
"409","2020-01-15",7.55
"410","2020-01-16",6.963
"411","2020-01-17",6.963
"412","2020-01-21",6.963
"413","2020-01-22",6.963
"414","2020-01-23",6.67
"415","2020-01-24",6.51
"416","2020-01-27",6.49
"417","2020-01-28",6.49
"418","2020-01-29",6.3
"419","2020-01-30",6.3
"420","2020-01-31",5.851
"421","2020-02-03",6.06
"422","2020-02-04",5.18
"423","2020-02-05",5.18
"424","2020-02-06",5.7
"425","2020-02-07",5.563
"426","2020-02-10",5.65
"427","2020-02-11",5.65
"428","2020-02-12",5.76
"429","2020-02-13",6.3
"430","2020-02-14",6.495
"431","2020-02-18",6.3
"432","2020-02-19",5.79
"433","2020-02-20",5.618
"434","2020-02-21",5.75
"435","2020-02-24",5.55
"436","2020-02-25",5.55
"437","2020-02-26",5.55
"438","2020-02-27",5.07
"439","2020-02-28",4.85
"440","2020-03-02",5.49
"441","2020-03-03",5.9
"442","2020-03-04",6.181
"443","2020-03-05",6.181
"444","2020-03-06",5.99
"445","2020-03-09",5.95
"446","2020-03-10",6
"447","2020-03-11",6.048
"448","2020-03-12",5.278
"449","2020-03-13",4.9
"450","2020-03-16",5.307
"451","2020-03-17",5.098
"452","2020-03-18",4.33
"453","2020-03-19",4.5
"454","2020-03-20",4.4
"455","2020-03-23",4.4
"456","2020-03-24",4.609
"457","2020-03-25",4.609
"458","2020-03-26",4.9
"459","2020-03-27",4.9
"460","2020-03-30",4.9
"461","2020-03-31",4.81
"462","2020-04-01",4.1
"463","2020-04-02",5.58
"464","2020-04-03",5.6
"465","2020-04-06",5.6
"466","2020-04-07",5.6
"467","2020-04-08",4.52
"468","2020-04-09",4.92
"469","2020-04-13",4.744
"470","2020-04-14",4.75
"471","2020-04-15",4.75
"472","2020-04-16",4.51
"473","2020-04-17",4.35
"474","2020-04-20",4.41
"475","2020-04-21",4.41
"476","2020-04-22",4.41
"477","2020-04-23",4.41
"478","2020-04-24",4.8
"479","2020-04-27",4.2
"480","2020-04-28",4.746
"481","2020-04-29",4.746
"482","2020-04-30",4.746
"483","2020-05-01",4.746
"484","2020-05-04",4.2
"485","2020-05-05",4.2
"486","2020-05-06",4.2
"487","2020-05-07",4.4
"488","2020-05-08",4.659
"489","2020-05-11",4.659
"490","2020-05-12",4.659
"491","2020-05-13",4.48
"492","2020-05-14",4.48
"493","2020-05-15",4.48
"494","2020-05-18",4.05
"495","2020-05-19",4
"496","2020-05-20",3.81
"497","2020-05-21",3.76
"498","2020-05-22",3.43
"499","2020-05-26",3.6
"500","2020-05-27",3.5
"501","2020-05-28",3.547
"502","2020-05-29",3.5
"503","2020-06-01",3.655
"504","2020-06-02",3.65
"505","2020-06-03",3.572
"506","2020-06-04",3.49
"507","2020-06-05",3.28
"508","2020-06-08",3.77
"509","2020-06-09",3.492
"510","2020-06-10",3.49
"511","2020-06-11",3.8
"512","2020-06-12",3.63
"513","2020-06-15",3.689
"514","2020-06-16",3.59
"515","2020-06-17",3.53
"516","2020-06-18",4.85
"517","2020-06-19",4.25
"518","2020-06-22",3.86
"519","2020-06-23",3.91
"520","2020-06-24",3.71
"521","2020-06-25",3.727
"522","2020-06-26",3.53
"523","2020-06-29",3.5
"524","2020-06-30",3.5
"525","2020-07-01",3.51
"526","2020-07-02",3.64
"527","2020-07-06",3.8
"528","2020-07-07",3.7
"529","2020-07-08",3.756
"530","2020-07-09",3.75
"531","2020-07-10",3.97
"532","2020-07-13",3.56
"533","2020-07-14",3.545
"534","2020-07-15",3.526
"535","2020-07-16",3.54
"536","2020-07-17",3.631
"537","2020-07-20",3.54
"538","2020-07-21",3.69
"539","2020-07-22",3.86
"540","2020-07-23",3.69
"541","2020-07-24",3.61
"542","2020-07-27",3.54
"543","2020-07-28",3.88
"544","2020-07-29",3.7
"545","2020-07-30",3.6
"546","2020-07-31",3.655
"547","2020-08-03",5.83
"548","2020-08-04",5
"549","2020-08-05",5
"550","2020-08-06",3.87
"551","2020-08-07",4.05
"552","2020-08-10",4.19
"553","2020-08-11",4.039
"554","2020-08-12",4.05
"555","2020-08-13",4.3
"556","2020-08-14",4.13
"557","2020-08-17",4.23
"558","2020-08-18",4.198
"559","2020-08-19",3.996
"560","2020-08-20",4.18
"561","2020-08-21",4.075
"562","2020-08-24",3.9
"563","2020-08-25",3.76
"564","2020-08-26",3.819
"565","2020-08-27",3.63
"566","2020-08-28",3.75
"567","2020-08-31",3.75
"568","2020-09-01",3.7
"569","2020-09-02",3.66
"570","2020-09-03",3.72
"571","2020-09-04",3.63
"572","2020-09-08",3.535
"573","2020-09-09",3.705
"574","2020-09-10",3.661
"575","2020-09-11",3.51
"576","2020-09-14",3.59
"577","2020-09-15",3.61
"578","2020-09-16",3.76
"579","2020-09-17",3.68
"580","2020-09-18",3.66
"581","2020-09-21",3.591
"582","2020-09-22",3.55
"583","2020-09-23",3.53
"584","2020-09-24",3.47
"585","2020-09-25",3.61
"586","2020-09-28",3.77
"587","2020-09-29",3.79
"588","2020-09-30",3.8
"589","2020-10-01",4.22
"590","2020-10-02",4.171
"591","2020-10-05",4.243
"592","2020-10-06",4.46
"593","2020-10-07",4.4
"594","2020-10-08",4.31
"595","2020-10-09",4.54
"596","2020-10-12",4.31
"597","2020-10-13",4.05
"598","2020-10-14",4.07
"599","2020-10-15",4.18
"600","2020-10-16",3.979
"601","2020-10-19",3.97
"602","2020-10-20",4.1
"603","2020-10-21",4.05
"604","2020-10-22",4.3
"605","2020-10-23",4.12
"606","2020-10-26",3.84
"607","2020-10-27",3.76
"608","2020-10-28",3.98
"609","2020-10-29",3.85
"610","2020-10-30",3.71
"611","2020-11-02",3.7
"612","2020-11-03",3.85
"613","2020-11-04",3.96
"614","2020-11-05",4.3
"615","2020-11-06",4.275
"616","2020-11-09",4.43
"617","2020-11-10",4.56
"618","2020-11-11",4.49
"619","2020-11-12",7.1
"620","2020-11-13",5.3
"621","2020-11-16",5.17
"622","2020-11-17",4.71
"623","2020-11-18",5.16
"624","2020-11-19",5
"625","2020-11-20",4.82
"626","2020-11-23",5.6
"627","2020-11-24",5.35
"628","2020-11-25",5.18
"629","2020-11-27",5.15
