"","date","SRTS"
"1005","2020-07-22",2.98
"1006","2020-07-23",2.83
"1007","2020-07-24",2.86
"1008","2020-07-27",2.9
"1009","2020-07-28",2.86
"1010","2020-07-29",2.77
"1011","2020-07-30",2.94
"1012","2020-07-31",2.91
"1013","2020-08-03",2.96
"1014","2020-08-04",3.1
"1015","2020-08-05",3.06
"1016","2020-08-06",2.88
"1017","2020-08-07",3
"1018","2020-08-10",3.2
"1019","2020-08-11",3.035
"1020","2020-08-12",3.1
"1021","2020-08-13",3.06
"1022","2020-08-14",3.07
"1023","2020-08-17",3.08
"1024","2020-08-18",3.02
"1025","2020-08-19",2.98
"1026","2020-08-20",2.81
"1027","2020-08-21",2.78
"1028","2020-08-24",2.72
"1029","2020-08-25",2.791
"1030","2020-08-26",2.779
"1031","2020-08-27",2.67
"1032","2020-08-28",2.65
"1033","2020-08-31",2.65
"1034","2020-09-01",2.663
"1035","2020-09-02",2.575
"1036","2020-09-03",2.52
"1037","2020-09-04",2.5
"1038","2020-09-08",2.545
"1039","2020-09-09",2.59
"1040","2020-09-10",2.79
"1041","2020-09-11",2.75
"1042","2020-09-14",2.69
"1043","2020-09-15",2.65
"1044","2020-09-16",2.58
"1045","2020-09-17",2.52
"1046","2020-09-18",2.58
"1047","2020-09-21",2.44
"1048","2020-09-22",2.68
"1049","2020-09-23",2.511
"1050","2020-09-24",2.54
"1051","2020-09-25",2.62
"1052","2020-09-28",2.53
"1053","2020-09-29",2.595
"1054","2020-09-30",2.52
"1055","2020-10-01",2.54
"1056","2020-10-02",2.495
"1057","2020-10-05",2.49
"1058","2020-10-06",2.52
"1059","2020-10-07",2.5
"1060","2020-10-08",2.63
"1061","2020-10-09",2.81
"1062","2020-10-12",2.96
"1063","2020-10-13",2.75
"1064","2020-10-14",2.73
"1065","2020-10-15",2.78
"1066","2020-10-16",2.85
"1067","2020-10-19",2.85
"1068","2020-10-20",2.786
"1069","2020-10-21",2.83
"1070","2020-10-22",2.89
"1071","2020-10-23",2.77
"1072","2020-10-26",2.65
"1073","2020-10-27",2.59
"1074","2020-10-28",2.545
"1075","2020-10-29",2.544
"1076","2020-10-30",2.48
"1077","2020-11-02",2.418
"1078","2020-11-03",2.39
"1079","2020-11-04",2.42
"1080","2020-11-05",2.465
"1081","2020-11-06",2.37
"1082","2020-11-09",2.56
"1083","2020-11-10",2.59
"1084","2020-11-11",2.65
"1085","2020-11-12",2.66
"1086","2020-11-13",2.65
"1087","2020-11-16",2.67
"1088","2020-11-17",2.73
"1089","2020-11-18",2.7
"1090","2020-11-19",2.78
"1091","2020-11-20",2.95
"1092","2020-11-23",2.91
"1093","2020-11-24",2.92
"1094","2020-11-25",2.89
"1095","2020-11-27",2.92
