"","date","GRNQ"
"128","2018-12-13",3.3
"129","2018-12-14",3.01
"130","2018-12-17",3.02
"131","2018-12-18",3.683
"132","2018-12-19",3.9
"133","2018-12-20",3.929
"134","2018-12-21",4.588
"135","2018-12-24",4.6
"136","2018-12-26",4.4
"137","2018-12-27",4.34
"138","2018-12-28",4.31
"139","2018-12-31",4.7
"140","2019-01-02",4.8
"141","2019-01-03",4.682
"142","2019-01-04",4.523
"143","2019-01-07",4.623
"144","2019-01-08",4.36
"145","2019-01-09",4.42
"146","2019-01-10",4.679
"147","2019-01-11",4.6
"148","2019-01-14",4.25
"149","2019-01-15",3.85
"150","2019-01-16",3.805
"151","2019-01-17",3.7
"152","2019-01-18",3.7
"153","2019-01-22",3.69
"154","2019-01-23",3.52
"155","2019-01-24",3.39
"156","2019-01-25",3.6
"157","2019-01-28",3.477
"158","2019-01-29",3.2
"159","2019-01-30",3.2
"160","2019-01-31",3.573
"161","2019-02-01",3.573
"162","2019-02-04",3.57
"163","2019-02-05",3.57
"164","2019-02-06",3.57
"165","2019-02-07",3.57
"166","2019-02-08",3.57
"167","2019-02-11",3.327
"168","2019-02-12",3.35
"169","2019-02-13",4.031
"170","2019-02-14",4
"171","2019-02-15",3.99
"172","2019-02-19",3.99
"173","2019-02-20",3.37
"174","2019-02-21",3.37
"175","2019-02-22",3.37
"176","2019-02-25",3.37
"177","2019-02-26",3.37
"178","2019-02-27",3.37
"179","2019-02-28",3.37
"180","2019-03-01",3.2
"181","2019-03-04",3.364
"182","2019-03-05",3.364
"183","2019-03-06",2.976
"184","2019-03-07",2.9
"185","2019-03-08",2.742
"186","2019-03-11",2.81
"187","2019-03-12",2.8
"188","2019-03-13",2.78
"189","2019-03-14",2.79
"190","2019-03-15",2.75
"191","2019-03-18",2.75
"192","2019-03-19",2.6
"193","2019-03-20",2.6
"194","2019-03-21",2.22
"195","2019-03-22",1.99
"196","2019-03-25",1.99
"197","2019-03-26",1.8
"198","2019-03-27",2.838
"199","2019-03-28",2.16
"200","2019-03-29",2.02
"201","2019-04-01",2.083
"202","2019-04-02",1.99
"203","2019-04-03",2
"204","2019-04-04",1.95
"205","2019-04-05",1.97
"206","2019-04-08",2
"207","2019-04-09",2
"208","2019-04-10",2.04
"209","2019-04-11",2.26
"210","2019-04-12",2.3
"211","2019-04-15",2.47
"212","2019-04-16",2.312
"213","2019-04-17",2.3
"214","2019-04-18",2.376
"215","2019-04-22",2.45
"216","2019-04-23",2.271
"217","2019-04-24",2.281
"218","2019-04-25",2.23
"219","2019-04-26",2.23
"220","2019-04-29",2.26
"221","2019-04-30",1.99
"222","2019-05-01",2.08
"223","2019-05-02",2.08
"224","2019-05-03",2
"225","2019-05-06",1.865
"226","2019-05-07",1.86
"227","2019-05-08",1.906
"228","2019-05-09",2
"229","2019-05-10",1.93
"230","2019-05-13",1.9
"231","2019-05-14",1.92
"232","2019-05-15",1.84
"233","2019-05-16",1.85
"234","2019-05-17",1.8
"235","2019-05-20",1.94
"236","2019-05-21",1.8
"237","2019-05-22",1.65
"238","2019-05-23",1.71
"239","2019-05-24",1.62
"240","2019-05-28",1.74
"241","2019-05-29",1.74
"242","2019-05-30",1.54
"243","2019-05-31",1.6
"244","2019-06-03",1.6
"245","2019-06-04",1.6
"246","2019-06-05",1.34
"247","2019-06-06",1.2
"248","2019-06-07",1.15
"249","2019-06-10",1.26
"250","2019-06-11",1.25
"251","2019-06-12",1.13
"252","2019-06-13",1.18
"253","2019-06-14",1.183
"254","2019-06-17",1.25
"255","2019-06-18",1.1
"256","2019-06-19",1.13
"257","2019-06-20",1.146
"258","2019-06-21",1.19
"259","2019-06-24",1.12
"260","2019-06-25",1.126
"261","2019-06-26",1.126
"262","2019-06-27",1.14
"263","2019-06-28",1.15
"264","2019-07-01",1.11
"265","2019-07-02",1.133
"266","2019-07-03",1.14
"267","2019-07-05",1.13
"268","2019-07-08",1.13
"269","2019-07-09",1.08
"270","2019-07-10",0.87
"271","2019-07-11",1.05
"272","2019-07-12",1.188
"273","2019-07-15",1.15
"274","2019-07-16",1.096
"275","2019-07-17",1.07
"276","2019-07-18",1.13
"277","2019-07-19",1.13
"278","2019-07-22",1.1
"279","2019-07-23",1.07
"280","2019-07-24",1.05
"281","2019-07-25",1.05
"282","2019-07-26",1.1
"283","2019-07-29",1.19
"284","2019-07-30",1.14
"285","2019-07-31",1.115
"286","2019-08-01",1.082
"287","2019-08-02",1.08
"288","2019-08-05",1.08
"289","2019-08-06",1.02
"290","2019-08-07",1.19
"291","2019-08-08",1.2
"292","2019-08-09",1.18
"293","2019-08-12",1.15
"294","2019-08-13",1.055
"295","2019-08-14",1.08
"296","2019-08-15",1.053
"297","2019-08-16",1.058
"298","2019-08-19",1.04
"299","2019-08-20",1.053
"300","2019-08-21",1.018
"301","2019-08-22",1.08
"302","2019-08-23",1.1
"303","2019-08-26",1.02
"304","2019-08-27",1.085
"305","2019-08-28",1.001
"306","2019-08-29",1.04
"307","2019-08-30",0.99
"308","2019-09-03",0.94
"309","2019-09-04",0.85
"310","2019-09-05",0.897
"311","2019-09-06",0.897
"312","2019-09-09",0.767
"313","2019-09-10",0.896
"314","2019-09-11",0.941
"315","2019-09-12",0.97
"316","2019-09-13",0.965
"317","2019-09-16",0.97
"318","2019-09-17",0.801
"319","2019-09-18",0.94
"320","2019-09-19",0.995
"321","2019-09-20",0.995
"322","2019-09-23",0.93
"323","2019-09-24",0.991
"324","2019-09-25",0.99
"325","2019-09-26",0.9
"326","2019-09-27",0.995
"327","2019-09-30",0.976
"328","2019-10-01",1.02
"329","2019-10-02",0.81
"330","2019-10-03",0.851
"331","2019-10-04",0.85
"332","2019-10-07",0.85
"333","2019-10-08",0.85
"334","2019-10-09",0.85
"335","2019-10-10",0.85
"336","2019-10-11",0.893
"337","2019-10-14",0.893
"338","2019-10-15",1.24
"339","2019-10-16",1.02
"340","2019-10-17",0.85
"341","2019-10-18",0.81
"342","2019-10-21",0.76
"343","2019-10-22",0.749
"344","2019-10-23",0.725
"345","2019-10-24",0.723
"346","2019-10-25",0.747
"347","2019-10-28",0.735
"348","2019-10-29",0.7
"349","2019-10-30",0.66
"350","2019-10-31",0.723
"351","2019-11-01",0.73
"352","2019-11-04",0.828
"353","2019-11-05",0.782
"354","2019-11-06",0.71
"355","2019-11-07",0.75
"356","2019-11-08",0.697
"357","2019-11-11",0.706
"358","2019-11-12",0.697
"359","2019-11-13",0.68
"360","2019-11-14",0.618
"361","2019-11-15",0.608
"362","2019-11-18",0.543
"363","2019-11-19",0.461
"364","2019-11-20",0.436
"365","2019-11-21",0.48
"366","2019-11-22",0.431
"367","2019-11-25",0.43
"368","2019-11-26",0.432
"369","2019-11-27",0.629
"370","2019-11-29",0.56
"371","2019-12-02",0.52
"372","2019-12-03",0.47
"373","2019-12-04",0.48
"374","2019-12-05",0.451
"375","2019-12-06",0.431
"376","2019-12-09",0.43
"377","2019-12-10",0.412
"378","2019-12-11",0.444
"379","2019-12-12",0.49
"380","2019-12-13",0.446
"381","2019-12-16",0.422
"382","2019-12-17",0.431
"383","2019-12-18",0.456
"384","2019-12-19",0.46
"385","2019-12-20",0.5
"386","2019-12-23",0.61
"387","2019-12-24",0.729
"388","2019-12-26",0.56
"389","2019-12-27",0.63
"390","2019-12-30",0.633
"391","2019-12-31",0.57
"392","2020-01-02",0.587
"393","2020-01-03",0.66
"394","2020-01-06",0.65
"395","2020-01-07",0.688
"396","2020-01-08",0.78
"397","2020-01-09",0.7
"398","2020-01-10",0.684
"399","2020-01-13",0.662
"400","2020-01-14",0.667
"401","2020-01-15",0.62
"402","2020-01-16",0.58
"403","2020-01-17",0.58
"404","2020-01-21",0.565
"405","2020-01-22",0.545
"406","2020-01-23",0.548
"407","2020-01-24",0.5
"408","2020-01-27",0.524
"409","2020-01-28",0.523
"410","2020-01-29",0.508
"411","2020-01-30",0.484
"412","2020-01-31",0.45
"413","2020-02-03",0.46
"414","2020-02-04",0.45
"415","2020-02-05",0.445
"416","2020-02-06",0.5
"417","2020-02-07",0.569
"418","2020-02-10",0.69
"419","2020-02-11",0.63
"420","2020-02-12",0.55
"421","2020-02-13",0.494
"422","2020-02-14",0.491
"423","2020-02-18",0.48
"424","2020-02-19",0.481
"425","2020-02-20",0.494
"426","2020-02-21",0.48
"427","2020-02-24",0.47
"428","2020-02-25",0.465
"429","2020-02-26",0.454
"430","2020-02-27",0.449
"431","2020-02-28",0.449
"432","2020-03-02",0.486
"433","2020-03-03",0.62
"434","2020-03-04",0.654
"435","2020-03-05",0.515
"436","2020-03-06",0.524
"437","2020-03-09",0.55
"438","2020-03-10",0.518
"439","2020-03-11",0.451
"440","2020-03-12",0.36
"441","2020-03-13",0.424
"442","2020-03-16",0.378
"443","2020-03-17",0.405
"444","2020-03-18",0.423
"445","2020-03-19",0.398
"446","2020-03-20",0.39
"447","2020-03-23",0.375
"448","2020-03-24",0.394
"449","2020-03-25",0.375
"450","2020-03-26",0.422
"451","2020-03-27",0.449
"452","2020-03-30",0.401
"453","2020-03-31",0.376
"454","2020-04-01",0.385
"455","2020-04-02",0.335
"456","2020-04-03",0.3
"457","2020-04-06",0.35
"458","2020-04-07",0.34
"459","2020-04-08",0.345
"460","2020-04-09",0.337
"461","2020-04-13",0.32
"462","2020-04-14",0.35
"463","2020-04-15",0.337
"464","2020-04-16",0.327
"465","2020-04-17",0.336
"466","2020-04-20",0.307
"467","2020-04-21",0.311
"468","2020-04-22",0.32
"469","2020-04-23",0.34
"470","2020-04-24",0.316
"471","2020-04-27",0.38
"472","2020-04-28",0.342
"473","2020-04-29",0.38
"474","2020-04-30",0.37
"475","2020-05-01",0.344
"476","2020-05-04",0.351
"477","2020-05-05",0.33
"478","2020-05-06",0.3
"479","2020-05-07",0.3
"480","2020-05-08",0.302
"481","2020-05-11",0.33
"482","2020-05-12",0.36
"483","2020-05-13",0.338
"484","2020-05-14",0.32
"485","2020-05-15",0.327
"486","2020-05-18",0.343
"487","2020-05-19",0.352
"488","2020-05-20",0.38
"489","2020-05-21",0.36
"490","2020-05-22",0.62
"491","2020-05-26",0.826
"492","2020-05-27",2.58
"493","2020-05-28",1.67
"494","2020-05-29",1.45
"495","2020-06-01",1.63
"496","2020-06-02",1.56
"497","2020-06-03",1.44
"498","2020-06-04",1.44
"499","2020-06-05",1.36
"500","2020-06-08",1.42
"501","2020-06-09",1.43
"502","2020-06-10",1.41
"503","2020-06-11",1.29
"504","2020-06-12",1.43
"505","2020-06-15",1.4
"506","2020-06-16",1.47
"507","2020-06-17",1.36
"508","2020-06-18",1.4
"509","2020-06-19",1.5
"510","2020-06-22",1.8
"511","2020-06-23",1.88
"512","2020-06-24",1.9
"513","2020-06-25",1.83
"514","2020-06-26",1.5
"515","2020-06-29",1.6
"516","2020-06-30",1.66
"517","2020-07-01",1.68
"518","2020-07-02",1.65
"519","2020-07-06",1.57
"520","2020-07-07",1.62
"521","2020-07-08",1.6
"522","2020-07-09",1.56
"523","2020-07-10",1.59
"524","2020-07-13",1.53
"525","2020-07-14",1.47
"526","2020-07-15",1.33
"527","2020-07-16",1.31
"528","2020-07-17",1.2
"529","2020-07-20",1.13
"530","2020-07-21",1.07
"531","2020-07-22",1.09
"532","2020-07-23",1.08
"533","2020-07-24",0.995
"534","2020-07-27",0.86
"535","2020-07-28",0.923
"536","2020-07-29",0.906
"537","2020-07-30",0.89
"538","2020-07-31",0.875
"539","2020-08-03",0.95
"540","2020-08-04",0.965
"541","2020-08-05",0.847
"542","2020-08-06",0.789
"543","2020-08-07",0.83
"544","2020-08-10",0.86
"545","2020-08-11",0.82
"546","2020-08-12",0.811
"547","2020-08-13",0.748
"548","2020-08-14",0.785
"549","2020-08-17",0.76
"550","2020-08-18",1.65
"551","2020-08-19",1.13
"552","2020-08-20",1.17
"553","2020-08-21",1.12
"554","2020-08-24",1.2
"555","2020-08-25",1.18
"556","2020-08-26",1.21
"557","2020-08-27",1.1
"558","2020-08-28",1.19
"559","2020-08-31",1.11
"560","2020-09-01",1.13
"561","2020-09-02",1.04
"562","2020-09-03",1.02
"563","2020-09-04",1
"564","2020-09-08",1.03
"565","2020-09-09",1.03
"566","2020-09-10",1.03
"567","2020-09-11",1.02
"568","2020-09-14",1.01
"569","2020-09-15",1.01
"570","2020-09-16",1.05
"571","2020-09-17",1.05
"572","2020-09-18",1.06
"573","2020-09-21",1.01
"574","2020-09-22",0.99
"575","2020-09-23",0.977
"576","2020-09-24",0.945
"577","2020-09-25",0.938
"578","2020-09-28",1.02
"579","2020-09-29",1.59
"580","2020-09-30",1.45
"581","2020-10-01",1.22
"582","2020-10-02",1.09
"583","2020-10-05",1.86
"584","2020-10-06",1.93
"585","2020-10-07",1.62
"586","2020-10-08",1.41
"587","2020-10-09",1.39
"588","2020-10-12",1.55
"589","2020-10-13",1.45
"590","2020-10-14",1.44
"591","2020-10-15",1.44
"592","2020-10-16",1.41
"593","2020-10-19",1.59
"594","2020-10-20",1.51
"595","2020-10-21",1.57
"596","2020-10-22",1.59
"597","2020-10-23",1.72
"598","2020-10-26",1.65
"599","2020-10-27",1.56
"600","2020-10-28",1.55
"601","2020-10-29",1.54
"602","2020-10-30",1.58
"603","2020-11-02",1.59
"604","2020-11-03",1.57
"605","2020-11-04",1.55
"606","2020-11-05",1.55
"607","2020-11-06",1.53
"608","2020-11-09",1.63
"609","2020-11-10",1.54
"610","2020-11-11",1.541
"611","2020-11-12",1.57
"612","2020-11-13",1.61
"613","2020-11-16",1.62
"614","2020-11-17",1.62
"615","2020-11-18",1.83
"616","2020-11-19",1.71
"617","2020-11-20",1.64
"618","2020-11-23",1.63
"619","2020-11-24",1.66
"620","2020-11-25",1.61
"621","2020-11-27",1.69
