"","date","THMO"
"186","2007-09-27",1752
"187","2007-09-28",1784
"188","2007-10-01",1744
"189","2007-10-02",1896
"190","2007-10-03",1816
"191","2007-10-04",1912
"192","2007-10-05",1904
"193","2007-10-08",1944
"194","2007-10-09",2072
"195","2007-10-10",1896
"196","2007-10-11",1808
"197","2007-10-12",1824
"198","2007-10-15",1760
"199","2007-10-16",1784
"200","2007-10-17",1752
"201","2007-10-18",1808
"202","2007-10-19",1752
"203","2007-10-22",1800
"204","2007-10-23",1824
"205","2007-10-24",1840
"206","2007-10-25",1840
"207","2007-10-26",1784
"208","2007-10-29",1776
"209","2007-10-30",1776
"210","2007-10-31",1776
"211","2007-11-01",1736
"212","2007-11-02",1752
"213","2007-11-05",1672
"214","2007-11-06",1672
"215","2007-11-07",1792
"216","2007-11-08",1792
"217","2007-11-09",1736
"218","2007-11-12",1664
"219","2007-11-13",1592
"220","2007-11-14",1576
"221","2007-11-15",1560
"222","2007-11-16",1600
"223","2007-11-19",1448
"224","2007-11-20",1384
"225","2007-11-21",1504
"226","2007-11-23",1600
"227","2007-11-26",1592
"228","2007-11-27",1648
"229","2007-11-28",1624
"230","2007-11-29",1648
"231","2007-11-30",1728
"232","2007-12-03",1568
"233","2007-12-04",1480
"234","2007-12-05",1480
"235","2007-12-06",1568
"236","2007-12-07",1560
"237","2007-12-10",1528
"238","2007-12-11",1472
"239","2007-12-12",1456
"240","2007-12-13",1440
"241","2007-12-14",1496
"242","2007-12-17",1360
"243","2007-12-18",1376
"244","2007-12-19",1360
"245","2007-12-20",1352
"246","2007-12-21",1416
"247","2007-12-24",1408
"248","2007-12-26",1384
"249","2007-12-27",1360
"250","2007-12-28",1296
"251","2007-12-31",1264
"252","2008-01-02",1384
"253","2008-01-03",1344
"254","2008-01-04",1240
"255","2008-01-07",1224
"256","2008-01-08",1120
"257","2008-01-09",1200
"258","2008-01-10",1568
"259","2008-01-11",1592
"260","2008-01-14",1632
"261","2008-01-15",1600
"262","2008-01-16",1600
"263","2008-01-17",1584
"264","2008-01-18",1472
"265","2008-01-22",1400
"266","2008-01-23",1392
"267","2008-01-24",1440
"268","2008-01-25",1344
"269","2008-01-28",1376
"270","2008-01-29",1352
"271","2008-01-30",1504
"272","2008-01-31",1424
"273","2008-02-01",1416
"274","2008-02-04",1392
"275","2008-02-05",1392
"276","2008-02-06",1392
"277","2008-02-07",1424
"278","2008-02-08",1440
"279","2008-02-11",1400
"280","2008-02-12",1384
"281","2008-02-13",1392
"282","2008-02-14",1336
"283","2008-02-15",1336
"284","2008-02-19",1264
"285","2008-02-20",1360
"286","2008-02-21",1272
"287","2008-02-22",1240
"288","2008-02-25",1288
"289","2008-02-26",1408
"290","2008-02-27",1360
"291","2008-02-28",1360
"292","2008-02-29",1344
"293","2008-03-03",1176
"294","2008-03-04",1080
"295","2008-03-05",1144
"296","2008-03-06",1136
"297","2008-03-07",1144
"298","2008-03-10",1128
"299","2008-03-11",1272
"300","2008-03-12",1280
"301","2008-03-13",1256
"302","2008-03-14",1272
"303","2008-03-17",1200
"304","2008-03-18",1264
"305","2008-03-19",1320
"306","2008-03-20",1272
"307","2008-03-24",1312
"308","2008-03-25",1304
"309","2008-03-26",1264
"310","2008-03-27",1280
"311","2008-03-28",1240
"312","2008-03-31",1304
"313","2008-04-01",1296
"314","2008-04-02",1296
"315","2008-04-03",1208
"316","2008-04-04",1232
"317","2008-04-07",1280
"318","2008-04-08",1176
"319","2008-04-09",1128
"320","2008-04-10",1144
"321","2008-04-11",1096
"322","2008-04-14",1032
"323","2008-04-15",1032
"324","2008-04-16",1056
"325","2008-04-17",1032
"326","2008-04-18",1048
"327","2008-04-21",1064
"328","2008-04-22",1048
"329","2008-04-23",1080
"330","2008-04-24",1136
"331","2008-04-25",1272
"332","2008-04-28",1240
"333","2008-04-29",1240
"334","2008-04-30",1304
"335","2008-05-01",1360
"336","2008-05-02",1336
"337","2008-05-05",1272
"338","2008-05-06",1208
"339","2008-05-07",1240
"340","2008-05-08",1240
"341","2008-05-09",1208
"342","2008-05-12",1200
"343","2008-05-13",1216
"344","2008-05-14",1208
"345","2008-05-15",1256
"346","2008-05-16",1256
"347","2008-05-19",1264
"348","2008-05-20",1264
"349","2008-05-21",1256
"350","2008-05-22",1216
"351","2008-05-23",1248
"352","2008-05-27",1224
"353","2008-05-28",1200
"354","2008-05-29",1200
"355","2008-05-30",1184
"356","2008-06-02",1192
"357","2008-06-03",1184
"358","2008-06-04",1224
"359","2008-06-05",1208
"360","2008-06-06",1200
"361","2008-06-09",1192
"362","2008-06-10",1192
"363","2008-06-11",1200
"364","2008-06-12",1192
"365","2008-06-13",1184
"366","2008-06-16",1200
"367","2008-06-17",1200
"368","2008-06-18",1192
"369","2008-06-19",1200
"370","2008-06-20",1144
"371","2008-06-23",1104
"372","2008-06-24",1096
"373","2008-06-25",1104
"374","2008-06-26",1064
"375","2008-06-27",1128
"376","2008-06-30",1120
"377","2008-07-01",1072
"378","2008-07-02",1080
"379","2008-07-03",1104
"380","2008-07-07",1080
"381","2008-07-08",1088
"382","2008-07-09",1056
"383","2008-07-10",1064
"384","2008-07-11",1072
"385","2008-07-14",1232
"386","2008-07-15",1256
"387","2008-07-16",1160
"388","2008-07-17",1224
"389","2008-07-18",1208
"390","2008-07-21",1184
"391","2008-07-22",1192
"392","2008-07-23",1184
"393","2008-07-24",1200
"394","2008-07-25",1192
"395","2008-07-28",1184
"396","2008-07-29",1200
"397","2008-07-30",1200
"398","2008-07-31",1176
"399","2008-08-01",1200
"400","2008-08-04",1152
"401","2008-08-05",1176
"402","2008-08-06",1208
"403","2008-08-07",1256
"404","2008-08-08",1264
"405","2008-08-11",1320
"406","2008-08-12",1360
"407","2008-08-13",1360
"408","2008-08-14",1360
"409","2008-08-15",1440
"410","2008-08-18",1464
"411","2008-08-19",1472
"412","2008-08-20",1400
"413","2008-08-21",1392
"414","2008-08-22",1400
"415","2008-08-25",1392
"416","2008-08-26",1392
"417","2008-08-27",1376
"418","2008-08-28",1400
"419","2008-08-29",1360
"420","2008-09-02",1376
"421","2008-09-03",1344
"422","2008-09-04",1328
"423","2008-09-05",1280
"424","2008-09-08",1224
"425","2008-09-09",1280
"426","2008-09-10",1224
"427","2008-09-11",1168
"428","2008-09-12",1184
"429","2008-09-15",1128
"430","2008-09-16",1080
"431","2008-09-17",1040
"432","2008-09-18",968
"433","2008-09-19",1040
"434","2008-09-22",1104
"435","2008-09-23",1088
"436","2008-09-24",1080
"437","2008-09-25",1040
"438","2008-09-26",1016
"439","2008-09-29",936
"440","2008-09-30",1000
"441","2008-10-01",1000
"442","2008-10-02",984
"443","2008-10-03",880
"444","2008-10-06",720
"445","2008-10-07",752
"446","2008-10-08",720
"447","2008-10-09",792
"448","2008-10-10",760
"449","2008-10-13",840
"450","2008-10-14",840
"451","2008-10-15",1024
"452","2008-10-16",864
"453","2008-10-17",872
"454","2008-10-20",912
"455","2008-10-21",912
"456","2008-10-22",912
"457","2008-10-23",896
"458","2008-10-24",840
"459","2008-10-27",800
"460","2008-10-28",808
"461","2008-10-29",800
"462","2008-10-30",784
"463","2008-10-31",840
"464","2008-11-03",896
"465","2008-11-04",848
"466","2008-11-05",792
"467","2008-11-06",760
"468","2008-11-07",384
"469","2008-11-10",416
"470","2008-11-11",440
"471","2008-11-12",352
"472","2008-11-13",360
"473","2008-11-14",352
"474","2008-11-17",328
"475","2008-11-18",328
"476","2008-11-19",288
"477","2008-11-20",272
"478","2008-11-21",248
"479","2008-11-24",264
"480","2008-11-25",256
"481","2008-11-26",288
"482","2008-11-28",312
"483","2008-12-01",312
"484","2008-12-02",320
"485","2008-12-03",304
"486","2008-12-04",320
"487","2008-12-05",304
"488","2008-12-08",312
"489","2008-12-09",304
"490","2008-12-10",304
"491","2008-12-11",304
"492","2008-12-12",312
"493","2008-12-15",296
"494","2008-12-16",312
"495","2008-12-17",296
"496","2008-12-18",288
"497","2008-12-19",248
"498","2008-12-22",264
"499","2008-12-23",304
"500","2008-12-24",296
"501","2008-12-26",288
"502","2008-12-29",312
"503","2008-12-30",296
"504","2008-12-31",344
"505","2009-01-02",384
"506","2009-01-05",400
"507","2009-01-06",440
"508","2009-01-07",440
"509","2009-01-08",456
"510","2009-01-09",448
"511","2009-01-12",400
"512","2009-01-13",440
"513","2009-01-14",424
"514","2009-01-15",416
"515","2009-01-16",424
"516","2009-01-20",456
"517","2009-01-21",416
"518","2009-01-22",432
"519","2009-01-23",512
"520","2009-01-26",504
"521","2009-01-27",464
"522","2009-01-28",480
"523","2009-01-29",480
"524","2009-01-30",616
"525","2009-02-02",672
"526","2009-02-03",528
"527","2009-02-04",552
"528","2009-02-05",552
"529","2009-02-06",616
"530","2009-02-09",616
"531","2009-02-10",584
"532","2009-02-11",600
"533","2009-02-12",624
"534","2009-02-13",592
"535","2009-02-17",552
"536","2009-02-18",520
"537","2009-02-19",480
"538","2009-02-20",440
"539","2009-02-23",392
"540","2009-02-24",392
"541","2009-02-25",424
"542","2009-02-26",392
"543","2009-02-27",360
"544","2009-03-02",344
"545","2009-03-03",360
"546","2009-03-04",368
"547","2009-03-05",352
"548","2009-03-06",320
"549","2009-03-09",384
"550","2009-03-10",392
"551","2009-03-11",400
"552","2009-03-12",400
"553","2009-03-13",368
"554","2009-03-16",408
"555","2009-03-17",440
"556","2009-03-18",424
"557","2009-03-19",400
"558","2009-03-20",408
"559","2009-03-23",384
"560","2009-03-24",384
"561","2009-03-25",392
"562","2009-03-26",416
"563","2009-03-27",480
"564","2009-03-30",504
"565","2009-03-31",496
"566","2009-04-01",472
"567","2009-04-02",472
"568","2009-04-03",456
"569","2009-04-06",472
"570","2009-04-07",464
"571","2009-04-08",448
"572","2009-04-09",416
"573","2009-04-13",416
"574","2009-04-14",432
"575","2009-04-15",408
"576","2009-04-16",464
"577","2009-04-17",496
"578","2009-04-20",456
"579","2009-04-21",464
"580","2009-04-22",440
"581","2009-04-23",456
"582","2009-04-24",472
"583","2009-04-27",504
"584","2009-04-28",528
"585","2009-04-29",552
"586","2009-04-30",528
"587","2009-05-01",536
"588","2009-05-04",536
"589","2009-05-05",528
"590","2009-05-06",520
"591","2009-05-07",424
"592","2009-05-08",432
"593","2009-05-11",416
"594","2009-05-12",464
"595","2009-05-13",480
"596","2009-05-14",480
"597","2009-05-15",456
"598","2009-05-18",440
"599","2009-05-19",432
"600","2009-05-20",440
"601","2009-05-21",440
"602","2009-05-22",440
"603","2009-05-26",464
"604","2009-05-27",448
"605","2009-05-28",448
"606","2009-05-29",424
"607","2009-06-01",432
"608","2009-06-02",440
"609","2009-06-03",440
"610","2009-06-04",480
"611","2009-06-05",584
"612","2009-06-08",616
"613","2009-06-09",616
"614","2009-06-10",584
"615","2009-06-11",608
"616","2009-06-12",584
"617","2009-06-15",576
"618","2009-06-16",560
"619","2009-06-17",512
"620","2009-06-18",504
"621","2009-06-19",520
"622","2009-06-22",480
"623","2009-06-23",512
"624","2009-06-24",496
"625","2009-06-25",496
"626","2009-06-26",496
"627","2009-06-29",512
"628","2009-06-30",504
"629","2009-07-01",504
"630","2009-07-02",488
"631","2009-07-06",464
"632","2009-07-07",448
"633","2009-07-08",432
"634","2009-07-09",432
"635","2009-07-10",456
"636","2009-07-13",440
"637","2009-07-14",432
"638","2009-07-15",440
"639","2009-07-16",440
"640","2009-07-17",432
"641","2009-07-20",440
"642","2009-07-21",456
"643","2009-07-22",464
"644","2009-07-23",544
"645","2009-07-24",536
"646","2009-07-27",560
"647","2009-07-28",544
"648","2009-07-29",520
"649","2009-07-30",512
"650","2009-07-31",528
"651","2009-08-03",528
"652","2009-08-04",496
"653","2009-08-05",488
"654","2009-08-06",504
"655","2009-08-07",544
"656","2009-08-10",576
"657","2009-08-11",584
"658","2009-08-12",584
"659","2009-08-13",568
"660","2009-08-14",560
"661","2009-08-17",520
"662","2009-08-18",512
"663","2009-08-19",528
"664","2009-08-20",528
"665","2009-08-21",552
"666","2009-08-24",528
"667","2009-08-25",528
"668","2009-08-26",536
"669","2009-08-27",512
"670","2009-08-28",512
"671","2009-08-31",512
"672","2009-09-01",504
"673","2009-09-02",512
"674","2009-09-03",512
"675","2009-09-04",496
"676","2009-09-08",512
"677","2009-09-09",528
"678","2009-09-10",512
"679","2009-09-11",528
"680","2009-09-14",512
"681","2009-09-15",520
"682","2009-09-16",528
"683","2009-09-17",528
"684","2009-09-18",512
"685","2009-09-21",480
"686","2009-09-22",464
"687","2009-09-23",456
"688","2009-09-24",464
"689","2009-09-25",440
"690","2009-09-28",504
"691","2009-09-29",480
"692","2009-09-30",496
"693","2009-10-01",504
"694","2009-10-02",496
"695","2009-10-05",472
"696","2009-10-06",480
"697","2009-10-07",496
"698","2009-10-08",488
"699","2009-10-09",480
"700","2009-10-12",480
"701","2009-10-13",496
"702","2009-10-14",512
"703","2009-10-15",560
"704","2009-10-16",552
"705","2009-10-19",536
"706","2009-10-20",520
"707","2009-10-21",512
"708","2009-10-22",512
"709","2009-10-23",512
"710","2009-10-26",480
"711","2009-10-27",480
"712","2009-10-28",488
"713","2009-10-29",480
"714","2009-10-30",472
"715","2009-11-02",464
"716","2009-11-03",472
"717","2009-11-04",480
"718","2009-11-05",480
"719","2009-11-06",488
"720","2009-11-09",512
"721","2009-11-10",504
"722","2009-11-11",488
"723","2009-11-12",496
"724","2009-11-13",504
"725","2009-11-16",496
"726","2009-11-17",504
"727","2009-11-18",496
"728","2009-11-19",504
"729","2009-11-20",496
"730","2009-11-23",496
"731","2009-11-24",496
"732","2009-11-25",488
"733","2009-11-27",480
"734","2009-11-30",480
"735","2009-12-01",472
"736","2009-12-02",504
"737","2009-12-03",480
"738","2009-12-04",496
"739","2009-12-07",504
"740","2009-12-08",496
"741","2009-12-09",496
"742","2009-12-10",472
"743","2009-12-11",472
"744","2009-12-14",448
"745","2009-12-15",464
"746","2009-12-16",456
"747","2009-12-17",464
"748","2009-12-18",448
"749","2009-12-21",464
"750","2009-12-22",464
"751","2009-12-23",456
"752","2009-12-24",464
"753","2009-12-28",464
"754","2009-12-29",464
"755","2009-12-30",456
"756","2009-12-31",464
"757","2010-01-04",472
"758","2010-01-05",472
"759","2010-01-06",472
"760","2010-01-07",480
"761","2010-01-08",480
"762","2010-01-11",472
"763","2010-01-12",472
"764","2010-01-13",464
"765","2010-01-14",464
"766","2010-01-15",456
"767","2010-01-19",464
"768","2010-01-20",480
"769","2010-01-21",472
"770","2010-01-22",456
"771","2010-01-25",464
"772","2010-01-26",448
"773","2010-01-27",456
"774","2010-01-28",448
"775","2010-01-29",440
"776","2010-02-01",424
"777","2010-02-02",440
"778","2010-02-03",448
"779","2010-02-04",408
"780","2010-02-05",480
"781","2010-02-08",456
"782","2010-02-09",472
"783","2010-02-10",464
"784","2010-02-11",472
"785","2010-02-12",464
"786","2010-02-16",488
"787","2010-02-17",496
"788","2010-02-18",472
"789","2010-02-19",464
"790","2010-02-22",472
"791","2010-02-23",464
"792","2010-02-24",472
"793","2010-02-25",456
"794","2010-02-26",456
"795","2010-03-01",464
"796","2010-03-02",464
"797","2010-03-03",456
"798","2010-03-04",456
"799","2010-03-05",464
"800","2010-03-08",464
"801","2010-03-09",464
"802","2010-03-10",464
"803","2010-03-11",456
"804","2010-03-12",456
"805","2010-03-15",464
"806","2010-03-16",496
"807","2010-03-17",512
"808","2010-03-18",512
"809","2010-03-19",528
"810","2010-03-22",592
"811","2010-03-23",616
"812","2010-03-24",576
"813","2010-03-25",576
"814","2010-03-26",600
"815","2010-03-29",584
"816","2010-03-30",576
"817","2010-03-31",560
"818","2010-04-01",552
"819","2010-04-05",552
"820","2010-04-06",568
"821","2010-04-07",568
"822","2010-04-08",576
"823","2010-04-09",584
"824","2010-04-12",632
"825","2010-04-13",632
"826","2010-04-14",640
"827","2010-04-15",632
"828","2010-04-16",624
"829","2010-04-19",584
"830","2010-04-20",584
"831","2010-04-21",592
"832","2010-04-22",592
"833","2010-04-23",592
"834","2010-04-26",632
"835","2010-04-27",632
"836","2010-04-28",624
"837","2010-04-29",616
"838","2010-04-30",616
"839","2010-05-03",640
"840","2010-05-04",640
"841","2010-05-05",640
"842","2010-05-06",608
"843","2010-05-07",536
"844","2010-05-10",536
"845","2010-05-11",520
"846","2010-05-12",520
"847","2010-05-13",520
"848","2010-05-14",496
"849","2010-05-17",488
"850","2010-05-18",504
"851","2010-05-19",480
"852","2010-05-20",480
"853","2010-05-21",472
"854","2010-05-24",480
"855","2010-05-25",472
"856","2010-05-26",488
"857","2010-05-27",480
"858","2010-05-28",472
"859","2010-06-01",480
"860","2010-06-02",480
"861","2010-06-03",480
"862","2010-06-04",488
"863","2010-06-07",480
"864","2010-06-08",464
"865","2010-06-09",472
"866","2010-06-10",464
"867","2010-06-11",480
"868","2010-06-14",472
"869","2010-06-15",496
"870","2010-06-16",488
"871","2010-06-17",480
"872","2010-06-18",472
"873","2010-06-21",448
"874","2010-06-22",408
"875","2010-06-23",384
"876","2010-06-24",384
"877","2010-06-25",376
"878","2010-06-28",400
"879","2010-06-29",368
"880","2010-06-30",392
"881","2010-07-01",376
"882","2010-07-02",376
"883","2010-07-06",352
"884","2010-07-07",360
"885","2010-07-08",368
"886","2010-07-09",408
"887","2010-07-12",400
"888","2010-07-13",408
"889","2010-07-14",456
"890","2010-07-15",456
"891","2010-07-16",472
"892","2010-07-19",456
"893","2010-07-20",480
"894","2010-07-21",472
"895","2010-07-22",472
"896","2010-07-23",464
"897","2010-07-26",456
"898","2010-07-27",464
"899","2010-07-28",448
"900","2010-07-29",456
"901","2010-07-30",456
"902","2010-08-02",448
"903","2010-08-03",432
"904","2010-08-04",440
"905","2010-08-05",432
"906","2010-08-06",424
"907","2010-08-09",416
"908","2010-08-10",416
"909","2010-08-11",424
"910","2010-08-12",416
"911","2010-08-13",432
"912","2010-08-16",424
"913","2010-08-17",440
"914","2010-08-18",416
"915","2010-08-19",424
"916","2010-08-20",416
"917","2010-08-23",408
"918","2010-08-24",408
"919","2010-08-25",416
"920","2010-08-26",416
"921","2010-08-27",444
"922","2010-08-30",480
"923","2010-08-31",460
"924","2010-09-01",450
"925","2010-09-02",448
"926","2010-09-03",436
"927","2010-09-07",424
"928","2010-09-08",414
"929","2010-09-09",400
"930","2010-09-10",408
"931","2010-09-13",414
"932","2010-09-14",422
"933","2010-09-15",432
"934","2010-09-16",430
"935","2010-09-17",440
"936","2010-09-20",474
"937","2010-09-21",496
"938","2010-09-22",530
"939","2010-09-23",530
"940","2010-09-24",530
"941","2010-09-27",538
"942","2010-09-28",530
"943","2010-09-29",552
"944","2010-09-30",578
"945","2010-10-01",596
"946","2010-10-04",602
"947","2010-10-05",602
"948","2010-10-06",618
"949","2010-10-07",606
"950","2010-10-08",602
"951","2010-10-11",616
"952","2010-10-12",656
"953","2010-10-13",654
"954","2010-10-14",644
"955","2010-10-15",640
"956","2010-10-18",640
"957","2010-10-19",646
"958","2010-10-20",638
"959","2010-10-21",640
"960","2010-10-22",636
"961","2010-10-25",618
"962","2010-10-26",600
"963","2010-10-27",594
"964","2010-10-28",608
"965","2010-10-29",606
"966","2010-11-01",632
"967","2010-11-02",600
"968","2010-11-03",590
"969","2010-11-04",580
"970","2010-11-05",600
"971","2010-11-08",590
"972","2010-11-09",552
"973","2010-11-10",550
"974","2010-11-11",540
"975","2010-11-12",562
"976","2010-11-15",570
"977","2010-11-16",584
"978","2010-11-17",576
"979","2010-11-18",574
"980","2010-11-19",568
"981","2010-11-22",516
"982","2010-11-23",510
"983","2010-11-24",520
"984","2010-11-26",532
"985","2010-11-29",550
"986","2010-11-30",556
"987","2010-12-01",548
"988","2010-12-02",538
"989","2010-12-03",536
"990","2010-12-06",538
"991","2010-12-07",530
"992","2010-12-08",530
"993","2010-12-09",516
"994","2010-12-10",512
"995","2010-12-13",506
"996","2010-12-14",496
"997","2010-12-15",490
"998","2010-12-16",482
"999","2010-12-17",482
"1000","2010-12-20",464
"1001","2010-12-21",528
"1002","2010-12-22",610
"1003","2010-12-23",644
"1004","2010-12-27",686
"1005","2010-12-28",752
"1006","2010-12-29",720
"1007","2010-12-30",680
"1008","2010-12-31",704
"1009","2011-01-03",764
"1010","2011-01-04",750
"1011","2011-01-05",742
"1012","2011-01-06",646
"1013","2011-01-07",662
"1014","2011-01-10",682
"1015","2011-01-11",718
"1016","2011-01-12",694
"1017","2011-01-13",734
"1018","2011-01-14",722
"1019","2011-01-18",744
"1020","2011-01-19",684
"1021","2011-01-20",670
"1022","2011-01-21",684
"1023","2011-01-24",692
"1024","2011-01-25",672
"1025","2011-01-26",688
"1026","2011-01-27",722
"1027","2011-01-28",700
"1028","2011-01-31",716
"1029","2011-02-01",710
"1030","2011-02-02",720
"1031","2011-02-03",736
"1032","2011-02-04",734
"1033","2011-02-07",710
"1034","2011-02-08",710
"1035","2011-02-09",706
"1036","2011-02-10",698
"1037","2011-02-11",620
"1038","2011-02-14",594
"1039","2011-02-15",576
"1040","2011-02-16",566
"1041","2011-02-17",604
"1042","2011-02-18",586
"1043","2011-02-22",546
"1044","2011-02-23",542
"1045","2011-02-24",542
"1046","2011-02-25",564
"1047","2011-02-28",546
"1048","2011-03-01",536
"1049","2011-03-02",514
"1050","2011-03-03",524
"1051","2011-03-04",450
"1052","2011-03-07",448
"1053","2011-03-08",448
"1054","2011-03-09",444
"1055","2011-03-10",420
"1056","2011-03-11",430
"1057","2011-03-14",418
"1058","2011-03-15",398
"1059","2011-03-16",406
"1060","2011-03-17",398
"1061","2011-03-18",410
"1062","2011-03-21",424
"1063","2011-03-22",414
"1064","2011-03-23",410
"1065","2011-03-24",394
"1066","2011-03-25",400
"1067","2011-03-28",394
"1068","2011-03-29",414
"1069","2011-03-30",436
"1070","2011-03-31",418
"1071","2011-04-01",438
"1072","2011-04-04",440
"1073","2011-04-05",438
"1074","2011-04-06",448
"1075","2011-04-07",446
"1076","2011-04-08",436
"1077","2011-04-11",452
"1078","2011-04-12",444
"1079","2011-04-13",450
"1080","2011-04-14",462
"1081","2011-04-15",456
"1082","2011-04-18",456
"1083","2011-04-19",462
"1084","2011-04-20",452
"1085","2011-04-21",452
"1086","2011-04-25",466
"1087","2011-04-26",474
"1088","2011-04-27",490
"1089","2011-04-28",492
"1090","2011-04-29",484
"1091","2011-05-02",494
"1092","2011-05-03",484
"1093","2011-05-04",484
"1094","2011-05-05",480
"1095","2011-05-06",448
"1096","2011-05-09",462
"1097","2011-05-10",466
"1098","2011-05-11",450
"1099","2011-05-12",462
"1100","2011-05-13",454
"1101","2011-05-16",440
"1102","2011-05-17",450
"1103","2011-05-18",448
"1104","2011-05-19",438
"1105","2011-05-20",438
"1106","2011-05-23",436
"1107","2011-05-24",446
"1108","2011-05-25",452
"1109","2011-05-26",452
"1110","2011-05-27",452
"1111","2011-05-31",458
"1112","2011-06-01",450
"1113","2011-06-02",432
"1114","2011-06-03",430
"1115","2011-06-06",416
"1116","2011-06-07",410
"1117","2011-06-08",404
"1118","2011-06-09",408
