"","date","PHAT"
"99","2020-03-18",26.85
"100","2020-03-19",26.879999
"101","2020-03-20",26
"102","2020-03-23",25
"103","2020-03-24",26
"104","2020-03-25",26.690001
"105","2020-03-26",28
"106","2020-03-27",24.65
"107","2020-03-30",25.860001
"108","2020-03-31",25.82
"109","2020-04-01",25.059999
"110","2020-04-02",28.42
"111","2020-04-03",30.1
"112","2020-04-06",34.040001
"113","2020-04-07",31.629999
"114","2020-04-08",31.42
"115","2020-04-09",31.51
"116","2020-04-13",32.330002
"117","2020-04-14",34.650002
"118","2020-04-15",29.42
"119","2020-04-16",28.799999
"120","2020-04-17",30.48
"121","2020-04-20",29.209999
"122","2020-04-21",30.139999
"123","2020-04-22",33.290001
"124","2020-04-23",33.860001
"125","2020-04-24",34.23
"126","2020-04-27",37.549999
"127","2020-04-28",37.580002
"128","2020-04-29",38.93
"129","2020-04-30",33.84
"130","2020-05-01",31.5
"131","2020-05-04",30.77
"132","2020-05-05",35.200001
"133","2020-05-06",39.080002
"134","2020-05-07",43.5
"135","2020-05-08",38.790001
"136","2020-05-11",39.110001
"137","2020-05-12",37.389999
"138","2020-05-13",38.77
"139","2020-05-14",36.619999
"140","2020-05-15",38.549999
"141","2020-05-18",41.759998
"142","2020-05-19",35
"143","2020-05-20",38.32
"144","2020-05-21",36.849998
"145","2020-05-22",41.330002
"146","2020-05-26",43.279999
"147","2020-05-27",43.779999
"148","2020-05-28",40.84
"149","2020-05-29",42.279999
"150","2020-06-01",42.310001
"151","2020-06-02",44.900002
"152","2020-06-03",44
"153","2020-06-04",43.299999
"154","2020-06-05",47.09
"155","2020-06-08",54.599998
"156","2020-06-09",51.27
"157","2020-06-10",50.07
"158","2020-06-11",48.540001
"159","2020-06-12",49.439999
"160","2020-06-15",43.139999
"161","2020-06-16",43.16
"162","2020-06-17",44.689999
"163","2020-06-18",42.990002
"164","2020-06-19",46.57
"165","2020-06-22",45.52
"166","2020-06-23",45.18
"167","2020-06-24",41.549999
"168","2020-06-25",41.130001
"169","2020-06-26",35.43
"170","2020-06-29",33.619999
"171","2020-06-30",32.91
"172","2020-07-01",32.200001
"173","2020-07-02",31.58
"174","2020-07-06",32.34
"175","2020-07-07",31.76
"176","2020-07-08",31.549999
"177","2020-07-09",30.030001
"178","2020-07-10",29.24
"179","2020-07-13",29.43
"180","2020-07-14",30.059999
"181","2020-07-15",31.26
"182","2020-07-16",29.76
"183","2020-07-17",29.68
"184","2020-07-20",32.299999
"185","2020-07-21",31.809999
"186","2020-07-22",31.27
"187","2020-07-23",31.110001
"188","2020-07-24",31.07
"189","2020-07-27",32.75
"190","2020-07-28",33.380001
"191","2020-07-29",33.580002
"192","2020-07-30",32.889999
"193","2020-07-31",33.259998
"194","2020-08-03",34.130001
"195","2020-08-04",33.07
"196","2020-08-05",33
"197","2020-08-06",33.099998
"198","2020-08-07",34.669998
"199","2020-08-10",36.16
"200","2020-08-11",37.009998
"201","2020-08-12",37.369999
"202","2020-08-13",38.23
"203","2020-08-14",39.650002
"204","2020-08-17",39.669998
"205","2020-08-18",38.689999
"206","2020-08-19",40.110001
"207","2020-08-20",40.189999
"208","2020-08-21",39.799999
"209","2020-08-24",38.77
"210","2020-08-25",38.66
"211","2020-08-26",36.419998
"212","2020-08-27",35.400002
"213","2020-08-28",35.990002
"214","2020-08-31",36.759998
"215","2020-09-01",34.889999
"216","2020-09-02",35.200001
"217","2020-09-03",34.330002
"218","2020-09-04",34.75
"219","2020-09-08",33.439999
"220","2020-09-09",35.779999
"221","2020-09-10",35.150002
"222","2020-09-11",34.650002
"223","2020-09-14",35.200001
"224","2020-09-15",35.5
"225","2020-09-16",36.830002
"226","2020-09-17",36.75
"227","2020-09-18",37.939999
"228","2020-09-21",36.700001
"229","2020-09-22",38.009998
"230","2020-09-23",34.740002
"231","2020-09-24",34.560001
"232","2020-09-25",34.810001
"233","2020-09-28",35.610001
"234","2020-09-29",35.790001
"235","2020-09-30",36.669998
"236","2020-10-01",36.900002
"237","2020-10-02",34.830002
"238","2020-10-05",35.779999
"239","2020-10-06",35.049999
"240","2020-10-07",36.950001
"241","2020-10-08",39.889999
"242","2020-10-09",39.369999
"243","2020-10-12",40.220001
"244","2020-10-13",39.549999
"245","2020-10-14",39.049999
"246","2020-10-15",38.990002
"247","2020-10-16",39.59
"248","2020-10-19",36.799999
"249","2020-10-20",38.169998
"250","2020-10-21",37.860001
"251","2020-10-22",39.630001
"252","2020-10-23",39.799999
"253","2020-10-26",38.610001
"254","2020-10-27",38.630001
"255","2020-10-28",36.580002
"256","2020-10-29",39.59
"257","2020-10-30",39.360001
"258","2020-11-02",39.43
"259","2020-11-03",39.900002
"260","2020-11-04",41.849998
"261","2020-11-05",42.41
"262","2020-11-06",41.73
"263","2020-11-09",41.790001
"264","2020-11-10",41.490002
"265","2020-11-11",38.200001
"266","2020-11-12",38.389999
"267","2020-11-13",40.549999
"268","2020-11-16",42.75
"269","2020-11-17",42.93
"270","2020-11-18",42.630001
"271","2020-11-19",43.5
"272","2020-11-20",43.209999
"273","2020-11-23",43
"274","2020-11-24",42.869999
"275","2020-11-25",42.66
"276","2020-11-27",43.130001
