"","date","GRWG"
"220","2018-12-20",2.32
"221","2018-12-21",2.23
"222","2018-12-24",2.3
"223","2018-12-26",2.25
"224","2018-12-27",2.186
"225","2018-12-28",2.15
"226","2018-12-31",2.25
"227","2019-01-02",2.37
"228","2019-01-03",2.52
"229","2019-01-04",2.61
"230","2019-01-07",2.65
"231","2019-01-08",2.89
"232","2019-01-09",2.798
"233","2019-01-10",2.78
"234","2019-01-11",2.675
"235","2019-01-14",2.72
"236","2019-01-15",2.72
"237","2019-01-16",2.7
"238","2019-01-17",2.79
"239","2019-01-18",2.96
"240","2019-01-22",3.17
"241","2019-01-23",3.12
"242","2019-01-24",3.06
"243","2019-01-25",3.1
"244","2019-01-28",3.04
"245","2019-01-29",3.04
"246","2019-01-30",3
"247","2019-01-31",2.99
"248","2019-02-01",3.02
"249","2019-02-04",3.23
"250","2019-02-05",3.16
"251","2019-02-06",3.18
"252","2019-02-07",3.26
"253","2019-02-08",3.24
"254","2019-02-11",3.393
"255","2019-02-12",3.3
"256","2019-02-13",3.35
"257","2019-02-14",3.35
"258","2019-02-15",3.46
"259","2019-02-19",3.45
"260","2019-02-20",3.38
"261","2019-02-21",3.35
"262","2019-02-22",3.29
"263","2019-02-25",3.13
"264","2019-02-26",3.01
"265","2019-02-27",2.88
"266","2019-02-28",2.77
"267","2019-03-01",2.7
"268","2019-03-04",2.58
"269","2019-03-05",2.72
"270","2019-03-06",2.6
"271","2019-03-07",2.627
"272","2019-03-08",2.76
"273","2019-03-11",2.89
"274","2019-03-12",2.88
"275","2019-03-13",2.93
"276","2019-03-14",2.9
"277","2019-03-15",3.06
"278","2019-03-18",3.22
"279","2019-03-19",3.08
"280","2019-03-20",3.19
"281","2019-03-21",3.07
"282","2019-03-22",3.02
"283","2019-03-25",2.986
"284","2019-03-26",2.96
"285","2019-03-27",2.95
"286","2019-03-28",2.9
"287","2019-03-29",3.015
"288","2019-04-01",3
"289","2019-04-02",3.01
"290","2019-04-03",3.11
"291","2019-04-04",3.01
"292","2019-04-05",3.02
"293","2019-04-08",2.99
"294","2019-04-09",2.993
"295","2019-04-10",3.005
"296","2019-04-11",3
"297","2019-04-12",3.01
"298","2019-04-15",2.99
"299","2019-04-16",3
"300","2019-04-17",2.99
"301","2019-04-18",2.99
"302","2019-04-22",2.85
"303","2019-04-23",2.927
"304","2019-04-24",2.87
"305","2019-04-25",2.8
"306","2019-04-26",2.9
"307","2019-04-29",2.72
"308","2019-04-30",2.69
"309","2019-05-01",2.74
"310","2019-05-02",2.65
"311","2019-05-03",2.6
"312","2019-05-06",2.72
"313","2019-05-07",3.24
"314","2019-05-08",3.12
"315","2019-05-09",3.03
"316","2019-05-10",3.025
"317","2019-05-13",3.07
"318","2019-05-14",3.2
"319","2019-05-15",3.36
"320","2019-05-16",3.56
"321","2019-05-17",3.42
"322","2019-05-20",3.65
"323","2019-05-21",3.39
"324","2019-05-22",3.38
"325","2019-05-23",3.31
"326","2019-05-24",3.3
"327","2019-05-28",3.16
"328","2019-05-29",3.17
"329","2019-05-30",3.25
"330","2019-05-31",3.06
"331","2019-06-03",3.03
"332","2019-06-04",3.055
"333","2019-06-05",3.09
"334","2019-06-06",3.05
"335","2019-06-07",3.05
"336","2019-06-10",3.08
"337","2019-06-11",3.09
"338","2019-06-12",3.09
"339","2019-06-13",3.06
"340","2019-06-14",3.02
"341","2019-06-17",3.1
"342","2019-06-18",3.12
"343","2019-06-19",3.1
"344","2019-06-20",3.06
"345","2019-06-21",3.06
"346","2019-06-24",3.01
"347","2019-06-25",3.04
"348","2019-06-26",3.26
"349","2019-06-27",3.32
"350","2019-06-28",3.3
"351","2019-07-01",3.37
"352","2019-07-02",3.38
"353","2019-07-03",3.36
"354","2019-07-05",3.18
"355","2019-07-08",3.13
"356","2019-07-09",3.12
"357","2019-07-10",3.39
"358","2019-07-11",3.49
"359","2019-07-12",3.35
"360","2019-07-15",3.5
"361","2019-07-16",3.4
"362","2019-07-17",3.71
"363","2019-07-18",3.95
"364","2019-07-19",4.14
"365","2019-07-22",4.03
"366","2019-07-23",3.95
"367","2019-07-24",4.11
"368","2019-07-25",4.36
"369","2019-07-26",4.48
"370","2019-07-29",4.23
"371","2019-07-30",4.22
"372","2019-07-31",4.45
"373","2019-08-01",4.49
"374","2019-08-02",4.52
"375","2019-08-05",4.41
"376","2019-08-06",4.73
"377","2019-08-07",4.65
"378","2019-08-08",4.9
"379","2019-08-09",5.1
"380","2019-08-12",4.93
"381","2019-08-13",4.95
"382","2019-08-14",4.72
"383","2019-08-15",4.74
"384","2019-08-16",4.58
"385","2019-08-19",4.6
"386","2019-08-20",4.545
"387","2019-08-21",4.72
"388","2019-08-22",4.83
"389","2019-08-23",5.03
"390","2019-08-26",5.33
"391","2019-08-27",5.15
"392","2019-08-28",5.28
"393","2019-08-29",5.353
"394","2019-08-30",5.42
"395","2019-09-03",5.68
"396","2019-09-04",5.47
"397","2019-09-05",5.23
"398","2019-09-06",5.2
"399","2019-09-09",4.94
"400","2019-09-10",5.09
"401","2019-09-11",5.1
"402","2019-09-12",5
"403","2019-09-13",5.05
"404","2019-09-16",5
"405","2019-09-17",4.97
"406","2019-09-18",5.1
"407","2019-09-19",5.09
"408","2019-09-20",4.95
"409","2019-09-23",4.9
"410","2019-09-24",4.62
"411","2019-09-25",4.33
"412","2019-09-26",4.2
"413","2019-09-27",4.38
"414","2019-09-30",4.25
"415","2019-10-01",4.31
"416","2019-10-02",4.18
"417","2019-10-03",4.05
"418","2019-10-04",4.1
"419","2019-10-07",3.995
"420","2019-10-08",3.9
"421","2019-10-09",3.85
"422","2019-10-10",3.59
"423","2019-10-11",3.75
"424","2019-10-14",3.52
"425","2019-10-15",3.94
"426","2019-10-16",3.84
"427","2019-10-17",3.97
"428","2019-10-18",4
"429","2019-10-21",3.95
"430","2019-10-22",3.97
"431","2019-10-23",3.9
"432","2019-10-24",3.85
"433","2019-10-25",3.86
"434","2019-10-28",4.21
"435","2019-10-29",4.13
"436","2019-10-30",4.04
"437","2019-10-31",4.05
"438","2019-11-01",4.18
"439","2019-11-04",4.15
"440","2019-11-05",4.16
"441","2019-11-06",4.12
"442","2019-11-07",4.42
"443","2019-11-08",4.77
"444","2019-11-11",4.6
"445","2019-11-12",4.43
"446","2019-11-13",4.18
"447","2019-11-14",3.81
"448","2019-11-15",4.06
"449","2019-11-18",4.02
"450","2019-11-19",3.88
"451","2019-11-20",4.02
"452","2019-11-21",4.225
"453","2019-11-22",4.253
"454","2019-11-25",4.5
"455","2019-11-26",4.73
"456","2019-11-27",4.69
"457","2019-11-29",4.85
"458","2019-12-02",4.347
"459","2019-12-03",4.01
"460","2019-12-04",4.065
"461","2019-12-05",3.92
"462","2019-12-06",4.01
"463","2019-12-09",4.03
"464","2019-12-10",4.38
"465","2019-12-11",4.582
"466","2019-12-12",4.49
"467","2019-12-13",4.39
"468","2019-12-16",4.32
"469","2019-12-17",4.31
"470","2019-12-18",4.32
"471","2019-12-19",4.34
"472","2019-12-20",4.26
"473","2019-12-23",4.29
"474","2019-12-24",4.27
"475","2019-12-26",4.29
"476","2019-12-27",4.23
"477","2019-12-30",4.13
"478","2019-12-31",4.1
"479","2020-01-02",4.21
"480","2020-01-03",4.24
"481","2020-01-06",4.15
"482","2020-01-07",4.02
"483","2020-01-08",4.29
"484","2020-01-09",4.38
"485","2020-01-10",4.36
"486","2020-01-13",4.44
"487","2020-01-14",4.62
"488","2020-01-15",4.91
"489","2020-01-16",4.61
"490","2020-01-17",4.62
"491","2020-01-21",4.54
"492","2020-01-22",4.7
"493","2020-01-23",4.37
"494","2020-01-24",4.25
"495","2020-01-27",4.56
"496","2020-01-28",4.63
"497","2020-01-29",4.92
"498","2020-01-30",5.03
"499","2020-01-31",4.76
"500","2020-02-03",4.95
"501","2020-02-04",4.86
"502","2020-02-05",4.94
"503","2020-02-06",5.24
"504","2020-02-07",5.95
"505","2020-02-10",5.73
"506","2020-02-11",5.89
"507","2020-02-12",5.85
"508","2020-02-13",5.75
"509","2020-02-14",6.34
"510","2020-02-18",6.27
"511","2020-02-19",6.54
"512","2020-02-20",6.41
"513","2020-02-21",6.22
"514","2020-02-24",5.47
"515","2020-02-25",5.19
"516","2020-02-26",5.34
"517","2020-02-27",4.96
"518","2020-02-28",5.53
"519","2020-03-02",5.42
"520","2020-03-03",5.43
"521","2020-03-04",5.29
"522","2020-03-05",4.8
"523","2020-03-06",4.71
"524","2020-03-09",3.92
"525","2020-03-10",4.39
"526","2020-03-11",3.89
"527","2020-03-12",3.63
"528","2020-03-13",3.63
"529","2020-03-16",2.94
"530","2020-03-17",3.18
"531","2020-03-18",2.87
"532","2020-03-19",3
"533","2020-03-20",3.01
"534","2020-03-23",3.24
"535","2020-03-24",3.58
"536","2020-03-25",3.81
"537","2020-03-26",4.4
"538","2020-03-27",4.35
"539","2020-03-30",4
"540","2020-03-31",3.81
"541","2020-04-01",3.36
"542","2020-04-02",3.36
"543","2020-04-03",3.2
"544","2020-04-06",3.36
"545","2020-04-07",3.34
"546","2020-04-08",3.71
"547","2020-04-09",3.78
"548","2020-04-13",4.15
"549","2020-04-14",4.31
"550","2020-04-15",4.24
"551","2020-04-16",4.25
"552","2020-04-17",4.21
"553","2020-04-20",4.24
"554","2020-04-21",4.18
"555","2020-04-22",4.18
"556","2020-04-23",4.15
"557","2020-04-24",4.35
"558","2020-04-27",4.57
"559","2020-04-28",4.63
"560","2020-04-29",4.79
"561","2020-04-30",4.7
"562","2020-05-01",4.56
"563","2020-05-04",4.81
"564","2020-05-05",4.9
"565","2020-05-06",4.56
"566","2020-05-07",4.57
"567","2020-05-08",4.82
"568","2020-05-11",5.02
"569","2020-05-12",4.63
"570","2020-05-13",4.67
"571","2020-05-14",5.45
"572","2020-05-15",5.36
"573","2020-05-18",5.55
"574","2020-05-19",5.92
"575","2020-05-20",5.91
"576","2020-05-21",6
"577","2020-05-22",6.66
"578","2020-05-26",6.43
"579","2020-05-27",6.83
"580","2020-05-28",6.5
"581","2020-05-29",6.61
"582","2020-06-01",6.75
"583","2020-06-02",7.23
"584","2020-06-03",6.68
"585","2020-06-04",6.8
"586","2020-06-05",6.73
"587","2020-06-08",7.11
"588","2020-06-09",7.71
"589","2020-06-10",7.58
"590","2020-06-11",6.58
"591","2020-06-12",6.56
"592","2020-06-15",6.62
"593","2020-06-16",6.68
"594","2020-06-17",6.54
"595","2020-06-18",7.4
"596","2020-06-19",7.31
"597","2020-06-22",7.1
"598","2020-06-23",7.02
"599","2020-06-24",7
"600","2020-06-25",7.06
"601","2020-06-26",6.53
"602","2020-06-29",6.06
"603","2020-06-30",6.84
"604","2020-07-01",6.88
"605","2020-07-02",6.8
"606","2020-07-06",6.95
"607","2020-07-07",6.84
"608","2020-07-08",6.87
"609","2020-07-09",6.71
"610","2020-07-10",6.62
"611","2020-07-13",6.83
"612","2020-07-14",7.2
"613","2020-07-15",7.23
"614","2020-07-16",7.28
"615","2020-07-17",7.2
"616","2020-07-20",7.39
"617","2020-07-21",7.84
"618","2020-07-22",7.7
"619","2020-07-23",7.55
"620","2020-07-24",7.26
"621","2020-07-27",7.32
"622","2020-07-28",7.52
"623","2020-07-29",8.52
"624","2020-07-30",8.67
"625","2020-07-31",8.44
"626","2020-08-03",8.9
"627","2020-08-04",9.115
"628","2020-08-05",9.11
"629","2020-08-06",8.69
"630","2020-08-07",9.03
"631","2020-08-10",9.27
"632","2020-08-11",8.61
"633","2020-08-12",8.76
"634","2020-08-13",12.5
"635","2020-08-14",13.24
"636","2020-08-17",16.16
"637","2020-08-18",17.665001
"638","2020-08-19",22.02
"639","2020-08-20",18.24
"640","2020-08-21",17.344999
"641","2020-08-24",14.34
"642","2020-08-25",14.92
"643","2020-08-26",14.05
"644","2020-08-27",15.06
"645","2020-08-28",16.344999
"646","2020-08-31",15.955
"647","2020-09-01",16.040001
"648","2020-09-02",15.69
"649","2020-09-03",14.54
"650","2020-09-04",14.245
"651","2020-09-08",13.92
"652","2020-09-09",14.62
"653","2020-09-10",14.165
"654","2020-09-11",13.7
"655","2020-09-14",14.95
"656","2020-09-15",15.53
"657","2020-09-16",16.375
"658","2020-09-17",15.715
"659","2020-09-18",15.97
"660","2020-09-21",16.65
"661","2020-09-22",16.42
"662","2020-09-23",15.18
"663","2020-09-24",14.79
"664","2020-09-25",15.06
"665","2020-09-28",14.68
"666","2020-09-29",16.02
"667","2020-09-30",15.98
"668","2020-10-01",15.37
"669","2020-10-02",15.18
"670","2020-10-05",16.18
"671","2020-10-06",16.030001
"672","2020-10-07",17.360001
"673","2020-10-08",17.889999
"674","2020-10-09",18.059999
"675","2020-10-12",17.67
"676","2020-10-13",18.41
"677","2020-10-14",17.440001
"678","2020-10-15",17.32
"679","2020-10-16",17.389999
"680","2020-10-19",18.379999
"681","2020-10-20",18
"682","2020-10-21",19.09
"683","2020-10-22",20.52
"684","2020-10-23",20.620001
"685","2020-10-26",17.969999
"686","2020-10-27",17.85
"687","2020-10-28",16.5
"688","2020-10-29",17.18
"689","2020-10-30",16.700001
"690","2020-11-02",18.540001
"691","2020-11-03",18.299999
"692","2020-11-04",18.98
"693","2020-11-05",23.040001
"694","2020-11-06",22.98
"695","2020-11-09",21.530001
"696","2020-11-10",19.43
"697","2020-11-11",20.940001
"698","2020-11-12",24.299999
"699","2020-11-13",25.52
"700","2020-11-16",26.57
"701","2020-11-17",27.73
"702","2020-11-18",28.889999
"703","2020-11-19",29.459999
"704","2020-11-20",29.16
"705","2020-11-23",31.5
"706","2020-11-24",32.91
"707","2020-11-25",33.529999
"708","2020-11-27",35.59
