"","date","CPRX"
"194","2007-10-09",2.99
"195","2007-10-10",3.06
"196","2007-10-11",2.93
"197","2007-10-12",3.13
"198","2007-10-15",3.27
"199","2007-10-16",3.29
"200","2007-10-17",3.21
"201","2007-10-18",3.21
"202","2007-10-19",3.13
"203","2007-10-22",3.07
"204","2007-10-23",3.13
"205","2007-10-24",3.15
"206","2007-10-25",3.15
"207","2007-10-26",3.06
"208","2007-10-29",3.14
"209","2007-10-30",3.1
"210","2007-10-31",3.1
"211","2007-11-01",3.26
"212","2007-11-02",3.25
"213","2007-11-05",2.99
"214","2007-11-06",3.01
"215","2007-11-07",3
"216","2007-11-08",3
"217","2007-11-09",3.02
"218","2007-11-12",3.3
"219","2007-11-13",3
"220","2007-11-14",2.96
"221","2007-11-15",2.6
"222","2007-11-16",2.5
"223","2007-11-19",2.63
"224","2007-11-20",2.52
"225","2007-11-21",2.95
"226","2007-11-23",2.68
"227","2007-11-26",2.67
"228","2007-11-27",2.79
"229","2007-11-28",2.99
"230","2007-11-29",3.06
"231","2007-11-30",3.13
"232","2007-12-03",3.37
"233","2007-12-04",3.11
"234","2007-12-05",3.01
"235","2007-12-06",2.92
"236","2007-12-07",3.25
"237","2007-12-10",3.35
"238","2007-12-11",3.26
"239","2007-12-12",3.01
"240","2007-12-13",3.12
"241","2007-12-14",3.25
"242","2007-12-17",3.16
"243","2007-12-18",3.23
"244","2007-12-19",3.38
"245","2007-12-20",3.35
"246","2007-12-21",3.35
"247","2007-12-24",3.13
"248","2007-12-26",3.43
"249","2007-12-27",3.18
"250","2007-12-28",3.51
"251","2007-12-31",3.45
"252","2008-01-02",3.46
"253","2008-01-03",3.32
"254","2008-01-04",3.1
"255","2008-01-07",3.1
"256","2008-01-08",3.15
"257","2008-01-09",3.15
"258","2008-01-10",3.08
"259","2008-01-11",3.1
"260","2008-01-14",3.06
"261","2008-01-15",3.09
"262","2008-01-16",3.11
"263","2008-01-17",3.15
"264","2008-01-18",3.35
"265","2008-01-22",3.07
"266","2008-01-23",3.05
"267","2008-01-24",3.05
"268","2008-01-25",3.19
"269","2008-01-28",2.94
"270","2008-01-29",3.3
"271","2008-01-30",3.34
"272","2008-01-31",3.36
"273","2008-02-01",3.33
"274","2008-02-04",3.59
"275","2008-02-05",3.55
"276","2008-02-06",3.5
"277","2008-02-07",3.35
"278","2008-02-08",3.37
"279","2008-02-11",3.35
"280","2008-02-12",3.26
"281","2008-02-13",3.17
"282","2008-02-14",3.12
"283","2008-02-15",3.22
"284","2008-02-19",3.24
"285","2008-02-20",3.21
"286","2008-02-21",3.28
"287","2008-02-22",3.3
"288","2008-02-25",3.3
"289","2008-02-26",3.28
"290","2008-02-27",3.45
"291","2008-02-28",3.75
"292","2008-02-29",3.75
"293","2008-03-03",3.77
"294","2008-03-04",3.72
"295","2008-03-05",3.79
"296","2008-03-06",3.86
"297","2008-03-07",3.67
"298","2008-03-10",3.59
"299","2008-03-11",3.46
"300","2008-03-12",3.63
"301","2008-03-13",3.87
"302","2008-03-14",3.57
"303","2008-03-17",3.52
"304","2008-03-18",3.71
"305","2008-03-19",3.69
"306","2008-03-20",3.69
"307","2008-03-24",3.52
"308","2008-03-25",3.5
"309","2008-03-26",3.8
"310","2008-03-27",3.83
"311","2008-03-28",3.53
"312","2008-03-31",3.75
"313","2008-04-01",3.52
"314","2008-04-02",3.5
"315","2008-04-03",3.54
"316","2008-04-04",3.53
"317","2008-04-07",3.65
"318","2008-04-08",3.74
"319","2008-04-09",3.45
"320","2008-04-10",3.51
"321","2008-04-11",3.66
"322","2008-04-14",3.52
"323","2008-04-15",3.51
"324","2008-04-16",3.68
"325","2008-04-17",3.68
"326","2008-04-18",3.51
"327","2008-04-21",3.51
"328","2008-04-22",3.59
"329","2008-04-23",3.64
"330","2008-04-24",3.4
"331","2008-04-25",3.5
"332","2008-04-28",3.51
"333","2008-04-29",3.51
"334","2008-04-30",3.51
"335","2008-05-01",3.58
"336","2008-05-02",3.51
"337","2008-05-05",3.57
"338","2008-05-06",3.3
"339","2008-05-07",3.3
"340","2008-05-08",3.65
"341","2008-05-09",3.49
"342","2008-05-12",3.55
"343","2008-05-13",3.58
"344","2008-05-14",3.52
"345","2008-05-15",3.55
"346","2008-05-16",3.56
"347","2008-05-19",3.55
"348","2008-05-20",3.4
"349","2008-05-21",3.45
"350","2008-05-22",3.4
"351","2008-05-23",3.53
"352","2008-05-27",3.55
"353","2008-05-28",3.45
"354","2008-05-29",3.48
"355","2008-05-30",3.59
"356","2008-06-02",3.42
"357","2008-06-03",3.4
"358","2008-06-04",3.59
"359","2008-06-05",3.41
"360","2008-06-06",3.6
"361","2008-06-09",3.52
"362","2008-06-10",3.52
"363","2008-06-11",3.65
"364","2008-06-12",3.58
"365","2008-06-13",3.72
"366","2008-06-16",3.45
"367","2008-06-17",3.55
"368","2008-06-18",3.46
"369","2008-06-19",3.35
"370","2008-06-20",3.56
"371","2008-06-23",3.36
"372","2008-06-24",3.44
"373","2008-06-25",3.37
"374","2008-06-26",3.2
"375","2008-06-27",3.26
"376","2008-06-30",3.49
"377","2008-07-01",3.38
"378","2008-07-02",3.07
"379","2008-07-03",3.53
"380","2008-07-07",3.45
"381","2008-07-08",3.3
"382","2008-07-09",3.27
"383","2008-07-10",3.69
"384","2008-07-11",3.53
"385","2008-07-14",3.46
"386","2008-07-15",3.5
"387","2008-07-16",3.5
"388","2008-07-17",3.52
"389","2008-07-18",3.53
"390","2008-07-21",3.53
"391","2008-07-22",2.65
"392","2008-07-23",3.35
"393","2008-07-24",3.5
"394","2008-07-25",3.49
"395","2008-07-28",3.22
"396","2008-07-29",3.18
"397","2008-07-30",3.4
"398","2008-07-31",3.28
"399","2008-08-01",3.28
"400","2008-08-04",3.25
"401","2008-08-05",3.25
"402","2008-08-06",3.29
"403","2008-08-07",3.29
"404","2008-08-08",3.45
"405","2008-08-11",3.48
"406","2008-08-12",3.48
"407","2008-08-13",3.65
"408","2008-08-14",3.54
"409","2008-08-15",3.6
"410","2008-08-18",3.6
"411","2008-08-19",3.63
"412","2008-08-20",3.73
"413","2008-08-21",3.75
"414","2008-08-22",4.44
"415","2008-08-25",4.13
"416","2008-08-26",4.35
"417","2008-08-27",4.19
"418","2008-08-28",4.25
"419","2008-08-29",4.11
"420","2008-09-02",4.01
"421","2008-09-03",4.07
"422","2008-09-04",3.88
"423","2008-09-05",3.82
"424","2008-09-08",3.81
"425","2008-09-09",3.89
"426","2008-09-10",3.82
"427","2008-09-11",4.05
"428","2008-09-12",3.08
"429","2008-09-15",3.05
"430","2008-09-16",3.1
"431","2008-09-17",2.63
"432","2008-09-18",2.7
"433","2008-09-19",3.02
"434","2008-09-22",2.71
"435","2008-09-23",2.7
"436","2008-09-24",2.65
"437","2008-09-25",2.8
"438","2008-09-26",2.8
"439","2008-09-29",2.8
"440","2008-09-30",2.98
"441","2008-10-01",2.94
"442","2008-10-02",2.94
"443","2008-10-03",2.86
"444","2008-10-06",2.8
"445","2008-10-07",2.81
"446","2008-10-08",2.67
"447","2008-10-09",2.65
"448","2008-10-10",2.2
"449","2008-10-13",2.7
"450","2008-10-14",2.6
"451","2008-10-15",2.49
"452","2008-10-16",2.58
"453","2008-10-17",2.75
"454","2008-10-20",2.62
"455","2008-10-21",2.65
"456","2008-10-22",2.58
"457","2008-10-23",2.72
"458","2008-10-24",2.72
"459","2008-10-27",2.53
"460","2008-10-28",2.59
"461","2008-10-29",2.45
"462","2008-10-30",2.48
"463","2008-10-31",2.4
"464","2008-11-03",2.44
"465","2008-11-04",2.53
"466","2008-11-05",2.36
"467","2008-11-06",2.39
"468","2008-11-07",2.48
"469","2008-11-10",2.37
"470","2008-11-11",2.41
"471","2008-11-12",2.49
"472","2008-11-13",2.57
"473","2008-11-14",2.36
"474","2008-11-17",2.3
"475","2008-11-18",2.25
"476","2008-11-19",2.15
"477","2008-11-20",2.16
"478","2008-11-21",2.13
"479","2008-11-24",1.8
"480","2008-11-25",1.95
"481","2008-11-26",2.17
"482","2008-11-28",2.16
"483","2008-12-01",2.1
"484","2008-12-02",2.14
"485","2008-12-03",2.16
"486","2008-12-04",1.97
"487","2008-12-05",1.9
"488","2008-12-08",2.02
"489","2008-12-09",1.89
"490","2008-12-10",1.93
"491","2008-12-11",1.98
"492","2008-12-12",1.98
"493","2008-12-15",1.83
"494","2008-12-16",1.81
"495","2008-12-17",1.88
"496","2008-12-18",1.34
"497","2008-12-19",1.5
"498","2008-12-22",1.9
"499","2008-12-23",1.6
"500","2008-12-24",1.59
"501","2008-12-26",1.61
"502","2008-12-29",1.61
"503","2008-12-30",1.81
"504","2008-12-31",1.8
"505","2009-01-02",2.25
"506","2009-01-05",2.25
"507","2009-01-06",2.27
"508","2009-01-07",2.27
"509","2009-01-08",2.45
"510","2009-01-09",2.45
"511","2009-01-12",2.69
"512","2009-01-13",2.69
"513","2009-01-14",2.69
"514","2009-01-15",2.69
"515","2009-01-16",2.55
"516","2009-01-20",2.51
"517","2009-01-21",2.62
"518","2009-01-22",2.62
"519","2009-01-23",2.62
"520","2009-01-26",2.55
"521","2009-01-27",2.75
"522","2009-01-28",2.61
"523","2009-01-29",2.64
"524","2009-01-30",2.73
"525","2009-02-02",2.65
"526","2009-02-03",2.73
"527","2009-02-04",2.73
"528","2009-02-05",2.6
"529","2009-02-06",2.5
"530","2009-02-09",2.28
"531","2009-02-10",2.4
"532","2009-02-11",2.48
"533","2009-02-12",2.5
"534","2009-02-13",2.4
"535","2009-02-17",2.4
"536","2009-02-18",2.48
"537","2009-02-19",2.24
"538","2009-02-20",2.1
"539","2009-02-23",2.16
"540","2009-02-24",2.05
"541","2009-02-25",1.86
"542","2009-02-26",1.75
"543","2009-02-27",1.61
"544","2009-03-02",1.8
"545","2009-03-03",1.8
"546","2009-03-04",1.65
"547","2009-03-05",1.6
"548","2009-03-06",1.25
"549","2009-03-09",1.65
"550","2009-03-10",1.65
"551","2009-03-11",1.35
"552","2009-03-12",1.51
"553","2009-03-13",1.51
"554","2009-03-16",1.63
"555","2009-03-17",1.62
"556","2009-03-18",1.6
"557","2009-03-19",1.65
"558","2009-03-20",1.6
"559","2009-03-23",1.65
"560","2009-03-24",1.7
"561","2009-03-25",1.7
"562","2009-03-26",1.71
"563","2009-03-27",1.7
"564","2009-03-30",1.66
"565","2009-03-31",1.7
"566","2009-04-01",1.8
"567","2009-04-02",1.75
"568","2009-04-03",1.75
"569","2009-04-06",1.46
"570","2009-04-07",1.92
"571","2009-04-08",1.8
"572","2009-04-09",1.9
"573","2009-04-13",2.06
"574","2009-04-14",2.06
"575","2009-04-15",2.05
"576","2009-04-16",2
"577","2009-04-17",2
"578","2009-04-20",2.02
"579","2009-04-21",1.99
"580","2009-04-22",1.9
"581","2009-04-23",1.9
"582","2009-04-24",2
"583","2009-04-27",2
"584","2009-04-28",2
"585","2009-04-29",2.05
"586","2009-04-30",1.85
"587","2009-05-01",1.76
"588","2009-05-04",1.93
"589","2009-05-05",1.93
"590","2009-05-06",1.85
"591","2009-05-07",1.85
"592","2009-05-08",1.95
"593","2009-05-11",2.2
"594","2009-05-12",2.2
"595","2009-05-13",2.17
"596","2009-05-14",2.1
"597","2009-05-15",2.1
"598","2009-05-18",1.97
"599","2009-05-19",2.25
"600","2009-05-20",2.07
"601","2009-05-21",2
"602","2009-05-22",2.06
"603","2009-05-26",2.03
"604","2009-05-27",2.02
"605","2009-05-28",2.1
"606","2009-05-29",0.9
"607","2009-06-01",0.87
"608","2009-06-02",0.75
"609","2009-06-03",0.74
"610","2009-06-04",0.7
"611","2009-06-05",0.68
"612","2009-06-08",0.63
"613","2009-06-09",0.61
"614","2009-06-10",0.8
"615","2009-06-11",0.85
"616","2009-06-12",0.7
"617","2009-06-15",0.77
"618","2009-06-16",0.77
"619","2009-06-17",0.7
"620","2009-06-18",0.7
"621","2009-06-19",0.68
"622","2009-06-22",0.67
"623","2009-06-23",0.65
"624","2009-06-24",0.61
"625","2009-06-25",0.69
"626","2009-06-26",0.64
"627","2009-06-29",0.65
"628","2009-06-30",0.65
"629","2009-07-01",0.64
"630","2009-07-02",0.62
"631","2009-07-06",0.63
"632","2009-07-07",0.6
"633","2009-07-08",0.52
"634","2009-07-09",0.54
"635","2009-07-10",0.5
"636","2009-07-13",0.44
"637","2009-07-14",0.43
"638","2009-07-15",0.44
"639","2009-07-16",0.44
"640","2009-07-17",0.48
"641","2009-07-20",0.45
"642","2009-07-21",0.43
"643","2009-07-22",0.42
"644","2009-07-23",0.41
"645","2009-07-24",0.42
"646","2009-07-27",0.42
"647","2009-07-28",0.41
"648","2009-07-29",0.45
"649","2009-07-30",0.41
"650","2009-07-31",0.41
"651","2009-08-03",0.42
"652","2009-08-04",0.41
"653","2009-08-05",0.42
"654","2009-08-06",0.42
"655","2009-08-07",0.42
"656","2009-08-10",0.43
"657","2009-08-11",0.53
"658","2009-08-12",0.52
"659","2009-08-13",0.5
"660","2009-08-14",0.5
"661","2009-08-17",0.47
"662","2009-08-18",0.47
"663","2009-08-19",0.46
"664","2009-08-20",0.52
"665","2009-08-21",0.49
"666","2009-08-24",0.48
"667","2009-08-25",0.5
"668","2009-08-26",0.49
"669","2009-08-27",0.48
"670","2009-08-28",0.46
"671","2009-08-31",1.39
"672","2009-09-01",1.07
"673","2009-09-02",0.93
"674","2009-09-03",0.84
"675","2009-09-04",0.84
"676","2009-09-08",1.29
"677","2009-09-09",1.09
"678","2009-09-10",1.06
"679","2009-09-11",1.08
"680","2009-09-14",1.08
"681","2009-09-15",1.05
"682","2009-09-16",1
"683","2009-09-17",1.03
"684","2009-09-18",0.91
"685","2009-09-21",0.92
"686","2009-09-22",0.96
"687","2009-09-23",0.93
"688","2009-09-24",0.92
"689","2009-09-25",0.92
"690","2009-09-28",0.9
"691","2009-09-29",0.86
"692","2009-09-30",0.84
"693","2009-10-01",1.17
"694","2009-10-02",0.96
"695","2009-10-05",0.93
"696","2009-10-06",0.93
"697","2009-10-07",0.93
"698","2009-10-08",0.93
"699","2009-10-09",0.89
"700","2009-10-12",0.95
"701","2009-10-13",0.91
"702","2009-10-14",0.9
"703","2009-10-15",0.9
"704","2009-10-16",0.86
"705","2009-10-19",0.87
"706","2009-10-20",0.9
"707","2009-10-21",0.95
"708","2009-10-22",0.96
"709","2009-10-23",0.94
"710","2009-10-26",0.96
"711","2009-10-27",0.9
"712","2009-10-28",0.81
"713","2009-10-29",0.81
"714","2009-10-30",0.75
"715","2009-11-02",0.72
"716","2009-11-03",0.68
"717","2009-11-04",0.68
"718","2009-11-05",0.67
"719","2009-11-06",0.7
"720","2009-11-09",0.67
"721","2009-11-10",0.69
"722","2009-11-11",0.75
"723","2009-11-12",0.76
"724","2009-11-13",0.7
"725","2009-11-16",0.74
"726","2009-11-17",0.71
"727","2009-11-18",0.68
"728","2009-11-19",0.69
"729","2009-11-20",0.7
"730","2009-11-23",0.76
"731","2009-11-24",0.78
"732","2009-11-25",0.78
"733","2009-11-27",0.78
"734","2009-11-30",0.77
"735","2009-12-01",0.77
"736","2009-12-02",0.72
"737","2009-12-03",0.7
"738","2009-12-04",0.69
"739","2009-12-07",0.71
"740","2009-12-08",0.65
"741","2009-12-09",0.66
"742","2009-12-10",0.65
"743","2009-12-11",0.68
"744","2009-12-14",0.66
"745","2009-12-15",0.69
"746","2009-12-16",0.67
"747","2009-12-17",0.64
"748","2009-12-18",0.65
"749","2009-12-21",0.67
"750","2009-12-22",0.65
"751","2009-12-23",0.66
"752","2009-12-24",0.63
"753","2009-12-28",0.62
"754","2009-12-29",0.6
"755","2009-12-30",0.6
"756","2009-12-31",0.63
"757","2010-01-04",0.61
"758","2010-01-05",0.62
"759","2010-01-06",0.6
"760","2010-01-07",0.6
"761","2010-01-08",0.63
"762","2010-01-11",0.64
"763","2010-01-12",0.62
"764","2010-01-13",0.64
"765","2010-01-14",0.75
"766","2010-01-15",0.69
"767","2010-01-19",0.67
"768","2010-01-20",0.7
"769","2010-01-21",0.67
"770","2010-01-22",0.66
"771","2010-01-25",0.64
"772","2010-01-26",0.67
"773","2010-01-27",0.67
"774","2010-01-28",0.67
"775","2010-01-29",0.65
"776","2010-02-01",0.62
"777","2010-02-02",0.62
"778","2010-02-03",0.62
"779","2010-02-04",0.61
"780","2010-02-05",0.56
"781","2010-02-08",0.6
"782","2010-02-09",0.63
"783","2010-02-10",0.61
"784","2010-02-11",0.6
"785","2010-02-12",0.62
"786","2010-02-16",0.6
"787","2010-02-17",0.62
"788","2010-02-18",0.61
"789","2010-02-19",0.63
"790","2010-02-22",0.87
"791","2010-02-23",0.73
"792","2010-02-24",0.71
"793","2010-02-25",0.67
"794","2010-02-26",0.66
"795","2010-03-01",0.67
"796","2010-03-02",0.67
"797","2010-03-03",0.7
"798","2010-03-04",0.7
"799","2010-03-05",0.7
"800","2010-03-08",0.66
"801","2010-03-09",0.67
"802","2010-03-10",0.69
"803","2010-03-11",0.67
"804","2010-03-12",0.69
"805","2010-03-15",0.69
"806","2010-03-16",0.68
"807","2010-03-17",0.72
"808","2010-03-18",0.72
"809","2010-03-19",0.78
"810","2010-03-22",0.74
"811","2010-03-23",0.72
"812","2010-03-24",0.72
"813","2010-03-25",0.73
"814","2010-03-26",0.74
"815","2010-03-29",0.75
"816","2010-03-30",0.78
"817","2010-03-31",0.8
"818","2010-04-01",0.78
"819","2010-04-05",0.82
"820","2010-04-06",0.78
"821","2010-04-07",0.72
"822","2010-04-08",0.71
"823","2010-04-09",0.8
"824","2010-04-12",1.89
"825","2010-04-13",1.92
"826","2010-04-14",1.62
"827","2010-04-15",2
"828","2010-04-16",1.78
"829","2010-04-19",1.68
"830","2010-04-20",1.66
"831","2010-04-21",1.61
"832","2010-04-22",1.6
"833","2010-04-23",1.54
"834","2010-04-26",1.56
"835","2010-04-27",1.49
"836","2010-04-28",1.51
"837","2010-04-29",1.45
"838","2010-04-30",1.35
"839","2010-05-03",1.41
"840","2010-05-04",1.33
"841","2010-05-05",1.26
"842","2010-05-06",1.22
"843","2010-05-07",1.23
"844","2010-05-10",1.22
"845","2010-05-11",1.23
"846","2010-05-12",1.36
"847","2010-05-13",1.35
"848","2010-05-14",1.32
"849","2010-05-17",1.25
"850","2010-05-18",1.19
"851","2010-05-19",1.25
"852","2010-05-20",1.09
"853","2010-05-21",1.1
"854","2010-05-24",1.07
"855","2010-05-25",1.06
"856","2010-05-26",1.03
"857","2010-05-27",1.06
"858","2010-05-28",1.09
"859","2010-06-01",1.01
"860","2010-06-02",1
"861","2010-06-03",1.08
"862","2010-06-04",1.11
"863","2010-06-07",1.08
"864","2010-06-08",1.09
"865","2010-06-09",1.09
"866","2010-06-10",1.05
"867","2010-06-11",1.03
"868","2010-06-14",1.07
"869","2010-06-15",1.04
"870","2010-06-16",1.06
"871","2010-06-17",1.05
"872","2010-06-18",1.06
"873","2010-06-21",1
"874","2010-06-22",0.95
"875","2010-06-23",0.94
"876","2010-06-24",0.93
"877","2010-06-25",1.01
"878","2010-06-28",1.01
"879","2010-06-29",0.97
"880","2010-06-30",0.99
"881","2010-07-01",0.99
"882","2010-07-02",0.93
"883","2010-07-06",0.92
"884","2010-07-07",0.9
"885","2010-07-08",0.9
"886","2010-07-09",1.32
"887","2010-07-12",1.21
"888","2010-07-13",1.14
"889","2010-07-14",1.08
"890","2010-07-15",1.03
"891","2010-07-16",1.02
"892","2010-07-19",1.01
"893","2010-07-20",1.05
"894","2010-07-21",1.04
"895","2010-07-22",1.04
"896","2010-07-23",1.08
"897","2010-07-26",1.2
"898","2010-07-27",1.2
"899","2010-07-28",1.19
"900","2010-07-29",1.13
"901","2010-07-30",1.15
"902","2010-08-02",1.13
"903","2010-08-03",1.13
"904","2010-08-04",1.15
"905","2010-08-05",1.11
"906","2010-08-06",1.2
"907","2010-08-09",1.19
"908","2010-08-10",1.18
"909","2010-08-11",1.15
"910","2010-08-12",1.18
"911","2010-08-13",1.15
"912","2010-08-16",1.16
"913","2010-08-17",1.15
"914","2010-08-18",1.18
"915","2010-08-19",1.07
"916","2010-08-20",1.08
"917","2010-08-23",1.14
"918","2010-08-24",1.12
"919","2010-08-25",1.1
"920","2010-08-26",1.06
"921","2010-08-27",1.12
"922","2010-08-30",1.08
"923","2010-08-31",1.1
"924","2010-09-01",1.12
"925","2010-09-02",1.11
"926","2010-09-03",1.13
"927","2010-09-07",1.16
"928","2010-09-08",1.12
"929","2010-09-09",1.15
"930","2010-09-10",1.09
"931","2010-09-13",1.16
"932","2010-09-14",1.17
"933","2010-09-15",1.12
"934","2010-09-16",1.11
"935","2010-09-17",1.06
"936","2010-09-20",1.11
"937","2010-09-21",1.15
"938","2010-09-22",1.16
"939","2010-09-23",1.14
"940","2010-09-24",1.17
"941","2010-09-27",1.12
"942","2010-09-28",1.11
"943","2010-09-29",1.09
"944","2010-09-30",1.12
"945","2010-10-01",1.13
"946","2010-10-04",1.1
"947","2010-10-05",1.11
"948","2010-10-06",1.18
"949","2010-10-07",1.14
"950","2010-10-08",1.18
"951","2010-10-11",1.17
"952","2010-10-12",1.16
"953","2010-10-13",1.19
"954","2010-10-14",1.19
"955","2010-10-15",1.1
"956","2010-10-18",1.17
"957","2010-10-19",1.12
"958","2010-10-20",1.14
"959","2010-10-21",1.1
"960","2010-10-22",1.09
"961","2010-10-25",1.15
"962","2010-10-26",1.11
"963","2010-10-27",1.14
"964","2010-10-28",1.12
"965","2010-10-29",1.12
"966","2010-11-01",1.17
"967","2010-11-02",1.11
"968","2010-11-03",1.04
"969","2010-11-04",1.1
"970","2010-11-05",1.09
"971","2010-11-08",1.09
"972","2010-11-09",1.1
"973","2010-11-10",1.09
"974","2010-11-11",1.08
"975","2010-11-12",1.1
"976","2010-11-15",1.09
"977","2010-11-16",1.09
"978","2010-11-17",1.1
"979","2010-11-18",1.1
"980","2010-11-19",1.12
"981","2010-11-22",1.13
"982","2010-11-23",1.11
"983","2010-11-24",1.1
"984","2010-11-26",1.08
"985","2010-11-29",1.1
"986","2010-11-30",1.06
"987","2010-12-01",1.06
"988","2010-12-02",1.1
"989","2010-12-03",1.01
"990","2010-12-06",1
"991","2010-12-07",0.99
"992","2010-12-08",0.98
"993","2010-12-09",1
"994","2010-12-10",0.98
"995","2010-12-13",0.97
"996","2010-12-14",0.97
"997","2010-12-15",0.94
"998","2010-12-16",0.91
"999","2010-12-17",0.92
"1000","2010-12-20",0.92
"1001","2010-12-21",0.94
"1002","2010-12-22",0.94
