"","date","HJLI"
"90","2018-10-05",2.976
"91","2018-10-08",2.9
"92","2018-10-09",2.69
"93","2018-10-10",2.35
"94","2018-10-11",2.41
"95","2018-10-12",2.39
"96","2018-10-15",2.38
"97","2018-10-16",2.27
"98","2018-10-17",2.27
"99","2018-10-18",2.44
"100","2018-10-19",2.43
"101","2018-10-22",2.32
"102","2018-10-23",2.06
"103","2018-10-24",2.05
"104","2018-10-25",2.12
"105","2018-10-26",2.08
"106","2018-10-29",2
"107","2018-10-30",1.78
"108","2018-10-31",1.81
"109","2018-11-01",1.82
"110","2018-11-02",2
"111","2018-11-05",2.29
"112","2018-11-06",2.4
"113","2018-11-07",2.24
"114","2018-11-08",2.01
"115","2018-11-09",2.07
"116","2018-11-12",2.24
"117","2018-11-13",1.96
"118","2018-11-14",1.98
"119","2018-11-15",1.86
"120","2018-11-16",1.95
"121","2018-11-19",1.95
"122","2018-11-20",1.84
"123","2018-11-21",1.975
"124","2018-11-23",1.9
"125","2018-11-26",1.79
"126","2018-11-27",1.97
"127","2018-11-28",1.87
"128","2018-11-29",1.88
"129","2018-11-30",1.85
"130","2018-12-03",1.95
"131","2018-12-04",1.87
"132","2018-12-06",1.853
"133","2018-12-07",1.86
"134","2018-12-10",1.86
"135","2018-12-11",1.82
"136","2018-12-12",1.8
"137","2018-12-13",1.8
"138","2018-12-14",1.72
"139","2018-12-17",1.59
"140","2018-12-18",1.72
"141","2018-12-19",1.7
"142","2018-12-20",1.65
"143","2018-12-21",1.65
"144","2018-12-24",1.6
"145","2018-12-26",1.48
"146","2018-12-27",1.48
"147","2018-12-28",1.53
"148","2018-12-31",1.475
"149","2019-01-02",1.59
"150","2019-01-03",1.5
"151","2019-01-04",1.52
"152","2019-01-07",1.57
"153","2019-01-08",1.508
"154","2019-01-09",1.5
"155","2019-01-10",1.5
"156","2019-01-11",1.457
"157","2019-01-14",1.51
"158","2019-01-15",1.45
"159","2019-01-16",1.74
"160","2019-01-17",1.572
"161","2019-01-18",1.58
"162","2019-01-22",1.55
"163","2019-01-23",1.57
"164","2019-01-24",1.616
"165","2019-01-25",1.66
"166","2019-01-28",1.68
"167","2019-01-29",1.7
"168","2019-01-30",1.8
"169","2019-01-31",1.9
"170","2019-02-01",1.7
"171","2019-02-04",1.72
"172","2019-02-05",1.6
"173","2019-02-06",1.618
"174","2019-02-07",1.59
"175","2019-02-08",1.58
"176","2019-02-11",1.53
"177","2019-02-12",1.527
"178","2019-02-13",1.55
"179","2019-02-14",1.58
"180","2019-02-15",1.59
"181","2019-02-19",1.55
"182","2019-02-20",1.5
"183","2019-02-21",1.47
"184","2019-02-22",1.45
"185","2019-02-25",1.45
"186","2019-02-26",1.44
"187","2019-02-27",1.35
"188","2019-02-28",1.32
"189","2019-03-01",1.35
"190","2019-03-04",1.31
"191","2019-03-05",1.34
"192","2019-03-06",1.38
"193","2019-03-07",1.35
"194","2019-03-08",1.41
"195","2019-03-11",1.45
"196","2019-03-12",1.5
"197","2019-03-13",1.74
"198","2019-03-14",2.09
"199","2019-03-15",2.35
"200","2019-03-18",2.3
"201","2019-03-19",2.39
"202","2019-03-20",2.4
"203","2019-03-21",2.48
"204","2019-03-22",2.42
"205","2019-03-25",2.18
"206","2019-03-26",2.02
"207","2019-03-27",1.85
"208","2019-03-28",1.52
"209","2019-03-29",1.56
"210","2019-04-01",1.68
"211","2019-04-02",1.82
"212","2019-04-03",1.88
"213","2019-04-04",1.804
"214","2019-04-05",2.044
"215","2019-04-08",2.08
"216","2019-04-09",1.98
"217","2019-04-10",2.05
"218","2019-04-11",2.185
"219","2019-04-12",2.166
"220","2019-04-15",2.25
"221","2019-04-16",2.26
"222","2019-04-17",2.273
"223","2019-04-18",2.38
"224","2019-04-22",2.29
"225","2019-04-23",2.19
"226","2019-04-24",2.05
"227","2019-04-25",2.23
"228","2019-04-26",2.227
"229","2019-04-29",2.25
"230","2019-04-30",2.18
"231","2019-05-01",2.38
"232","2019-05-02",2.35
"233","2019-05-03",2.26
"234","2019-05-06",2.23
"235","2019-05-07",2.183
"236","2019-05-08",2.2
"237","2019-05-09",2.157
"238","2019-05-10",2.04
"239","2019-05-13",2
"240","2019-05-14",2
"241","2019-05-15",2
"242","2019-05-16",1.915
"243","2019-05-17",1.92
"244","2019-05-20",1.89
"245","2019-05-21",1.95
"246","2019-05-22",1.95
"247","2019-05-23",1.9
"248","2019-05-24",1.9
"249","2019-05-28",1.83
"250","2019-05-29",1.8
"251","2019-05-30",1.75
"252","2019-05-31",1.9
"253","2019-06-03",1.81
"254","2019-06-04",1.73
"255","2019-06-05",1.81
"256","2019-06-06",1.82
"257","2019-06-07",1.67
"258","2019-06-10",1.27
"259","2019-06-11",1.143
"260","2019-06-12",1.15
"261","2019-06-13",1.08
"262","2019-06-14",1.1
"263","2019-06-17",1.065
"264","2019-06-18",1.04
"265","2019-06-19",1.11
"266","2019-06-20",1.08
"267","2019-06-21",1.09
"268","2019-06-24",0.97
"269","2019-06-25",0.945
"270","2019-06-26",1
"271","2019-06-27",1.06
"272","2019-06-28",1.04
"273","2019-07-01",1.005
"274","2019-07-02",0.981
"275","2019-07-03",1.02
"276","2019-07-05",0.97
"277","2019-07-08",0.974
"278","2019-07-09",0.925
"279","2019-07-10",0.955
"280","2019-07-11",1
"281","2019-07-12",1
"282","2019-07-15",0.99
"283","2019-07-16",1
"284","2019-07-17",0.98
"285","2019-07-18",0.969
"286","2019-07-19",0.98
"287","2019-07-22",1.05
"288","2019-07-23",1.086
"289","2019-07-24",1.085
"290","2019-07-25",1.034
"291","2019-07-26",1.05
"292","2019-07-29",1.08
"293","2019-07-30",1.09
"294","2019-07-31",1.12
"295","2019-08-01",1.15
"296","2019-08-02",1.14
"297","2019-08-05",1.13
"298","2019-08-06",1.07
"299","2019-08-07",1.07
"300","2019-08-08",1.02
"301","2019-08-09",1.02
"302","2019-08-12",0.998
"303","2019-08-13",0.95
"304","2019-08-14",1
"305","2019-08-15",0.975
"306","2019-08-16",0.999
"307","2019-08-19",1.03
"308","2019-08-20",1
"309","2019-08-21",1
"310","2019-08-22",1.04
"311","2019-08-23",0.995
"312","2019-08-26",1.03
"313","2019-08-27",1.03
"314","2019-08-28",1.02
"315","2019-08-29",1.04
"316","2019-08-30",0.96
"317","2019-09-03",0.995
"318","2019-09-04",1
"319","2019-09-05",1.008
"320","2019-09-06",0.98
"321","2019-09-09",0.97
"322","2019-09-10",1
"323","2019-09-11",0.97
"324","2019-09-12",0.97
"325","2019-09-13",0.96
"326","2019-09-16",0.941
"327","2019-09-17",0.94
"328","2019-09-18",0.921
"329","2019-09-19",0.92
"330","2019-09-20",0.95
"331","2019-09-23",0.876
"332","2019-09-24",0.817
"333","2019-09-25",0.86
"334","2019-09-26",0.811
"335","2019-09-27",0.83
"336","2019-09-30",0.854
"337","2019-10-01",0.832
"338","2019-10-02",0.831
"339","2019-10-03",0.82
"340","2019-10-04",0.81
"341","2019-10-07",0.75
"342","2019-10-08",0.71
"343","2019-10-09",0.66
"344","2019-10-10",0.7
"345","2019-10-11",0.66
"346","2019-10-14",0.629
"347","2019-10-15",0.613
"348","2019-10-16",0.635
"349","2019-10-17",0.669
"350","2019-10-18",0.7
"351","2019-10-21",0.73
"352","2019-10-22",0.74
"353","2019-10-23",0.753
"354","2019-10-24",0.77
"355","2019-10-25",0.78
"356","2019-10-28",0.8
"357","2019-10-29",0.73
"358","2019-10-30",0.7
"359","2019-10-31",0.7
"360","2019-11-01",0.729
"361","2019-11-04",0.75
"362","2019-11-05",0.75
"363","2019-11-06",0.63
"364","2019-11-07",0.595
"365","2019-11-08",0.57
"366","2019-11-11",0.478
"367","2019-11-12",0.59
"368","2019-11-13",0.52
"369","2019-11-14",0.52
"370","2019-11-15",0.55
"371","2019-11-18",0.549
"372","2019-11-19",0.58
"373","2019-11-20",0.542
"374","2019-11-21",0.52
"375","2019-11-22",0.51
"376","2019-11-25",0.544
"377","2019-11-26",0.51
"378","2019-11-27",0.48
"379","2019-11-29",0.495
"380","2019-12-02",0.499
"381","2019-12-03",0.496
"382","2019-12-04",0.5
"383","2019-12-05",0.51
"384","2019-12-06",0.52
"385","2019-12-09",0.47
"386","2019-12-10",0.45
"387","2019-12-11",0.458
"388","2019-12-12",0.45
"389","2019-12-13",0.435
"390","2019-12-16",0.47
"391","2019-12-17",0.46
"392","2019-12-18",0.425
"393","2019-12-19",0.43
"394","2019-12-20",0.43
"395","2019-12-23",0.4
"396","2019-12-24",0.423
"397","2019-12-26",0.39
"398","2019-12-27",0.48
"399","2019-12-30",0.533
"400","2019-12-31",0.55
"401","2020-01-02",0.55
"402","2020-01-03",0.55
"403","2020-01-06",0.56
"404","2020-01-07",0.534
"405","2020-01-08",0.721
"406","2020-01-09",0.624
"407","2020-01-10",0.53
"408","2020-01-13",0.54
"409","2020-01-14",0.541
"410","2020-01-15",0.545
"411","2020-01-16",0.555
"412","2020-01-17",0.598
"413","2020-01-21",0.59
"414","2020-01-22",0.58
"415","2020-01-23",0.549
"416","2020-01-24",0.45
"417","2020-01-27",0.46
"418","2020-01-28",0.486
"419","2020-01-29",0.505
"420","2020-01-30",0.61
"421","2020-01-31",0.61
"422","2020-02-03",0.565
"423","2020-02-04",0.565
"424","2020-02-05",0.583
"425","2020-02-06",0.59
"426","2020-02-07",0.568
"427","2020-02-10",0.568
"428","2020-02-11",0.6
"429","2020-02-12",0.752
"430","2020-02-13",0.71
"431","2020-02-14",0.711
"432","2020-02-18",0.7
"433","2020-02-19",0.72
"434","2020-02-20",0.696
"435","2020-02-21",0.707
"436","2020-02-24",0.691
"437","2020-02-25",0.7
"438","2020-02-26",0.714
"439","2020-02-27",0.662
"440","2020-02-28",0.688
"441","2020-03-02",0.715
"442","2020-03-03",0.695
"443","2020-03-04",0.68
"444","2020-03-05",0.616
"445","2020-03-06",0.55
"446","2020-03-09",0.54
"447","2020-03-10",0.677
"448","2020-03-11",0.5
"449","2020-03-12",0.351
"450","2020-03-13",0.363
"451","2020-03-16",0.332
"452","2020-03-17",0.38
"453","2020-03-18",0.35
"454","2020-03-19",0.323
"455","2020-03-20",0.319
"456","2020-03-23",0.29
"457","2020-03-24",0.28
"458","2020-03-25",0.27
"459","2020-03-26",0.27
"460","2020-03-27",0.335
"461","2020-03-30",0.311
"462","2020-03-31",0.295
"463","2020-04-01",0.275
"464","2020-04-02",0.285
"465","2020-04-03",0.293
"466","2020-04-06",0.275
"467","2020-04-07",0.27
"468","2020-04-08",0.281
"469","2020-04-09",0.31
"470","2020-04-13",0.29
"471","2020-04-14",0.335
"472","2020-04-15",0.4
"473","2020-04-16",0.4
"474","2020-04-17",0.415
"475","2020-04-20",0.408
"476","2020-04-21",0.37
"477","2020-04-22",0.408
"478","2020-04-23",0.42
"479","2020-04-24",0.457
"480","2020-04-27",0.465
"481","2020-04-28",0.416
"482","2020-04-29",0.418
"483","2020-04-30",0.4
"484","2020-05-01",0.377
"485","2020-05-04",0.389
"486","2020-05-05",0.398
"487","2020-05-06",0.36
"488","2020-05-07",0.375
"489","2020-05-08",0.38
"490","2020-05-11",0.38
"491","2020-05-12",0.322
"492","2020-05-13",0.313
"493","2020-05-14",0.342
"494","2020-05-15",0.341
"495","2020-05-18",0.364
"496","2020-05-19",0.365
"497","2020-05-20",0.39
"498","2020-05-21",0.362
"499","2020-05-22",0.355
"500","2020-05-26",0.355
"501","2020-05-27",0.35
"502","2020-05-28",0.34
"503","2020-05-29",0.326
"504","2020-06-01",0.361
"505","2020-06-02",0.331
"506","2020-06-03",0.319
"507","2020-06-04",0.359
"508","2020-06-05",0.371
"509","2020-06-08",0.43
"510","2020-06-09",0.45
"511","2020-06-10",0.47
"512","2020-06-11",0.42
"513","2020-06-12",0.429
"514","2020-06-15",0.422
"515","2020-06-16",0.44
"516","2020-06-17",0.52
"517","2020-06-18",0.449
"518","2020-06-19",0.461
"519","2020-06-22",0.46
"520","2020-06-23",0.437
"521","2020-06-24",0.419
"522","2020-06-25",0.399
"523","2020-06-26",0.385
"524","2020-06-29",0.39
"525","2020-06-30",0.386
"526","2020-07-01",0.39
"527","2020-07-02",0.419
"528","2020-07-06",0.402
"529","2020-07-07",0.41
"530","2020-07-08",0.399
"531","2020-07-09",0.404
"532","2020-07-10",0.395
"533","2020-07-13",0.378
"534","2020-07-14",0.375
"535","2020-07-15",0.39
"536","2020-07-16",0.372
"537","2020-07-17",0.399
"538","2020-07-20",0.437
"539","2020-07-21",0.44
"540","2020-07-22",0.347
"541","2020-07-23",0.354
"542","2020-07-24",0.322
"543","2020-07-27",0.315
"544","2020-07-28",0.32
"545","2020-07-29",0.312
"546","2020-07-30",0.321
"547","2020-07-31",0.33
"548","2020-08-03",0.324
"549","2020-08-04",0.328
"550","2020-08-05",0.323
"551","2020-08-06",0.324
"552","2020-08-07",0.363
"553","2020-08-10",0.414
"554","2020-08-11",0.389
"555","2020-08-12",0.357
"556","2020-08-13",0.324
"557","2020-08-14",0.317
"558","2020-08-17",0.311
"559","2020-08-18",0.315
"560","2020-08-19",0.301
"561","2020-08-20",0.281
"562","2020-08-21",0.46
"563","2020-08-24",0.395
"564","2020-08-25",0.44
"565","2020-08-26",0.408
"566","2020-08-27",0.45
"567","2020-08-28",0.445
"568","2020-08-31",0.41
"569","2020-09-01",0.409
"570","2020-09-02",0.4
"571","2020-09-03",0.388
"572","2020-09-04",0.378
"573","2020-09-08",0.363
"574","2020-09-09",0.409
"575","2020-09-10",0.41
"576","2020-09-11",0.564
"577","2020-09-14",0.47
"578","2020-09-15",0.435
"579","2020-09-16",0.424
"580","2020-09-17",0.42
"581","2020-09-18",0.421
"582","2020-09-21",0.426
"583","2020-09-22",0.42
"584","2020-09-23",0.417
"585","2020-09-24",0.415
"586","2020-09-25",0.425
"587","2020-09-28",0.426
"588","2020-09-29",0.444
"589","2020-09-30",0.433
"590","2020-10-01",0.439
"591","2020-10-02",0.431
"592","2020-10-05",0.42
"593","2020-10-06",0.409
"594","2020-10-07",0.399
"595","2020-10-08",0.4
"596","2020-10-09",0.389
"597","2020-10-12",0.376
"598","2020-10-13",0.38
"599","2020-10-14",0.4
"600","2020-10-15",0.39
"601","2020-10-16",0.386
"602","2020-10-19",0.385
"603","2020-10-20",0.371
"604","2020-10-21",0.388
"605","2020-10-22",0.375
"606","2020-10-23",0.361
"607","2020-10-26",0.339
"608","2020-10-27",0.348
"609","2020-10-28",0.36
"610","2020-10-29",0.35
"611","2020-10-30",0.334
"612","2020-11-02",0.316
"613","2020-11-03",0.299
"614","2020-11-04",0.308
"615","2020-11-05",0.33
"616","2020-11-06",0.327
"617","2020-11-09",0.334
"618","2020-11-10",0.33
"619","2020-11-11",0.342
"620","2020-11-12",0.35
"621","2020-11-13",0.34
"622","2020-11-16",0.33
"623","2020-11-17",0.337
"624","2020-11-18",0.33
"625","2020-11-19",0.338
"626","2020-11-20",0.369
"627","2020-11-23",0.372
"628","2020-11-24",0.36
"629","2020-11-25",0.36
"630","2020-11-27",0.303
