"","date","BCRX"
"100","2007-05-25",8.09
"101","2007-05-29",8.36
"102","2007-05-30",8.05
"103","2007-05-31",8
"104","2007-06-01",8.27
"105","2007-06-04",8.07
"106","2007-06-05",8.1
"107","2007-06-06",7.86
"108","2007-06-07",7.8
"109","2007-06-08",7.65
"110","2007-06-11",7.55
"111","2007-06-12",7.16
"112","2007-06-13",7.25
"113","2007-06-14",7.22
"114","2007-06-15",7.54
"115","2007-06-18",7.5
"116","2007-06-19",7.16
"117","2007-06-20",6.92
"118","2007-06-21",6.84
"119","2007-06-22",7.14
"120","2007-06-25",7.81
"121","2007-06-26",7.74
"122","2007-06-27",7.9
"123","2007-06-28",8.02
"124","2007-06-29",7.73
"125","2007-07-02",7.99
"126","2007-07-03",8.13
"127","2007-07-05",8.06
"128","2007-07-06",7.82
"129","2007-07-09",8.38
"130","2007-07-10",8.16
"131","2007-07-11",8.46
"132","2007-07-12",8.3
"133","2007-07-13",8.65
"134","2007-07-16",8.53
"135","2007-07-17",8.36
"136","2007-07-18",8.16
"137","2007-07-19",8.1
"138","2007-07-20",8.35
"139","2007-07-23",8.54
"140","2007-07-24",8.62
"141","2007-07-25",8.51
"142","2007-07-26",8.35
"143","2007-07-27",8.2
"144","2007-07-30",8.39
"145","2007-07-31",8.3
"146","2007-08-01",8
"147","2007-08-02",7.95
"148","2007-08-03",7.88
"149","2007-08-06",8.72
"150","2007-08-07",9.29
"151","2007-08-08",9.55
"152","2007-08-09",9.59
"153","2007-08-10",9.52
"154","2007-08-13",9.96
"155","2007-08-14",9.94
"156","2007-08-15",10.4
"157","2007-08-16",10.06
"158","2007-08-17",10.24
"159","2007-08-20",10.47
"160","2007-08-21",10.98
"161","2007-08-22",11.23
"162","2007-08-23",11.01
"163","2007-08-24",11.17
"164","2007-08-27",11.39
"165","2007-08-28",11.6
"166","2007-08-29",11.37
"167","2007-08-30",11.16
"168","2007-08-31",11.14
"169","2007-09-04",12.01
"170","2007-09-05",12.54
"171","2007-09-06",12.77
"172","2007-09-07",12.7
"173","2007-09-10",11.9
"174","2007-09-11",12
"175","2007-09-12",11.9
"176","2007-09-13",11.58
"177","2007-09-14",11.75
"178","2007-09-17",11.39
"179","2007-09-18",11.45
"180","2007-09-19",11.78
"181","2007-09-20",8
"182","2007-09-21",7.98
"183","2007-09-24",7.6
"184","2007-09-25",7.5
"185","2007-09-26",7.45
"186","2007-09-27",7.29
"187","2007-09-28",7.22
"188","2007-10-01",7.42
"189","2007-10-02",7.36
"190","2007-10-03",7.41
"191","2007-10-04",7.28
"192","2007-10-05",7.56
"193","2007-10-08",7.87
"194","2007-10-09",7.92
"195","2007-10-10",7.91
"196","2007-10-11",8.14
"197","2007-10-12",7.92
"198","2007-10-15",7.87
"199","2007-10-16",7.84
"200","2007-10-17",7.76
"201","2007-10-18",7.77
"202","2007-10-19",7.81
"203","2007-10-22",7.91
"204","2007-10-23",7.99
"205","2007-10-24",8.1
"206","2007-10-25",7.99
"207","2007-10-26",8.02
"208","2007-10-29",7.89
"209","2007-10-30",7.93
"210","2007-10-31",7.87
"211","2007-11-01",7.88
"212","2007-11-02",8
"213","2007-11-05",7.72
"214","2007-11-06",7.82
"215","2007-11-07",7.67
"216","2007-11-08",6.95
"217","2007-11-09",6.75
"218","2007-11-12",6.39
"219","2007-11-13",6.41
"220","2007-11-14",6.21
"221","2007-11-15",6.63
"222","2007-11-16",6.47
"223","2007-11-19",6.15
"224","2007-11-20",6.19
"225","2007-11-21",6
"226","2007-11-23",6.42
"227","2007-11-26",6.07
"228","2007-11-27",5.93
"229","2007-11-28",6.29
"230","2007-11-29",6.2
"231","2007-11-30",6.35
"232","2007-12-03",6.35
"233","2007-12-04",6.16
"234","2007-12-05",6.16
"235","2007-12-06",6.07
"236","2007-12-07",6.05
"237","2007-12-10",6.14
"238","2007-12-11",6.21
"239","2007-12-12",6.37
"240","2007-12-13",6.12
"241","2007-12-14",6.24
"242","2007-12-17",6.35
"243","2007-12-18",6.02
"244","2007-12-19",6.04
"245","2007-12-20",6.07
"246","2007-12-21",6.04
"247","2007-12-24",6.09
"248","2007-12-26",5.96
"249","2007-12-27",6.01
"250","2007-12-28",5.89
"251","2007-12-31",6.18
"252","2008-01-02",6.03
"253","2008-01-03",5.87
"254","2008-01-04",5.72
"255","2008-01-07",6.04
"256","2008-01-08",5.82
"257","2008-01-09",6.17
"258","2008-01-10",6.26
"259","2008-01-11",5.88
"260","2008-01-14",6.41
"261","2008-01-15",6.24
"262","2008-01-16",6.06
"263","2008-01-17",6.08
"264","2008-01-18",5.63
"265","2008-01-22",5.57
"266","2008-01-23",5.29
"267","2008-01-24",4.89
"268","2008-01-25",4.55
"269","2008-01-28",4.5
"270","2008-01-29",4.36
"271","2008-01-30",4.33
"272","2008-01-31",4.12
"273","2008-02-01",4.15
"274","2008-02-04",4.59
"275","2008-02-05",4.29
"276","2008-02-06",4.02
"277","2008-02-07",3.99
"278","2008-02-08",3.89
"279","2008-02-11",4.03
"280","2008-02-12",3.86
"281","2008-02-13",3.97
"282","2008-02-14",4.09
"283","2008-02-15",3.99
"284","2008-02-19",4.03
"285","2008-02-20",3.98
"286","2008-02-21",4.08
"287","2008-02-22",3.97
"288","2008-02-25",4.2
"289","2008-02-26",4.09
"290","2008-02-27",3.97
"291","2008-02-28",3.9
"292","2008-02-29",3.98
"293","2008-03-03",3.82
"294","2008-03-04",3.94
"295","2008-03-05",3.81
"296","2008-03-06",3.72
"297","2008-03-07",3.46
"298","2008-03-10",3.04
"299","2008-03-11",3.14
"300","2008-03-12",3.34
"301","2008-03-13",3.26
"302","2008-03-14",3.26
"303","2008-03-17",3.14
"304","2008-03-18",3.39
"305","2008-03-19",3.4
"306","2008-03-20",3.59
"307","2008-03-24",3.74
"308","2008-03-25",3.75
"309","2008-03-26",4.15
"310","2008-03-27",4.45
"311","2008-03-28",4.06
"312","2008-03-31",4.61
"313","2008-04-01",4.68
"314","2008-04-02",4.56
"315","2008-04-03",4.55
"316","2008-04-04",4.14
"317","2008-04-07",4.37
"318","2008-04-08",4.29
"319","2008-04-09",4.02
"320","2008-04-10",4.02
"321","2008-04-11",4.04
"322","2008-04-14",3.99
"323","2008-04-15",3.86
"324","2008-04-16",3.69
"325","2008-04-17",3.77
"326","2008-04-18",4.26
"327","2008-04-21",4.05
"328","2008-04-22",3.84
"329","2008-04-23",3.78
"330","2008-04-24",3.89
"331","2008-04-25",3.77
"332","2008-04-28",3.75
"333","2008-04-29",3.96
"334","2008-04-30",3.66
"335","2008-05-01",3.7
"336","2008-05-02",3.53
"337","2008-05-05",3.41
"338","2008-05-06",3.21
"339","2008-05-07",3.15
"340","2008-05-08",2.93
"341","2008-05-09",2.7
"342","2008-05-12",2.94
"343","2008-05-13",3.05
"344","2008-05-14",2.88
"345","2008-05-15",3.1
"346","2008-05-16",3.05
"347","2008-05-19",3.11
"348","2008-05-20",3.14
"349","2008-05-21",3.12
"350","2008-05-22",3.05
"351","2008-05-23",3
"352","2008-05-27",2.98
"353","2008-05-28",2.77
"354","2008-05-29",3.01
"355","2008-05-30",2.94
"356","2008-06-02",2.91
"357","2008-06-03",2.93
"358","2008-06-04",2.88
"359","2008-06-05",2.91
"360","2008-06-06",2.83
"361","2008-06-09",2.74
"362","2008-06-10",2.63
"363","2008-06-11",2.82
"364","2008-06-12",2.91
"365","2008-06-13",2.87
"366","2008-06-16",2.94
"367","2008-06-17",2.85
"368","2008-06-18",2.66
"369","2008-06-19",2.92
"370","2008-06-20",2.81
"371","2008-06-23",2.91
"372","2008-06-24",2.81
"373","2008-06-25",2.77
"374","2008-06-26",2.79
"375","2008-06-27",2.76
"376","2008-06-30",2.8
"377","2008-07-01",2.58
"378","2008-07-02",2.74
"379","2008-07-03",2.72
"380","2008-07-07",2.59
"381","2008-07-08",2.7
"382","2008-07-09",2.68
"383","2008-07-10",2.69
"384","2008-07-11",2.69
"385","2008-07-14",2.62
"386","2008-07-15",2.62
"387","2008-07-16",2.67
"388","2008-07-17",2.75
"389","2008-07-18",2.63
"390","2008-07-21",2.74
"391","2008-07-22",2.69
"392","2008-07-23",2.75
"393","2008-07-24",2.66
"394","2008-07-25",2.62
"395","2008-07-28",3.15
"396","2008-07-29",3.1
"397","2008-07-30",3.2
"398","2008-07-31",3.32
"399","2008-08-01",3.3
"400","2008-08-04",3.14
"401","2008-08-05",3.11
"402","2008-08-06",3.14
"403","2008-08-07",2.48
"404","2008-08-08",2.72
"405","2008-08-11",3.02
"406","2008-08-12",3.14
"407","2008-08-13",3.08
"408","2008-08-14",3.15
"409","2008-08-15",3.09
"410","2008-08-18",3.25
"411","2008-08-19",3.27
"412","2008-08-20",3.31
"413","2008-08-21",3.27
"414","2008-08-22",3.35
"415","2008-08-25",3.38
"416","2008-08-26",3.29
"417","2008-08-27",3.28
"418","2008-08-28",3.42
"419","2008-08-29",3.37
"420","2008-09-02",3.42
"421","2008-09-03",3.44
"422","2008-09-04",3.44
"423","2008-09-05",3.37
"424","2008-09-08",3.14
"425","2008-09-09",3
"426","2008-09-10",2.69
"427","2008-09-11",2.59
"428","2008-09-12",2.65
"429","2008-09-15",2.5
"430","2008-09-16",2.56
"431","2008-09-17",2.47
"432","2008-09-18",2.9
"433","2008-09-19",3.07
"434","2008-09-22",2.69
"435","2008-09-23",2.65
"436","2008-09-24",2.84
"437","2008-09-25",3.16
"438","2008-09-26",3.08
"439","2008-09-29",3.33
"440","2008-09-30",3.15
"441","2008-10-01",2.98
"442","2008-10-02",2.62
"443","2008-10-03",2.41
"444","2008-10-06",2.28
"445","2008-10-07",2.03
"446","2008-10-08",2
"447","2008-10-09",2.06
"448","2008-10-10",1.79
"449","2008-10-13",2.69
"450","2008-10-14",2.41
"451","2008-10-15",1.94
"452","2008-10-16",1.99
"453","2008-10-17",1.87
"454","2008-10-20",1.98
"455","2008-10-21",1.94
"456","2008-10-22",1.89
"457","2008-10-23",1.76
"458","2008-10-24",1.63
"459","2008-10-27",1.65
"460","2008-10-28",1.5
"461","2008-10-29",1.65
"462","2008-10-30",1.65
"463","2008-10-31",1.6
"464","2008-11-03",1.72
"465","2008-11-04",1.75
"466","2008-11-05",1.69
"467","2008-11-06",1.63
"468","2008-11-07",1.6
"469","2008-11-10",1.54
"470","2008-11-11",1.36
"471","2008-11-12",1.22
"472","2008-11-13",1.25
"473","2008-11-14",1.13
"474","2008-11-17",1.12
"475","2008-11-18",1.07
"476","2008-11-19",0.98
"477","2008-11-20",0.88
"478","2008-11-21",0.96
"479","2008-11-24",1.15
"480","2008-11-25",1.42
"481","2008-11-26",1.3
"482","2008-11-28",1.43
"483","2008-12-01",1.15
"484","2008-12-02",1.3
"485","2008-12-03",1.3
"486","2008-12-04",1.3
"487","2008-12-05",1.47
"488","2008-12-08",1.37
"489","2008-12-09",1.48
"490","2008-12-10",1.43
"491","2008-12-11",1.45
"492","2008-12-12",1.52
"493","2008-12-15",1.45
"494","2008-12-16",1.66
"495","2008-12-17",1.71
"496","2008-12-18",1.73
"497","2008-12-19",1.69
"498","2008-12-22",1.49
"499","2008-12-23",1.39
"500","2008-12-24",1.35
"501","2008-12-26",1.28
"502","2008-12-29",1.24
"503","2008-12-30",1.19
"504","2008-12-31",1.37
"505","2009-01-02",1.5
"506","2009-01-05",1.65
"507","2009-01-06",1.69
"508","2009-01-07",1.68
"509","2009-01-08",1.94
"510","2009-01-09",2.05
"511","2009-01-12",2.2
"512","2009-01-13",2.06
"513","2009-01-14",1.84
"514","2009-01-15",1.82
"515","2009-01-16",2.05
"516","2009-01-20",2.02
"517","2009-01-21",2.09
"518","2009-01-22",2
"519","2009-01-23",1.85
"520","2009-01-26",1.9
"521","2009-01-27",1.86
"522","2009-01-28",2.03
"523","2009-01-29",1.93
"524","2009-01-30",1.9
"525","2009-02-02",1.81
"526","2009-02-03",1.75
"527","2009-02-04",1.73
"528","2009-02-05",1.74
"529","2009-02-06",1.8
"530","2009-02-09",1.87
"531","2009-02-10",1.73
"532","2009-02-11",1.74
"533","2009-02-12",1.75
"534","2009-02-13",1.7
"535","2009-02-17",1.69
"536","2009-02-18",1.62
"537","2009-02-19",1.56
"538","2009-02-20",1.48
"539","2009-02-23",1.48
"540","2009-02-24",1.56
"541","2009-02-25",1.29
"542","2009-02-26",1.31
"543","2009-02-27",1.28
"544","2009-03-02",1.2
"545","2009-03-03",1.25
"546","2009-03-04",1.35
"547","2009-03-05",1.19
"548","2009-03-06",1.19
"549","2009-03-09",1.2
"550","2009-03-10",1.2
"551","2009-03-11",1.19
"552","2009-03-12",1.25
"553","2009-03-13",1.35
"554","2009-03-16",1.26
"555","2009-03-17",1.38
"556","2009-03-18",1.33
"557","2009-03-19",1.2
"558","2009-03-20",1.16
"559","2009-03-23",1.33
"560","2009-03-24",1.52
"561","2009-03-25",1.67
"562","2009-03-26",2.23
"563","2009-03-27",2.07
"564","2009-03-30",2.12
"565","2009-03-31",2.19
"566","2009-04-01",2.25
"567","2009-04-02",1.7
"568","2009-04-03",1.93
"569","2009-04-06",1.92
"570","2009-04-07",1.72
"571","2009-04-08",1.88
"572","2009-04-09",1.84
"573","2009-04-13",1.77
"574","2009-04-14",1.75
"575","2009-04-15",1.78
"576","2009-04-16",1.91
"577","2009-04-17",2.05
"578","2009-04-20",1.85
"579","2009-04-21",1.85
"580","2009-04-22",1.8
"581","2009-04-23",1.75
"582","2009-04-24",2.21
"583","2009-04-27",3.88
"584","2009-04-28",4.18
"585","2009-04-29",3.75
"586","2009-04-30",3.96
"587","2009-05-01",3.75
"588","2009-05-04",3.08
"589","2009-05-05",3.23
"590","2009-05-06",3.16
"591","2009-05-07",3.18
"592","2009-05-08",2.95
"593","2009-05-11",2.6
"594","2009-05-12",2.61
"595","2009-05-13",2.46
"596","2009-05-14",2.42
"597","2009-05-15",3.19
"598","2009-05-18",3.78
"599","2009-05-19",3.7
"600","2009-05-20",3.63
"601","2009-05-21",3.71
"602","2009-05-22",3.69
"603","2009-05-26",4.15
"604","2009-05-27",4.6
"605","2009-05-28",4.28
"606","2009-05-29",4.02
"607","2009-06-01",3.85
"608","2009-06-02",4.09
"609","2009-06-03",4
"610","2009-06-04",4.13
"611","2009-06-05",4.18
"612","2009-06-08",4.07
"613","2009-06-09",4.09
"614","2009-06-10",4.09
"615","2009-06-11",4.52
"616","2009-06-12",4.47
"617","2009-06-15",4.4
"618","2009-06-16",4.3
"619","2009-06-17",4.1
"620","2009-06-18",3.9
"621","2009-06-19",4.03
"622","2009-06-22",3.8
"623","2009-06-23",3.61
"624","2009-06-24",3.85
"625","2009-06-25",3.93
"626","2009-06-26",4.34
"627","2009-06-29",4.16
"628","2009-06-30",4.03
"629","2009-07-01",4.04
"630","2009-07-02",4.1
"631","2009-07-06",4.2
"632","2009-07-07",3.93
"633","2009-07-08",3.74
"634","2009-07-09",3.66
"635","2009-07-10",3.83
"636","2009-07-13",3.95
"637","2009-07-14",4.01
"638","2009-07-15",4.04
"639","2009-07-16",4.22
"640","2009-07-17",5.95
"641","2009-07-20",6.21
"642","2009-07-21",7.58
"643","2009-07-22",7.89
"644","2009-07-23",8.58
"645","2009-07-24",9.49
"646","2009-07-27",10.95
"647","2009-07-28",10.77
"648","2009-07-29",10.24
"649","2009-07-30",9.37
"650","2009-07-31",9.2
"651","2009-08-03",9.28
"652","2009-08-04",9.69
"653","2009-08-05",9.6
"654","2009-08-06",8.79
"655","2009-08-07",9.24
"656","2009-08-10",9.4
"657","2009-08-11",9.14
"658","2009-08-12",9.78
"659","2009-08-13",9.66
"660","2009-08-14",10.1
"661","2009-08-17",9.51
"662","2009-08-18",9.81
"663","2009-08-19",10.04
"664","2009-08-20",10.09
"665","2009-08-21",10.05
"666","2009-08-24",12.6
"667","2009-08-25",12.44
"668","2009-08-26",12.8
"669","2009-08-27",12.03
"670","2009-08-28",12.58
"671","2009-08-31",12.47
"672","2009-09-01",11.54
"673","2009-09-02",11.02
"674","2009-09-03",11.32
"675","2009-09-04",11.4
"676","2009-09-08",10.45
"677","2009-09-09",10.88
"678","2009-09-10",10.87
"679","2009-09-11",10.67
"680","2009-09-14",10.73
"681","2009-09-15",11.67
"682","2009-09-16",10.84
"683","2009-09-17",9.83
"684","2009-09-18",10.02
"685","2009-09-21",9.5
"686","2009-09-22",9.1
"687","2009-09-23",9.14
"688","2009-09-24",8.36
"689","2009-09-25",8.25
"690","2009-09-28",8.32
"691","2009-09-29",8.18
"692","2009-09-30",8.24
"693","2009-10-01",7.72
"694","2009-10-02",8.29
"695","2009-10-05",8.29
"696","2009-10-06",8.25
"697","2009-10-07",8.22
"698","2009-10-08",8.06
"699","2009-10-09",8.76
"700","2009-10-12",8.31
"701","2009-10-13",8.92
"702","2009-10-14",9.16
"703","2009-10-15",9.47
"704","2009-10-16",9.41
"705","2009-10-19",9.77
"706","2009-10-20",9.2
"707","2009-10-21",9.55
"708","2009-10-22",9.85
"709","2009-10-23",9.66
"710","2009-10-26",10.94
"711","2009-10-27",10.55
"712","2009-10-28",9.18
"713","2009-10-29",9.12
"714","2009-10-30",8.93
"715","2009-11-02",9.44
"716","2009-11-03",9.31
"717","2009-11-04",10.1
"718","2009-11-05",11.39
"719","2009-11-06",11.28
"720","2009-11-09",10.99
"721","2009-11-10",11.79
"722","2009-11-11",12.17
"723","2009-11-12",12.09
"724","2009-11-13",12.3
"725","2009-11-16",12.32
"726","2009-11-17",11.17
"727","2009-11-18",10.84
"728","2009-11-19",10.4
"729","2009-11-20",9.55
"730","2009-11-23",8.9
"731","2009-11-24",8.97
"732","2009-11-25",8.67
"733","2009-11-27",8.16
"734","2009-11-30",8.11
"735","2009-12-01",8.28
"736","2009-12-02",8.15
"737","2009-12-03",7.81
"738","2009-12-04",7.57
"739","2009-12-07",7.05
"740","2009-12-08",6.7
"741","2009-12-09",7.03
"742","2009-12-10",6.83
"743","2009-12-11",6.7
"744","2009-12-14",6.65
"745","2009-12-15",6.77
"746","2009-12-16",6.63
"747","2009-12-17",6.16
"748","2009-12-18",5.91
"749","2009-12-21",5.88
"750","2009-12-22",6.02
"751","2009-12-23",6.14
"752","2009-12-24",6.83
"753","2009-12-28",6.69
"754","2009-12-29",6.47
"755","2009-12-30",6.44
"756","2009-12-31",6.46
"757","2010-01-04",6.8
"758","2010-01-05",7.35
"759","2010-01-06",7.47
"760","2010-01-07",7.49
"761","2010-01-08",7.85
"762","2010-01-11",8.17
"763","2010-01-12",7.98
"764","2010-01-13",8.13
"765","2010-01-14",7.97
"766","2010-01-15",8.12
"767","2010-01-19",8.16
"768","2010-01-20",7.81
"769","2010-01-21",7.1
"770","2010-01-22",6.82
"771","2010-01-25",6.75
"772","2010-01-26",6.89
"773","2010-01-27",6.79
"774","2010-01-28",6.45
"775","2010-01-29",6.84
"776","2010-02-01",7.13
"777","2010-02-02",7.29
"778","2010-02-03",7.23
"779","2010-02-04",6.99
"780","2010-02-05",6.76
"781","2010-02-08",6.55
"782","2010-02-09",6.25
"783","2010-02-10",7.39
"784","2010-02-11",7.28
"785","2010-02-12",7.26
"786","2010-02-16",7.28
"787","2010-02-17",7.16
"788","2010-02-18",6.89
"789","2010-02-19",6.9
"790","2010-02-22",6.74
"791","2010-02-23",6.55
"792","2010-02-24",6.63
"793","2010-02-25",6.51
"794","2010-02-26",6.4
"795","2010-03-01",6.68
"796","2010-03-02",7.12
"797","2010-03-03",6.77
"798","2010-03-04",6.69
"799","2010-03-05",6.89
"800","2010-03-08",6.97
"801","2010-03-09",7.01
"802","2010-03-10",7.28
"803","2010-03-11",7.45
"804","2010-03-12",7.35
"805","2010-03-15",7.15
"806","2010-03-16",7.24
"807","2010-03-17",7.28
"808","2010-03-18",7.1
"809","2010-03-19",6.73
"810","2010-03-22",6.82
"811","2010-03-23",6.89
"812","2010-03-24",6.81
"813","2010-03-25",6.66
"814","2010-03-26",6.66
"815","2010-03-29",7.1
"816","2010-03-30",6.82
"817","2010-03-31",6.57
"818","2010-04-01",6.83
"819","2010-04-05",7.24
"820","2010-04-06",7.36
"821","2010-04-07",7.66
"822","2010-04-08",7.99
"823","2010-04-09",8.19
"824","2010-04-12",8.24
"825","2010-04-13",8.07
"826","2010-04-14",8.18
"827","2010-04-15",8.05
"828","2010-04-16",7.64
"829","2010-04-19",7.45
"830","2010-04-20",7.63
"831","2010-04-21",7.43
"832","2010-04-22",7.3
"833","2010-04-23",7.36
"834","2010-04-26",7.25
"835","2010-04-27",7.03
"836","2010-04-28",7.99
"837","2010-04-29",8.29
"838","2010-04-30",7.59
"839","2010-05-03",7.89
"840","2010-05-04",7.55
"841","2010-05-05",7.62
"842","2010-05-06",7.3
"843","2010-05-07",7.12
"844","2010-05-10",7.45
"845","2010-05-11",7.29
"846","2010-05-12",7.15
"847","2010-05-13",7.01
"848","2010-05-14",7.66
"849","2010-05-17",7.63
"850","2010-05-18",7.52
"851","2010-05-19",7.62
"852","2010-05-20",7.04
"853","2010-05-21",7
"854","2010-05-24",7.26
"855","2010-05-25",7.12
"856","2010-05-26",6.88
"857","2010-05-27",7.21
"858","2010-05-28",7.08
"859","2010-06-01",6.77
"860","2010-06-02",7.01
"861","2010-06-03",7.05
"862","2010-06-04",6.76
"863","2010-06-07",6.27
"864","2010-06-08",6.07
"865","2010-06-09",6.1
"866","2010-06-10",6.26
"867","2010-06-11",6.38
"868","2010-06-14",6.41
"869","2010-06-15",6.47
"870","2010-06-16",6.59
"871","2010-06-17",6.57
"872","2010-06-18",6.53
"873","2010-06-21",6.39
"874","2010-06-22",6.12
"875","2010-06-23",5.96
"876","2010-06-24",5.82
"877","2010-06-25",5.89
"878","2010-06-28",6.38
"879","2010-06-29",6
"880","2010-06-30",5.91
"881","2010-07-01",5.75
"882","2010-07-02",5.69
"883","2010-07-06",5.42
"884","2010-07-07",5.69
"885","2010-07-08",5.85
"886","2010-07-09",5.93
"887","2010-07-12",5.82
"888","2010-07-13",6.12
"889","2010-07-14",6.11
"890","2010-07-15",5.95
"891","2010-07-16",5.54
"892","2010-07-19",5.38
"893","2010-07-20",5.69
"894","2010-07-21",5.35
"895","2010-07-22",5.56
"896","2010-07-23",5.8
"897","2010-07-26",5.97
"898","2010-07-27",5.99
"899","2010-07-28",5.71
"900","2010-07-29",5.79
"901","2010-07-30",5.97
"902","2010-08-02",5.99
"903","2010-08-03",6.05
"904","2010-08-04",6.18
"905","2010-08-05",5.84
"906","2010-08-06",5.69
"907","2010-08-09",5.54
"908","2010-08-10",5.52
"909","2010-08-11",5.05
"910","2010-08-12",5.12
"911","2010-08-13",4.98
"912","2010-08-16",5.08
"913","2010-08-17",5.14
"914","2010-08-18",5.18
"915","2010-08-19",4.95
"916","2010-08-20",4.81
"917","2010-08-23",4.78
"918","2010-08-24",4.58
"919","2010-08-25",4.67
"920","2010-08-26",4.55
"921","2010-08-27",4.82
"922","2010-08-30",4.7
"923","2010-08-31",4.73
"924","2010-09-01",5
"925","2010-09-02",5.32
"926","2010-09-03",5.36
"927","2010-09-07",5.18
"928","2010-09-08",5.18
"929","2010-09-09",5.28
"930","2010-09-10",5.37
"931","2010-09-13",5.67
"932","2010-09-14",5.29
"933","2010-09-15",5.1
"934","2010-09-16",5.16
"935","2010-09-17",5.02
"936","2010-09-20",5.11
"937","2010-09-21",5.26
"938","2010-09-22",5.14
"939","2010-09-23",4.83
"940","2010-09-24",4.75
"941","2010-09-27",4.73
"942","2010-09-28",4.82
"943","2010-09-29",4.91
"944","2010-09-30",4.94
"945","2010-10-01",5.01
"946","2010-10-04",4.88
"947","2010-10-05",4.99
"948","2010-10-06",4.93
"949","2010-10-07",4.93
"950","2010-10-08",5.02
"951","2010-10-11",5.05
"952","2010-10-12",5.09
"953","2010-10-13",5.29
"954","2010-10-14",5.19
"955","2010-10-15",5.02
"956","2010-10-18",5.11
"957","2010-10-19",4.9
"958","2010-10-20",5.02
"959","2010-10-21",5.14
"960","2010-10-22",5.19
"961","2010-10-25",5.14
"962","2010-10-26",5.12
"963","2010-10-27",4.99
"964","2010-10-28",5.09
"965","2010-10-29",4.96
"966","2010-11-01",4.85
"967","2010-11-02",4.88
"968","2010-11-03",4.97
"969","2010-11-04",5.04
"970","2010-11-05",5.25
"971","2010-11-08",5.44
"972","2010-11-09",5.08
"973","2010-11-10",5.04
"974","2010-11-11",5.04
"975","2010-11-12",4.97
"976","2010-11-15",5.03
"977","2010-11-16",4.74
"978","2010-11-17",4.66
"979","2010-11-18",4.73
"980","2010-11-19",4.96
"981","2010-11-22",4.81
"982","2010-11-23",4.85
"983","2010-11-24",4.92
"984","2010-11-26",4.83
"985","2010-11-29",4.86
"986","2010-11-30",4.94
"987","2010-12-01",5.03
"988","2010-12-02",4.92
"989","2010-12-03",4.82
"990","2010-12-06",4.92
"991","2010-12-07",4.92
"992","2010-12-08",4.87
"993","2010-12-09",4.81
"994","2010-12-10",4.94
"995","2010-12-13",4.98
"996","2010-12-14",5.13
"997","2010-12-15",5.09
"998","2010-12-16",5.22
"999","2010-12-17",5.55
"1000","2010-12-20",5.48
