"","date","XCUR"
"259","2019-06-03",2.86
"260","2019-06-04",2.82
"261","2019-06-05",2.87
"262","2019-06-06",2.8
"263","2019-06-07",2.77
"264","2019-06-10",2.77
"265","2019-06-11",2.76
"266","2019-06-12",2.75
"267","2019-06-13",2.78
"268","2019-06-14",2.78
"269","2019-06-17",2.8
"270","2019-06-18",2.8
"271","2019-06-19",2.82
"272","2019-06-20",2.89
"273","2019-06-21",2.8
"274","2019-06-24",2.8
"275","2019-06-25",2.8
"276","2019-06-26",2.8
"277","2019-06-27",2.9
"278","2019-06-28",2.8
"279","2019-07-01",2.54
"280","2019-07-02",2.5
"281","2019-07-03",2.55
"282","2019-07-05",2.5
"283","2019-07-08",2.56
"284","2019-07-09",2.63
"285","2019-07-10",2.65
"286","2019-07-11",2.53
"287","2019-07-12",2.6
"288","2019-07-15",2.6
"289","2019-07-16",2.59
"290","2019-07-17",2.48
"291","2019-07-18",2.46
"292","2019-07-19",2.46
"293","2019-07-22",2.32
"294","2019-07-23",2.315
"295","2019-07-24",2.25
"296","2019-07-25",2.2
"297","2019-07-26",2.03
"298","2019-07-29",1.85
"299","2019-07-30",1.85
"300","2019-07-31",1.85
"301","2019-08-01",1.85
"302","2019-08-02",2.95
"303","2019-08-05",2.84
"304","2019-08-06",2.31
"305","2019-08-07",2.37
"306","2019-08-08",2.55
"307","2019-08-09",2.47
"308","2019-08-12",2.52
"309","2019-08-13",2.4
"310","2019-08-14",2.52
"311","2019-08-15",2.435
"312","2019-08-16",2.73
"313","2019-08-19",2.63
"314","2019-08-20",2.41
"315","2019-08-21",2.58
"316","2019-08-22",2.66
"317","2019-08-23",2.555
"318","2019-08-26",2.36
"319","2019-08-27",2.415
"320","2019-08-28",2.28
"321","2019-08-29",2.16
"322","2019-08-30",2.4
"323","2019-09-03",2.27
"324","2019-09-04",2.31
"325","2019-09-05",2.31
"326","2019-09-06",2.28
"327","2019-09-09",2.27
"328","2019-09-10",2.4
"329","2019-09-11",2.5
"330","2019-09-12",2.57
"331","2019-09-13",2.6
"332","2019-09-16",2.62
"333","2019-09-17",2.69
"334","2019-09-18",2.85
"335","2019-09-19",2.88
"336","2019-09-20",3.1
"337","2019-09-23",2.74
"338","2019-09-24",2.79
"339","2019-09-25",2.71
"340","2019-09-26",2.66
"341","2019-09-27",2.7
"342","2019-09-30",2.53
"343","2019-10-01",2.49
"344","2019-10-02",2.47
"345","2019-10-03",2.36
"346","2019-10-04",2.41
"347","2019-10-07",2.4
"348","2019-10-08",2.35
"349","2019-10-09",2.36
"350","2019-10-10",2.35
"351","2019-10-11",2.52
"352","2019-10-14",2.68
"353","2019-10-15",2.64
"354","2019-10-16",2.79
"355","2019-10-17",2.7
"356","2019-10-18",2.81
"357","2019-10-21",2.73
"358","2019-10-22",2.81
"359","2019-10-23",2.7
"360","2019-10-24",2.74
"361","2019-10-25",2.745
"362","2019-10-28",2.53
"363","2019-10-29",2.52
"364","2019-10-30",2.63
"365","2019-10-31",2.61
"366","2019-11-01",2.655
"367","2019-11-04",2.46
"368","2019-11-05",2.525
"369","2019-11-06",2.42
"370","2019-11-07",2.62
"371","2019-11-08",2.49
"372","2019-11-11",2.45
"373","2019-11-12",2.58
"374","2019-11-13",2.46
"375","2019-11-14",2.74
"376","2019-11-15",2.47
"377","2019-11-18",2.46
"378","2019-11-19",2.6
"379","2019-11-20",2.61
"380","2019-11-21",2.65
"381","2019-11-22",2.52
"382","2019-11-25",2.71
"383","2019-11-26",2.66
"384","2019-11-27",2.87
"385","2019-11-29",3.38
"386","2019-12-02",3.05
"387","2019-12-03",3.07
"388","2019-12-04",3.02
"389","2019-12-05",2.84
"390","2019-12-06",2.89
"391","2019-12-09",2.89
"392","2019-12-10",2.99
"393","2019-12-11",3.17
"394","2019-12-12",3.65
"395","2019-12-13",3.43
"396","2019-12-16",3.39
"397","2019-12-17",3.12
"398","2019-12-18",2.96
"399","2019-12-19",2.79
"400","2019-12-20",2.8
"401","2019-12-23",2.76
"402","2019-12-24",2.81
"403","2019-12-26",2.78
"404","2019-12-27",2.78
"405","2019-12-30",2.84
"406","2019-12-31",2.86
"407","2020-01-02",2.8
"408","2020-01-03",2.83
"409","2020-01-06",2.86
"410","2020-01-07",2.8
"411","2020-01-08",2.58
"412","2020-01-09",2.57
"413","2020-01-10",2.73
"414","2020-01-13",2.59
"415","2020-01-14",2.59
"416","2020-01-15",2.64
"417","2020-01-16",2.48
"418","2020-01-17",2.49
"419","2020-01-21",2.57
"420","2020-01-22",2.64
"421","2020-01-23",2.63
"422","2020-01-24",2.43
"423","2020-01-27",2.37
"424","2020-01-28",2.46
"425","2020-01-29",2.51
"426","2020-01-30",2.53
"427","2020-01-31",2.39
"428","2020-02-03",2.43
"429","2020-02-04",2.5
"430","2020-02-05",2.54
"431","2020-02-06",2.59
"432","2020-02-07",2.54
"433","2020-02-10",2.5
"434","2020-02-11",2.5
"435","2020-02-12",2.41
"436","2020-02-13",2.39
"437","2020-02-14",2.38
"438","2020-02-18",2.32
"439","2020-02-19",2.21
"440","2020-02-20",2.13
"441","2020-02-21",2.15
"442","2020-02-24",2.12
"443","2020-02-25",2.01
"444","2020-02-26",1.96
"445","2020-02-27",1.99
"446","2020-02-28",1.95
"447","2020-03-02",1.96
"448","2020-03-03",1.97
"449","2020-03-04",2.23
"450","2020-03-05",2.15
"451","2020-03-06",2.12
"452","2020-03-09",1.89
"453","2020-03-10",1.77
"454","2020-03-11",1.66
"455","2020-03-12",1.31
"456","2020-03-13",1.19
"457","2020-03-16",1.14
"458","2020-03-17",1.25
"459","2020-03-18",1.03
"460","2020-03-19",1.04
"461","2020-03-20",1.03
"462","2020-03-23",1.08
"463","2020-03-24",1.06
"464","2020-03-25",1.2
"465","2020-03-26",1.36
"466","2020-03-27",1.32
"467","2020-03-30",1.37
"468","2020-03-31",1.48
"469","2020-04-01",1.41
"470","2020-04-02",1.35
"471","2020-04-03",1.36
"472","2020-04-06",1.41
"473","2020-04-07",1.61
"474","2020-04-08",1.83
"475","2020-04-09",1.95
"476","2020-04-13",1.99
"477","2020-04-14",1.94
"478","2020-04-15",1.91
"479","2020-04-16",1.95
"480","2020-04-17",2.05
"481","2020-04-20",1.98
"482","2020-04-21",2.17
"483","2020-04-22",2.15
"484","2020-04-23",2.2
"485","2020-04-24",2.18
"486","2020-04-27",2.16
"487","2020-04-28",2.2
"488","2020-04-29",2.17
"489","2020-04-30",2.11
"490","2020-05-01",1.87
"491","2020-05-04",2.07
"492","2020-05-05",2.25
"493","2020-05-06",2.47
"494","2020-05-07",2.38
"495","2020-05-08",2.56
"496","2020-05-11",2.66
"497","2020-05-12",2.69
"498","2020-05-13",2.47
"499","2020-05-14",2.35
"500","2020-05-15",2.43
"501","2020-05-18",2.69
"502","2020-05-19",2.69
"503","2020-05-20",2.77
"504","2020-05-21",2.75
"505","2020-05-22",2.77
"506","2020-05-26",2.66
"507","2020-05-27",2.58
"508","2020-05-28",2.67
"509","2020-05-29",2.77
"510","2020-06-01",2.79
"511","2020-06-02",2.73
"512","2020-06-03",2.72
"513","2020-06-04",2.79
"514","2020-06-05",2.96
"515","2020-06-08",3.1
"516","2020-06-09",3
"517","2020-06-10",3.15
"518","2020-06-11",2.59
"519","2020-06-12",2.75
"520","2020-06-15",2.84
"521","2020-06-16",2.93
"522","2020-06-17",2.8
"523","2020-06-18",2.68
"524","2020-06-19",2.98
"525","2020-06-22",2.6
"526","2020-06-23",2.82
"527","2020-06-24",2.78
"528","2020-06-25",2.92
"529","2020-06-26",2.68
"530","2020-06-29",2.5
"531","2020-06-30",2.44
"532","2020-07-01",2.4
"533","2020-07-02",2.48
"534","2020-07-06",2.505
"535","2020-07-07",2.38
"536","2020-07-08",2.37
"537","2020-07-09",2.27
"538","2020-07-10",2.38
"539","2020-07-13",2.25
"540","2020-07-14",2.35
"541","2020-07-15",2.46
"542","2020-07-16",2.48
"543","2020-07-17",2.41
"544","2020-07-20",2.53
"545","2020-07-21",2.57
"546","2020-07-22",2.46
"547","2020-07-23",2.35
"548","2020-07-24",2.31
"549","2020-07-27",2.27
"550","2020-07-28",2.28
"551","2020-07-29",2.33
"552","2020-07-30",2.28
"553","2020-07-31",2.24
"554","2020-08-03",2.31
"555","2020-08-04",2.33
"556","2020-08-05",2.38
"557","2020-08-06",2.31
"558","2020-08-07",2.4
"559","2020-08-10",2.39
"560","2020-08-11",2.32
"561","2020-08-12",2.3
"562","2020-08-13",2.23
"563","2020-08-14",2.3
"564","2020-08-17",2.34
"565","2020-08-18",2.28
"566","2020-08-19",2.27
"567","2020-08-20",2.28
"568","2020-08-21",2.12
"569","2020-08-24",2.03
"570","2020-08-25",2.09
"571","2020-08-26",2.15
"572","2020-08-27",2.11
"573","2020-08-28",2.115
"574","2020-08-31",1.99
"575","2020-09-01",1.96
"576","2020-09-02",2.01
"577","2020-09-03",1.91
"578","2020-09-04",1.89
"579","2020-09-08",1.89
"580","2020-09-09",1.89
"581","2020-09-10",1.96
"582","2020-09-11",1.83
"583","2020-09-14",1.99
"584","2020-09-15",2.01
"585","2020-09-16",2.045
"586","2020-09-17",2.03
"587","2020-09-18",2.05
"588","2020-09-21",1.91
"589","2020-09-22",1.92
"590","2020-09-23",1.85
"591","2020-09-24",1.8
"592","2020-09-25",1.75
"593","2020-09-28",1.73
"594","2020-09-29",1.74
"595","2020-09-30",1.75
"596","2020-10-01",1.72
"597","2020-10-02",1.67
"598","2020-10-05",1.69
"599","2020-10-06",1.6
"600","2020-10-07",1.65
"601","2020-10-08",1.94
"602","2020-10-09",1.91
"603","2020-10-12",1.86
"604","2020-10-13",1.9
"605","2020-10-14",1.85
"606","2020-10-15",1.93
"607","2020-10-16",1.98
"608","2020-10-19",1.86
"609","2020-10-20",1.78
"610","2020-10-21",1.69
"611","2020-10-22",1.61
"612","2020-10-23",1.67
"613","2020-10-26",1.54
"614","2020-10-27",1.58
"615","2020-10-28",1.51
"616","2020-10-29",1.5
"617","2020-10-30",1.5
"618","2020-11-02",1.52
"619","2020-11-03",1.6
"620","2020-11-04",1.6
"621","2020-11-05",1.58
"622","2020-11-06",1.55
"623","2020-11-09",1.64
"624","2020-11-10",1.82
"625","2020-11-11",1.94
"626","2020-11-12",1.76
"627","2020-11-13",1.72
"628","2020-11-16",1.72
"629","2020-11-17",1.5
"630","2020-11-18",1.51
"631","2020-11-19",1.47
"632","2020-11-20",1.45
"633","2020-11-23",1.43
"634","2020-11-24",1.4
"635","2020-11-25",1.41
"636","2020-11-27",1.6
