"","date","LOACU"
"128","2019-03-05",10.23
"129","2019-03-06",10.23
"130","2019-03-07",10.23
"131","2019-03-08",10.23
"132","2019-03-11",10.23
"133","2019-03-12",10.23
"134","2019-03-13",10.23
"135","2019-03-14",10.23
"136","2019-03-15",10.23
"137","2019-03-18",10.23
"138","2019-03-19",10.2
"139","2019-03-20",10.2
"140","2019-03-21",10.2
"141","2019-03-22",10.2
"142","2019-03-25",10.2
"143","2019-03-26",10.2
"144","2019-03-27",10.2
"145","2019-03-28",10.21
"146","2019-03-29",10.21
"147","2019-04-01",10.24
"148","2019-04-02",10.24
"149","2019-04-03",10.24
"150","2019-04-04",10.24
"151","2019-04-05",10.24
"152","2019-04-08",10.24
"153","2019-04-09",10.24
"154","2019-04-10",10.24
"155","2019-04-11",10.24
"156","2019-04-12",10.24
"157","2019-04-15",10.3
"158","2019-04-16",10.3
"159","2019-04-17",10.3
"160","2019-04-18",10.3
"161","2019-04-22",10.32
"162","2019-04-23",10.35
"163","2019-04-24",10.35
"164","2019-04-25",10.33
"165","2019-04-26",10.52
"166","2019-04-29",10.52
"167","2019-04-30",10.52
"168","2019-05-01",10.52
"169","2019-05-02",10.52
"170","2019-05-03",10.52
"171","2019-05-06",10.52
"172","2019-05-07",10.52
"173","2019-05-08",10.52
"174","2019-05-09",10.52
"175","2019-05-10",10.52
"176","2019-05-13",10.52
"177","2019-05-14",10.52
"178","2019-05-15",10.52
"179","2019-05-16",10.52
"180","2019-05-17",10.52
"181","2019-05-20",10.52
"182","2019-05-21",10.52
"183","2019-05-22",10.52
"184","2019-05-23",10.42
"185","2019-05-24",10.42
"186","2019-05-28",10.41
"187","2019-05-29",10.41
"188","2019-05-30",10.41
"189","2019-05-31",10.41
"190","2019-06-03",10.41
"191","2019-06-04",10.44
"192","2019-06-05",10.44
"193","2019-06-06",10.44
"194","2019-06-07",10.45
"195","2019-06-10",10.45
"196","2019-06-11",10.45
"197","2019-06-12",10.45
"198","2019-06-13",10.45
"199","2019-06-14",10.45
"200","2019-06-17",10.32
"201","2019-06-18",10.32
"202","2019-06-19",10.32
"203","2019-06-20",10.32
"204","2019-06-21",10.32
"205","2019-06-24",10.32
"206","2019-06-25",10.32
"207","2019-06-26",10.32
"208","2019-06-27",10.32
"209","2019-06-28",10.32
"210","2019-07-01",10.32
"211","2019-07-02",10.32
"212","2019-07-03",10.32
"213","2019-07-05",10.32
"214","2019-07-08",10.32
"215","2019-07-09",10.32
"216","2019-07-10",10.32
"217","2019-07-11",10.32
"218","2019-07-12",10.32
"219","2019-07-15",10.35
"220","2019-07-16",10.35
"221","2019-07-17",10.35
"222","2019-07-18",10.35
"223","2019-07-19",10.35
"224","2019-07-22",10.35
"225","2019-07-23",10.35
"226","2019-07-24",10.36
"227","2019-07-25",10.4
"228","2019-07-26",10.4
"229","2019-07-29",10.4
"230","2019-07-30",10.4
"231","2019-07-31",10.41
"232","2019-08-01",10.41
"233","2019-08-02",10.41
"234","2019-08-05",10.41
"235","2019-08-06",10.41
"236","2019-08-07",10.4
"237","2019-08-08",10.4
"238","2019-08-09",10.4
"239","2019-08-12",10.4
"240","2019-08-13",10.4
"241","2019-08-14",10.39
"242","2019-08-15",10.39
"243","2019-08-16",10.42
"244","2019-08-19",10.42
"245","2019-08-20",10.42
"246","2019-08-21",10.42
"247","2019-08-22",10.42
"248","2019-08-23",10.42
"249","2019-08-26",10.42
"250","2019-08-27",10.42
"251","2019-08-28",10.42
"252","2019-08-29",10.42
"253","2019-08-30",10.6
"254","2019-09-03",10.6
"255","2019-09-04",10.6
"256","2019-09-05",10.6
"257","2019-09-06",10.6
"258","2019-09-09",10.55
"259","2019-09-10",10.55
"260","2019-09-11",10.57
"261","2019-09-12",10.57
"262","2019-09-13",10.57
"263","2019-09-16",10.57
"264","2019-09-17",10.57
"265","2019-09-18",10.57
"266","2019-09-19",10.57
"267","2019-09-20",10.57
"268","2019-09-23",10.57
"269","2019-09-24",10.57
"270","2019-09-25",10.57
"271","2019-09-26",10.57
"272","2019-09-27",10.57
"273","2019-09-30",10.57
"274","2019-10-01",10.57
"275","2019-10-02",10.57
"276","2019-10-03",10.57
"277","2019-10-04",10.57
"278","2019-10-07",10.57
"279","2019-10-08",10.57
"280","2019-10-09",10.57
"281","2019-10-10",10.62
"282","2019-10-11",10.62
"283","2019-10-14",10.62
"284","2019-10-15",10.62
"285","2019-10-16",10.62
"286","2019-10-17",10.62
"287","2019-10-18",10.62
"288","2019-10-21",10.62
"289","2019-10-22",10.62
"290","2019-10-23",10.62
"291","2019-10-24",10.58
"292","2019-10-25",10.58
"293","2019-10-28",10.57
"294","2019-10-29",10.57
"295","2019-10-30",10.57
"296","2019-10-31",10.57
"297","2019-11-01",10.57
"298","2019-11-04",10.57
"299","2019-11-05",10.57
"300","2019-11-06",10.57
"301","2019-11-07",10.57
"302","2019-11-08",10.57
"303","2019-11-11",10.57
"304","2019-11-12",10.57
"305","2019-11-13",10.57
"306","2019-11-14",10.57
"307","2019-11-15",10.57
"308","2019-11-18",10.57
"309","2019-11-19",10.57
"310","2019-11-20",10.57
"311","2019-11-21",10.55
"312","2019-11-22",10.55
"313","2019-11-25",10.55
"314","2019-11-26",10.55
"315","2019-11-27",10.57
"316","2019-11-29",10.57
"317","2019-12-02",10.57
"318","2019-12-03",10.57
"319","2019-12-04",10.57
"320","2019-12-05",10.57
"321","2019-12-06",10.57
"322","2019-12-09",10.57
"323","2019-12-10",10.57
"324","2019-12-11",10.57
"325","2019-12-12",10.57
"326","2019-12-13",10.5
"327","2019-12-16",10.5
"328","2019-12-17",10.5
"329","2019-12-18",10.55
"330","2019-12-19",10.25
"331","2019-12-20",10.25
"332","2019-12-23",10.36
"333","2019-12-24",10.36
"334","2019-12-26",10.36
"335","2019-12-27",10.36
"336","2019-12-30",10.36
"337","2019-12-31",10.36
"338","2020-01-02",10.36
"339","2020-01-03",10.36
"340","2020-01-06",10.36
"341","2020-01-07",10.36
"342","2020-01-08",10.36
"343","2020-01-09",10.36
"344","2020-01-10",10.36
"345","2020-01-13",10.36
"346","2020-01-14",10.65
"347","2020-01-15",10.65
"348","2020-01-16",10.65
"349","2020-01-17",10.65
"350","2020-01-21",10.65
"351","2020-01-22",10.65
"352","2020-01-23",10.65
"353","2020-01-24",10.65
"354","2020-01-27",10.65
"355","2020-01-28",10.65
"356","2020-01-29",10.65
"357","2020-01-30",10.65
"358","2020-01-31",10.65
"359","2020-02-03",10.65
"360","2020-02-04",10.65
"361","2020-02-05",10.65
"362","2020-02-06",10.65
"363","2020-02-07",10.65
"364","2020-02-10",10.65
"365","2020-02-11",10.65
"366","2020-02-12",10.65
"367","2020-02-13",10.65
"368","2020-02-14",10.65
"369","2020-02-18",10.65
"370","2020-02-19",10.65
"371","2020-02-20",10.65
"372","2020-02-21",10.65
"373","2020-02-24",10.65
"374","2020-02-25",10.65
"375","2020-02-26",10.65
"376","2020-02-27",10.65
"377","2020-02-28",10.65
"378","2020-03-02",10.65
"379","2020-03-03",10.65
"380","2020-03-04",10.65
"381","2020-03-05",10.65
"382","2020-03-06",10.65
"383","2020-03-09",10.7
"384","2020-03-10",10.7
"385","2020-03-11",10.7
"386","2020-03-12",10.7
"387","2020-03-13",10.7
"388","2020-03-16",10.7
"389","2020-03-17",10.7
"390","2020-03-18",10.7
"391","2020-03-19",10.7
"392","2020-03-20",10.7
"393","2020-03-23",10.7
"394","2020-03-24",10.7
"395","2020-03-25",10.7
"396","2020-03-26",10.7
"397","2020-03-27",10.7
"398","2020-03-30",10.7
"399","2020-03-31",10.7
"400","2020-04-01",10.7
"401","2020-04-02",10.7
"402","2020-04-03",10.7
"403","2020-04-06",10.7
"404","2020-04-07",10.6
"405","2020-04-08",10.6
"406","2020-04-09",10.6
"407","2020-04-13",10.6
"408","2020-04-14",10.6
"409","2020-04-15",10.6
"410","2020-04-16",10.6
"411","2020-04-17",10.6
"412","2020-04-20",10.6
"413","2020-04-21",10.6
"414","2020-04-22",10.6
"415","2020-04-23",10.6
"416","2020-04-24",10.6
"417","2020-04-27",10.6
"418","2020-04-28",10.6
"419","2020-04-29",10.6
"420","2020-04-30",10.6
"421","2020-05-01",10.6
"422","2020-05-04",10.6
"423","2020-05-05",10.6
"424","2020-05-06",10.6
"425","2020-05-07",10.6
"426","2020-05-08",10.6
"427","2020-05-11",10.6
"428","2020-05-12",10.6
"429","2020-05-13",10.6
"430","2020-05-14",10.6
"431","2020-05-15",10.6
"432","2020-05-18",10.6
"433","2020-05-19",10.6
"434","2020-05-20",10.6
"435","2020-05-21",10.5
"436","2020-05-22",10.4
"437","2020-05-26",10.4
"438","2020-05-27",10.4
"439","2020-05-28",10.4
"440","2020-05-29",10.4
"441","2020-06-01",10.4
"442","2020-06-02",10.4
"443","2020-06-03",10.4
"444","2020-06-04",10.4
"445","2020-06-05",10.4
"446","2020-06-08",10.4
"447","2020-06-09",10.4
"448","2020-06-10",10.4
"449","2020-06-11",10.4
"450","2020-06-12",10.4
"451","2020-06-15",10.4
"452","2020-06-16",10.4
"453","2020-06-17",10.4
"454","2020-06-18",10.4
"455","2020-06-19",10.4
"456","2020-06-22",10.4
"457","2020-06-23",10.4
"458","2020-06-24",10.4
"459","2020-06-25",10.4
"460","2020-06-26",10.4
"461","2020-06-29",10.4
"462","2020-06-30",10.4
"463","2020-07-01",10.4
"464","2020-07-02",10.4
"465","2020-07-06",10.4
"466","2020-07-07",10.4
"467","2020-07-08",10.4
"468","2020-07-09",10.4
"469","2020-07-10",10.4
"470","2020-07-13",10.4
"471","2020-07-14",10.6
"472","2020-07-15",10.6
"473","2020-07-16",10.6
"474","2020-07-17",10.6
"475","2020-07-20",10.6
"476","2020-07-21",10.6
"477","2020-07-22",10.6
"478","2020-07-23",10.6
"479","2020-07-24",10.6
"480","2020-07-27",10.6
"481","2020-07-28",10.6
"482","2020-07-29",10.6
"483","2020-07-30",10.6
"484","2020-07-31",10.6
"485","2020-08-03",10.6
"486","2020-08-04",10.6
"487","2020-08-05",10.6
"488","2020-08-06",10.6
"489","2020-08-07",10.6
"490","2020-08-10",10.6
"491","2020-08-11",10.6
"492","2020-08-12",10.6
"493","2020-08-13",10.6
"494","2020-08-14",10.6
"495","2020-08-17",10.6
"496","2020-08-18",10.6
"497","2020-08-19",10.6
"498","2020-08-20",10.6
"499","2020-08-21",10.6
"500","2020-08-24",10.6
"501","2020-08-25",10.6
"502","2020-08-26",10.6
"503","2020-08-27",10.6
"504","2020-08-28",10.6
"505","2020-08-31",10.6
"506","2020-09-01",10.6
"507","2020-09-02",10.6
"508","2020-09-03",10.6
"509","2020-09-04",10.6
"510","2020-09-08",10.6
"511","2020-09-09",10.6
"512","2020-09-10",10.6
"513","2020-09-11",10.6
"514","2020-09-14",10.6
"515","2020-09-15",10.6
"516","2020-09-16",10.6
"517","2020-09-17",10.6
"518","2020-09-18",10.6
"519","2020-09-21",10.6
"520","2020-09-22",10.6
"521","2020-09-23",10.6
"522","2020-09-24",10.6
"523","2020-09-25",10.6
"524","2020-09-28",10.6
"525","2020-09-29",10.6
"526","2020-09-30",10.6
"527","2020-10-01",10.6
"528","2020-10-02",10.6
"529","2020-10-05",10.6
"530","2020-10-06",10.6
"531","2020-10-07",10.6
"532","2020-10-08",10.6
"533","2020-10-09",10.6
"534","2020-10-12",10.6
"535","2020-10-13",10.6
"536","2020-10-14",10.6
"537","2020-10-15",10.6
"538","2020-10-16",10.6
"539","2020-10-19",10.6
"540","2020-10-20",10.6
"541","2020-10-21",10.6
"542","2020-10-22",11.6
"543","2020-10-23",11.95
"544","2020-10-26",12.77
"545","2020-10-27",12.3
"546","2020-10-28",12.28
"547","2020-10-29",12.28
"548","2020-10-30",12.28
"549","2020-11-02",12.28
"550","2020-11-03",12.6
"551","2020-11-04",12.25
"552","2020-11-05",12.2
"553","2020-11-06",12.2
"554","2020-11-09",12.05
"555","2020-11-10",12.05
"556","2020-11-11",12.05
"557","2020-11-12",12.05
"558","2020-11-13",12.05
"559","2020-11-16",12.05
"560","2020-11-17",12.05
"561","2020-11-18",12.05
"562","2020-11-19",12.05
"563","2020-11-20",12.05
"564","2020-11-23",12.05
"565","2020-11-24",12.05
"566","2020-11-25",12.05
"567","2020-11-27",12.05
