"","date","WORK"
"89","2019-10-24",20.98
"90","2019-10-25",20.459999
"91","2019-10-28",21.469999
"92","2019-10-29",22.5
"93","2019-10-30",23.25
"94","2019-10-31",22
"95","2019-11-01",21.940001
"96","2019-11-04",21.940001
"97","2019-11-05",20.75
"98","2019-11-06",20.139999
"99","2019-11-07",20.34
"100","2019-11-08",20.5
"101","2019-11-11",20.129999
"102","2019-11-12",20.700001
"103","2019-11-13",21.299999
"104","2019-11-14",21.690001
"105","2019-11-15",22.860001
"106","2019-11-18",23.110001
"107","2019-11-19",21.18
"108","2019-11-20",21.700001
"109","2019-11-21",21
"110","2019-11-22",21.17
"111","2019-11-25",22.5
"112","2019-11-26",22.09
"113","2019-11-27",22.620001
"114","2019-11-29",22.82
"115","2019-12-02",22.51
"116","2019-12-03",22.57
"117","2019-12-04",21.66
"118","2019-12-05",22.780001
"119","2019-12-06",22.5
"120","2019-12-09",23
"121","2019-12-10",22.25
"122","2019-12-11",20.75
"123","2019-12-12",20.9
"124","2019-12-13",21.389999
"125","2019-12-16",21.41
"126","2019-12-17",20.709999
"127","2019-12-18",21.129999
"128","2019-12-19",21.23
"129","2019-12-20",21.51
"130","2019-12-23",21.530001
"131","2019-12-24",21.35
"132","2019-12-26",22
"133","2019-12-27",22
"134","2019-12-30",22.209999
"135","2019-12-31",22.48
"136","2020-01-02",23.02
"137","2020-01-03",22.459999
"138","2020-01-06",23.52
"139","2020-01-07",23.83
"140","2020-01-08",23.77
"141","2020-01-09",23.17
"142","2020-01-10",23.120001
"143","2020-01-13",23.200001
"144","2020-01-14",22.280001
"145","2020-01-15",22.33
"146","2020-01-16",22.969999
"147","2020-01-17",22.459999
"148","2020-01-21",22.309999
"149","2020-01-22",22.139999
"150","2020-01-23",21.219999
"151","2020-01-24",20.59
"152","2020-01-27",20.059999
"153","2020-01-28",20.98
"154","2020-01-29",20.799999
"155","2020-01-30",20.639999
"156","2020-01-31",20.73
"157","2020-02-03",20.98
"158","2020-02-04",23.25
"159","2020-02-05",23.309999
"160","2020-02-06",22.65
"161","2020-02-07",22.99
"162","2020-02-10",26.540001
"163","2020-02-11",25.98
"164","2020-02-12",25.809999
"165","2020-02-13",26.549999
"166","2020-02-14",27.99
"167","2020-02-18",27.58
"168","2020-02-19",27.5
"169","2020-02-20",27.49
"170","2020-02-21",28.440001
"171","2020-02-24",27.92
"172","2020-02-25",26.75
"173","2020-02-26",26.610001
"174","2020-02-27",26.219999
"175","2020-02-28",27.02
"176","2020-03-02",27.209999
"177","2020-03-03",26.92
"178","2020-03-04",27.799999
"179","2020-03-05",28.389999
"180","2020-03-06",26.42
"181","2020-03-09",24.889999
"182","2020-03-10",25.059999
"183","2020-03-11",23.620001
"184","2020-03-12",21.35
"185","2020-03-13",19.59
"186","2020-03-16",17.040001
"187","2020-03-17",19.9
"188","2020-03-18",18.01
"189","2020-03-19",21.01
"190","2020-03-20",22.23
"191","2020-03-23",24.75
"192","2020-03-24",25.950001
"193","2020-03-25",25.879999
"194","2020-03-26",28.48
"195","2020-03-27",28.58
"196","2020-03-30",28.209999
"197","2020-03-31",26.84
"198","2020-04-01",25.75
"199","2020-04-02",24.26
"200","2020-04-03",24.26
"201","2020-04-06",24.309999
"202","2020-04-07",23.48
"203","2020-04-08",24.9
"204","2020-04-09",24.700001
"205","2020-04-13",24.959999
"206","2020-04-14",25.32
"207","2020-04-15",28.030001
"208","2020-04-16",29.379999
"209","2020-04-17",28.1
"210","2020-04-20",29.25
"211","2020-04-21",26.459999
"212","2020-04-22",26.16
"213","2020-04-23",26.530001
"214","2020-04-24",26.059999
"215","2020-04-27",27.309999
"216","2020-04-28",26.879999
"217","2020-04-29",27.07
"218","2020-04-30",26.690001
"219","2020-05-01",26.379999
"220","2020-05-04",27.200001
"221","2020-05-05",27.290001
"222","2020-05-06",27.629999
"223","2020-05-07",29.950001
"224","2020-05-08",31.16
"225","2020-05-11",31.26
"226","2020-05-12",31.01
"227","2020-05-13",30.200001
"228","2020-05-14",31.66
"229","2020-05-15",31.33
"230","2020-05-18",29
"231","2020-05-19",29.690001
"232","2020-05-20",31.35
"233","2020-05-21",31.639999
"234","2020-05-22",31.709999
"235","2020-05-26",32.41
"236","2020-05-27",32.110001
"237","2020-05-28",32.540001
"238","2020-05-29",35.049999
"239","2020-06-01",37.18
"240","2020-06-02",38.380001
"241","2020-06-03",39.900002
"242","2020-06-04",37.939999
"243","2020-06-05",32.560001
"244","2020-06-08",32.009998
"245","2020-06-09",31.32
"246","2020-06-10",32.470001
"247","2020-06-11",30.34
"248","2020-06-12",30.860001
"249","2020-06-15",30.870001
"250","2020-06-16",32.360001
"251","2020-06-17",32.400002
"252","2020-06-18",34.220001
"253","2020-06-19",33.130001
"254","2020-06-22",34.209999
"255","2020-06-23",34.040001
"256","2020-06-24",31.969999
"257","2020-06-25",32.82
"258","2020-06-26",32.529999
"259","2020-06-29",30.870001
"260","2020-06-30",31.09
"261","2020-07-01",31.059999
"262","2020-07-02",30.309999
"263","2020-07-06",31.120001
"264","2020-07-07",31.48
"265","2020-07-08",34.240002
"266","2020-07-09",34.02
"267","2020-07-10",33.84
"268","2020-07-13",33.419998
"269","2020-07-14",32.369999
"270","2020-07-15",32.119999
"271","2020-07-16",31.610001
"272","2020-07-17",32.110001
"273","2020-07-20",33.290001
"274","2020-07-21",32.610001
"275","2020-07-22",30.940001
"276","2020-07-23",30.35
"277","2020-07-24",29.719999
"278","2020-07-27",29.370001
"279","2020-07-28",28.75
"280","2020-07-29",28.6
"281","2020-07-30",28.77
"282","2020-07-31",29.549999
"283","2020-08-03",30.5
"284","2020-08-04",30.540001
"285","2020-08-05",30.01
"286","2020-08-06",30.09
"287","2020-08-07",28.950001
"288","2020-08-10",28.120001
"289","2020-08-11",27.610001
"290","2020-08-12",27.85
"291","2020-08-13",28.24
"292","2020-08-14",28.360001
"293","2020-08-17",28.24
"294","2020-08-18",28.41
"295","2020-08-19",28.57
"296","2020-08-20",29.98
"297","2020-08-21",29.08
"298","2020-08-24",28.290001
"299","2020-08-25",28.57
"300","2020-08-26",30.23
"301","2020-08-27",30.85
"302","2020-08-28",31.91
"303","2020-08-31",32.84
"304","2020-09-01",34.299999
"305","2020-09-02",33.650002
"306","2020-09-03",30.98
"307","2020-09-04",29.07
"308","2020-09-08",29.32
"309","2020-09-09",25.24
"310","2020-09-10",25.9
"311","2020-09-11",25.66
"312","2020-09-14",25.690001
"313","2020-09-15",25.639999
"314","2020-09-16",25.299999
"315","2020-09-17",25.299999
"316","2020-09-18",25.51
"317","2020-09-21",26.67
"318","2020-09-22",26.41
"319","2020-09-23",26.370001
"320","2020-09-24",26.59
"321","2020-09-25",27.25
"322","2020-09-28",27.07
"323","2020-09-29",26.969999
"324","2020-09-30",26.860001
"325","2020-10-01",27.92
"326","2020-10-02",27.790001
"327","2020-10-05",28.280001
"328","2020-10-06",28.450001
"329","2020-10-07",29.440001
"330","2020-10-08",29.99
"331","2020-10-09",31
"332","2020-10-12",31.790001
"333","2020-10-13",32.419998
"334","2020-10-14",32.73
"335","2020-10-15",32.57
"336","2020-10-16",32.25
"337","2020-10-19",32.25
"338","2020-10-20",30.809999
"339","2020-10-21",28.870001
"340","2020-10-22",28.620001
"341","2020-10-23",28.76
"342","2020-10-26",27.75
"343","2020-10-27",27.93
"344","2020-10-28",26.58
"345","2020-10-29",26.74
"346","2020-10-30",25.58
"347","2020-11-02",25.049999
"348","2020-11-03",25.379999
"349","2020-11-04",26.129999
"350","2020-11-05",27.450001
"351","2020-11-06",27.049999
"352","2020-11-09",25.790001
"353","2020-11-10",24.1
"354","2020-11-11",25.17
"355","2020-11-12",25.889999
"356","2020-11-13",25.75
"357","2020-11-16",26.07
"358","2020-11-17",26.74
"359","2020-11-18",26.559999
"360","2020-11-19",27.73
"361","2020-11-20",29.24
"362","2020-11-23",29.93
"363","2020-11-24",29.58
"364","2020-11-25",40.700001
"365","2020-11-27",40.669998
