"","date","FUV"
"128","2018-03-26",3.4
"129","2018-03-27",3.08
"130","2018-03-28",3.16
"131","2018-03-29",3.25
"132","2018-04-02",3.303
"133","2018-04-03",3.33
"134","2018-04-04",3.43
"135","2018-04-05",3.389
"136","2018-04-06",3.14
"137","2018-04-09",3.19
"138","2018-04-10",3.16
"139","2018-04-11",3
"140","2018-04-12",3
"141","2018-04-13",2.97
"142","2018-04-16",2.901
"143","2018-04-17",2.9
"144","2018-04-18",2.8
"145","2018-04-19",2.8
"146","2018-04-20",2.81
"147","2018-04-23",2.86
"148","2018-04-24",2.9
"149","2018-04-25",3.01
"150","2018-04-26",2.83
"151","2018-04-27",2.85
"152","2018-04-30",2.81
"153","2018-05-01",2.98
"154","2018-05-02",2.875
"155","2018-05-03",2.82
"156","2018-05-04",2.71
"157","2018-05-07",2.71
"158","2018-05-08",2.69
"159","2018-05-09",2.85
"160","2018-05-10",2.72
"161","2018-05-11",2.96
"162","2018-05-14",2.8
"163","2018-05-15",2.839
"164","2018-05-16",2.74
"165","2018-05-17",2.85
"166","2018-05-18",2.95
"167","2018-05-21",3.15
"168","2018-05-22",3.27
"169","2018-05-23",3.24
"170","2018-05-24",3.06
"171","2018-05-25",3.13
"172","2018-05-29",2.92
"173","2018-05-30",3.01
"174","2018-05-31",3.07
"175","2018-06-01",3.14
"176","2018-06-04",3.1
"177","2018-06-05",3.06
"178","2018-06-06",3.02
"179","2018-06-07",3
"180","2018-06-08",3.01
"181","2018-06-11",2.67
"182","2018-06-12",2.78
"183","2018-06-13",2.73
"184","2018-06-14",2.74
"185","2018-06-15",3.23
"186","2018-06-18",3.92
"187","2018-06-19",3.55
"188","2018-06-20",4.48
"189","2018-06-21",4
"190","2018-06-22",4.11
"191","2018-06-25",4.28
"192","2018-06-26",4.34
"193","2018-06-27",4.33
"194","2018-06-28",4.4
"195","2018-06-29",4.26
"196","2018-07-02",4.28
"197","2018-07-03",4.365
"198","2018-07-05",4.41
"199","2018-07-06",4.68
"200","2018-07-09",4.28
"201","2018-07-10",4.15
"202","2018-07-11",4.11
"203","2018-07-12",4.06
"204","2018-07-13",4.1
"205","2018-07-16",4.09
"206","2018-07-17",4.08
"207","2018-07-18",3.994
"208","2018-07-19",3.75
"209","2018-07-20",4.08
"210","2018-07-23",3.97
"211","2018-07-24",3.75
"212","2018-07-25",3.9
"213","2018-07-26",3.68
"214","2018-07-27",3.59
"215","2018-07-30",3.72
"216","2018-07-31",3.64
"217","2018-08-01",3.55
"218","2018-08-02",3.69
"219","2018-08-03",3.7
"220","2018-08-06",3.77
"221","2018-08-07",3.75
"222","2018-08-08",3.95
"223","2018-08-09",3.77
"224","2018-08-10",3.9
"225","2018-08-13",3.8
"226","2018-08-14",3.863
"227","2018-08-15",3.76
"228","2018-08-16",3.87
"229","2018-08-17",4
"230","2018-08-20",3.87
"231","2018-08-21",4.13
"232","2018-08-22",4.41
"233","2018-08-23",4.42
"234","2018-08-24",4.4
"235","2018-08-27",4.35
"236","2018-08-28",4.4
"237","2018-08-29",4.34
"238","2018-08-30",4.4
"239","2018-08-31",4.33
"240","2018-09-04",4.28
"241","2018-09-05",4.05
"242","2018-09-06",3.93
"243","2018-09-07",4.127
"244","2018-09-10",4.08
"245","2018-09-11",4.4
"246","2018-09-12",4.11
"247","2018-09-13",4.06
"248","2018-09-14",4.15
"249","2018-09-17",4.06
"250","2018-09-18",4.4
"251","2018-09-19",4.25
"252","2018-09-20",4.38
"253","2018-09-21",3.92
"254","2018-09-24",4.1
"255","2018-09-25",4.08
"256","2018-09-26",4.01
"257","2018-09-27",4.2
"258","2018-09-28",3.7
"259","2018-10-01",3.75
"260","2018-10-02",3.73
"261","2018-10-03",3.6
"262","2018-10-04",3.62
"263","2018-10-05",3.69
"264","2018-10-08",3.72
"265","2018-10-09",3.94
"266","2018-10-10",3.55
"267","2018-10-11",3.89
"268","2018-10-12",3.837
"269","2018-10-15",3.6
"270","2018-10-16",3.6
"271","2018-10-17",3.6
"272","2018-10-18",3.65
"273","2018-10-19",3.59
"274","2018-10-22",3.65
"275","2018-10-23",3.5
"276","2018-10-24",3.61
"277","2018-10-25",3.35
"278","2018-10-26",3.23
"279","2018-10-29",3.4
"280","2018-10-30",3.17
"281","2018-10-31",3
"282","2018-11-01",3.02
"283","2018-11-02",3.06
"284","2018-11-05",3.2
"285","2018-11-06",3.17
"286","2018-11-07",3.14
"287","2018-11-08",3.1
"288","2018-11-09",2.916
"289","2018-11-12",2.89
"290","2018-11-13",2.9
"291","2018-11-14",2.9
"292","2018-11-15",2.98
"293","2018-11-16",2.94
"294","2018-11-19",2.3
"295","2018-11-20",2.17
"296","2018-11-21",2.23
"297","2018-11-23",2.11
"298","2018-11-26",2.2
"299","2018-11-27",2.24
"300","2018-11-28",2.02
"301","2018-11-29",2.1
"302","2018-11-30",2.15
"303","2018-12-03",2.2
"304","2018-12-04",2.21
"305","2018-12-06",2.32
"306","2018-12-07",2.18
"307","2018-12-10",2.08
"308","2018-12-11",2.03
"309","2018-12-12",2
"310","2018-12-13",1.91
"311","2018-12-14",2.15
"312","2018-12-17",2.01
"313","2018-12-18",2.01
"314","2018-12-19",2.05
"315","2018-12-20",2.05
"316","2018-12-21",1.93
"317","2018-12-24",2.07
"318","2018-12-26",2.02
"319","2018-12-27",2.01
"320","2018-12-28",2.39
"321","2018-12-31",2.68
"322","2019-01-02",3.16
"323","2019-01-03",3.1
"324","2019-01-04",2.99
"325","2019-01-07",3.02
"326","2019-01-08",3.5
"327","2019-01-09",3.19
"328","2019-01-10",3.22
"329","2019-01-11",3.375
"330","2019-01-14",3.35
"331","2019-01-15",3.5
"332","2019-01-16",3.493
"333","2019-01-17",3.49
"334","2019-01-18",3.54
"335","2019-01-22",3.35
"336","2019-01-23",3.23
"337","2019-01-24",3.22
"338","2019-01-25",3.22
"339","2019-01-28",3.28
"340","2019-01-29",3.04
"341","2019-01-30",3.061
"342","2019-01-31",3.02
"343","2019-02-01",3.1
"344","2019-02-04",3.44
"345","2019-02-05",3.42
"346","2019-02-06",3.33
"347","2019-02-07",3.28
"348","2019-02-08",3.25
"349","2019-02-11",3.29
"350","2019-02-12",3.2
"351","2019-02-13",3.4
"352","2019-02-14",7.1
"353","2019-02-15",4.88
"354","2019-02-19",4.98
"355","2019-02-20",4.6
"356","2019-02-21",4.5
"357","2019-02-22",4.26
"358","2019-02-25",4.22
"359","2019-02-26",4.27
"360","2019-02-27",4.49
"361","2019-02-28",4.17
"362","2019-03-01",4.44
"363","2019-03-04",4.46
"364","2019-03-05",4.55
"365","2019-03-06",4.36
"366","2019-03-07",4.48
"367","2019-03-08",4.33
"368","2019-03-11",4.44
"369","2019-03-12",4.39
"370","2019-03-13",4.37
"371","2019-03-14",4.32
"372","2019-03-15",4.16
"373","2019-03-18",4.16
"374","2019-03-19",3.89
"375","2019-03-20",4.3
"376","2019-03-21",4.71
"377","2019-03-22",5
"378","2019-03-25",4.78
"379","2019-03-26",4.68
"380","2019-03-27",4.52
"381","2019-03-28",4.77
"382","2019-03-29",4.8
"383","2019-04-01",4.64
"384","2019-04-02",5
"385","2019-04-03",5.17
"386","2019-04-04",4.52
"387","2019-04-05",4.45
"388","2019-04-08",4.31
"389","2019-04-09",4.34
"390","2019-04-10",4.55
"391","2019-04-11",4.49
"392","2019-04-12",4.39
"393","2019-04-15",4.34
"394","2019-04-16",3.95
"395","2019-04-17",3.87
"396","2019-04-18",3.8
"397","2019-04-22",3.87
"398","2019-04-23",3.97
"399","2019-04-24",3.98
"400","2019-04-25",3.75
"401","2019-04-26",3.86
"402","2019-04-29",3.77
"403","2019-04-30",3.7
"404","2019-05-01",3.66
"405","2019-05-02",3.57
"406","2019-05-03",3.68
"407","2019-05-06",3.53
"408","2019-05-07",3.625
"409","2019-05-08",3.64
"410","2019-05-09",3.51
"411","2019-05-10",3.6
"412","2019-05-13",3.34
"413","2019-05-14",3.2
"414","2019-05-15",3.3
"415","2019-05-16",3.27
"416","2019-05-17",3.2
"417","2019-05-20",3.21
"418","2019-05-21",3.07
"419","2019-05-22",3.01
"420","2019-05-23",2.95
"421","2019-05-24",2.95
"422","2019-05-28",2.99
"423","2019-05-29",3
"424","2019-05-30",3.04
"425","2019-05-31",2.94
"426","2019-06-03",2.83
"427","2019-06-04",2.79
"428","2019-06-05",2.75
"429","2019-06-06",2.85
"430","2019-06-07",2.85
"431","2019-06-10",2.86
"432","2019-06-11",2.82
"433","2019-06-12",2.82
"434","2019-06-13",2.87
"435","2019-06-14",2.75
"436","2019-06-17",2.76
"437","2019-06-18",2.77
"438","2019-06-19",2.85
"439","2019-06-20",3.165
"440","2019-06-21",3.11
"441","2019-06-24",3.07
"442","2019-06-25",3.07
"443","2019-06-26",3.1
"444","2019-06-27",3.13
"445","2019-06-28",3.24
"446","2019-07-01",3.12
"447","2019-07-02",3.2
"448","2019-07-03",3.12
"449","2019-07-05",3.18
"450","2019-07-08",3.16
"451","2019-07-09",3.41
"452","2019-07-10",3.23
"453","2019-07-11",3.345
"454","2019-07-12",3.21
"455","2019-07-15",3.1
"456","2019-07-16",3.07
"457","2019-07-17",3.08
"458","2019-07-18",3.04
"459","2019-07-19",2.98
"460","2019-07-22",3.02
"461","2019-07-23",3.09
"462","2019-07-24",3.1
"463","2019-07-25",3.135
"464","2019-07-26",3.18
"465","2019-07-29",3.08
"466","2019-07-30",2.98
"467","2019-07-31",3.03
"468","2019-08-01",3
"469","2019-08-02",2.92
"470","2019-08-05",3.01
"471","2019-08-06",2.9
"472","2019-08-07",3
"473","2019-08-08",2.88
"474","2019-08-09",2.98
"475","2019-08-12",2.9
"476","2019-08-13",2.89
"477","2019-08-14",2.75
"478","2019-08-15",2.89
"479","2019-08-16",2.94
"480","2019-08-19",2.98
"481","2019-08-20",3.04
"482","2019-08-21",3.05
"483","2019-08-22",3.03
"484","2019-08-23",3.04
"485","2019-08-26",2.95
"486","2019-08-27",2.98
"487","2019-08-28",2.9
"488","2019-08-29",2.95
"489","2019-08-30",3.22
"490","2019-09-03",3.27
"491","2019-09-04",3.3
"492","2019-09-05",3.53
"493","2019-09-06",3.55
"494","2019-09-09",3.63
"495","2019-09-10",3.65
"496","2019-09-11",3.52
"497","2019-09-12",3.42
"498","2019-09-13",3.39
"499","2019-09-16",3.53
"500","2019-09-17",3.43
"501","2019-09-18",3.36
"502","2019-09-19",3.345
"503","2019-09-20",3.29
"504","2019-09-23",3.52
"505","2019-09-24",3.35
"506","2019-09-25",3.35
"507","2019-09-26",3.43
"508","2019-09-27",3.21
"509","2019-09-30",3.12
"510","2019-10-01",3.065
"511","2019-10-02",2.95
"512","2019-10-03",2.82
"513","2019-10-04",2.35
"514","2019-10-07",2.27
"515","2019-10-08",2.27
"516","2019-10-09",2.18
"517","2019-10-10",2.17
"518","2019-10-11",2.21
"519","2019-10-14",2.27
"520","2019-10-15",2.244
"521","2019-10-16",2.24
"522","2019-10-17",2.19
"523","2019-10-18",2.07
"524","2019-10-21",2.04
"525","2019-10-22",2.05
"526","2019-10-23",2.03
"527","2019-10-24",2.04
"528","2019-10-25",2.08
"529","2019-10-28",2.05
"530","2019-10-29",2.09
"531","2019-10-30",2.04
"532","2019-10-31",1.85
"533","2019-11-01",1.87
"534","2019-11-04",1.88
"535","2019-11-05",1.92
"536","2019-11-06",2.15
"537","2019-11-07",2
"538","2019-11-08",2.07
"539","2019-11-11",2
"540","2019-11-12",1.98
"541","2019-11-13",2.02
"542","2019-11-14",1.96
"543","2019-11-15",1.89
"544","2019-11-18",1.8
"545","2019-11-19",2.12
"546","2019-11-20",2.17
"547","2019-11-21",2.25
"548","2019-11-22",1.65
"549","2019-11-25",1.67
"550","2019-11-26",1.68
"551","2019-11-27",1.72
"552","2019-11-29",1.72
"553","2019-12-02",1.7
"554","2019-12-03",1.71
"555","2019-12-04",1.66
"556","2019-12-05",1.65
"557","2019-12-06",1.69
"558","2019-12-09",1.63
"559","2019-12-10",1.58
"560","2019-12-11",1.54
"561","2019-12-12",1.66
"562","2019-12-13",1.7
"563","2019-12-16",1.73
"564","2019-12-17",1.73
"565","2019-12-18",1.73
"566","2019-12-19",1.715
"567","2019-12-20",1.65
"568","2019-12-23",1.71
"569","2019-12-24",1.65
"570","2019-12-26",1.64
"571","2019-12-27",1.66
"572","2019-12-30",1.59
"573","2019-12-31",1.61
"574","2020-01-02",1.63
"575","2020-01-03",1.67
"576","2020-01-06",1.65
"577","2020-01-07",1.67
"578","2020-01-08",1.64
"579","2020-01-09",1.61
"580","2020-01-10",1.59
"581","2020-01-13",1.65
"582","2020-01-14",1.63
"583","2020-01-15",1.6
"584","2020-01-16",1.63
"585","2020-01-17",1.62
"586","2020-01-21",1.62
"587","2020-01-22",1.61
"588","2020-01-23",1.62
"589","2020-01-24",1.65
"590","2020-01-27",1.6
"591","2020-01-28",1.605
"592","2020-01-29",1.61
"593","2020-01-30",1.61
"594","2020-01-31",1.62
"595","2020-02-03",1.65
"596","2020-02-04",1.8
"597","2020-02-05",1.75
"598","2020-02-06",1.69
"599","2020-02-07",1.75
"600","2020-02-10",1.74
"601","2020-02-11",1.71
"602","2020-02-12",1.72
"603","2020-02-13",1.7
"604","2020-02-14",1.71
"605","2020-02-18",1.75
"606","2020-02-19",1.79
"607","2020-02-20",1.81
"608","2020-02-21",1.81
"609","2020-02-24",1.74
"610","2020-02-25",1.62
"611","2020-02-26",1.64
"612","2020-02-27",1.52
"613","2020-02-28",1.49
"614","2020-03-02",1.53
"615","2020-03-03",1.65
"616","2020-03-04",1.68
"617","2020-03-05",1.6
"618","2020-03-06",1.55
"619","2020-03-09",1.47
"620","2020-03-10",1.5
"621","2020-03-11",1.457
"622","2020-03-12",1.3
"623","2020-03-13",1.15
"624","2020-03-16",1.11
"625","2020-03-17",1.12
"626","2020-03-18",0.966
"627","2020-03-19",1.15
"628","2020-03-20",1.23
"629","2020-03-23",1.09
"630","2020-03-24",1.23
"631","2020-03-25",1.2
"632","2020-03-26",1.25
"633","2020-03-27",1.179
"634","2020-03-30",1.14
"635","2020-03-31",1.15
"636","2020-04-01",1.14
"637","2020-04-02",1.16
"638","2020-04-03",1.18
"639","2020-04-06",1.25
"640","2020-04-07",1.27
"641","2020-04-08",1.254
"642","2020-04-09",1.27
"643","2020-04-13",1.42
"644","2020-04-14",1.46
"645","2020-04-15",1.55
"646","2020-04-16",1.49
"647","2020-04-17",1.51
"648","2020-04-20",1.77
"649","2020-04-21",1.57
"650","2020-04-22",1.608
"651","2020-04-23",1.6
"652","2020-04-24",1.75
"653","2020-04-27",2.54
"654","2020-04-28",2.335
"655","2020-04-29",2.36
"656","2020-04-30",2.11
"657","2020-05-01",1.97
"658","2020-05-04",2.19
"659","2020-05-05",2.17
"660","2020-05-06",2.41
"661","2020-05-07",2.3
"662","2020-05-08",2.38
"663","2020-05-11",2.47
"664","2020-05-12",2.35
"665","2020-05-13",2.25
"666","2020-05-14",2.2
"667","2020-05-15",2.21
"668","2020-05-18",2.33
"669","2020-05-19",2.3
"670","2020-05-20",2.29
"671","2020-05-21",2.25
"672","2020-05-22",2.27
"673","2020-05-26",2.29
"674","2020-05-27",2.3
"675","2020-05-28",2.27
"676","2020-05-29",2.27
"677","2020-06-01",2.41
"678","2020-06-02",2.42
"679","2020-06-03",2.44
"680","2020-06-04",2.65
"681","2020-06-05",2.72
"682","2020-06-08",2.62
"683","2020-06-09",3.31
"684","2020-06-10",3.47
"685","2020-06-11",2.96
"686","2020-06-12",3.11
"687","2020-06-15",3.37
"688","2020-06-16",3.45
"689","2020-06-17",3.45
"690","2020-06-18",3.57
"691","2020-06-19",3.57
"692","2020-06-22",3.95
"693","2020-06-23",4.26
"694","2020-06-24",4.45
"695","2020-06-25",4.43
"696","2020-06-26",4.37
"697","2020-06-29",5.53
"698","2020-06-30",5.32
"699","2020-07-01",5.45
"700","2020-07-02",6.82
"701","2020-07-06",7.2
"702","2020-07-07",7.68
"703","2020-07-08",7.98
"704","2020-07-09",7.46
"705","2020-07-10",7.1
"706","2020-07-13",5.38
"707","2020-07-14",6.31
"708","2020-07-15",6.25
"709","2020-07-16",6.15
"710","2020-07-17",5.75
"711","2020-07-20",5.95
"712","2020-07-21",6.02
"713","2020-07-22",6.09
"714","2020-07-23",5.88
"715","2020-07-24",5.89
"716","2020-07-27",5.56
"717","2020-07-28",5.63
"718","2020-07-29",5.72
"719","2020-07-30",6.04
"720","2020-07-31",5.58
"721","2020-08-03",5.91
"722","2020-08-04",7.22
"723","2020-08-05",6.58
"724","2020-08-06",6.31
"725","2020-08-07",6.67
"726","2020-08-10",6.58
"727","2020-08-11",6.8
"728","2020-08-12",7.1
"729","2020-08-13",7.94
"730","2020-08-14",7.19
"731","2020-08-17",7.43
"732","2020-08-18",7.85
"733","2020-08-19",7.78
"734","2020-08-20",7.03
"735","2020-08-21",6.78
"736","2020-08-24",6.59
"737","2020-08-25",6.71
"738","2020-08-26",6.5
"739","2020-08-27",6.35
"740","2020-08-28",6.5
"741","2020-08-31",6.06
"742","2020-09-01",6.19
"743","2020-09-02",6.05
"744","2020-09-03",5.7
"745","2020-09-04",5.22
"746","2020-09-08",5.29
"747","2020-09-09",5.28
"748","2020-09-10",5.35
"749","2020-09-11",5.41
"750","2020-09-14",5.76
"751","2020-09-15",5.95
"752","2020-09-16",6.16
"753","2020-09-17",6.17
"754","2020-09-18",7
"755","2020-09-21",6.795
"756","2020-09-22",6.64
"757","2020-09-23",6.06
"758","2020-09-24",5.65
"759","2020-09-25",6.2
"760","2020-09-28",6.49
"761","2020-09-29",6.65
"762","2020-09-30",6.58
"763","2020-10-01",6.71
"764","2020-10-02",6.2
"765","2020-10-05",6.36
"766","2020-10-06",6.13
"767","2020-10-07",6.28
"768","2020-10-08",6.34
"769","2020-10-09",6.37
"770","2020-10-12",6.9
"771","2020-10-13",6.66
"772","2020-10-14",7.31
"773","2020-10-15",7.35
"774","2020-10-16",6.63
"775","2020-10-19",6.3
"776","2020-10-20",6.39
"777","2020-10-21",6.43
"778","2020-10-22",6.11
"779","2020-10-23",6.205
"780","2020-10-26",6.15
"781","2020-10-27",5.79
"782","2020-10-28",5.44
"783","2020-10-29",5.81
"784","2020-10-30",5.39
"785","2020-11-02",5.74
"786","2020-11-03",5.78
"787","2020-11-04",5.73
"788","2020-11-05",6.23
"789","2020-11-06",6.09
"790","2020-11-09",6.2
"791","2020-11-10",6.17
"792","2020-11-11",6.71
"793","2020-11-12",6.82
"794","2020-11-13",7.55
"795","2020-11-16",8.36
"796","2020-11-17",7.93
"797","2020-11-18",9.44
"798","2020-11-19",16
"799","2020-11-20",17.01
"800","2020-11-23",16.43
"801","2020-11-24",14.33
"802","2020-11-25",13.87
"803","2020-11-27",13.55
