"","date","CSTL"
"82","2019-11-18",28.809999
"83","2019-11-19",28.17
"84","2019-11-20",28.42
"85","2019-11-21",26.83
"86","2019-11-22",26.790001
"87","2019-11-25",27.540001
"88","2019-11-26",27.209999
"89","2019-11-27",27.049999
"90","2019-11-29",26.93
"91","2019-12-02",27.07
"92","2019-12-03",28.860001
"93","2019-12-04",29.09
"94","2019-12-05",29.43
"95","2019-12-06",30.32
"96","2019-12-09",28.66
"97","2019-12-10",29.34
"98","2019-12-11",29.35
"99","2019-12-12",26.940001
"100","2019-12-13",29.5
"101","2019-12-16",27.620001
"102","2019-12-17",25.75
"103","2019-12-18",27.23
"104","2019-12-19",27.01
"105","2019-12-20",29.32
"106","2019-12-23",30
"107","2019-12-24",29.440001
"108","2019-12-26",28.59
"109","2019-12-27",33.990002
"110","2019-12-30",35.040001
"111","2019-12-31",34.369999
"112","2020-01-02",33.82
"113","2020-01-03",33.02
"114","2020-01-06",35.529999
"115","2020-01-07",34.369999
"116","2020-01-08",33.009998
"117","2020-01-09",33.32
"118","2020-01-10",33.610001
"119","2020-01-13",33.209999
"120","2020-01-14",30.700001
"121","2020-01-15",31.969999
"122","2020-01-16",34.18
"123","2020-01-17",32.389999
"124","2020-01-21",30.870001
"125","2020-01-22",32.119999
"126","2020-01-23",30.92
"127","2020-01-24",29.889999
"128","2020-01-27",30
"129","2020-01-28",29.98
"130","2020-01-29",29.82
"131","2020-01-30",30.040001
"132","2020-01-31",30.84
"133","2020-02-03",30.26
"134","2020-02-04",30.799999
"135","2020-02-05",30.92
"136","2020-02-06",31.049999
"137","2020-02-07",30.98
"138","2020-02-10",29.940001
"139","2020-02-11",30.25
"140","2020-02-12",31.469999
"141","2020-02-13",31.73
"142","2020-02-14",31.799999
"143","2020-02-18",31.85
"144","2020-02-19",31.870001
"145","2020-02-20",33.34
"146","2020-02-21",32.41
"147","2020-02-24",30
"148","2020-02-25",27.184999
"149","2020-02-26",26.82
"150","2020-02-27",29.92
"151","2020-02-28",29.940001
"152","2020-03-02",30.799999
"153","2020-03-03",29.639999
"154","2020-03-04",30.92
"155","2020-03-05",32.509998
"156","2020-03-06",32.189999
"157","2020-03-09",29.42
"158","2020-03-10",29.360001
"159","2020-03-11",28.969999
"160","2020-03-12",25.65
"161","2020-03-13",24.07
"162","2020-03-16",23.08
"163","2020-03-17",27.450001
"164","2020-03-18",23.200001
"165","2020-03-19",24.52
"166","2020-03-20",28.1
"167","2020-03-23",25.790001
"168","2020-03-24",27.4
"169","2020-03-25",26.469999
"170","2020-03-26",28.1
"171","2020-03-27",28.27
"172","2020-03-30",28.85
"173","2020-03-31",29.809999
"174","2020-04-01",28.77
"175","2020-04-02",27.74
"176","2020-04-03",27.35
"177","2020-04-06",30.190001
"178","2020-04-07",30.57
"179","2020-04-08",28.93
"180","2020-04-09",28.049999
"181","2020-04-13",28.540001
"182","2020-04-14",29.889999
"183","2020-04-15",29.690001
"184","2020-04-16",29.950001
"185","2020-04-17",29.6
"186","2020-04-20",30.469999
"187","2020-04-21",29.24
"188","2020-04-22",27.85
"189","2020-04-23",28.969999
"190","2020-04-24",29.450001
"191","2020-04-27",28.790001
"192","2020-04-28",29.02
"193","2020-04-29",30.5
"194","2020-04-30",30.93
"195","2020-05-01",28.34
"196","2020-05-04",27.280001
"197","2020-05-05",28.35
"198","2020-05-06",28.790001
"199","2020-05-07",31.389999
"200","2020-05-08",31.5
"201","2020-05-11",32.5
"202","2020-05-12",36.880001
"203","2020-05-13",34.389999
"204","2020-05-14",35.400002
"205","2020-05-15",37.450001
"206","2020-05-18",35.650002
"207","2020-05-19",36.259998
"208","2020-05-20",37.439999
"209","2020-05-21",37.310001
"210","2020-05-22",37.93
"211","2020-05-26",37
"212","2020-05-27",38.25
"213","2020-05-28",38.18
"214","2020-05-29",38.43
"215","2020-06-01",38.599998
"216","2020-06-02",38.450001
"217","2020-06-03",36.349998
"218","2020-06-04",37.5
"219","2020-06-05",37.689999
"220","2020-06-08",37.619999
"221","2020-06-09",38.360001
"222","2020-06-10",38.549999
"223","2020-06-11",36.98
"224","2020-06-12",37.02
"225","2020-06-15",38.77
"226","2020-06-16",38.939999
"227","2020-06-17",38.869999
"228","2020-06-18",42.950001
"229","2020-06-19",42.384998
"230","2020-06-22",41.880001
"231","2020-06-23",43.009998
"232","2020-06-24",39.41
"233","2020-06-25",37.029999
"234","2020-06-26",35.09
"235","2020-06-29",36.209999
"236","2020-06-30",37.689999
"237","2020-07-01",39.119999
"238","2020-07-02",38.470001
"239","2020-07-06",39.709999
"240","2020-07-07",40.880001
"241","2020-07-08",41.990002
"242","2020-07-09",43.84
"243","2020-07-10",41.75
"244","2020-07-13",41.5
"245","2020-07-14",42.970001
"246","2020-07-15",45.099998
"247","2020-07-16",43.029999
"248","2020-07-17",42.990002
"249","2020-07-20",42.599998
"250","2020-07-21",40.82
"251","2020-07-22",40.049999
"252","2020-07-23",40.110001
"253","2020-07-24",39.040001
"254","2020-07-27",39.880001
"255","2020-07-28",39.650002
"256","2020-07-29",38.75
"257","2020-07-30",39.299999
"258","2020-07-31",38.720001
"259","2020-08-03",40.32
"260","2020-08-04",41.360001
"261","2020-08-05",42.18
"262","2020-08-06",41.650002
"263","2020-08-07",41.799999
"264","2020-08-10",41.540001
"265","2020-08-11",41.849998
"266","2020-08-12",41.880001
"267","2020-08-13",41.049999
"268","2020-08-14",41.32
"269","2020-08-17",43.669998
"270","2020-08-18",43.59
"271","2020-08-19",45.790001
"272","2020-08-20",45.52
"273","2020-08-21",45.779999
"274","2020-08-24",45.59
"275","2020-08-25",45.860001
"276","2020-08-26",45.799999
"277","2020-08-27",45.799999
"278","2020-08-28",45.560001
"279","2020-08-31",45.73
"280","2020-09-01",46.099998
"281","2020-09-02",45.82
"282","2020-09-03",46.27
"283","2020-09-04",48.049999
"284","2020-09-08",48.68
"285","2020-09-09",50.09
"286","2020-09-10",48.990002
"287","2020-09-11",48.599998
"288","2020-09-14",49.560001
"289","2020-09-15",48.48
"290","2020-09-16",48.040001
"291","2020-09-17",48.580002
"292","2020-09-18",51.040001
"293","2020-09-21",52.029999
"294","2020-09-22",51.400002
"295","2020-09-23",50.290001
"296","2020-09-24",49.75
"297","2020-09-25",49.619999
"298","2020-09-28",50
"299","2020-09-29",50.529999
"300","2020-09-30",51.450001
"301","2020-10-01",51.599998
"302","2020-10-02",51.43
"303","2020-10-05",53.189999
"304","2020-10-06",53.220001
"305","2020-10-07",53.950001
"306","2020-10-08",53.869999
"307","2020-10-09",54.860001
"308","2020-10-12",54.849998
"309","2020-10-13",54.849998
"310","2020-10-14",52.790001
"311","2020-10-15",50.790001
"312","2020-10-16",49.970001
"313","2020-10-19",49.709999
"314","2020-10-20",49.18
"315","2020-10-21",48.700001
"316","2020-10-22",51.34
"317","2020-10-23",51.84
"318","2020-10-26",50.98
"319","2020-10-27",51.240002
"320","2020-10-28",49.32
"321","2020-10-29",47.110001
"322","2020-10-30",46.43
"323","2020-11-02",46.77
"324","2020-11-03",48
"325","2020-11-04",50.43
"326","2020-11-05",52.310001
"327","2020-11-06",51.700001
"328","2020-11-09",47.779999
"329","2020-11-10",50.009998
"330","2020-11-11",52.080002
"331","2020-11-12",51.790001
"332","2020-11-13",50.360001
"333","2020-11-16",50.25
"334","2020-11-17",48.119999
"335","2020-11-18",46.209999
"336","2020-11-19",46.25
"337","2020-11-20",48.080002
"338","2020-11-23",47.150002
"339","2020-11-24",44.919998
"340","2020-11-25",43.599998
"341","2020-11-27",44.470001
