"","date","WINT"
"213","2007-11-05",29232
"214","2007-11-06",29736
"215","2007-11-07",29232
"216","2007-11-08",29232
"217","2007-11-09",27468
"218","2007-11-12",28980
"219","2007-11-13",29610
"220","2007-11-14",29736
"221","2007-11-15",28602
"222","2007-11-16",31878
"223","2007-11-19",30366
"224","2007-11-20",30366
"225","2007-11-21",30114
"226","2007-11-23",31500
"227","2007-11-26",29988
"228","2007-11-27",30870
"229","2007-11-28",33516
"230","2007-11-29",35784
"231","2007-11-30",36792
"232","2007-12-03",37044
"233","2007-12-04",35154
"234","2007-12-05",35406
"235","2007-12-06",38304
"236","2007-12-07",34776
"237","2007-12-10",33768
"238","2007-12-11",32886
"239","2007-12-12",31752
"240","2007-12-13",31500
"241","2007-12-14",31626
"242","2007-12-17",29106
"243","2007-12-18",28980
"244","2007-12-19",29988
"245","2007-12-20",29736
"246","2007-12-21",30366
"247","2007-12-24",30996
"248","2007-12-26",30870
"249","2007-12-27",29736
"250","2007-12-28",28476
"251","2007-12-31",27090
"252","2008-01-02",27846
"253","2008-01-03",27342
"254","2008-01-04",25830
"255","2008-01-07",25956
"256","2008-01-08",25956
"257","2008-01-09",25956
"258","2008-01-10",26586
"259","2008-01-11",26586
"260","2008-01-14",26460
"261","2008-01-15",26838
"262","2008-01-16",26334
"263","2008-01-17",27342
"264","2008-01-18",26712
"265","2008-01-22",25326
"266","2008-01-23",26208
"267","2008-01-24",24570
"268","2008-01-25",23688
"269","2008-01-28",22680
"270","2008-01-29",23436
"271","2008-01-30",23940
"272","2008-01-31",23940
"273","2008-02-01",24570
"274","2008-02-04",24696
"275","2008-02-05",24066
"276","2008-02-06",23562
"277","2008-02-07",25326
"278","2008-02-08",24696
"279","2008-02-11",28098
"280","2008-02-12",27720
"281","2008-02-13",29988
"282","2008-02-14",28728
"283","2008-02-15",28098
"284","2008-02-19",28350
"285","2008-02-20",27720
"286","2008-02-21",27090
"287","2008-02-22",26838
"288","2008-02-25",27216
"289","2008-02-26",28980
"290","2008-02-27",27720
"291","2008-02-28",27468
"292","2008-02-29",26208
"293","2008-03-03",26208
"294","2008-03-04",25578
"295","2008-03-05",25704
"296","2008-03-06",24696
"297","2008-03-07",24948
"298","2008-03-10",23688
"299","2008-03-11",25956
"300","2008-03-12",24948
"301","2008-03-13",25704
"302","2008-03-14",26964
"303","2008-03-17",25074
"304","2008-03-18",27090
"305","2008-03-19",29988
"306","2008-03-20",30870
"307","2008-03-24",29988
"308","2008-03-25",30114
"309","2008-03-26",29736
"310","2008-03-27",29988
"311","2008-03-28",29484
"312","2008-03-31",29610
"313","2008-04-01",29736
"314","2008-04-02",29484
"315","2008-04-03",29610
"316","2008-04-04",29862
"317","2008-04-07",30114
"318","2008-04-08",29484
"319","2008-04-09",29358
"320","2008-04-10",29736
"321","2008-04-11",28854
"322","2008-04-14",28980
"323","2008-04-15",29358
"324","2008-04-16",29862
"325","2008-04-17",30492
"326","2008-04-18",31500
"327","2008-04-21",33516
"328","2008-04-22",33138
"329","2008-04-23",33264
"330","2008-04-24",34272
"331","2008-04-25",34524
"332","2008-04-28",36540
"333","2008-04-29",30744
"334","2008-04-30",36162
"335","2008-05-01",36540
"336","2008-05-02",18270
"337","2008-05-05",23940
"338","2008-05-06",22680
"339","2008-05-07",20790
"340","2008-05-08",22176
"341","2008-05-09",22428
"342","2008-05-12",22932
"343","2008-05-13",22428
"344","2008-05-14",22806
"345","2008-05-15",22806
"346","2008-05-16",22428
"347","2008-05-19",22680
"348","2008-05-20",22680
"349","2008-05-21",22176
"350","2008-05-22",22302
"351","2008-05-23",21420
"352","2008-05-27",22428
"353","2008-05-28",22428
"354","2008-05-29",23436
"355","2008-05-30",23562
"356","2008-06-02",23184
"357","2008-06-03",22932
"358","2008-06-04",22932
"359","2008-06-05",23310
"360","2008-06-06",23310
"361","2008-06-09",22806
"362","2008-06-10",24318
"363","2008-06-11",25578
"364","2008-06-12",26082
"365","2008-06-13",28098
"366","2008-06-16",28728
"367","2008-06-17",27342
"368","2008-06-18",27216
"369","2008-06-19",21420
"370","2008-06-20",22050
"371","2008-06-23",20916
"372","2008-06-24",20916
"373","2008-06-25",21672
"374","2008-06-26",20664
"375","2008-06-27",21672
"376","2008-06-30",20790
"377","2008-07-01",20160
"378","2008-07-02",19530
"379","2008-07-03",19530
"380","2008-07-07",18648
"381","2008-07-08",19782
"382","2008-07-09",19656
"383","2008-07-10",20160
"384","2008-07-11",20286
"385","2008-07-14",19908
"386","2008-07-15",19782
"387","2008-07-16",20664
"388","2008-07-17",21294
"389","2008-07-18",22428
"390","2008-07-21",22554
"391","2008-07-22",21798
"392","2008-07-23",21798
"393","2008-07-24",21168
"394","2008-07-25",21672
"395","2008-07-28",20664
"396","2008-07-29",21924
"397","2008-07-30",21672
"398","2008-07-31",22428
"399","2008-08-01",22932
"400","2008-08-04",22554
"401","2008-08-05",22554
"402","2008-08-06",22806
"403","2008-08-07",21294
"404","2008-08-08",22680
"405","2008-08-11",23310
"406","2008-08-12",23184
"407","2008-08-13",23562
"408","2008-08-14",23814
"409","2008-08-15",23688
"410","2008-08-18",23814
"411","2008-08-19",23436
"412","2008-08-20",23562
"413","2008-08-21",23310
"414","2008-08-22",23436
"415","2008-08-25",23814
"416","2008-08-26",24570
"417","2008-08-27",24696
"418","2008-08-28",25074
"419","2008-08-29",25200
"420","2008-09-02",25452
"421","2008-09-03",26712
"422","2008-09-04",26334
"423","2008-09-05",26334
"424","2008-09-08",25830
"425","2008-09-09",24948
"426","2008-09-10",25578
"427","2008-09-11",25452
"428","2008-09-12",25578
"429","2008-09-15",24192
"430","2008-09-16",24318
"431","2008-09-17",22176
"432","2008-09-18",23940
"433","2008-09-19",26712
"434","2008-09-22",25074
"435","2008-09-23",24822
"436","2008-09-24",23310
"437","2008-09-25",24318
"438","2008-09-26",24318
"439","2008-09-29",22176
"440","2008-09-30",23562
"441","2008-10-01",23184
"442","2008-10-02",22932
"443","2008-10-03",21924
"444","2008-10-06",21042
"445","2008-10-07",20160
"446","2008-10-08",19404
"447","2008-10-09",17766
"448","2008-10-10",19404
"449","2008-10-13",23940
"450","2008-10-14",21672
"451","2008-10-15",19152
"452","2008-10-16",21168
"453","2008-10-17",20538
"454","2008-10-20",21672
"455","2008-10-21",21168
"456","2008-10-22",20286
"457","2008-10-23",21168
"458","2008-10-24",21294
"459","2008-10-27",20286
"460","2008-10-28",20790
"461","2008-10-29",23940
"462","2008-10-30",24696
"463","2008-10-31",23058
"464","2008-11-03",23562
"465","2008-11-04",23058
"466","2008-11-05",22554
"467","2008-11-06",22176
"468","2008-11-07",22932
"469","2008-11-10",17262
"470","2008-11-11",16002
"471","2008-11-12",13986
"472","2008-11-13",14490
"473","2008-11-14",12726
"474","2008-11-17",12852
"475","2008-11-18",12600
"476","2008-11-19",11592
"477","2008-11-20",10332
"478","2008-11-21",11592
"479","2008-11-24",11718
"480","2008-11-25",11214
"481","2008-11-26",11844
"482","2008-11-28",12474
"483","2008-12-01",10080
"484","2008-12-02",12474
"485","2008-12-03",12348
"486","2008-12-04",11592
"487","2008-12-05",12978
"488","2008-12-08",13608
"489","2008-12-09",14742
"490","2008-12-10",15120
"491","2008-12-11",14616
"492","2008-12-12",15246
"493","2008-12-15",14238
"494","2008-12-16",15120
"495","2008-12-17",15372
"496","2008-12-18",14742
"497","2008-12-19",14994
"498","2008-12-22",14994
"499","2008-12-23",14490
"500","2008-12-24",14364
"501","2008-12-26",14868
"502","2008-12-29",14364
"503","2008-12-30",13986
"504","2008-12-31",14112
"505","2009-01-02",15120
"506","2009-01-05",14868
"507","2009-01-06",14868
"508","2009-01-07",14868
"509","2009-01-08",15624
"510","2009-01-09",14742
"511","2009-01-12",14868
"512","2009-01-13",14742
"513","2009-01-14",14490
"514","2009-01-15",14616
"515","2009-01-16",14742
"516","2009-01-20",14112
"517","2009-01-21",14364
"518","2009-01-22",14238
"519","2009-01-23",13986
"520","2009-01-26",14238
"521","2009-01-27",14742
"522","2009-01-28",14868
"523","2009-01-29",14616
"524","2009-01-30",14238
"525","2009-02-02",14490
"526","2009-02-03",17136
"527","2009-02-04",17136
"528","2009-02-05",18270
"529","2009-02-06",18018
"530","2009-02-09",17262
"531","2009-02-10",16380
"532","2009-02-11",16380
"533","2009-02-12",16380
"534","2009-02-13",16002
"535","2009-02-17",16128
"536","2009-02-18",15750
"537","2009-02-19",15624
"538","2009-02-20",14868
"539","2009-02-23",14868
"540","2009-02-24",15876
"541","2009-02-25",14742
"542","2009-02-26",14742
"543","2009-02-27",13734
"544","2009-03-02",12600
"545","2009-03-03",12600
"546","2009-03-04",14364
"547","2009-03-05",13230
"548","2009-03-06",13356
"549","2009-03-09",13860
"550","2009-03-10",15120
"551","2009-03-11",13986
"552","2009-03-12",16002
"553","2009-03-13",14742
"554","2009-03-16",14616
"555","2009-03-17",16002
"556","2009-03-18",16758
"557","2009-03-19",15498
"558","2009-03-20",14994
"559","2009-03-23",15876
"560","2009-03-24",14994
"561","2009-03-25",15120
"562","2009-03-26",15498
"563","2009-03-27",15246
"564","2009-03-30",15498
"565","2009-03-31",15372
"566","2009-04-01",16632
"567","2009-04-02",17514
"568","2009-04-03",17766
"569","2009-04-06",19656
"570","2009-04-07",21042
"571","2009-04-08",21672
"572","2009-04-09",22554
"573","2009-04-13",25074
"574","2009-04-14",27090
"575","2009-04-15",29232
"576","2009-04-16",24192
"577","2009-04-17",22680
"578","2009-04-20",11466
"579","2009-04-21",11466
"580","2009-04-22",11214
"581","2009-04-23",10332
"582","2009-04-24",11088
"583","2009-04-27",10584
"584","2009-04-28",10962
"585","2009-04-29",12096
"586","2009-04-30",10962
"587","2009-05-01",11592
"588","2009-05-04",11970
"589","2009-05-05",11592
"590","2009-05-06",11466
"591","2009-05-07",11340
"592","2009-05-08",10458
"593","2009-05-11",10584
"594","2009-05-12",10710
"595","2009-05-13",10332
"596","2009-05-14",10584
"597","2009-05-15",11466
"598","2009-05-18",13734
"599","2009-05-19",14994
"600","2009-05-20",13734
"601","2009-05-21",13104
"602","2009-05-22",13608
"603","2009-05-26",14490
"604","2009-05-27",13356
"605","2009-05-28",12852
"606","2009-05-29",13734
"607","2009-06-01",13734
"608","2009-06-02",13356
"609","2009-06-03",11718
"610","2009-06-04",11592
"611","2009-06-05",12474
"612","2009-06-08",12474
"613","2009-06-09",11970
"614","2009-06-10",12348
"615","2009-06-11",12096
"616","2009-06-12",12222
"617","2009-06-15",16002
"618","2009-06-16",13608
"619","2009-06-17",14238
"620","2009-06-18",13608
"621","2009-06-19",14112
"622","2009-06-22",13104
"623","2009-06-23",12978
"624","2009-06-24",12096
"625","2009-06-25",13482
"626","2009-06-26",14490
"627","2009-06-29",13482
"628","2009-06-30",13356
"629","2009-07-01",13230
"630","2009-07-02",6426
"631","2009-07-06",5796
"632","2009-07-07",5922
"633","2009-07-08",5544
"634","2009-07-09",5040
"635","2009-07-10",4788
"636","2009-07-13",4410
"637","2009-07-14",5292
"638","2009-07-15",5166
"639","2009-07-16",4788
"640","2009-07-17",5418
"641","2009-07-20",5292
"642","2009-07-21",5166
"643","2009-07-22",5040
"644","2009-07-23",6804
"645","2009-07-24",8442
"646","2009-07-27",7686
"647","2009-07-28",7560
"648","2009-07-29",6678
"649","2009-07-30",6426
"650","2009-07-31",6048
"651","2009-08-03",5796
"652","2009-08-04",6426
"653","2009-08-05",6048
"654","2009-08-06",6048
"655","2009-08-07",6174
"656","2009-08-10",6048
"657","2009-08-11",5796
"658","2009-08-12",6048
"659","2009-08-13",6300
"660","2009-08-14",6426
"661","2009-08-17",6174
"662","2009-08-18",6048
"663","2009-08-19",6174
"664","2009-08-20",6300
"665","2009-08-21",6300
"666","2009-08-24",6426
"667","2009-08-25",6426
"668","2009-08-26",6300
"669","2009-08-27",6426
"670","2009-08-28",6174
"671","2009-08-31",6300
"672","2009-09-01",5922
"673","2009-09-02",6048
"674","2009-09-03",6174
"675","2009-09-04",6174
"676","2009-09-08",6048
"677","2009-09-09",6048
"678","2009-09-10",6048
"679","2009-09-11",10836
"680","2009-09-14",13860
"681","2009-09-15",13104
"682","2009-09-16",11844
"683","2009-09-17",13482
"684","2009-09-18",13230
"685","2009-09-21",13104
"686","2009-09-22",12600
"687","2009-09-23",11970
"688","2009-09-24",12852
"689","2009-09-25",12978
"690","2009-09-28",12600
"691","2009-09-29",13986
"692","2009-09-30",17136
"693","2009-10-01",15246
"694","2009-10-02",13482
"695","2009-10-05",13986
"696","2009-10-06",13356
"697","2009-10-07",13608
"698","2009-10-08",13608
"699","2009-10-09",13986
"700","2009-10-12",13608
"701","2009-10-13",13608
"702","2009-10-14",13860
"703","2009-10-15",13482
"704","2009-10-16",12978
"705","2009-10-19",13104
"706","2009-10-20",11970
"707","2009-10-21",11340
"708","2009-10-22",10836
"709","2009-10-23",10584
"710","2009-10-26",9954
"711","2009-10-27",9198
"712","2009-10-28",8316
"713","2009-10-29",9954
"714","2009-10-30",11718
"715","2009-11-02",11214
"716","2009-11-03",10206
"717","2009-11-04",10332
"718","2009-11-05",9954
"719","2009-11-06",10206
"720","2009-11-09",10206
"721","2009-11-10",9702
"722","2009-11-11",9702
"723","2009-11-12",9702
"724","2009-11-13",9954
"725","2009-11-16",11088
"726","2009-11-17",10332
"727","2009-11-18",9702
"728","2009-11-19",9324
"729","2009-11-20",9198
"730","2009-11-23",9576
"731","2009-11-24",9198
"732","2009-11-25",9198
"733","2009-11-27",9198
"734","2009-11-30",9450
"735","2009-12-01",9576
"736","2009-12-02",9450
"737","2009-12-03",9324
"738","2009-12-04",9576
"739","2009-12-07",9198
"740","2009-12-08",8568
"741","2009-12-09",8316
"742","2009-12-10",7812
"743","2009-12-11",8442
"744","2009-12-14",9198
"745","2009-12-15",8568
"746","2009-12-16",8694
"747","2009-12-17",8316
"748","2009-12-18",8064
"749","2009-12-21",8316
"750","2009-12-22",8694
"751","2009-12-23",8442
"752","2009-12-24",8316
"753","2009-12-28",8190
"754","2009-12-29",7938
"755","2009-12-30",8064
"756","2009-12-31",7938
"757","2010-01-04",9072
"758","2010-01-05",8946
"759","2010-01-06",8568
"760","2010-01-07",8946
"761","2010-01-08",9576
"762","2010-01-11",9828
"763","2010-01-12",9828
"764","2010-01-13",9828
"765","2010-01-14",9954
"766","2010-01-15",9702
"767","2010-01-19",10332
"768","2010-01-20",10080
"769","2010-01-21",9450
"770","2010-01-22",9324
"771","2010-01-25",8946
"772","2010-01-26",9450
"773","2010-01-27",9324
"774","2010-01-28",8820
"775","2010-01-29",8694
"776","2010-02-01",8946
"777","2010-02-02",8694
"778","2010-02-03",8694
"779","2010-02-04",8190
"780","2010-02-05",8694
"781","2010-02-08",8064
"782","2010-02-09",8190
"783","2010-02-10",8190
"784","2010-02-11",8316
"785","2010-02-12",8694
"786","2010-02-16",9324
"787","2010-02-17",8946
"788","2010-02-18",6804
"789","2010-02-19",6804
"790","2010-02-22",6678
"791","2010-02-23",7056
"792","2010-02-24",6930
"793","2010-02-25",6804
"794","2010-02-26",6300
"795","2010-03-01",6678
"796","2010-03-02",6804
"797","2010-03-03",6678
"798","2010-03-04",6678
"799","2010-03-05",6804
"800","2010-03-08",6930
"801","2010-03-09",7056
"802","2010-03-10",6804
"803","2010-03-11",6930
"804","2010-03-12",6804
"805","2010-03-15",6678
"806","2010-03-16",6552
"807","2010-03-17",6552
"808","2010-03-18",6426
"809","2010-03-19",6300
"810","2010-03-22",6300
"811","2010-03-23",6426
"812","2010-03-24",6804
"813","2010-03-25",6552
"814","2010-03-26",6804
"815","2010-03-29",6804
"816","2010-03-30",6426
"817","2010-03-31",6552
"818","2010-04-01",6426
"819","2010-04-05",6678
"820","2010-04-06",6426
"821","2010-04-07",6552
"822","2010-04-08",6426
"823","2010-04-09",6804
"824","2010-04-12",7308
"825","2010-04-13",7182
"826","2010-04-14",6678
"827","2010-04-15",6930
"828","2010-04-16",6930
"829","2010-04-19",6678
"830","2010-04-20",6678
"831","2010-04-21",6678
"832","2010-04-22",6552
"833","2010-04-23",6552
"834","2010-04-26",6552
"835","2010-04-27",6552
"836","2010-04-28",6678
"837","2010-04-29",6426
"838","2010-04-30",6300
"839","2010-05-03",6426
"840","2010-05-04",6426
"841","2010-05-05",6426
"842","2010-05-06",5544
"843","2010-05-07",5922
"844","2010-05-10",5922
"845","2010-05-11",6552
"846","2010-05-12",7056
"847","2010-05-13",7056
"848","2010-05-14",6552
"849","2010-05-17",6300
"850","2010-05-18",6174
"851","2010-05-19",6426
"852","2010-05-20",6174
"853","2010-05-21",5670
"854","2010-05-24",5796
"855","2010-05-25",5670
"856","2010-05-26",5670
"857","2010-05-27",5796
"858","2010-05-28",5418
"859","2010-06-01",5544
"860","2010-06-02",5544
"861","2010-06-03",5670
"862","2010-06-04",5292
"863","2010-06-07",4914
"864","2010-06-08",5040
"865","2010-06-09",4158
"866","2010-06-10",4032
"867","2010-06-11",4284
"868","2010-06-14",4410
"869","2010-06-15",4662
"870","2010-06-16",4536
"871","2010-06-17",3150
"872","2010-06-18",3024
"873","2010-06-21",3024
"874","2010-06-22",3024
"875","2010-06-23",2898
"876","2010-06-24",2772
"877","2010-06-25",2646
"878","2010-06-28",2646
"879","2010-06-29",2394
"880","2010-06-30",2394
"881","2010-07-01",2394
"882","2010-07-02",2268
"883","2010-07-06",2268
"884","2010-07-07",2268
"885","2010-07-08",2394
"886","2010-07-09",2646
"887","2010-07-12",2646
"888","2010-07-13",2772
"889","2010-07-14",3024
"890","2010-07-15",2772
"891","2010-07-16",2646
"892","2010-07-19",2646
"893","2010-07-20",2646
"894","2010-07-21",2646
"895","2010-07-22",2898
"896","2010-07-23",2898
"897","2010-07-26",3150
"898","2010-07-27",3402
"899","2010-07-28",3150
"900","2010-07-29",3276
"901","2010-07-30",3402
"902","2010-08-02",3402
"903","2010-08-03",3906
"904","2010-08-04",3276
"905","2010-08-05",3150
"906","2010-08-06",3150
"907","2010-08-09",3402
"908","2010-08-10",3402
"909","2010-08-11",3276
"910","2010-08-12",3024
"911","2010-08-13",3150
"912","2010-08-16",3150
"913","2010-08-17",3276
"914","2010-08-18",3150
"915","2010-08-19",3150
"916","2010-08-20",3024
"917","2010-08-23",3024
"918","2010-08-24",3024
"919","2010-08-25",2898
"920","2010-08-26",2772
"921","2010-08-27",2772
"922","2010-08-30",2772
"923","2010-08-31",2898
"924","2010-09-01",2898
"925","2010-09-02",2772
"926","2010-09-03",3024
"927","2010-09-07",2898
"928","2010-09-08",2898
"929","2010-09-09",2898
"930","2010-09-10",3024
"931","2010-09-13",3024
"932","2010-09-14",2898
"933","2010-09-15",2898
"934","2010-09-16",2898
"935","2010-09-17",2898
"936","2010-09-20",2898
"937","2010-09-21",2898
"938","2010-09-22",2898
"939","2010-09-23",2772
"940","2010-09-24",2772
"941","2010-09-27",2772
"942","2010-09-28",2646
"943","2010-09-29",2772
"944","2010-09-30",2646
"945","2010-10-01",2520
"946","2010-10-04",2646
"947","2010-10-05",2646
"948","2010-10-06",2520
"949","2010-10-07",2520
"950","2010-10-08",2646
"951","2010-10-11",2646
"952","2010-10-12",2520
"953","2010-10-13",2646
"954","2010-10-14",2772
"955","2010-10-15",3024
"956","2010-10-18",2898
"957","2010-10-19",3024
"958","2010-10-20",3150
"959","2010-10-21",2898
"960","2010-10-22",2898
"961","2010-10-25",2898
"962","2010-10-26",2898
"963","2010-10-27",2772
"964","2010-10-28",2646
"965","2010-10-29",2646
"966","2010-11-01",2646
"967","2010-11-02",2646
"968","2010-11-03",2646
"969","2010-11-04",2646
"970","2010-11-05",2646
"971","2010-11-08",2898
"972","2010-11-09",2898
"973","2010-11-10",2772
"974","2010-11-11",2646
"975","2010-11-12",2646
"976","2010-11-15",2646
"977","2010-11-16",2772
"978","2010-11-17",2646
"979","2010-11-18",2646
"980","2010-11-19",2646
"981","2010-11-22",2520
"982","2010-11-23",2520
"983","2010-11-24",2520
"984","2010-11-26",2646
"985","2010-11-29",2520
"986","2010-11-30",2520
"987","2010-12-01",2520
"988","2010-12-02",2520
"989","2010-12-03",2268
"990","2010-12-06",2268
"991","2010-12-07",2142
"992","2010-12-08",2142
"993","2010-12-09",2268
"994","2010-12-10",2142
"995","2010-12-13",2142
"996","2010-12-14",2268
"997","2010-12-15",2394
"998","2010-12-16",2646
"999","2010-12-17",2646
"1000","2010-12-20",2520
"1001","2010-12-21",2520
"1002","2010-12-22",2520
"1003","2010-12-23",3024
"1004","2010-12-27",4536
"1005","2010-12-28",3309.600098
"1006","2010-12-29",3150
"1007","2010-12-30",2906.399902
"1008","2010-12-31",2797.199951
"1009","2011-01-03",2906.399902
"1010","2011-01-04",3166.800049
"1011","2011-01-05",3444
"1012","2011-01-06",3301.199951
"1013","2011-01-07",3108
"1014","2011-01-10",2805.600098
"1015","2011-01-11",2830.800049
"1016","2011-01-12",2839.199951
"1017","2011-01-13",2948.399902
"1018","2011-01-14",2864.399902
"1019","2011-01-18",2864.399902
"1020","2011-01-19",2730
"1021","2011-01-20",2679.600098
"1022","2011-01-21",2629.199951
"1023","2011-01-24",2629.199951
"1024","2011-01-25",2612.399902
"1025","2011-01-26",2704.800049
"1026","2011-01-27",2730
"1027","2011-01-28",2620.800049
"1028","2011-01-31",2629.199951
"1029","2011-02-01",2553.600098
"1030","2011-02-02",2562
"1031","2011-02-03",2368.800049
"1032","2011-02-04",2385.600098
"1033","2011-02-07",2553.600098
"1034","2011-02-08",2536.800049
"1035","2011-02-09",2520
"1036","2011-02-10",2494.800049
"1037","2011-02-11",2494.800049
"1038","2011-02-14",2503.199951
"1039","2011-02-15",2469.600098
"1040","2011-02-16",1772.400024
"1041","2011-02-17",1814.400024
"1042","2011-02-18",1814.400024
"1043","2011-02-22",1722
"1044","2011-02-23",1713.599976
"1045","2011-02-24",1680
"1046","2011-02-25",1738.800049
"1047","2011-02-28",1730.400024
"1048","2011-03-01",1730.400024
"1049","2011-03-02",1747.199951
"1050","2011-03-03",1738.800049
"1051","2011-03-04",1688.400024
"1052","2011-03-07",1680
"1053","2011-03-08",1646.400024
"1054","2011-03-09",1612.800049
"1055","2011-03-10",1554
"1056","2011-03-11",1554
"1057","2011-03-14",1512
"1058","2011-03-15",1470
"1059","2011-03-16",1470
"1060","2011-03-17",1503.599976
"1061","2011-03-18",1621.199951
