"","date","ROAD"
"115","2018-10-16",11.45
"116","2018-10-17",11
"117","2018-10-18",10.29
"118","2018-10-19",10.19
"119","2018-10-22",9.94
"120","2018-10-23",9.79
"121","2018-10-24",9.05
"122","2018-10-25",8.89
"123","2018-10-26",8.49
"124","2018-10-29",8.81
"125","2018-10-30",8.55
"126","2018-10-31",9.04
"127","2018-11-01",9.34
"128","2018-11-02",9.6
"129","2018-11-05",9.77
"130","2018-11-06",9.96
"131","2018-11-07",10.37
"132","2018-11-08",9.79
"133","2018-11-09",9.69
"134","2018-11-12",9.69
"135","2018-11-13",9.77
"136","2018-11-14",9.6
"137","2018-11-15",9.6
"138","2018-11-16",9.77
"139","2018-11-19",9.72
"140","2018-11-20",9.76
"141","2018-11-21",9.73
"142","2018-11-23",9.85
"143","2018-11-26",10.38
"144","2018-11-27",10.07
"145","2018-11-28",10.06
"146","2018-11-29",9.9
"147","2018-11-30",9.79
"148","2018-12-03",9.86
"149","2018-12-04",9.4
"150","2018-12-06",9.7
"151","2018-12-07",9
"152","2018-12-10",8.75
"153","2018-12-11",8.76
"154","2018-12-12",9.03
"155","2018-12-13",8.25
"156","2018-12-14",8.34
"157","2018-12-17",8.36
"158","2018-12-18",8.61
"159","2018-12-19",8.66
"160","2018-12-20",8.17
"161","2018-12-21",8.51
"162","2018-12-24",8.28
"163","2018-12-26",8.99
"164","2018-12-27",8.35
"165","2018-12-28",8.91
"166","2018-12-31",8.83
"167","2019-01-02",9.56
"168","2019-01-03",9.66
"169","2019-01-04",9.55
"170","2019-01-07",9.75
"171","2019-01-08",10.49
"172","2019-01-09",10.41
"173","2019-01-10",10.36
"174","2019-01-11",10.99
"175","2019-01-14",11.07
"176","2019-01-15",10.5
"177","2019-01-16",10.84
"178","2019-01-17",10.74
"179","2019-01-18",11.15
"180","2019-01-22",11.6
"181","2019-01-23",11.44
"182","2019-01-24",11.6
"183","2019-01-25",11.81
"184","2019-01-28",11.85
"185","2019-01-29",11.89
"186","2019-01-30",12
"187","2019-01-31",11.94
"188","2019-02-01",11.7
"189","2019-02-04",11.48
"190","2019-02-05",11.15
"191","2019-02-06",11.54
"192","2019-02-07",11.65
"193","2019-02-08",11.38
"194","2019-02-11",11.5
"195","2019-02-12",11.07
"196","2019-02-13",11.12
"197","2019-02-14",11.42
"198","2019-02-15",11.86
"199","2019-02-19",11.92
"200","2019-02-20",11.95
"201","2019-02-21",12.01
"202","2019-02-22",12.09
"203","2019-02-25",11.85
"204","2019-02-26",11.76
"205","2019-02-27",12.7
"206","2019-02-28",12.36
"207","2019-03-01",12.14
"208","2019-03-04",12.32
"209","2019-03-05",12.21
"210","2019-03-06",12.22
"211","2019-03-07",12.35
"212","2019-03-08",12.25
"213","2019-03-11",11.88
"214","2019-03-12",11.87
"215","2019-03-13",12.32
"216","2019-03-14",12.22
"217","2019-03-15",12.27
"218","2019-03-18",12.14
"219","2019-03-19",11.95
"220","2019-03-20",12.17
"221","2019-03-21",11.72
"222","2019-03-22",12.31
"223","2019-03-25",11.85
"224","2019-03-26",12.29
"225","2019-03-27",12.36
"226","2019-03-28",12.09
"227","2019-03-29",12.77
"228","2019-04-01",12.58
"229","2019-04-02",12.02
"230","2019-04-03",12.33
"231","2019-04-04",12.05
"232","2019-04-05",12.46
"233","2019-04-08",12.21
"234","2019-04-09",12.39
"235","2019-04-10",12.27
"236","2019-04-11",12.18
"237","2019-04-12",11.82
"238","2019-04-15",12.38
"239","2019-04-16",12.6
"240","2019-04-17",12.55
"241","2019-04-18",12.44
"242","2019-04-22",12.74
"243","2019-04-23",12.76
"244","2019-04-24",12.08
"245","2019-04-25",12.22
"246","2019-04-26",12.35
"247","2019-04-29",12.65
"248","2019-04-30",13.1
"249","2019-05-01",13.5
"250","2019-05-02",12.88
"251","2019-05-03",13.13
"252","2019-05-06",12.36
"253","2019-05-07",11.75
"254","2019-05-08",11.5
"255","2019-05-09",11.22
"256","2019-05-10",12
"257","2019-05-13",12.65
"258","2019-05-14",13.56
"259","2019-05-15",12.94
"260","2019-05-16",13.66
"261","2019-05-17",13.96
"262","2019-05-20",14.06
"263","2019-05-21",14.2
"264","2019-05-22",13.88
"265","2019-05-23",13.37
"266","2019-05-24",13.28
"267","2019-05-28",13.31
"268","2019-05-29",13.21
"269","2019-05-30",13.56
"270","2019-05-31",13.01
"271","2019-06-03",13.25
"272","2019-06-04",13.63
"273","2019-06-05",14.46
"274","2019-06-06",14.01
"275","2019-06-07",14.1
"276","2019-06-10",13.1
"277","2019-06-11",12.91
"278","2019-06-12",12.91
"279","2019-06-13",12.96
"280","2019-06-14",13.39
"281","2019-06-17",13.16
"282","2019-06-18",13.87
"283","2019-06-19",13.75
"284","2019-06-20",13.85
"285","2019-06-21",13.92
"286","2019-06-24",14
"287","2019-06-25",13.93
"288","2019-06-26",14.4
"289","2019-06-27",14.37
"290","2019-06-28",15.02
"291","2019-07-01",15.26
"292","2019-07-02",14.95
"293","2019-07-03",14.73
"294","2019-07-05",14.63
"295","2019-07-08",14.51
"296","2019-07-09",14.23
"297","2019-07-10",14.54
"298","2019-07-11",14.49
"299","2019-07-12",14.39
"300","2019-07-15",14.56
"301","2019-07-16",14.43
"302","2019-07-17",14.11
"303","2019-07-18",13.72
"304","2019-07-19",13.75
"305","2019-07-22",13.95
"306","2019-07-23",14.53
"307","2019-07-24",14.93
"308","2019-07-25",15.2
"309","2019-07-26",15.31
"310","2019-07-29",15.38
"311","2019-07-30",15.49
"312","2019-07-31",15.63
"313","2019-08-01",14.99
"314","2019-08-02",14.75
"315","2019-08-05",14.13
"316","2019-08-06",13.98
"317","2019-08-07",13.82
"318","2019-08-08",14.02
"319","2019-08-09",14.01
"320","2019-08-12",15.15
"321","2019-08-13",14.97
"322","2019-08-14",15.17
"323","2019-08-15",14.4
"324","2019-08-16",14.75
"325","2019-08-19",14.97
"326","2019-08-20",14.78
"327","2019-08-21",14.85
"328","2019-08-22",14.53
"329","2019-08-23",13.97
"330","2019-08-26",15.01
"331","2019-08-27",15.12
"332","2019-08-28",15.12
"333","2019-08-29",16.16
"334","2019-08-30",16.49
"335","2019-09-03",15.05
"336","2019-09-04",15.58
"337","2019-09-05",15.38
"338","2019-09-06",15.14
"339","2019-09-09",15.62
"340","2019-09-10",15.8
"341","2019-09-11",15.53
"342","2019-09-12",15.71
"343","2019-09-13",15.73
"344","2019-09-16",14.81
"345","2019-09-17",14.4
"346","2019-09-18",15.57
"347","2019-09-19",16.219999
"348","2019-09-20",16
"349","2019-09-23",15.9
"350","2019-09-24",15.19
"351","2019-09-25",15.44
"352","2019-09-26",15.2
"353","2019-09-27",15.25
"354","2019-09-30",15.58
"355","2019-10-01",15.72
"356","2019-10-02",15.42
"357","2019-10-03",15.91
"358","2019-10-04",16.51
"359","2019-10-07",16.48
"360","2019-10-08",15.58
"361","2019-10-09",15.6
"362","2019-10-10",15.9
"363","2019-10-11",15.75
"364","2019-10-14",15.685
"365","2019-10-15",16
"366","2019-10-16",16.16
"367","2019-10-17",16.549999
"368","2019-10-18",16.950001
"369","2019-10-21",16.91
"370","2019-10-22",16.9
"371","2019-10-23",16.67
"372","2019-10-24",16.780001
"373","2019-10-25",16.950001
"374","2019-10-28",17.139999
"375","2019-10-29",17.120001
"376","2019-10-30",17.135
"377","2019-10-31",17.120001
"378","2019-11-01",17.77
"379","2019-11-04",18.030001
"380","2019-11-05",17.73
"381","2019-11-06",17.440001
"382","2019-11-07",17.65
"383","2019-11-08",17.719999
"384","2019-11-11",17.879999
"385","2019-11-12",18.32
"386","2019-11-13",18.58
"387","2019-11-14",19.110001
"388","2019-11-15",18.950001
"389","2019-11-18",18.690001
"390","2019-11-19",18.559999
"391","2019-11-20",18.65
"392","2019-11-21",18.51
"393","2019-11-22",18.620001
"394","2019-11-25",19.02
"395","2019-11-26",19.309999
"396","2019-11-27",19.5
"397","2019-11-29",19.799999
"398","2019-12-02",19.5
"399","2019-12-03",19.120001
"400","2019-12-04",19.200001
"401","2019-12-05",19.27
"402","2019-12-06",19.91
"403","2019-12-09",20.59
"404","2019-12-10",16.73
"405","2019-12-11",17.110001
"406","2019-12-12",17.17
"407","2019-12-13",17.18
"408","2019-12-16",17.48
"409","2019-12-17",17.620001
"410","2019-12-18",17.34
"411","2019-12-19",17.719999
"412","2019-12-20",17.83
"413","2019-12-23",17.5
"414","2019-12-24",17.52
"415","2019-12-26",17.17
"416","2019-12-27",16.98
"417","2019-12-30",16.92
"418","2019-12-31",16.870001
"419","2020-01-02",16.49
"420","2020-01-03",16.68
"421","2020-01-06",16.889999
"422","2020-01-07",16.91
"423","2020-01-08",17.040001
"424","2020-01-09",16.82
"425","2020-01-10",16.91
"426","2020-01-13",16.799999
"427","2020-01-14",17.030001
"428","2020-01-15",17.190001
"429","2020-01-16",17.389999
"430","2020-01-17",17.42
"431","2020-01-21",17.4
"432","2020-01-22",17.225
"433","2020-01-23",17.055
"434","2020-01-24",17.049999
"435","2020-01-27",17.040001
"436","2020-01-28",17.059999
"437","2020-01-29",17.25
"438","2020-01-30",17.219999
"439","2020-01-31",16.780001
"440","2020-02-03",17.120001
"441","2020-02-04",17.23
"442","2020-02-05",17.74
"443","2020-02-06",17.57
"444","2020-02-07",15.8
"445","2020-02-10",16.27
"446","2020-02-11",16.809999
"447","2020-02-12",17.25
"448","2020-02-13",17.43
"449","2020-02-14",17.59
"450","2020-02-18",17.6
"451","2020-02-19",17.584999
"452","2020-02-20",17.639999
"453","2020-02-21",17.59
"454","2020-02-24",17.690001
"455","2020-02-25",17.440001
"456","2020-02-26",17.4
"457","2020-02-27",17.17
"458","2020-02-28",17.01
"459","2020-03-02",17.51
"460","2020-03-03",17.690001
"461","2020-03-04",17.719999
"462","2020-03-05",17.48
"463","2020-03-06",17.27
"464","2020-03-09",14.53
"465","2020-03-10",15.02
"466","2020-03-11",14.22
"467","2020-03-12",12.14
"468","2020-03-13",14.53
"469","2020-03-16",13.28
"470","2020-03-17",15.91
"471","2020-03-18",15.45
"472","2020-03-19",15.15
"473","2020-03-20",14.89
"474","2020-03-23",14.94
"475","2020-03-24",15.99
"476","2020-03-25",17.4
"477","2020-03-26",16.540001
"478","2020-03-27",15.07
"479","2020-03-30",15.35
"480","2020-03-31",16.889999
"481","2020-04-01",17.08
"482","2020-04-02",17.34
"483","2020-04-03",16.620001
"484","2020-04-06",16.58
"485","2020-04-07",16.99
"486","2020-04-08",17.34
"487","2020-04-09",17.76
"488","2020-04-13",16.73
"489","2020-04-14",16.719999
"490","2020-04-15",15.86
"491","2020-04-16",15.15
"492","2020-04-17",16
"493","2020-04-20",15.94
"494","2020-04-21",15.83
"495","2020-04-22",16.309999
"496","2020-04-23",16.34
"497","2020-04-24",17.129999
"498","2020-04-27",17.5
"499","2020-04-28",18.530001
"500","2020-04-29",19.6
"501","2020-04-30",18.33
"502","2020-05-01",17.209999
"503","2020-05-04",16.92
"504","2020-05-05",16.709999
"505","2020-05-06",16.469999
"506","2020-05-07",16.440001
"507","2020-05-08",16.950001
"508","2020-05-11",16.09
"509","2020-05-12",14.395
"510","2020-05-13",13.525
"511","2020-05-14",14.19
"512","2020-05-15",14.89
"513","2020-05-18",15.59
"514","2020-05-19",15.54
"515","2020-05-20",16.15
"516","2020-05-21",16.059999
"517","2020-05-22",16.07
"518","2020-05-26",17.58
"519","2020-05-27",18.23
"520","2020-05-28",17.4
"521","2020-05-29",17.700001
"522","2020-06-01",17.34
"523","2020-06-02",18.67
"524","2020-06-03",18.6
"525","2020-06-04",18.605
"526","2020-06-05",20
"527","2020-06-08",20.18
"528","2020-06-09",19.23
"529","2020-06-10",18.4
"530","2020-06-11",16.129999
"531","2020-06-12",16.9
"532","2020-06-15",17.200001
"533","2020-06-16",18
"534","2020-06-17",17.73
"535","2020-06-18",17.700001
"536","2020-06-19",17.5
"537","2020-06-22",17.610001
"538","2020-06-23",17.66
"539","2020-06-24",17.08
"540","2020-06-25",17.51
"541","2020-06-26",17.08
"542","2020-06-29",17.52
"543","2020-06-30",17.76
"544","2020-07-01",17.52
"545","2020-07-02",17.559999
"546","2020-07-06",17.68
"547","2020-07-07",16.610001
"548","2020-07-08",16.379999
"549","2020-07-09",15.74
"550","2020-07-10",16.030001
"551","2020-07-13",16.129999
"552","2020-07-14",16.290001
"553","2020-07-15",16.709999
"554","2020-07-16",16.66
"555","2020-07-17",16.940001
"556","2020-07-20",16.790001
"557","2020-07-21",16.77
"558","2020-07-22",16.76
"559","2020-07-23",16.780001
"560","2020-07-24",16.26
"561","2020-07-27",16.360001
"562","2020-07-28",15.84
"563","2020-07-29",16.030001
"564","2020-07-30",16.040001
"565","2020-07-31",16.549999
"566","2020-08-03",17.040001
"567","2020-08-04",17.65
"568","2020-08-05",18.43
"569","2020-08-06",18.65
"570","2020-08-07",19.51
"571","2020-08-10",21.299999
"572","2020-08-11",21.620001
"573","2020-08-12",20.51
"574","2020-08-13",19.92
"575","2020-08-14",19.73
"576","2020-08-17",20.25
"577","2020-08-18",19.84
"578","2020-08-19",19.809999
"579","2020-08-20",19.129999
"580","2020-08-21",18.68
"581","2020-08-24",18.75
"582","2020-08-25",17.809999
"583","2020-08-26",17.4
"584","2020-08-27",17.719999
"585","2020-08-28",18.559999
"586","2020-08-31",18.690001
"587","2020-09-01",19.209999
"588","2020-09-02",18.950001
"589","2020-09-03",18.379999
"590","2020-09-04",18.629999
"591","2020-09-08",17.940001
"592","2020-09-09",18.17
"593","2020-09-10",17.809999
"594","2020-09-11",17.77
"595","2020-09-14",17.959999
"596","2020-09-15",17.940001
"597","2020-09-16",18.59
"598","2020-09-17",17.889999
"599","2020-09-18",18.360001
"600","2020-09-21",17.469999
"601","2020-09-22",17.639999
"602","2020-09-23",17.379999
"603","2020-09-24",17.32
"604","2020-09-25",18.1
"605","2020-09-28",18.57
"606","2020-09-29",18.639999
"607","2020-09-30",18.200001
"608","2020-10-01",18.4
"609","2020-10-02",18.52
"610","2020-10-05",18.84
"611","2020-10-06",18.93
"612","2020-10-07",19.74
"613","2020-10-08",19.68
"614","2020-10-09",19.91
"615","2020-10-12",20.209999
"616","2020-10-13",20.25
"617","2020-10-14",19.879999
"618","2020-10-15",20.51
"619","2020-10-16",20.4
"620","2020-10-19",20.629999
"621","2020-10-20",21.01
"622","2020-10-21",21.42
"623","2020-10-22",21.120001
"624","2020-10-23",21.23
"625","2020-10-26",21.120001
"626","2020-10-27",20.280001
"627","2020-10-28",19.48
"628","2020-10-29",20.059999
"629","2020-10-30",20.379999
"630","2020-11-02",21.389999
"631","2020-11-03",22.41
"632","2020-11-04",21.02
"633","2020-11-05",20.5
"634","2020-11-06",20.77
"635","2020-11-09",21.68
"636","2020-11-10",22
"637","2020-11-11",24.059999
"638","2020-11-12",22.58
"639","2020-11-13",22.559999
"640","2020-11-16",26.15
"641","2020-11-17",25.6
"642","2020-11-18",26.15
"643","2020-11-19",25.58
"644","2020-11-20",25.219999
"645","2020-11-23",25.299999
"646","2020-11-24",25.950001
"647","2020-11-25",25.639999
"648","2020-11-27",25.709999
