"","date","HYRE"
"236","2019-06-05",4.26
"237","2019-06-06",4.55
"238","2019-06-07",4.51
"239","2019-06-10",4.7
"240","2019-06-11",4.59
"241","2019-06-12",4.47
"242","2019-06-13",4.58
"243","2019-06-14",4.52
"244","2019-06-17",4.65
"245","2019-06-18",4.71
"246","2019-06-19",4.82
"247","2019-06-20",4.6
"248","2019-06-21",4.63
"249","2019-06-24",4.25
"250","2019-06-25",4.05
"251","2019-06-26",4.22
"252","2019-06-27",4.05
"253","2019-06-28",4.2
"254","2019-07-01",4.17
"255","2019-07-02",4
"256","2019-07-03",3.97
"257","2019-07-05",3.89
"258","2019-07-08",3.82
"259","2019-07-09",3.87
"260","2019-07-10",3.9
"261","2019-07-11",3.22
"262","2019-07-12",3.35
"263","2019-07-15",3.23
"264","2019-07-16",3.4
"265","2019-07-17",2.93
"266","2019-07-18",3.06
"267","2019-07-19",3.33
"268","2019-07-22",3.14
"269","2019-07-23",3.1
"270","2019-07-24",3.17
"271","2019-07-25",3.06
"272","2019-07-26",3.03
"273","2019-07-29",3.07
"274","2019-07-30",3.16
"275","2019-07-31",3.19
"276","2019-08-01",3.13
"277","2019-08-02",3.27
"278","2019-08-05",3.23
"279","2019-08-06",3.09
"280","2019-08-07",3.12
"281","2019-08-08",3.12
"282","2019-08-09",3.01
"283","2019-08-12",2.91
"284","2019-08-13",2.81
"285","2019-08-14",2.69
"286","2019-08-15",3.04
"287","2019-08-16",3.12
"288","2019-08-19",3.2
"289","2019-08-20",3.35
"290","2019-08-21",3.82
"291","2019-08-22",3.34
"292","2019-08-23",3.16
"293","2019-08-26",3.27
"294","2019-08-27",3.1
"295","2019-08-28",3.02
"296","2019-08-29",2.95
"297","2019-08-30",2.93
"298","2019-09-03",2.81
"299","2019-09-04",3.04
"300","2019-09-05",3.065
"301","2019-09-06",3.14
"302","2019-09-09",3.05
"303","2019-09-10",3.18
"304","2019-09-11",3.08
"305","2019-09-12",2.85
"306","2019-09-13",2.93
"307","2019-09-16",2.88
"308","2019-09-17",2.67
"309","2019-09-18",2.59
"310","2019-09-19",2.55
"311","2019-09-20",2.63
"312","2019-09-23",2.77
"313","2019-09-24",2.6
"314","2019-09-25",2.56
"315","2019-09-26",2.47
"316","2019-09-27",2.41
"317","2019-09-30",2.5
"318","2019-10-01",2.8
"319","2019-10-02",2.6
"320","2019-10-03",2.69
"321","2019-10-04",2.73
"322","2019-10-07",2.57
"323","2019-10-08",2.53
"324","2019-10-09",2.42
"325","2019-10-10",2.29
"326","2019-10-11",2.26
"327","2019-10-14",2.2
"328","2019-10-15",2.24
"329","2019-10-16",2.23
"330","2019-10-17",2.4
"331","2019-10-18",2.24
"332","2019-10-21",2.32
"333","2019-10-22",2.38
"334","2019-10-23",2.4
"335","2019-10-24",2.63
"336","2019-10-25",2.6
"337","2019-10-28",2.65
"338","2019-10-29",2.51
"339","2019-10-30",2.5
"340","2019-10-31",2.62
"341","2019-11-01",2.6
"342","2019-11-04",2.69
"343","2019-11-05",2.53
"344","2019-11-06",2.01
"345","2019-11-07",2.14
"346","2019-11-08",2.22
"347","2019-11-11",2.18
"348","2019-11-12",2.36
"349","2019-11-13",2.29
"350","2019-11-14",2.21
"351","2019-11-15",2.27
"352","2019-11-18",2.2
"353","2019-11-19",2.19
"354","2019-11-20",2.155
"355","2019-11-21",2.16
"356","2019-11-22",2.51
"357","2019-11-25",2.51
"358","2019-11-26",2.67
"359","2019-11-27",2.75
"360","2019-11-29",2.62
"361","2019-12-02",2.49
"362","2019-12-03",2.5
"363","2019-12-04",2.43
"364","2019-12-05",2.2
"365","2019-12-06",2.22
"366","2019-12-09",2.51
"367","2019-12-10",2.37
"368","2019-12-11",2.35
"369","2019-12-12",2.38
"370","2019-12-13",2.34
"371","2019-12-16",2.51
"372","2019-12-17",2.51
"373","2019-12-18",2.54
"374","2019-12-19",2.42
"375","2019-12-20",2.45
"376","2019-12-23",2.46
"377","2019-12-24",2.37
"378","2019-12-26",2.43
"379","2019-12-27",2.46
"380","2019-12-30",2.42
"381","2019-12-31",2.63
"382","2020-01-02",2.71
"383","2020-01-03",2.63
"384","2020-01-06",2.75
"385","2020-01-07",3.044
"386","2020-01-08",3.01
"387","2020-01-09",3.08
"388","2020-01-10",3.1
"389","2020-01-13",3.19
"390","2020-01-14",3.21
"391","2020-01-15",3.39
"392","2020-01-16",3.35
"393","2020-01-17",3.36
"394","2020-01-21",3.43
"395","2020-01-22",3.37
"396","2020-01-23",3.2
"397","2020-01-24",3.05
"398","2020-01-27",2.87
"399","2020-01-28",2.91
"400","2020-01-29",2.91
"401","2020-01-30",3
"402","2020-01-31",2.86
"403","2020-02-03",2.9
"404","2020-02-04",2.99
"405","2020-02-05",3.14
"406","2020-02-06",3.18
"407","2020-02-07",2.92
"408","2020-02-10",2.91
"409","2020-02-11",3
"410","2020-02-12",3.15
"411","2020-02-13",3.33
"412","2020-02-14",3.63
"413","2020-02-18",3.85
"414","2020-02-19",3.83
"415","2020-02-20",3.95
"416","2020-02-21",4.05
"417","2020-02-24",3.76
"418","2020-02-25",3.66
"419","2020-02-26",3.365
"420","2020-02-27",3.43
"421","2020-02-28",3.14
"422","2020-03-02",3
"423","2020-03-03",3.12
"424","2020-03-04",3.18
"425","2020-03-05",2.92
"426","2020-03-06",2.62
"427","2020-03-09",2.27
"428","2020-03-10",2.19
"429","2020-03-11",2.16
"430","2020-03-12",1.69
"431","2020-03-13",1.84
"432","2020-03-16",1.85
"433","2020-03-17",1.87
"434","2020-03-18",1.67
"435","2020-03-19",1.84
"436","2020-03-20",1.84
"437","2020-03-23",1.8
"438","2020-03-24",2.02
"439","2020-03-25",2.02
"440","2020-03-26",1.69
"441","2020-03-27",1.49
"442","2020-03-30",1.33
"443","2020-03-31",1.36
"444","2020-04-01",1.24
"445","2020-04-02",1.14
"446","2020-04-03",0.94
"447","2020-04-06",1.12
"448","2020-04-07",1.17
"449","2020-04-08",1.24
"450","2020-04-09",1.26
"451","2020-04-13",1.31
"452","2020-04-14",1.3
"453","2020-04-15",1.46
"454","2020-04-16",1.43
"455","2020-04-17",1.51
"456","2020-04-20",1.42
"457","2020-04-21",1.44
"458","2020-04-22",1.48
"459","2020-04-23",1.5
"460","2020-04-24",1.485
"461","2020-04-27",1.58
"462","2020-04-28",1.6
"463","2020-04-29",1.81
"464","2020-04-30",1.77
"465","2020-05-01",1.77
"466","2020-05-04",1.83
"467","2020-05-05",1.86
"468","2020-05-06",1.83
"469","2020-05-07",1.84
"470","2020-05-08",1.85
"471","2020-05-11",1.93
"472","2020-05-12",2
"473","2020-05-13",1.9
"474","2020-05-14",1.81
"475","2020-05-15",2.07
"476","2020-05-18",2.23
"477","2020-05-19",2.25
"478","2020-05-20",2.3
"479","2020-05-21",2.2
"480","2020-05-22",2.17
"481","2020-05-26",2.28
"482","2020-05-27",2.39
"483","2020-05-28",2.32
"484","2020-05-29",2.19
"485","2020-06-01",2.25
"486","2020-06-02",2.81
"487","2020-06-03",2.99
"488","2020-06-04",2.89
"489","2020-06-05",2.72
"490","2020-06-08",2.58
"491","2020-06-09",2.55
"492","2020-06-10",2.72
"493","2020-06-11",2.28
"494","2020-06-12",2.35
"495","2020-06-15",2.42
"496","2020-06-16",2.8
"497","2020-06-17",2.84
"498","2020-06-18",2.83
"499","2020-06-19",2.83
"500","2020-06-22",2.77
"501","2020-06-23",3.1
"502","2020-06-24",3.19
"503","2020-06-25",3.02
"504","2020-06-26",2.81
"505","2020-06-29",2.89
"506","2020-06-30",2.93
"507","2020-07-01",2.97
"508","2020-07-02",2.98
"509","2020-07-06",2.91
"510","2020-07-07",2.92
"511","2020-07-08",2.98
"512","2020-07-09",2.94
"513","2020-07-10",2.98
"514","2020-07-13",2.79
"515","2020-07-14",2.68
"516","2020-07-15",2.78
"517","2020-07-16",2.64
"518","2020-07-17",3
"519","2020-07-20",2.98
"520","2020-07-21",3.05
"521","2020-07-22",3.09
"522","2020-07-23",3.11
"523","2020-07-24",3.08
"524","2020-07-27",3.01
"525","2020-07-28",3.2
"526","2020-07-29",3.35
"527","2020-07-30",3.41
"528","2020-07-31",3.48
"529","2020-08-03",3.4
"530","2020-08-04",3.5
"531","2020-08-05",3.75
"532","2020-08-06",3.58
"533","2020-08-07",3.62
"534","2020-08-10",3.72
"535","2020-08-11",3.61
"536","2020-08-12",3.37
"537","2020-08-13",3.67
"538","2020-08-14",3.915
"539","2020-08-17",3.55
"540","2020-08-18",3.59
"541","2020-08-19",3.9
"542","2020-08-20",3.92
"543","2020-08-21",3.9
"544","2020-08-24",3.9
"545","2020-08-25",3.9
"546","2020-08-26",3.85
"547","2020-08-27",3.85
"548","2020-08-28",3.87
"549","2020-08-31",3.74
"550","2020-09-01",3.74
"551","2020-09-02",3.75
"552","2020-09-03",3.47
"553","2020-09-04",3.46
"554","2020-09-08",3.45
"555","2020-09-09",3.76
"556","2020-09-10",3.62
"557","2020-09-11",3.52
"558","2020-09-14",3.42
"559","2020-09-15",3.41
"560","2020-09-16",3.42
"561","2020-09-17",3.42
"562","2020-09-18",3.54
"563","2020-09-21",3.48
"564","2020-09-22",3.56
"565","2020-09-23",3.37
"566","2020-09-24",3.38
"567","2020-09-25",3.32
"568","2020-09-28",3.18
"569","2020-09-29",3.2
"570","2020-09-30",3.15
"571","2020-10-01",3.44
"572","2020-10-02",3.61
"573","2020-10-05",3.62
"574","2020-10-06",3.52
"575","2020-10-07",3.61
"576","2020-10-08",3.79
"577","2020-10-09",3.98
"578","2020-10-12",4.22
"579","2020-10-13",4.06
"580","2020-10-14",3.85
"581","2020-10-15",3.89
"582","2020-10-16",3.84
"583","2020-10-19",3.87
"584","2020-10-20",4
"585","2020-10-21",3.98
"586","2020-10-22",3.94
"587","2020-10-23",3.88
"588","2020-10-26",3.55
"589","2020-10-27",3.7
"590","2020-10-28",3.49
"591","2020-10-29",3.57
"592","2020-10-30",3.43
"593","2020-11-02",3.32
"594","2020-11-03",3.51
"595","2020-11-04",3.88
"596","2020-11-05",4.14
"597","2020-11-06",4.45
"598","2020-11-09",4.87
"599","2020-11-10",5.05
"600","2020-11-11",5.03
"601","2020-11-12",5.73
"602","2020-11-13",5.71
"603","2020-11-16",5.45
"604","2020-11-17",5.77
"605","2020-11-18",5.78
"606","2020-11-19",6.23
"607","2020-11-20",5.98
"608","2020-11-23",6.25
"609","2020-11-24",6.29
"610","2020-11-25",6.4
"611","2020-11-27",6.26
