"","date","CFFA"
"300","2020-04-15",10.28
"301","2020-04-16",10.28
"302","2020-04-17",10.28
"303","2020-04-20",10.3
"304","2020-04-21",10.3
"305","2020-04-22",10.33
"306","2020-04-23",10.33
"307","2020-04-24",10.32
"308","2020-04-27",10.34
"309","2020-04-28",10.34
"310","2020-04-29",10.33
"311","2020-04-30",10.32
"312","2020-05-01",10.34
"313","2020-05-04",10.34
"314","2020-05-05",10.32
"315","2020-05-06",10.32
"316","2020-05-07",10.32
"317","2020-05-08",10.32
"318","2020-05-11",10.32
"319","2020-05-12",10.32
"320","2020-05-13",10.32
"321","2020-05-14",10.3
"322","2020-05-15",10.32
"323","2020-05-18",10.32
"324","2020-05-19",10.27
"325","2020-05-20",10.27
"326","2020-05-21",10.34
"327","2020-05-22",10.34
"328","2020-05-26",10.34
"329","2020-05-27",10.31
"330","2020-05-28",10.32
"331","2020-05-29",10.35
"332","2020-06-01",10.35
"333","2020-06-02",10.38
"334","2020-06-03",10.36
"335","2020-06-04",10.36
"336","2020-06-05",10.4
"337","2020-06-08",10.4
"338","2020-06-09",10.35
"339","2020-06-10",10.39
"340","2020-06-11",10.39
"341","2020-06-12",10.38
"342","2020-06-15",10.39
"343","2020-06-16",10.38
"344","2020-06-17",10.45
"345","2020-06-18",10.55
"346","2020-06-19",10.49
"347","2020-06-22",10.55
"348","2020-06-23",10.5
"349","2020-06-24",10.69
"350","2020-06-25",10.65
"351","2020-06-26",10.5
"352","2020-06-29",10.68
"353","2020-06-30",10.85
"354","2020-07-01",10.8
"355","2020-07-02",10.85
"356","2020-07-06",10.9
"357","2020-07-07",10.84
"358","2020-07-08",10.81
"359","2020-07-09",10.89
"360","2020-07-10",11.26
"361","2020-07-13",10.95
"362","2020-07-14",10.83
"363","2020-07-15",10.9
"364","2020-07-16",10.99
"365","2020-07-17",11.09
"366","2020-07-20",11.07
"367","2020-07-21",11.09
"368","2020-07-22",11.013
"369","2020-07-23",11.25
"370","2020-07-24",11.26
"371","2020-07-27",11.02
"372","2020-07-28",11
"373","2020-07-29",11.15
"374","2020-07-30",10.6
"375","2020-07-31",10.45
"376","2020-08-03",10.43
"377","2020-08-04",10.44
"378","2020-08-05",10.35
"379","2020-08-06",10.35
"380","2020-08-07",10.42
"381","2020-08-10",10.37
"382","2020-08-11",10.39
"383","2020-08-12",10.35
"384","2020-08-13",10.38
"385","2020-08-14",10.33
"386","2020-08-17",10.33
"387","2020-08-18",10.3
"388","2020-08-19",10.3
"389","2020-08-20",10.32
"390","2020-08-21",10.34
"391","2020-08-24",10.34
"392","2020-08-25",10.34
"393","2020-08-26",10.36
"394","2020-08-27",10.35
"395","2020-08-28",10.35
"396","2020-08-31",10.36
"397","2020-09-01",10.35
"398","2020-09-02",10.34
"399","2020-09-03",10.35
"400","2020-09-04",10.32
"401","2020-09-08",10.36
"402","2020-09-09",10.41
"403","2020-09-10",10.35
"404","2020-09-11",10.345
"405","2020-09-14",10.38
"406","2020-09-15",10.34
"407","2020-09-16",10.48
"408","2020-09-17",10.45
"409","2020-09-18",10.59
"410","2020-09-21",10.36
"411","2020-09-22",10.45
"412","2020-09-23",10.39
"413","2020-09-24",10.45
"414","2020-09-25",10.4
"415","2020-09-28",10.45
"416","2020-09-29",10.4
"417","2020-09-30",10.4
"418","2020-10-01",10.42
"419","2020-10-02",10.37
"420","2020-10-05",10.35
"421","2020-10-06",10.35
"422","2020-10-07",10.33
"423","2020-10-08",10.33
"424","2020-10-09",10.37
"425","2020-10-12",10.33
"426","2020-10-13",10.34
"427","2020-10-14",10.35
"428","2020-10-15",10.35
"429","2020-10-16",10.35
"430","2020-10-19",10.34
"431","2020-10-20",10.33
"432","2020-10-21",10.34
"433","2020-10-22",10.38
"434","2020-10-23",10.25
"435","2020-10-26",10.33
"436","2020-10-27",10.36
"437","2020-10-28",10.35
"438","2020-10-29",10.15
"439","2020-10-30",10.35
"440","2020-11-02",10.75
"441","2020-11-03",10.54
"442","2020-11-04",10.4
"443","2020-11-05",10.23
"444","2020-11-06",9.94
"445","2020-11-09",9.945
"446","2020-11-10",9.9
"447","2020-11-11",10.5
"448","2020-11-12",10.5
"449","2020-11-13",10.35
"450","2020-11-16",10.53
"451","2020-11-17",10.55
"452","2020-11-18",NA
"453","2020-11-19",NA
"454","2020-11-20",NA
"455","2020-11-23",NA
"456","2020-11-24",NA
"457","2020-11-25",NA
