"","date","RFL"
"152","2018-10-30",8.26
"153","2018-10-31",8.14
"154","2018-11-01",8.59
"155","2018-11-02",8.38
"156","2018-11-05",8.49
"157","2018-11-06",8.8
"158","2018-11-07",8.71
"159","2018-11-08",8.16
"160","2018-11-09",8.32
"161","2018-11-12",8.05
"162","2018-11-13",8.49
"163","2018-11-14",8.47
"164","2018-11-15",8.43
"165","2018-11-16",8.7
"166","2018-11-19",8.59
"167","2018-11-20",8.33
"168","2018-11-21",8.18
"169","2018-11-23",8.55
"170","2018-11-26",8.31
"171","2018-11-27",8.313
"172","2018-11-28",8.19
"173","2018-11-29",8.35
"174","2018-11-30",8.3
"175","2018-12-03",8.41
"176","2018-12-04",8.4
"177","2018-12-06",8.41
"178","2018-12-07",8.46
"179","2018-12-10",8.5
"180","2018-12-11",8.99
"181","2018-12-12",9.1
"182","2018-12-13",9.1
"183","2018-12-14",8.96
"184","2018-12-17",8.31
"185","2018-12-18",8.47
"186","2018-12-19",8.66
"187","2018-12-20",7.95
"188","2018-12-21",7.95
"189","2018-12-24",7.81
"190","2018-12-26",7.63
"191","2018-12-27",7.86
"192","2018-12-28",8.28
"193","2018-12-31",7.93
"194","2019-01-02",8.29
"195","2019-01-03",8.4
"196","2019-01-04",8.512
"197","2019-01-07",8.66
"198","2019-01-08",8.71
"199","2019-01-09",9.1
"200","2019-01-10",11.83
"201","2019-01-11",11.83
"202","2019-01-14",12.26
"203","2019-01-15",13.019
"204","2019-01-16",12.705
"205","2019-01-17",14.35
"206","2019-01-18",16.49
"207","2019-01-22",18.49
"208","2019-01-23",16.959999
"209","2019-01-24",17.25
"210","2019-01-25",17.639999
"211","2019-01-28",17.65
"212","2019-01-29",17.74
"213","2019-01-30",17.059999
"214","2019-01-31",15.42
"215","2019-02-01",15.81
"216","2019-02-04",15.56
"217","2019-02-05",15.77
"218","2019-02-06",15.99
"219","2019-02-07",15.88
"220","2019-02-08",16.6
"221","2019-02-11",17.41
"222","2019-02-12",16.799999
"223","2019-02-13",16.25
"224","2019-02-14",16.43
"225","2019-02-15",16.530001
"226","2019-02-19",17
"227","2019-02-20",16.459999
"228","2019-02-21",16.5
"229","2019-02-22",16.950001
"230","2019-02-25",16.120001
"231","2019-02-26",16.200001
"232","2019-02-27",16
"233","2019-02-28",15.8
"234","2019-03-01",15.7
"235","2019-03-04",16.07
"236","2019-03-05",15.7
"237","2019-03-06",15.02
"238","2019-03-07",13.47
"239","2019-03-08",13.68
"240","2019-03-11",14.17
"241","2019-03-12",15.21
"242","2019-03-13",15.63
"243","2019-03-14",14.82
"244","2019-03-15",14.56
"245","2019-03-18",14.47
"246","2019-03-19",13.97
"247","2019-03-20",14.26
"248","2019-03-21",14.01
"249","2019-03-22",13.87
"250","2019-03-25",13.5
"251","2019-03-26",12.15
"252","2019-03-27",11.8
"253","2019-03-28",12.13
"254","2019-03-29",12.65
"255","2019-04-01",12.3
"256","2019-04-02",13.3
"257","2019-04-03",13.5
"258","2019-04-04",14
"259","2019-04-05",14.39
"260","2019-04-08",14.06
"261","2019-04-09",13.68
"262","2019-04-10",14.15
"263","2019-04-11",14.65
"264","2019-04-12",14.15
"265","2019-04-15",14.06
"266","2019-04-16",14.52
"267","2019-04-17",14.33
"268","2019-04-18",14.61
"269","2019-04-22",15.5
"270","2019-04-23",14.78
"271","2019-04-24",15.78
"272","2019-04-25",16.15
"273","2019-04-26",16.4
"274","2019-04-29",16.18
"275","2019-04-30",16.200001
"276","2019-05-01",16.200001
"277","2019-05-02",16.5
"278","2019-05-03",16
"279","2019-05-06",15.97
"280","2019-05-07",15.11
"281","2019-05-08",16.74
"282","2019-05-09",16.950001
"283","2019-05-10",16.24
"284","2019-05-13",15.35
"285","2019-05-14",16.049999
"286","2019-05-15",16.1
"287","2019-05-16",15.66
"288","2019-05-17",15.29
"289","2019-05-20",15.39
"290","2019-05-21",15.7
"291","2019-05-22",15.45
"292","2019-05-23",15.29
"293","2019-05-24",15.7
"294","2019-05-28",15.7
"295","2019-05-29",16.1
"296","2019-05-30",17.469999
"297","2019-05-31",16.25
"298","2019-06-03",16.07
"299","2019-06-04",16.5
"300","2019-06-05",16.6
"301","2019-06-06",16.77
"302","2019-06-07",18.07
"303","2019-06-10",19.5
"304","2019-06-11",19.34
"305","2019-06-12",21.25
"306","2019-06-13",22.07
"307","2019-06-14",21.959999
"308","2019-06-17",21.83
"309","2019-06-18",24.74
"310","2019-06-19",24.059999
"311","2019-06-20",24.68
"312","2019-06-21",25.360001
"313","2019-06-24",24
"314","2019-06-25",26.540001
"315","2019-06-26",26.59
"316","2019-06-27",27.49
"317","2019-06-28",28.75
"318","2019-07-01",27.01
"319","2019-07-02",24.540001
"320","2019-07-03",23.48
"321","2019-07-05",22.469999
"322","2019-07-08",22.68
"323","2019-07-09",22.43
"324","2019-07-10",22.219999
"325","2019-07-11",22.01
"326","2019-07-12",21.84
"327","2019-07-15",21.469999
"328","2019-07-16",20.629999
"329","2019-07-17",21.09
"330","2019-07-18",21.299999
"331","2019-07-19",20.870001
"332","2019-07-22",21.299999
"333","2019-07-23",20.85
"334","2019-07-24",21.25
"335","2019-07-25",20.77
"336","2019-07-26",20.43
"337","2019-07-29",19.809999
"338","2019-07-30",20.76
"339","2019-07-31",20.700001
"340","2019-08-01",20.33
"341","2019-08-02",20.219999
"342","2019-08-05",19.879999
"343","2019-08-06",19.120001
"344","2019-08-07",18.83
"345","2019-08-08",20.15
"346","2019-08-09",18.889999
"347","2019-08-12",19.48
"348","2019-08-13",20.200001
"349","2019-08-14",19.549999
"350","2019-08-15",19.32
"351","2019-08-16",20.49
"352","2019-08-19",19.780001
"353","2019-08-20",20.23
"354","2019-08-21",20.1
"355","2019-08-22",19.809999
"356","2019-08-23",19.42
"357","2019-08-26",19.83
"358","2019-08-27",19.32
"359","2019-08-28",19.440001
"360","2019-08-29",19.59
"361","2019-08-30",20.200001
"362","2019-09-03",20.799999
"363","2019-09-04",20.639999
"364","2019-09-05",20.190001
"365","2019-09-06",19.469999
"366","2019-09-09",19.85
"367","2019-09-10",19.540001
"368","2019-09-11",21.459999
"369","2019-09-12",20.879999
"370","2019-09-13",20.83
"371","2019-09-16",20.91
"372","2019-09-17",19.51
"373","2019-09-18",20.32
"374","2019-09-19",20.67
"375","2019-09-20",22.33
"376","2019-09-23",21.26
"377","2019-09-24",19.92
"378","2019-09-25",20.719999
"379","2019-09-26",19.48
"380","2019-09-27",19.530001
"381","2019-09-30",20.959999
"382","2019-10-01",21.5
"383","2019-10-02",20.49
"384","2019-10-03",20.209999
"385","2019-10-04",19.77
"386","2019-10-07",19.5
"387","2019-10-08",19.58
"388","2019-10-09",19.610001
"389","2019-10-10",19.51
"390","2019-10-11",20.01
"391","2019-10-14",20.299999
"392","2019-10-15",21.16
"393","2019-10-16",19.67
"394","2019-10-17",19.969999
"395","2019-10-18",19.6
"396","2019-10-21",19.790001
"397","2019-10-22",19.32
"398","2019-10-23",19.17
"399","2019-10-24",19.530001
"400","2019-10-25",19.280001
"401","2019-10-28",19.049999
"402","2019-10-29",18.139999
"403","2019-10-30",18.32
"404","2019-10-31",17.370001
"405","2019-11-01",17.57
"406","2019-11-04",17.879999
"407","2019-11-05",17.58
"408","2019-11-06",17.139999
"409","2019-11-07",16.290001
"410","2019-11-08",16.32
"411","2019-11-11",16.17
"412","2019-11-12",15.46
"413","2019-11-13",15.74
"414","2019-11-14",16.219999
"415","2019-11-15",16.33
"416","2019-11-18",15.99
"417","2019-11-19",17.860001
"418","2019-11-20",18.1
"419","2019-11-21",18.280001
"420","2019-11-22",19.469999
"421","2019-11-25",18.139999
"422","2019-11-26",16.700001
"423","2019-11-27",16.74
"424","2019-11-29",16.92
"425","2019-12-02",16.639999
"426","2019-12-03",16.969999
"427","2019-12-04",18.129999
"428","2019-12-05",18.440001
"429","2019-12-06",20.15
"430","2019-12-09",20.219999
"431","2019-12-10",19.379999
"432","2019-12-11",19.209999
"433","2019-12-12",19.77
"434","2019-12-13",20.73
"435","2019-12-16",19.040001
"436","2019-12-17",19.219999
"437","2019-12-18",18.639999
"438","2019-12-19",17.629999
"439","2019-12-20",17.35
"440","2019-12-23",18.530001
"441","2019-12-24",18.66
"442","2019-12-26",18.209999
"443","2019-12-27",18.16
"444","2019-12-30",17.889999
"445","2019-12-31",17.84
"446","2020-01-02",16.84
"447","2020-01-03",17.07
"448","2020-01-06",17.469999
"449","2020-01-07",17.33
"450","2020-01-08",17.93
"451","2020-01-09",18.469999
"452","2020-01-10",18.219999
"453","2020-01-13",18.98
"454","2020-01-14",18.530001
"455","2020-01-15",20.25
"456","2020-01-16",20.280001
"457","2020-01-17",20.559999
"458","2020-01-21",20.59
"459","2020-01-22",20.709999
"460","2020-01-23",22.58
"461","2020-01-24",21.870001
"462","2020-01-27",20.59
"463","2020-01-28",20.280001
"464","2020-01-29",20.219999
"465","2020-01-30",20.629999
"466","2020-01-31",20.24
"467","2020-02-03",20.16
"468","2020-02-04",20
"469","2020-02-05",20.18
"470","2020-02-06",20.32
"471","2020-02-07",20.030001
"472","2020-02-10",20.129999
"473","2020-02-11",20.17
"474","2020-02-12",20.83
"475","2020-02-13",21.76
"476","2020-02-14",22.129999
"477","2020-02-18",20.790001
"478","2020-02-19",20.52
"479","2020-02-20",20.67
"480","2020-02-21",21.08
"481","2020-02-24",20.469999
"482","2020-02-25",19.6
"483","2020-02-26",19.530001
"484","2020-02-27",19.719999
"485","2020-02-28",18.76
"486","2020-03-02",19.18
"487","2020-03-03",18.049999
"488","2020-03-04",19.02
"489","2020-03-05",17.530001
"490","2020-03-06",16.690001
"491","2020-03-09",15.78
"492","2020-03-10",15.78
"493","2020-03-11",14.29
"494","2020-03-12",11.55
"495","2020-03-13",14.02
"496","2020-03-16",11.5
"497","2020-03-17",12.5
"498","2020-03-18",11.21
"499","2020-03-19",11.86
"500","2020-03-20",10.4
"501","2020-03-23",10.86
"502","2020-03-24",12.83
"503","2020-03-25",11.43
"504","2020-03-26",11.94
"505","2020-03-27",11.59
"506","2020-03-30",11.33
"507","2020-03-31",12.81
"508","2020-04-01",11.08
"509","2020-04-02",11.96
"510","2020-04-03",11.78
"511","2020-04-06",13.11
"512","2020-04-07",13.23
"513","2020-04-08",14.07
"514","2020-04-09",13.91
"515","2020-04-13",13.25
"516","2020-04-14",13.8
"517","2020-04-15",13.08
"518","2020-04-16",12.02
"519","2020-04-17",13.41
"520","2020-04-20",12.74
"521","2020-04-21",12.05
"522","2020-04-22",12.31
"523","2020-04-23",11.84
"524","2020-04-24",12.85
"525","2020-04-27",12.78
"526","2020-04-28",14.52
"527","2020-04-29",15.41
"528","2020-04-30",14.11
"529","2020-05-01",13.2
"530","2020-05-04",13.97
"531","2020-05-05",13.33
"532","2020-05-06",12.62
"533","2020-05-07",13.34
"534","2020-05-08",14.39
"535","2020-05-11",13.06
"536","2020-05-12",12.68
"537","2020-05-13",12.65
"538","2020-05-14",12.76
"539","2020-05-15",12.84
"540","2020-05-18",13.89
"541","2020-05-19",13.65
"542","2020-05-20",14.04
"543","2020-05-21",14.42
"544","2020-05-22",15.22
"545","2020-05-26",16.83
"546","2020-05-27",17.299999
"547","2020-05-28",16.23
"548","2020-05-29",17.290001
"549","2020-06-01",16.360001
"550","2020-06-02",15.28
"551","2020-06-03",15.97
"552","2020-06-04",14.94
"553","2020-06-05",16.99
"554","2020-06-08",15.66
"555","2020-06-09",14.95
"556","2020-06-10",14.57
"557","2020-06-11",13.27
"558","2020-06-12",14.02
"559","2020-06-15",13.94
"560","2020-06-16",14.66
"561","2020-06-17",14.71
"562","2020-06-18",14.84
"563","2020-06-19",13.87
"564","2020-06-22",14.15
"565","2020-06-23",13.87
"566","2020-06-24",13.28
"567","2020-06-25",13.7
"568","2020-06-26",14.84
"569","2020-06-29",14.63
"570","2020-06-30",14.37
"571","2020-07-01",14.74
"572","2020-07-02",14.01
"573","2020-07-06",14.01
"574","2020-07-07",13.12
"575","2020-07-08",12.74
"576","2020-07-09",12.38
"577","2020-07-10",12.88
"578","2020-07-13",12.48
"579","2020-07-14",13.12
"580","2020-07-15",13.83
"581","2020-07-16",14.25
"582","2020-07-17",13.46
"583","2020-07-20",13.61
"584","2020-07-21",14.59
"585","2020-07-22",15.36
"586","2020-07-23",14.33
"587","2020-07-24",13.66
"588","2020-07-27",14.06
"589","2020-07-28",13.82
"590","2020-07-29",14.84
"591","2020-07-30",14.46
"592","2020-07-31",13.97
"593","2020-08-03",14.33
"594","2020-08-04",13.95
"595","2020-08-05",14.53
"596","2020-08-06",16.1
"597","2020-08-07",18.879999
"598","2020-08-10",19.17
"599","2020-08-11",17.99
"600","2020-08-12",18.110001
"601","2020-08-13",17.790001
"602","2020-08-14",17.59
"603","2020-08-17",17.879999
"604","2020-08-18",16.799999
"605","2020-08-19",17.110001
"606","2020-08-20",16.73
"607","2020-08-21",16.5
"608","2020-08-24",15.46
"609","2020-08-25",15.59
"610","2020-08-26",15.62
"611","2020-08-27",15.25
"612","2020-08-28",16.799999
"613","2020-08-31",17.42
"614","2020-09-01",16.85
"615","2020-09-02",18.559999
"616","2020-09-03",18.690001
"617","2020-09-04",18.110001
"618","2020-09-08",16.969999
"619","2020-09-09",17.74
"620","2020-09-10",17.16
"621","2020-09-11",16.549999
"622","2020-09-14",16.940001
"623","2020-09-15",17.43
"624","2020-09-16",17.43
"625","2020-09-17",17.75
"626","2020-09-18",17.700001
"627","2020-09-21",17.6
"628","2020-09-22",17.25
"629","2020-09-23",16.030001
"630","2020-09-24",16
"631","2020-09-25",16.09
"632","2020-09-28",16.4
"633","2020-09-29",16.370001
"634","2020-09-30",15.5
"635","2020-10-01",15.69
"636","2020-10-02",16.280001
"637","2020-10-05",16.549999
"638","2020-10-06",16.360001
"639","2020-10-07",17.25
"640","2020-10-08",17.059999
"641","2020-10-09",17.25
"642","2020-10-12",17.799999
"643","2020-10-13",17.5
"644","2020-10-14",17.790001
"645","2020-10-15",17.780001
"646","2020-10-16",17.32
"647","2020-10-19",16.860001
"648","2020-10-20",17.200001
"649","2020-10-21",16.67
"650","2020-10-22",16.799999
"651","2020-10-23",16.940001
"652","2020-10-26",16.25
"653","2020-10-27",15.5
"654","2020-10-28",16.719999
"655","2020-10-29",17.469999
"656","2020-10-30",16.4
"657","2020-11-02",17.190001
"658","2020-11-03",17.75
"659","2020-11-04",18.67
"660","2020-11-05",18.049999
"661","2020-11-06",17.4
"662","2020-11-09",18.43
"663","2020-11-10",21.65
"664","2020-11-11",22.120001
"665","2020-11-12",21.82
"666","2020-11-13",21.120001
"667","2020-11-16",21.209999
"668","2020-11-17",20.549999
"669","2020-11-18",20.709999
"670","2020-11-19",20.639999
"671","2020-11-20",20.48
"672","2020-11-23",20.280001
"673","2020-11-24",20.889999
"674","2020-11-25",20.65
"675","2020-11-27",21.860001
