"","date","CRSA"
"125","2019-10-15",9.83
"126","2019-10-16",9.83
"127","2019-10-17",9.86
"128","2019-10-18",9.86
"129","2019-10-21",9.86
"130","2019-10-22",9.86
"131","2019-10-23",9.85
"132","2019-10-24",9.9
"133","2019-10-25",9.92
"134","2019-10-28",9.9
"135","2019-10-29",9.9
"136","2019-10-30",9.9
"137","2019-10-31",9.91
"138","2019-11-01",9.91
"139","2019-11-04",9.9
"140","2019-11-05",9.91
"141","2019-11-06",9.88
"142","2019-11-07",9.88
"143","2019-11-08",9.88
"144","2019-11-11",9.9
"145","2019-11-12",9.9
"146","2019-11-13",9.9
"147","2019-11-14",9.91
"148","2019-11-15",9.9
"149","2019-11-18",9.91
"150","2019-11-19",9.91
"151","2019-11-20",9.91
"152","2019-11-21",9.91
"153","2019-11-22",9.92
"154","2019-11-25",9.86
"155","2019-11-26",9.86
"156","2019-11-27",9.86
"157","2019-11-29",9.86
"158","2019-12-02",9.94
"159","2019-12-03",9.94
"160","2019-12-04",9.94
"161","2019-12-05",9.94
"162","2019-12-06",9.94
"163","2019-12-09",9.94
"164","2019-12-10",9.95
"165","2019-12-11",9.95
"166","2019-12-12",9.97
"167","2019-12-13",9.97
"168","2019-12-16",9.98
"169","2019-12-17",10
"170","2019-12-18",10
"171","2019-12-19",10.02
"172","2019-12-20",10.02
"173","2019-12-23",10.02
"174","2019-12-24",10.02
"175","2019-12-26",10.02
"176","2019-12-27",10.02
"177","2019-12-30",10.02
"178","2019-12-31",10.02
"179","2020-01-02",10
"180","2020-01-03",10
"181","2020-01-06",10
"182","2020-01-07",10
"183","2020-01-08",10
"184","2020-01-09",10.01
"185","2020-01-10",10.01
"186","2020-01-13",10.024
"187","2020-01-14",10.03
"188","2020-01-15",10.03
"189","2020-01-16",10.04
"190","2020-01-17",10.07
"191","2020-01-21",10.07
"192","2020-01-22",10.08
"193","2020-01-23",10.08
"194","2020-01-24",10.081
"195","2020-01-27",10.081
"196","2020-01-28",10.081
"197","2020-01-29",10.072
"198","2020-01-30",10.12
"199","2020-01-31",10.12
"200","2020-02-03",10.14
"201","2020-02-04",10.1
"202","2020-02-05",10.12
"203","2020-02-06",10.12
"204","2020-02-07",10.12
"205","2020-02-10",10.12
"206","2020-02-11",10.13
"207","2020-02-12",10.15
"208","2020-02-13",10.12
"209","2020-02-14",10.12
"210","2020-02-18",10.13
"211","2020-02-19",10.15
"212","2020-02-20",10.15
"213","2020-02-21",10.15
"214","2020-02-24",10.16
"215","2020-02-25",10.17
"216","2020-02-26",10.17
"217","2020-02-27",10.08
"218","2020-02-28",10.12
"219","2020-03-02",10.05
"220","2020-03-03",10.05
"221","2020-03-04",10.05
"222","2020-03-05",10.05
"223","2020-03-06",10.05
"224","2020-03-09",10.01
"225","2020-03-10",10.02
"226","2020-03-11",9.97
"227","2020-03-12",9.9
"228","2020-03-13",9.85
"229","2020-03-16",9.55
"230","2020-03-17",9.69
"231","2020-03-18",9.589
"232","2020-03-19",9.505
"233","2020-03-20",9.6
"234","2020-03-23",9.6
"235","2020-03-24",9.67
"236","2020-03-25",9.81
"237","2020-03-26",9.9
"238","2020-03-27",9.9
"239","2020-03-30",9.86
"240","2020-03-31",9.85
"241","2020-04-01",9.83
"242","2020-04-02",9.9
"243","2020-04-03",9.93
"244","2020-04-06",9.82
"245","2020-04-07",9.82
"246","2020-04-08",9.9
"247","2020-04-09",10
"248","2020-04-13",9.88
"249","2020-04-14",9.94
"250","2020-04-15",9.94
"251","2020-04-16",9.94
"252","2020-04-17",9.97
"253","2020-04-20",9.96
"254","2020-04-21",9.97
"255","2020-04-22",9.92
"256","2020-04-23",9.95
"257","2020-04-24",9.96
"258","2020-04-27",9.96
"259","2020-04-28",9.95
"260","2020-04-29",9.95
"261","2020-04-30",9.95
"262","2020-05-01",9.95
"263","2020-05-04",9.94
"264","2020-05-05",9.95
"265","2020-05-06",9.95
"266","2020-05-07",9.95
"267","2020-05-08",9.91
"268","2020-05-11",9.92
"269","2020-05-12",9.94
"270","2020-05-13",9.92
"271","2020-05-14",9.94
"272","2020-05-15",9.95
"273","2020-05-18",9.95
"274","2020-05-19",9.93
"275","2020-05-20",9.93
"276","2020-05-21",9.94
"277","2020-05-22",9.94
"278","2020-05-26",9.94
"279","2020-05-27",9.96
"280","2020-05-28",9.94
"281","2020-05-29",9.94
"282","2020-06-01",9.94
"283","2020-06-02",9.97
"284","2020-06-03",10
"285","2020-06-04",10
"286","2020-06-05",9.995
"287","2020-06-08",9.98
"288","2020-06-09",10
"289","2020-06-10",9.99
"290","2020-06-11",10.045
"291","2020-06-12",10.01
"292","2020-06-15",10.079
"293","2020-06-16",10.1
"294","2020-06-17",10.07
"295","2020-06-18",10.1
"296","2020-06-19",10.16
"297","2020-06-22",11.96
"298","2020-06-23",11.37
"299","2020-06-24",10.54
"300","2020-06-25",10.57
"301","2020-06-26",10.56
"302","2020-06-29",10.42
"303","2020-06-30",10.46
"304","2020-07-01",10.31
"305","2020-07-02",10.39
"306","2020-07-06",10.33
"307","2020-07-07",10.31
"308","2020-07-08",10.26
"309","2020-07-09",10.22
"310","2020-07-10",10.23
"311","2020-07-13",10.245
"312","2020-07-14",10.23
"313","2020-07-15",10.28
"314","2020-07-16",10.3
"315","2020-07-17",10.28
"316","2020-07-20",10.23
"317","2020-07-21",10.31
"318","2020-07-22",10.25
"319","2020-07-23",10.23
"320","2020-07-24",10.29
"321","2020-07-27",10.21
"322","2020-07-28",10.23
"323","2020-07-29",10.23
"324","2020-07-30",10.2
"325","2020-07-31",10.15
"326","2020-08-03",10.16
"327","2020-08-04",10.14
"328","2020-08-05",10.11
"329","2020-08-06",10.1
"330","2020-08-07",10.08
"331","2020-08-10",10.11
"332","2020-08-11",10.08
"333","2020-08-12",10.06
"334","2020-08-13",10.06
"335","2020-08-14",10.05
"336","2020-08-17",10.04
"337","2020-08-18",10.05
"338","2020-08-19",10.05
"339","2020-08-20",10.06
"340","2020-08-21",10.05
"341","2020-08-24",10.06
"342","2020-08-25",10.05
"343","2020-08-26",10.05
"344","2020-08-27",10.06
"345","2020-08-28",10.06
"346","2020-08-31",10.1
"347","2020-09-01",10.1
"348","2020-09-02",10.1
"349","2020-09-03",10.1
"350","2020-09-04",10.13
"351","2020-09-08",10.14
"352","2020-09-09",10.12
"353","2020-09-10",10.12
"354","2020-09-11",10.095
"355","2020-09-14",10.1
"356","2020-09-15",10.08
"357","2020-09-16",10.1
"358","2020-09-17",10.09
"359","2020-09-18",10.06
"360","2020-09-21",10.06
"361","2020-09-22",10.04
"362","2020-09-23",10.04
"363","2020-09-24",10.07
"364","2020-09-25",10.06
"365","2020-09-28",10.07
"366","2020-09-29",10.09
"367","2020-09-30",10.04
"368","2020-10-01",10.04
"369","2020-10-02",10.07
"370","2020-10-05",10.08
"371","2020-10-06",10.04
"372","2020-10-07",10.03
"373","2020-10-08",10.015
"374","2020-10-09",10.05
"375","2020-10-12",10.08
"376","2020-10-13",10.05
"377","2020-10-14",10.065
"378","2020-10-15",10.045
"379","2020-10-16",10.06
"380","2020-10-19",10.065
"381","2020-10-20",10.05
"382","2020-10-21",10.05
"383","2020-10-22",10.05
"384","2020-10-23",10.1
"385","2020-10-26",10.04
"386","2020-10-27",10.02
"387","2020-10-28",10
"388","2020-10-29",10.01
"389","2020-10-30",10.02
"390","2020-11-02",10.02
"391","2020-11-03",10.03
"392","2020-11-04",10.07
"393","2020-11-05",10.1
"394","2020-11-06",10.05
"395","2020-11-09",10.03
"396","2020-11-10",10.06
"397","2020-11-11",10.1
"398","2020-11-12",10.045
"399","2020-11-13",10.04
"400","2020-11-16",10.08
"401","2020-11-17",10.06
"402","2020-11-18",10.09
"403","2020-11-19",10.11
"404","2020-11-20",10.11
"405","2020-11-23",10.1
"406","2020-11-24",10.15
"407","2020-11-25",10.15
"408","2020-11-27",10.19
