"","date","UROV"
"89","2019-02-05",8.85
"90","2019-02-06",8.86
"91","2019-02-07",9.04
"92","2019-02-08",9.46
"93","2019-02-11",9.06
"94","2019-02-12",9.04
"95","2019-02-13",9.08
"96","2019-02-14",10.5
"97","2019-02-15",10.35
"98","2019-02-19",10.8
"99","2019-02-20",10.5
"100","2019-02-21",11.1
"101","2019-02-22",11.23
"102","2019-02-25",11.96
"103","2019-02-26",12.09
"104","2019-02-27",12.01
"105","2019-02-28",12.23
"106","2019-03-01",12.41
"107","2019-03-04",12.88
"108","2019-03-05",13.25
"109","2019-03-06",13.2
"110","2019-03-07",13.15
"111","2019-03-08",13.05
"112","2019-03-11",13.23
"113","2019-03-12",13.73
"114","2019-03-13",13.6
"115","2019-03-14",13.75
"116","2019-03-15",14.1
"117","2019-03-18",13.86
"118","2019-03-19",11
"119","2019-03-20",11.64
"120","2019-03-21",11
"121","2019-03-22",11.27
"122","2019-03-25",10.69
"123","2019-03-26",11.03
"124","2019-03-27",10.47
"125","2019-03-28",10
"126","2019-03-29",10.05
"127","2019-04-01",9.97
"128","2019-04-02",9.85
"129","2019-04-03",9.64
"130","2019-04-04",9.99
"131","2019-04-05",9.34
"132","2019-04-08",9.4
"133","2019-04-09",9.97
"134","2019-04-10",9.66
"135","2019-04-11",9.71
"136","2019-04-12",9.49
"137","2019-04-15",9.48
"138","2019-04-16",8.75
"139","2019-04-17",8.34
"140","2019-04-18",8.05
"141","2019-04-22",8.23
"142","2019-04-23",8.6
"143","2019-04-24",8.25
"144","2019-04-25",8.35
"145","2019-04-26",8.05
"146","2019-04-29",7.82
"147","2019-04-30",7.5
"148","2019-05-01",7.99
"149","2019-05-02",8
"150","2019-05-03",8.04
"151","2019-05-06",8.25
"152","2019-05-07",8.2
"153","2019-05-08",8.32
"154","2019-05-09",7.87
"155","2019-05-10",7.71
"156","2019-05-13",7.12
"157","2019-05-14",6.9
"158","2019-05-15",6.71
"159","2019-05-16",6.75
"160","2019-05-17",7.39
"161","2019-05-20",8.3
"162","2019-05-21",8.33
"163","2019-05-22",7.64
"164","2019-05-23",7.6
"165","2019-05-24",7.62
"166","2019-05-28",7.31
"167","2019-05-29",7.5
"168","2019-05-30",7.7
"169","2019-05-31",7.7
"170","2019-06-03",7.48
"171","2019-06-04",7.65
"172","2019-06-05",7.94
"173","2019-06-06",7.6
"174","2019-06-07",7.89
"175","2019-06-10",8.51
"176","2019-06-11",8.8
"177","2019-06-12",8.04
"178","2019-06-13",7.55
"179","2019-06-14",8.03
"180","2019-06-17",8.15
"181","2019-06-18",7.98
"182","2019-06-19",8.19
"183","2019-06-20",8
"184","2019-06-21",8.24
"185","2019-06-24",7.99
"186","2019-06-25",7.99
"187","2019-06-26",7.8
"188","2019-06-27",7.76
"189","2019-06-28",7.91
"190","2019-07-01",7.83
"191","2019-07-02",7.99
"192","2019-07-03",7.73
"193","2019-07-05",7.9
"194","2019-07-08",7.8
"195","2019-07-09",8.78
"196","2019-07-10",9.25
"197","2019-07-11",9.37
"198","2019-07-12",9.15
"199","2019-07-15",9.56
"200","2019-07-16",8.72
"201","2019-07-17",8.46
"202","2019-07-18",8.85
"203","2019-07-19",8.57
"204","2019-07-22",8.66
"205","2019-07-23",8.45
"206","2019-07-24",8.65
"207","2019-07-25",8.52
"208","2019-07-26",8.37
"209","2019-07-29",8.65
"210","2019-07-30",8.83
"211","2019-07-31",8.63
"212","2019-08-01",8.2
"213","2019-08-02",7.85
"214","2019-08-05",7.96
"215","2019-08-06",7.96
"216","2019-08-07",7.83
"217","2019-08-08",7.66
"218","2019-08-09",8
"219","2019-08-12",7.68
"220","2019-08-13",7.54
"221","2019-08-14",7.96
"222","2019-08-15",7.69
"223","2019-08-16",7.9
"224","2019-08-19",7.9
"225","2019-08-20",8
"226","2019-08-21",7.79
"227","2019-08-22",7.81
"228","2019-08-23",7.9
"229","2019-08-26",7.9
"230","2019-08-27",7.57
"231","2019-08-28",7.66
"232","2019-08-29",8.25
"233","2019-08-30",8.82
"234","2019-09-03",8.99
"235","2019-09-04",8.7
"236","2019-09-05",9.4
"237","2019-09-06",9.99
"238","2019-09-09",10.66
"239","2019-09-10",10.35
"240","2019-09-11",9.13
"241","2019-09-12",9.5
"242","2019-09-13",9.4
"243","2019-09-16",9.4
"244","2019-09-17",9.53
"245","2019-09-18",9.7
"246","2019-09-19",9.54
"247","2019-09-20",10.12
"248","2019-09-23",10.1
"249","2019-09-24",9.95
"250","2019-09-25",9.79
"251","2019-09-26",9.55
"252","2019-09-27",9.38
"253","2019-09-30",9.47
"254","2019-10-01",9.14
"255","2019-10-02",9.24
"256","2019-10-03",9.55
"257","2019-10-04",10.41
"258","2019-10-07",10.09
"259","2019-10-08",9.65
"260","2019-10-09",9.21
"261","2019-10-10",9.22
"262","2019-10-11",9.3
"263","2019-10-14",9.38
"264","2019-10-15",9.4
"265","2019-10-16",9.48
"266","2019-10-17",9.46
"267","2019-10-18",9.38
"268","2019-10-21",9.53
"269","2019-10-22",9.45
"270","2019-10-23",9.38
"271","2019-10-24",9.38
"272","2019-10-25",9.43
"273","2019-10-28",9.46
"274","2019-10-29",9.53
"275","2019-10-30",9.68
"276","2019-10-31",9.54
"277","2019-11-01",9.68
"278","2019-11-04",9.87
"279","2019-11-05",9.66
"280","2019-11-06",10.46
"281","2019-11-07",9.96
"282","2019-11-08",9.62
"283","2019-11-11",9.75
"284","2019-11-12",9.5
"285","2019-11-13",9.45
"286","2019-11-14",9.49
"287","2019-11-15",9.27
"288","2019-11-18",9.21
"289","2019-11-19",10.14
"290","2019-11-20",10.3
"291","2019-11-21",10.25
"292","2019-11-22",10.67
"293","2019-11-25",10.9
"294","2019-11-26",11.31
"295","2019-11-27",12.28
"296","2019-11-29",11.3
"297","2019-12-02",11.33
"298","2019-12-03",12.1
"299","2019-12-04",11.62
"300","2019-12-05",12.5
"301","2019-12-06",12.76
"302","2019-12-09",12.2
"303","2019-12-10",12.25
"304","2019-12-11",12.2
"305","2019-12-12",12.09
"306","2019-12-13",12.68
"307","2019-12-16",13.31
"308","2019-12-17",13.03
"309","2019-12-18",13.85
"310","2019-12-19",13.9
"311","2019-12-20",13.93
"312","2019-12-23",13.68
"313","2019-12-24",13.28
"314","2019-12-26",13.54
"315","2019-12-27",13.33
"316","2019-12-30",13.19
"317","2019-12-31",15.51
"318","2020-01-02",15.6
"319","2020-01-03",15.64
"320","2020-01-06",15.75
"321","2020-01-07",14.39
"322","2020-01-08",13.45
"323","2020-01-09",13.7
"324","2020-01-10",13.86
"325","2020-01-13",11.51
"326","2020-01-14",11.97
"327","2020-01-15",12.99
"328","2020-01-16",13.53
"329","2020-01-17",13.55
"330","2020-01-21",14.26
"331","2020-01-22",14.21
"332","2020-01-23",13.35
"333","2020-01-24",12.56
"334","2020-01-27",12.25
"335","2020-01-28",12.99
"336","2020-01-29",13.68
"337","2020-01-30",12.93
"338","2020-01-31",13.24
"339","2020-02-03",12.83
"340","2020-02-04",11.58
"341","2020-02-05",12.03
"342","2020-02-06",11.86
"343","2020-02-07",11
"344","2020-02-10",11.4
"345","2020-02-11",11.35
"346","2020-02-12",11.08
"347","2020-02-13",11.1
"348","2020-02-14",12
"349","2020-02-18",12.75
"350","2020-02-19",13.08
"351","2020-02-20",13.03
"352","2020-02-21",12.82
"353","2020-02-24",13.7
"354","2020-02-25",12.39
"355","2020-02-26",12.42
"356","2020-02-27",12.02
"357","2020-02-28",12.51
"358","2020-03-02",12.56
"359","2020-03-03",12.91
"360","2020-03-04",13.2
"361","2020-03-05",13.62
"362","2020-03-06",12.87
"363","2020-03-09",11.3
"364","2020-03-10",11.6
"365","2020-03-11",11.37
"366","2020-03-12",10.28
"367","2020-03-13",10.52
"368","2020-03-16",9.15
"369","2020-03-17",8.7
"370","2020-03-18",7.16
"371","2020-03-19",8.25
"372","2020-03-20",7.78
"373","2020-03-23",9.16
"374","2020-03-24",10.74
"375","2020-03-25",10.05
"376","2020-03-26",10.15
"377","2020-03-27",9.97
"378","2020-03-30",9.02
"379","2020-03-31",9.22
"380","2020-04-01",9.01
"381","2020-04-02",9.23
"382","2020-04-03",9.51
"383","2020-04-06",9.36
"384","2020-04-07",8.9
"385","2020-04-08",9.39
"386","2020-04-09",9
"387","2020-04-13",9
"388","2020-04-14",8.95
"389","2020-04-15",8.85
"390","2020-04-16",9
"391","2020-04-17",9.02
"392","2020-04-20",9.04
"393","2020-04-21",8.48
"394","2020-04-22",8.72
"395","2020-04-23",8.72
"396","2020-04-24",9.25
"397","2020-04-27",8.67
"398","2020-04-28",8.89
"399","2020-04-29",9.59
"400","2020-04-30",8.99
"401","2020-05-01",8.62
"402","2020-05-04",8.74
"403","2020-05-05",8.63
"404","2020-05-06",8.75
"405","2020-05-07",8.84
"406","2020-05-08",8.51
"407","2020-05-11",8.66
"408","2020-05-12",8.72
"409","2020-05-13",8.27
"410","2020-05-14",8.59
"411","2020-05-15",8.6
"412","2020-05-18",8.78
"413","2020-05-19",8.64
"414","2020-05-20",8.75
"415","2020-05-21",8.67
"416","2020-05-22",8.75
"417","2020-05-26",9.64
"418","2020-05-27",9.46
"419","2020-05-28",9.71
"420","2020-05-29",9.84
"421","2020-06-01",10.53
"422","2020-06-02",10.64
"423","2020-06-03",11.67
"424","2020-06-04",10.93
"425","2020-06-05",11.12
"426","2020-06-08",11.8
"427","2020-06-09",11.35
"428","2020-06-10",10.89
"429","2020-06-11",10.73
"430","2020-06-12",10.97
"431","2020-06-15",10.71
"432","2020-06-16",11.1
"433","2020-06-17",10.94
"434","2020-06-18",11.5
"435","2020-06-19",10.86
"436","2020-06-22",10.33
"437","2020-06-23",10.81
"438","2020-06-24",10.3
"439","2020-06-25",10.03
"440","2020-06-26",10.27
"441","2020-06-29",10.19
"442","2020-06-30",9.84
"443","2020-07-01",10.5
"444","2020-07-02",10.5
"445","2020-07-06",10.06
"446","2020-07-07",10.07
"447","2020-07-08",9.86
"448","2020-07-09",9.52
"449","2020-07-10",9.39
"450","2020-07-13",9.2
"451","2020-07-14",9.15
"452","2020-07-15",8.94
"453","2020-07-16",8.7
"454","2020-07-17",8.76
"455","2020-07-20",9.23
"456","2020-07-21",9.38
"457","2020-07-22",9.09
"458","2020-07-23",9.67
"459","2020-07-24",9
"460","2020-07-27",8.96
"461","2020-07-28",8.7
"462","2020-07-29",8.49
"463","2020-07-30",8.42
"464","2020-07-31",8.14
"465","2020-08-03",8.44
"466","2020-08-04",8.42
"467","2020-08-05",8.29
"468","2020-08-06",8.25
"469","2020-08-07",7.98
"470","2020-08-10",7.97
"471","2020-08-11",7.67
"472","2020-08-12",7.67
"473","2020-08-13",8.15
"474","2020-08-14",7.76
"475","2020-08-17",8.08
"476","2020-08-18",8.21
"477","2020-08-19",8.36
"478","2020-08-20",8.37
"479","2020-08-21",7.79
"480","2020-08-24",7.99
"481","2020-08-25",8.46
"482","2020-08-26",8.15
"483","2020-08-27",7.92
"484","2020-08-28",8.03
"485","2020-08-31",8.96
"486","2020-09-01",8.76
"487","2020-09-02",8.79
"488","2020-09-03",8.84
"489","2020-09-04",8.85
"490","2020-09-08",9.05
"491","2020-09-09",9.25
"492","2020-09-10",9.19
"493","2020-09-11",9.25
"494","2020-09-14",9.4
"495","2020-09-15",9.39
"496","2020-09-16",9.6
"497","2020-09-17",9.72
"498","2020-09-18",10.11
"499","2020-09-21",9.33
"500","2020-09-22",8.93
"501","2020-09-23",8.83
"502","2020-09-24",9.35
"503","2020-09-25",9.22
"504","2020-09-28",9.17
"505","2020-09-29",9.19
"506","2020-09-30",9.34
"507","2020-10-01",9.64
"508","2020-10-02",10.06
"509","2020-10-05",9.91
"510","2020-10-06",9.54
"511","2020-10-07",9.24
"512","2020-10-08",9.2
"513","2020-10-09",9.38
"514","2020-10-12",8.99
"515","2020-10-13",9.02
"516","2020-10-14",8.65
"517","2020-10-15",8.27
"518","2020-10-16",8.58
"519","2020-10-19",8.44
"520","2020-10-20",8.21
"521","2020-10-21",8.14
"522","2020-10-22",8.15
"523","2020-10-23",8.26
"524","2020-10-26",8.01
"525","2020-10-27",8.13
"526","2020-10-28",7.63
"527","2020-10-29",7.69
"528","2020-10-30",7.39
"529","2020-11-02",7.43
"530","2020-11-03",7.93
"531","2020-11-04",8.14
"532","2020-11-05",8.31
"533","2020-11-06",8.08
"534","2020-11-09",7.85
"535","2020-11-10",8.02
"536","2020-11-11",7.91
"537","2020-11-12",8.28
"538","2020-11-13",16.02
"539","2020-11-16",16.040001
"540","2020-11-17",16.030001
"541","2020-11-18",16.139999
"542","2020-11-19",16.190001
"543","2020-11-20",16.139999
"544","2020-11-23",16.139999
"545","2020-11-24",16.139999
"546","2020-11-25",16.040001
"547","2020-11-27",16.07
