"","date","MTC"
"166","2019-09-05",3.63
"167","2019-09-06",3.63
"168","2019-09-09",3.68
"169","2019-09-10",3.72
"170","2019-09-11",3.79
"171","2019-09-12",3.69
"172","2019-09-13",3.66
"173","2019-09-16",3.5
"174","2019-09-17",3.3
"175","2019-09-18",3.28
"176","2019-09-19",3.31
"177","2019-09-20",3.14
"178","2019-09-23",3.06
"179","2019-09-24",2.83
"180","2019-09-25",2.73
"181","2019-09-26",2.8
"182","2019-09-27",2.61
"183","2019-09-30",2.62
"184","2019-10-01",2.55
"185","2019-10-02",2.55
"186","2019-10-03",2.59
"187","2019-10-04",2.58
"188","2019-10-07",2.54
"189","2019-10-08",2.45
"190","2019-10-09",2.388
"191","2019-10-10",2.34
"192","2019-10-11",2.7
"193","2019-10-14",2.78
"194","2019-10-15",2.86
"195","2019-10-16",3.08
"196","2019-10-17",2.89
"197","2019-10-18",2.97
"198","2019-10-21",2.81
"199","2019-10-22",2.79
"200","2019-10-23",2.71
"201","2019-10-24",2.725
"202","2019-10-25",2.69
"203","2019-10-28",2.63
"204","2019-10-29",2.54
"205","2019-10-30",2.5
"206","2019-10-31",2.41
"207","2019-11-01",2.46
"208","2019-11-04",2.47
"209","2019-11-05",2.47
"210","2019-11-06",2.4
"211","2019-11-07",2.4
"212","2019-11-08",2.44
"213","2019-11-11",2.458
"214","2019-11-12",2.36
"215","2019-11-13",2.31
"216","2019-11-14",1.8
"217","2019-11-15",2.233
"218","2019-11-18",1.82
"219","2019-11-19",1.989
"220","2019-11-20",1.92
"221","2019-11-21",1.95
"222","2019-11-22",1.95
"223","2019-11-25",1.91
"224","2019-11-26",1.947
"225","2019-11-27",2.051
"226","2019-11-29",2.184
"227","2019-12-02",2.03
"228","2019-12-03",1.99
"229","2019-12-04",2.008
"230","2019-12-05",2.06
"231","2019-12-06",2.058
"232","2019-12-09",2.15
"233","2019-12-10",2.31
"234","2019-12-11",2.45
"235","2019-12-12",2.48
"236","2019-12-13",2.4
"237","2019-12-16",2.385
"238","2019-12-17",2.15
"239","2019-12-18",2.08
"240","2019-12-19",2.11
"241","2019-12-20",1.97
"242","2019-12-23",1.96
"243","2019-12-24",1.9
"244","2019-12-26",1.92
"245","2019-12-27",1.93
"246","2019-12-30",1.97
"247","2019-12-31",1.95
"248","2020-01-02",2.11
"249","2020-01-03",2.14
"250","2020-01-06",2.12
"251","2020-01-07",2.05
"252","2020-01-08",2.099
"253","2020-01-09",2.03
"254","2020-01-10",2.09
"255","2020-01-13",2.13
"256","2020-01-14",2.08
"257","2020-01-15",2.02
"258","2020-01-16",2.044
"259","2020-01-17",2.35
"260","2020-01-21",2.34
"261","2020-01-22",2.215
"262","2020-01-23",2.2
"263","2020-01-24",2.01
"264","2020-01-27",1.99
"265","2020-01-28",2.065
"266","2020-01-29",2.04
"267","2020-01-30",2.071
"268","2020-01-31",2.019
"269","2020-02-03",1.99
"270","2020-02-04",2.003
"271","2020-02-05",2.03
"272","2020-02-06",1.93
"273","2020-02-07",1.9
"274","2020-02-10",1.89
"275","2020-02-11",1.95
"276","2020-02-12",1.93
"277","2020-02-13",1.87
"278","2020-02-14",1.93
"279","2020-02-18",1.886
"280","2020-02-19",1.885
"281","2020-02-20",1.861
"282","2020-02-21",1.84
"283","2020-02-24",1.699
"284","2020-02-25",1.67
"285","2020-02-26",1.6
"286","2020-02-27",1.633
"287","2020-02-28",1.5
"288","2020-03-02",1.5
"289","2020-03-03",1.31
"290","2020-03-04",1.33
"291","2020-03-05",1.34
"292","2020-03-06",1.27
"293","2020-03-09",1.12
"294","2020-03-10",1.1
"295","2020-03-11",1.065
"296","2020-03-12",0.73
"297","2020-03-13",0.735
"298","2020-03-16",0.736
"299","2020-03-17",0.86
"300","2020-03-18",0.7
"301","2020-03-19",0.75
"302","2020-03-20",0.76
"303","2020-03-23",0.78
"304","2020-03-24",0.793
"305","2020-03-25",0.81
"306","2020-03-26",0.929
"307","2020-03-27",0.839
"308","2020-03-30",0.875
"309","2020-03-31",0.97
"310","2020-04-01",0.92
"311","2020-04-02",0.912
"312","2020-04-03",0.84
"313","2020-04-06",0.86
"314","2020-04-07",0.84
"315","2020-04-08",0.9
"316","2020-04-09",0.86
"317","2020-04-13",0.93
"318","2020-04-14",1.02
"319","2020-04-15",1.06
"320","2020-04-16",1.31
"321","2020-04-17",1.3
"322","2020-04-20",1.28
"323","2020-04-21",1.175
"324","2020-04-22",1.12
"325","2020-04-23",1.1
"326","2020-04-24",1.06
"327","2020-04-27",1.06
"328","2020-04-28",1.05
"329","2020-04-29",1.06
"330","2020-04-30",1.02
"331","2020-05-01",0.95
"332","2020-05-04",1.01
"333","2020-05-05",0.984
"334","2020-05-06",1.056
"335","2020-05-07",1.01
"336","2020-05-08",1.29
"337","2020-05-11",1.238
"338","2020-05-12",1.179
"339","2020-05-13",1.13
"340","2020-05-14",1.13
"341","2020-05-15",1.11
"342","2020-05-18",1.15
"343","2020-05-19",1.17
"344","2020-05-20",1.16
"345","2020-05-21",1.13
"346","2020-05-22",1.1
"347","2020-05-26",2.05
"348","2020-05-27",2
"349","2020-05-28",2.016
"350","2020-05-29",2.13
"351","2020-06-01",2.15
"352","2020-06-02",2.85
"353","2020-06-03",3.27
"354","2020-06-04",3.04
"355","2020-06-05",4.49
"356","2020-06-08",5.95
"357","2020-06-09",6.7
"358","2020-06-10",2.89
"359","2020-06-11",2.32
"360","2020-06-12",2.09
"361","2020-06-15",1.87
"362","2020-06-16",1.85
"363","2020-06-17",1.72
"364","2020-06-18",1.7
"365","2020-06-19",1.62
"366","2020-06-22",1.43
"367","2020-06-23",1.35
"368","2020-06-24",1.69
"369","2020-06-25",1.47
"370","2020-06-26",1.4
"371","2020-06-29",1.4
"372","2020-06-30",1.35
"373","2020-07-01",1.34
"374","2020-07-02",1.35
"375","2020-07-06",1.41
"376","2020-07-07",1.37
"377","2020-07-08",1.34
"378","2020-07-09",1.34
"379","2020-07-10",1.35
"380","2020-07-13",1.32
"381","2020-07-14",1.24
"382","2020-07-15",1.27
"383","2020-07-16",1.31
"384","2020-07-17",1.28
"385","2020-07-20",1.29
"386","2020-07-21",1.35
"387","2020-07-22",1.48
"388","2020-07-23",1.426
"389","2020-07-24",1.39
"390","2020-07-27",1.33
"391","2020-07-28",1.3
"392","2020-07-29",1.34
"393","2020-07-30",1.34
"394","2020-07-31",1.29
"395","2020-08-03",1.37
"396","2020-08-04",1.33
"397","2020-08-05",1.34
"398","2020-08-06",1.32
"399","2020-08-07",1.29
"400","2020-08-10",1.3
"401","2020-08-11",1.27
"402","2020-08-12",1.29
"403","2020-08-13",1.27
"404","2020-08-14",1.25
"405","2020-08-17",1.19
"406","2020-08-18",1.16
"407","2020-08-19",1.05
"408","2020-08-20",1.02
"409","2020-08-21",0.95
"410","2020-08-24",0.975
"411","2020-08-25",1.005
"412","2020-08-26",1.01
"413","2020-08-27",0.965
"414","2020-08-28",0.98
"415","2020-08-31",0.93
"416","2020-09-01",0.903
"417","2020-09-02",0.867
"418","2020-09-03",0.83
"419","2020-09-04",0.768
"420","2020-09-08",0.81
"421","2020-09-09",0.8
"422","2020-09-10",0.839
"423","2020-09-11",0.85
"424","2020-09-14",0.888
"425","2020-09-15",0.916
"426","2020-09-16",0.952
"427","2020-09-17",1.02
"428","2020-09-18",0.975
"429","2020-09-21",0.94
"430","2020-09-22",0.95
"431","2020-09-23",0.877
"432","2020-09-24",0.86
"433","2020-09-25",0.93
"434","2020-09-28",0.895
"435","2020-09-29",0.89
"436","2020-09-30",0.94
"437","2020-10-01",1.03
"438","2020-10-02",0.939
"439","2020-10-05",0.934
"440","2020-10-06",0.935
"441","2020-10-07",0.909
"442","2020-10-08",0.92
"443","2020-10-09",0.899
"444","2020-10-12",0.924
"445","2020-10-13",0.978
"446","2020-10-14",1.34
"447","2020-10-15",1.13
"448","2020-10-16",1.22
"449","2020-10-19",1.2
"450","2020-10-20",1.21
"451","2020-10-21",1.2
"452","2020-10-22",1.16
"453","2020-10-23",1.07
"454","2020-10-26",1.03
"455","2020-10-27",1.01
"456","2020-10-28",0.967
"457","2020-10-29",0.915
"458","2020-10-30",0.86
"459","2020-11-02",0.91
"460","2020-11-03",0.95
"461","2020-11-04",0.92
"462","2020-11-05",0.974
"463","2020-11-06",0.97
"464","2020-11-09",1
"465","2020-11-10",1
"466","2020-11-11",1.005
"467","2020-11-12",1.04
"468","2020-11-13",1.03
"469","2020-11-16",1.02
"470","2020-11-17",1.09
"471","2020-11-18",1.075
"472","2020-11-19",1.06
"473","2020-11-20",1.05
"474","2020-11-23",1.081
"475","2020-11-24",1.2
"476","2020-11-25",2.01
"477","2020-11-27",2.1
