"","date","CSSE"
"82","2017-12-13",10.51
"83","2017-12-14",10.48
"84","2017-12-15",10.81
"85","2017-12-18",10.61
"86","2017-12-19",9.59
"87","2017-12-20",9.5
"88","2017-12-21",9.61
"89","2017-12-22",9.63
"90","2017-12-26",9.61
"91","2017-12-27",9.37
"92","2017-12-28",9.42
"93","2017-12-29",9
"94","2018-01-02",9.06
"95","2018-01-03",9.05
"96","2018-01-04",9
"97","2018-01-05",9.22
"98","2018-01-08",9.42
"99","2018-01-09",9.91
"100","2018-01-10",10.4
"101","2018-01-11",10.01
"102","2018-01-12",10.13
"103","2018-01-16",10.5
"104","2018-01-17",10.7
"105","2018-01-18",10.53
"106","2018-01-19",10.36
"107","2018-01-22",10.59
"108","2018-01-23",10.14
"109","2018-01-24",10.13
"110","2018-01-25",9.82
"111","2018-01-26",9.85
"112","2018-01-29",9.88
"113","2018-01-30",9.44
"114","2018-01-31",9.36
"115","2018-02-01",9.31
"116","2018-02-02",9.28
"117","2018-02-05",9
"118","2018-02-06",9.39
"119","2018-02-07",8.77
"120","2018-02-08",8.83
"121","2018-02-09",8.7
"122","2018-02-12",8.36
"123","2018-02-13",8.22
"124","2018-02-14",7.84
"125","2018-02-15",7.52
"126","2018-02-16",7.58
"127","2018-02-20",7.34
"128","2018-02-21",8
"129","2018-02-22",7.95
"130","2018-02-23",7.99
"131","2018-02-26",7.99
"132","2018-02-27",7.98
"133","2018-02-28",7.8
"134","2018-03-01",7.79
"135","2018-03-02",8.35
"136","2018-03-05",7.97
"137","2018-03-06",7.94
"138","2018-03-07",8.09
"139","2018-03-08",7.98
"140","2018-03-09",7.81
"141","2018-03-12",7.52
"142","2018-03-13",7.83
"143","2018-03-14",7.26
"144","2018-03-15",6.91
"145","2018-03-16",7.95
"146","2018-03-19",7.68
"147","2018-03-20",7.74
"148","2018-03-21",7.75
"149","2018-03-22",7.56
"150","2018-03-23",7.12
"151","2018-03-26",7.35
"152","2018-03-27",7.33
"153","2018-03-28",7.02
"154","2018-03-29",7.12
"155","2018-04-02",7.02
"156","2018-04-03",6.96
"157","2018-04-04",6.85
"158","2018-04-05",7
"159","2018-04-06",6.73
"160","2018-04-09",6.64
"161","2018-04-10",6.79
"162","2018-04-11",6.7
"163","2018-04-12",6.96
"164","2018-04-13",6.88
"165","2018-04-16",7.17
"166","2018-04-17",6.9
"167","2018-04-18",6.76
"168","2018-04-19",6.83
"169","2018-04-20",6.54
"170","2018-04-23",6.86
"171","2018-04-24",6.84
"172","2018-04-25",7.25
"173","2018-04-26",7.38
"174","2018-04-27",7.35
"175","2018-04-30",7.62
"176","2018-05-01",7.6
"177","2018-05-02",7.54
"178","2018-05-03",7.22
"179","2018-05-04",7.69
"180","2018-05-07",7.92
"181","2018-05-08",8.18
"182","2018-05-09",8.2
"183","2018-05-10",8.38
"184","2018-05-11",8.5
"185","2018-05-14",8.68
"186","2018-05-15",8.72
"187","2018-05-16",8.77
"188","2018-05-17",9.03
"189","2018-05-18",9.05
"190","2018-05-21",9.25
"191","2018-05-22",9.28
"192","2018-05-23",9.11
"193","2018-05-24",9.48
"194","2018-05-25",10.15
"195","2018-05-29",10.13
"196","2018-05-30",10.99
"197","2018-05-31",10.37
"198","2018-06-01",10.41
"199","2018-06-04",9.82
"200","2018-06-05",10.11
"201","2018-06-06",9.92
"202","2018-06-07",10.03
"203","2018-06-08",9.65
"204","2018-06-11",9.82
"205","2018-06-12",9.85
"206","2018-06-13",9.98
"207","2018-06-14",10.4
"208","2018-06-15",10.68
"209","2018-06-18",10.18
"210","2018-06-19",10.25
"211","2018-06-20",10.45
"212","2018-06-21",10.44
"213","2018-06-22",10.31
"214","2018-06-25",9.79
"215","2018-06-26",9.74
"216","2018-06-27",9.46
"217","2018-06-28",9.56
"218","2018-06-29",9.58
"219","2018-07-02",9.3
"220","2018-07-03",9.26
"221","2018-07-05",9.92
"222","2018-07-06",9.73
"223","2018-07-09",9.72
"224","2018-07-10",9.72
"225","2018-07-11",9.38
"226","2018-07-12",9.55
"227","2018-07-13",9.51
"228","2018-07-16",9.39
"229","2018-07-17",9.3
"230","2018-07-18",9.55
"231","2018-07-19",9.27
"232","2018-07-20",9.32
"233","2018-07-23",9.66
"234","2018-07-24",9.6
"235","2018-07-25",9.66
"236","2018-07-26",9.55
"237","2018-07-27",9.4
"238","2018-07-30",10.45
"239","2018-07-31",10.45
"240","2018-08-01",10.85
"241","2018-08-02",10.8
"242","2018-08-03",10.57
"243","2018-08-06",9.47
"244","2018-08-07",10.13
"245","2018-08-08",9.35
"246","2018-08-09",9.11
"247","2018-08-10",9.13
"248","2018-08-13",8.86
"249","2018-08-14",9.17
"250","2018-08-15",9.22
"251","2018-08-16",9.27
"252","2018-08-17",9.07
"253","2018-08-20",9.41
"254","2018-08-21",9.75
"255","2018-08-22",9.86
"256","2018-08-23",9.77
"257","2018-08-24",9.8
"258","2018-08-27",10.04
"259","2018-08-28",10.23
"260","2018-08-29",10.29
"261","2018-08-30",10.29
"262","2018-08-31",10.25
"263","2018-09-04",10.35
"264","2018-09-05",10.35
"265","2018-09-06",10.25
"266","2018-09-07",10.29
"267","2018-09-10",9.87
"268","2018-09-11",10.24
"269","2018-09-12",10.3
"270","2018-09-13",10.77
"271","2018-09-14",10.74
"272","2018-09-17",10.8
"273","2018-09-18",10.45
"274","2018-09-19",10.68
"275","2018-09-20",10.01
"276","2018-09-21",9.77
"277","2018-09-24",9.73
"278","2018-09-25",9.62
"279","2018-09-26",9.87
"280","2018-09-27",10.74
"281","2018-09-28",10.2
"282","2018-10-01",10.25
"283","2018-10-02",10.1
"284","2018-10-03",10.23
"285","2018-10-04",9.72
"286","2018-10-05",9.55
"287","2018-10-08",9.93
"288","2018-10-09",9.28
"289","2018-10-10",9.2
"290","2018-10-11",9.24
"291","2018-10-12",9.15
"292","2018-10-15",8.88
"293","2018-10-16",8.85
"294","2018-10-17",9
"295","2018-10-18",9
"296","2018-10-19",9.16
"297","2018-10-22",8.93
"298","2018-10-23",8.869
"299","2018-10-24",8.31
"300","2018-10-25",8.3
"301","2018-10-26",8.36
"302","2018-10-29",8.68
"303","2018-10-30",9.3
"304","2018-10-31",9.11
"305","2018-11-01",9.88
"306","2018-11-02",9.1
"307","2018-11-05",9.27
"308","2018-11-06",9.11
"309","2018-11-07",9.35
"310","2018-11-08",9.01
"311","2018-11-09",8.85
"312","2018-11-12",8.892
"313","2018-11-13",8.841
"314","2018-11-14",9.15
"315","2018-11-15",9.53
"316","2018-11-16",9.5
"317","2018-11-19",8.8
"318","2018-11-20",9.2
"319","2018-11-21",9.51
"320","2018-11-23",9.21
"321","2018-11-26",9.45
"322","2018-11-27",9.18
"323","2018-11-28",8.77
"324","2018-11-29",8.7
"325","2018-11-30",8.25
"326","2018-12-03",8.55
"327","2018-12-04",8.17
"328","2018-12-06",8
"329","2018-12-07",7.95
"330","2018-12-10",7.93
"331","2018-12-11",8
"332","2018-12-12",8.65
"333","2018-12-13",8.58
"334","2018-12-14",8.94
"335","2018-12-17",9.25
"336","2018-12-18",9.46
"337","2018-12-19",9.78
"338","2018-12-20",9.7
"339","2018-12-21",8.65
"340","2018-12-24",8.47
"341","2018-12-26",8.4
"342","2018-12-27",8.16
"343","2018-12-28",8.07
"344","2018-12-31",7.52
"345","2019-01-02",7.8
"346","2019-01-03",7.95
"347","2019-01-04",8.07
"348","2019-01-07",8.03
"349","2019-01-08",8.1
"350","2019-01-09",8
"351","2019-01-10",7.93
"352","2019-01-11",8.07
"353","2019-01-14",8.25
"354","2019-01-15",8.08
"355","2019-01-16",7.92
"356","2019-01-17",8.16
"357","2019-01-18",8.1
"358","2019-01-22",7.93
"359","2019-01-23",7.77
"360","2019-01-24",7.92
"361","2019-01-25",7.95
"362","2019-01-28",7.77
"363","2019-01-29",7.861
"364","2019-01-30",7.749
"365","2019-01-31",7.92
"366","2019-02-01",7.8
"367","2019-02-04",8.01
"368","2019-02-05",7.95
"369","2019-02-06",7.78
"370","2019-02-07",7.78
"371","2019-02-08",7.81
"372","2019-02-11",7.8
"373","2019-02-12",7.9
"374","2019-02-13",7.72
"375","2019-02-14",7.63
"376","2019-02-15",7.7
"377","2019-02-19",7.69
"378","2019-02-20",7.61
"379","2019-02-21",7.62
"380","2019-02-22",7.53
"381","2019-02-25",7.53
"382","2019-02-26",7.43
"383","2019-02-27",7.38
"384","2019-02-28",7.68
"385","2019-03-01",7.38
"386","2019-03-04",7.36
"387","2019-03-05",7.36
"388","2019-03-06",7.39
"389","2019-03-07",7.99
"390","2019-03-08",8.2
"391","2019-03-11",8.18
"392","2019-03-12",8.15
"393","2019-03-13",8.14
"394","2019-03-14",8.18
"395","2019-03-15",8
"396","2019-03-18",8
"397","2019-03-19",7.75
"398","2019-03-20",7.99
"399","2019-03-21",8.08
"400","2019-03-22",7.98
"401","2019-03-25",8.03
"402","2019-03-26",7.98
"403","2019-03-27",8.01
"404","2019-03-28",9.064
"405","2019-03-29",12.36
"406","2019-04-01",10.82
"407","2019-04-02",10.52
"408","2019-04-03",10.35
"409","2019-04-04",10.69
"410","2019-04-05",10.78
"411","2019-04-08",10.15
"412","2019-04-09",9.98
"413","2019-04-10",9.85
"414","2019-04-11",10.05
"415","2019-04-12",10.04
"416","2019-04-15",10.11
"417","2019-04-16",10.13
"418","2019-04-17",9.6
"419","2019-04-18",9.84
"420","2019-04-22",9.77
"421","2019-04-23",9.89
"422","2019-04-24",10
"423","2019-04-25",9.99
"424","2019-04-26",10.07
"425","2019-04-29",9.88
"426","2019-04-30",9.8
"427","2019-05-01",9.75
"428","2019-05-02",9.53
"429","2019-05-03",9.4
"430","2019-05-06",9.48
"431","2019-05-07",9.11
"432","2019-05-08",9.31
"433","2019-05-09",9.355
"434","2019-05-10",9.35
"435","2019-05-13",9.32
"436","2019-05-14",9.51
"437","2019-05-15",9.19
"438","2019-05-16",8.22
"439","2019-05-17",8.35
"440","2019-05-20",8.29
"441","2019-05-21",8.26
"442","2019-05-22",8.63
"443","2019-05-23",8.43
"444","2019-05-24",8.17
"445","2019-05-28",8.38
"446","2019-05-29",8.2
"447","2019-05-30",8.08
"448","2019-05-31",8.05
"449","2019-06-03",8.05
"450","2019-06-04",8.05
"451","2019-06-05",7.68
"452","2019-06-06",7.54
"453","2019-06-07",7.63
"454","2019-06-10",7.6
"455","2019-06-11",7.31
"456","2019-06-12",7.19
"457","2019-06-13",7.25
"458","2019-06-14",7.35
"459","2019-06-17",7.19
"460","2019-06-18",7.31
"461","2019-06-19",7.57
"462","2019-06-20",7.4
"463","2019-06-21",7.35
"464","2019-06-24",7.49
"465","2019-06-25",7.425
"466","2019-06-26",7.49
"467","2019-06-27",7.35
"468","2019-06-28",7.5
"469","2019-07-01",7.56
"470","2019-07-02",7.67
"471","2019-07-03",7.6
"472","2019-07-05",7.5
"473","2019-07-08",7.49
"474","2019-07-09",7.31
"475","2019-07-10",7.39
"476","2019-07-11",7.16
"477","2019-07-12",7.02
"478","2019-07-15",8.4
"479","2019-07-16",8.25
"480","2019-07-17",8.4
"481","2019-07-18",8.832
"482","2019-07-19",8.67
"483","2019-07-22",8.675
"484","2019-07-23",8
"485","2019-07-24",8.25
"486","2019-07-25",7.96
"487","2019-07-26",8.49
"488","2019-07-29",8.7
"489","2019-07-30",9.05
"490","2019-07-31",9.28
"491","2019-08-01",9.4
"492","2019-08-02",9.37
"493","2019-08-05",9.325
"494","2019-08-06",9.01
"495","2019-08-07",9.3
"496","2019-08-08",8.82
"497","2019-08-09",9
"498","2019-08-12",9.03
"499","2019-08-13",9.285
"500","2019-08-14",9.37
"501","2019-08-15",9.2
"502","2019-08-16",9.35
"503","2019-08-19",9.2
"504","2019-08-20",9.07
"505","2019-08-21",9.02
"506","2019-08-22",9
"507","2019-08-23",9.21
"508","2019-08-26",9.3
"509","2019-08-27",9.25
"510","2019-08-28",9.19
"511","2019-08-29",9.22
"512","2019-08-30",9.12
"513","2019-09-03",9.01
"514","2019-09-04",9
"515","2019-09-05",9.01
"516","2019-09-06",9.28
"517","2019-09-09",9.2
"518","2019-09-10",9.22
"519","2019-09-11",9.83
"520","2019-09-12",9.5
"521","2019-09-13",9.52
"522","2019-09-16",9.45
"523","2019-09-17",9.67
"524","2019-09-18",9.78
"525","2019-09-19",9.36
"526","2019-09-20",9.85
"527","2019-09-23",9.67
"528","2019-09-24",9.61
"529","2019-09-25",9.6
"530","2019-09-26",9.5
"531","2019-09-27",9.6
"532","2019-09-30",9.65
"533","2019-10-01",9.74
"534","2019-10-02",9.46
"535","2019-10-03",9.27
"536","2019-10-04",9.46
"537","2019-10-07",9.3
"538","2019-10-08",9.56
"539","2019-10-09",9.85
"540","2019-10-10",9.3
"541","2019-10-11",9.26
"542","2019-10-14",9.48
"543","2019-10-15",9.19
"544","2019-10-16",9.41
"545","2019-10-17",9.13
"546","2019-10-18",9
"547","2019-10-21",8.799
"548","2019-10-22",9.26
"549","2019-10-23",9.12
"550","2019-10-24",9.54
"551","2019-10-25",9.85
"552","2019-10-28",9.74
"553","2019-10-29",9.5
"554","2019-10-30",9.64
"555","2019-10-31",9.25
"556","2019-11-01",9.74
"557","2019-11-04",9.8
"558","2019-11-05",9.55
"559","2019-11-06",9.75
"560","2019-11-07",9.55
"561","2019-11-08",9.6
"562","2019-11-11",9.71
"563","2019-11-12",9.71
"564","2019-11-13",9.7
"565","2019-11-14",10.14
"566","2019-11-15",8.93
"567","2019-11-18",8.64
"568","2019-11-19",8.73
"569","2019-11-20",7.95
"570","2019-11-21",8
"571","2019-11-22",7.65
"572","2019-11-25",7.73
"573","2019-11-26",7.63
"574","2019-11-27",7.6
"575","2019-11-29",7.84
"576","2019-12-02",7.91
"577","2019-12-03",7.79
"578","2019-12-04",7.5
"579","2019-12-05",7.65
"580","2019-12-06",7.03
"581","2019-12-09",7.4
"582","2019-12-10",8.1
"583","2019-12-11",7.9
"584","2019-12-12",8.05
"585","2019-12-13",8.35
"586","2019-12-16",8.21
"587","2019-12-17",8.15
"588","2019-12-18",8.09
"589","2019-12-19",8.13
"590","2019-12-20",8.2
"591","2019-12-23",8.09
"592","2019-12-24",8.135
"593","2019-12-26",7.95
"594","2019-12-27",7.99
"595","2019-12-30",7.78
"596","2019-12-31",8
"597","2020-01-02",7.94
"598","2020-01-03",7.97
"599","2020-01-06",8.03
"600","2020-01-07",8.185
"601","2020-01-08",8.11
"602","2020-01-09",8.1
"603","2020-01-10",8.05
"604","2020-01-13",8.22
"605","2020-01-14",8.29
"606","2020-01-15",8.24
"607","2020-01-16",8.34
"608","2020-01-17",8.6
"609","2020-01-21",8.84
"610","2020-01-22",8.655
"611","2020-01-23",8.75
"612","2020-01-24",8.73
"613","2020-01-27",8.2
"614","2020-01-28",8.2
"615","2020-01-29",8.054
"616","2020-01-30",8.14
"617","2020-01-31",8.01
"618","2020-02-03",8.04
"619","2020-02-04",8.2
"620","2020-02-05",8.2
"621","2020-02-06",8.25
"622","2020-02-07",8.36
"623","2020-02-10",8.3
"624","2020-02-11",8.46
"625","2020-02-12",8.49
"626","2020-02-13",8.35
"627","2020-02-14",8.67
"628","2020-02-18",8.99
"629","2020-02-19",9.25
"630","2020-02-20",9.1
"631","2020-02-21",9.14
"632","2020-02-24",9.4
"633","2020-02-25",10.04
"634","2020-02-26",10.21
"635","2020-02-27",9.6
"636","2020-02-28",8.86
"637","2020-03-02",9.47
"638","2020-03-03",8.56
"639","2020-03-04",8.53
"640","2020-03-05",8.689
"641","2020-03-06",8.07
"642","2020-03-09",7.99
"643","2020-03-10",8.16
"644","2020-03-11",7.43
"645","2020-03-12",6.72
"646","2020-03-13",6.47
"647","2020-03-16",5.37
"648","2020-03-17",6.07
"649","2020-03-18",5.094
"650","2020-03-19",5.5
"651","2020-03-20",5.11
"652","2020-03-23",5.01
"653","2020-03-24",5.372
"654","2020-03-25",5.99
"655","2020-03-26",5.91
"656","2020-03-27",5.72
"657","2020-03-30",6.25
"658","2020-03-31",6.57
"659","2020-04-01",5.82
"660","2020-04-02",6.03
"661","2020-04-03",6.55
"662","2020-04-06",6.66
"663","2020-04-07",6.8
"664","2020-04-08",7.597
"665","2020-04-09",7.779
"666","2020-04-13",8.05
"667","2020-04-14",8.325
"668","2020-04-15",8.52
"669","2020-04-16",8.21
"670","2020-04-17",8.79
"671","2020-04-20",8.9
"672","2020-04-21",8.53
"673","2020-04-22",8.67
"674","2020-04-23",8.67
"675","2020-04-24",8.75
"676","2020-04-27",8.74
"677","2020-04-28",8.69
"678","2020-04-29",8.77
"679","2020-04-30",8.81
"680","2020-05-01",8.88
"681","2020-05-04",8.44
"682","2020-05-05",8.38
"683","2020-05-06",8.38
"684","2020-05-07",8.81
"685","2020-05-08",8.45
"686","2020-05-11",8.2
"687","2020-05-12",8.2
"688","2020-05-13",7.9
"689","2020-05-14",8.2
"690","2020-05-15",7.25
"691","2020-05-18",7.49
"692","2020-05-19",7.27
"693","2020-05-20",7.7
"694","2020-05-21",7.75
"695","2020-05-22",7.99
"696","2020-05-26",7.66
"697","2020-05-27",7.3
"698","2020-05-28",7.5
"699","2020-05-29",7.4
"700","2020-06-01",7.58
"701","2020-06-02",7.505
"702","2020-06-03",7.36
"703","2020-06-04",8.06
"704","2020-06-05",8.21
"705","2020-06-08",8.37
"706","2020-06-09",7.8
"707","2020-06-10",7.37
"708","2020-06-11",6.81
"709","2020-06-12",7.13
"710","2020-06-15",7.157
"711","2020-06-16",7.985
"712","2020-06-17",7.815
"713","2020-06-18",7.35
"714","2020-06-19",7.38
"715","2020-06-22",7.26
"716","2020-06-23",7.26
"717","2020-06-24",6.97
"718","2020-06-25",6.78
"719","2020-06-26",7.05
"720","2020-06-29",6.86
"721","2020-06-30",6.95
"722","2020-07-01",7.24
"723","2020-07-02",7.18
"724","2020-07-06",9.01
"725","2020-07-07",8.46
"726","2020-07-08",8.52
"727","2020-07-09",8.233
"728","2020-07-10",8.55
"729","2020-07-13",8.54
"730","2020-07-14",8.62
"731","2020-07-15",9.08
"732","2020-07-16",9.506
"733","2020-07-17",9.36
"734","2020-07-20",9.3
"735","2020-07-21",8.936
"736","2020-07-22",9.04
"737","2020-07-23",9.05
"738","2020-07-24",9.16
"739","2020-07-27",9.19
"740","2020-07-28",9.15
"741","2020-07-29",9.25
"742","2020-07-30",9.47
"743","2020-07-31",9.66
"744","2020-08-03",9.85
"745","2020-08-04",9.635
"746","2020-08-05",9.61
"747","2020-08-06",9.02
"748","2020-08-07",8.78
"749","2020-08-10",9.4
"750","2020-08-11",9.52
"751","2020-08-12",9.63
"752","2020-08-13",11.02
"753","2020-08-14",10.93
"754","2020-08-17",11.49
"755","2020-08-18",11.678
"756","2020-08-19",12.15
"757","2020-08-20",12.55
"758","2020-08-21",12
"759","2020-08-24",12.52
"760","2020-08-25",12.58
"761","2020-08-26",13.38
"762","2020-08-27",14.03
"763","2020-08-28",15.86
"764","2020-08-31",14.96
"765","2020-09-01",13.13
"766","2020-09-02",14
"767","2020-09-03",13.05
"768","2020-09-04",12.96
"769","2020-09-08",13.36
"770","2020-09-09",13.6
"771","2020-09-10",13.09
"772","2020-09-11",12.76
"773","2020-09-14",13.16
"774","2020-09-15",13.15
"775","2020-09-16",13.07
"776","2020-09-17",12.81
"777","2020-09-18",13.38
"778","2020-09-21",13.39
"779","2020-09-22",14.2
"780","2020-09-23",13.74
"781","2020-09-24",13.53
"782","2020-09-25",14.1
"783","2020-09-28",14.5
"784","2020-09-29",14.39
"785","2020-09-30",14.43
"786","2020-10-01",14.59
"787","2020-10-02",14.88
"788","2020-10-05",14.69
"789","2020-10-06",14.95
"790","2020-10-07",16.200001
"791","2020-10-08",15.69
"792","2020-10-09",14.75
"793","2020-10-12",13.95
"794","2020-10-13",13.86
"795","2020-10-14",13.91
"796","2020-10-15",14.32
"797","2020-10-16",14.19
"798","2020-10-19",13.85
"799","2020-10-20",13.78
"800","2020-10-21",14.52
"801","2020-10-22",14.41
"802","2020-10-23",14.68
"803","2020-10-26",14.48
"804","2020-10-27",14.9
"805","2020-10-28",15
"806","2020-10-29",15.48
"807","2020-10-30",14.82
"808","2020-11-02",13.45
"809","2020-11-03",13.63
"810","2020-11-04",13.3
"811","2020-11-05",13.92
"812","2020-11-06",14.6
"813","2020-11-09",14.47
"814","2020-11-10",14.5
"815","2020-11-11",15.72
"816","2020-11-12",15.44
"817","2020-11-13",14.86
"818","2020-11-16",14.53
"819","2020-11-17",15.06
"820","2020-11-18",15.8
"821","2020-11-19",15.88
"822","2020-11-20",16.16
"823","2020-11-23",16.17
"824","2020-11-24",15.92
"825","2020-11-25",16.129999
"826","2020-11-27",16.6
