"","date","BRY"
"134","2019-01-29",11.24
"135","2019-01-30",11.7
"136","2019-01-31",11.79
"137","2019-02-01",12.13
"138","2019-02-04",12.1
"139","2019-02-05",11.77
"140","2019-02-06",11.67
"141","2019-02-07",11
"142","2019-02-08",10.74
"143","2019-02-11",10.65
"144","2019-02-12",10.86
"145","2019-02-13",11.57
"146","2019-02-14",11.42
"147","2019-02-15",11.95
"148","2019-02-19",11.91
"149","2019-02-20",11.89
"150","2019-02-21",11.9
"151","2019-02-22",12.67
"152","2019-02-25",12.81
"153","2019-02-26",12.7
"154","2019-02-27",12.73
"155","2019-02-28",12.73
"156","2019-03-01",12.75
"157","2019-03-04",12.81
"158","2019-03-05",12.65
"159","2019-03-06",12.19
"160","2019-03-07",11.9
"161","2019-03-08",11.68
"162","2019-03-11",11.82
"163","2019-03-12",11.99
"164","2019-03-13",11.61
"165","2019-03-14",11.7
"166","2019-03-15",11.82
"167","2019-03-18",11.94
"168","2019-03-19",12.12
"169","2019-03-20",12.23
"170","2019-03-21",11.91
"171","2019-03-22",11.12
"172","2019-03-25",10.97
"173","2019-03-26",11.4
"174","2019-03-27",11.27
"175","2019-03-28",11.71
"176","2019-03-29",11.54
"177","2019-04-01",12.11
"178","2019-04-02",12.13
"179","2019-04-03",11.79
"180","2019-04-04",11.91
"181","2019-04-05",12.29
"182","2019-04-08",12.45
"183","2019-04-09",12.34
"184","2019-04-10",12.73
"185","2019-04-11",12.81
"186","2019-04-12",12.77
"187","2019-04-15",12.5
"188","2019-04-16",12.55
"189","2019-04-17",12.57
"190","2019-04-18",12.62
"191","2019-04-22",12.91
"192","2019-04-23",12.95
"193","2019-04-24",12.79
"194","2019-04-25",11.67
"195","2019-04-26",11.56
"196","2019-04-29",11.26
"197","2019-04-30",11.36
"198","2019-05-01",11.05
"199","2019-05-02",10.88
"200","2019-05-03",11.23
"201","2019-05-06",11.3
"202","2019-05-07",10.97
"203","2019-05-08",11.07
"204","2019-05-09",11.44
"205","2019-05-10",11.48
"206","2019-05-13",11.23
"207","2019-05-14",11.36
"208","2019-05-15",11.1
"209","2019-05-16",11.3
"210","2019-05-17",10.97
"211","2019-05-20",11.06
"212","2019-05-21",11.5
"213","2019-05-22",11.08
"214","2019-05-23",10.59
"215","2019-05-24",10.81
"216","2019-05-28",10.76
"217","2019-05-29",11.06
"218","2019-05-30",10.75
"219","2019-05-31",10.75
"220","2019-06-03",10.79
"221","2019-06-04",11.17
"222","2019-06-05",10.45
"223","2019-06-06",10.34
"224","2019-06-07",10.33
"225","2019-06-10",10.44
"226","2019-06-11",10.34
"227","2019-06-12",10.19
"228","2019-06-13",10.39
"229","2019-06-14",10.51
"230","2019-06-17",10.77
"231","2019-06-18",10.95
"232","2019-06-19",10.93
"233","2019-06-20",11.09
"234","2019-06-21",10.99
"235","2019-06-24",10.58
"236","2019-06-25",10.39
"237","2019-06-26",10.59
"238","2019-06-27",10.31
"239","2019-06-28",10.6
"240","2019-07-01",10.62
"241","2019-07-02",10.04
"242","2019-07-03",10.12
"243","2019-07-05",10.42
"244","2019-07-08",10.23
"245","2019-07-09",10.12
"246","2019-07-10",10.35
"247","2019-07-11",10.33
"248","2019-07-12",10.47
"249","2019-07-15",10.39
"250","2019-07-16",10.4
"251","2019-07-17",10.2
"252","2019-07-18",10.18
"253","2019-07-19",10.25
"254","2019-07-22",10.23
"255","2019-07-23",10.41
"256","2019-07-24",10.51
"257","2019-07-25",10.39
"258","2019-07-26",10.5
"259","2019-07-29",9.4
"260","2019-07-30",9.91
"261","2019-07-31",9.8
"262","2019-08-01",9.04
"263","2019-08-02",8.99
"264","2019-08-05",8.81
"265","2019-08-06",8.9
"266","2019-08-07",8.86
"267","2019-08-08",8.5
"268","2019-08-09",8.59
"269","2019-08-12",8.77
"270","2019-08-13",8.61
"271","2019-08-14",8.45
"272","2019-08-15",8.22
"273","2019-08-16",8.6
"274","2019-08-19",8.6
"275","2019-08-20",8.47
"276","2019-08-21",8.45
"277","2019-08-22",8.21
"278","2019-08-23",7.71
"279","2019-08-26",7.89
"280","2019-08-27",7.77
"281","2019-08-28",8.03
"282","2019-08-29",8.22
"283","2019-08-30",7.99
"284","2019-09-03",7.95
"285","2019-09-04",8.17
"286","2019-09-05",8.6
"287","2019-09-06",8.66
"288","2019-09-09",9.11
"289","2019-09-10",9.55
"290","2019-09-11",9.81
"291","2019-09-12",9.72
"292","2019-09-13",9.83
"293","2019-09-16",10.77
"294","2019-09-17",10.44
"295","2019-09-18",10.43
"296","2019-09-19",10.09
"297","2019-09-20",10.25
"298","2019-09-23",10.57
"299","2019-09-24",9.83
"300","2019-09-25",9.71
"301","2019-09-26",9.57
"302","2019-09-27",9.6
"303","2019-09-30",9.36
"304","2019-10-01",9.26
"305","2019-10-02",9.35
"306","2019-10-03",9.32
"307","2019-10-04",9.32
"308","2019-10-07",9.28
"309","2019-10-08",9.34
"310","2019-10-09",9.4
"311","2019-10-10",9.61
"312","2019-10-11",9.88
"313","2019-10-14",10.06
"314","2019-10-15",9.91
"315","2019-10-16",9.72
"316","2019-10-17",9.72
"317","2019-10-18",9.44
"318","2019-10-21",9.58
"319","2019-10-22",9.85
"320","2019-10-23",10.01
"321","2019-10-24",9.86
"322","2019-10-25",10.01
"323","2019-10-28",9.9
"324","2019-10-29",9.95
"325","2019-10-30",9.49
"326","2019-10-31",9.39
"327","2019-11-01",9.76
"328","2019-11-04",10.02
"329","2019-11-05",10.64
"330","2019-11-06",10.45
"331","2019-11-07",10.99
"332","2019-11-08",11.05
"333","2019-11-11",11.03
"334","2019-11-12",11.39
"335","2019-11-13",10.91
"336","2019-11-14",11.16
"337","2019-11-15",11.31
"338","2019-11-18",11.33
"339","2019-11-19",8.9
"340","2019-11-20",7.13
"341","2019-11-21",7.04
"342","2019-11-22",7.01
"343","2019-11-25",7.5
"344","2019-11-26",7.66
"345","2019-11-27",7.66
"346","2019-11-29",7.97
"347","2019-12-02",7.82
"348","2019-12-03",7.57
"349","2019-12-04",8.13
"350","2019-12-05",8.31
"351","2019-12-06",8.51
"352","2019-12-09",8.58
"353","2019-12-10",8.65
"354","2019-12-11",8.45
"355","2019-12-12",8.94
"356","2019-12-13",8.75
"357","2019-12-16",8.94
"358","2019-12-17",9.01
"359","2019-12-18",9.24
"360","2019-12-19",9.5
"361","2019-12-20",9.27
"362","2019-12-23",9.54
"363","2019-12-24",9.41
"364","2019-12-26",9.57
"365","2019-12-27",9.19
"366","2019-12-30",9.05
"367","2019-12-31",9.43
"368","2020-01-02",9.14
"369","2020-01-03",9.57
"370","2020-01-06",9.59
"371","2020-01-07",9.67
"372","2020-01-08",9.24
"373","2020-01-09",9.23
"374","2020-01-10",8.84
"375","2020-01-13",8.56
"376","2020-01-14",8.51
"377","2020-01-15",8.37
"378","2020-01-16",8.33
"379","2020-01-17",8.07
"380","2020-01-21",7.63
"381","2020-01-22",7.68
"382","2020-01-23",7.75
"383","2020-01-24",7.24
"384","2020-01-27",6.99
"385","2020-01-28",7.09
"386","2020-01-29",6.99
"387","2020-01-30",7.03
"388","2020-01-31",6.85
"389","2020-02-03",6.66
"390","2020-02-04",6.83
"391","2020-02-05",7.49
"392","2020-02-06",7.21
"393","2020-02-07",7.34
"394","2020-02-10",7.3
"395","2020-02-11",7.49
"396","2020-02-12",7.67
"397","2020-02-13",7.69
"398","2020-02-14",7.28
"399","2020-02-18",7.28
"400","2020-02-19",7.45
"401","2020-02-20",7.55
"402","2020-02-21",7.2
"403","2020-02-24",6.98
"404","2020-02-25",6.45
"405","2020-02-26",6.17
"406","2020-02-27",6.1
"407","2020-02-28",6.37
"408","2020-03-02",6.29
"409","2020-03-03",5.87
"410","2020-03-04",6.14
"411","2020-03-05",5.87
"412","2020-03-06",5.28
"413","2020-03-09",4.01
"414","2020-03-10",3.92
"415","2020-03-11",3.41
"416","2020-03-12",2.62
"417","2020-03-13",2.44
"418","2020-03-16",2.22
"419","2020-03-17",2.4
"420","2020-03-18",1.9
"421","2020-03-19",2.18
"422","2020-03-20",2.46
"423","2020-03-23",2.35
"424","2020-03-24",2.61
"425","2020-03-25",2.63
"426","2020-03-26",2.42
"427","2020-03-27",2.2
"428","2020-03-30",2.24
"429","2020-03-31",2.41
"430","2020-04-01",2.01
"431","2020-04-02",2.24
"432","2020-04-03",2.24
"433","2020-04-06",2.26
"434","2020-04-07",2.09
"435","2020-04-08",2.23
"436","2020-04-09",2.39
"437","2020-04-13",2.48
"438","2020-04-14",2.64
"439","2020-04-15",2.45
"440","2020-04-16",2.19
"441","2020-04-17",2.32
"442","2020-04-20",2.42
"443","2020-04-21",2.43
"444","2020-04-22",2.77
"445","2020-04-23",2.98
"446","2020-04-24",2.75
"447","2020-04-27",2.81
"448","2020-04-28",2.86
"449","2020-04-29",3.46
"450","2020-04-30",3.43
"451","2020-05-01",3.29
"452","2020-05-04",3.29
"453","2020-05-05",3.28
"454","2020-05-06",3.12
"455","2020-05-07",3.65
"456","2020-05-08",3.93
"457","2020-05-11",3.71
"458","2020-05-12",3.59
"459","2020-05-13",3.56
"460","2020-05-14",3.59
"461","2020-05-15",3.68
"462","2020-05-18",4.24
"463","2020-05-19",4.1
"464","2020-05-20",4.38
"465","2020-05-21",4.42
"466","2020-05-22",4.29
"467","2020-05-26",4.63
"468","2020-05-27",4.48
"469","2020-05-28",4.34
"470","2020-05-29",4.24
"471","2020-06-01",4.55
"472","2020-06-02",4.69
"473","2020-06-03",4.92
"474","2020-06-04",4.8
"475","2020-06-05",5.64
"476","2020-06-08",6.13
"477","2020-06-09",6.15
"478","2020-06-10",5.49
"479","2020-06-11",5.01
"480","2020-06-12",5.16
"481","2020-06-15",5.16
"482","2020-06-16",5.4
"483","2020-06-17",5.09
"484","2020-06-18",5.11
"485","2020-06-19",5.15
"486","2020-06-22",5.07
"487","2020-06-23",5.09
"488","2020-06-24",4.71
"489","2020-06-25",4.91
"490","2020-06-26",4.56
"491","2020-06-29",4.76
"492","2020-06-30",4.83
"493","2020-07-01",4.72
"494","2020-07-02",4.79
"495","2020-07-06",4.58
"496","2020-07-07",4.31
"497","2020-07-08",4.39
"498","2020-07-09",4.29
"499","2020-07-10",4.52
"500","2020-07-13",4.35
"501","2020-07-14",4.54
"502","2020-07-15",4.69
"503","2020-07-16",4.52
"504","2020-07-17",4.54
"505","2020-07-20",4.62
"506","2020-07-21",5.1
"507","2020-07-22",4.99
"508","2020-07-23",5.11
"509","2020-07-24",5.23
"510","2020-07-27",5.16
"511","2020-07-28",4.93
"512","2020-07-29",5.02
"513","2020-07-30",4.91
"514","2020-07-31",4.71
"515","2020-08-03",4.75
"516","2020-08-04",4.9
"517","2020-08-05",4.55
"518","2020-08-06",4.59
"519","2020-08-07",4.57
"520","2020-08-10",4.65
"521","2020-08-11",4.67
"522","2020-08-12",4.58
"523","2020-08-13",4.39
"524","2020-08-14",4.45
"525","2020-08-17",4.26
"526","2020-08-18",4.11
"527","2020-08-19",4.03
"528","2020-08-20",3.93
"529","2020-08-21",3.86
"530","2020-08-24",4.04
"531","2020-08-25",4.09
"532","2020-08-26",3.79
"533","2020-08-27",3.85
"534","2020-08-28",3.95
"535","2020-08-31",3.94
"536","2020-09-01",3.61
"537","2020-09-02",3.63
"538","2020-09-03",3.72
"539","2020-09-04",3.96
"540","2020-09-08",3.82
"541","2020-09-09",3.96
"542","2020-09-10",3.78
"543","2020-09-11",3.36
"544","2020-09-14",3.82
"545","2020-09-15",3.66
"546","2020-09-16",3.65
"547","2020-09-17",4.01
"548","2020-09-18",4.03
"549","2020-09-21",3.53
"550","2020-09-22",3.42
"551","2020-09-23",3.19
"552","2020-09-24",3.12
"553","2020-09-25",3.15
"554","2020-09-28",3.25
"555","2020-09-29",3.16
"556","2020-09-30",3.17
"557","2020-10-01",3.1
"558","2020-10-02",3.28
"559","2020-10-05",3.47
"560","2020-10-06",3.31
"561","2020-10-07",3.36
"562","2020-10-08",3.63
"563","2020-10-09",3.36
"564","2020-10-12",3.43
"565","2020-10-13",3.27
"566","2020-10-14",3.25
"567","2020-10-15",3.29
"568","2020-10-16",3.18
"569","2020-10-19",3.04
"570","2020-10-20",3.07
"571","2020-10-21",2.99
"572","2020-10-22",3.17
"573","2020-10-23",3.14
"574","2020-10-26",2.99
"575","2020-10-27",2.94
"576","2020-10-28",2.7
"577","2020-10-29",2.77
"578","2020-10-30",2.62
"579","2020-11-02",2.82
"580","2020-11-03",2.84
"581","2020-11-04",2.69
"582","2020-11-05",2.74
"583","2020-11-06",2.67
"584","2020-11-09",3.14
"585","2020-11-10",3.37
"586","2020-11-11",3.27
"587","2020-11-12",3.13
"588","2020-11-13",3.29
"589","2020-11-16",3.53
"590","2020-11-17",3.45
"591","2020-11-18",3.38
"592","2020-11-19",3.37
"593","2020-11-20",3.4
"594","2020-11-23",3.75
"595","2020-11-24",4.31
"596","2020-11-25",4.23
"597","2020-11-27",4.28
