"","date","MG"
"94","2010-02-23",14.11
"95","2010-02-24",14.29
"96","2010-02-25",14.13
"97","2010-02-26",13.64
"98","2010-03-01",11.46
"99","2010-03-02",11.17
"100","2010-03-03",10.88
"101","2010-03-04",11.17
"102","2010-03-05",11.27
"103","2010-03-08",11.01
"104","2010-03-09",10.92
"105","2010-03-10",10.89
"106","2010-03-11",11
"107","2010-03-12",10.96
"108","2010-03-15",11.01
"109","2010-03-16",10.99
"110","2010-03-17",10.75
"111","2010-03-18",10.73
"112","2010-03-19",10.5
"113","2010-03-22",10.25
"114","2010-03-23",9.97
"115","2010-03-24",10.01
"116","2010-03-25",10.03
"117","2010-03-26",10.16
"118","2010-03-29",10.22
"119","2010-03-30",10.25
"120","2010-03-31",9.99
"121","2010-04-01",9.85
"122","2010-04-05",9.89
"123","2010-04-06",10.02
"124","2010-04-07",10.16
"125","2010-04-08",10.73
"126","2010-04-09",10.75
"127","2010-04-12",10.67
"128","2010-04-13",10.81
"129","2010-04-14",10.96
"130","2010-04-15",11.07
"131","2010-04-16",11.09
"132","2010-04-19",11.04
"133","2010-04-20",11.3
"134","2010-04-21",11.3
"135","2010-04-22",11.29
"136","2010-04-23",11.29
"137","2010-04-26",11.29
"138","2010-04-27",11.2
"139","2010-04-28",11.29
"140","2010-04-29",11.68
"141","2010-04-30",11.73
"142","2010-05-03",12.18
"143","2010-05-04",11.97
"144","2010-05-05",11.94
"145","2010-05-06",11.95
"146","2010-05-07",11.83
"147","2010-05-10",12.4
"148","2010-05-11",12.48
"149","2010-05-12",12.76
"150","2010-05-13",12.8
"151","2010-05-14",12.79
"152","2010-05-17",12.77
"153","2010-05-18",12.72
"154","2010-05-19",12.65
"155","2010-05-20",11.94
"156","2010-05-21",11.89
"157","2010-05-24",11.82
"158","2010-05-25",11.81
"159","2010-05-26",11.66
"160","2010-05-27",11.98
"161","2010-05-28",11.94
"162","2010-06-01",11.57
"163","2010-06-02",11.95
"164","2010-06-03",12.11
"165","2010-06-04",11.72
"166","2010-06-07",11.41
"167","2010-06-08",10.95
"168","2010-06-09",10.72
"169","2010-06-10",10.78
"170","2010-06-11",10.91
"171","2010-06-14",11.04
"172","2010-06-15",11.23
"173","2010-06-16",11.22
"174","2010-06-17",11.33
"175","2010-06-18",11.34
"176","2010-06-21",11.53
"177","2010-06-22",11.16
"178","2010-06-23",11.27
"179","2010-06-24",11.29
"180","2010-06-25",11.24
"181","2010-06-28",11.19
"182","2010-06-29",10.54
"183","2010-06-30",10.72
"184","2010-07-01",10.97
"185","2010-07-02",10.9
"186","2010-07-06",10.63
"187","2010-07-07",10.58
"188","2010-07-08",10.39
"189","2010-07-09",10.39
"190","2010-07-12",10.04
"191","2010-07-13",10.03
"192","2010-07-14",10.05
"193","2010-07-15",9.77
"194","2010-07-16",9.46
"195","2010-07-19",9.33
"196","2010-07-20",9.33
"197","2010-07-21",9.26
"198","2010-07-22",9.3
"199","2010-07-23",9.5
"200","2010-07-26",9.5
"201","2010-07-27",9.73
"202","2010-07-28",9.74
"203","2010-07-29",9.89
"204","2010-07-30",9.99
"205","2010-08-02",10.07
"206","2010-08-03",9.21
"207","2010-08-04",9.63
"208","2010-08-05",9.45
"209","2010-08-06",9.37
"210","2010-08-09",9.86
"211","2010-08-10",9.76
"212","2010-08-11",9.27
"213","2010-08-12",9.67
"214","2010-08-13",9.48
"215","2010-08-16",9.88
"216","2010-08-17",9.93
"217","2010-08-18",10.13
"218","2010-08-19",10.08
"219","2010-08-20",10.14
"220","2010-08-23",10.01
"221","2010-08-24",9.85
"222","2010-08-25",10.08
"223","2010-08-26",10.1
"224","2010-08-27",10.64
"225","2010-08-30",10.49
"226","2010-08-31",10.6
"227","2010-09-01",10.76
"228","2010-09-02",10.81
"229","2010-09-03",10.89
"230","2010-09-07",10.85
"231","2010-09-08",10.87
"232","2010-09-09",10.87
"233","2010-09-10",11.03
"234","2010-09-13",11.27
"235","2010-09-14",11.25
"236","2010-09-15",11.24
"237","2010-09-16",11.2
"238","2010-09-17",11.22
"239","2010-09-20",11.48
"240","2010-09-21",11.33
"241","2010-09-22",11.3
"242","2010-09-23",11.2
"243","2010-09-24",11.37
"244","2010-09-27",11.38
"245","2010-09-28",11.41
"246","2010-09-29",11.56
"247","2010-09-30",11.58
"248","2010-10-01",11.72
"249","2010-10-04",11.34
"250","2010-10-05",11.55
"251","2010-10-06",11.46
"252","2010-10-07",11.36
"253","2010-10-08",11.25
"254","2010-10-11",11.28
"255","2010-10-12",11.19
"256","2010-10-13",11.5
"257","2010-10-14",11.49
"258","2010-10-15",11.44
"259","2010-10-18",11.38
"260","2010-10-19",11.11
"261","2010-10-20",11.29
"262","2010-10-21",11.19
"263","2010-10-22",11.16
"264","2010-10-25",11.02
"265","2010-10-26",10.76
"266","2010-10-27",10.75
"267","2010-10-28",10.73
"268","2010-10-29",10.79
"269","2010-11-01",10.87
"270","2010-11-02",11.18
"271","2010-11-03",11.23
"272","2010-11-04",11.77
"273","2010-11-05",11.8
"274","2010-11-08",11.78
"275","2010-11-09",11.68
"276","2010-11-10",11.75
"277","2010-11-11",11.67
"278","2010-11-12",11.66
"279","2010-11-15",11.71
"280","2010-11-16",11.58
"281","2010-11-17",11.46
"282","2010-11-18",11.72
"283","2010-11-19",11.68
"284","2010-11-22",11.75
"285","2010-11-23",11.65
"286","2010-11-24",11.95
"287","2010-11-26",11.91
"288","2010-11-29",11.9
"289","2010-11-30",11.9
"290","2010-12-01",11.94
"291","2010-12-02",12.02
"292","2010-12-03",12.01
"293","2010-12-06",12
"294","2010-12-07",12
"295","2010-12-08",11.95
"296","2010-12-09",12.04
"297","2010-12-10",12.07
"298","2010-12-13",12.07
"299","2010-12-14",12.09
"300","2010-12-15",12.12
"301","2010-12-16",12.25
"302","2010-12-17",12.45
"303","2010-12-20",12.55
"304","2010-12-21",12.81
"305","2010-12-22",12.91
"306","2010-12-23",13.05
"307","2010-12-27",13.21
"308","2010-12-28",13.2
"309","2010-12-29",13.48
"310","2010-12-30",13.45
"311","2010-12-31",13.48
"312","2011-01-03",13.64
"313","2011-01-04",13.4
"314","2011-01-05",13.5
"315","2011-01-06",13.52
"316","2011-01-07",13.6
"317","2011-01-10",13.68
"318","2011-01-11",13.85
"319","2011-01-12",14.99
"320","2011-01-13",15.1
"321","2011-01-14",15.25
"322","2011-01-18",15.25
"323","2011-01-19",15
"324","2011-01-20",14.61
"325","2011-01-21",14.73
"326","2011-01-24",14.99
"327","2011-01-25",15
"328","2011-01-26",15.11
"329","2011-01-27",15.05
"330","2011-01-28",14.71
"331","2011-01-31",14.29
"332","2011-02-01",14.6
"333","2011-02-02",14.57
"334","2011-02-03",14.7
"335","2011-02-04",14.75
"336","2011-02-07",15
"337","2011-02-08",15.04
"338","2011-02-09",15
"339","2011-02-10",14.99
"340","2011-02-11",15.13
"341","2011-02-14",15.1
"342","2011-02-15",15.06
"343","2011-02-16",15.1
"344","2011-02-17",15.1
"345","2011-02-18",15.25
"346","2011-02-22",14.94
"347","2011-02-23",14.64
"348","2011-02-24",15
"349","2011-02-25",15.08
"350","2011-02-28",15.09
"351","2011-03-01",14.79
"352","2011-03-02",15
"353","2011-03-03",15.28
"354","2011-03-04",15.46
"355","2011-03-07",15.17
"356","2011-03-08",15.47
"357","2011-03-09",15.44
"358","2011-03-10",14.97
"359","2011-03-11",15.26
"360","2011-03-14",15.43
"361","2011-03-15",16.309999
"362","2011-03-16",16.190001
"363","2011-03-17",16.32
"364","2011-03-18",16.48
"365","2011-03-21",16.98
"366","2011-03-22",17.01
"367","2011-03-23",17
"368","2011-03-24",17.030001
"369","2011-03-25",17.110001
"370","2011-03-28",17.110001
"371","2011-03-29",17.139999
"372","2011-03-30",17.200001
"373","2011-03-31",17.209999
"374","2011-04-01",17.1
"375","2011-04-04",16.85
"376","2011-04-05",16.879999
"377","2011-04-06",16.780001
"378","2011-04-07",16.65
"379","2011-04-08",16.440001
"380","2011-04-11",16.59
"381","2011-04-12",16.5
"382","2011-04-13",17.08
"383","2011-04-14",17.74
"384","2011-04-15",17.879999
"385","2011-04-18",17.9
"386","2011-04-19",17.9
"387","2011-04-20",17.950001
"388","2011-04-21",18.25
"389","2011-04-25",18.35
"390","2011-04-26",18.309999
"391","2011-04-27",18.25
"392","2011-04-28",18.26
"393","2011-04-29",18.32
"394","2011-05-02",18.23
"395","2011-05-03",16.82
"396","2011-05-04",16.34
"397","2011-05-05",16
"398","2011-05-06",17.01
"399","2011-05-09",17.190001
"400","2011-05-10",17.530001
"401","2011-05-11",17.17
"402","2011-05-12",17.200001
"403","2011-05-13",16.809999
"404","2011-05-16",16.5
"405","2011-05-17",16.440001
"406","2011-05-18",16.68
"407","2011-05-19",16.629999
"408","2011-05-20",16.52
"409","2011-05-23",16.530001
"410","2011-05-24",16.450001
"411","2011-05-25",16.48
"412","2011-05-26",16.940001
"413","2011-05-27",16.790001
"414","2011-05-31",17.41
"415","2011-06-01",17.120001
"416","2011-06-02",16.879999
"417","2011-06-03",16.52
"418","2011-06-06",16.5
"419","2011-06-07",16.49
"420","2011-06-08",16.280001
"421","2011-06-09",16.299999
"422","2011-06-10",16.15
"423","2011-06-13",15.97
"424","2011-06-14",16.139999
"425","2011-06-15",15.5
"426","2011-06-16",15.19
"427","2011-06-17",14.92
"428","2011-06-20",15.41
"429","2011-06-21",15.85
"430","2011-06-22",15.48
"431","2011-06-23",15.68
"432","2011-06-24",15.75
"433","2011-06-27",15.89
"434","2011-06-28",16.200001
"435","2011-06-29",16.129999
"436","2011-06-30",16.200001
"437","2011-07-01",16.809999
"438","2011-07-05",16.540001
"439","2011-07-06",16.32
"440","2011-07-07",16.5
"441","2011-07-08",16.42
"442","2011-07-11",16.139999
"443","2011-07-12",16.280001
"444","2011-07-13",16.549999
"445","2011-07-14",16.5
"446","2011-07-15",16.469999
"447","2011-07-18",16.280001
"448","2011-07-19",16.49
"449","2011-07-20",16.639999
"450","2011-07-21",16.82
"451","2011-07-22",16.77
"452","2011-07-25",16.6
"453","2011-07-26",16.379999
"454","2011-07-27",16.1
"455","2011-07-28",16.92
"456","2011-07-29",17.059999
"457","2011-08-01",17.09
"458","2011-08-02",16.73
"459","2011-08-03",17.15
"460","2011-08-04",16.67
"461","2011-08-05",16.620001
"462","2011-08-08",16.07
"463","2011-08-09",16.129999
"464","2011-08-10",17.690001
"465","2011-08-11",17.75
"466","2011-08-12",18.99
"467","2011-08-15",19.58
"468","2011-08-16",19.35
"469","2011-08-17",19.440001
"470","2011-08-18",17.91
"471","2011-08-19",17.74
"472","2011-08-22",17.84
"473","2011-08-23",19.370001
"474","2011-08-24",19.389999
"475","2011-08-25",19.33
"476","2011-08-26",19.9
"477","2011-08-29",20.41
"478","2011-08-30",20.51
"479","2011-08-31",20.200001
"480","2011-09-01",19.360001
"481","2011-09-02",19.15
"482","2011-09-06",19.379999
"483","2011-09-07",20.379999
"484","2011-09-08",20.35
"485","2011-09-09",19.809999
"486","2011-09-12",20.01
"487","2011-09-13",20.110001
"488","2011-09-14",20.15
"489","2011-09-15",20.09
"490","2011-09-16",19.91
"491","2011-09-19",19.68
"492","2011-09-20",18.639999
"493","2011-09-21",18.26
"494","2011-09-22",18.93
"495","2011-09-23",18.98
"496","2011-09-26",18.620001
"497","2011-09-27",18.860001
"498","2011-09-28",18.1
"499","2011-09-29",18.110001
"500","2011-09-30",17.559999
"501","2011-10-03",18
"502","2011-10-04",20.23
"503","2011-10-05",20.67
"504","2011-10-06",19.799999
"505","2011-10-07",19.6
"506","2011-10-10",19.459999
"507","2011-10-11",19.82
"508","2011-10-12",20.48
"509","2011-10-13",22.1
"510","2011-10-14",22.76
"511","2011-10-17",22.15
"512","2011-10-18",22.48
"513","2011-10-19",22.690001
"514","2011-10-20",22.969999
"515","2011-10-21",23
"516","2011-10-24",22.49
"517","2011-10-25",22.290001
"518","2011-10-26",21.709999
"519","2011-10-27",22.860001
"520","2011-10-28",22.49
"521","2011-10-31",21.799999
"522","2011-11-01",21.719999
"523","2011-11-02",22.16
"524","2011-11-03",22.889999
"525","2011-11-04",22.139999
"526","2011-11-07",22.389999
"527","2011-11-08",22.809999
"528","2011-11-09",21.5
"529","2011-11-10",21.58
"530","2011-11-11",21.84
"531","2011-11-14",21.73
"532","2011-11-15",22.75
"533","2011-11-16",22.5
"534","2011-11-17",22.209999
"535","2011-11-18",21.93
"536","2011-11-21",21.25
"537","2011-11-22",21.360001
"538","2011-11-23",20.959999
"539","2011-11-25",20.73
"540","2011-11-28",22.110001
"541","2011-11-29",22.66
"542","2011-11-30",23.530001
"543","2011-12-01",23.17
"544","2011-12-02",23.610001
"545","2011-12-05",24.690001
"546","2011-12-06",24.4
"547","2011-12-07",23.959999
"548","2011-12-08",23.18
"549","2011-12-09",24.370001
"550","2011-12-12",24.17
"551","2011-12-13",23.9
"552","2011-12-14",24.110001
"553","2011-12-15",24.01
"554","2011-12-16",23.620001
"555","2011-12-19",22.790001
"556","2011-12-20",23.219999
"557","2011-12-21",24.290001
"558","2011-12-22",24.379999
"559","2011-12-23",24.719999
"560","2011-12-27",25.379999
"561","2011-12-28",25.799999
"562","2011-12-29",25.5
"563","2011-12-30",25.49
"564","2012-01-03",24.48
"565","2012-01-04",24.16
"566","2012-01-05",23.870001
"567","2012-01-06",23.99
"568","2012-01-09",23.860001
"569","2012-01-10",22.389999
"570","2012-01-11",22.309999
"571","2012-01-12",21.09
"572","2012-01-13",21.51
"573","2012-01-17",20.959999
"574","2012-01-18",21.450001
"575","2012-01-19",21.76
"576","2012-01-20",21.700001
"577","2012-01-23",21.77
"578","2012-01-24",21.73
"579","2012-01-25",21.73
"580","2012-01-26",22.360001
"581","2012-01-27",22.540001
"582","2012-01-30",22.57
"583","2012-01-31",22.52
"584","2012-02-01",23.73
"585","2012-02-02",22.68
"586","2012-02-03",23.34
"587","2012-02-06",23.200001
"588","2012-02-07",23.360001
"589","2012-02-08",23.27
"590","2012-02-09",23.4
"591","2012-02-10",22.77
"592","2012-02-13",22.799999
"593","2012-02-14",22.58
"594","2012-02-15",22.34
"595","2012-02-16",22.950001
"596","2012-02-17",22.469999
"597","2012-02-21",22.110001
"598","2012-02-22",21.33
"599","2012-02-23",23
"600","2012-02-24",22.889999
"601","2012-02-27",22.959999
"602","2012-02-28",22.530001
"603","2012-02-29",22.4
"604","2012-03-01",22.299999
"605","2012-03-02",22.32
"606","2012-03-05",22.76
"607","2012-03-06",22.120001
"608","2012-03-07",22.35
"609","2012-03-08",22.83
"610","2012-03-09",23.76
"611","2012-03-12",23.67
"612","2012-03-13",24.059999
"613","2012-03-14",24.25
"614","2012-03-15",24.57
"615","2012-03-16",24.85
"616","2012-03-19",25.24
"617","2012-03-20",25.25
"618","2012-03-21",25.459999
"619","2012-03-22",24.76
"620","2012-03-23",23.9
"621","2012-03-26",24.43
"622","2012-03-27",24.5
"623","2012-03-28",24.93
"624","2012-03-29",24.290001
"625","2012-03-30",23.82
"626","2012-04-02",24.459999
"627","2012-04-03",24.84
"628","2012-04-04",23.74
"629","2012-04-05",23.299999
"630","2012-04-09",23.209999
"631","2012-04-10",23.299999
"632","2012-04-11",23.549999
"633","2012-04-12",23.620001
"634","2012-04-13",23.51
"635","2012-04-16",23.34
"636","2012-04-17",24.07
"637","2012-04-18",23.48
"638","2012-04-19",23.01
"639","2012-04-20",23.68
"640","2012-04-23",23.18
"641","2012-04-24",23.309999
"642","2012-04-25",23.73
"643","2012-04-26",23.459999
"644","2012-04-27",24.360001
"645","2012-04-30",23.469999
"646","2012-05-01",23.07
"647","2012-05-02",23.379999
"648","2012-05-03",23.139999
"649","2012-05-04",23.24
"650","2012-05-07",23.9
"651","2012-05-08",24.049999
"652","2012-05-09",24.030001
"653","2012-05-10",24.030001
"654","2012-05-11",23.98
"655","2012-05-14",23.450001
"656","2012-05-15",23.700001
"657","2012-05-16",23.76
"658","2012-05-17",23.360001
"659","2012-05-18",23.18
"660","2012-05-21",23.780001
"661","2012-05-22",23.85
"662","2012-05-23",23.98
"663","2012-05-24",23.780001
"664","2012-05-25",22.99
"665","2012-05-29",22.99
"666","2012-05-30",22.5
"667","2012-05-31",22.540001
"668","2012-06-01",21.780001
"669","2012-06-04",21.48
"670","2012-06-05",21.690001
"671","2012-06-06",22.110001
"672","2012-06-07",21.959999
"673","2012-06-08",22.120001
"674","2012-06-11",21.9
"675","2012-06-12",21.98
"676","2012-06-13",21.26
"677","2012-06-14",22.09
"678","2012-06-15",23.26
"679","2012-06-18",24.15
"680","2012-06-19",24.57
"681","2012-06-20",24.299999
"682","2012-06-21",23.75
"683","2012-06-22",23.879999
"684","2012-06-25",24.02
"685","2012-06-26",24.58
"686","2012-06-27",25.219999
"687","2012-06-28",25.690001
"688","2012-06-29",26.280001
"689","2012-07-02",26.57
"690","2012-07-03",26.959999
"691","2012-07-05",26.450001
"692","2012-07-06",26.370001
"693","2012-07-09",26.530001
"694","2012-07-10",25.799999
"695","2012-07-11",24.950001
"696","2012-07-12",24.92
"697","2012-07-13",25.25
"698","2012-07-16",25.030001
"699","2012-07-17",25
"700","2012-07-18",24.99
"701","2012-07-19",24.1
"702","2012-07-20",23.77
"703","2012-07-23",23.540001
"704","2012-07-24",22.74
"705","2012-07-25",23.16
"706","2012-07-26",23.17
"707","2012-07-27",23.26
"708","2012-07-30",22.969999
"709","2012-07-31",22.48
"710","2012-08-01",21.76
"711","2012-08-02",19.59
"712","2012-08-03",20.42
"713","2012-08-06",21.370001
"714","2012-08-07",21.540001
"715","2012-08-08",21.68
"716","2012-08-09",19.9
"717","2012-08-10",20.91
"718","2012-08-13",20.91
"719","2012-08-14",20.950001
"720","2012-08-15",21.4
"721","2012-08-16",21.629999
"722","2012-08-17",21.969999
"723","2012-08-20",21.559999
"724","2012-08-21",21.629999
"725","2012-08-22",21.5
"726","2012-08-23",21.26
"727","2012-08-24",21.26
"728","2012-08-27",21.610001
"729","2012-08-28",21.48
"730","2012-08-29",21.860001
"731","2012-08-30",21.799999
"732","2012-08-31",21.809999
"733","2012-09-04",22.15
"734","2012-09-05",21.99
"735","2012-09-06",22.02
"736","2012-09-07",21.889999
"737","2012-09-10",22.32
"738","2012-09-11",22.52
"739","2012-09-12",22.780001
"740","2012-09-13",23.09
"741","2012-09-14",23.129999
"742","2012-09-17",22.77
"743","2012-09-18",22.889999
"744","2012-09-19",22.799999
"745","2012-09-20",22.77
"746","2012-09-21",22.969999
"747","2012-09-24",23.16
"748","2012-09-25",22.9
"749","2012-09-26",22.93
"750","2012-09-27",23.219999
"751","2012-09-28",23.200001
"752","2012-10-01",23.33
"753","2012-10-02",23.959999
"754","2012-10-03",23.68
"755","2012-10-04",23.639999
"756","2012-10-05",23.280001
"757","2012-10-08",23.1
"758","2012-10-09",23
"759","2012-10-10",22.809999
"760","2012-10-11",22.58
"761","2012-10-12",22.309999
"762","2012-10-15",22.25
"763","2012-10-16",22.18
"764","2012-10-17",22.549999
"765","2012-10-18",22.110001
"766","2012-10-19",21.6
"767","2012-10-22",21.48
"768","2012-10-23",21.540001
"769","2012-10-24",21.51
"770","2012-10-25",21.790001
"771","2012-10-26",21.780001
"772","2012-10-31",22.09
"773","2012-11-01",22.24
"774","2012-11-02",21.92
"775","2012-11-05",22.42
"776","2012-11-06",22.280001
"777","2012-11-07",21.360001
"778","2012-11-08",21.389999
"779","2012-11-09",21.030001
"780","2012-11-12",20.98
"781","2012-11-13",20.59
"782","2012-11-14",19.41
"783","2012-11-15",19.49
"784","2012-11-16",19.25
"785","2012-11-19",19.4
"786","2012-11-20",19.41
"787","2012-11-21",19.9
"788","2012-11-23",19.77
"789","2012-11-26",20.799999
"790","2012-11-27",21.34
"791","2012-11-28",20.98
"792","2012-11-29",21.620001
"793","2012-11-30",21.690001
"794","2012-12-03",21.889999
"795","2012-12-04",22.120001
"796","2012-12-05",22.049999
"797","2012-12-06",21.99
"798","2012-12-07",21.940001
"799","2012-12-10",22.02
"800","2012-12-11",22.1
"801","2012-12-12",22.85
"802","2012-12-13",22.52
"803","2012-12-14",22.049999
"804","2012-12-17",22.5
"805","2012-12-18",22.530001
"806","2012-12-19",22.709999
"807","2012-12-20",23.309999
"808","2012-12-21",23.280001
"809","2012-12-24",23.209999
"810","2012-12-26",23.35
"811","2012-12-27",23.549999
"812","2012-12-28",23.549999
"813","2012-12-31",24.690001
"814","2013-01-02",25.040001
"815","2013-01-03",24.4
"816","2013-01-04",24.41
"817","2013-01-07",24.02
"818","2013-01-08",23.719999
"819","2013-01-09",21.110001
"820","2013-01-10",21.190001
"821","2013-01-11",21.16
"822","2013-01-14",21.73
"823","2013-01-15",22.040001
"824","2013-01-16",21.6
"825","2013-01-17",21.76
"826","2013-01-18",22.190001
"827","2013-01-22",22.27
"828","2013-01-23",22.200001
"829","2013-01-24",22.5
"830","2013-01-25",22.32
"831","2013-01-28",22.75
"832","2013-01-29",22.93
"833","2013-01-30",22.059999
"834","2013-01-31",22.02
"835","2013-02-01",22.18
"836","2013-02-04",21.75
"837","2013-02-05",21.610001
"838","2013-02-06",21.559999
"839","2013-02-07",21.6
"840","2013-02-08",21.76
"841","2013-02-11",21.4
"842","2013-02-12",21.25
"843","2013-02-13",21.52
"844","2013-02-14",21.059999
"845","2013-02-15",21.42
"846","2013-02-19",21.49
"847","2013-02-20",21.200001
"848","2013-02-21",20.82
"849","2013-02-22",20.6
"850","2013-02-25",20.27
"851","2013-02-26",20.530001
"852","2013-02-27",20.530001
"853","2013-02-28",20.450001
"854","2013-03-01",20.719999
"855","2013-03-04",20.66
"856","2013-03-05",20.639999
"857","2013-03-06",21.34
"858","2013-03-07",21.629999
"859","2013-03-08",22.32
"860","2013-03-11",22.68
"861","2013-03-12",22.4
"862","2013-03-13",23.040001
"863","2013-03-14",23.120001
"864","2013-03-15",22.860001
"865","2013-03-18",22.51
"866","2013-03-19",22.639999
"867","2013-03-20",22.82
"868","2013-03-21",23.110001
"869","2013-03-22",23.27
"870","2013-03-25",23.41
"871","2013-03-26",23.65
"872","2013-03-27",24
"873","2013-03-28",24.209999
"874","2013-04-01",23.459999
"875","2013-04-02",23.5
"876","2013-04-03",23.309999
"877","2013-04-04",23.6
"878","2013-04-05",23.870001
"879","2013-04-08",23.889999
"880","2013-04-09",21.280001
"881","2013-04-10",20.9
"882","2013-04-11",20.66
"883","2013-04-12",20.49
"884","2013-04-15",20
"885","2013-04-16",20.059999
"886","2013-04-17",19.190001
"887","2013-04-18",18.799999
"888","2013-04-19",18.690001
"889","2013-04-22",18.530001
"890","2013-04-23",18.799999
"891","2013-04-24",18.799999
"892","2013-04-25",18.809999
"893","2013-04-26",18.790001
"894","2013-04-29",18.940001
"895","2013-04-30",18.950001
"896","2013-05-01",18.940001
"897","2013-05-02",18.92
"898","2013-05-03",19.200001
"899","2013-05-06",19.35
"900","2013-05-07",19.68
"901","2013-05-08",20.02
"902","2013-05-09",20.280001
"903","2013-05-10",20.32
"904","2013-05-13",20.389999
"905","2013-05-14",20.65
"906","2013-05-15",20.75
"907","2013-05-16",20.969999
"908","2013-05-17",20.950001
"909","2013-05-20",21.02
"910","2013-05-21",21.16
"911","2013-05-22",21.08
"912","2013-05-23",20.99
"913","2013-05-24",21.299999
"914","2013-05-28",21.66
"915","2013-05-29",21.65
"916","2013-05-30",21.440001
"917","2013-05-31",21.379999
"918","2013-06-03",21.57
"919","2013-06-04",21.42
"920","2013-06-05",21.41
"921","2013-06-06",21.639999
"922","2013-06-07",21.799999
"923","2013-06-10",21.49
"924","2013-06-11",21.51
"925","2013-06-12",21.42
"926","2013-06-13",21.49
"927","2013-06-14",21.59
"928","2013-06-17",21.92
"929","2013-06-18",22
"930","2013-06-19",22.049999
"931","2013-06-20",21.41
"932","2013-06-21",21.33
"933","2013-06-24",20.870001
"934","2013-06-25",20.440001
"935","2013-06-26",17.07
"936","2013-06-27",17.540001
"937","2013-06-28",17.58
"938","2013-07-01",17.360001
"939","2013-07-02",17.469999
"940","2013-07-03",17.389999
"941","2013-07-05",17.440001
"942","2013-07-08",17.4
"943","2013-07-09",17.58
"944","2013-07-10",17.5
"945","2013-07-11",17.34
"946","2013-07-12",17.34
"947","2013-07-15",17.41
"948","2013-07-16",17.33
"949","2013-07-17",17.25
"950","2013-07-18",17.24
"951","2013-07-19",17.07
"952","2013-07-22",17.6
"953","2013-07-23",17.42
"954","2013-07-24",17.08
"955","2013-07-25",17.120001
"956","2013-07-26",16.9
"957","2013-07-29",16.73
"958","2013-07-30",17.02
"959","2013-07-31",16.809999
"960","2013-08-01",17.09
"961","2013-08-02",17.48
"962","2013-08-05",17.85
"963","2013-08-06",17.4
"964","2013-08-07",16.92
"965","2013-08-08",19.08
"966","2013-08-09",19.049999
"967","2013-08-12",19.610001
"968","2013-08-13",19.41
"969","2013-08-14",19.200001
"970","2013-08-15",18.5
"971","2013-08-16",18.440001
"972","2013-08-19",18
"973","2013-08-20",18.07
"974","2013-08-21",18.08
"975","2013-08-22",18.58
"976","2013-08-23",18.59
"977","2013-08-26",18.84
"978","2013-08-27",18.440001
"979","2013-08-28",18.15
"980","2013-08-29",18.620001
"981","2013-08-30",18.23
"982","2013-09-03",18.09
