"","date","TZACU"
"84","2018-12-19",10.06
"85","2018-12-20",10.06
"86","2018-12-21",10.06
"87","2018-12-24",10.06
"88","2018-12-26",10.06
"89","2018-12-27",10.06
"90","2018-12-28",10.06
"91","2018-12-31",10.07
"92","2019-01-02",10.07
"93","2019-01-03",10.05
"94","2019-01-04",10.08
"95","2019-01-07",10.08
"96","2019-01-08",10.08
"97","2019-01-09",10.08
"98","2019-01-10",10.08
"99","2019-01-11",10.09
"100","2019-01-14",10.09
"101","2019-01-15",10.09
"102","2019-01-16",10.1
"103","2019-01-17",10.1
"104","2019-01-18",10.07
"105","2019-01-22",10.11
"106","2019-01-23",10.11
"107","2019-01-24",10.11
"108","2019-01-25",10.09
"109","2019-01-28",10.11
"110","2019-01-29",10.11
"111","2019-01-30",10.11
"112","2019-01-31",10.08
"113","2019-02-01",10.08
"114","2019-02-04",10.08
"115","2019-02-05",10.13
"116","2019-02-06",10.14
"117","2019-02-07",10.17
"118","2019-02-08",10.17
"119","2019-02-11",10.17
"120","2019-02-12",10.17
"121","2019-02-13",10.18
"122","2019-02-14",10.19
"123","2019-02-15",10.18
"124","2019-02-19",10.2
"125","2019-02-20",10.21
"126","2019-02-21",10.21
"127","2019-02-22",10.21
"128","2019-02-25",10.21
"129","2019-02-26",10.24
"130","2019-02-27",10.25
"131","2019-02-28",10.2
"132","2019-03-01",10.2
"133","2019-03-04",10.23
"134","2019-03-05",10.23
"135","2019-03-06",10.22
"136","2019-03-07",10.2
"137","2019-03-08",10.19
"138","2019-03-11",10.19
"139","2019-03-12",10.19
"140","2019-03-13",10.19
"141","2019-03-14",10.19
"142","2019-03-15",10.19
"143","2019-03-18",10.19
"144","2019-03-19",10.24
"145","2019-03-20",10.24
"146","2019-03-21",10.24
"147","2019-03-22",10.24
"148","2019-03-25",10.24
"149","2019-03-26",10.24
"150","2019-03-27",10.24
"151","2019-03-28",10.22
"152","2019-03-29",10.22
"153","2019-04-01",10.22
"154","2019-04-02",10.24
"155","2019-04-03",10.24
"156","2019-04-04",10.25
"157","2019-04-05",10.25
"158","2019-04-08",10.25
"159","2019-04-09",10.26
"160","2019-04-10",10.26
"161","2019-04-11",10.26
"162","2019-04-12",10.26
"163","2019-04-15",10.26
"164","2019-04-16",10.28
"165","2019-04-17",10.35
"166","2019-04-18",10.35
"167","2019-04-22",10.35
"168","2019-04-23",10.35
"169","2019-04-24",10.38
"170","2019-04-25",10.38
"171","2019-04-26",10.38
"172","2019-04-29",10.38
"173","2019-04-30",10.38
"174","2019-05-01",10.38
"175","2019-05-02",10.31
"176","2019-05-03",10.31
"177","2019-05-06",10.31
"178","2019-05-07",10.31
"179","2019-05-08",10.35
"180","2019-05-09",10.35
"181","2019-05-10",10.4
"182","2019-05-13",10.4
"183","2019-05-14",10.4
"184","2019-05-15",10.4
"185","2019-05-16",10.4
"186","2019-05-17",10.4
"187","2019-05-20",10.4
"188","2019-05-21",10.4
"189","2019-05-22",10.4
"190","2019-05-23",10.4
"191","2019-05-24",10.4
"192","2019-05-28",10.4
"193","2019-05-29",10.4
"194","2019-05-30",10.4
"195","2019-05-31",10.36
"196","2019-06-03",10.36
"197","2019-06-04",10.36
"198","2019-06-05",10.36
"199","2019-06-06",10.36
"200","2019-06-07",10.44
"201","2019-06-10",10.44
"202","2019-06-11",10.44
"203","2019-06-12",10.44
"204","2019-06-13",10.44
"205","2019-06-14",10.44
"206","2019-06-17",10.44
"207","2019-06-18",10.44
"208","2019-06-19",10.47
"209","2019-06-20",10.47
"210","2019-06-21",10.47
"211","2019-06-24",10.47
"212","2019-06-25",10.46
"213","2019-06-26",10.42
"214","2019-06-27",10.42
"215","2019-06-28",10.42
"216","2019-07-01",10.42
"217","2019-07-02",10.42
"218","2019-07-03",10.42
"219","2019-07-05",10.42
"220","2019-07-08",10.42
"221","2019-07-09",10.42
"222","2019-07-10",10.42
"223","2019-07-11",10.42
"224","2019-07-12",10.42
"225","2019-07-15",10.42
"226","2019-07-16",10.42
"227","2019-07-17",10.42
"228","2019-07-18",10.42
"229","2019-07-19",10.42
"230","2019-07-22",10.42
"231","2019-07-23",10.42
"232","2019-07-24",10.42
"233","2019-07-25",10.42
"234","2019-07-26",10.42
"235","2019-07-29",10.42
"236","2019-07-30",10.42
"237","2019-07-31",10.42
"238","2019-08-01",10.42
"239","2019-08-02",10.42
"240","2019-08-05",10.42
"241","2019-08-06",10.42
"242","2019-08-07",10.42
"243","2019-08-08",10.42
"244","2019-08-09",10.42
"245","2019-08-12",10.42
"246","2019-08-13",10.42
"247","2019-08-14",10.38
"248","2019-08-15",10.38
"249","2019-08-16",10.38
"250","2019-08-19",10.38
"251","2019-08-20",10.38
"252","2019-08-21",10.38
"253","2019-08-22",10.38
"254","2019-08-23",10.38
"255","2019-08-26",10.38
"256","2019-08-27",10.43
"257","2019-08-28",10.43
"258","2019-08-29",10.45
"259","2019-08-30",10.45
"260","2019-09-03",10.48
"261","2019-09-04",10.48
"262","2019-09-05",10.47
"263","2019-09-06",10.47
"264","2019-09-09",10.47
"265","2019-09-10",10.48
"266","2019-09-11",10.48
"267","2019-09-12",10.48
"268","2019-09-13",10.48
"269","2019-09-16",10.5
"270","2019-09-17",10.5
"271","2019-09-18",10.5
"272","2019-09-19",10.5
"273","2019-09-20",10.5
"274","2019-09-23",10.5
"275","2019-09-24",10.5
"276","2019-09-25",10.48
"277","2019-09-26",10.48
"278","2019-09-27",10.48
"279","2019-09-30",10.48
"280","2019-10-01",10.48
"281","2019-10-02",10.48
"282","2019-10-03",10.48
"283","2019-10-04",10.48
"284","2019-10-07",10.48
"285","2019-10-08",10.48
"286","2019-10-09",10.48
"287","2019-10-10",10.48
"288","2019-10-11",10.48
"289","2019-10-14",10.48
"290","2019-10-15",10.48
"291","2019-10-16",10.48
"292","2019-10-17",10.48
"293","2019-10-18",10.55
"294","2019-10-21",10.55
"295","2019-10-22",10.55
"296","2019-10-23",10.55
"297","2019-10-24",10.55
"298","2019-10-25",10.55
"299","2019-10-28",10.56
"300","2019-10-29",10.62
"301","2019-10-30",10.6
"302","2019-10-31",10.65
"303","2019-11-01",10.65
"304","2019-11-04",10.66
"305","2019-11-05",10.66
"306","2019-11-06",10.66
"307","2019-11-07",10.66
"308","2019-11-08",10.6
"309","2019-11-11",10.6
"310","2019-11-12",10.6
"311","2019-11-13",10.6
"312","2019-11-14",10.6
"313","2019-11-15",10.62
"314","2019-11-18",10.62
"315","2019-11-19",10.62
"316","2019-11-20",10.62
"317","2019-11-21",10.62
"318","2019-11-22",10.62
"319","2019-11-25",10.62
"320","2019-11-26",10.63
"321","2019-11-27",10.63
"322","2019-11-29",10.63
"323","2019-12-02",10.63
"324","2019-12-03",10.63
"325","2019-12-04",10.63
"326","2019-12-05",10.63
"327","2019-12-06",10.63
"328","2019-12-09",10.63
"329","2019-12-10",10.63
"330","2019-12-11",10.63
"331","2019-12-12",10.63
"332","2019-12-13",10.63
"333","2019-12-16",10.63
"334","2019-12-17",10.62
"335","2019-12-18",10.62
"336","2019-12-19",10.62
"337","2019-12-20",10.58
"338","2019-12-23",10.62
"339","2019-12-24",10.62
"340","2019-12-26",10.62
"341","2019-12-27",10.62
"342","2019-12-30",10.62
"343","2019-12-31",10.3
"344","2020-01-02",10.61
"345","2020-01-03",10.61
"346","2020-01-06",10.61
"347","2020-01-07",10.61
"348","2020-01-08",10.61
"349","2020-01-09",10.61
"350","2020-01-10",10.61
"351","2020-01-13",10.61
"352","2020-01-14",10.61
"353","2020-01-15",10.61
"354","2020-01-16",10.61
"355","2020-01-17",10.61
"356","2020-01-21",10.61
"357","2020-01-22",10.61
"358","2020-01-23",10.61
"359","2020-01-24",10.61
"360","2020-01-27",10.61
"361","2020-01-28",10.61
"362","2020-01-29",10.61
"363","2020-01-30",10.61
"364","2020-01-31",10.61
"365","2020-02-03",10.61
"366","2020-02-04",10.61
"367","2020-02-05",10.61
"368","2020-02-06",10.61
"369","2020-02-07",10.61
"370","2020-02-10",10.61
"371","2020-02-11",10.61
"372","2020-02-12",10.61
"373","2020-02-13",10.61
"374","2020-02-14",10.61
"375","2020-02-18",10.61
"376","2020-02-19",10.61
"377","2020-02-20",10.61
"378","2020-02-21",10.61
"379","2020-02-24",10.61
"380","2020-02-25",10.61
"381","2020-02-26",10.61
"382","2020-02-27",10.61
"383","2020-02-28",10.61
"384","2020-03-02",10.61
"385","2020-03-03",10.61
"386","2020-03-04",10.61
"387","2020-03-05",10.61
"388","2020-03-06",10.61
"389","2020-03-09",10.61
"390","2020-03-10",10.61
"391","2020-03-11",10.61
"392","2020-03-12",10.61
"393","2020-03-13",10.61
"394","2020-03-16",10.61
"395","2020-03-17",10.61
"396","2020-03-18",10.61
"397","2020-03-19",10.61
"398","2020-03-20",10.61
"399","2020-03-23",10.61
"400","2020-03-24",10.25
"401","2020-03-25",10.25
"402","2020-03-26",10.25
"403","2020-03-27",10.25
"404","2020-03-30",10.25
"405","2020-03-31",10.25
"406","2020-04-01",10.25
"407","2020-04-02",10.53
"408","2020-04-03",10.4
"409","2020-04-06",10.4
"410","2020-04-07",10.4
"411","2020-04-08",10.4
"412","2020-04-09",10.4
"413","2020-04-13",10.4
"414","2020-04-14",10.4
"415","2020-04-15",10.4
"416","2020-04-16",10.4
"417","2020-04-17",10.4
"418","2020-04-20",10.4
"419","2020-04-21",10.4
"420","2020-04-22",10.4
"421","2020-04-23",10.4
"422","2020-04-24",10.4
"423","2020-04-27",10.4
"424","2020-04-28",10.4
"425","2020-04-29",10.4
"426","2020-04-30",10.4
"427","2020-05-01",10.4
"428","2020-05-04",10.4
"429","2020-05-05",10.4
"430","2020-05-06",10.4
"431","2020-05-07",10.4
"432","2020-05-08",10.4
"433","2020-05-11",10.4
"434","2020-05-12",10.4
"435","2020-05-13",10.44
"436","2020-05-14",10.44
"437","2020-05-15",10.44
"438","2020-05-18",10.44
"439","2020-05-19",10.44
"440","2020-05-20",10.44
"441","2020-05-21",10.44
"442","2020-05-22",10.44
"443","2020-05-26",10.44
"444","2020-05-27",10.44
"445","2020-05-28",10.44
"446","2020-05-29",10.44
"447","2020-06-01",10.44
"448","2020-06-02",10.44
"449","2020-06-03",10.44
"450","2020-06-04",10.44
"451","2020-06-05",10.44
"452","2020-06-08",10.44
"453","2020-06-09",10.44
"454","2020-06-10",10.44
"455","2020-06-11",10.44
"456","2020-06-12",10.44
"457","2020-06-15",10.44
"458","2020-06-16",10.44
"459","2020-06-17",10.44
"460","2020-06-18",10.44
"461","2020-06-19",10.44
"462","2020-06-22",10.44
"463","2020-06-23",10.44
"464","2020-06-24",10.44
"465","2020-06-25",10.44
"466","2020-06-26",10.44
"467","2020-06-29",10.44
"468","2020-06-30",10.44
"469","2020-07-01",10.44
"470","2020-07-02",10.44
"471","2020-07-06",10.44
"472","2020-07-07",10.44
"473","2020-07-08",10.44
"474","2020-07-09",10.44
"475","2020-07-10",10.44
"476","2020-07-13",10.44
"477","2020-07-14",10.44
"478","2020-07-15",10.44
"479","2020-07-16",10.44
"480","2020-07-17",10.44
"481","2020-07-20",10.44
"482","2020-07-21",10.44
"483","2020-07-22",10.44
"484","2020-07-23",10.44
"485","2020-07-24",10.44
"486","2020-07-27",10.44
"487","2020-07-28",10.44
"488","2020-07-29",10.44
"489","2020-07-30",10.44
"490","2020-07-31",10.44
"491","2020-08-03",10.44
"492","2020-08-04",10.44
"493","2020-08-05",10.44
"494","2020-08-06",10.44
"495","2020-08-07",10.44
"496","2020-08-10",10.44
"497","2020-08-11",10.44
"498","2020-08-12",10.44
"499","2020-08-13",10.44
"500","2020-08-14",10.44
"501","2020-08-17",10.44
"502","2020-08-18",10.44
"503","2020-08-19",10.44
"504","2020-08-20",10.44
"505","2020-08-21",10.44
"506","2020-08-24",10.44
"507","2020-08-25",10.44
"508","2020-08-26",10.44
"509","2020-08-27",10.44
"510","2020-08-28",10.44
"511","2020-08-31",10.44
"512","2020-09-01",10.44
"513","2020-09-02",10.44
"514","2020-09-03",10.44
"515","2020-09-04",10.44
"516","2020-09-08",10.44
"517","2020-09-09",10.44
"518","2020-09-10",10.44
"519","2020-09-11",10.44
"520","2020-09-14",10.44
"521","2020-09-15",10.44
"522","2020-09-16",10.44
"523","2020-09-17",10.44
"524","2020-09-18",10.44
"525","2020-09-21",10.44
"526","2020-09-22",10.44
"527","2020-09-23",10.44
"528","2020-09-24",10.44
"529","2020-09-25",10.44
"530","2020-09-28",10.44
"531","2020-09-29",10.44
"532","2020-09-30",10.44
"533","2020-10-01",10.44
"534","2020-10-02",10.44
"535","2020-10-05",10.44
"536","2020-10-06",10.44
"537","2020-10-07",10.44
"538","2020-10-08",10.44
"539","2020-10-09",10.44
"540","2020-10-12",10.44
"541","2020-10-13",10.44
"542","2020-10-14",10.44
"543","2020-10-15",10.44
"544","2020-10-16",10.44
"545","2020-10-19",10.44
"546","2020-10-20",10.44
"547","2020-10-21",10.44
"548","2020-10-22",10.44
"549","2020-10-23",10.44
"550","2020-10-26",10.44
"551","2020-10-27",10.44
"552","2020-10-28",10.44
"553","2020-10-29",10.44
"554","2020-10-30",10.44
"555","2020-11-02",10.44
"556","2020-11-03",10.44
"557","2020-11-04",10.44
"558","2020-11-05",10.44
"559","2020-11-06",10.44
"560","2020-11-09",10.44
"561","2020-11-10",10.44
"562","2020-11-11",10.44
"563","2020-11-12",10.44
"564","2020-11-13",10.44
"565","2020-11-16",10.44
"566","2020-11-17",10.44
"567","2020-11-18",11.79
"568","2020-11-19",11.79
"569","2020-11-20",11.79
"570","2020-11-23",11.79
"571","2020-11-24",13.57
"572","2020-11-25",17.01
"573","2020-11-27",13.9
