"","date","PSTV"
"201","2007-10-18",44100
"202","2007-10-19",43350
"203","2007-10-22",42375
"204","2007-10-23",43800
"205","2007-10-24",42825
"206","2007-10-25",42825
"207","2007-10-26",43350
"208","2007-10-29",44625
"209","2007-10-30",44925
"210","2007-10-31",44550
"211","2007-11-01",46425
"212","2007-11-02",44700
"213","2007-11-05",44625
"214","2007-11-06",44100
"215","2007-11-07",44025
"216","2007-11-08",44175
"217","2007-11-09",43875
"218","2007-11-12",42000
"219","2007-11-13",41250
"220","2007-11-14",40875
"221","2007-11-15",40125
"222","2007-11-16",40125
"223","2007-11-19",39075
"224","2007-11-20",39375
"225","2007-11-21",36975
"226","2007-11-23",40950
"227","2007-11-26",39600
"228","2007-11-27",40725
"229","2007-11-28",43275
"230","2007-11-29",41250
"231","2007-11-30",41325
"232","2007-12-03",42750
"233","2007-12-04",41700
"234","2007-12-05",41550
"235","2007-12-06",42600
"236","2007-12-07",41250
"237","2007-12-10",40500
"238","2007-12-11",38775
"239","2007-12-12",41925
"240","2007-12-13",42075
"241","2007-12-14",39075
"242","2007-12-17",38175
"243","2007-12-18",39000
"244","2007-12-19",38475
"245","2007-12-20",40575
"246","2007-12-21",39675
"247","2007-12-24",39750
"248","2007-12-26",41850
"249","2007-12-27",41250
"250","2007-12-28",43050
"251","2007-12-31",45375
"252","2008-01-02",45825
"253","2008-01-03",47925
"254","2008-01-04",46950
"255","2008-01-07",45075
"256","2008-01-08",45675
"257","2008-01-09",42450
"258","2008-01-10",41925
"259","2008-01-11",41400
"260","2008-01-14",45450
"261","2008-01-15",44100
"262","2008-01-16",41550
"263","2008-01-17",41700
"264","2008-01-18",41100
"265","2008-01-22",39375
"266","2008-01-23",38175
"267","2008-01-24",36825
"268","2008-01-25",37500
"269","2008-01-28",37575
"270","2008-01-29",38475
"271","2008-01-30",38400
"272","2008-01-31",38550
"273","2008-02-01",39225
"274","2008-02-04",39825
"275","2008-02-05",39000
"276","2008-02-06",37425
"277","2008-02-07",38250
"278","2008-02-08",40800
"279","2008-02-11",41625
"280","2008-02-12",40500
"281","2008-02-13",43500
"282","2008-02-14",45750
"283","2008-02-15",45825
"284","2008-02-19",43875
"285","2008-02-20",43875
"286","2008-02-21",43875
"287","2008-02-22",45600
"288","2008-02-25",45750
"289","2008-02-26",45525
"290","2008-02-27",47250
"291","2008-02-28",48150
"292","2008-02-29",47700
"293","2008-03-03",46575
"294","2008-03-04",47625
"295","2008-03-05",47625
"296","2008-03-06",43275
"297","2008-03-07",43125
"298","2008-03-10",40800
"299","2008-03-11",41100
"300","2008-03-12",40275
"301","2008-03-13",38400
"302","2008-03-14",37875
"303","2008-03-17",35925
"304","2008-03-18",35625
"305","2008-03-19",37875
"306","2008-03-20",38400
"307","2008-03-24",37575
"308","2008-03-25",39375
"309","2008-03-26",39375
"310","2008-03-27",39450
"311","2008-03-28",38700
"312","2008-03-31",35775
"313","2008-04-01",37950
"314","2008-04-02",38175
"315","2008-04-03",42375
"316","2008-04-04",42825
"317","2008-04-07",43425
"318","2008-04-08",42675
"319","2008-04-09",43575
"320","2008-04-10",43275
"321","2008-04-11",42450
"322","2008-04-14",39525
"323","2008-04-15",41625
"324","2008-04-16",39675
"325","2008-04-17",39300
"326","2008-04-18",38925
"327","2008-04-21",38550
"328","2008-04-22",37875
"329","2008-04-23",38625
"330","2008-04-24",39450
"331","2008-04-25",37950
"332","2008-04-28",38775
"333","2008-04-29",38025
"334","2008-04-30",37800
"335","2008-05-01",37575
"336","2008-05-02",38250
"337","2008-05-05",40800
"338","2008-05-06",40500
"339","2008-05-07",40275
"340","2008-05-08",40350
"341","2008-05-09",41700
"342","2008-05-12",43500
"343","2008-05-13",44475
"344","2008-05-14",44625
"345","2008-05-15",44700
"346","2008-05-16",44700
"347","2008-05-19",44025
"348","2008-05-20",44250
"349","2008-05-21",43425
"350","2008-05-22",45675
"351","2008-05-23",47400
"352","2008-05-27",49650
"353","2008-05-28",54000
"354","2008-05-29",52875
"355","2008-05-30",56550
"356","2008-06-02",52800
"357","2008-06-03",53250
"358","2008-06-04",59700
"359","2008-06-05",57600
"360","2008-06-06",59400
"361","2008-06-09",64200
"362","2008-06-10",59925
"363","2008-06-11",59325
"364","2008-06-12",61425
"365","2008-06-13",57150
"366","2008-06-16",57675
"367","2008-06-17",56775
"368","2008-06-18",54375
"369","2008-06-19",54600
"370","2008-06-20",48150
"371","2008-06-23",45750
"372","2008-06-24",50850
"373","2008-06-25",50850
"374","2008-06-26",50325
"375","2008-06-27",49125
"376","2008-06-30",48600
"377","2008-07-01",47775
"378","2008-07-02",44625
"379","2008-07-03",42900
"380","2008-07-07",41250
"381","2008-07-08",45675
"382","2008-07-09",43275
"383","2008-07-10",44775
"384","2008-07-11",43500
"385","2008-07-14",44625
"386","2008-07-15",44700
"387","2008-07-16",51450
"388","2008-07-17",50850
"389","2008-07-18",51450
"390","2008-07-21",51750
"391","2008-07-22",54675
"392","2008-07-23",54750
"393","2008-07-24",54375
"394","2008-07-25",53475
"395","2008-07-28",52650
"396","2008-07-29",53925
"397","2008-07-30",53925
"398","2008-07-31",53100
"399","2008-08-01",54375
"400","2008-08-04",52125
"401","2008-08-05",52725
"402","2008-08-06",52425
"403","2008-08-07",52425
"404","2008-08-08",46800
"405","2008-08-11",50325
"406","2008-08-12",49875
"407","2008-08-13",51300
"408","2008-08-14",52875
"409","2008-08-15",51975
"410","2008-08-18",50250
"411","2008-08-19",50625
"412","2008-08-20",51150
"413","2008-08-21",50325
"414","2008-08-22",51225
"415","2008-08-25",45975
"416","2008-08-26",46875
"417","2008-08-27",47100
"418","2008-08-28",47325
"419","2008-08-29",47925
"420","2008-09-02",48900
"421","2008-09-03",48825
"422","2008-09-04",48075
"423","2008-09-05",45075
"424","2008-09-08",47850
"425","2008-09-09",45600
"426","2008-09-10",46650
"427","2008-09-11",45900
"428","2008-09-12",44925
"429","2008-09-15",43125
"430","2008-09-16",37875
"431","2008-09-17",38325
"432","2008-09-18",45825
"433","2008-09-19",47250
"434","2008-09-22",46725
"435","2008-09-23",46050
"436","2008-09-24",44850
"437","2008-09-25",44025
"438","2008-09-26",40350
"439","2008-09-29",39000
"440","2008-09-30",39600
"441","2008-10-01",39900
"442","2008-10-02",37575
"443","2008-10-03",36450
"444","2008-10-06",32700
"445","2008-10-07",30375
"446","2008-10-08",28575
"447","2008-10-09",27000
"448","2008-10-10",27600
"449","2008-10-13",31575
"450","2008-10-14",30225
"451","2008-10-15",30300
"452","2008-10-16",31875
"453","2008-10-17",31125
"454","2008-10-20",32775
"455","2008-10-21",30525
"456","2008-10-22",26550
"457","2008-10-23",26325
"458","2008-10-24",25575
"459","2008-10-27",25275
"460","2008-10-28",26850
"461","2008-10-29",28425
"462","2008-10-30",29025
"463","2008-10-31",30000
"464","2008-11-03",28425
"465","2008-11-04",28875
"466","2008-11-05",26475
"467","2008-11-06",25575
"468","2008-11-07",27375
"469","2008-11-10",25050
"470","2008-11-11",22575
"471","2008-11-12",19125
"472","2008-11-13",22575
"473","2008-11-14",20100
"474","2008-11-17",19500
"475","2008-11-18",16050
"476","2008-11-19",15075
"477","2008-11-20",15000
"478","2008-11-21",15000
"479","2008-11-24",16200
"480","2008-11-25",14175
"481","2008-11-26",16500
"482","2008-11-28",16875
"483","2008-12-01",15375
"484","2008-12-02",16275
"485","2008-12-03",16725
"486","2008-12-04",18900
"487","2008-12-05",19275
"488","2008-12-08",21750
"489","2008-12-09",22200
"490","2008-12-10",23250
"491","2008-12-11",22275
"492","2008-12-12",23250
"493","2008-12-15",22125
"494","2008-12-16",25500
"495","2008-12-17",28125
"496","2008-12-18",29175
"497","2008-12-19",28275
"498","2008-12-22",27600
"499","2008-12-23",27150
"500","2008-12-24",27375
"501","2008-12-26",27225
"502","2008-12-29",24225
"503","2008-12-30",25725
"504","2008-12-31",27075
"505","2009-01-02",27000
"506","2009-01-05",27525
"507","2009-01-06",29100
"508","2009-01-07",26775
"509","2009-01-08",28425
"510","2009-01-09",25050
"511","2009-01-12",25725
"512","2009-01-13",26025
"513","2009-01-14",23925
"514","2009-01-15",24900
"515","2009-01-16",24675
"516","2009-01-20",22275
"517","2009-01-21",24675
"518","2009-01-22",24000
"519","2009-01-23",25350
"520","2009-01-26",28200
"521","2009-01-27",31800
"522","2009-01-28",32100
"523","2009-01-29",36000
"524","2009-01-30",36900
"525","2009-02-02",33750
"526","2009-02-03",32250
"527","2009-02-04",30750
"528","2009-02-05",31650
"529","2009-02-06",33000
"530","2009-02-09",31200
"531","2009-02-10",29325
"532","2009-02-11",29625
"533","2009-02-12",29625
"534","2009-02-13",28875
"535","2009-02-17",30375
"536","2009-02-18",29625
"537","2009-02-19",28275
"538","2009-02-20",24975
"539","2009-02-23",23250
"540","2009-02-24",24150
"541","2009-02-25",22950
"542","2009-02-26",22725
"543","2009-02-27",20700
"544","2009-03-02",18000
"545","2009-03-03",15525
"546","2009-03-04",17775
"547","2009-03-05",16275
"548","2009-03-06",17325
"549","2009-03-09",19425
"550","2009-03-10",14700
"551","2009-03-11",14175
"552","2009-03-12",14250
"553","2009-03-13",14100
"554","2009-03-16",13650
"555","2009-03-17",13800
"556","2009-03-18",13950
"557","2009-03-19",13350
"558","2009-03-20",12900
"559","2009-03-23",13125
"560","2009-03-24",13500
"561","2009-03-25",13500
"562","2009-03-26",13725
"563","2009-03-27",13500
"564","2009-03-30",13725
"565","2009-03-31",12900
"566","2009-04-01",12525
"567","2009-04-02",12675
"568","2009-04-03",13575
"569","2009-04-06",13350
"570","2009-04-07",12900
"571","2009-04-08",13050
"572","2009-04-09",12900
"573","2009-04-13",12900
"574","2009-04-14",11700
"575","2009-04-15",12375
"576","2009-04-16",13275
"577","2009-04-17",13575
"578","2009-04-20",13350
"579","2009-04-21",13050
"580","2009-04-22",12825
"581","2009-04-23",13200
"582","2009-04-24",13425
"583","2009-04-27",13125
"584","2009-04-28",13575
"585","2009-04-29",13575
"586","2009-04-30",13425
"587","2009-05-01",13650
"588","2009-05-04",15675
"589","2009-05-05",16125
"590","2009-05-06",15525
"591","2009-05-07",15150
"592","2009-05-08",18750
"593","2009-05-11",23925
"594","2009-05-12",23700
"595","2009-05-13",21150
"596","2009-05-14",21075
"597","2009-05-15",21000
"598","2009-05-18",21375
"599","2009-05-19",22650
"600","2009-05-20",22125
"601","2009-05-21",21150
"602","2009-05-22",21600
"603","2009-05-26",22800
"604","2009-05-27",23100
"605","2009-05-28",27000
"606","2009-05-29",28425
"607","2009-06-01",29625
"608","2009-06-02",28350
"609","2009-06-03",28800
"610","2009-06-04",34050
"611","2009-06-05",32775
"612","2009-06-08",31950
"613","2009-06-09",32700
"614","2009-06-10",31725
"615","2009-06-11",30675
"616","2009-06-12",30300
"617","2009-06-15",28350
"618","2009-06-16",28800
"619","2009-06-17",26625
"620","2009-06-18",26100
"621","2009-06-19",27000
"622","2009-06-22",25125
"623","2009-06-23",25725
"624","2009-06-24",26700
"625","2009-06-25",27525
"626","2009-06-26",29625
"627","2009-06-29",28050
"628","2009-06-30",27075
"629","2009-07-01",28050
"630","2009-07-02",27525
"631","2009-07-06",26400
"632","2009-07-07",24450
"633","2009-07-08",24000
"634","2009-07-09",24150
"635","2009-07-10",23850
"636","2009-07-13",23775
"637","2009-07-14",24150
"638","2009-07-15",24750
"639","2009-07-16",24600
"640","2009-07-17",25575
"641","2009-07-20",25200
"642","2009-07-21",24375
"643","2009-07-22",24000
"644","2009-07-23",25200
"645","2009-07-24",25425
"646","2009-07-27",26250
"647","2009-07-28",25950
"648","2009-07-29",25875
"649","2009-07-30",25275
"650","2009-07-31",24750
"651","2009-08-03",25275
"652","2009-08-04",24750
"653","2009-08-05",24000
"654","2009-08-06",23700
"655","2009-08-07",24075
"656","2009-08-10",24150
"657","2009-08-11",23625
"658","2009-08-12",24300
"659","2009-08-13",24000
"660","2009-08-14",24525
"661","2009-08-17",22575
"662","2009-08-18",22875
"663","2009-08-19",22800
"664","2009-08-20",22950
"665","2009-08-21",24000
"666","2009-08-24",23025
"667","2009-08-25",24075
"668","2009-08-26",24075
"669","2009-08-27",24000
"670","2009-08-28",23775
"671","2009-08-31",22725
"672","2009-09-01",22725
"673","2009-09-02",22575
"674","2009-09-03",22425
"675","2009-09-04",23400
"676","2009-09-08",22950
"677","2009-09-09",26250
"678","2009-09-10",28050
"679","2009-09-11",27225
"680","2009-09-14",28350
"681","2009-09-15",27450
"682","2009-09-16",27300
"683","2009-09-17",26925
"684","2009-09-18",26625
"685","2009-09-21",26775
"686","2009-09-22",29850
"687","2009-09-23",29925
"688","2009-09-24",28650
"689","2009-09-25",30450
"690","2009-09-28",31200
"691","2009-09-29",30375
"692","2009-09-30",29625
"693","2009-10-01",27750
"694","2009-10-02",27450
"695","2009-10-05",27675
"696","2009-10-06",28275
"697","2009-10-07",28125
"698","2009-10-08",28050
"699","2009-10-09",26850
"700","2009-10-12",26250
"701","2009-10-13",26325
"702","2009-10-14",27750
"703","2009-10-15",28050
"704","2009-10-16",27675
"705","2009-10-19",28350
"706","2009-10-20",27600
"707","2009-10-21",27900
"708","2009-10-22",27825
"709","2009-10-23",27150
"710","2009-10-26",27000
"711","2009-10-27",27000
"712","2009-10-28",24900
"713","2009-10-29",26100
"714","2009-10-30",24675
"715","2009-11-02",23400
"716","2009-11-03",25575
"717","2009-11-04",24150
"718","2009-11-05",26250
"719","2009-11-06",26625
"720","2009-11-09",25500
"721","2009-11-10",24750
"722","2009-11-11",25800
"723","2009-11-12",25725
"724","2009-11-13",26625
"725","2009-11-16",29850
"726","2009-11-17",29700
"727","2009-11-18",31800
"728","2009-11-19",31950
"729","2009-11-20",32325
"730","2009-11-23",34125
"731","2009-11-24",37050
"732","2009-11-25",37050
"733","2009-11-27",38625
"734","2009-11-30",43875
"735","2009-12-01",44100
"736","2009-12-02",44100
"737","2009-12-03",44550
"738","2009-12-04",46050
"739","2009-12-07",46425
"740","2009-12-08",46050
"741","2009-12-09",46800
"742","2009-12-10",49275
"743","2009-12-11",48375
"744","2009-12-14",44550
"745","2009-12-15",46350
"746","2009-12-16",46500
"747","2009-12-17",45450
"748","2009-12-18",46425
"749","2009-12-21",42825
"750","2009-12-22",44025
"751","2009-12-23",45825
"752","2009-12-24",45375
"753","2009-12-28",44925
"754","2009-12-29",44475
"755","2009-12-30",44625
"756","2009-12-31",45750
"757","2010-01-04",46650
"758","2010-01-05",47100
"759","2010-01-06",47700
"760","2010-01-07",48600
"761","2010-01-08",54450
"762","2010-01-11",57150
"763","2010-01-12",54150
"764","2010-01-13",61500
"765","2010-01-14",62025
"766","2010-01-15",61800
"767","2010-01-19",67125
"768","2010-01-20",70500
"769","2010-01-21",67425
"770","2010-01-22",61650
"771","2010-01-25",61275
"772","2010-01-26",60150
"773","2010-01-27",60225
"774","2010-01-28",57825
"775","2010-01-29",50550
"776","2010-02-01",52050
"777","2010-02-02",54300
"778","2010-02-03",53775
"779","2010-02-04",51975
"780","2010-02-05",50325
"781","2010-02-08",50700
"782","2010-02-09",51300
"783","2010-02-10",52050
"784","2010-02-11",55350
"785","2010-02-12",55350
"786","2010-02-16",57150
"787","2010-02-17",56925
"788","2010-02-18",55200
"789","2010-02-19",53850
"790","2010-02-22",52500
"791","2010-02-23",51450
"792","2010-02-24",51975
"793","2010-02-25",51300
"794","2010-02-26",52125
"795","2010-03-01",53550
"796","2010-03-02",52725
"797","2010-03-03",53400
"798","2010-03-04",53250
"799","2010-03-05",54225
"800","2010-03-08",56025
"801","2010-03-09",56400
"802","2010-03-10",56850
"803","2010-03-11",56250
"804","2010-03-12",45150
"805","2010-03-15",39375
"806","2010-03-16",38475
"807","2010-03-17",36150
"808","2010-03-18",37650
"809","2010-03-19",36000
"810","2010-03-22",34725
"811","2010-03-23",37500
"812","2010-03-24",35850
"813","2010-03-25",35100
"814","2010-03-26",34425
"815","2010-03-29",35025
"816","2010-03-30",34350
"817","2010-03-31",34200
"818","2010-04-01",33375
"819","2010-04-05",34650
"820","2010-04-06",36825
"821","2010-04-07",34800
"822","2010-04-08",35100
"823","2010-04-09",34950
"824","2010-04-12",35100
"825","2010-04-13",35025
"826","2010-04-14",35625
"827","2010-04-15",36150
"828","2010-04-16",36075
"829","2010-04-19",35325
"830","2010-04-20",36600
"831","2010-04-21",40500
"832","2010-04-22",41175
"833","2010-04-23",43650
"834","2010-04-26",41925
"835","2010-04-27",40800
"836","2010-04-28",40725
"837","2010-04-29",42675
"838","2010-04-30",42300
"839","2010-05-03",43950
"840","2010-05-04",45075
"841","2010-05-05",44175
"842","2010-05-06",40875
"843","2010-05-07",40425
"844","2010-05-10",40800
"845","2010-05-11",38025
"846","2010-05-12",39750
"847","2010-05-13",40275
"848","2010-05-14",38625
"849","2010-05-17",38625
"850","2010-05-18",38025
"851","2010-05-19",35625
"852","2010-05-20",32400
"853","2010-05-21",32400
"854","2010-05-24",35100
"855","2010-05-25",34800
"856","2010-05-26",33000
"857","2010-05-27",35625
"858","2010-05-28",34875
"859","2010-06-01",32550
"860","2010-06-02",34125
"861","2010-06-03",33975
"862","2010-06-04",33150
"863","2010-06-07",30825
"864","2010-06-08",28500
"865","2010-06-09",27150
"866","2010-06-10",29625
"867","2010-06-11",30375
"868","2010-06-14",34125
"869","2010-06-15",33750
"870","2010-06-16",31875
"871","2010-06-17",31125
"872","2010-06-18",31050
"873","2010-06-21",29925
"874","2010-06-22",27825
"875","2010-06-23",27975
"876","2010-06-24",27975
"877","2010-06-25",29400
"878","2010-06-28",27225
"879","2010-06-29",26025
"880","2010-06-30",26100
"881","2010-07-01",26175
"882","2010-07-02",26025
"883","2010-07-06",25575
"884","2010-07-07",27600
"885","2010-07-08",28200
"886","2010-07-09",28050
"887","2010-07-12",27750
"888","2010-07-13",29325
"889","2010-07-14",30075
"890","2010-07-15",30600
"891","2010-07-16",28575
"892","2010-07-19",27900
"893","2010-07-20",29625
"894","2010-07-21",28875
"895","2010-07-22",30225
"896","2010-07-23",32325
"897","2010-07-26",35025
"898","2010-07-27",36375
"899","2010-07-28",35250
"900","2010-07-29",35325
"901","2010-07-30",35850
"902","2010-08-02",36750
"903","2010-08-03",37875
"904","2010-08-04",39225
"905","2010-08-05",37500
"906","2010-08-06",37650
"907","2010-08-09",36975
"908","2010-08-10",35700
"909","2010-08-11",32100
"910","2010-08-12",32025
"911","2010-08-13",32325
"912","2010-08-16",34200
"913","2010-08-17",35625
"914","2010-08-18",36750
"915","2010-08-19",38475
"916","2010-08-20",37575
"917","2010-08-23",35625
"918","2010-08-24",33450
"919","2010-08-25",37050
"920","2010-08-26",35550
"921","2010-08-27",35925
"922","2010-08-30",34425
"923","2010-08-31",33825
"924","2010-09-01",36000
"925","2010-09-02",35850
"926","2010-09-03",36075
"927","2010-09-07",34650
"928","2010-09-08",34725
"929","2010-09-09",36000
"930","2010-09-10",37200
"931","2010-09-13",37200
"932","2010-09-14",36300
"933","2010-09-15",36525
"934","2010-09-16",36075
"935","2010-09-17",37350
"936","2010-09-20",38850
"937","2010-09-21",37050
"938","2010-09-22",37800
"939","2010-09-23",37500
"940","2010-09-24",38100
"941","2010-09-27",36975
"942","2010-09-28",37725
"943","2010-09-29",37350
"944","2010-09-30",36675
"945","2010-10-01",36375
"946","2010-10-04",35250
"947","2010-10-05",37350
"948","2010-10-06",38850
"949","2010-10-07",40050
"950","2010-10-08",35775
"951","2010-10-11",35475
"952","2010-10-12",35100
"953","2010-10-13",35925
"954","2010-10-14",35925
"955","2010-10-15",35550
"956","2010-10-18",37800
"957","2010-10-19",37050
"958","2010-10-20",38100
"959","2010-10-21",38100
"960","2010-10-22",38250
"961","2010-10-25",40800
"962","2010-10-26",40050
"963","2010-10-27",38550
"964","2010-10-28",37200
"965","2010-10-29",36600
"966","2010-11-01",35250
"967","2010-11-02",35775
"968","2010-11-03",35850
"969","2010-11-04",35700
"970","2010-11-05",33675
"971","2010-11-08",32850
"972","2010-11-09",31575
"973","2010-11-10",33525
"974","2010-11-11",34575
"975","2010-11-12",33225
"976","2010-11-15",35325
"977","2010-11-16",33525
"978","2010-11-17",33600
"979","2010-11-18",33750
"980","2010-11-19",33900
"981","2010-11-22",34575
"982","2010-11-23",33975
"983","2010-11-24",34650
"984","2010-11-26",34200
"985","2010-11-29",34125
"986","2010-11-30",33675
"987","2010-12-01",34500
"988","2010-12-02",34425
"989","2010-12-03",36900
"990","2010-12-06",39000
"991","2010-12-07",40650
"992","2010-12-08",38550
"993","2010-12-09",39075
"994","2010-12-10",40200
"995","2010-12-13",39225
"996","2010-12-14",38850
"997","2010-12-15",38625
"998","2010-12-16",39375
"999","2010-12-17",39675
"1000","2010-12-20",42300
"1001","2010-12-21",44175
"1002","2010-12-22",40575
"1003","2010-12-23",41250
"1004","2010-12-27",40200
"1005","2010-12-28",39750
"1006","2010-12-29",39150
"1007","2010-12-30",39150
"1008","2010-12-31",38925
"1009","2011-01-03",40425
"1010","2011-01-04",39600
"1011","2011-01-05",40875
"1012","2011-01-06",41250
"1013","2011-01-07",43800
"1014","2011-01-10",42825
"1015","2011-01-11",43050
"1016","2011-01-12",41925
"1017","2011-01-13",41625
"1018","2011-01-14",42375
"1019","2011-01-18",42750
"1020","2011-01-19",41550
"1021","2011-01-20",40200
"1022","2011-01-21",40500
"1023","2011-01-24",42600
"1024","2011-01-25",43875
"1025","2011-01-26",43800
"1026","2011-01-27",41775
"1027","2011-01-28",40650
"1028","2011-01-31",41100
"1029","2011-02-01",42300
"1030","2011-02-02",40875
"1031","2011-02-03",40425
"1032","2011-02-04",40425
"1033","2011-02-07",41625
"1034","2011-02-08",41400
"1035","2011-02-09",40350
"1036","2011-02-10",40275
"1037","2011-02-11",41625
"1038","2011-02-14",42900
"1039","2011-02-15",43050
"1040","2011-02-16",43275
"1041","2011-02-17",42825
"1042","2011-02-18",42675
"1043","2011-02-22",42000
"1044","2011-02-23",41550
"1045","2011-02-24",41775
"1046","2011-02-25",43275
"1047","2011-02-28",43650
"1048","2011-03-01",42075
"1049","2011-03-02",45975
"1050","2011-03-03",47400
"1051","2011-03-04",48300
"1052","2011-03-07",48375
"1053","2011-03-08",51750
"1054","2011-03-09",50775
"1055","2011-03-10",49200
"1056","2011-03-11",54600
"1057","2011-03-14",52125
"1058","2011-03-15",50250
"1059","2011-03-16",48900
"1060","2011-03-17",49575
"1061","2011-03-18",54150
"1062","2011-03-21",55050
"1063","2011-03-22",53325
"1064","2011-03-23",59025
"1065","2011-03-24",59625
"1066","2011-03-25",56775
"1067","2011-03-28",56400
"1068","2011-03-29",57300
"1069","2011-03-30",58800
