"","date","CNST"
"115","2019-01-02",4.38
"116","2019-01-03",4.6
"117","2019-01-04",5.31
"118","2019-01-07",6.07
"119","2019-01-08",6.83
"120","2019-01-09",6.89
"121","2019-01-10",7.08
"122","2019-01-11",6.98
"123","2019-01-14",6.64
"124","2019-01-15",6.03
"125","2019-01-16",5.89
"126","2019-01-17",6.2
"127","2019-01-18",6.32
"128","2019-01-22",6.35
"129","2019-01-23",6.21
"130","2019-01-24",6.65
"131","2019-01-25",6.69
"132","2019-01-28",6.4
"133","2019-01-29",6.5
"134","2019-01-30",6.81
"135","2019-01-31",7.23
"136","2019-02-01",7.58
"137","2019-02-04",8.78
"138","2019-02-05",9.38
"139","2019-02-06",9.27
"140","2019-02-07",9.19
"141","2019-02-08",9.35
"142","2019-02-11",9.69
"143","2019-02-12",10.03
"144","2019-02-13",11.5
"145","2019-02-14",11.34
"146","2019-02-15",11.93
"147","2019-02-19",10.81
"148","2019-02-20",11.18
"149","2019-02-21",10.51
"150","2019-02-22",9.51
"151","2019-02-25",10.76
"152","2019-02-26",10.31
"153","2019-02-27",10.12
"154","2019-02-28",10.1
"155","2019-03-01",10.42
"156","2019-03-04",9.98
"157","2019-03-05",9.3
"158","2019-03-06",8.55
"159","2019-03-07",8.76
"160","2019-03-08",10.25
"161","2019-03-11",8.91
"162","2019-03-12",9.44
"163","2019-03-13",9.02
"164","2019-03-14",9.89
"165","2019-03-15",10
"166","2019-03-18",10
"167","2019-03-19",11.4
"168","2019-03-20",11.3
"169","2019-03-21",11.49
"170","2019-03-22",11.25
"171","2019-03-25",11.86
"172","2019-03-26",12.03
"173","2019-03-27",12.5
"174","2019-03-28",13.45
"175","2019-03-29",13.55
"176","2019-04-01",13.64
"177","2019-04-02",13.2
"178","2019-04-03",13.08
"179","2019-04-04",13
"180","2019-04-05",13.19
"181","2019-04-08",13
"182","2019-04-09",12.67
"183","2019-04-10",12.6
"184","2019-04-11",12.13
"185","2019-04-12",12.1
"186","2019-04-15",12.32
"187","2019-04-16",12.5
"188","2019-04-17",11.9
"189","2019-04-18",11.9
"190","2019-04-22",12.31
"191","2019-04-23",12.44
"192","2019-04-24",12.27
"193","2019-04-25",12.1
"194","2019-04-26",11.95
"195","2019-04-29",13
"196","2019-04-30",13.15
"197","2019-05-01",12.72
"198","2019-05-02",12.85
"199","2019-05-03",13.3
"200","2019-05-06",13
"201","2019-05-07",12.95
"202","2019-05-08",12.5
"203","2019-05-09",12.24
"204","2019-05-10",11.89
"205","2019-05-13",10.87
"206","2019-05-14",11.07
"207","2019-05-15",11.21
"208","2019-05-16",11.06
"209","2019-05-17",10.63
"210","2019-05-20",9.02
"211","2019-05-21",9.77
"212","2019-05-22",10.54
"213","2019-05-23",10.53
"214","2019-05-24",10.54
"215","2019-05-28",10
"216","2019-05-29",9.47
"217","2019-05-30",8.5
"218","2019-05-31",8.62
"219","2019-06-03",9.24
"220","2019-06-04",8.89
"221","2019-06-05",8.98
"222","2019-06-06",9.12
"223","2019-06-07",9.32
"224","2019-06-10",9.82
"225","2019-06-11",10.17
"226","2019-06-12",9.58
"227","2019-06-13",9.32
"228","2019-06-14",9.01
"229","2019-06-17",9.61
"230","2019-06-18",9.98
"231","2019-06-19",10.26
"232","2019-06-20",9.95
"233","2019-06-21",10.2
"234","2019-06-24",9.25
"235","2019-06-25",9.04
"236","2019-06-26",9.47
"237","2019-06-27",10.09
"238","2019-06-28",12.28
"239","2019-07-01",10.71
"240","2019-07-02",10.17
"241","2019-07-03",10.07
"242","2019-07-05",10.05
"243","2019-07-08",9.73
"244","2019-07-09",9.9
"245","2019-07-10",9.91
"246","2019-07-11",9.85
"247","2019-07-12",9.83
"248","2019-07-15",9.83
"249","2019-07-16",10
"250","2019-07-17",9.7
"251","2019-07-18",10.04
"252","2019-07-19",9.69
"253","2019-07-22",9.88
"254","2019-07-23",9.47
"255","2019-07-24",9.62
"256","2019-07-25",9.59
"257","2019-07-26",9.92
"258","2019-07-29",9.58
"259","2019-07-30",9.65
"260","2019-07-31",9.25
"261","2019-08-01",9.07
"262","2019-08-02",8.68
"263","2019-08-05",7.82
"264","2019-08-06",8.18
"265","2019-08-07",8.3
"266","2019-08-08",8.2
"267","2019-08-09",8.52
"268","2019-08-12",7.79
"269","2019-08-13",7.85
"270","2019-08-14",7.27
"271","2019-08-15",7.04
"272","2019-08-16",7.94
"273","2019-08-19",7.97
"274","2019-08-20",7.69
"275","2019-08-21",7.96
"276","2019-08-22",7.55
"277","2019-08-23",6.68
"278","2019-08-26",7.55
"279","2019-08-27",7.52
"280","2019-08-28",7.55
"281","2019-08-29",7.56
"282","2019-08-30",7.25
"283","2019-09-03",7.11
"284","2019-09-04",7.39
"285","2019-09-05",7.21
"286","2019-09-06",7.42
"287","2019-09-09",7.59
"288","2019-09-10",7.65
"289","2019-09-11",8.07
"290","2019-09-12",7.93
"291","2019-09-13",7.94
"292","2019-09-16",7.96
"293","2019-09-17",7.85
"294","2019-09-18",7.59
"295","2019-09-19",7.43
"296","2019-09-20",7.28
"297","2019-09-23",6.85
"298","2019-09-24",6.55
"299","2019-09-25",6.8
"300","2019-09-26",6.58
"301","2019-09-27",6.43
"302","2019-09-30",6.46
"303","2019-10-01",7.59
"304","2019-10-02",7.56
"305","2019-10-03",8.19
"306","2019-10-04",8.29
"307","2019-10-07",8.1
"308","2019-10-08",7.78
"309","2019-10-09",7.82
"310","2019-10-10",8.1
"311","2019-10-11",8.71
"312","2019-10-14",9.58
"313","2019-10-15",11.78
"314","2019-10-16",12.45
"315","2019-10-17",12.47
"316","2019-10-18",12.73
"317","2019-10-21",14.8
"318","2019-10-22",15.01
"319","2019-10-23",14.23
"320","2019-10-24",14.17
"321","2019-10-25",13.92
"322","2019-10-28",13.46
"323","2019-10-29",13.56
"324","2019-10-30",13.63
"325","2019-10-31",13.81
"326","2019-11-01",14.13
"327","2019-11-04",14.13
"328","2019-11-05",14.77
"329","2019-11-06",28.1
"330","2019-11-07",31.82
"331","2019-11-08",30.91
"332","2019-11-11",34.380001
"333","2019-11-12",32.34
"334","2019-11-13",34.029999
"335","2019-11-14",37.919998
"336","2019-11-15",38.48
"337","2019-11-18",39.16
"338","2019-11-19",40.009998
"339","2019-11-20",40.950001
"340","2019-11-21",40.41
"341","2019-11-22",39.73
"342","2019-11-25",39.849998
"343","2019-11-26",40
"344","2019-11-27",42.720001
"345","2019-11-29",46.560001
"346","2019-12-02",44.849998
"347","2019-12-03",43.939999
"348","2019-12-04",46
"349","2019-12-05",42.650002
"350","2019-12-06",43.700001
"351","2019-12-09",36.139999
"352","2019-12-10",35.509998
"353","2019-12-11",36.09
"354","2019-12-12",39.080002
"355","2019-12-13",39.380001
"356","2019-12-16",45.09
"357","2019-12-17",47.18
"358","2019-12-18",43.18
"359","2019-12-19",41.740002
"360","2019-12-20",43.779999
"361","2019-12-23",45.619999
"362","2019-12-24",45.91
"363","2019-12-26",49.299999
"364","2019-12-27",46.799999
"365","2019-12-30",46.560001
"366","2019-12-31",47.110001
"367","2020-01-02",45.560001
"368","2020-01-03",45.380001
"369","2020-01-06",41.650002
"370","2020-01-07",40.810001
"371","2020-01-08",41.689999
"372","2020-01-09",38.799999
"373","2020-01-10",37.669998
"374","2020-01-13",38.099998
"375","2020-01-14",37.400002
"376","2020-01-15",38.299999
"377","2020-01-16",37.650002
"378","2020-01-17",41
"379","2020-01-21",39.380001
"380","2020-01-22",37.32
"381","2020-01-23",36.419998
"382","2020-01-24",36.610001
"383","2020-01-27",37.23
"384","2020-01-28",35.310001
"385","2020-01-29",35.040001
"386","2020-01-30",33.150002
"387","2020-01-31",33.040001
"388","2020-02-03",33.389999
"389","2020-02-04",34.759998
"390","2020-02-05",33.91
"391","2020-02-06",33.720001
"392","2020-02-07",34.93
"393","2020-02-10",34.299999
"394","2020-02-11",34.82
"395","2020-02-12",34.77
"396","2020-02-13",36.450001
"397","2020-02-14",36.060001
"398","2020-02-18",37.700001
"399","2020-02-19",37.279999
"400","2020-02-20",37.68
"401","2020-02-21",37.599998
"402","2020-02-24",37.349998
"403","2020-02-25",37.080002
"404","2020-02-26",35.150002
"405","2020-02-27",34.759998
"406","2020-02-28",35.34
"407","2020-03-02",36.700001
"408","2020-03-03",36.689999
"409","2020-03-04",37.599998
"410","2020-03-05",35.790001
"411","2020-03-06",35
"412","2020-03-09",31.360001
"413","2020-03-10",32.41
"414","2020-03-11",32.57
"415","2020-03-12",31
"416","2020-03-13",29.629999
"417","2020-03-16",23.82
"418","2020-03-17",22.059999
"419","2020-03-18",19.68
"420","2020-03-19",22.719999
"421","2020-03-20",25.9
"422","2020-03-23",28.950001
"423","2020-03-24",31.07
"424","2020-03-25",30.219999
"425","2020-03-26",32.880001
"426","2020-03-27",32.689999
"427","2020-03-30",30.809999
"428","2020-03-31",31.43
"429","2020-04-01",28.870001
"430","2020-04-02",30
"431","2020-04-03",30.290001
"432","2020-04-06",31.26
"433","2020-04-07",30
"434","2020-04-08",32.400002
"435","2020-04-09",34.16
"436","2020-04-13",34.66
"437","2020-04-14",34.889999
"438","2020-04-15",34.060001
"439","2020-04-16",33.380001
"440","2020-04-17",34.880001
"441","2020-04-20",37.299999
"442","2020-04-21",34.400002
"443","2020-04-22",34.630001
"444","2020-04-23",34.369999
"445","2020-04-24",37.299999
"446","2020-04-27",38.880001
"447","2020-04-28",37.740002
"448","2020-04-29",37.669998
"449","2020-04-30",35.98
"450","2020-05-01",35.75
"451","2020-05-04",38.040001
"452","2020-05-05",39.970001
"453","2020-05-06",44.900002
"454","2020-05-07",48.59
"455","2020-05-08",49.220001
"456","2020-05-11",49.439999
"457","2020-05-12",49.790001
"458","2020-05-13",45.84
"459","2020-05-14",43.380001
"460","2020-05-15",43.599998
"461","2020-05-18",39.009998
"462","2020-05-19",37.25
"463","2020-05-20",36.990002
"464","2020-05-21",35.970001
"465","2020-05-22",37.150002
"466","2020-05-26",34.68
"467","2020-05-27",33.470001
"468","2020-05-28",33.599998
"469","2020-05-29",35.529999
"470","2020-06-01",36.040001
"471","2020-06-02",37.959999
"472","2020-06-03",37.869999
"473","2020-06-04",37.52
"474","2020-06-05",37.389999
"475","2020-06-08",36.830002
"476","2020-06-09",35.5
"477","2020-06-10",34.799999
"478","2020-06-11",34.119999
"479","2020-06-12",34.5
"480","2020-06-15",37.720001
"481","2020-06-16",36.009998
"482","2020-06-17",32.029999
"483","2020-06-18",31.35
"484","2020-06-19",29.83
"485","2020-06-22",31.790001
"486","2020-06-23",30.43
"487","2020-06-24",30.110001
"488","2020-06-25",30.360001
"489","2020-06-26",29.1
"490","2020-06-29",28.629999
"491","2020-06-30",30.049999
"492","2020-07-01",28.83
"493","2020-07-02",28.98
"494","2020-07-06",28.91
"495","2020-07-07",30.200001
"496","2020-07-08",30.73
"497","2020-07-09",29.129999
"498","2020-07-10",29.530001
"499","2020-07-13",28.34
"500","2020-07-14",28.559999
"501","2020-07-15",28.110001
"502","2020-07-16",28.5
"503","2020-07-17",29.1
"504","2020-07-20",29.219999
"505","2020-07-21",28.42
"506","2020-07-22",28.35
"507","2020-07-23",28.24
"508","2020-07-24",27.969999
"509","2020-07-27",26.959999
"510","2020-07-28",25.75
"511","2020-07-29",25.51
"512","2020-07-30",26.719999
"513","2020-07-31",26.889999
"514","2020-08-03",28.35
"515","2020-08-04",27.889999
"516","2020-08-05",25.83
"517","2020-08-06",24.85
"518","2020-08-07",25.68
"519","2020-08-10",24.91
"520","2020-08-11",23.57
"521","2020-08-12",23.5
"522","2020-08-13",23.700001
"523","2020-08-14",23
"524","2020-08-17",24.940001
"525","2020-08-18",23.5
"526","2020-08-19",24.049999
"527","2020-08-20",23.799999
"528","2020-08-21",23.58
"529","2020-08-24",22.25
"530","2020-08-25",21
"531","2020-08-26",20.15
"532","2020-08-27",20.799999
"533","2020-08-28",21.9
"534","2020-08-31",21.049999
"535","2020-09-01",20.809999
"536","2020-09-02",21.18
"537","2020-09-03",21.360001
"538","2020-09-04",21.27
"539","2020-09-08",20.27
"540","2020-09-09",20.860001
"541","2020-09-10",21.74
"542","2020-09-11",21.860001
"543","2020-09-14",23.709999
"544","2020-09-15",23.51
"545","2020-09-16",23.790001
"546","2020-09-17",23.24
"547","2020-09-18",22.040001
"548","2020-09-21",20.73
"549","2020-09-22",19.99
"550","2020-09-23",17.620001
"551","2020-09-24",18.07
"552","2020-09-25",19.450001
"553","2020-09-28",19.709999
"554","2020-09-29",19.85
"555","2020-09-30",20.26
"556","2020-10-01",22.860001
"557","2020-10-02",21.76
"558","2020-10-05",23.52
"559","2020-10-06",21.709999
"560","2020-10-07",22.84
"561","2020-10-08",22.75
"562","2020-10-09",22.870001
"563","2020-10-12",24.09
"564","2020-10-13",23.82
"565","2020-10-14",22.35
"566","2020-10-15",22.290001
"567","2020-10-16",23.120001
"568","2020-10-19",22.709999
"569","2020-10-20",22.82
"570","2020-10-21",23
"571","2020-10-22",23.790001
"572","2020-10-23",24.200001
"573","2020-10-26",22.82
"574","2020-10-27",22.799999
"575","2020-10-28",23.370001
"576","2020-10-29",18.709999
"577","2020-10-30",19.620001
"578","2020-11-02",19.700001
"579","2020-11-03",20.450001
"580","2020-11-04",21.34
"581","2020-11-05",20.950001
"582","2020-11-06",21.49
"583","2020-11-09",22.84
"584","2020-11-10",22.43
"585","2020-11-11",22.209999
"586","2020-11-12",20.940001
"587","2020-11-13",21
"588","2020-11-16",21.65
"589","2020-11-17",21.02
"590","2020-11-18",22.620001
"591","2020-11-19",22.91
"592","2020-11-20",23.700001
"593","2020-11-23",24.049999
"594","2020-11-24",25.01
"595","2020-11-25",25.450001
"596","2020-11-27",25.790001
