"","date","SSPK"
"182","2020-06-19",10.1
"183","2020-06-22",10.15
"184","2020-06-23",10.15
"185","2020-06-24",10.15
"186","2020-06-25",10.115
"187","2020-06-26",10.02
"188","2020-06-29",10.1
"189","2020-06-30",10.131
"190","2020-07-01",10.12
"191","2020-07-02",10.12
"192","2020-07-06",10.13
"193","2020-07-07",10.05
"194","2020-07-08",10.1
"195","2020-07-09",10.08
"196","2020-07-10",10.1
"197","2020-07-13",10.1
"198","2020-07-14",10.11
"199","2020-07-15",10.15
"200","2020-07-16",10.14
"201","2020-07-17",10.15
"202","2020-07-20",10.09
"203","2020-07-21",10.1
"204","2020-07-22",10.12
"205","2020-07-23",10.13
"206","2020-07-24",10.13
"207","2020-07-27",10.158
"208","2020-07-28",10.12
"209","2020-07-29",10.15
"210","2020-07-30",10.09
"211","2020-07-31",10.095
"212","2020-08-03",10.13
"213","2020-08-04",10.15
"214","2020-08-05",10.12
"215","2020-08-06",10.1
"216","2020-08-07",10.115
"217","2020-08-10",10.11
"218","2020-08-11",10.104
"219","2020-08-12",10.06
"220","2020-08-13",10.06
"221","2020-08-14",10.075
"222","2020-08-17",10.1
"223","2020-08-18",10.06
"224","2020-08-19",10.04
"225","2020-08-20",10.051
"226","2020-08-21",10.03
"227","2020-08-24",10.05
"228","2020-08-25",10.1
"229","2020-08-26",10.05
"230","2020-08-27",10.089
"231","2020-08-28",10.08
"232","2020-08-31",10.07
"233","2020-09-01",10.06
"234","2020-09-02",10.1
"235","2020-09-03",10.07
"236","2020-09-04",10.1
"237","2020-09-08",10.12
"238","2020-09-09",10.11
"239","2020-09-10",10.11
"240","2020-09-11",10.07
"241","2020-09-14",10.077
"242","2020-09-15",10.08
"243","2020-09-16",10.07
"244","2020-09-17",10.08
"245","2020-09-18",10.16
"246","2020-09-21",10.1
"247","2020-09-22",10.09
"248","2020-09-23",10.1
"249","2020-09-24",10.19
"250","2020-09-25",10.15
"251","2020-09-28",10.15
"252","2020-09-29",10.13
"253","2020-09-30",10.13
"254","2020-10-01",10.15
"255","2020-10-02",10.17
"256","2020-10-05",10.17
"257","2020-10-06",10.15
"258","2020-10-07",10.15
"259","2020-10-08",10.15
"260","2020-10-09",10.12
"261","2020-10-12",10.15
"262","2020-10-13",10.1
"263","2020-10-14",10.11
"264","2020-10-15",10.07
"265","2020-10-16",10.15
"266","2020-10-19",10.15
"267","2020-10-20",10.14
"268","2020-10-21",10.07
"269","2020-10-22",10.1
"270","2020-10-23",10.1
"271","2020-10-26",10.09
"272","2020-10-27",10.08
"273","2020-10-28",10.09
"274","2020-10-29",10.15
"275","2020-10-30",10.07
"276","2020-11-02",10.095
"277","2020-11-03",10.1
"278","2020-11-04",10.09
"279","2020-11-05",10.05
"280","2020-11-06",10.11
"281","2020-11-09",10.14
"282","2020-11-10",10.14
"283","2020-11-11",10.14
"284","2020-11-12",10.125
"285","2020-11-13",10.13
"286","2020-11-16",10.105
"287","2020-11-17",10.12
"288","2020-11-18",10.1
"289","2020-11-19",10.18
"290","2020-11-20",10.19
"291","2020-11-23",10.22
"292","2020-11-24",10.27
"293","2020-11-25",10.29
"294","2020-11-27",10.27
