"","date","TACT"
"84","2007-05-03",6.86
"85","2007-05-04",6.84
"86","2007-05-07",6.66
"87","2007-05-08",6.68
"88","2007-05-09",6.62
"89","2007-05-10",6.69
"90","2007-05-11",6.69
"91","2007-05-14",6.5
"92","2007-05-15",6.38
"93","2007-05-16",6.2
"94","2007-05-17",6.55
"95","2007-05-18",6.68
"96","2007-05-21",6.68
"97","2007-05-22",6.65
"98","2007-05-23",6.52
"99","2007-05-24",6.58
"100","2007-05-25",6.48
"101","2007-05-29",6.49
"102","2007-05-30",6.4
"103","2007-05-31",6.29
"104","2007-06-01",6.38
"105","2007-06-04",6.45
"106","2007-06-05",6.47
"107","2007-06-06",6.51
"108","2007-06-07",6.6
"109","2007-06-08",6.81
"110","2007-06-11",6.62
"111","2007-06-12",6.62
"112","2007-06-13",6.63
"113","2007-06-14",6.57
"114","2007-06-15",6.51
"115","2007-06-18",6.55
"116","2007-06-19",6.53
"117","2007-06-20",6.34
"118","2007-06-21",6.32
"119","2007-06-22",6.19
"120","2007-06-25",6.21
"121","2007-06-26",6.21
"122","2007-06-27",6.15
"123","2007-06-28",6.02
"124","2007-06-29",5.97
"125","2007-07-02",6.05
"126","2007-07-03",5.95
"127","2007-07-05",5.85
"128","2007-07-06",5.93
"129","2007-07-09",5.91
"130","2007-07-10",5.85
"131","2007-07-11",5.85
"132","2007-07-12",5.82
"133","2007-07-13",5.82
"134","2007-07-16",5.88
"135","2007-07-17",5.98
"136","2007-07-18",5.99
"137","2007-07-19",6.27
"138","2007-07-20",6.16
"139","2007-07-23",6.19
"140","2007-07-24",6.1
"141","2007-07-25",6.08
"142","2007-07-26",6.1
"143","2007-07-27",5.99
"144","2007-07-30",6.02
"145","2007-07-31",6.04
"146","2007-08-01",6.07
"147","2007-08-02",5.9
"148","2007-08-03",6.06
"149","2007-08-06",6
"150","2007-08-07",6.6
"151","2007-08-08",6.56
"152","2007-08-09",6.26
"153","2007-08-10",6
"154","2007-08-13",5.99
"155","2007-08-14",5.95
"156","2007-08-15",5.93
"157","2007-08-16",5.76
"158","2007-08-17",6.15
"159","2007-08-20",6.28
"160","2007-08-21",6.3
"161","2007-08-22",6.71
"162","2007-08-23",6.55
"163","2007-08-24",6.52
"164","2007-08-27",6.34
"165","2007-08-28",6.19
"166","2007-08-29",6.29
"167","2007-08-30",6.31
"168","2007-08-31",6.49
"169","2007-09-04",6.66
"170","2007-09-05",6.58
"171","2007-09-06",6.5
"172","2007-09-07",6.35
"173","2007-09-10",6.34
"174","2007-09-11",6.23
"175","2007-09-12",6.24
"176","2007-09-13",6.27
"177","2007-09-14",6.35
"178","2007-09-17",6.24
"179","2007-09-18",6.25
"180","2007-09-19",6.1
"181","2007-09-20",6.19
"182","2007-09-21",6.09
"183","2007-09-24",6.06
"184","2007-09-25",6.1
"185","2007-09-26",6.07
"186","2007-09-27",6.17
"187","2007-09-28",6.13
"188","2007-10-01",6.15
"189","2007-10-02",6.11
"190","2007-10-03",6.18
"191","2007-10-04",6.19
"192","2007-10-05",6.19
"193","2007-10-08",6.25
"194","2007-10-09",6.23
"195","2007-10-10",6.22
"196","2007-10-11",6.19
"197","2007-10-12",6.24
"198","2007-10-15",6.25
"199","2007-10-16",6.19
"200","2007-10-17",6.2
"201","2007-10-18",6.21
"202","2007-10-19",6.05
"203","2007-10-22",6.05
"204","2007-10-23",6.17
"205","2007-10-24",6.28
"206","2007-10-25",6.27
"207","2007-10-26",6.21
"208","2007-10-29",6.09
"209","2007-10-30",6.08
"210","2007-10-31",6.1
"211","2007-11-01",6.14
"212","2007-11-02",6.1
"213","2007-11-05",6
"214","2007-11-06",5.97
"215","2007-11-07",5.8
"216","2007-11-08",5.1
"217","2007-11-09",4.82
"218","2007-11-12",4.97
"219","2007-11-13",5.01
"220","2007-11-14",5.11
"221","2007-11-15",5.15
"222","2007-11-16",5.14
"223","2007-11-19",5.11
"224","2007-11-20",4.93
"225","2007-11-21",5.11
"226","2007-11-23",5.11
"227","2007-11-26",5.06
"228","2007-11-27",4.99
"229","2007-11-28",4.99
"230","2007-11-29",5.04
"231","2007-11-30",5.2
"232","2007-12-03",5.09
"233","2007-12-04",5.09
"234","2007-12-05",5.1
"235","2007-12-06",5.1
"236","2007-12-07",5.07
"237","2007-12-10",5.04
"238","2007-12-11",5
"239","2007-12-12",4.83
"240","2007-12-13",4.88
"241","2007-12-14",4.97
"242","2007-12-17",5
"243","2007-12-18",5.11
"244","2007-12-19",5.05
"245","2007-12-20",5.09
"246","2007-12-21",5.01
"247","2007-12-24",5
"248","2007-12-26",4.93
"249","2007-12-27",4.92
"250","2007-12-28",4.81
"251","2007-12-31",4.79
"252","2008-01-02",5
"253","2008-01-03",4.81
"254","2008-01-04",4.31
"255","2008-01-07",4.42
"256","2008-01-08",3.84
"257","2008-01-09",3.89
"258","2008-01-10",3.83
"259","2008-01-11",3.76
"260","2008-01-14",3.76
"261","2008-01-15",3.75
"262","2008-01-16",3.84
"263","2008-01-17",3.8
"264","2008-01-18",3.92
"265","2008-01-22",3.75
"266","2008-01-23",3.78
"267","2008-01-24",3.69
"268","2008-01-25",3.67
"269","2008-01-28",4.7
"270","2008-01-29",4.63
"271","2008-01-30",4.57
"272","2008-01-31",5.6
"273","2008-02-01",5.12
"274","2008-02-04",5.53
"275","2008-02-05",5.55
"276","2008-02-06",5.18
"277","2008-02-07",4.96
"278","2008-02-08",4.93
"279","2008-02-11",4.87
"280","2008-02-12",4.99
"281","2008-02-13",5
"282","2008-02-14",4.99
"283","2008-02-15",4.75
"284","2008-02-19",4.95
"285","2008-02-20",4.99
"286","2008-02-21",5.04
"287","2008-02-22",5.33
"288","2008-02-25",5.14
"289","2008-02-26",5.1
"290","2008-02-27",5.24
"291","2008-02-28",5.15
"292","2008-02-29",4.86
"293","2008-03-03",4.75
"294","2008-03-04",4.78
"295","2008-03-05",4.82
"296","2008-03-06",4.63
"297","2008-03-07",4.59
"298","2008-03-10",4.9
"299","2008-03-11",5.04
"300","2008-03-12",4.97
"301","2008-03-13",4.96
"302","2008-03-14",5.04
"303","2008-03-17",4.96
"304","2008-03-18",4.78
"305","2008-03-19",5.04
"306","2008-03-20",4.98
"307","2008-03-24",5
"308","2008-03-25",5.07
"309","2008-03-26",5.09
"310","2008-03-27",4.81
"311","2008-03-28",4.95
"312","2008-03-31",4.91
"313","2008-04-01",5.17
"314","2008-04-02",5.3
"315","2008-04-03",5.3
"316","2008-04-04",5.17
"317","2008-04-07",6.16
"318","2008-04-08",6.6
"319","2008-04-09",6.43
"320","2008-04-10",6.65
"321","2008-04-11",6.63
"322","2008-04-14",6.69
"323","2008-04-15",6.75
"324","2008-04-16",6.98
"325","2008-04-17",6.9
"326","2008-04-18",6.86
"327","2008-04-21",6.87
"328","2008-04-22",6.81
"329","2008-04-23",6.64
"330","2008-04-24",6.65
"331","2008-04-25",6.64
"332","2008-04-28",7.31
"333","2008-04-29",7.05
"334","2008-04-30",7.39
"335","2008-05-01",7.25
"336","2008-05-02",7.55
"337","2008-05-05",8.3
"338","2008-05-06",8.56
"339","2008-05-07",8.5
"340","2008-05-08",8.52
"341","2008-05-09",8.25
"342","2008-05-12",9.03
"343","2008-05-13",8.87
"344","2008-05-14",9.33
"345","2008-05-15",9.2
"346","2008-05-16",8.96
"347","2008-05-19",9.3
"348","2008-05-20",8.99
"349","2008-05-21",8.26
"350","2008-05-22",8.29
"351","2008-05-23",8.46
"352","2008-05-27",8.12
"353","2008-05-28",7.8
"354","2008-05-29",8.25
"355","2008-05-30",8.49
"356","2008-06-02",8.28
"357","2008-06-03",8.25
"358","2008-06-04",8.29
"359","2008-06-05",8.66
"360","2008-06-06",8.43
"361","2008-06-09",8.5
"362","2008-06-10",8.59
"363","2008-06-11",8.53
"364","2008-06-12",8.54
"365","2008-06-13",8.66
"366","2008-06-16",8.97
"367","2008-06-17",9.1
"368","2008-06-18",9
"369","2008-06-19",9.03
"370","2008-06-20",9.1
"371","2008-06-23",9.02
"372","2008-06-24",8.75
"373","2008-06-25",8.87
"374","2008-06-26",8.68
"375","2008-06-27",8.54
"376","2008-06-30",8.28
"377","2008-07-01",8.22
"378","2008-07-02",8.21
"379","2008-07-03",7.2
"380","2008-07-07",7.09
"381","2008-07-08",7.25
"382","2008-07-09",7
"383","2008-07-10",7.67
"384","2008-07-11",7.8
"385","2008-07-14",7.54
"386","2008-07-15",7.24
"387","2008-07-16",7.67
"388","2008-07-17",7.96
"389","2008-07-18",7.51
"390","2008-07-21",7.38
"391","2008-07-22",7.79
"392","2008-07-23",8.11
"393","2008-07-24",8.4
"394","2008-07-25",8.99
"395","2008-07-28",8.81
"396","2008-07-29",9.14
"397","2008-07-30",9.33
"398","2008-07-31",9.23
"399","2008-08-01",9.4
"400","2008-08-04",9.05
"401","2008-08-05",9.05
"402","2008-08-06",10.85
"403","2008-08-07",11.25
"404","2008-08-08",10.83
"405","2008-08-11",12.75
"406","2008-08-12",13.2
"407","2008-08-13",12.5
"408","2008-08-14",12.73
"409","2008-08-15",13.1
"410","2008-08-18",13.05
"411","2008-08-19",12
"412","2008-08-20",12.42
"413","2008-08-21",11.94
"414","2008-08-22",12.5
"415","2008-08-25",12.3
"416","2008-08-26",12.1
"417","2008-08-27",12.5
"418","2008-08-28",12.78
"419","2008-08-29",12.25
"420","2008-09-02",12.92
"421","2008-09-03",12.86
"422","2008-09-04",12.75
"423","2008-09-05",13.03
"424","2008-09-08",12.95
"425","2008-09-09",12.98
"426","2008-09-10",13.63
"427","2008-09-11",13.62
"428","2008-09-12",13.32
"429","2008-09-15",12.94
"430","2008-09-16",12.15
"431","2008-09-17",11.3
"432","2008-09-18",10.3
"433","2008-09-19",10.5
"434","2008-09-22",10.2
"435","2008-09-23",10.51
"436","2008-09-24",10.15
"437","2008-09-25",10.25
"438","2008-09-26",9.52
"439","2008-09-29",8.2
"440","2008-09-30",7.96
"441","2008-10-01",7.84
"442","2008-10-02",7.2
"443","2008-10-03",6.99
"444","2008-10-06",6.44
"445","2008-10-07",6.11
"446","2008-10-08",5.81
"447","2008-10-09",5.61
"448","2008-10-10",5.69
"449","2008-10-13",6.05
"450","2008-10-14",6.17
"451","2008-10-15",6
"452","2008-10-16",6.26
"453","2008-10-17",7.33
"454","2008-10-20",8.23
"455","2008-10-21",8.63
"456","2008-10-22",8.39
"457","2008-10-23",8.12
"458","2008-10-24",7.17
"459","2008-10-27",5.83
"460","2008-10-28",5.49
"461","2008-10-29",6.59
"462","2008-10-30",6.76
"463","2008-10-31",7
"464","2008-11-03",7.34
"465","2008-11-04",7.37
"466","2008-11-05",6.64
"467","2008-11-06",6.15
"468","2008-11-07",6.27
"469","2008-11-10",6.04
"470","2008-11-11",5.5
"471","2008-11-12",4.58
"472","2008-11-13",4.36
"473","2008-11-14",4.26
"474","2008-11-17",4.27
"475","2008-11-18",4.01
"476","2008-11-19",3.74
"477","2008-11-20",3.31
"478","2008-11-21",3.57
"479","2008-11-24",5.19
"480","2008-11-25",5.2
"481","2008-11-26",5.58
"482","2008-11-28",5.34
"483","2008-12-01",4.98
"484","2008-12-02",4.97
"485","2008-12-03",5.33
"486","2008-12-04",5.49
"487","2008-12-05",5.75
"488","2008-12-08",5.89
"489","2008-12-09",5.04
"490","2008-12-10",5.28
"491","2008-12-11",5.21
"492","2008-12-12",5.04
"493","2008-12-15",4.74
"494","2008-12-16",4.89
"495","2008-12-17",4.78
"496","2008-12-18",4.57
"497","2008-12-19",4.44
"498","2008-12-22",3.74
"499","2008-12-23",3.65
"500","2008-12-24",3.95
"501","2008-12-26",4.01
"502","2008-12-29",4.1
"503","2008-12-30",4.11
"504","2008-12-31",4.59
"505","2009-01-02",4.25
"506","2009-01-05",4.06
"507","2009-01-06",4.17
"508","2009-01-07",4.14
"509","2009-01-08",4.33
"510","2009-01-09",4.26
"511","2009-01-12",4.24
"512","2009-01-13",4.02
"513","2009-01-14",4.21
"514","2009-01-15",3.95
"515","2009-01-16",4.15
"516","2009-01-20",4.07
"517","2009-01-21",4.06
"518","2009-01-22",3.98
"519","2009-01-23",3.87
"520","2009-01-26",3.84
"521","2009-01-27",4.03
"522","2009-01-28",3.93
"523","2009-01-29",4.02
"524","2009-01-30",3.92
"525","2009-02-02",3.72
"526","2009-02-03",3.64
"527","2009-02-04",3.34
"528","2009-02-05",2.93
"529","2009-02-06",3.15
"530","2009-02-09",3.02
"531","2009-02-10",3.01
"532","2009-02-11",3.1
"533","2009-02-12",2.91
"534","2009-02-13",2.74
"535","2009-02-17",2.65
"536","2009-02-18",2.86
"537","2009-02-19",2.82
"538","2009-02-20",2.72
"539","2009-02-23",2.62
"540","2009-02-24",2.61
"541","2009-02-25",2.42
"542","2009-02-26",2.31
"543","2009-02-27",2.5
"544","2009-03-02",2.26
"545","2009-03-03",2.26
"546","2009-03-04",2.24
"547","2009-03-05",2.18
"548","2009-03-06",2.04
"549","2009-03-09",1.97
"550","2009-03-10",2.35
"551","2009-03-11",1.95
"552","2009-03-12",2.01
"553","2009-03-13",2.24
"554","2009-03-16",2.21
"555","2009-03-17",2.31
"556","2009-03-18",2.34
"557","2009-03-19",2.28
"558","2009-03-20",2.4
"559","2009-03-23",2.47
"560","2009-03-24",2.8
"561","2009-03-25",2.77
"562","2009-03-26",2.87
"563","2009-03-27",2.7
"564","2009-03-30",2.55
"565","2009-03-31",2.56
"566","2009-04-01",2.58
"567","2009-04-02",2.8
"568","2009-04-03",2.89
"569","2009-04-06",2.78
"570","2009-04-07",2.67
"571","2009-04-08",2.71
"572","2009-04-09",2.91
"573","2009-04-13",2.83
"574","2009-04-14",2.67
"575","2009-04-15",2.78
"576","2009-04-16",2.89
"577","2009-04-17",3
"578","2009-04-20",2.98
"579","2009-04-21",3.21
"580","2009-04-22",3.65
"581","2009-04-23",4
"582","2009-04-24",4.14
"583","2009-04-27",4.05
"584","2009-04-28",4.23
"585","2009-04-29",4.29
"586","2009-04-30",4.39
"587","2009-05-01",4.32
"588","2009-05-04",4.38
"589","2009-05-05",4.47
"590","2009-05-06",4.55
"591","2009-05-07",4.46
"592","2009-05-08",4.15
"593","2009-05-11",4
"594","2009-05-12",4
"595","2009-05-13",3.91
"596","2009-05-14",3.95
"597","2009-05-15",4
"598","2009-05-18",4.08
"599","2009-05-19",4.09
"600","2009-05-20",4.13
"601","2009-05-21",4.17
"602","2009-05-22",4.25
"603","2009-05-26",4.47
"604","2009-05-27",4.61
"605","2009-05-28",4.84
"606","2009-05-29",4.98
"607","2009-06-01",5.02
"608","2009-06-02",5.29
"609","2009-06-03",5.36
"610","2009-06-04",5.59
"611","2009-06-05",5.36
"612","2009-06-08",5.39
"613","2009-06-09",5.65
"614","2009-06-10",5.43
"615","2009-06-11",5.96
"616","2009-06-12",5.83
"617","2009-06-15",5.41
"618","2009-06-16",5.23
"619","2009-06-17",5.12
"620","2009-06-18",5.25
"621","2009-06-19",4.95
"622","2009-06-22",5.01
"623","2009-06-23",5.06
"624","2009-06-24",5.05
"625","2009-06-25",5.11
"626","2009-06-26",4.99
"627","2009-06-29",4.93
"628","2009-06-30",4.98
"629","2009-07-01",4.86
"630","2009-07-02",4.75
"631","2009-07-06",4.69
"632","2009-07-07",4.42
"633","2009-07-08",4.16
"634","2009-07-09",4.07
"635","2009-07-10",4.09
"636","2009-07-13",4.09
"637","2009-07-14",4.03
"638","2009-07-15",4.33
"639","2009-07-16",4.49
"640","2009-07-17",4.43
"641","2009-07-20",4.6
"642","2009-07-21",4.67
"643","2009-07-22",4.82
"644","2009-07-23",4.89
"645","2009-07-24",5
"646","2009-07-27",5.27
"647","2009-07-28",5.22
"648","2009-07-29",5.08
"649","2009-07-30",5.09
"650","2009-07-31",5.48
"651","2009-08-03",5.39
"652","2009-08-04",5.34
"653","2009-08-05",5.02
"654","2009-08-06",5.06
"655","2009-08-07",5.05
"656","2009-08-10",4.84
"657","2009-08-11",4.75
"658","2009-08-12",4.9
"659","2009-08-13",4.86
"660","2009-08-14",4.8
"661","2009-08-17",4.81
"662","2009-08-18",5.14
"663","2009-08-19",5.17
"664","2009-08-20",5.14
"665","2009-08-21",5.23
"666","2009-08-24",5.3
"667","2009-08-25",5.15
"668","2009-08-26",5.3
"669","2009-08-27",5.2
"670","2009-08-28",5.32
"671","2009-08-31",5.43
"672","2009-09-01",5.05
"673","2009-09-02",5.1
"674","2009-09-03",5.18
"675","2009-09-04",5.25
"676","2009-09-08",5.31
"677","2009-09-09",5.52
"678","2009-09-10",5.66
"679","2009-09-11",5.54
"680","2009-09-14",5.35
"681","2009-09-15",5.31
"682","2009-09-16",5.49
"683","2009-09-17",5.5
"684","2009-09-18",5.45
"685","2009-09-21",5.6
"686","2009-09-22",5.74
"687","2009-09-23",5.73
"688","2009-09-24",5.64
"689","2009-09-25",5.59
"690","2009-09-28",5.62
"691","2009-09-29",5.44
"692","2009-09-30",5.3
"693","2009-10-01",5.09
"694","2009-10-02",5.15
"695","2009-10-05",5.19
"696","2009-10-06",5.17
"697","2009-10-07",5.24
"698","2009-10-08",5.31
"699","2009-10-09",5.35
"700","2009-10-12",5.46
"701","2009-10-13",5.42
"702","2009-10-14",5.67
"703","2009-10-15",5.8
"704","2009-10-16",5.8
"705","2009-10-19",5.84
"706","2009-10-20",5.82
"707","2009-10-21",6
"708","2009-10-22",5.89
"709","2009-10-23",5.96
"710","2009-10-26",5.87
"711","2009-10-27",5.71
"712","2009-10-28",5.71
"713","2009-10-29",6.01
"714","2009-10-30",5.67
"715","2009-11-02",5.93
"716","2009-11-03",6.35
"717","2009-11-04",6.9
"718","2009-11-05",6.78
"719","2009-11-06",6.57
"720","2009-11-09",6.32
"721","2009-11-10",6.5
"722","2009-11-11",6.65
"723","2009-11-12",6.51
"724","2009-11-13",6.4
"725","2009-11-16",6.55
"726","2009-11-17",6.41
"727","2009-11-18",6.49
"728","2009-11-19",6.5
"729","2009-11-20",6.43
"730","2009-11-23",6.35
"731","2009-11-24",6.39
"732","2009-11-25",6.4
"733","2009-11-27",6.17
"734","2009-11-30",6.21
"735","2009-12-01",6.52
"736","2009-12-02",6.44
"737","2009-12-03",6.33
"738","2009-12-04",6.32
"739","2009-12-07",6.27
"740","2009-12-08",6.43
"741","2009-12-09",6.3
"742","2009-12-10",6.31
"743","2009-12-11",6.33
"744","2009-12-14",6.03
"745","2009-12-15",6.28
"746","2009-12-16",6.06
"747","2009-12-17",6.25
"748","2009-12-18",6.25
"749","2009-12-21",6.28
"750","2009-12-22",6.29
"751","2009-12-23",6.6
"752","2009-12-24",6.52
"753","2009-12-28",6.55
"754","2009-12-29",6.5
"755","2009-12-30",6.84
"756","2009-12-31",6.94
"757","2010-01-04",7.1
"758","2010-01-05",7.06
"759","2010-01-06",6.99
"760","2010-01-07",7.04
"761","2010-01-08",7.05
"762","2010-01-11",7.11
"763","2010-01-12",7.3
"764","2010-01-13",7.4
"765","2010-01-14",7.57
"766","2010-01-15",7.5
"767","2010-01-19",7.57
"768","2010-01-20",7.49
"769","2010-01-21",7.29
"770","2010-01-22",7.25
"771","2010-01-25",7.3
"772","2010-01-26",7.5
"773","2010-01-27",7.3
"774","2010-01-28",7.29
"775","2010-01-29",7.25
"776","2010-02-01",7.13
"777","2010-02-02",7.18
"778","2010-02-03",7.31
"779","2010-02-04",7.24
"780","2010-02-05",7.16
"781","2010-02-08",7.34
"782","2010-02-09",7.29
"783","2010-02-10",7.45
"784","2010-02-11",7.46
"785","2010-02-12",7.75
"786","2010-02-16",7.6
"787","2010-02-17",7.7
"788","2010-02-18",7.65
"789","2010-02-19",7.4
"790","2010-02-22",7.5
"791","2010-02-23",7.5
"792","2010-02-24",7.53
"793","2010-02-25",7.5
"794","2010-02-26",7.55
"795","2010-03-01",7.54
"796","2010-03-02",7.51
"797","2010-03-03",7.59
"798","2010-03-04",7.52
"799","2010-03-05",7.6
"800","2010-03-08",7.74
"801","2010-03-09",7.8
"802","2010-03-10",7.19
"803","2010-03-11",7.22
"804","2010-03-12",7.41
"805","2010-03-15",7.43
"806","2010-03-16",7.44
"807","2010-03-17",7.49
"808","2010-03-18",7.35
"809","2010-03-19",7.7
"810","2010-03-22",7.55
"811","2010-03-23",7.63
"812","2010-03-24",7.48
"813","2010-03-25",7.49
"814","2010-03-26",7.5
"815","2010-03-29",7.28
"816","2010-03-30",7.43
"817","2010-03-31",7.35
"818","2010-04-01",7.31
"819","2010-04-05",7.38
"820","2010-04-06",7.2
"821","2010-04-07",7.28
"822","2010-04-08",7.47
"823","2010-04-09",7.37
"824","2010-04-12",7.25
"825","2010-04-13",7.21
"826","2010-04-14",7.32
"827","2010-04-15",7.19
"828","2010-04-16",7.23
"829","2010-04-19",7.04
"830","2010-04-20",7.12
"831","2010-04-21",7.08
"832","2010-04-22",7.36
"833","2010-04-23",7.43
"834","2010-04-26",7.35
"835","2010-04-27",7.2
"836","2010-04-28",7.11
"837","2010-04-29",7.5
"838","2010-04-30",7.49
"839","2010-05-03",7.49
"840","2010-05-04",7.6
"841","2010-05-05",7.55
"842","2010-05-06",7.7
"843","2010-05-07",7.64
"844","2010-05-10",7.7
"845","2010-05-11",7.84
"846","2010-05-12",7.82
"847","2010-05-13",7.76
"848","2010-05-14",7.75
"849","2010-05-17",7.82
"850","2010-05-18",7.85
"851","2010-05-19",7.4
"852","2010-05-20",7.37
"853","2010-05-21",7.42
"854","2010-05-24",7.53
"855","2010-05-25",7.41
"856","2010-05-26",7.33
"857","2010-05-27",7.45
"858","2010-05-28",7.36
"859","2010-06-01",7.46
"860","2010-06-02",7.56
"861","2010-06-03",7.5
"862","2010-06-04",7.55
"863","2010-06-07",7.39
"864","2010-06-08",7.43
"865","2010-06-09",7.5
"866","2010-06-10",7.67
"867","2010-06-11",7.54
"868","2010-06-14",7.53
"869","2010-06-15",7.54
"870","2010-06-16",7.53
"871","2010-06-17",7.44
"872","2010-06-18",7.33
"873","2010-06-21",7.63
"874","2010-06-22",7.51
"875","2010-06-23",7.52
"876","2010-06-24",7.34
"877","2010-06-25",7.32
"878","2010-06-28",7.26
"879","2010-06-29",7.16
"880","2010-06-30",7.3
"881","2010-07-01",7.29
"882","2010-07-02",7.34
"883","2010-07-06",7.25
"884","2010-07-07",7.41
"885","2010-07-08",7.48
"886","2010-07-09",7.39
"887","2010-07-12",7.26
"888","2010-07-13",7.32
"889","2010-07-14",7.33
"890","2010-07-15",7.3
"891","2010-07-16",7.31
"892","2010-07-19",7.16
"893","2010-07-20",7.25
"894","2010-07-21",7.15
"895","2010-07-22",7.3
"896","2010-07-23",7.14
"897","2010-07-26",7.15
"898","2010-07-27",7.21
"899","2010-07-28",7.12
"900","2010-07-29",7.12
"901","2010-07-30",7.04
"902","2010-08-02",7.18
"903","2010-08-03",7.15
"904","2010-08-04",7.02
"905","2010-08-05",7.49
"906","2010-08-06",7.59
"907","2010-08-09",7.85
"908","2010-08-10",7.86
"909","2010-08-11",7.69
"910","2010-08-12",7.69
"911","2010-08-13",7.72
"912","2010-08-16",7.95
"913","2010-08-17",7.96
"914","2010-08-18",7.97
"915","2010-08-19",7.86
"916","2010-08-20",7.91
"917","2010-08-23",7.79
"918","2010-08-24",7.99
"919","2010-08-25",8
"920","2010-08-26",7.99
"921","2010-08-27",7.99
"922","2010-08-30",7.83
"923","2010-08-31",7.71
"924","2010-09-01",7.8
"925","2010-09-02",7.9
"926","2010-09-03",7.95
"927","2010-09-07",7.99
"928","2010-09-08",7.94
"929","2010-09-09",7.96
"930","2010-09-10",7.91
"931","2010-09-13",7.94
"932","2010-09-14",7.96
"933","2010-09-15",7.87
"934","2010-09-16",7.94
"935","2010-09-17",7.76
"936","2010-09-20",7.97
"937","2010-09-21",7.71
"938","2010-09-22",7.76
"939","2010-09-23",7.75
"940","2010-09-24",7.75
"941","2010-09-27",7.8
"942","2010-09-28",7.81
"943","2010-09-29",8
"944","2010-09-30",8
"945","2010-10-01",7.88
"946","2010-10-04",7.88
"947","2010-10-05",7.78
"948","2010-10-06",7.73
"949","2010-10-07",7.63
"950","2010-10-08",7.85
"951","2010-10-11",7.81
"952","2010-10-12",7.79
"953","2010-10-13",7.77
"954","2010-10-14",7.69
"955","2010-10-15",7.8
"956","2010-10-18",7.79
"957","2010-10-19",7.75
"958","2010-10-20",7.73
"959","2010-10-21",7.76
"960","2010-10-22",7.81
"961","2010-10-25",7.98
"962","2010-10-26",8.05
"963","2010-10-27",7.98
"964","2010-10-28",7.92
"965","2010-10-29",7.87
"966","2010-11-01",8.24
"967","2010-11-02",8.41
"968","2010-11-03",8.63
"969","2010-11-04",8.79
"970","2010-11-05",9.14
"971","2010-11-08",9.39
"972","2010-11-09",8.98
"973","2010-11-10",9.74
"974","2010-11-11",9.46
"975","2010-11-12",9.06
"976","2010-11-15",9.21
"977","2010-11-16",9.25
"978","2010-11-17",9.25
"979","2010-11-18",9.34
"980","2010-11-19",9.19
"981","2010-11-22",9.14
"982","2010-11-23",9.24
"983","2010-11-24",9.1
"984","2010-11-26",9.12
"985","2010-11-29",9.03
"986","2010-11-30",9.06
"987","2010-12-01",9.09
"988","2010-12-02",9.25
"989","2010-12-03",9.37
"990","2010-12-06",9.25
"991","2010-12-07",9.13
"992","2010-12-08",9.15
"993","2010-12-09",9.52
"994","2010-12-10",9.42
"995","2010-12-13",9.4
"996","2010-12-14",9.32
"997","2010-12-15",9.38
"998","2010-12-16",9.54
"999","2010-12-17",9.3
"1000","2010-12-20",9.43
"1001","2010-12-21",9.38
"1002","2010-12-22",9.29
