"","date","SOLO"
"157","2019-03-26",3.74
"158","2019-03-27",3.66
"159","2019-03-28",3.57
"160","2019-03-29",3.56
"161","2019-04-01",3.64
"162","2019-04-02",3.77
"163","2019-04-03",3.72
"164","2019-04-04",3.6
"165","2019-04-05",3.54
"166","2019-04-08",3.45
"167","2019-04-09",3.4
"168","2019-04-10",3.31
"169","2019-04-11",3.33
"170","2019-04-12",3.41
"171","2019-04-15",3.35
"172","2019-04-16",3.33
"173","2019-04-17",3.42
"174","2019-04-18",3.42
"175","2019-04-22",3.35
"176","2019-04-23",3.36
"177","2019-04-24",3.38
"178","2019-04-25",3.29
"179","2019-04-26",3.25
"180","2019-04-29",3.36
"181","2019-04-30",3.27
"182","2019-05-01",3.24
"183","2019-05-02",3.18
"184","2019-05-03",3.27
"185","2019-05-06",3.24
"186","2019-05-07",3.17
"187","2019-05-08",3.07
"188","2019-05-09",2.96
"189","2019-05-10",3.05
"190","2019-05-13",2.87
"191","2019-05-14",2.78
"192","2019-05-15",2.84
"193","2019-05-16",2.75
"194","2019-05-17",2.61
"195","2019-05-20",2.62
"196","2019-05-21",2.61
"197","2019-05-22",2.56
"198","2019-05-23",2.44
"199","2019-05-24",2.53
"200","2019-05-28",2.8
"201","2019-05-29",2.8
"202","2019-05-30",2.65
"203","2019-05-31",2.58
"204","2019-06-03",2.47
"205","2019-06-04",2.54
"206","2019-06-05",2.58
"207","2019-06-06",2.56
"208","2019-06-07",2.67
"209","2019-06-10",2.58
"210","2019-06-11",2.51
"211","2019-06-12",2.56
"212","2019-06-13",2.64
"213","2019-06-14",2.54
"214","2019-06-17",2.57
"215","2019-06-18",2.65
"216","2019-06-19",2.82
"217","2019-06-20",2.71
"218","2019-06-21",2.7
"219","2019-06-24",2.67
"220","2019-06-25",2.64
"221","2019-06-26",2.56
"222","2019-06-27",2.52
"223","2019-06-28",2.5
"224","2019-07-01",2.4
"225","2019-07-02",2.35
"226","2019-07-03",2.38
"227","2019-07-05",2.36
"228","2019-07-08",2.35
"229","2019-07-09",3.14
"230","2019-07-10",2.93
"231","2019-07-11",2.86
"232","2019-07-12",2.84
"233","2019-07-15",2.82
"234","2019-07-16",2.77
"235","2019-07-17",2.74
"236","2019-07-18",2.74
"237","2019-07-19",2.88
"238","2019-07-22",2.85
"239","2019-07-23",2.85
"240","2019-07-24",2.81
"241","2019-07-25",2.82
"242","2019-07-26",2.82
"243","2019-07-29",2.98
"244","2019-07-30",2.9
"245","2019-07-31",2.83
"246","2019-08-01",2.73
"247","2019-08-02",2.61
"248","2019-08-05",2.5
"249","2019-08-06",2.54
"250","2019-08-07",2.5
"251","2019-08-08",2.53
"252","2019-08-09",2.51
"253","2019-08-12",2.45
"254","2019-08-13",2.4
"255","2019-08-14",2.22
"256","2019-08-15",2.17
"257","2019-08-16",2.21
"258","2019-08-19",2.22
"259","2019-08-20",2.21
"260","2019-08-21",2.37
"261","2019-08-22",2.36
"262","2019-08-23",2.46
"263","2019-08-26",2.42
"264","2019-08-27",2.39
"265","2019-08-28",2.4
"266","2019-08-29",2.45
"267","2019-08-30",2.41
"268","2019-09-03",2.39
"269","2019-09-04",2.42
"270","2019-09-05",2.36
"271","2019-09-06",2.41
"272","2019-09-09",2.49
"273","2019-09-10",2.44
"274","2019-09-11",2.43
"275","2019-09-12",2.37
"276","2019-09-13",2.36
"277","2019-09-16",2.39
"278","2019-09-17",2.36
"279","2019-09-18",2.41
"280","2019-09-19",2.43
"281","2019-09-20",2.47
"282","2019-09-23",2.35
"283","2019-09-24",2.31
"284","2019-09-25",2.26
"285","2019-09-26",2.23
"286","2019-09-27",2.16
"287","2019-09-30",2.04
"288","2019-10-01",1.88
"289","2019-10-02",1.76
"290","2019-10-03",1.78
"291","2019-10-04",1.79
"292","2019-10-07",1.8
"293","2019-10-08",1.76
"294","2019-10-09",1.77
"295","2019-10-10",1.73
"296","2019-10-11",1.71
"297","2019-10-14",1.68
"298","2019-10-15",1.81
"299","2019-10-16",1.78
"300","2019-10-17",1.82
"301","2019-10-18",1.89
"302","2019-10-21",1.88
"303","2019-10-22",1.96
"304","2019-10-23",1.92
"305","2019-10-24",1.93
"306","2019-10-25",1.92
"307","2019-10-28",1.95
"308","2019-10-29",1.93
"309","2019-10-30",1.91
"310","2019-10-31",1.9
"311","2019-11-01",1.94
"312","2019-11-04",1.9
"313","2019-11-05",2.2
"314","2019-11-06",2.11
"315","2019-11-07",2.05
"316","2019-11-08",2.07
"317","2019-11-11",2
"318","2019-11-12",2.13
"319","2019-11-13",2.01
"320","2019-11-14",2.01
"321","2019-11-15",1.98
"322","2019-11-18",1.97
"323","2019-11-19",1.96
"324","2019-11-20",1.91
"325","2019-11-21",1.89
"326","2019-11-22",1.82
"327","2019-11-25",1.88
"328","2019-11-26",1.79
"329","2019-11-27",1.78
"330","2019-11-29",1.79
"331","2019-12-02",1.77
"332","2019-12-03",1.8
"333","2019-12-04",1.86
"334","2019-12-05",1.85
"335","2019-12-06",1.91
"336","2019-12-09",2.17
"337","2019-12-10",2.44
"338","2019-12-11",2.51
"339","2019-12-12",2.28
"340","2019-12-13",2.26
"341","2019-12-16",2.08
"342","2019-12-17",2.06
"343","2019-12-18",2.07
"344","2019-12-19",2.26
"345","2019-12-20",2.26
"346","2019-12-23",2.18
"347","2019-12-24",2.12
"348","2019-12-26",2.1
"349","2019-12-27",2.14
"350","2019-12-30",2.28
"351","2019-12-31",2.15
"352","2020-01-02",2.23
"353","2020-01-03",2.19
"354","2020-01-06",2.19
"355","2020-01-07",2.22
"356","2020-01-08",2.26
"357","2020-01-09",2.18
"358","2020-01-10",2.17
"359","2020-01-13",2.21
"360","2020-01-14",2.22
"361","2020-01-15",2.19
"362","2020-01-16",2.41
"363","2020-01-17",2.3
"364","2020-01-21",2.32
"365","2020-01-22",2.31
"366","2020-01-23",2.28
"367","2020-01-24",2.21
"368","2020-01-27",2.18
"369","2020-01-28",2.12
"370","2020-01-29",2.1
"371","2020-01-30",2.06
"372","2020-01-31",2.06
"373","2020-02-03",2.14
"374","2020-02-04",2.22
"375","2020-02-05",2.17
"376","2020-02-06",2.2
"377","2020-02-07",2.16
"378","2020-02-10",2.18
"379","2020-02-11",2.15
"380","2020-02-12",2.12
"381","2020-02-13",2.1
"382","2020-02-14",2.07
"383","2020-02-18",2.07
"384","2020-02-19",2.12
"385","2020-02-20",2.06
"386","2020-02-21",2.03
"387","2020-02-24",1.96
"388","2020-02-25",1.9
"389","2020-02-26",1.92
"390","2020-02-27",1.89
"391","2020-02-28",1.92
"392","2020-03-02",1.87
"393","2020-03-03",1.85
"394","2020-03-04",1.86
"395","2020-03-05",1.81
"396","2020-03-06",1.79
"397","2020-03-09",1.54
"398","2020-03-10",1.62
"399","2020-03-11",1.55
"400","2020-03-12",1.02
"401","2020-03-13",1.1
"402","2020-03-16",0.92
"403","2020-03-17",1.05
"404","2020-03-18",1.09
"405","2020-03-19",1.08
"406","2020-03-20",1.1
"407","2020-03-23",1.03
"408","2020-03-24",1.08
"409","2020-03-25",1.16
"410","2020-03-26",1.1
"411","2020-03-27",1.12
"412","2020-03-30",1.03
"413","2020-03-31",1.04
"414","2020-04-01",0.99
"415","2020-04-02",0.97
"416","2020-04-03",0.99
"417","2020-04-06",1.01
"418","2020-04-07",1.04
"419","2020-04-08",1.04
"420","2020-04-09",1.04
"421","2020-04-13",1.05
"422","2020-04-14",1.03
"423","2020-04-15",1.01
"424","2020-04-16",0.99
"425","2020-04-17",1.02
"426","2020-04-20",1.02
"427","2020-04-21",0.91
"428","2020-04-22",0.97
"429","2020-04-23",1
"430","2020-04-24",1.01
"431","2020-04-27",1.02
"432","2020-04-28",1.05
"433","2020-04-29",1.06
"434","2020-04-30",1.04
"435","2020-05-01",0.99
"436","2020-05-04",1.01
"437","2020-05-05",0.99
"438","2020-05-06",1
"439","2020-05-07",1
"440","2020-05-08",1.02
"441","2020-05-11",1
"442","2020-05-12",1.02
"443","2020-05-13",0.98
"444","2020-05-14",1
"445","2020-05-15",1.01
"446","2020-05-18",1.02
"447","2020-05-19",1
"448","2020-05-20",1.01
"449","2020-05-21",1.06
"450","2020-05-22",1.04
"451","2020-05-26",1.12
"452","2020-05-27",1.13
"453","2020-05-28",1.13
"454","2020-05-29",1.14
"455","2020-06-01",1.14
"456","2020-06-02",1.18
"457","2020-06-03",1.41
"458","2020-06-04",1.22
"459","2020-06-05",1.36
"460","2020-06-08",1.65
"461","2020-06-09",2.54
"462","2020-06-10",1.8
"463","2020-06-11",1.58
"464","2020-06-12",1.7
"465","2020-06-15",2
"466","2020-06-16",2.02
"467","2020-06-17",1.98
"468","2020-06-18",1.85
"469","2020-06-19",1.83
"470","2020-06-22",1.69
"471","2020-06-23",1.88
"472","2020-06-24",1.98
"473","2020-06-25",1.91
"474","2020-06-26",1.83
"475","2020-06-29",2.56
"476","2020-06-30",2.25
"477","2020-07-01",2.33
"478","2020-07-02",3.13
"479","2020-07-06",5.15
"480","2020-07-07",4.15
"481","2020-07-08",4.71
"482","2020-07-09",4.83
"483","2020-07-10",4.41
"484","2020-07-13",3.6
"485","2020-07-14",3.65
"486","2020-07-15",3.66
"487","2020-07-16",3.48
"488","2020-07-17",3.36
"489","2020-07-20",3.44
"490","2020-07-21",3.29
"491","2020-07-22",3.41
"492","2020-07-23",3.41
"493","2020-07-24",3.29
"494","2020-07-27",3.18
"495","2020-07-28",3.01
"496","2020-07-29",3.45
"497","2020-07-30",3.27
"498","2020-07-31",3.16
"499","2020-08-03",3.26
"500","2020-08-04",3.28
"501","2020-08-05",3.21
"502","2020-08-06",3.15
"503","2020-08-07",3.07
"504","2020-08-10",3.07
"505","2020-08-11",2.8
"506","2020-08-12",2.74
"507","2020-08-13",2.63
"508","2020-08-14",2.73
"509","2020-08-17",2.98
"510","2020-08-18",2.84
"511","2020-08-19",2.72
"512","2020-08-20",2.63
"513","2020-08-21",2.6
"514","2020-08-24",2.83
"515","2020-08-25",3.01
"516","2020-08-26",3.07
"517","2020-08-27",2.89
"518","2020-08-28",2.8
"519","2020-08-31",2.82
"520","2020-09-01",2.7
"521","2020-09-02",2.65
"522","2020-09-03",2.67
"523","2020-09-04",2.64
"524","2020-09-08",2.59
"525","2020-09-09",2.66
"526","2020-09-10",2.58
"527","2020-09-11",2.57
"528","2020-09-14",2.56
"529","2020-09-15",2.61
"530","2020-09-16",2.66
"531","2020-09-17",2.6
"532","2020-09-18",2.58
"533","2020-09-21",2.56
"534","2020-09-22",2.5
"535","2020-09-23",2.56
"536","2020-09-24",2.48
"537","2020-09-25",2.44
"538","2020-09-28",2.49
"539","2020-09-29",2.52
"540","2020-09-30",2.49
"541","2020-10-01",2.52
"542","2020-10-02",2.49
"543","2020-10-05",2.47
"544","2020-10-06",2.44
"545","2020-10-07",2.49
"546","2020-10-08",2.46
"547","2020-10-09",2.6
"548","2020-10-12",2.79
"549","2020-10-13",2.77
"550","2020-10-14",3.23
"551","2020-10-15",3
"552","2020-10-16",2.81
"553","2020-10-19",2.82
"554","2020-10-20",2.78
"555","2020-10-21",2.73
"556","2020-10-22",2.62
"557","2020-10-23",2.64
"558","2020-10-26",2.51
"559","2020-10-27",2.64
"560","2020-10-28",2.5
"561","2020-10-29",2.99
"562","2020-10-30",2.78
"563","2020-11-02",2.86
"564","2020-11-03",2.81
"565","2020-11-04",2.97
"566","2020-11-05",3.77
"567","2020-11-06",3.59
"568","2020-11-09",3.69
"569","2020-11-10",3.43
"570","2020-11-11",3.77
"571","2020-11-12",4.83
"572","2020-11-13",6.29
"573","2020-11-16",6.21
"574","2020-11-17",6.44
"575","2020-11-18",6.91
"576","2020-11-19",9.64
"577","2020-11-20",10.81
"578","2020-11-23",10.2
"579","2020-11-24",8.43
"580","2020-11-25",8.56
"581","2020-11-27",8.27
