"","date","AXNX"
"126","2019-05-03",22.49
"127","2019-05-06",23.200001
"128","2019-05-07",23.6
"129","2019-05-08",24.25
"130","2019-05-09",28.969999
"131","2019-05-10",29.950001
"132","2019-05-13",29.700001
"133","2019-05-14",31.440001
"134","2019-05-15",31.73
"135","2019-05-16",30.15
"136","2019-05-17",30.24
"137","2019-05-20",30.98
"138","2019-05-21",31.280001
"139","2019-05-22",31.07
"140","2019-05-23",30.27
"141","2019-05-24",31.6
"142","2019-05-28",33.599998
"143","2019-05-29",32.66
"144","2019-05-30",32.919998
"145","2019-05-31",32.860001
"146","2019-06-03",32.970001
"147","2019-06-04",33.139999
"148","2019-06-05",31.42
"149","2019-06-06",31.17
"150","2019-06-07",31.549999
"151","2019-06-10",32.400002
"152","2019-06-11",31.74
"153","2019-06-12",31.799999
"154","2019-06-13",34.209999
"155","2019-06-14",34.599998
"156","2019-06-17",35.93
"157","2019-06-18",35.369999
"158","2019-06-19",36.02
"159","2019-06-20",36.970001
"160","2019-06-21",37.900002
"161","2019-06-24",37.040001
"162","2019-06-25",37.209999
"163","2019-06-26",36.84
"164","2019-06-27",37.150002
"165","2019-06-28",40.970001
"166","2019-07-01",42.41
"167","2019-07-02",40.799999
"168","2019-07-03",41
"169","2019-07-05",40.799999
"170","2019-07-08",40.02
"171","2019-07-09",40.110001
"172","2019-07-10",40.029999
"173","2019-07-11",40.09
"174","2019-07-12",40.189999
"175","2019-07-15",40.16
"176","2019-07-16",38.52
"177","2019-07-17",38.41
"178","2019-07-18",38.509998
"179","2019-07-19",37.73
"180","2019-07-22",37.880001
"181","2019-07-23",37.990002
"182","2019-07-24",37.990002
"183","2019-07-25",37.290001
"184","2019-07-26",37.73
"185","2019-07-29",37.720001
"186","2019-07-30",37.66
"187","2019-07-31",36.700001
"188","2019-08-01",37.369999
"189","2019-08-02",36.110001
"190","2019-08-05",33.77
"191","2019-08-06",30.82
"192","2019-08-07",34
"193","2019-08-08",33.07
"194","2019-08-09",33.77
"195","2019-08-12",32.939999
"196","2019-08-13",35.150002
"197","2019-08-14",33.34
"198","2019-08-15",33.5
"199","2019-08-16",34.150002
"200","2019-08-19",34.43
"201","2019-08-20",34.310001
"202","2019-08-21",34.919998
"203","2019-08-22",34.099998
"204","2019-08-23",33.139999
"205","2019-08-26",34.290001
"206","2019-08-27",33.299999
"207","2019-08-28",33.360001
"208","2019-08-29",34.459999
"209","2019-08-30",33.27
"210","2019-09-03",33.310001
"211","2019-09-04",33.119999
"212","2019-09-05",35.48
"213","2019-09-06",35.709999
"214","2019-09-09",33.240002
"215","2019-09-10",30.639999
"216","2019-09-11",31.83
"217","2019-09-12",31.5
"218","2019-09-13",31.02
"219","2019-09-16",30.27
"220","2019-09-17",31.940001
"221","2019-09-18",31.42
"222","2019-09-19",29.799999
"223","2019-09-20",31.17
"224","2019-09-23",30.9
"225","2019-09-24",30.059999
"226","2019-09-25",28.889999
"227","2019-09-26",27.290001
"228","2019-09-27",27.74
"229","2019-09-30",26.92
"230","2019-10-01",25.610001
"231","2019-10-02",25.34
"232","2019-10-03",26.530001
"233","2019-10-04",25.530001
"234","2019-10-07",23.52
"235","2019-10-08",21.68
"236","2019-10-09",21.01
"237","2019-10-10",21.049999
"238","2019-10-11",20.07
"239","2019-10-14",20.200001
"240","2019-10-15",20.709999
"241","2019-10-16",20.33
"242","2019-10-17",20.48
"243","2019-10-18",20.440001
"244","2019-10-21",20.809999
"245","2019-10-22",19.57
"246","2019-10-23",19.76
"247","2019-10-24",20.77
"248","2019-10-25",20.68
"249","2019-10-28",22.1
"250","2019-10-29",23.450001
"251","2019-10-30",23.5
"252","2019-10-31",24.719999
"253","2019-11-01",25.1
"254","2019-11-04",24.370001
"255","2019-11-05",23.379999
"256","2019-11-06",23.17
"257","2019-11-07",21.360001
"258","2019-11-08",22.42
"259","2019-11-11",23.940001
"260","2019-11-12",24.959999
"261","2019-11-13",25.49
"262","2019-11-14",28.959999
"263","2019-11-15",26.75
"264","2019-11-18",23.43
"265","2019-11-19",22.99
"266","2019-11-20",21.870001
"267","2019-11-21",22.120001
"268","2019-11-22",22.120001
"269","2019-11-25",23.219999
"270","2019-11-26",24.08
"271","2019-11-27",24.690001
"272","2019-11-29",24.389999
"273","2019-12-02",23.23
"274","2019-12-03",23.6
"275","2019-12-04",24.059999
"276","2019-12-05",25.059999
"277","2019-12-06",25.530001
"278","2019-12-09",24.25
"279","2019-12-10",25.190001
"280","2019-12-11",25.26
"281","2019-12-12",25.82
"282","2019-12-13",25.51
"283","2019-12-16",25.85
"284","2019-12-17",25.309999
"285","2019-12-18",26.389999
"286","2019-12-19",26.889999
"287","2019-12-20",26.309999
"288","2019-12-23",26.92
"289","2019-12-24",27.07
"290","2019-12-26",26.98
"291","2019-12-27",26.77
"292","2019-12-30",27.129999
"293","2019-12-31",27.709999
"294","2020-01-02",27.52
"295","2020-01-03",27.01
"296","2020-01-06",27.459999
"297","2020-01-07",26.950001
"298","2020-01-08",26.940001
"299","2020-01-09",32.560001
"300","2020-01-10",32.380001
"301","2020-01-13",30.389999
"302","2020-01-14",30.92
"303","2020-01-15",30.440001
"304","2020-01-16",31.5
"305","2020-01-17",31.5
"306","2020-01-21",31.84
"307","2020-01-22",31.530001
"308","2020-01-23",31.040001
"309","2020-01-24",30.59
"310","2020-01-27",30.25
"311","2020-01-28",30.77
"312","2020-01-29",30.35
"313","2020-01-30",29.809999
"314","2020-01-31",29.030001
"315","2020-02-03",29.4
"316","2020-02-04",29.780001
"317","2020-02-05",29.049999
"318","2020-02-06",30.059999
"319","2020-02-07",30.209999
"320","2020-02-10",30.950001
"321","2020-02-11",31.549999
"322","2020-02-12",33.349998
"323","2020-02-13",33.740002
"324","2020-02-14",34.290001
"325","2020-02-18",34.549999
"326","2020-02-19",35.009998
"327","2020-02-20",35.959999
"328","2020-02-21",36.09
"329","2020-02-24",35.41
"330","2020-02-25",35.939999
"331","2020-02-26",36.549999
"332","2020-02-27",35.099998
"333","2020-02-28",35.450001
"334","2020-03-02",37.189999
"335","2020-03-03",36.369999
"336","2020-03-04",37.73
"337","2020-03-05",36.790001
"338","2020-03-06",35.93
"339","2020-03-09",32.349998
"340","2020-03-10",32.029999
"341","2020-03-11",30.219999
"342","2020-03-12",27.18
"343","2020-03-13",25.52
"344","2020-03-16",20.15
"345","2020-03-17",20.26
"346","2020-03-18",16.440001
"347","2020-03-19",17.860001
"348","2020-03-20",18.16
"349","2020-03-23",18.370001
"350","2020-03-24",20.969999
"351","2020-03-25",22.309999
"352","2020-03-26",22.83
"353","2020-03-27",22.610001
"354","2020-03-30",23.76
"355","2020-03-31",25.41
"356","2020-04-01",23.959999
"357","2020-04-02",23.07
"358","2020-04-03",22.91
"359","2020-04-06",25.129999
"360","2020-04-07",27.209999
"361","2020-04-08",27.799999
"362","2020-04-09",28.34
"363","2020-04-13",27.309999
"364","2020-04-14",29.25
"365","2020-04-15",29.709999
"366","2020-04-16",30.290001
"367","2020-04-17",34.310001
"368","2020-04-20",33.349998
"369","2020-04-21",31.540001
"370","2020-04-22",33.689999
"371","2020-04-23",35.040001
"372","2020-04-24",34.919998
"373","2020-04-27",34.880001
"374","2020-04-28",33.279999
"375","2020-04-29",33.759998
"376","2020-04-30",32.209999
"377","2020-05-01",31.15
"378","2020-05-04",31.450001
"379","2020-05-05",33.279999
"380","2020-05-06",35.009998
"381","2020-05-07",34.91
"382","2020-05-08",35.150002
"383","2020-05-11",34.919998
"384","2020-05-12",34.580002
"385","2020-05-13",34.889999
"386","2020-05-14",35.509998
"387","2020-05-15",35.810001
"388","2020-05-18",38.259998
"389","2020-05-19",39.82
"390","2020-05-20",39.540001
"391","2020-05-21",38.650002
"392","2020-05-22",38.84
"393","2020-05-26",38
"394","2020-05-27",37.16
"395","2020-05-28",35.91
"396","2020-05-29",36.669998
"397","2020-06-01",36.880001
"398","2020-06-02",37.599998
"399","2020-06-03",38.330002
"400","2020-06-04",37.509998
"401","2020-06-05",39.529999
"402","2020-06-08",39.240002
"403","2020-06-09",37.43
"404","2020-06-10",38
"405","2020-06-11",35.459999
"406","2020-06-12",35.98
"407","2020-06-15",38.220001
"408","2020-06-16",39.66
"409","2020-06-17",39.830002
"410","2020-06-18",38.93
"411","2020-06-19",37.689999
"412","2020-06-22",36.950001
"413","2020-06-23",38.490002
"414","2020-06-24",35.110001
"415","2020-06-25",34.889999
"416","2020-06-26",32.959999
"417","2020-06-29",34.5
"418","2020-06-30",35.110001
"419","2020-07-01",36.41
"420","2020-07-02",37.869999
"421","2020-07-06",39.25
"422","2020-07-07",39.490002
"423","2020-07-08",40.419998
"424","2020-07-09",41.279999
"425","2020-07-10",39.34
"426","2020-07-13",37.709999
"427","2020-07-14",36.98
"428","2020-07-15",39.830002
"429","2020-07-16",39.66
"430","2020-07-17",40
"431","2020-07-20",39.150002
"432","2020-07-21",40.799999
"433","2020-07-22",40.349998
"434","2020-07-23",39.900002
"435","2020-07-24",39.130001
"436","2020-07-27",41.049999
"437","2020-07-28",42.130001
"438","2020-07-29",42.810001
"439","2020-07-30",42.369999
"440","2020-07-31",42.360001
"441","2020-08-03",43.240002
"442","2020-08-04",43
"443","2020-08-05",44.48
"444","2020-08-06",43.299999
"445","2020-08-07",44.07
"446","2020-08-10",44
"447","2020-08-11",41.009998
"448","2020-08-12",43.02
"449","2020-08-13",43.669998
"450","2020-08-14",43.040001
"451","2020-08-17",44.009998
"452","2020-08-18",43.759998
"453","2020-08-19",44.02
"454","2020-08-20",44.34
"455","2020-08-21",44.25
"456","2020-08-24",42.040001
"457","2020-08-25",43.310001
"458","2020-08-26",43.68
"459","2020-08-27",43.349998
"460","2020-08-28",43.130001
"461","2020-08-31",42.259998
"462","2020-09-01",41.209999
"463","2020-09-02",40.59
"464","2020-09-03",37.880001
"465","2020-09-04",36.049999
"466","2020-09-08",35.330002
"467","2020-09-09",38.200001
"468","2020-09-10",37.650002
"469","2020-09-11",38.439999
"470","2020-09-14",41.75
"471","2020-09-15",41.779999
"472","2020-09-16",41.709999
"473","2020-09-17",42.290001
"474","2020-09-18",43.029999
"475","2020-09-21",42.759998
"476","2020-09-22",43.970001
"477","2020-09-23",44.279999
"478","2020-09-24",43.889999
"479","2020-09-25",45.279999
"480","2020-09-28",45.900002
"481","2020-09-29",49.290001
"482","2020-09-30",51.040001
"483","2020-10-01",50.889999
"484","2020-10-02",48.700001
"485","2020-10-05",48.34
"486","2020-10-06",47.849998
"487","2020-10-07",48.700001
"488","2020-10-08",50.209999
"489","2020-10-09",50.950001
"490","2020-10-12",50.310001
"491","2020-10-13",48.68
"492","2020-10-14",48.139999
"493","2020-10-15",48.009998
"494","2020-10-16",48.110001
"495","2020-10-19",47.709999
"496","2020-10-20",46.950001
"497","2020-10-21",46.290001
"498","2020-10-22",48.52
"499","2020-10-23",49.939999
"500","2020-10-26",49.93
"501","2020-10-27",50.32
"502","2020-10-28",48.889999
"503","2020-10-29",48.869999
"504","2020-10-30",46.889999
"505","2020-11-02",46.060001
"506","2020-11-03",48.830002
"507","2020-11-04",51.5
"508","2020-11-05",46.98
"509","2020-11-06",47.779999
"510","2020-11-09",47.43
"511","2020-11-10",44.889999
"512","2020-11-11",45.330002
"513","2020-11-12",45.990002
"514","2020-11-13",45.810001
"515","2020-11-16",46.639999
"516","2020-11-17",44.73
"517","2020-11-18",45.34
"518","2020-11-19",46.889999
"519","2020-11-20",47.110001
"520","2020-11-23",46.299999
"521","2020-11-24",44.52
"522","2020-11-25",43.639999
"523","2020-11-27",45.790001
