"","date","IRMD"
"90","2014-11-19",8.24
"91","2014-11-20",8.3
"92","2014-11-21",8.55
"93","2014-11-24",8.4
"94","2014-11-25",8.89
"95","2014-11-26",8.81
"96","2014-11-28",8.82
"97","2014-12-01",8.94
"98","2014-12-02",8.827
"99","2014-12-03",9.05
"100","2014-12-04",9.26
"101","2014-12-05",9.25
"102","2014-12-08",9.65
"103","2014-12-09",9.88
"104","2014-12-10",9.75
"105","2014-12-11",10
"106","2014-12-12",10.05
"107","2014-12-15",9.84
"108","2014-12-16",9.95
"109","2014-12-17",10.02
"110","2014-12-18",10.42
"111","2014-12-19",10.55
"112","2014-12-22",12.34
"113","2014-12-23",12.5
"114","2014-12-24",12.64
"115","2014-12-26",12.74
"116","2014-12-29",12.85
"117","2014-12-30",12.85
"118","2014-12-31",12.9
"119","2015-01-02",12.75
"120","2015-01-05",12.85
"121","2015-01-06",12.85
"122","2015-01-07",12.97
"123","2015-01-08",12.76
"124","2015-01-09",13.4
"125","2015-01-12",15.885
"126","2015-01-13",15.15
"127","2015-01-14",15.49
"128","2015-01-15",15.3
"129","2015-01-16",15.48
"130","2015-01-20",15.4
"131","2015-01-21",15.81
"132","2015-01-22",15.72
"133","2015-01-23",15.5
"134","2015-01-26",15.3
"135","2015-01-27",14.8
"136","2015-01-28",15.01
"137","2015-01-29",14.49
"138","2015-01-30",14.64
"139","2015-02-02",14.87
"140","2015-02-03",14.53
"141","2015-02-04",14.39
"142","2015-02-05",15.44
"143","2015-02-06",15.43
"144","2015-02-09",15.23
"145","2015-02-10",15
"146","2015-02-11",15.25
"147","2015-02-12",14.96
"148","2015-02-13",14.61
"149","2015-02-17",15.2
"150","2015-02-18",15.37
"151","2015-02-19",14.98
"152","2015-02-20",14.73
"153","2015-02-23",14.69
"154","2015-02-24",14.65
"155","2015-02-25",14.59
"156","2015-02-26",14.49
"157","2015-02-27",14.5
"158","2015-03-02",14.994
"159","2015-03-03",14.5
"160","2015-03-04",13.97
"161","2015-03-05",13.96
"162","2015-03-06",13.95
"163","2015-03-09",14.97
"164","2015-03-10",15.15
"165","2015-03-11",14.95
"166","2015-03-12",15.4
"167","2015-03-13",15.4
"168","2015-03-16",15
"169","2015-03-17",15.055
"170","2015-03-18",15.24
"171","2015-03-19",14.6
"172","2015-03-20",14.49
"173","2015-03-23",14.99
"174","2015-03-24",15
"175","2015-03-25",14.52
"176","2015-03-26",15
"177","2015-03-27",15.17
"178","2015-03-30",14.8
"179","2015-03-31",15.23
"180","2015-04-01",15.12
"181","2015-04-02",15.39
"182","2015-04-06",15.49
"183","2015-04-07",15.64
"184","2015-04-08",15.5
"185","2015-04-09",15.674
"186","2015-04-10",15.803
"187","2015-04-13",15.58
"188","2015-04-14",15.53
"189","2015-04-15",15.51
"190","2015-04-16",15.714
"191","2015-04-17",15.85
"192","2015-04-20",15.676
"193","2015-04-21",15.668
"194","2015-04-22",15.7
"195","2015-04-23",15.799
"196","2015-04-24",15.74
"197","2015-04-27",15.75
"198","2015-04-28",15.8
"199","2015-04-29",15.9
"200","2015-04-30",16.200001
"201","2015-05-01",16.25
"202","2015-05-04",15.88
"203","2015-05-05",15.9
"204","2015-05-06",16.035
"205","2015-05-07",16.469999
"206","2015-05-08",16.6
"207","2015-05-11",17.24
"208","2015-05-12",17.6
"209","2015-05-13",17.799999
"210","2015-05-14",17.33
"211","2015-05-15",17.799999
"212","2015-05-18",17.950001
"213","2015-05-19",18.459999
"214","2015-05-20",18.4
"215","2015-05-21",18.709999
"216","2015-05-22",18.98
"217","2015-05-26",19.85
"218","2015-05-27",18.940001
"219","2015-05-28",19.27
"220","2015-05-29",19.290001
"221","2015-06-01",19.4
"222","2015-06-02",19.91
"223","2015-06-03",20.290001
"224","2015-06-04",20.23
"225","2015-06-05",20.360001
"226","2015-06-08",19.99
"227","2015-06-09",20
"228","2015-06-10",20.09
"229","2015-06-11",20.09
"230","2015-06-12",20.959999
"231","2015-06-15",20.6
"232","2015-06-16",20.41
"233","2015-06-17",20.709999
"234","2015-06-18",21.4
"235","2015-06-19",22.360001
"236","2015-06-22",22.450001
"237","2015-06-23",23.040001
"238","2015-06-24",22.959999
"239","2015-06-25",23.200001
"240","2015-06-26",22.719999
"241","2015-06-29",22.629999
"242","2015-06-30",23.27
"243","2015-07-01",23.82
"244","2015-07-02",22.059999
"245","2015-07-06",22.275
"246","2015-07-07",21.76
"247","2015-07-08",21.809999
"248","2015-07-09",21.52
"249","2015-07-10",21.52
"250","2015-07-13",21.65
"251","2015-07-14",21.92
"252","2015-07-15",21.870001
"253","2015-07-16",21.440001
"254","2015-07-17",21.6
"255","2015-07-20",20.620001
"256","2015-07-21",19.639999
"257","2015-07-22",18.969999
"258","2015-07-23",19.709999
"259","2015-07-24",20.030001
"260","2015-07-27",20.43
"261","2015-07-28",20.27
"262","2015-07-29",20.91
"263","2015-07-30",22.360001
"264","2015-07-31",24.799999
"265","2015-08-03",25.91
"266","2015-08-04",23.959999
"267","2015-08-05",24.309999
"268","2015-08-06",23.809999
"269","2015-08-07",24.5
"270","2015-08-10",26.27
"271","2015-08-11",26.450001
"272","2015-08-12",26.32
"273","2015-08-13",26.200001
"274","2015-08-14",26.24
"275","2015-08-17",26.33
"276","2015-08-18",26.280001
"277","2015-08-19",26.1
"278","2015-08-20",25.32
"279","2015-08-21",25.1
"280","2015-08-24",24.639999
"281","2015-08-25",24.559999
"282","2015-08-26",25.99
"283","2015-08-27",25.34
"284","2015-08-28",25.040001
"285","2015-08-31",23.9
"286","2015-09-01",23.26
"287","2015-09-02",23.57
"288","2015-09-03",24.040001
"289","2015-09-04",24.469999
"290","2015-09-08",24.639999
"291","2015-09-09",24.24
"292","2015-09-10",24.49
"293","2015-09-11",24.620001
"294","2015-09-14",24.610001
"295","2015-09-15",24.49
"296","2015-09-16",24.5
"297","2015-09-17",24.950001
"298","2015-09-18",26.16
"299","2015-09-21",27.780001
"300","2015-09-22",27.459999
"301","2015-09-23",27.5
"302","2015-09-24",27.690001
"303","2015-09-25",26.01
"304","2015-09-28",23.870001
"305","2015-09-29",24.92
"306","2015-09-30",24.360001
"307","2015-10-01",24.940001
"308","2015-10-02",25.75
"309","2015-10-05",26.969999
"310","2015-10-06",26.700001
"311","2015-10-07",27.18
"312","2015-10-08",26.370001
"313","2015-10-09",26.48
"314","2015-10-12",26.690001
"315","2015-10-13",25.84
"316","2015-10-14",25.24
"317","2015-10-15",26.01
"318","2015-10-16",25.83
"319","2015-10-19",27.120001
"320","2015-10-20",26.91
"321","2015-10-21",26.41
"322","2015-10-22",25.85
"323","2015-10-23",25.98
"324","2015-10-26",26.059999
"325","2015-10-27",26.25
"326","2015-10-28",26.5
"327","2015-10-29",25.09
"328","2015-10-30",26.5
"329","2015-11-02",27.99
"330","2015-11-03",29.99
"331","2015-11-04",29.98
"332","2015-11-05",30.860001
"333","2015-11-06",31.9
"334","2015-11-09",32.130001
"335","2015-11-10",32.380001
"336","2015-11-11",32.689999
"337","2015-11-12",29.139999
"338","2015-11-13",29.639999
"339","2015-11-16",29.77
"340","2015-11-17",29.16
"341","2015-11-18",29.799999
"342","2015-11-19",29.99
"343","2015-11-20",28.889999
"344","2015-11-23",30.25
"345","2015-11-24",30.09
"346","2015-11-25",31.76
"347","2015-11-27",31.549999
"348","2015-11-30",31.01
"349","2015-12-01",30.879999
"350","2015-12-02",31.4
"351","2015-12-03",30.299999
"352","2015-12-04",30.74
"353","2015-12-07",30.9
"354","2015-12-08",30.9
"355","2015-12-09",29.879999
"356","2015-12-10",30.110001
"357","2015-12-11",28.299999
"358","2015-12-14",26.43
"359","2015-12-15",26.959999
"360","2015-12-16",25.85
"361","2015-12-17",24.68
"362","2015-12-18",25.950001
"363","2015-12-21",27.110001
"364","2015-12-22",28.6
"365","2015-12-23",27.76
"366","2015-12-24",26.18
"367","2015-12-28",26.969999
"368","2015-12-29",27.780001
"369","2015-12-30",28.120001
"370","2015-12-31",28.030001
"371","2016-01-04",26.33
"372","2016-01-05",26
"373","2016-01-06",26.26
"374","2016-01-07",25.24
"375","2016-01-08",24.559999
"376","2016-01-11",22.110001
"377","2016-01-12",22.48
"378","2016-01-13",20.709999
"379","2016-01-14",20.799999
"380","2016-01-15",20.74
"381","2016-01-19",21.700001
"382","2016-01-20",21.809999
"383","2016-01-21",20.92
"384","2016-01-22",20.889999
"385","2016-01-25",21.129999
"386","2016-01-26",20.299999
"387","2016-01-27",18.379999
"388","2016-01-28",18.24
"389","2016-01-29",19.450001
"390","2016-02-01",19.27
"391","2016-02-02",19.27
"392","2016-02-03",18.299999
"393","2016-02-04",18.18
"394","2016-02-05",14.59
"395","2016-02-08",15.07
"396","2016-02-09",15.74
"397","2016-02-10",16.139999
"398","2016-02-11",15.89
"399","2016-02-12",16.24
"400","2016-02-16",17.040001
"401","2016-02-17",17.34
"402","2016-02-18",16.879999
"403","2016-02-19",17.67
"404","2016-02-22",16.129999
"405","2016-02-23",16.82
"406","2016-02-24",17.27
"407","2016-02-25",17.85
"408","2016-02-26",17.940001
"409","2016-02-29",17.83
"410","2016-03-01",17.76
"411","2016-03-02",17.809999
"412","2016-03-03",17.73
"413","2016-03-04",17.889999
"414","2016-03-07",18.360001
"415","2016-03-08",18.18
"416","2016-03-09",18.34
"417","2016-03-10",18.299999
"418","2016-03-11",18.4
"419","2016-03-14",18.85
"420","2016-03-15",18.27
"421","2016-03-16",18.32
"422","2016-03-17",18.719999
"423","2016-03-18",18.65
"424","2016-03-21",18.629999
"425","2016-03-22",19.08
"426","2016-03-23",18.76
"427","2016-03-24",18.790001
"428","2016-03-28",18.91
"429","2016-03-29",19.790001
"430","2016-03-30",19.24
"431","2016-03-31",19.16
"432","2016-04-01",19.360001
"433","2016-04-04",15.51
"434","2016-04-05",14.49
"435","2016-04-06",15.15
"436","2016-04-07",14.65
"437","2016-04-08",14.5
"438","2016-04-11",15.55
"439","2016-04-12",15.6
"440","2016-04-13",15.8
"441","2016-04-14",15.4
"442","2016-04-15",15.44
"443","2016-04-18",15.47
"444","2016-04-19",15.49
"445","2016-04-20",15.66
"446","2016-04-21",15.74
"447","2016-04-22",16.200001
"448","2016-04-25",15.88
"449","2016-04-26",15.56
"450","2016-04-27",16.120001
"451","2016-04-28",15.76
"452","2016-04-29",16.370001
"453","2016-05-02",14.88
"454","2016-05-03",16.549999
"455","2016-05-04",15.85
"456","2016-05-05",16.559999
"457","2016-05-06",16.59
"458","2016-05-09",17.09
"459","2016-05-10",17.59
"460","2016-05-11",17.389999
"461","2016-05-12",17.18
"462","2016-05-13",17.469999
"463","2016-05-16",18.23
"464","2016-05-17",17.559999
"465","2016-05-18",18.51
"466","2016-05-19",18.530001
"467","2016-05-20",18.27
"468","2016-05-23",18.99
"469","2016-05-24",20.129999
"470","2016-05-25",18.860001
"471","2016-05-26",18.440001
"472","2016-05-27",18.99
"473","2016-05-31",18.540001
"474","2016-06-01",18.940001
"475","2016-06-02",18.780001
"476","2016-06-03",18.969999
"477","2016-06-06",18.629999
"478","2016-06-07",18.82
"479","2016-06-08",19.139999
"480","2016-06-09",21.48
"481","2016-06-10",21.35
"482","2016-06-13",19.879999
"483","2016-06-14",20.190001
"484","2016-06-15",20.52
"485","2016-06-16",20.77
"486","2016-06-17",20.440001
"487","2016-06-20",21.34
"488","2016-06-21",21.48
"489","2016-06-22",21.34
"490","2016-06-23",21.48
"491","2016-06-24",20.66
"492","2016-06-27",20.34
"493","2016-06-28",21.209999
"494","2016-06-29",22
"495","2016-06-30",21.76
"496","2016-07-01",21.389999
"497","2016-07-05",21.040001
"498","2016-07-06",21.190001
"499","2016-07-07",20.93
"500","2016-07-08",22.129999
"501","2016-07-11",21.75
"502","2016-07-12",21.48
"503","2016-07-13",20.41
"504","2016-07-14",19.879999
"505","2016-07-15",19.969999
"506","2016-07-18",19.67
"507","2016-07-19",19.85
"508","2016-07-20",20
"509","2016-07-21",19.73
"510","2016-07-22",19.799999
"511","2016-07-25",19.9
"512","2016-07-26",19.74
"513","2016-07-27",19.27
"514","2016-07-28",18.559999
"515","2016-07-29",19.360001
"516","2016-08-01",19.08
"517","2016-08-02",17.07
"518","2016-08-03",17.700001
"519","2016-08-04",18.02
"520","2016-08-05",18.42
"521","2016-08-08",17.6
"522","2016-08-09",17.860001
"523","2016-08-10",16.959999
"524","2016-08-11",17.280001
"525","2016-08-12",17.35
"526","2016-08-15",17.23
"527","2016-08-16",17.280001
"528","2016-08-17",17.33
"529","2016-08-18",17.42
"530","2016-08-19",17.92
"531","2016-08-22",17.84
"532","2016-08-23",18.23
"533","2016-08-24",18.01
"534","2016-08-25",18.33
"535","2016-08-26",18.33
"536","2016-08-29",18.5
"537","2016-08-30",18.9
"538","2016-08-31",18.67
"539","2016-09-01",17.610001
"540","2016-09-02",17.309999
"541","2016-09-06",17.75
"542","2016-09-07",18.450001
"543","2016-09-08",18.34
"544","2016-09-09",17.34
"545","2016-09-12",17.76
"546","2016-09-13",17.389999
"547","2016-09-14",17.67
"548","2016-09-15",17.969999
"549","2016-09-16",17.52
"550","2016-09-19",17.1
"551","2016-09-20",17.15
"552","2016-09-21",17.49
"553","2016-09-22",17.799999
"554","2016-09-23",17.290001
"555","2016-09-26",17.25
"556","2016-09-27",17.129999
"557","2016-09-28",17.370001
"558","2016-09-29",17
"559","2016-09-30",16.99
"560","2016-10-03",17.01
"561","2016-10-04",10.77
"562","2016-10-05",10.74
"563","2016-10-06",10.51
"564","2016-10-07",10.32
"565","2016-10-10",10.29
"566","2016-10-11",10.2
"567","2016-10-12",9.98
"568","2016-10-13",9.55
"569","2016-10-14",9.44
"570","2016-10-17",9.47
"571","2016-10-18",9.44
"572","2016-10-19",9.92
"573","2016-10-20",9.92
"574","2016-10-21",9.85
"575","2016-10-24",9.95
"576","2016-10-25",9.85
"577","2016-10-26",9.45
"578","2016-10-27",9.25
"579","2016-10-28",9.6
"580","2016-10-31",9.45
"581","2016-11-01",9.8
"582","2016-11-02",9.3
"583","2016-11-03",9.05
"584","2016-11-04",9.2
"585","2016-11-07",9.75
"586","2016-11-08",9.6
"587","2016-11-09",9.65
"588","2016-11-10",9.75
"589","2016-11-11",9.9
"590","2016-11-14",10.1
"591","2016-11-15",10.65
"592","2016-11-16",10.95
"593","2016-11-17",11.25
"594","2016-11-18",10.8
"595","2016-11-21",11.05
"596","2016-11-22",11.15
"597","2016-11-23",11.3
"598","2016-11-25",11.35
"599","2016-11-28",11.2
"600","2016-11-29",11.25
"601","2016-11-30",11.05
"602","2016-12-01",11.75
"603","2016-12-02",10.75
"604","2016-12-05",11.5
"605","2016-12-06",11.6
"606","2016-12-07",11.45
"607","2016-12-08",11.7
"608","2016-12-09",11.7
"609","2016-12-12",11.65
"610","2016-12-13",11.75
"611","2016-12-14",11.5
"612","2016-12-15",11.7
"613","2016-12-16",11.6
"614","2016-12-19",12.55
"615","2016-12-20",13
"616","2016-12-21",12.25
"617","2016-12-22",11.75
"618","2016-12-23",11.6
"619","2016-12-27",11.85
"620","2016-12-28",11.3
"621","2016-12-29",11.15
"622","2016-12-30",11.1
"623","2017-01-03",11.2
"624","2017-01-04",12.3
"625","2017-01-05",11.95
"626","2017-01-06",12.05
"627","2017-01-09",12.2
"628","2017-01-10",12.3
"629","2017-01-11",12.1
"630","2017-01-12",12.2
"631","2017-01-13",12.25
"632","2017-01-17",12.15
"633","2017-01-18",10.1
"634","2017-01-19",9.9
"635","2017-01-20",9.2
"636","2017-01-23",9.45
"637","2017-01-24",9.8
"638","2017-01-25",9.5
"639","2017-01-26",9.1
"640","2017-01-27",9
"641","2017-01-30",8.95
"642","2017-01-31",9.15
"643","2017-02-01",9.1
"644","2017-02-02",8.95
"645","2017-02-03",8.85
"646","2017-02-06",8.75
"647","2017-02-07",8.5
"648","2017-02-08",8.55
"649","2017-02-09",8.8
"650","2017-02-10",8.6
"651","2017-02-13",8.55
"652","2017-02-14",9.05
"653","2017-02-15",8.75
"654","2017-02-16",8.5
"655","2017-02-17",8.7
"656","2017-02-21",8.5
"657","2017-02-22",8.35
"658","2017-02-23",8.4
"659","2017-02-24",8.25
"660","2017-02-27",8.25
"661","2017-02-28",8.35
"662","2017-03-01",8.95
"663","2017-03-02",8.85
"664","2017-03-03",9
"665","2017-03-06",8.85
"666","2017-03-07",8.4
"667","2017-03-08",8.6
"668","2017-03-09",8.4
"669","2017-03-10",8.55
"670","2017-03-13",8.65
"671","2017-03-14",8.1
"672","2017-03-15",8.3
"673","2017-03-16",8.35
"674","2017-03-17",8.25
"675","2017-03-20",8.3
"676","2017-03-21",8.05
"677","2017-03-22",8.45
"678","2017-03-23",8.65
"679","2017-03-24",8.6
"680","2017-03-27",8.45
"681","2017-03-28",8.3
"682","2017-03-29",8.4
"683","2017-03-30",8.85
"684","2017-03-31",8.9
"685","2017-04-03",8.45
"686","2017-04-04",8.05
"687","2017-04-05",7.9
"688","2017-04-06",8.25
"689","2017-04-07",8.2
"690","2017-04-10",8.2
"691","2017-04-11",8.3
"692","2017-04-12",8.3
"693","2017-04-13",8.25
"694","2017-04-17",8.3
"695","2017-04-18",8.45
"696","2017-04-19",8.4
"697","2017-04-20",8.75
"698","2017-04-21",8.8
"699","2017-04-24",8.85
"700","2017-04-25",8.7
"701","2017-04-26",8.8
"702","2017-04-27",8.85
"703","2017-04-28",8.6
"704","2017-05-01",8.55
"705","2017-05-02",8.55
"706","2017-05-03",8.55
"707","2017-05-04",8.5
"708","2017-05-05",8.45
"709","2017-05-08",8.45
"710","2017-05-09",8.6
"711","2017-05-10",8.6
"712","2017-05-11",8.5
"713","2017-05-12",8.4
"714","2017-05-15",8.4
"715","2017-05-16",8.4
"716","2017-05-17",8.3
"717","2017-05-18",8.5
"718","2017-05-19",8.45
"719","2017-05-22",8.3
"720","2017-05-23",8.4
"721","2017-05-24",8.3
"722","2017-05-25",8.3
"723","2017-05-26",8.3
"724","2017-05-30",8.1
"725","2017-05-31",8.15
"726","2017-06-01",8.25
"727","2017-06-02",8.2
"728","2017-06-05",8.15
"729","2017-06-06",8.35
"730","2017-06-07",8.35
"731","2017-06-08",8.3
"732","2017-06-09",8.5
"733","2017-06-12",8.4
"734","2017-06-13",8.4
"735","2017-06-14",8.45
"736","2017-06-15",8.5
"737","2017-06-16",8.65
"738","2017-06-19",9.1
"739","2017-06-20",9.05
"740","2017-06-21",9.1
"741","2017-06-22",9.2
"742","2017-06-23",10.3
"743","2017-06-26",9.7
"744","2017-06-27",9
"745","2017-06-28",9
"746","2017-06-29",8.7
"747","2017-06-30",8.6
"748","2017-07-03",8.8
"749","2017-07-05",8.7
"750","2017-07-06",8.5
"751","2017-07-07",8.55
"752","2017-07-10",8.5
"753","2017-07-11",8.45
"754","2017-07-12",8.3
"755","2017-07-13",8.25
"756","2017-07-14",8.5
"757","2017-07-17",8.45
"758","2017-07-18",8.5
"759","2017-07-19",8.45
"760","2017-07-20",8.4
"761","2017-07-21",8.35
"762","2017-07-24",8.5
"763","2017-07-25",8.5
"764","2017-07-26",8.65
"765","2017-07-27",8.4
"766","2017-07-28",9.8
"767","2017-07-31",9.85
"768","2017-08-01",9.5
"769","2017-08-02",9.65
"770","2017-08-03",9.525
"771","2017-08-04",9.65
"772","2017-08-07",9.75
"773","2017-08-08",10.05
"774","2017-08-09",9.5
"775","2017-08-10",9.75
"776","2017-08-11",9.85
"777","2017-08-14",10.15
"778","2017-08-15",10
"779","2017-08-16",10.15
"780","2017-08-17",10.15
"781","2017-08-18",10.05
"782","2017-08-21",10.15
"783","2017-08-22",10.1
"784","2017-08-23",10
"785","2017-08-24",10
"786","2017-08-25",9.95
"787","2017-08-28",10.05
"788","2017-08-29",10
"789","2017-08-30",10
"790","2017-08-31",10.1
"791","2017-09-01",10.45
"792","2017-09-05",10.55
"793","2017-09-06",10.2
"794","2017-09-07",9.85
"795","2017-09-08",9.9
"796","2017-09-11",9.4
"797","2017-09-12",9.5
"798","2017-09-13",10.2
"799","2017-09-14",10.1
"800","2017-09-15",9.85
"801","2017-09-18",9.95
"802","2017-09-19",9.9
"803","2017-09-20",9.7
"804","2017-09-21",9.6
"805","2017-09-22",9.55
"806","2017-09-25",9.55
"807","2017-09-26",9.5
"808","2017-09-27",9.8
"809","2017-09-28",9.75
"810","2017-09-29",9.6
"811","2017-10-02",10.15
"812","2017-10-03",10.15
"813","2017-10-04",10.3
"814","2017-10-05",10.4
"815","2017-10-06",10.4
"816","2017-10-09",10.275
"817","2017-10-10",10.35
"818","2017-10-11",10.2
"819","2017-10-12",10.1
"820","2017-10-13",10.2
"821","2017-10-16",10
"822","2017-10-17",10.05
"823","2017-10-18",10.1
"824","2017-10-19",10.1
"825","2017-10-20",10.2
"826","2017-10-23",10.2
"827","2017-10-24",10.2
"828","2017-10-25",10.2
"829","2017-10-26",12.55
"830","2017-10-27",12.7
"831","2017-10-30",13.775
"832","2017-10-31",14.25
"833","2017-11-01",13.825
"834","2017-11-02",13.7
"835","2017-11-03",13.6
"836","2017-11-06",13.7
"837","2017-11-07",14.25
"838","2017-11-08",13.75
"839","2017-11-09",13.75
"840","2017-11-10",13.75
"841","2017-11-13",13.6
"842","2017-11-14",13.55
"843","2017-11-15",13.45
"844","2017-11-16",13.35
"845","2017-11-17",13.15
"846","2017-11-20",12.95
"847","2017-11-21",13.1
"848","2017-11-22",13.35
"849","2017-11-24",13.5
"850","2017-11-27",13.45
"851","2017-11-28",13.3
"852","2017-11-29",14.1
"853","2017-11-30",13.95
"854","2017-12-01",13.7
"855","2017-12-04",13.55
"856","2017-12-05",13.6
"857","2017-12-06",13.6
"858","2017-12-07",13.55
"859","2017-12-08",13.1
"860","2017-12-11",13.2
"861","2017-12-12",13.1
"862","2017-12-13",13
"863","2017-12-14",13.1
"864","2017-12-15",13.25
"865","2017-12-18",13.1
"866","2017-12-19",13.05
"867","2017-12-20",13.4
"868","2017-12-21",14.9
"869","2017-12-22",15.1
"870","2017-12-26",15.7
"871","2017-12-27",15.6
"872","2017-12-28",15.65
"873","2017-12-29",15.15
"874","2018-01-02",15.3
"875","2018-01-03",15.65
"876","2018-01-04",15.55
"877","2018-01-05",15.625
"878","2018-01-08",15.8
"879","2018-01-09",15.8
"880","2018-01-10",15.75
"881","2018-01-11",15.7
"882","2018-01-12",15.5
"883","2018-01-16",15.25
"884","2018-01-17",15.3
"885","2018-01-18",15
"886","2018-01-19",14.9
"887","2018-01-22",14
"888","2018-01-23",15.075
"889","2018-01-24",14.8
"890","2018-01-25",14.75
"891","2018-01-26",14.65
"892","2018-01-29",14.3
"893","2018-01-30",14.45
"894","2018-01-31",14.85
"895","2018-02-01",14.75
"896","2018-02-02",15
"897","2018-02-05",15.05
"898","2018-02-06",14.5
"899","2018-02-07",14.1
"900","2018-02-08",13.925
"901","2018-02-09",13.95
"902","2018-02-12",13.85
"903","2018-02-13",13.65
"904","2018-02-14",13.65
"905","2018-02-15",13.425
"906","2018-02-16",13.5
"907","2018-02-20",13.25
"908","2018-02-21",13.35
"909","2018-02-22",13.6
"910","2018-02-23",13.4
"911","2018-02-26",13.3
"912","2018-02-27",13.3
"913","2018-02-28",13
"914","2018-03-01",13
"915","2018-03-02",13
"916","2018-03-05",13
"917","2018-03-06",13
"918","2018-03-07",13
"919","2018-03-08",13
"920","2018-03-09",13.3
"921","2018-03-12",13.7
"922","2018-03-13",13.5
"923","2018-03-14",13.8
"924","2018-03-15",13.7
"925","2018-03-16",13.7
"926","2018-03-19",14.55
"927","2018-03-20",14.1
"928","2018-03-21",14.35
"929","2018-03-22",13.95
"930","2018-03-23",14.25
"931","2018-03-26",14.2
"932","2018-03-27",14.25
"933","2018-03-28",14.4
"934","2018-03-29",14.4
"935","2018-04-02",14.15
"936","2018-04-03",14.3
"937","2018-04-04",14.3
"938","2018-04-05",14.3
"939","2018-04-06",14.35
"940","2018-04-09",14.55
"941","2018-04-10",14.95
"942","2018-04-11",15.3
"943","2018-04-12",16.049999
"944","2018-04-13",16.299999
"945","2018-04-16",15.8
"946","2018-04-17",15.825
"947","2018-04-18",15.7
"948","2018-04-19",15.8
"949","2018-04-20",15.4
"950","2018-04-23",15.85
"951","2018-04-24",16
"952","2018-04-25",16.075001
"953","2018-04-26",16.1
"954","2018-04-27",15.85
"955","2018-04-30",17.450001
"956","2018-05-01",18
"957","2018-05-02",17.9
"958","2018-05-03",17.950001
"959","2018-05-04",18.25
"960","2018-05-07",18.25
"961","2018-05-08",18.4
"962","2018-05-09",18.85
"963","2018-05-10",18.35
"964","2018-05-11",18.549999
"965","2018-05-14",18.549999
"966","2018-05-15",18.450001
"967","2018-05-16",18.450001
"968","2018-05-17",18.549999
"969","2018-05-18",18.6
"970","2018-05-21",18.65
"971","2018-05-22",18.549999
"972","2018-05-23",18.65
"973","2018-05-24",18.549999
"974","2018-05-25",18.450001
"975","2018-05-29",18.5
"976","2018-05-30",18.549999
"977","2018-05-31",18.549999
"978","2018-06-01",18.700001
"979","2018-06-04",18.75
"980","2018-06-05",18.75
"981","2018-06-06",18.75
"982","2018-06-07",18.85
"983","2018-06-08",18.549999
"984","2018-06-11",18.5
"985","2018-06-12",18.75
"986","2018-06-13",18.549999
"987","2018-06-14",18.75
"988","2018-06-15",18.6
"989","2018-06-18",18.65
"990","2018-06-19",19
"991","2018-06-20",18.950001
