"","date","AGRX"
"73","2014-09-05",9.39
"74","2014-09-08",9.97
"75","2014-09-09",10
"76","2014-09-10",9.98
"77","2014-09-11",9.94
"78","2014-09-12",9.54
"79","2014-09-15",8.7
"80","2014-09-16",8.54
"81","2014-09-17",8.2
"82","2014-09-18",8.75
"83","2014-09-19",8.4
"84","2014-09-22",7.75
"85","2014-09-23",7.67
"86","2014-09-24",7.71
"87","2014-09-25",7.98
"88","2014-09-26",8.05
"89","2014-09-29",7.64
"90","2014-09-30",7.3
"91","2014-10-01",6.38
"92","2014-10-02",6.34
"93","2014-10-03",6.33
"94","2014-10-06",6.4
"95","2014-10-07",6.15
"96","2014-10-08",6
"97","2014-10-09",5.98
"98","2014-10-10",6.02
"99","2014-10-13",6.18
"100","2014-10-14",6.33
"101","2014-10-15",6.31
"102","2014-10-16",6.57
"103","2014-10-17",6.7
"104","2014-10-20",6.6
"105","2014-10-21",6.7
"106","2014-10-22",6.51
"107","2014-10-23",6.6
"108","2014-10-24",6.79
"109","2014-10-27",7.12
"110","2014-10-28",7.42
"111","2014-10-29",7
"112","2014-10-30",7.18
"113","2014-10-31",7.1
"114","2014-11-03",6.76
"115","2014-11-04",6.86
"116","2014-11-05",6.51
"117","2014-11-06",6.52
"118","2014-11-07",6.5
"119","2014-11-10",6.62
"120","2014-11-11",6.62
"121","2014-11-12",6.52
"122","2014-11-13",6.42
"123","2014-11-14",6.37
"124","2014-11-17",5.88
"125","2014-11-18",5.87
"126","2014-11-19",5.85
"127","2014-11-20",5.87
"128","2014-11-21",5.94
"129","2014-11-24",5.95
"130","2014-11-25",5.9
"131","2014-11-26",5.93
"132","2014-11-28",5.95
"133","2014-12-01",5.86
"134","2014-12-02",5.89
"135","2014-12-03",5.99
"136","2014-12-04",5.95
"137","2014-12-05",5.95
"138","2014-12-08",5.96
"139","2014-12-09",5.95
"140","2014-12-10",5.94
"141","2014-12-11",5.98
"142","2014-12-12",5.95
"143","2014-12-15",5.9
"144","2014-12-16",5.82
"145","2014-12-17",6.05
"146","2014-12-18",6.36
"147","2014-12-19",7
"148","2014-12-22",6.75
"149","2014-12-23",6.84
"150","2014-12-24",6.9
"151","2014-12-26",6.57
"152","2014-12-29",6.62
"153","2014-12-30",6.7
"154","2014-12-31",6.14
"155","2015-01-02",6.32
"156","2015-01-05",6.32
"157","2015-01-06",6.5
"158","2015-01-07",6.7
"159","2015-01-08",6.469
"160","2015-01-09",6.84
"161","2015-01-12",6.73
"162","2015-01-13",6.39
"163","2015-01-14",5.98
"164","2015-01-15",5.97
"165","2015-01-16",5.95
"166","2015-01-20",6.9
"167","2015-01-21",7.49
"168","2015-01-22",7.46
"169","2015-01-23",7.54
"170","2015-01-26",7.68
"171","2015-01-27",7.75
"172","2015-01-28",8.02
"173","2015-01-29",8.5
"174","2015-01-30",8.7
"175","2015-02-02",8.91
"176","2015-02-03",9.06
"177","2015-02-04",8.77
"178","2015-02-05",8.62
"179","2015-02-06",8.97
"180","2015-02-09",8.88
"181","2015-02-10",9
"182","2015-02-11",9
"183","2015-02-12",8.985
"184","2015-02-13",8.57
"185","2015-02-17",9.4
"186","2015-02-18",9.37
"187","2015-02-19",9.45
"188","2015-02-20",9.47
"189","2015-02-23",9.69
"190","2015-02-24",9.82
"191","2015-02-25",10
"192","2015-02-26",10.49
"193","2015-02-27",10.84
"194","2015-03-02",10.8
"195","2015-03-03",10.9
"196","2015-03-04",11.12
"197","2015-03-05",10.99
"198","2015-03-06",10.65
"199","2015-03-09",10.02
"200","2015-03-10",9.78
"201","2015-03-11",9.89
"202","2015-03-12",10
"203","2015-03-13",9.89
"204","2015-03-16",9.67
"205","2015-03-17",9.86
"206","2015-03-18",9.84
"207","2015-03-19",9.91
"208","2015-03-20",9.7
"209","2015-03-23",9.34
"210","2015-03-24",9.11
"211","2015-03-25",8.84
"212","2015-03-26",8.89
"213","2015-03-27",9.23
"214","2015-03-30",9.36
"215","2015-03-31",9.27
"216","2015-04-01",9.4
"217","2015-04-02",9.55
"218","2015-04-06",10.48
"219","2015-04-07",11.56
"220","2015-04-08",11.73
"221","2015-04-09",11.67
"222","2015-04-10",11.78
"223","2015-04-13",12.03
"224","2015-04-14",12.455
"225","2015-04-15",12.75
"226","2015-04-16",12.88
"227","2015-04-17",12.74
"228","2015-04-20",12.32
"229","2015-04-21",12.08
"230","2015-04-22",12.25
"231","2015-04-23",12.44
"232","2015-04-24",12.77
"233","2015-04-27",12.1
"234","2015-04-28",11.86
"235","2015-04-29",12.29
"236","2015-04-30",11.62
"237","2015-05-01",11.57
"238","2015-05-04",11.55
"239","2015-05-05",11.51
"240","2015-05-06",11.54
"241","2015-05-07",11.51
"242","2015-05-08",11.52
"243","2015-05-11",11.61
"244","2015-05-12",11.81
"245","2015-05-13",11.61
"246","2015-05-14",11.49
"247","2015-05-15",11.52
"248","2015-05-18",11.75
"249","2015-05-19",11.46
"250","2015-05-20",11.65
"251","2015-05-21",11.3
"252","2015-05-22",10.87
"253","2015-05-26",10.25
"254","2015-05-27",9.79
"255","2015-05-28",9.71
"256","2015-05-29",9.46
"257","2015-06-01",8.88
"258","2015-06-02",8.88
"259","2015-06-03",9.2
"260","2015-06-04",9.41
"261","2015-06-05",9.25
"262","2015-06-08",9.22
"263","2015-06-09",9.59
"264","2015-06-10",9.75
"265","2015-06-11",9.43
"266","2015-06-12",9.14
"267","2015-06-15",8.97
"268","2015-06-16",8.92
"269","2015-06-17",8.92
"270","2015-06-18",9.25
"271","2015-06-19",8.78
"272","2015-06-22",8.61
"273","2015-06-23",9.07
"274","2015-06-24",9
"275","2015-06-25",8.97
"276","2015-06-26",9.21
"277","2015-06-29",8.88
"278","2015-06-30",8.59
"279","2015-07-01",8.62
"280","2015-07-02",8.72
"281","2015-07-06",9.86
"282","2015-07-07",9.89
"283","2015-07-08",9.39
"284","2015-07-09",9.47
"285","2015-07-10",10.25
"286","2015-07-13",10.57
"287","2015-07-14",10.77
"288","2015-07-15",10.74
"289","2015-07-16",11
"290","2015-07-17",11.1
"291","2015-07-20",10.85
"292","2015-07-21",10.7
"293","2015-07-22",10.72
"294","2015-07-23",10.55
"295","2015-07-24",10.85
"296","2015-07-27",9.8
"297","2015-07-28",9.94
"298","2015-07-29",9.85
"299","2015-07-30",9.72
"300","2015-07-31",9.13
"301","2015-08-03",8.67
"302","2015-08-04",9.02
"303","2015-08-05",8.88
"304","2015-08-06",8.48
"305","2015-08-07",8.58
"306","2015-08-10",8.69
"307","2015-08-11",8.9
"308","2015-08-12",9
"309","2015-08-13",8.49
"310","2015-08-14",9.06
"311","2015-08-17",8.94
"312","2015-08-18",8.73
"313","2015-08-19",8.47
"314","2015-08-20",8.25
"315","2015-08-21",8.17
"316","2015-08-24",8.1
"317","2015-08-25",8.23
"318","2015-08-26",8.42
"319","2015-08-27",8.43
"320","2015-08-28",9.16
"321","2015-08-31",8.83
"322","2015-09-01",8.42
"323","2015-09-02",8.38
"324","2015-09-03",8.15
"325","2015-09-04",8.27
"326","2015-09-08",8.71
"327","2015-09-09",8.02
"328","2015-09-10",8.005
"329","2015-09-11",8.15
"330","2015-09-14",8
"331","2015-09-15",7.94
"332","2015-09-16",7.99
"333","2015-09-17",8.08
"334","2015-09-18",8
"335","2015-09-21",7.03
"336","2015-09-22",8.16
"337","2015-09-23",8.05
"338","2015-09-24",7.51
"339","2015-09-25",6.97
"340","2015-09-28",6.94
"341","2015-09-29",6.53
"342","2015-09-30",6.74
"343","2015-10-01",7.04
"344","2015-10-02",7.19
"345","2015-10-05",7.46
"346","2015-10-06",7.63
"347","2015-10-07",7.88
"348","2015-10-08",7.98
"349","2015-10-09",8.06
"350","2015-10-12",7.66
"351","2015-10-13",7
"352","2015-10-14",7.06
"353","2015-10-15",7.25
"354","2015-10-16",7.28
"355","2015-10-19",7.08
"356","2015-10-20",6.94
"357","2015-10-21",6.76
"358","2015-10-22",6.7
"359","2015-10-23",6.96
"360","2015-10-26",6.92
"361","2015-10-27",6.83
"362","2015-10-28",7.1
"363","2015-10-29",7.38
"364","2015-10-30",7.94
"365","2015-11-02",8.14
"366","2015-11-03",8.03
"367","2015-11-04",8.14
"368","2015-11-05",8.04
"369","2015-11-06",8.13
"370","2015-11-09",8.32
"371","2015-11-10",8.29
"372","2015-11-11",8.18
"373","2015-11-12",7.8
"374","2015-11-13",7.66
"375","2015-11-16",8
"376","2015-11-17",7.85
"377","2015-11-18",7.85
"378","2015-11-19",7.89
"379","2015-11-20",7.975
"380","2015-11-23",7.945
"381","2015-11-24",8.235
"382","2015-11-25",8.55
"383","2015-11-27",8.82
"384","2015-11-30",8.92
"385","2015-12-01",8.99
"386","2015-12-02",8.98
"387","2015-12-03",9.02
"388","2015-12-04",9.35
"389","2015-12-07",8.81
"390","2015-12-08",8.69
"391","2015-12-09",7.85
"392","2015-12-10",7.77
"393","2015-12-11",7.34
"394","2015-12-14",7.34
"395","2015-12-15",7.44
"396","2015-12-16",7.64
"397","2015-12-17",7.61
"398","2015-12-18",7.72
"399","2015-12-21",7.8
"400","2015-12-22",7.67
"401","2015-12-23",8.1
"402","2015-12-24",8.14
"403","2015-12-28",8.48
"404","2015-12-29",8.91
"405","2015-12-30",9.98
"406","2015-12-31",9.76
"407","2016-01-04",9.45
"408","2016-01-05",8.94
"409","2016-01-06",8.3
"410","2016-01-07",7.95
"411","2016-01-08",8.15
"412","2016-01-11",8.4
"413","2016-01-12",7.81
"414","2016-01-13",7.86
"415","2016-01-14",7.57
"416","2016-01-15",7.2
"417","2016-01-19",7.25
"418","2016-01-20",7.32
"419","2016-01-21",7.06
"420","2016-01-22",6.67
"421","2016-01-25",6.22
"422","2016-01-26",6.65
"423","2016-01-27",6.36
"424","2016-01-28",6.14
"425","2016-01-29",6.1
"426","2016-02-01",6.63
"427","2016-02-02",6.45
"428","2016-02-03",5.96
"429","2016-02-04",6.22
"430","2016-02-05",5.76
"431","2016-02-08",5.93
"432","2016-02-09",5.89
"433","2016-02-10",6.03
"434","2016-02-11",6.01
"435","2016-02-12",6.26
"436","2016-02-16",6.03
"437","2016-02-17",6.16
"438","2016-02-18",5.98
"439","2016-02-19",6
"440","2016-02-22",6.02
"441","2016-02-23",6.01
"442","2016-02-24",6.14
"443","2016-02-25",5.86
"444","2016-02-26",6.2
"445","2016-02-29",5.76
"446","2016-03-01",5.86
"447","2016-03-02",6.17
"448","2016-03-03",6.03
"449","2016-03-04",6.38
"450","2016-03-07",6.59
"451","2016-03-08",5.97
"452","2016-03-09",6.03
"453","2016-03-10",5.81
"454","2016-03-11",5.8
"455","2016-03-14",5.86
"456","2016-03-15",5.82
"457","2016-03-16",5.64
"458","2016-03-17",5.56
"459","2016-03-18",5.79
"460","2016-03-21",5.91
"461","2016-03-22",6.03
"462","2016-03-23",5.8
"463","2016-03-24",5.88
"464","2016-03-28",5.77
"465","2016-03-29",6.11
"466","2016-03-30",6.06
"467","2016-03-31",6.21
"468","2016-04-01",6.24
"469","2016-04-04",6.23
"470","2016-04-05",6.2
"471","2016-04-06",6.31
"472","2016-04-07",6.26
"473","2016-04-08",6.25
"474","2016-04-11",6.21
"475","2016-04-12",6.23
"476","2016-04-13",6.22
"477","2016-04-14",6.24
"478","2016-04-15",6.29
"479","2016-04-18",6.46
"480","2016-04-19",6.45
"481","2016-04-20",6.61
"482","2016-04-21",6.7
"483","2016-04-22",6.56
"484","2016-04-25",6.07
"485","2016-04-26",5.88
"486","2016-04-27",5.78
"487","2016-04-28",5.75
"488","2016-04-29",5.79
"489","2016-05-02",5.97
"490","2016-05-03",5.76
"491","2016-05-04",5.8
"492","2016-05-05",5.8
"493","2016-05-06",5.87
"494","2016-05-09",5.98
"495","2016-05-10",6.22
"496","2016-05-11",6.4
"497","2016-05-12",6.34
"498","2016-05-13",6.49
"499","2016-05-16",6.89
"500","2016-05-17",6.53
"501","2016-05-18",6.55
"502","2016-05-19",6.57
"503","2016-05-20",6.9
"504","2016-05-23",7.02
"505","2016-05-24",7.47
"506","2016-05-25",7.7
"507","2016-05-26",7.9
"508","2016-05-27",7.98
"509","2016-05-31",8
"510","2016-06-01",8.21
"511","2016-06-02",8.27
"512","2016-06-03",8.1
"513","2016-06-06",8.05
"514","2016-06-07",8.07
"515","2016-06-08",7.63
"516","2016-06-09",7.79
"517","2016-06-10",8.07
"518","2016-06-13",7.8
"519","2016-06-14",7.64
"520","2016-06-15",7.53
"521","2016-06-16",7.53
"522","2016-06-17",7.16
"523","2016-06-20",7.14
"524","2016-06-21",6.9
"525","2016-06-22",6.88
"526","2016-06-23",7.28
"527","2016-06-24",7.56
"528","2016-06-27",7.04
"529","2016-06-28",7.41
"530","2016-06-29",7.61
"531","2016-06-30",7.61
"532","2016-07-01",7.66
"533","2016-07-05",7.48
"534","2016-07-06",7.25
"535","2016-07-07",7.24
"536","2016-07-08",7.48
"537","2016-07-11",7.55
"538","2016-07-12",7.27
"539","2016-07-13",7.1
"540","2016-07-14",6.96
"541","2016-07-15",7.01
"542","2016-07-18",6.78
"543","2016-07-19",6.58
"544","2016-07-20",6.8
"545","2016-07-21",6.66
"546","2016-07-22",6.86
"547","2016-07-25",6.73
"548","2016-07-26",6.67
"549","2016-07-27",6.99
"550","2016-07-28",6.78
"551","2016-07-29",7
"552","2016-08-01",7.33
"553","2016-08-02",7.07
"554","2016-08-03",7.05
"555","2016-08-04",6.95
"556","2016-08-05",7.01
"557","2016-08-08",7.36
"558","2016-08-09",7
"559","2016-08-10",6.99
"560","2016-08-11",7.19
"561","2016-08-12",6.93
"562","2016-08-15",6.99
"563","2016-08-16",7.05
"564","2016-08-17",6.96
"565","2016-08-18",7.07
"566","2016-08-19",7
"567","2016-08-22",7.04
"568","2016-08-23",7.33
"569","2016-08-24",7.56
"570","2016-08-25",7.34
"571","2016-08-26",7.23
"572","2016-08-29",7.54
"573","2016-08-30",7.35
"574","2016-08-31",7.24
"575","2016-09-01",7.46
"576","2016-09-02",7.17
"577","2016-09-06",7.1
"578","2016-09-07",7.16
"579","2016-09-08",7.07
"580","2016-09-09",6.78
"581","2016-09-12",7.24
"582","2016-09-13",7.11
"583","2016-09-14",7.04
"584","2016-09-15",7.09
"585","2016-09-16",7.28
"586","2016-09-19",7.49
"587","2016-09-20",7.45
"588","2016-09-21",7.44
"589","2016-09-22",7.3
"590","2016-09-23",7.25
"591","2016-09-26",7.21
"592","2016-09-27",7.34
"593","2016-09-28",7.27
"594","2016-09-29",6.96
"595","2016-09-30",6.98
"596","2016-10-03",7.29
"597","2016-10-04",7
"598","2016-10-05",7.16
"599","2016-10-06",7.2
"600","2016-10-07",7.48
"601","2016-10-10",7.82
"602","2016-10-11",7.8
"603","2016-10-12",7.4
"604","2016-10-13",7.32
"605","2016-10-14",7.34
"606","2016-10-17",7.51
"607","2016-10-18",7.25
"608","2016-10-19",6.99
"609","2016-10-20",7
"610","2016-10-21",7
"611","2016-10-24",7
"612","2016-10-25",7.15
"613","2016-10-26",7.36
"614","2016-10-27",7.64
"615","2016-10-28",7.66
"616","2016-10-31",7.6
"617","2016-11-01",7.56
"618","2016-11-02",7.48
"619","2016-11-03",6.94
"620","2016-11-04",7.18
"621","2016-11-07",7.53
"622","2016-11-08",7.64
"623","2016-11-09",7.11
"624","2016-11-10",6.64
"625","2016-11-11",7.19
"626","2016-11-14",7
"627","2016-11-15",7.08
"628","2016-11-16",7.12
"629","2016-11-17",7.08
"630","2016-11-18",7.19
"631","2016-11-21",6.88
"632","2016-11-22",6.9
"633","2016-11-23",6.87
"634","2016-11-25",6.84
"635","2016-11-28",6.98
"636","2016-11-29",6.88
"637","2016-11-30",6.87
"638","2016-12-01",6.75
"639","2016-12-02",6.76
"640","2016-12-05",6.96
"641","2016-12-06",6.85
"642","2016-12-07",6.7
"643","2016-12-08",6.76
"644","2016-12-09",6.71
"645","2016-12-12",6.72
"646","2016-12-13",6.72
"647","2016-12-14",6.61
"648","2016-12-15",6.54
"649","2016-12-16",6.75
"650","2016-12-19",6.87
"651","2016-12-20",6.73
"652","2016-12-21",6.49
"653","2016-12-22",6.55
"654","2016-12-23",6.62
"655","2016-12-27",6.51
"656","2016-12-28",6.13
"657","2016-12-29",6.03
"658","2016-12-30",5.7
"659","2017-01-03",5
"660","2017-01-04",2.63
"661","2017-01-05",2.52
"662","2017-01-06",2.69
"663","2017-01-09",2.79
"664","2017-01-10",2.72
"665","2017-01-11",2.65
"666","2017-01-12",2.56
"667","2017-01-13",2.52
"668","2017-01-17",2.54
"669","2017-01-18",2.44
"670","2017-01-19",2.37
"671","2017-01-20",2.32
"672","2017-01-23",2.18
"673","2017-01-24",2.11
"674","2017-01-25",2.26
"675","2017-01-26",2.24
"676","2017-01-27",2.28
"677","2017-01-30",2.26
"678","2017-01-31",2.3
"679","2017-02-01",2.25
"680","2017-02-02",2.21
"681","2017-02-03",2.33
"682","2017-02-06",2.29
"683","2017-02-07",2.37
"684","2017-02-08",2.28
"685","2017-02-09",2.28
"686","2017-02-10",2.27
"687","2017-02-13",2.24
"688","2017-02-14",2.34
"689","2017-02-15",2.5
"690","2017-02-16",2.47
"691","2017-02-17",2.48
"692","2017-02-21",2.41
"693","2017-02-22",2.34
"694","2017-02-23",2.24
"695","2017-02-24",2.24
"696","2017-02-27",2.29
"697","2017-02-28",2.22
"698","2017-03-01",2.2
"699","2017-03-02",2.22
"700","2017-03-03",2.19
"701","2017-03-06",2.14
"702","2017-03-07",2.04
"703","2017-03-08",2.15
"704","2017-03-09",2.42
"705","2017-03-10",2.4
"706","2017-03-13",2.37
"707","2017-03-14",2.23
"708","2017-03-15",2.36
"709","2017-03-16",2.69
"710","2017-03-17",2.94
"711","2017-03-20",2.71
"712","2017-03-21",2.6
"713","2017-03-22",2.69
"714","2017-03-23",2.96
"715","2017-03-24",2.96
"716","2017-03-27",3
"717","2017-03-28",3.16
"718","2017-03-29",3.49
"719","2017-03-30",3.29
"720","2017-03-31",3.205
"721","2017-04-03",3.13
"722","2017-04-04",3.14
"723","2017-04-05",2.97
"724","2017-04-06",3.04
"725","2017-04-07",2.94
"726","2017-04-10",2.96
"727","2017-04-11",3.11
"728","2017-04-12",2.97
"729","2017-04-13",2.98
"730","2017-04-17",3.06
"731","2017-04-18",3
"732","2017-04-19",3.02
"733","2017-04-20",3.05
"734","2017-04-21",3.03
"735","2017-04-24",3.08
"736","2017-04-25",3.21
"737","2017-04-26",3.3
"738","2017-04-27",3.28
"739","2017-04-28",3.59
"740","2017-05-01",3.6
"741","2017-05-02",3.58
"742","2017-05-03",3.49
"743","2017-05-04",3.47
"744","2017-05-05",3.37
"745","2017-05-08",3.38
"746","2017-05-09",3.31
"747","2017-05-10",3.46
"748","2017-05-11",3.5
"749","2017-05-12",3.51
"750","2017-05-15",3.55
"751","2017-05-16",3.47
"752","2017-05-17",3.39
"753","2017-05-18",3.41
"754","2017-05-19",3.37
"755","2017-05-22",3.34
"756","2017-05-23",3.36
"757","2017-05-24",3.48
"758","2017-05-25",3.46
"759","2017-05-26",3.45
"760","2017-05-30",3.36
"761","2017-05-31",3.28
"762","2017-06-01",3.56
"763","2017-06-02",3.64
"764","2017-06-05",3.78
"765","2017-06-06",3.93
"766","2017-06-07",4.02
"767","2017-06-08",3.9
"768","2017-06-09",3.71
"769","2017-06-12",3.71
"770","2017-06-13",3.68
"771","2017-06-14",3.75
"772","2017-06-15",3.74
"773","2017-06-16",3.67
"774","2017-06-19",3.91
"775","2017-06-20",3.91
"776","2017-06-21",3.89
"777","2017-06-22",3.91
"778","2017-06-23",3.84
"779","2017-06-26",3.8
"780","2017-06-27",3.86
"781","2017-06-28",3.86
"782","2017-06-29",3.76
"783","2017-06-30",3.75
"784","2017-07-03",3.83
"785","2017-07-05",3.75
"786","2017-07-06",3.72
"787","2017-07-07",3.73
"788","2017-07-10",3.73
"789","2017-07-11",3.75
"790","2017-07-12",3.87
"791","2017-07-13",3.94
"792","2017-07-14",3.98
"793","2017-07-17",4.18
"794","2017-07-18",4.17
"795","2017-07-19",4.93
"796","2017-07-20",5.37
"797","2017-07-21",5.19
"798","2017-07-24",5.19
"799","2017-07-25",4.94
"800","2017-07-26",4.77
"801","2017-07-27",4.6
"802","2017-07-28",4.95
"803","2017-07-31",4.74
"804","2017-08-01",4.6
"805","2017-08-02",4.57
"806","2017-08-03",3.3
"807","2017-08-04",3.45
"808","2017-08-07",3.26
"809","2017-08-08",3.29
"810","2017-08-09",3.16
"811","2017-08-10",3.27
"812","2017-08-11",3.3
"813","2017-08-14",3.43
"814","2017-08-15",3.49
"815","2017-08-16",3.43
"816","2017-08-17",3.48
"817","2017-08-18",3.4
"818","2017-08-21",3.34
"819","2017-08-22",3.32
"820","2017-08-23",3.31
"821","2017-08-24",3.33
"822","2017-08-25",3.33
"823","2017-08-28",3.26
"824","2017-08-29",3.38
"825","2017-08-30",3.42
"826","2017-08-31",3.44
"827","2017-09-01",3.45
"828","2017-09-05",3.39
"829","2017-09-06",3.34
"830","2017-09-07",3.39
"831","2017-09-08",3.47
"832","2017-09-11",3.52
"833","2017-09-12",3.53
"834","2017-09-13",3.5
"835","2017-09-14",3.76
"836","2017-09-15",3.83
"837","2017-09-18",3.73
"838","2017-09-19",3.63
"839","2017-09-20",3.73
"840","2017-09-21",3.77
"841","2017-09-22",4.01
"842","2017-09-25",4.03
"843","2017-09-26",4.04
"844","2017-09-27",4.3
"845","2017-09-28",4.14
"846","2017-09-29",4.46
"847","2017-10-02",4.86
"848","2017-10-03",4.77
"849","2017-10-04",4.85
"850","2017-10-05",4.98
"851","2017-10-06",5.29
"852","2017-10-09",5.09
"853","2017-10-10",4.98
"854","2017-10-11",5.15
"855","2017-10-12",5.31
"856","2017-10-13",5.02
"857","2017-10-16",4.86
"858","2017-10-17",5.13
"859","2017-10-18",5.05
"860","2017-10-19",5.04
"861","2017-10-20",4.99
"862","2017-10-23",5
"863","2017-10-24",5.01
"864","2017-10-25",4.88
"865","2017-10-26",4.6
"866","2017-10-27",4.61
"867","2017-10-30",4.51
"868","2017-10-31",4.75
"869","2017-11-01",4.75
"870","2017-11-02",4.5
"871","2017-11-03",4.62
"872","2017-11-06",4.68
"873","2017-11-07",4.67
"874","2017-11-08",4.57
"875","2017-11-09",4.51
"876","2017-11-10",4.59
"877","2017-11-13",4.32
"878","2017-11-14",4.4
"879","2017-11-15",4.45
"880","2017-11-16",4.47
"881","2017-11-17",4.57
"882","2017-11-20",4.85
"883","2017-11-21",5.04
"884","2017-11-22",5.16
"885","2017-11-24",5.17
"886","2017-11-27",5.12
"887","2017-11-28",5.14
"888","2017-11-29",5.01
"889","2017-11-30",5.01
"890","2017-12-01",4.99
"891","2017-12-04",5.02
"892","2017-12-05",4.88
"893","2017-12-06",4.56
"894","2017-12-07",4.74
"895","2017-12-08",4.68
"896","2017-12-11",4.95
"897","2017-12-12",4.86
"898","2017-12-13",4.71
"899","2017-12-14",4.54
"900","2017-12-15",4.77
"901","2017-12-18",4.62
"902","2017-12-19",4.44
"903","2017-12-20",4.76
"904","2017-12-21",4.76
"905","2017-12-22",2.52
"906","2017-12-26",2.95
"907","2017-12-27",2.84
"908","2017-12-28",2.76
"909","2017-12-29",2.69
"910","2018-01-02",2.77
"911","2018-01-03",2.88
"912","2018-01-04",2.81
"913","2018-01-05",2.84
"914","2018-01-08",2.81
"915","2018-01-09",3.12
"916","2018-01-10",3.06
"917","2018-01-11",3.22
"918","2018-01-12",3.28
"919","2018-01-16",3.49
"920","2018-01-17",3.32
"921","2018-01-18",3.47
"922","2018-01-19",3.54
"923","2018-01-22",3.5
"924","2018-01-23",3.495
"925","2018-01-24",3.46
"926","2018-01-25",3.32
"927","2018-01-26",3.39
"928","2018-01-29",3.36
"929","2018-01-30",3.27
"930","2018-01-31",3.28
"931","2018-02-01",3.26
"932","2018-02-02",3.27
"933","2018-02-05",3.19
"934","2018-02-06",3.25
"935","2018-02-07",3.29
"936","2018-02-08",3.27
"937","2018-02-09",3.4
"938","2018-02-12",3.4
"939","2018-02-13",3.44
"940","2018-02-14",3.7
"941","2018-02-15",3.65
"942","2018-02-16",3.69
"943","2018-02-20",3.58
"944","2018-02-21",3.6
"945","2018-02-22",3.67
"946","2018-02-23",3.65
"947","2018-02-26",3.75
"948","2018-02-27",3.65
"949","2018-02-28",3.63
"950","2018-03-01",3.61
"951","2018-03-02",3.71
"952","2018-03-05",3.83
"953","2018-03-06",3.7
"954","2018-03-07",3.78
"955","2018-03-08",3.8
"956","2018-03-09",3.7
"957","2018-03-12",3.64
"958","2018-03-13",3.44
"959","2018-03-14",3.37
"960","2018-03-15",3.19
"961","2018-03-16",3.03
"962","2018-03-19",2.92
"963","2018-03-20",2.86
"964","2018-03-21",2.9
"965","2018-03-22",2.93
"966","2018-03-23",2.87
"967","2018-03-26",2.7
"968","2018-03-27",2.67
"969","2018-03-28",2.42
"970","2018-03-29",2.57
"971","2018-04-02",2.53
"972","2018-04-03",2.71
"973","2018-04-04",2.87
"974","2018-04-05",2.76
"975","2018-04-06",2.67
"976","2018-04-09",2.75
"977","2018-04-10",2.93
"978","2018-04-11",2.92
"979","2018-04-12",2.92
"980","2018-04-13",2.95
"981","2018-04-16",2.91
"982","2018-04-17",2.86
"983","2018-04-18",2.86
"984","2018-04-19",2.9
"985","2018-04-20",2.73
"986","2018-04-23",2.71
"987","2018-04-24",2.89
"988","2018-04-25",2.83
"989","2018-04-26",2.78
"990","2018-04-27",2.82
"991","2018-04-30",2.83
"992","2018-05-01",2.92
"993","2018-05-02",2.88
"994","2018-05-03",2.7
"995","2018-05-04",2.72
"996","2018-05-07",2.9
"997","2018-05-08",2.83
"998","2018-05-09",2.77
"999","2018-05-10",2.69
"1000","2018-05-11",2.68
"1001","2018-05-14",2.66
"1002","2018-05-15",2.66
