"","date","REGI"
"122","2012-07-12",7.84
"123","2012-07-13",8.03
"124","2012-07-16",8.15
"125","2012-07-17",8.43
"126","2012-07-18",7.98
"127","2012-07-19",7.25
"128","2012-07-20",6.61
"129","2012-07-23",6.28
"130","2012-07-24",5.93
"131","2012-07-25",5.63
"132","2012-07-26",5.49
"133","2012-07-27",5.5
"134","2012-07-30",5.24
"135","2012-07-31",4.95
"136","2012-08-01",5.01
"137","2012-08-02",4.98
"138","2012-08-03",5.08
"139","2012-08-06",4.95
"140","2012-08-07",5.19
"141","2012-08-08",5.11
"142","2012-08-09",5.11
"143","2012-08-10",4.86
"144","2012-08-13",4.74
"145","2012-08-14",4.7
"146","2012-08-15",5.98
"147","2012-08-16",6.36
"148","2012-08-17",6.46
"149","2012-08-20",6.24
"150","2012-08-21",5.78
"151","2012-08-22",5.69
"152","2012-08-23",5.42
"153","2012-08-24",5.5
"154","2012-08-27",5.5
"155","2012-08-28",5.43
"156","2012-08-29",5.35
"157","2012-08-30",5.32
"158","2012-08-31",5.32
"159","2012-09-04",5.3
"160","2012-09-05",5.29
"161","2012-09-06",5.36
"162","2012-09-07",5.36
"163","2012-09-10",5.41
"164","2012-09-11",5.58
"165","2012-09-12",5.5
"166","2012-09-13",5.41
"167","2012-09-14",6.11
"168","2012-09-17",8.26
"169","2012-09-18",7.74
"170","2012-09-19",8.2
"171","2012-09-20",7.99
"172","2012-09-21",8.16
"173","2012-09-24",7.93
"174","2012-09-25",6.95
"175","2012-09-26",6.83
"176","2012-09-27",6.91
"177","2012-09-28",6.68
"178","2012-10-01",6.76
"179","2012-10-02",6.76
"180","2012-10-03",6.88
"181","2012-10-04",7.19
"182","2012-10-05",7.12
"183","2012-10-08",5.58
"184","2012-10-09",5.16
"185","2012-10-10",5.24
"186","2012-10-11",5.52
"187","2012-10-12",5.4
"188","2012-10-15",5.4
"189","2012-10-16",5.04
"190","2012-10-17",5.19
"191","2012-10-18",4.96
"192","2012-10-19",4.88
"193","2012-10-22",4.88
"194","2012-10-23",4.77
"195","2012-10-24",4.6
"196","2012-10-25",4.78
"197","2012-10-26",4.81
"198","2012-10-31",4.93
"199","2012-11-01",5.15
"200","2012-11-02",5.02
"201","2012-11-05",4.98
"202","2012-11-06",5
"203","2012-11-07",5.07
"204","2012-11-08",5
"205","2012-11-09",4.88
"206","2012-11-12",4.97
"207","2012-11-13",5.07
"208","2012-11-14",5.14
"209","2012-11-15",5.02
"210","2012-11-16",5.12
"211","2012-11-19",5.23
"212","2012-11-20",5.41
"213","2012-11-21",5.21
"214","2012-11-23",5.25
"215","2012-11-26",5.5
"216","2012-11-27",5.43
"217","2012-11-28",5.52
"218","2012-11-29",5.69
"219","2012-11-30",5.92
"220","2012-12-03",6.24
"221","2012-12-04",6.18
"222","2012-12-05",6.09
"223","2012-12-06",5.9
"224","2012-12-07",6.15
"225","2012-12-10",6.25
"226","2012-12-11",6.25
"227","2012-12-12",6.22
"228","2012-12-13",6.15
"229","2012-12-14",6.25
"230","2012-12-17",6.22
"231","2012-12-18",5.74
"232","2012-12-19",5.84
"233","2012-12-20",5.84
"234","2012-12-21",5.77
"235","2012-12-24",5.46
"236","2012-12-26",5.66
"237","2012-12-27",5.59
"238","2012-12-28",5.89
"239","2012-12-31",5.86
"240","2013-01-02",6.39
"241","2013-01-03",6.88
"242","2013-01-04",6.82
"243","2013-01-07",6.68
"244","2013-01-08",6.55
"245","2013-01-09",6.6
"246","2013-01-10",6.28
"247","2013-01-11",6.34
"248","2013-01-14",6.11
"249","2013-01-15",6.3
"250","2013-01-16",6.32
"251","2013-01-17",6.4
"252","2013-01-18",6.42
"253","2013-01-22",6.65
"254","2013-01-23",6.49
"255","2013-01-24",6.34
"256","2013-01-25",6.17
"257","2013-01-28",6.35
"258","2013-01-29",6.51
"259","2013-01-30",6.47
"260","2013-01-31",6.78
"261","2013-02-01",6.94
"262","2013-02-04",7.27
"263","2013-02-05",7.33
"264","2013-02-06",7.4
"265","2013-02-07",7.82
"266","2013-02-08",7.51
"267","2013-02-11",7.66
"268","2013-02-12",7.54
"269","2013-02-13",7.54
"270","2013-02-14",7.61
"271","2013-02-15",7.26
"272","2013-02-19",7.77
"273","2013-02-20",7.22
"274","2013-02-21",7.17
"275","2013-02-22",7.35
"276","2013-02-25",7.32
"277","2013-02-26",7.2
"278","2013-02-27",7.23
"279","2013-02-28",7.39
"280","2013-03-01",7.44
"281","2013-03-04",7.6
"282","2013-03-05",6.01
"283","2013-03-06",6.7
"284","2013-03-07",6.93
"285","2013-03-08",6.77
"286","2013-03-11",7.41
"287","2013-03-12",7.59
"288","2013-03-13",7.9
"289","2013-03-14",8.01
"290","2013-03-15",7.94
"291","2013-03-18",7.93
"292","2013-03-19",7.83
"293","2013-03-20",7.72
"294","2013-03-21",7.76
"295","2013-03-22",7.16
"296","2013-03-25",7.5
"297","2013-03-26",7.48
"298","2013-03-27",8.09
"299","2013-03-28",7.69
"300","2013-04-01",7.9
"301","2013-04-02",8.08
"302","2013-04-03",7.9
"303","2013-04-04",7.92
"304","2013-04-05",8.29
"305","2013-04-08",8.5
"306","2013-04-09",9.27
"307","2013-04-10",9.43
"308","2013-04-11",9.33
"309","2013-04-12",9.32
"310","2013-04-15",8.58
"311","2013-04-16",8.87
"312","2013-04-17",8.8
"313","2013-04-18",9.1
"314","2013-04-19",9.05
"315","2013-04-22",9.43
"316","2013-04-23",9.5
"317","2013-04-24",9.49
"318","2013-04-25",9.72
"319","2013-04-26",9.91
"320","2013-04-29",9.79
"321","2013-04-30",9.83
"322","2013-05-01",9.91
"323","2013-05-02",11.35
"324","2013-05-03",11.85
"325","2013-05-06",12.03
"326","2013-05-07",11.97
"327","2013-05-08",12.28
"328","2013-05-09",12.75
"329","2013-05-10",12.48
"330","2013-05-13",12.99
"331","2013-05-14",13.11
"332","2013-05-15",13.17
"333","2013-05-16",13.23
"334","2013-05-17",13.25
"335","2013-05-20",14.44
"336","2013-05-21",14.21
"337","2013-05-22",13.42
"338","2013-05-23",13.61
"339","2013-05-24",13.58
"340","2013-05-28",13.64
"341","2013-05-29",13.79
"342","2013-05-30",13.83
"343","2013-05-31",13.53
"344","2013-06-03",12.99
"345","2013-06-04",13.59
"346","2013-06-05",13.18
"347","2013-06-06",13.23
"348","2013-06-07",12.89
"349","2013-06-10",13.31
"350","2013-06-11",13.07
"351","2013-06-12",12.73
"352","2013-06-13",12.96
"353","2013-06-14",12.86
"354","2013-06-17",13.22
"355","2013-06-18",12.97
"356","2013-06-19",13.25
"357","2013-06-20",12.87
"358","2013-06-21",13.55
"359","2013-06-24",12.99
"360","2013-06-25",13.12
"361","2013-06-26",13.98
"362","2013-06-27",14.67
"363","2013-06-28",14.23
"364","2013-07-01",14.33
"365","2013-07-02",14.3
"366","2013-07-03",14.56
"367","2013-07-05",14.63
"368","2013-07-08",15.49
"369","2013-07-09",15.27
"370","2013-07-10",14.72
"371","2013-07-11",14.01
"372","2013-07-12",14.38
"373","2013-07-15",14.45
"374","2013-07-16",14.19
"375","2013-07-17",14.14
"376","2013-07-18",14.15
"377","2013-07-19",13.76
"378","2013-07-22",13.91
"379","2013-07-23",13.93
"380","2013-07-24",14.02
"381","2013-07-25",14.16
"382","2013-07-26",14.06
"383","2013-07-29",14.14
"384","2013-07-30",13.98
"385","2013-07-31",15.59
"386","2013-08-01",15.62
"387","2013-08-02",14.84
"388","2013-08-05",15.29
"389","2013-08-06",15.44
"390","2013-08-07",15.32
"391","2013-08-08",15.42
"392","2013-08-09",15.57
"393","2013-08-12",15.6
"394","2013-08-13",15.98
"395","2013-08-14",15.77
"396","2013-08-15",15.29
"397","2013-08-16",15.11
"398","2013-08-19",12.88
"399","2013-08-20",14.4
"400","2013-08-21",14.03
"401","2013-08-22",14.39
"402","2013-08-23",14.6
"403","2013-08-26",15.29
"404","2013-08-27",14.64
"405","2013-08-28",15.25
"406","2013-08-29",15.86
"407","2013-08-30",15.45
"408","2013-09-03",16
"409","2013-09-04",15.6
"410","2013-09-05",15.86
"411","2013-09-06",15.62
"412","2013-09-09",15.88
"413","2013-09-10",15.16
"414","2013-09-11",14.68
"415","2013-09-12",14.79
"416","2013-09-13",15.39
"417","2013-09-16",15.15
"418","2013-09-17",15.67
"419","2013-09-18",15.51
"420","2013-09-19",15.47
"421","2013-09-20",15.25
"422","2013-09-23",15.26
"423","2013-09-24",15.48
"424","2013-09-25",15.49
"425","2013-09-26",15.4
"426","2013-09-27",15.15
"427","2013-09-30",15.15
"428","2013-10-01",15.77
"429","2013-10-02",15.32
"430","2013-10-03",15.12
"431","2013-10-04",15.52
"432","2013-10-07",15.08
"433","2013-10-08",14.03
"434","2013-10-09",14.35
"435","2013-10-10",13.91
"436","2013-10-11",13.8
"437","2013-10-14",13.76
"438","2013-10-15",13.67
"439","2013-10-16",13.9
"440","2013-10-17",13.79
"441","2013-10-18",13.56
"442","2013-10-21",13.53
"443","2013-10-22",12.97
"444","2013-10-23",12.86
"445","2013-10-24",13.13
"446","2013-10-25",11.34
"447","2013-10-28",11.3
"448","2013-10-29",11.12
"449","2013-10-30",11.3
"450","2013-10-31",10.91
"451","2013-11-01",11.37
"452","2013-11-04",11.55
"453","2013-11-05",11.77
"454","2013-11-06",13
"455","2013-11-07",13
"456","2013-11-08",13.34
"457","2013-11-11",13.99
"458","2013-11-12",13.92
"459","2013-11-13",14.17
"460","2013-11-14",14.06
"461","2013-11-15",13.38
"462","2013-11-18",11.42
"463","2013-11-19",11.01
"464","2013-11-20",11.17
"465","2013-11-21",11.24
"466","2013-11-22",11.01
"467","2013-11-25",10.81
"468","2013-11-26",11.24
"469","2013-11-27",11.27
"470","2013-11-29",11.37
"471","2013-12-02",11.27
"472","2013-12-03",11.18
"473","2013-12-04",11.3
"474","2013-12-05",11.21
"475","2013-12-06",11.26
"476","2013-12-09",10.81
"477","2013-12-10",10.89
"478","2013-12-11",10.36
"479","2013-12-12",10.26
"480","2013-12-13",10.51
"481","2013-12-16",10.61
"482","2013-12-17",10.56
"483","2013-12-18",11.1
"484","2013-12-19",10.97
"485","2013-12-20",11.26
"486","2013-12-23",11.46
"487","2013-12-24",11.8
"488","2013-12-26",11.36
"489","2013-12-27",11.84
"490","2013-12-30",12.03
"491","2013-12-31",11.46
"492","2014-01-02",11.84
"493","2014-01-03",11.79
"494","2014-01-06",11.47
"495","2014-01-07",11.26
"496","2014-01-08",10.9
"497","2014-01-09",10.63
"498","2014-01-10",10.64
"499","2014-01-13",10.51
"500","2014-01-14",10.74
"501","2014-01-15",10.79
"502","2014-01-16",10.92
"503","2014-01-17",10.88
"504","2014-01-21",11.28
"505","2014-01-22",11.77
"506","2014-01-23",10.53
"507","2014-01-24",10.3
"508","2014-01-27",10.03
"509","2014-01-28",10.01
"510","2014-01-29",10.15
"511","2014-01-30",10.26
"512","2014-01-31",10.01
"513","2014-02-03",9.72
"514","2014-02-04",9.94
"515","2014-02-05",10.02
"516","2014-02-06",10.16
"517","2014-02-07",10.34
"518","2014-02-10",10.26
"519","2014-02-11",10.27
"520","2014-02-12",10.23
"521","2014-02-13",10.36
"522","2014-02-14",10.97
"523","2014-02-18",11.42
"524","2014-02-19",11.4
"525","2014-02-20",11.4
"526","2014-02-21",11.27
"527","2014-02-24",11.71
"528","2014-02-25",11.54
"529","2014-02-26",11.52
"530","2014-02-27",11.89
"531","2014-02-28",11.67
"532","2014-03-03",11.24
"533","2014-03-04",11.5
"534","2014-03-05",11.34
"535","2014-03-06",11.43
"536","2014-03-07",11.48
"537","2014-03-10",11.34
"538","2014-03-11",10.73
"539","2014-03-12",11.23
"540","2014-03-13",11.09
"541","2014-03-14",11.41
"542","2014-03-17",11.37
"543","2014-03-18",11.96
"544","2014-03-19",11.98
"545","2014-03-20",11.99
"546","2014-03-21",12
"547","2014-03-24",11.83
"548","2014-03-25",11.74
"549","2014-03-26",11.15
"550","2014-03-27",11.2
"551","2014-03-28",11.52
"552","2014-03-31",11.99
"553","2014-04-01",12.04
"554","2014-04-02",12.06
"555","2014-04-03",12.01
"556","2014-04-04",11.72
"557","2014-04-07",11.68
"558","2014-04-08",11.79
"559","2014-04-09",11.99
"560","2014-04-10",11.98
"561","2014-04-11",11.85
"562","2014-04-14",11.91
"563","2014-04-15",12.2
"564","2014-04-16",12.58
"565","2014-04-17",11.89
"566","2014-04-21",11.59
"567","2014-04-22",11.44
"568","2014-04-23",12.08
"569","2014-04-24",12.03
"570","2014-04-25",11.74
"571","2014-04-28",11.48
"572","2014-04-29",11.46
"573","2014-04-30",11.77
"574","2014-05-01",11.56
"575","2014-05-02",11.57
"576","2014-05-05",11.75
"577","2014-05-06",11.25
"578","2014-05-07",10.4
"579","2014-05-08",10.06
"580","2014-05-09",10.1
"581","2014-05-12",10.13
"582","2014-05-13",10.2
"583","2014-05-14",10.12
"584","2014-05-15",10.12
"585","2014-05-16",10.3
"586","2014-05-19",10.17
"587","2014-05-20",10.05
"588","2014-05-21",10.15
"589","2014-05-22",10.31
"590","2014-05-23",11.45
"591","2014-05-27",11.01
"592","2014-05-28",10.94
"593","2014-05-29",10.01
"594","2014-05-30",9.89
"595","2014-06-02",9.83
"596","2014-06-03",9.97
"597","2014-06-04",10.07
"598","2014-06-05",10.15
"599","2014-06-06",10.2
"600","2014-06-09",10.45
"601","2014-06-10",10.41
"602","2014-06-11",10.31
"603","2014-06-12",10.17
"604","2014-06-13",10.36
"605","2014-06-16",10.82
"606","2014-06-17",11.11
"607","2014-06-18",10.98
"608","2014-06-19",11.22
"609","2014-06-20",11.36
"610","2014-06-23",11.2
"611","2014-06-24",11.35
"612","2014-06-25",11.45
"613","2014-06-26",11.43
"614","2014-06-27",11.5
"615","2014-06-30",11.47
"616","2014-07-01",11.43
"617","2014-07-02",11.39
"618","2014-07-03",11.64
"619","2014-07-07",11.7
"620","2014-07-08",11.41
"621","2014-07-09",11.3
"622","2014-07-10",11.28
"623","2014-07-11",11.18
"624","2014-07-14",11.22
"625","2014-07-15",10.93
"626","2014-07-16",10.96
"627","2014-07-17",10.89
"628","2014-07-18",11.01
"629","2014-07-21",11.03
"630","2014-07-22",11.16
"631","2014-07-23",11.3
"632","2014-07-24",10.9
"633","2014-07-25",10.86
"634","2014-07-28",10.85
"635","2014-07-29",10.88
"636","2014-07-30",11.16
"637","2014-07-31",11.2
"638","2014-08-01",11.41
"639","2014-08-04",11.7
"640","2014-08-05",11.5
"641","2014-08-06",11.48
"642","2014-08-07",11.56
"643","2014-08-08",11.65
"644","2014-08-11",11.72
"645","2014-08-12",11.36
"646","2014-08-13",11.48
"647","2014-08-14",11.57
"648","2014-08-15",11.64
"649","2014-08-18",11.96
"650","2014-08-19",11.96
"651","2014-08-20",11.88
"652","2014-08-21",11.71
"653","2014-08-22",11.88
"654","2014-08-25",11.97
"655","2014-08-26",11.8
"656","2014-08-27",11.99
"657","2014-08-28",11.81
"658","2014-08-29",12.16
"659","2014-09-02",12.19
"660","2014-09-03",11.64
"661","2014-09-04",11.17
"662","2014-09-05",11.04
"663","2014-09-08",11.28
"664","2014-09-09",11.07
"665","2014-09-10",11.14
"666","2014-09-11",11.02
"667","2014-09-12",11.01
"668","2014-09-15",10.96
"669","2014-09-16",10.73
"670","2014-09-17",10.61
"671","2014-09-18",10.64
"672","2014-09-19",10.6
"673","2014-09-22",10.44
"674","2014-09-23",10.27
"675","2014-09-24",10.33
"676","2014-09-25",10.07
"677","2014-09-26",10.3
"678","2014-09-29",10.37
"679","2014-09-30",10.15
"680","2014-10-01",9.91
"681","2014-10-02",10.01
"682","2014-10-03",10.16
"683","2014-10-06",10.01
"684","2014-10-07",10
"685","2014-10-08",10.25
"686","2014-10-09",10.22
"687","2014-10-10",9.69
"688","2014-10-13",9.47
"689","2014-10-14",9.6
"690","2014-10-15",10
"691","2014-10-16",10.3
"692","2014-10-17",10.18
"693","2014-10-20",10.46
"694","2014-10-21",10.6
"695","2014-10-22",10.12
"696","2014-10-23",10.17
"697","2014-10-24",10.07
"698","2014-10-27",9.97
"699","2014-10-28",10.3
"700","2014-10-29",10.23
"701","2014-10-30",10.41
"702","2014-10-31",10.53
"703","2014-11-03",10.52
"704","2014-11-04",9.84
"705","2014-11-05",10.01
"706","2014-11-06",10.38
"707","2014-11-07",10.31
"708","2014-11-10",10.08
"709","2014-11-11",9.99
"710","2014-11-12",10.35
"711","2014-11-13",9.69
"712","2014-11-14",10.14
"713","2014-11-17",10.12
"714","2014-11-18",10.2
"715","2014-11-19",10.26
"716","2014-11-20",10.75
"717","2014-11-21",10.6
"718","2014-11-24",10.28
"719","2014-11-25",10.17
"720","2014-11-26",10.15
"721","2014-11-28",9.52
"722","2014-12-01",9.12
"723","2014-12-02",9.5
"724","2014-12-03",10.46
"725","2014-12-04",9.82
"726","2014-12-05",9.85
"727","2014-12-08",9.71
"728","2014-12-09",10.08
"729","2014-12-10",9.56
"730","2014-12-11",9.31
"731","2014-12-12",9.16
"732","2014-12-15",8.89
"733","2014-12-16",9.11
"734","2014-12-17",9.64
"735","2014-12-18",9.63
"736","2014-12-19",10
"737","2014-12-22",9.71
"738","2014-12-23",9.72
"739","2014-12-24",9.67
"740","2014-12-26",9.66
"741","2014-12-29",9.78
"742","2014-12-30",9.82
"743","2014-12-31",9.71
"744","2015-01-02",9.79
"745","2015-01-05",9.55
"746","2015-01-06",9.12
"747","2015-01-07",9.19
"748","2015-01-08",9.43
"749","2015-01-09",9.31
"750","2015-01-12",9.29
"751","2015-01-13",9.2
"752","2015-01-14",9.2
"753","2015-01-15",8.95
"754","2015-01-16",9.07
"755","2015-01-20",9.01
"756","2015-01-21",8.97
"757","2015-01-22",9
"758","2015-01-23",8.9
"759","2015-01-26",8.95
"760","2015-01-27",8.9
"761","2015-01-28",8.6
"762","2015-01-29",8.77
"763","2015-01-30",8.74
"764","2015-02-02",8.95
"765","2015-02-03",9
"766","2015-02-04",8.9
"767","2015-02-05",9
"768","2015-02-06",8.57
"769","2015-02-09",8.76
"770","2015-02-10",8.76
"771","2015-02-11",8.56
"772","2015-02-12",8.75
"773","2015-02-13",8.54
"774","2015-02-17",8.6
"775","2015-02-18",8.44
"776","2015-02-19",8.62
"777","2015-02-20",8.96
"778","2015-02-23",8.63
"779","2015-02-24",8.99
"780","2015-02-25",8.88
"781","2015-02-26",8.89
"782","2015-02-27",8.92
"783","2015-03-02",9.13
"784","2015-03-03",9.14
"785","2015-03-04",9.56
"786","2015-03-05",9.42
"787","2015-03-06",9.15
"788","2015-03-09",9.46
"789","2015-03-10",9.4
"790","2015-03-11",9.44
"791","2015-03-12",9.54
"792","2015-03-13",9.55
"793","2015-03-16",9.32
"794","2015-03-17",9.44
"795","2015-03-18",9.79
"796","2015-03-19",9.62
"797","2015-03-20",9.66
"798","2015-03-23",9.66
"799","2015-03-24",9.52
"800","2015-03-25",9.36
"801","2015-03-26",9.44
"802","2015-03-27",9.4
"803","2015-03-30",9.56
"804","2015-03-31",9.22
"805","2015-04-01",9.6
"806","2015-04-02",9.36
"807","2015-04-06",9.47
"808","2015-04-07",9.44
"809","2015-04-08",9.24
"810","2015-04-09",9.1
"811","2015-04-10",9.33
"812","2015-04-13",9.1
"813","2015-04-14",9.27
"814","2015-04-15",9.23
"815","2015-04-16",9.22
"816","2015-04-17",8.93
"817","2015-04-20",9.11
"818","2015-04-21",8.86
"819","2015-04-22",8.94
"820","2015-04-23",9.14
"821","2015-04-24",9.2
"822","2015-04-27",9.34
"823","2015-04-28",9.3
"824","2015-04-29",9.52
"825","2015-04-30",9.21
"826","2015-05-01",9.08
"827","2015-05-04",9.01
"828","2015-05-05",8.81
"829","2015-05-06",8.67
"830","2015-05-07",8.86
"831","2015-05-08",8.77
"832","2015-05-11",8.67
"833","2015-05-12",8.87
"834","2015-05-13",9.03
"835","2015-05-14",9.07
"836","2015-05-15",9.27
"837","2015-05-18",9.53
"838","2015-05-19",9.58
"839","2015-05-20",9.57
"840","2015-05-21",9.7
"841","2015-05-22",9.87
"842","2015-05-26",9.93
"843","2015-05-27",9.99
"844","2015-05-28",10.21
"845","2015-05-29",10.63
"846","2015-06-01",12.38
"847","2015-06-02",12.27
"848","2015-06-03",11.94
"849","2015-06-04",12.01
"850","2015-06-05",12.2
"851","2015-06-08",12.07
"852","2015-06-09",12.25
"853","2015-06-10",12.46
"854","2015-06-11",12.34
"855","2015-06-12",12.2
"856","2015-06-15",12.32
"857","2015-06-16",12.26
"858","2015-06-17",11.95
"859","2015-06-18",11.83
"860","2015-06-19",11.89
"861","2015-06-22",11.87
"862","2015-06-23",12.17
"863","2015-06-24",11.88
"864","2015-06-25",11.99
"865","2015-06-26",11.7
"866","2015-06-29",11.46
"867","2015-06-30",11.56
"868","2015-07-01",11.73
"869","2015-07-02",11.84
"870","2015-07-06",11.88
"871","2015-07-07",11.64
"872","2015-07-08",11.25
"873","2015-07-09",11.23
"874","2015-07-10",11.31
"875","2015-07-13",11.53
"876","2015-07-14",11.32
"877","2015-07-15",11.01
"878","2015-07-16",10.98
"879","2015-07-17",11.01
"880","2015-07-20",10.94
"881","2015-07-21",10.65
"882","2015-07-22",10.76
"883","2015-07-23",10.63
"884","2015-07-24",10.31
"885","2015-07-27",10.28
"886","2015-07-28",10.39
"887","2015-07-29",10.42
"888","2015-07-30",10.35
"889","2015-07-31",10.2
"890","2015-08-03",10.2
"891","2015-08-04",10.14
"892","2015-08-05",10
"893","2015-08-06",9.97
"894","2015-08-07",9.77
"895","2015-08-10",10.03
"896","2015-08-11",9.75
"897","2015-08-12",9.9
"898","2015-08-13",9.71
"899","2015-08-14",9.7
"900","2015-08-17",9.64
"901","2015-08-18",9.32
"902","2015-08-19",9.14
"903","2015-08-20",9.05
"904","2015-08-21",8.76
"905","2015-08-24",8.12
"906","2015-08-25",7.67
"907","2015-08-26",7.3
"908","2015-08-27",7.88
"909","2015-08-28",8.45
"910","2015-08-31",8.42
"911","2015-09-01",8.32
"912","2015-09-02",8.45
"913","2015-09-03",8.51
"914","2015-09-04",8.3
"915","2015-09-08",8.5
"916","2015-09-09",8.46
"917","2015-09-10",8.45
"918","2015-09-11",7.82
"919","2015-09-14",7.65
"920","2015-09-15",7.8
"921","2015-09-16",8.05
"922","2015-09-17",7.94
"923","2015-09-18",8.01
"924","2015-09-21",8.04
"925","2015-09-22",7.79
"926","2015-09-23",8.14
"927","2015-09-24",8.55
"928","2015-09-25",8.58
"929","2015-09-28",8.31
"930","2015-09-29",8
"931","2015-09-30",8.28
"932","2015-10-01",8.22
"933","2015-10-02",8.69
"934","2015-10-05",8.99
"935","2015-10-06",9.42
"936","2015-10-07",9.41
"937","2015-10-08",9.46
"938","2015-10-09",9.44
"939","2015-10-12",9.22
"940","2015-10-13",9.11
"941","2015-10-14",8.47
"942","2015-10-15",7.72
"943","2015-10-16",7.71
"944","2015-10-19",7.82
"945","2015-10-20",8.06
"946","2015-10-21",7.64
"947","2015-10-22",7.67
"948","2015-10-23",7.61
"949","2015-10-26",7.47
"950","2015-10-27",7.62
"951","2015-10-28",7.97
"952","2015-10-29",7.92
"953","2015-10-30",7.89
"954","2015-11-02",8.04
"955","2015-11-03",8.1
"956","2015-11-04",8.21
"957","2015-11-05",8.18
"958","2015-11-06",8.19
"959","2015-11-09",7.87
"960","2015-11-10",7.94
"961","2015-11-11",7.85
"962","2015-11-12",7.33
"963","2015-11-13",7.66
"964","2015-11-16",7.66
"965","2015-11-17",7.45
"966","2015-11-18",7.75
"967","2015-11-19",7.73
"968","2015-11-20",7.91
"969","2015-11-23",7.89
"970","2015-11-24",7.99
"971","2015-11-25",8.42
"972","2015-11-27",8.46
"973","2015-11-30",9.01
"974","2015-12-01",8.88
"975","2015-12-02",8.73
"976","2015-12-03",8.72
"977","2015-12-04",8.89
"978","2015-12-07",8.34
"979","2015-12-08",8.31
"980","2015-12-09",8.63
"981","2015-12-10",8.69
"982","2015-12-11",8.38
"983","2015-12-14",8.27
"984","2015-12-15",8.46
"985","2015-12-16",8.88
"986","2015-12-17",8.61
"987","2015-12-18",8.64
"988","2015-12-21",9.12
"989","2015-12-22",9.26
"990","2015-12-23",9.22
"991","2015-12-24",9.41
"992","2015-12-28",9.2
"993","2015-12-29",9.43
"994","2015-12-30",9.25
"995","2015-12-31",9.29
"996","2016-01-04",9.2
"997","2016-01-05",9.08
"998","2016-01-06",8.95
"999","2016-01-07",8.63
"1000","2016-01-08",8.35
