"","date","INSM"
"239","2007-12-12",10
"240","2007-12-13",9.3
"241","2007-12-14",9.4
"242","2007-12-17",9.1
"243","2007-12-18",9
"244","2007-12-19",8.9
"245","2007-12-20",9.1
"246","2007-12-21",8.9
"247","2007-12-24",8.9
"248","2007-12-26",8.9
"249","2007-12-27",8.9
"250","2007-12-28",8.7
"251","2007-12-31",8.3
"252","2008-01-02",8.3
"253","2008-01-03",9.1
"254","2008-01-04",8.2
"255","2008-01-07",8.4
"256","2008-01-08",8.4
"257","2008-01-09",8.3
"258","2008-01-10",8.2
"259","2008-01-11",8.1
"260","2008-01-14",8.5
"261","2008-01-15",8.2
"262","2008-01-16",7.9
"263","2008-01-17",7.2
"264","2008-01-18",6.8
"265","2008-01-22",7.3
"266","2008-01-23",7.2
"267","2008-01-24",7.7
"268","2008-01-25",8
"269","2008-01-28",8
"270","2008-01-29",7.7
"271","2008-01-30",7.7
"272","2008-01-31",7.4
"273","2008-02-01",7.9
"274","2008-02-04",8.3
"275","2008-02-05",8.8
"276","2008-02-06",8.2
"277","2008-02-07",8.5
"278","2008-02-08",8.1
"279","2008-02-11",8.3
"280","2008-02-12",8.3
"281","2008-02-13",8.6
"282","2008-02-14",8.9
"283","2008-02-15",8.8
"284","2008-02-19",8.5
"285","2008-02-20",8.5
"286","2008-02-21",8.4
"287","2008-02-22",7.9
"288","2008-02-25",8.2
"289","2008-02-26",8
"290","2008-02-27",8.1
"291","2008-02-28",8
"292","2008-02-29",7.8
"293","2008-03-03",7.9
"294","2008-03-04",7.5
"295","2008-03-05",7.7
"296","2008-03-06",7.6
"297","2008-03-07",7.4
"298","2008-03-10",7.3
"299","2008-03-11",7.5
"300","2008-03-12",7.5
"301","2008-03-13",7
"302","2008-03-14",6.7
"303","2008-03-17",6.6
"304","2008-03-18",6.6
"305","2008-03-19",6.5
"306","2008-03-20",6.3
"307","2008-03-24",6.2
"308","2008-03-25",6.3
"309","2008-03-26",6.3
"310","2008-03-27",7
"311","2008-03-28",6.6
"312","2008-03-31",6.8
"313","2008-04-01",6.8
"314","2008-04-02",6.6
"315","2008-04-03",6.7
"316","2008-04-04",6.9
"317","2008-04-07",6.9
"318","2008-04-08",7.1
"319","2008-04-09",7.2
"320","2008-04-10",7.1
"321","2008-04-11",7
"322","2008-04-14",6.8
"323","2008-04-15",6.5
"324","2008-04-16",7
"325","2008-04-17",6.8
"326","2008-04-18",6.8
"327","2008-04-21",7.2
"328","2008-04-22",7.2
"329","2008-04-23",7.3
"330","2008-04-24",7.3
"331","2008-04-25",7.5
"332","2008-04-28",7.2
"333","2008-04-29",7.3
"334","2008-04-30",7.1
"335","2008-05-01",7
"336","2008-05-02",6.8
"337","2008-05-05",7
"338","2008-05-06",7
"339","2008-05-07",6.5
"340","2008-05-08",6.5
"341","2008-05-09",6.4
"342","2008-05-12",6.5
"343","2008-05-13",6.3
"344","2008-05-14",6.4
"345","2008-05-15",6.4
"346","2008-05-16",6.4
"347","2008-05-19",6.1
"348","2008-05-20",6.2
"349","2008-05-21",6.1
"350","2008-05-22",6.1
"351","2008-05-23",6
"352","2008-05-27",6
"353","2008-05-28",5.8
"354","2008-05-29",6
"355","2008-05-30",6
"356","2008-06-02",5.7
"357","2008-06-03",5.6
"358","2008-06-04",5.5
"359","2008-06-05",6
"360","2008-06-06",6.1
"361","2008-06-09",6
"362","2008-06-10",5.9
"363","2008-06-11",5.4
"364","2008-06-12",5.5
"365","2008-06-13",5.8
"366","2008-06-16",5.7
"367","2008-06-17",5.7
"368","2008-06-18",5.7
"369","2008-06-19",5.5
"370","2008-06-20",5.1
"371","2008-06-23",4.7
"372","2008-06-24",4.8
"373","2008-06-25",4.7
"374","2008-06-26",4.7
"375","2008-06-27",4.4
"376","2008-06-30",4
"377","2008-07-01",4.1
"378","2008-07-02",4
"379","2008-07-03",3.9
"380","2008-07-07",4
"381","2008-07-08",4
"382","2008-07-09",4
"383","2008-07-10",4.6
"384","2008-07-11",4.4
"385","2008-07-14",4.8
"386","2008-07-15",4.9
"387","2008-07-16",5
"388","2008-07-17",5.3
"389","2008-07-18",5.2
"390","2008-07-21",5.1
"391","2008-07-22",5.5
"392","2008-07-23",5.7
"393","2008-07-24",6.3
"394","2008-07-25",7.7
"395","2008-07-28",7.9
"396","2008-07-29",7.6
"397","2008-07-30",6.6
"398","2008-07-31",6.9
"399","2008-08-01",7.5
"400","2008-08-04",7.1
"401","2008-08-05",7.3
"402","2008-08-06",7.2
"403","2008-08-07",7.1
"404","2008-08-08",6.9
"405","2008-08-11",6.5
"406","2008-08-12",6.7
"407","2008-08-13",6.7
"408","2008-08-14",6.6
"409","2008-08-15",6.2
"410","2008-08-18",5.4
"411","2008-08-19",5.1
"412","2008-08-20",4.8
"413","2008-08-21",4.9
"414","2008-08-22",5.2
"415","2008-08-25",5.2
"416","2008-08-26",5.2
"417","2008-08-27",5
"418","2008-08-28",5
"419","2008-08-29",4.8
"420","2008-09-02",4.8
"421","2008-09-03",5.5
"422","2008-09-04",5.3
"423","2008-09-05",5.5
"424","2008-09-08",5.8
"425","2008-09-09",5.6
"426","2008-09-10",5.4
"427","2008-09-11",5.7
"428","2008-09-12",6.3
"429","2008-09-15",5.9
"430","2008-09-16",5.2
"431","2008-09-17",5.3
"432","2008-09-18",5.4
"433","2008-09-19",5.5
"434","2008-09-22",5.5
"435","2008-09-23",5.8
"436","2008-09-24",5.4
"437","2008-09-25",5.2
"438","2008-09-26",5
"439","2008-09-29",5.9
"440","2008-09-30",5.1
"441","2008-10-01",4.8
"442","2008-10-02",4.4
"443","2008-10-03",4.3
"444","2008-10-06",3.5
"445","2008-10-07",4
"446","2008-10-08",3.8
"447","2008-10-09",3.7
"448","2008-10-10",3.6
"449","2008-10-13",4.5
"450","2008-10-14",4
"451","2008-10-15",3.7
"452","2008-10-16",3.9
"453","2008-10-17",5
"454","2008-10-20",4.4
"455","2008-10-21",4.4
"456","2008-10-22",4.2
"457","2008-10-23",3.9
"458","2008-10-24",4.1
"459","2008-10-27",4
"460","2008-10-28",3.8
"461","2008-10-29",3.9
"462","2008-10-30",3.8
"463","2008-10-31",3.7
"464","2008-11-03",3.9
"465","2008-11-04",3.8
"466","2008-11-05",3.7
"467","2008-11-06",3.5
"468","2008-11-07",4.8
"469","2008-11-10",5.9
"470","2008-11-11",5.7
"471","2008-11-12",5.6
"472","2008-11-13",5.6
"473","2008-11-14",6.2
"474","2008-11-17",6.3
"475","2008-11-18",6.1
"476","2008-11-19",6.1
"477","2008-11-20",5.5
"478","2008-11-21",5.4
"479","2008-11-24",5.4
"480","2008-11-25",4.8
"481","2008-11-26",5.7
"482","2008-11-28",6.2
"483","2008-12-01",5.7
"484","2008-12-02",5.7
"485","2008-12-03",5.2
"486","2008-12-04",5.6
"487","2008-12-05",4.9
"488","2008-12-08",5.7
"489","2008-12-09",5.4
"490","2008-12-10",5.3
"491","2008-12-11",5.3
"492","2008-12-12",5.3
"493","2008-12-15",5.4
"494","2008-12-16",5.5
"495","2008-12-17",5.5
"496","2008-12-18",5.4
"497","2008-12-19",5
"498","2008-12-22",5.2
"499","2008-12-23",5.3
"500","2008-12-24",5.2
"501","2008-12-26",5.1
"502","2008-12-29",4.9
"503","2008-12-30",4.8
"504","2008-12-31",4.7
"505","2009-01-02",4.9
"506","2009-01-05",5
"507","2009-01-06",4.9
"508","2009-01-07",4.9
"509","2009-01-08",5
"510","2009-01-09",4.6
"511","2009-01-12",4.7
"512","2009-01-13",4.7
"513","2009-01-14",4.7
"514","2009-01-15",4.7
"515","2009-01-16",4.7
"516","2009-01-20",4.9
"517","2009-01-21",5.4
"518","2009-01-22",4.9
"519","2009-01-23",4.9
"520","2009-01-26",4.3
"521","2009-01-27",4.4
"522","2009-01-28",4.3
"523","2009-01-29",4.6
"524","2009-01-30",4.4
"525","2009-02-02",4.4
"526","2009-02-03",4.2
"527","2009-02-04",4.2
"528","2009-02-05",4.4
"529","2009-02-06",4.4
"530","2009-02-09",4.5
"531","2009-02-10",4.4
"532","2009-02-11",4.4
"533","2009-02-12",6.8
"534","2009-02-13",7.6
"535","2009-02-17",8
"536","2009-02-18",7.7
"537","2009-02-19",7.8
"538","2009-02-20",7.8
"539","2009-02-23",7.8
"540","2009-02-24",7.7
"541","2009-02-25",7.9
"542","2009-02-26",8.9
"543","2009-02-27",9.2
"544","2009-03-02",9.4
"545","2009-03-03",9.9
"546","2009-03-04",9.5
"547","2009-03-05",9
"548","2009-03-06",8.7
"549","2009-03-09",9
"550","2009-03-10",10
"551","2009-03-11",8.8
"552","2009-03-12",9.4
"553","2009-03-13",9.5
"554","2009-03-16",9.3
"555","2009-03-17",9.3
"556","2009-03-18",9.2
"557","2009-03-19",9.2
"558","2009-03-20",9.1
"559","2009-03-23",9.3
"560","2009-03-24",9.4
"561","2009-03-25",9.4
"562","2009-03-26",9.3
"563","2009-03-27",9.5
"564","2009-03-30",9.7
"565","2009-03-31",10
"566","2009-04-01",9.7
"567","2009-04-02",9.3
"568","2009-04-03",9
"569","2009-04-06",9.4
"570","2009-04-07",9.3
"571","2009-04-08",9.2
"572","2009-04-09",9.3
"573","2009-04-13",9.2
"574","2009-04-14",9.4
"575","2009-04-15",9.6
"576","2009-04-16",10.5
"577","2009-04-17",12
"578","2009-04-20",13.6
"579","2009-04-21",13.7
"580","2009-04-22",12
"581","2009-04-23",12.4
"582","2009-04-24",11.9
"583","2009-04-27",12.2
"584","2009-04-28",12.3
"585","2009-04-29",12.6
"586","2009-04-30",13.3
"587","2009-05-01",14.5
"588","2009-05-04",14.3
"589","2009-05-05",14.4
"590","2009-05-06",14.4
"591","2009-05-07",14.7
"592","2009-05-08",14.6
"593","2009-05-11",14.3
"594","2009-05-12",13.8
"595","2009-05-13",12.8
"596","2009-05-14",13.3
"597","2009-05-15",13.6
"598","2009-05-18",15.6
"599","2009-05-19",16.4
"600","2009-05-20",17.1
"601","2009-05-21",16.6
"602","2009-05-22",16.200001
"603","2009-05-26",16.700001
"604","2009-05-27",16.9
"605","2009-05-28",17.200001
"606","2009-05-29",16.799999
"607","2009-06-01",17
"608","2009-06-02",16.9
"609","2009-06-03",16.5
"610","2009-06-04",17.200001
"611","2009-06-05",18.700001
"612","2009-06-08",20.299999
"613","2009-06-09",21.6
"614","2009-06-10",21.5
"615","2009-06-11",21.6
"616","2009-06-12",21.5
"617","2009-06-15",21.5
"618","2009-06-16",21.299999
"619","2009-06-17",21.6
"620","2009-06-18",24.200001
"621","2009-06-19",24.700001
"622","2009-06-22",20.9
"623","2009-06-23",23
"624","2009-06-24",23.299999
"625","2009-06-25",10.8
"626","2009-06-26",11.5
"627","2009-06-29",10.9
"628","2009-06-30",10
"629","2009-07-01",10.2
"630","2009-07-02",9.9
"631","2009-07-06",9.8
"632","2009-07-07",9.3
"633","2009-07-08",9.2
"634","2009-07-09",9.1
"635","2009-07-10",8.9
"636","2009-07-13",8.5
"637","2009-07-14",9
"638","2009-07-15",9.5
"639","2009-07-16",9.9
"640","2009-07-17",9.8
"641","2009-07-20",10
"642","2009-07-21",9.9
"643","2009-07-22",10.8
"644","2009-07-23",10.9
"645","2009-07-24",10.7
"646","2009-07-27",9.9
"647","2009-07-28",9.9
"648","2009-07-29",9.6
"649","2009-07-30",10
"650","2009-07-31",9.9
"651","2009-08-03",9.8
"652","2009-08-04",10
"653","2009-08-05",10
"654","2009-08-06",9.8
"655","2009-08-07",9.8
"656","2009-08-10",9.8
"657","2009-08-11",9.5
"658","2009-08-12",9.8
"659","2009-08-13",9.6
"660","2009-08-14",9.4
"661","2009-08-17",8.9
"662","2009-08-18",9.3
"663","2009-08-19",9.4
"664","2009-08-20",9.6
"665","2009-08-21",9.2
"666","2009-08-24",9.3
"667","2009-08-25",9.3
"668","2009-08-26",9.4
"669","2009-08-27",9.1
"670","2009-08-28",9
"671","2009-08-31",8.8
"672","2009-09-01",8.4
"673","2009-09-02",8.3
"674","2009-09-03",8
"675","2009-09-04",8.2
"676","2009-09-08",8.9
"677","2009-09-09",8.5
"678","2009-09-10",8.7
"679","2009-09-11",8.7
"680","2009-09-14",8.6
"681","2009-09-15",8.7
"682","2009-09-16",8.6
"683","2009-09-17",8.5
"684","2009-09-18",8.6
"685","2009-09-21",8.6
"686","2009-09-22",8.4
"687","2009-09-23",8.4
"688","2009-09-24",8.1
"689","2009-09-25",8
"690","2009-09-28",8.4
"691","2009-09-29",8.4
"692","2009-09-30",8.2
"693","2009-10-01",8
"694","2009-10-02",7.7
"695","2009-10-05",7.8
"696","2009-10-06",8.3
"697","2009-10-07",8.4
"698","2009-10-08",8.1
"699","2009-10-09",8.4
"700","2009-10-12",8
"701","2009-10-13",8
"702","2009-10-14",8.3
"703","2009-10-15",8.1
"704","2009-10-16",8.1
"705","2009-10-19",8.1
"706","2009-10-20",7.7
"707","2009-10-21",7.9
"708","2009-10-22",8
"709","2009-10-23",7.8
"710","2009-10-26",7.8
"711","2009-10-27",7.5
"712","2009-10-28",7.1
"713","2009-10-29",7.2
"714","2009-10-30",7
"715","2009-11-02",7.4
"716","2009-11-03",7.3
"717","2009-11-04",7.2
"718","2009-11-05",7.3
"719","2009-11-06",7.7
"720","2009-11-09",8.2
"721","2009-11-10",7.9
"722","2009-11-11",8.1
"723","2009-11-12",7.7
"724","2009-11-13",7.8
"725","2009-11-16",8.2
"726","2009-11-17",8.1
"727","2009-11-18",7.9
"728","2009-11-19",7.9
"729","2009-11-20",7.9
"730","2009-11-23",7.8
"731","2009-11-24",7.9
"732","2009-11-25",7.8
"733","2009-11-27",7.7
"734","2009-11-30",7.7
"735","2009-12-01",7.9
"736","2009-12-02",7.9
"737","2009-12-03",7.8
"738","2009-12-04",7.8
"739","2009-12-07",8.1
"740","2009-12-08",7.6
"741","2009-12-09",7.7
"742","2009-12-10",7.5
"743","2009-12-11",7.4
"744","2009-12-14",7.7
"745","2009-12-15",7.3
"746","2009-12-16",7.5
"747","2009-12-17",7.5
"748","2009-12-18",7.5
"749","2009-12-21",7.5
"750","2009-12-22",7.6
"751","2009-12-23",7.8
"752","2009-12-24",7.7
"753","2009-12-28",8
"754","2009-12-29",8
"755","2009-12-30",7.9
"756","2009-12-31",7.7
"757","2010-01-04",7.7
"758","2010-01-05",7.7
"759","2010-01-06",7.7
"760","2010-01-07",7.7
"761","2010-01-08",7.7
"762","2010-01-11",8.4
"763","2010-01-12",8.2
"764","2010-01-13",8.4
"765","2010-01-14",8.9
"766","2010-01-15",8.5
"767","2010-01-19",8.7
"768","2010-01-20",8.6
"769","2010-01-21",8.6
"770","2010-01-22",8.4
"771","2010-01-25",8.5
"772","2010-01-26",8.2
"773","2010-01-27",8.3
"774","2010-01-28",8.2
"775","2010-01-29",8.3
"776","2010-02-01",8.7
"777","2010-02-02",8.5
"778","2010-02-03",8.3
"779","2010-02-04",8.3
"780","2010-02-05",8.3
"781","2010-02-08",8.1
"782","2010-02-09",8.1
"783","2010-02-10",8.1
"784","2010-02-11",8.4
"785","2010-02-12",8.4
"786","2010-02-16",9.8
"787","2010-02-17",10.1
"788","2010-02-18",11.4
"789","2010-02-19",10.4
"790","2010-02-22",10.2
"791","2010-02-23",10.4
"792","2010-02-24",10.9
"793","2010-02-25",10.6
"794","2010-02-26",10.4
"795","2010-03-01",10.7
"796","2010-03-02",12
"797","2010-03-03",11.4
"798","2010-03-04",10.7
"799","2010-03-05",11.4
"800","2010-03-08",11.6
"801","2010-03-09",11.8
"802","2010-03-10",12.3
"803","2010-03-11",12.5
"804","2010-03-12",12
"805","2010-03-15",10.9
"806","2010-03-16",11.6
"807","2010-03-17",12
"808","2010-03-18",11.7
"809","2010-03-19",12.2
"810","2010-03-22",11.5
"811","2010-03-23",11.9
"812","2010-03-24",11.5
"813","2010-03-25",11.4
"814","2010-03-26",11.1
"815","2010-03-29",11.4
"816","2010-03-30",11.4
"817","2010-03-31",11.7
"818","2010-04-01",11.2
"819","2010-04-05",11.6
"820","2010-04-06",11.3
"821","2010-04-07",11
"822","2010-04-08",10.9
"823","2010-04-09",10.8
"824","2010-04-12",10.4
"825","2010-04-13",11
"826","2010-04-14",11.7
"827","2010-04-15",11.5
"828","2010-04-16",11.5
"829","2010-04-19",11.1
"830","2010-04-20",11.4
"831","2010-04-21",11
"832","2010-04-22",11.1
"833","2010-04-23",11.2
"834","2010-04-26",11.7
"835","2010-04-27",10.9
"836","2010-04-28",10.7
"837","2010-04-29",11
"838","2010-04-30",10.7
"839","2010-05-03",10.9
"840","2010-05-04",10.6
"841","2010-05-05",10.2
"842","2010-05-06",9.1
"843","2010-05-07",8.9
"844","2010-05-10",9.3
"845","2010-05-11",9.1
"846","2010-05-12",9.4
"847","2010-05-13",9.2
"848","2010-05-14",8.9
"849","2010-05-17",9
"850","2010-05-18",8.7
"851","2010-05-19",8.5
"852","2010-05-20",8.2
"853","2010-05-21",8.2
"854","2010-05-24",8.2
"855","2010-05-25",7.9
"856","2010-05-26",7.9
"857","2010-05-27",8.2
"858","2010-05-28",8.1
"859","2010-06-01",7.9
"860","2010-06-02",8.2
"861","2010-06-03",8
"862","2010-06-04",7.9
"863","2010-06-07",7.5
"864","2010-06-08",7.6
"865","2010-06-09",7.4
"866","2010-06-10",7.8
"867","2010-06-11",7.8
"868","2010-06-14",7.5
"869","2010-06-15",7.5
"870","2010-06-16",7.5
"871","2010-06-17",7.4
"872","2010-06-18",7.4
"873","2010-06-21",7.2
"874","2010-06-22",7.2
"875","2010-06-23",7.1
"876","2010-06-24",6.9
"877","2010-06-25",6.2
"878","2010-06-28",6.8
"879","2010-06-29",6.6
"880","2010-06-30",6.7
"881","2010-07-01",6.6
"882","2010-07-02",6.6
"883","2010-07-06",6.5
"884","2010-07-07",6.2
"885","2010-07-08",6.7
"886","2010-07-09",6.7
"887","2010-07-12",6.5
"888","2010-07-13",6.8
"889","2010-07-14",6.9
"890","2010-07-15",6.8
"891","2010-07-16",6.9
"892","2010-07-19",6.7
"893","2010-07-20",7
"894","2010-07-21",7
"895","2010-07-22",7.2
"896","2010-07-23",7.2
"897","2010-07-26",7.5
"898","2010-07-27",7
"899","2010-07-28",7.2
"900","2010-07-29",7.2
"901","2010-07-30",7.2
"902","2010-08-02",7.3
"903","2010-08-03",7.2
"904","2010-08-04",7.1
"905","2010-08-05",7.1
"906","2010-08-06",7.2
"907","2010-08-09",7.2
"908","2010-08-10",7.2
"909","2010-08-11",7
"910","2010-08-12",6.9
"911","2010-08-13",6.9
"912","2010-08-16",6.8
"913","2010-08-17",7
"914","2010-08-18",6.9
"915","2010-08-19",7.1
"916","2010-08-20",7.2
"917","2010-08-23",6.9
"918","2010-08-24",6.8
"919","2010-08-25",6.9
"920","2010-08-26",6.9
"921","2010-08-27",6.8
"922","2010-08-30",6.9
"923","2010-08-31",7.3
"924","2010-09-01",7
"925","2010-09-02",7
"926","2010-09-03",7.1
"927","2010-09-07",6.8
"928","2010-09-08",6.9
"929","2010-09-09",6.8
"930","2010-09-10",6.8
"931","2010-09-13",6.9
"932","2010-09-14",6.9
"933","2010-09-15",6.9
"934","2010-09-16",7
"935","2010-09-17",7
"936","2010-09-20",6.9
"937","2010-09-21",6.8
"938","2010-09-22",6.8
"939","2010-09-23",6.9
"940","2010-09-24",6.9
"941","2010-09-27",6.9
"942","2010-09-28",6.9
"943","2010-09-29",7
"944","2010-09-30",7.2
"945","2010-10-01",7.1
"946","2010-10-04",7
"947","2010-10-05",7
"948","2010-10-06",7.2
"949","2010-10-07",6.9
"950","2010-10-08",7
"951","2010-10-11",6.8
"952","2010-10-12",6.9
"953","2010-10-13",6.9
"954","2010-10-14",6.8
"955","2010-10-15",6.8
"956","2010-10-18",6.8
"957","2010-10-19",6.8
"958","2010-10-20",6.9
"959","2010-10-21",6.8
"960","2010-10-22",6.9
"961","2010-10-25",7
"962","2010-10-26",6.9
"963","2010-10-27",6.9
"964","2010-10-28",7
"965","2010-10-29",7.3
"966","2010-11-01",7
"967","2010-11-02",7
"968","2010-11-03",7.1
"969","2010-11-04",7.3
"970","2010-11-05",7.3
"971","2010-11-08",7.3
"972","2010-11-09",7.2
"973","2010-11-10",7.2
"974","2010-11-11",7.3
"975","2010-11-12",7.2
"976","2010-11-15",7.2
"977","2010-11-16",7
"978","2010-11-17",7
"979","2010-11-18",7.1
"980","2010-11-19",7.1
"981","2010-11-22",7.3
"982","2010-11-23",7.2
"983","2010-11-24",7
"984","2010-11-26",6.9
"985","2010-11-29",7
"986","2010-11-30",7.3
"987","2010-12-01",7.1
"988","2010-12-02",6.6
"989","2010-12-03",6.5
"990","2010-12-06",6.4
"991","2010-12-07",6.2
"992","2010-12-08",6.1
"993","2010-12-09",5.8
"994","2010-12-10",5.9
"995","2010-12-13",6
"996","2010-12-14",5.8
"997","2010-12-15",5.8
"998","2010-12-16",5.7
"999","2010-12-17",5.9
"1000","2010-12-20",5.8
"1001","2010-12-21",5.9
"1002","2010-12-22",6.3
"1003","2010-12-23",6.6
"1004","2010-12-27",6.4
"1005","2010-12-28",6.4
"1006","2010-12-29",6.3
"1007","2010-12-30",6.3
"1008","2010-12-31",6.3
"1009","2011-01-03",6.4
"1010","2011-01-04",6.6
"1011","2011-01-05",6.5
"1012","2011-01-06",6.6
"1013","2011-01-07",6.4
"1014","2011-01-10",6.3
