"","date","PD"
"222","2020-02-27",18.59
"223","2020-02-28",20.6
"224","2020-03-02",20.870001
"225","2020-03-03",20.02
"226","2020-03-04",20.700001
"227","2020-03-05",19.790001
"228","2020-03-06",19.59
"229","2020-03-09",18.16
"230","2020-03-10",19.27
"231","2020-03-11",18.1
"232","2020-03-12",15.77
"233","2020-03-13",15.61
"234","2020-03-16",12.87
"235","2020-03-17",14.94
"236","2020-03-18",14.92
"237","2020-03-19",18.43
"238","2020-03-20",19.07
"239","2020-03-23",17.790001
"240","2020-03-24",18.030001
"241","2020-03-25",18.35
"242","2020-03-26",18.4
"243","2020-03-27",16.299999
"244","2020-03-30",17.030001
"245","2020-03-31",17.280001
"246","2020-04-01",16.040001
"247","2020-04-02",15.89
"248","2020-04-03",15.11
"249","2020-04-06",17.26
"250","2020-04-07",16.629999
"251","2020-04-08",18.129999
"252","2020-04-09",18.389999
"253","2020-04-13",19.120001
"254","2020-04-14",19.200001
"255","2020-04-15",19.389999
"256","2020-04-16",19.719999
"257","2020-04-17",20.91
"258","2020-04-20",21.620001
"259","2020-04-21",21.129999
"260","2020-04-22",21.09
"261","2020-04-23",21.450001
"262","2020-04-24",21.459999
"263","2020-04-27",22.16
"264","2020-04-28",21.290001
"265","2020-04-29",21.5
"266","2020-04-30",21.110001
"267","2020-05-01",20.73
"268","2020-05-04",20.799999
"269","2020-05-05",21.299999
"270","2020-05-06",22.09
"271","2020-05-07",24.09
"272","2020-05-08",24.57
"273","2020-05-11",24.91
"274","2020-05-12",24.85
"275","2020-05-13",24.17
"276","2020-05-14",25.27
"277","2020-05-15",25.719999
"278","2020-05-18",24.82
"279","2020-05-19",25.870001
"280","2020-05-20",26.540001
"281","2020-05-21",26.709999
"282","2020-05-22",27.879999
"283","2020-05-26",26.620001
"284","2020-05-27",24.690001
"285","2020-05-28",24.969999
"286","2020-05-29",26.549999
"287","2020-06-01",28.01
"288","2020-06-02",27.790001
"289","2020-06-03",28.32
"290","2020-06-04",26.92
"291","2020-06-05",26.27
"292","2020-06-08",27.370001
"293","2020-06-09",26.73
"294","2020-06-10",26.469999
"295","2020-06-11",24.35
"296","2020-06-12",24.77
"297","2020-06-15",27.09
"298","2020-06-16",29.219999
"299","2020-06-17",28.799999
"300","2020-06-18",31
"301","2020-06-19",30.58
"302","2020-06-22",30.83
"303","2020-06-23",29.389999
"304","2020-06-24",28.860001
"305","2020-06-25",28.950001
"306","2020-06-26",29.110001
"307","2020-06-29",28
"308","2020-06-30",28.620001
"309","2020-07-01",29.799999
"310","2020-07-02",30.01
"311","2020-07-06",29.690001
"312","2020-07-07",29.74
"313","2020-07-08",30.059999
"314","2020-07-09",30.08
"315","2020-07-10",28.219999
"316","2020-07-13",25.67
"317","2020-07-14",25.4
"318","2020-07-15",25.809999
"319","2020-07-16",25.299999
"320","2020-07-17",25.76
"321","2020-07-20",26.98
"322","2020-07-21",27.52
"323","2020-07-22",27.67
"324","2020-07-23",27.4
"325","2020-07-24",27.049999
"326","2020-07-27",28.02
"327","2020-07-28",28.18
"328","2020-07-29",29.940001
"329","2020-07-30",29.91
"330","2020-07-31",30.48
"331","2020-08-03",30.709999
"332","2020-08-04",30.959999
"333","2020-08-05",32.84
"334","2020-08-06",31.6
"335","2020-08-07",29.85
"336","2020-08-10",28.360001
"337","2020-08-11",28.700001
"338","2020-08-12",28.85
"339","2020-08-13",29.5
"340","2020-08-14",29.18
"341","2020-08-17",28.860001
"342","2020-08-18",28.9
"343","2020-08-19",28.889999
"344","2020-08-20",29.799999
"345","2020-08-21",29.040001
"346","2020-08-24",28.379999
"347","2020-08-25",28.940001
"348","2020-08-26",30.25
"349","2020-08-27",30.299999
"350","2020-08-28",30.700001
"351","2020-08-31",32.669998
"352","2020-09-01",36.650002
"353","2020-09-02",34.990002
"354","2020-09-03",25.969999
"355","2020-09-04",25.15
"356","2020-09-08",23.809999
"357","2020-09-09",23.790001
"358","2020-09-10",23.4
"359","2020-09-11",24
"360","2020-09-14",24.51
"361","2020-09-15",24.530001
"362","2020-09-16",24.4
"363","2020-09-17",24.09
"364","2020-09-18",24.83
"365","2020-09-21",26.809999
"366","2020-09-22",26.790001
"367","2020-09-23",26.02
"368","2020-09-24",25.49
"369","2020-09-25",26.5
"370","2020-09-28",26.98
"371","2020-09-29",27.389999
"372","2020-09-30",27.110001
"373","2020-10-01",27.790001
"374","2020-10-02",27.629999
"375","2020-10-05",28.129999
"376","2020-10-06",28.35
"377","2020-10-07",29.43
"378","2020-10-08",29.67
"379","2020-10-09",29.540001
"380","2020-10-12",30.27
"381","2020-10-13",30.809999
"382","2020-10-14",30.700001
"383","2020-10-15",30.379999
"384","2020-10-16",30.459999
"385","2020-10-19",30.75
"386","2020-10-20",30.1
"387","2020-10-21",28.84
"388","2020-10-22",28.67
"389","2020-10-23",29.120001
"390","2020-10-26",28.93
"391","2020-10-27",29.23
"392","2020-10-28",28.219999
"393","2020-10-29",28.91
"394","2020-10-30",27.1
"395","2020-11-02",26.700001
"396","2020-11-03",26.68
"397","2020-11-04",28.76
"398","2020-11-05",30.299999
"399","2020-11-06",30.07
"400","2020-11-09",29.110001
"401","2020-11-10",28.15
"402","2020-11-11",29.91
"403","2020-11-12",29.92
"404","2020-11-13",30.219999
"405","2020-11-16",29.66
"406","2020-11-17",29.879999
"407","2020-11-18",29.42
"408","2020-11-19",30.120001
"409","2020-11-20",31.16
"410","2020-11-23",31.65
"411","2020-11-24",32.610001
"412","2020-11-25",32.950001
"413","2020-11-27",34.189999
