"","date","IGMS"
"110","2020-02-25",52.049999
"111","2020-02-26",53.5
"112","2020-02-27",54.009998
"113","2020-02-28",51.41
"114","2020-03-02",62.73
"115","2020-03-03",63.5
"116","2020-03-04",73.75
"117","2020-03-05",58.709999
"118","2020-03-06",63.099998
"119","2020-03-09",51.849998
"120","2020-03-10",50.41
"121","2020-03-11",52.32
"122","2020-03-12",37.040001
"123","2020-03-13",36.490002
"124","2020-03-16",31.51
"125","2020-03-17",36.91
"126","2020-03-18",34.110001
"127","2020-03-19",43.18
"128","2020-03-20",46.389999
"129","2020-03-23",51.639999
"130","2020-03-24",49.32
"131","2020-03-25",47.310001
"132","2020-03-26",43
"133","2020-03-27",46.48
"134","2020-03-30",52.990002
"135","2020-03-31",56.150002
"136","2020-04-01",51.299999
"137","2020-04-02",57.700001
"138","2020-04-03",60.009998
"139","2020-04-06",58.919998
"140","2020-04-07",55.75
"141","2020-04-08",59.91
"142","2020-04-09",64.830002
"143","2020-04-13",58.09
"144","2020-04-14",58.040001
"145","2020-04-15",56
"146","2020-04-16",57.029999
"147","2020-04-17",59.990002
"148","2020-04-20",58.540001
"149","2020-04-21",58.580002
"150","2020-04-22",57.240002
"151","2020-04-23",56.540001
"152","2020-04-24",56.5
"153","2020-04-27",57.779999
"154","2020-04-28",52.860001
"155","2020-04-29",53.740002
"156","2020-04-30",54.77
"157","2020-05-01",54.400002
"158","2020-05-04",53.669998
"159","2020-05-05",55.200001
"160","2020-05-06",55.630001
"161","2020-05-07",58.709999
"162","2020-05-08",58.740002
"163","2020-05-11",63.970001
"164","2020-05-12",58.639999
"165","2020-05-13",55.240002
"166","2020-05-14",58.080002
"167","2020-05-15",59
"168","2020-05-18",56.48
"169","2020-05-19",52.73
"170","2020-05-20",57.84
"171","2020-05-21",58.994999
"172","2020-05-22",58.110001
"173","2020-05-26",62.66
"174","2020-05-27",63.299999
"175","2020-05-28",64.989998
"176","2020-05-29",64.779999
"177","2020-06-01",64.059998
"178","2020-06-02",63.029999
"179","2020-06-03",62.360001
"180","2020-06-04",58.400002
"181","2020-06-05",59.82
"182","2020-06-08",59.73
"183","2020-06-09",62.740002
"184","2020-06-10",59.639999
"185","2020-06-11",60.380001
"186","2020-06-12",62.540001
"187","2020-06-15",65.300003
"188","2020-06-16",68.099998
"189","2020-06-17",70.099998
"190","2020-06-18",70.599998
"191","2020-06-19",65.459999
"192","2020-06-22",67.639999
"193","2020-06-23",72.230003
"194","2020-06-24",74.870003
"195","2020-06-25",75.209999
"196","2020-06-26",69.010002
"197","2020-06-29",67.940002
"198","2020-06-30",73
"199","2020-07-01",71.940002
"200","2020-07-02",72.389999
"201","2020-07-06",70.82
"202","2020-07-07",70.68
"203","2020-07-08",72.169998
"204","2020-07-09",71.650002
"205","2020-07-10",70.699997
"206","2020-07-13",65.769997
"207","2020-07-14",62.68
"208","2020-07-15",62
"209","2020-07-16",62.759998
"210","2020-07-17",63.029999
"211","2020-07-20",64.059998
"212","2020-07-21",61.279999
"213","2020-07-22",58.939999
"214","2020-07-23",57.950001
"215","2020-07-24",53.580002
"216","2020-07-27",53.98
"217","2020-07-28",51.529999
"218","2020-07-29",50.16
"219","2020-07-30",49.939999
"220","2020-07-31",50.259998
"221","2020-08-03",52.509998
"222","2020-08-04",55.029999
"223","2020-08-05",54.52
"224","2020-08-06",51.779999
"225","2020-08-07",52.23
"226","2020-08-10",54.209999
"227","2020-08-11",53.259998
"228","2020-08-12",51.779999
"229","2020-08-13",54.009998
"230","2020-08-14",51.919998
"231","2020-08-17",52.080002
"232","2020-08-18",49.93
"233","2020-08-19",50.220001
"234","2020-08-20",49.669998
"235","2020-08-21",47.639999
"236","2020-08-24",44.869999
"237","2020-08-25",45.470001
"238","2020-08-26",43
"239","2020-08-27",43.529999
"240","2020-08-28",45.330002
"241","2020-08-31",43
"242","2020-09-01",44.77
"243","2020-09-02",47.709999
"244","2020-09-03",49.02
"245","2020-09-04",50.400002
"246","2020-09-08",50.200001
"247","2020-09-09",52.91
"248","2020-09-10",60.470001
"249","2020-09-11",55.119999
"250","2020-09-14",61.25
"251","2020-09-15",66.589996
"252","2020-09-16",68.669998
"253","2020-09-17",71.139999
"254","2020-09-18",83.879997
"255","2020-09-21",84.010002
"256","2020-09-22",81.800003
"257","2020-09-23",75.980003
"258","2020-09-24",71.870003
"259","2020-09-25",74.150002
"260","2020-09-28",75.739998
"261","2020-09-29",74.650002
"262","2020-09-30",73.809998
"263","2020-10-01",76.129997
"264","2020-10-02",72.120003
"265","2020-10-05",73.599998
"266","2020-10-06",72.010002
"267","2020-10-07",73.529999
"268","2020-10-08",75
"269","2020-10-09",73.769997
"270","2020-10-12",76.029999
"271","2020-10-13",80.800003
"272","2020-10-14",78.300003
"273","2020-10-15",79.339996
"274","2020-10-16",75.120003
"275","2020-10-19",70.830002
"276","2020-10-20",68.239998
"277","2020-10-21",60.41
"278","2020-10-22",59.049999
"279","2020-10-23",60.919998
"280","2020-10-26",59.130001
"281","2020-10-27",60.369999
"282","2020-10-28",55.25
"283","2020-10-29",54.939999
"284","2020-10-30",52.790001
"285","2020-11-02",52.389999
"286","2020-11-03",53.040001
"287","2020-11-04",49.5
"288","2020-11-05",48.919998
"289","2020-11-06",47.41
"290","2020-11-09",54.150002
"291","2020-11-10",55.900002
"292","2020-11-11",54.200001
"293","2020-11-12",53.360001
"294","2020-11-13",53.470001
"295","2020-11-16",54
"296","2020-11-17",53.77
"297","2020-11-18",57.389999
"298","2020-11-19",60.59
"299","2020-11-20",60.709999
"300","2020-11-23",60.91
"301","2020-11-24",62.709999
"302","2020-11-25",64.5
"303","2020-11-27",67.68
