"","date","QD"
"80","2018-02-12",13.29
"81","2018-02-13",13.94
"82","2018-02-14",14.56
"83","2018-02-15",14
"84","2018-02-16",14.11
"85","2018-02-20",14.02
"86","2018-02-21",13.98
"87","2018-02-22",13.98
"88","2018-02-23",14.15
"89","2018-02-26",14.22
"90","2018-02-27",13.87
"91","2018-02-28",13.65
"92","2018-03-01",13.93
"93","2018-03-02",14.32
"94","2018-03-05",14.85
"95","2018-03-06",15.29
"96","2018-03-07",15.92
"97","2018-03-08",16.860001
"98","2018-03-09",15.85
"99","2018-03-12",16.51
"100","2018-03-13",15.23
"101","2018-03-14",14.2
"102","2018-03-15",14.44
"103","2018-03-16",14.94
"104","2018-03-19",14.63
"105","2018-03-20",14.03
"106","2018-03-21",13.79
"107","2018-03-22",13.07
"108","2018-03-23",12.76
"109","2018-03-26",12.28
"110","2018-03-27",11.76
"111","2018-03-28",11.5
"112","2018-03-29",11.7
"113","2018-04-02",11.89
"114","2018-04-03",11.91
"115","2018-04-04",11.7
"116","2018-04-05",11.51
"117","2018-04-06",10.94
"118","2018-04-09",10
"119","2018-04-10",10.25
"120","2018-04-11",10.34
"121","2018-04-12",10.33
"122","2018-04-13",10.46
"123","2018-04-16",10.22
"124","2018-04-17",10.58
"125","2018-04-18",10.83
"126","2018-04-19",11.2
"127","2018-04-20",10.76
"128","2018-04-23",10.24
"129","2018-04-24",10.2
"130","2018-04-25",10
"131","2018-04-26",9.81
"132","2018-04-27",9.91
"133","2018-04-30",9.9
"134","2018-05-01",9.88
"135","2018-05-02",9.8
"136","2018-05-03",9.7
"137","2018-05-04",10.07
"138","2018-05-07",10.49
"139","2018-05-08",10.77
"140","2018-05-09",10.97
"141","2018-05-10",10.96
"142","2018-05-11",10.81
"143","2018-05-14",11.49
"144","2018-05-15",11.68
"145","2018-05-16",12.08
"146","2018-05-17",11.89
"147","2018-05-18",11.48
"148","2018-05-21",9.59
"149","2018-05-22",9.2
"150","2018-05-23",9.01
"151","2018-05-24",8.96
"152","2018-05-25",8.76
"153","2018-05-29",8.04
"154","2018-05-30",8.15
"155","2018-05-31",8.25
"156","2018-06-01",8.61
"157","2018-06-04",9.1
"158","2018-06-05",9.5
"159","2018-06-06",9.64
"160","2018-06-07",9.62
"161","2018-06-08",9.23
"162","2018-06-11",9.12
"163","2018-06-12",9.5
"164","2018-06-13",9.22
"165","2018-06-14",9.28
"166","2018-06-15",9.44
"167","2018-06-18",9.86
"168","2018-06-19",9.63
"169","2018-06-20",9.98
"170","2018-06-21",10.19
"171","2018-06-22",10.03
"172","2018-06-25",9.47
"173","2018-06-26",9.84
"174","2018-06-27",9.24
"175","2018-06-28",9.09
"176","2018-06-29",8.86
"177","2018-07-02",9.02
"178","2018-07-03",8.81
"179","2018-07-05",8.59
"180","2018-07-06",8.57
"181","2018-07-09",8.51
"182","2018-07-10",7.93
"183","2018-07-11",8.11
"184","2018-07-12",8.26
"185","2018-07-13",8.43
"186","2018-07-16",8.51
"187","2018-07-17",8.19
"188","2018-07-18",8.27
"189","2018-07-19",7.91
"190","2018-07-20",7.55
"191","2018-07-23",7.93
"192","2018-07-24",8.1
"193","2018-07-25",8.25
"194","2018-07-26",8.3
"195","2018-07-27",8.34
"196","2018-07-30",7.61
"197","2018-07-31",7.75
"198","2018-08-01",7.55
"199","2018-08-02",7.26
"200","2018-08-03",7.38
"201","2018-08-06",7.04
"202","2018-08-07",7.28
"203","2018-08-08",6.9
"204","2018-08-09",7.06
"205","2018-08-10",7.01
"206","2018-08-13",6.88
"207","2018-08-14",6.77
"208","2018-08-15",7.08
"209","2018-08-16",7.01
"210","2018-08-17",7.35
"211","2018-08-20",7.64
"212","2018-08-21",7.34
"213","2018-08-22",7.73
"214","2018-08-23",6.86
"215","2018-08-24",6.02
"216","2018-08-27",6.06
"217","2018-08-28",6.25
"218","2018-08-29",6.35
"219","2018-08-30",6.05
"220","2018-08-31",5.95
"221","2018-09-04",5.83
"222","2018-09-05",5.61
"223","2018-09-06",5.59
"224","2018-09-07",5.24
"225","2018-09-10",4.99
"226","2018-09-11",4.95
"227","2018-09-12",5.26
"228","2018-09-13",5.15
"229","2018-09-14",5.35
"230","2018-09-17",5.26
"231","2018-09-18",5.38
"232","2018-09-19",5.51
"233","2018-09-20",5.54
"234","2018-09-21",5.49
"235","2018-09-24",4.99
"236","2018-09-25",5.01
"237","2018-09-26",5
"238","2018-09-27",4.99
"239","2018-09-28",5.21
"240","2018-10-01",4.93
"241","2018-10-02",4.97
"242","2018-10-03",5.11
"243","2018-10-04",4.96
"244","2018-10-05",4.94
"245","2018-10-08",4.97
"246","2018-10-09",4.86
"247","2018-10-10",4.31
"248","2018-10-11",4.34
"249","2018-10-12",4.59
"250","2018-10-15",4.6
"251","2018-10-16",4.47
"252","2018-10-17",4.57
"253","2018-10-18",4.41
"254","2018-10-19",4.47
"255","2018-10-22",4.65
"256","2018-10-23",4.52
"257","2018-10-24",4.39
"258","2018-10-25",4.59
"259","2018-10-26",4.67
"260","2018-10-29",4.3
"261","2018-10-30",4.1
"262","2018-10-31",4.17
"263","2018-11-01",4.65
"264","2018-11-02",4.67
"265","2018-11-05",4.69
"266","2018-11-06",4.67
"267","2018-11-07",4.57
"268","2018-11-08",4.38
"269","2018-11-09",4.2
"270","2018-11-12",4.27
"271","2018-11-13",4.42
"272","2018-11-14",4.57
"273","2018-11-15",4.58
"274","2018-11-16",4.58
"275","2018-11-19",4.43
"276","2018-11-20",4.29
"277","2018-11-21",5.87
"278","2018-11-23",4.99
"279","2018-11-26",4.94
"280","2018-11-27",4.85
"281","2018-11-28",5.17
"282","2018-11-29",5.1
"283","2018-11-30",5.1
"284","2018-12-03",5.14
"285","2018-12-04",4.9
"286","2018-12-06",5.01
"287","2018-12-07",4.96
"288","2018-12-10",5.09
"289","2018-12-11",5.1
"290","2018-12-12",5.26
"291","2018-12-13",6.32
"292","2018-12-14",5.8
"293","2018-12-17",5.52
"294","2018-12-18",5.38
"295","2018-12-19",5.08
"296","2018-12-20",5.03
"297","2018-12-21",4.62
"298","2018-12-24",4.67
"299","2018-12-26",4.68
"300","2018-12-27",4.6
"301","2018-12-28",4.38
"302","2018-12-31",4.29
"303","2019-01-02",4.42
"304","2019-01-03",4.37
"305","2019-01-04",4.77
"306","2019-01-07",4.78
"307","2019-01-08",4.63
"308","2019-01-09",5.04
"309","2019-01-10",5.12
"310","2019-01-11",5.13
"311","2019-01-14",5.28
"312","2019-01-15",5.2
"313","2019-01-16",5.3
"314","2019-01-17",5.52
"315","2019-01-18",5.36
"316","2019-01-22",5.43
"317","2019-01-23",5.35
"318","2019-01-24",5.04
"319","2019-01-25",5.11
"320","2019-01-28",4.9
"321","2019-01-29",4.97
"322","2019-01-30",5.29
"323","2019-01-31",5.31
"324","2019-02-01",5.26
"325","2019-02-04",5.17
"326","2019-02-05",5.15
"327","2019-02-06",5.08
"328","2019-02-07",5
"329","2019-02-08",4.96
"330","2019-02-11",5.02
"331","2019-02-12",5.16
"332","2019-02-13",5.04
"333","2019-02-14",5.05
"334","2019-02-15",5.04
"335","2019-02-19",5.14
"336","2019-02-20",5.48
"337","2019-02-21",5.41
"338","2019-02-22",5.81
"339","2019-02-25",6.38
"340","2019-02-26",6.4
"341","2019-02-27",6.97
"342","2019-02-28",6.3
"343","2019-03-01",6.31
"344","2019-03-04",6.25
"345","2019-03-05",6.09
"346","2019-03-06",5.66
"347","2019-03-07",5.61
"348","2019-03-08",5.52
"349","2019-03-11",5.65
"350","2019-03-12",5.68
"351","2019-03-13",5.42
"352","2019-03-14",5.27
"353","2019-03-15",5.35
"354","2019-03-18",5.51
"355","2019-03-19",5.44
"356","2019-03-20",5.41
"357","2019-03-21",5.44
"358","2019-03-22",5.09
"359","2019-03-25",4.97
"360","2019-03-26",4.93
"361","2019-03-27",4.84
"362","2019-03-28",5.01
"363","2019-03-29",5.06
"364","2019-04-01",5.16
"365","2019-04-02",5.06
"366","2019-04-03",5.21
"367","2019-04-04",5.27
"368","2019-04-05",5.31
"369","2019-04-08",5.44
"370","2019-04-09",5.41
"371","2019-04-10",5.1
"372","2019-04-11",5.15
"373","2019-04-12",5.71
"374","2019-04-15",5.55
"375","2019-04-16",5.74
"376","2019-04-17",6.1
"377","2019-04-18",6.6
"378","2019-04-22",6.63
"379","2019-04-23",6.7
"380","2019-04-24",6.36
"381","2019-04-25",6.14
"382","2019-04-26",6.44
"383","2019-04-29",6.85
"384","2019-04-30",7.04
"385","2019-05-01",7.51
"386","2019-05-02",8.31
"387","2019-05-03",8.17
"388","2019-05-06",7.9
"389","2019-05-07",7.78
"390","2019-05-08",7.55
"391","2019-05-09",7.21
"392","2019-05-10",7.41
"393","2019-05-13",6.91
"394","2019-05-14",7.23
"395","2019-05-15",7
"396","2019-05-16",7.03
"397","2019-05-17",6.84
"398","2019-05-20",6.14
"399","2019-05-21",7.09
"400","2019-05-22",7.6
"401","2019-05-23",7.51
"402","2019-05-24",7.36
"403","2019-05-28",7.03
"404","2019-05-29",6.74
"405","2019-05-30",6.77
"406","2019-05-31",6.85
"407","2019-06-03",6.96
"408","2019-06-04",7.37
"409","2019-06-05",6.95
"410","2019-06-06",6.78
"411","2019-06-07",6.87
"412","2019-06-10",7.33
"413","2019-06-11",7.71
"414","2019-06-12",7.75
"415","2019-06-13",7.44
"416","2019-06-14",7.3
"417","2019-06-17",7.18
"418","2019-06-18",7.52
"419","2019-06-19",7.85
"420","2019-06-20",8.21
"421","2019-06-21",8.18
"422","2019-06-24",8.72
"423","2019-06-25",8.46
"424","2019-06-26",7.38
"425","2019-06-27",7.84
"426","2019-06-28",7.5
"427","2019-07-01",7.51
"428","2019-07-02",7.74
"429","2019-07-03",7.74
"430","2019-07-05",8.05
"431","2019-07-08",8.33
"432","2019-07-09",8.86
"433","2019-07-10",8.8
"434","2019-07-11",8.75
"435","2019-07-12",8.36
"436","2019-07-15",8.31
"437","2019-07-16",8.54
"438","2019-07-17",8.5
"439","2019-07-18",8.29
"440","2019-07-19",8.02
"441","2019-07-22",7.86
"442","2019-07-23",8.52
"443","2019-07-24",8.53
"444","2019-07-25",8.62
"445","2019-07-26",8.74
"446","2019-07-29",8.69
"447","2019-07-30",8.69
"448","2019-07-31",9.14
"449","2019-08-01",8.61
"450","2019-08-02",8.84
"451","2019-08-05",8.39
"452","2019-08-06",8.51
"453","2019-08-07",8.56
"454","2019-08-08",8.92
"455","2019-08-09",8.92
"456","2019-08-12",8.54
"457","2019-08-13",8.85
"458","2019-08-14",8.66
"459","2019-08-15",8.69
"460","2019-08-16",8.92
"461","2019-08-19",8.11
"462","2019-08-20",8.31
"463","2019-08-21",8.27
"464","2019-08-22",7.65
"465","2019-08-23",7.83
"466","2019-08-26",7.9
"467","2019-08-27",7.88
"468","2019-08-28",7.97
"469","2019-08-29",7.96
"470","2019-08-30",7.99
"471","2019-09-03",7.87
"472","2019-09-04",8.05
"473","2019-09-05",8.06
"474","2019-09-06",7.93
"475","2019-09-09",7.88
"476","2019-09-10",7.25
"477","2019-09-11",7.46
"478","2019-09-12",7.13
"479","2019-09-13",7.17
"480","2019-09-16",7.07
"481","2019-09-17",7.14
"482","2019-09-18",7.19
"483","2019-09-19",7.21
"484","2019-09-20",7.13
"485","2019-09-23",7.17
"486","2019-09-24",6.98
"487","2019-09-25",7.11
"488","2019-09-26",6.91
"489","2019-09-27",6.8
"490","2019-09-30",6.89
"491","2019-10-01",6.9
"492","2019-10-02",6.88
"493","2019-10-03",6.96
"494","2019-10-04",6.86
"495","2019-10-07",6.48
"496","2019-10-08",6.37
"497","2019-10-09",6.42
"498","2019-10-10",6.46
"499","2019-10-11",6.53
"500","2019-10-14",6.48
"501","2019-10-15",6.64
"502","2019-10-16",6.6
"503","2019-10-17",6.73
"504","2019-10-18",6.67
"505","2019-10-21",6.5
"506","2019-10-22",6.38
"507","2019-10-23",6.5
"508","2019-10-24",6.65
"509","2019-10-25",6.59
"510","2019-10-28",6.91
"511","2019-10-29",6.88
"512","2019-10-30",6.98
"513","2019-10-31",6.93
"514","2019-11-01",7.12
"515","2019-11-04",7.12
"516","2019-11-05",6.87
"517","2019-11-06",6.87
"518","2019-11-07",6.98
"519","2019-11-08",7.47
"520","2019-11-11",7.63
"521","2019-11-12",7.64
"522","2019-11-13",7.79
"523","2019-11-14",7.61
"524","2019-11-15",7.5
"525","2019-11-18",5.92
"526","2019-11-19",5.62
"527","2019-11-20",4.59
"528","2019-11-21",4.1
"529","2019-11-22",4.54
"530","2019-11-25",4.76
"531","2019-11-26",4.79
"532","2019-11-27",4.97
"533","2019-11-29",4.96
"534","2019-12-02",4.85
"535","2019-12-03",4.83
"536","2019-12-04",4.72
"537","2019-12-05",4.67
"538","2019-12-06",4.81
"539","2019-12-09",4.79
"540","2019-12-10",4.81
"541","2019-12-11",4.6
"542","2019-12-12",4.39
"543","2019-12-13",4.41
"544","2019-12-16",4.54
"545","2019-12-17",4.83
"546","2019-12-18",4.77
"547","2019-12-19",4.7
"548","2019-12-20",4.8
"549","2019-12-23",4.59
"550","2019-12-24",4.63
"551","2019-12-26",4.75
"552","2019-12-27",4.64
"553","2019-12-30",4.57
"554","2019-12-31",4.71
"555","2020-01-02",5.05
"556","2020-01-03",4.87
"557","2020-01-06",4.58
"558","2020-01-07",4.49
"559","2020-01-08",4.4
"560","2020-01-09",4.54
"561","2020-01-10",4.35
"562","2020-01-13",4.39
"563","2020-01-14",4.59
"564","2020-01-15",4.39
"565","2020-01-16",3.55
"566","2020-01-17",3.52
"567","2020-01-21",3.3
"568","2020-01-22",3.36
"569","2020-01-23",3.35
"570","2020-01-24",3.21
"571","2020-01-27",3.25
"572","2020-01-28",3.28
"573","2020-01-29",3.14
"574","2020-01-30",2.95
"575","2020-01-31",2.88
"576","2020-02-03",2.66
"577","2020-02-04",2.88
"578","2020-02-05",2.78
"579","2020-02-06",2.85
"580","2020-02-07",2.76
"581","2020-02-10",2.7
"582","2020-02-11",2.62
"583","2020-02-12",2.53
"584","2020-02-13",2.24
"585","2020-02-14",2.25
"586","2020-02-18",2.21
"587","2020-02-19",2.39
"588","2020-02-20",2.66
"589","2020-02-21",2.73
"590","2020-02-24",2.5
"591","2020-02-25",2.37
"592","2020-02-26",2.41
"593","2020-02-27",2.48
"594","2020-02-28",2.62
"595","2020-03-02",2.52
"596","2020-03-03",2.32
"597","2020-03-04",2.44
"598","2020-03-05",2.3
"599","2020-03-06",2.11
"600","2020-03-09",2.13
"601","2020-03-10",2.15
"602","2020-03-11",2.07
"603","2020-03-12",1.81
"604","2020-03-13",2.1
"605","2020-03-16",1.58
"606","2020-03-17",1.7
"607","2020-03-18",1.35
"608","2020-03-19",1.39
"609","2020-03-20",1.88
"610","2020-03-23",2.15
"611","2020-03-24",2.13
"612","2020-03-25",2.12
"613","2020-03-26",2.12
"614","2020-03-27",2.02
"615","2020-03-30",1.86
"616","2020-03-31",1.8
"617","2020-04-01",1.86
"618","2020-04-02",1.72
"619","2020-04-03",1.66
"620","2020-04-06",1.7
"621","2020-04-07",1.82
"622","2020-04-08",1.77
"623","2020-04-09",1.8
"624","2020-04-13",1.73
"625","2020-04-14",1.79
"626","2020-04-15",1.65
"627","2020-04-16",1.62
"628","2020-04-17",1.67
"629","2020-04-20",1.6
"630","2020-04-21",1.52
"631","2020-04-22",1.58
"632","2020-04-23",1.62
"633","2020-04-24",1.62
"634","2020-04-27",1.72
"635","2020-04-28",1.65
"636","2020-04-29",1.79
"637","2020-04-30",1.73
"638","2020-05-01",1.6
"639","2020-05-04",1.52
"640","2020-05-05",1.48
"641","2020-05-06",1.48
"642","2020-05-07",1.53
"643","2020-05-08",1.75
"644","2020-05-11",1.78
"645","2020-05-12",1.69
"646","2020-05-13",1.59
"647","2020-05-14",1.64
"648","2020-05-15",1.65
"649","2020-05-18",1.83
"650","2020-05-19",1.7
"651","2020-05-20",1.64
"652","2020-05-21",1.55
"653","2020-05-22",1.5
"654","2020-05-26",1.69
"655","2020-05-27",1.59
"656","2020-05-28",1.48
"657","2020-05-29",1.5
"658","2020-06-01",1.47
"659","2020-06-02",1.47
"660","2020-06-03",1.55
"661","2020-06-04",1.52
"662","2020-06-05",1.54
"663","2020-06-08",1.77
"664","2020-06-09",1.64
"665","2020-06-10",1.67
"666","2020-06-11",1.55
"667","2020-06-12",1.52
"668","2020-06-15",1.63
"669","2020-06-16",1.64
"670","2020-06-17",1.72
"671","2020-06-18",1.67
"672","2020-06-19",1.73
"673","2020-06-22",1.78
"674","2020-06-23",1.89
"675","2020-06-24",1.77
"676","2020-06-25",1.8
"677","2020-06-26",1.74
"678","2020-06-29",1.69
"679","2020-06-30",1.7
"680","2020-07-01",1.63
"681","2020-07-02",1.72
"682","2020-07-06",2.23
"683","2020-07-07",1.92
"684","2020-07-08",2.62
"685","2020-07-09",2.44
"686","2020-07-10",2.38
"687","2020-07-13",2.14
"688","2020-07-14",2.04
"689","2020-07-15",2.04
"690","2020-07-16",2.01
"691","2020-07-17",2.04
"692","2020-07-20",1.98
"693","2020-07-21",2.16
"694","2020-07-22",1.95
"695","2020-07-23",1.82
"696","2020-07-24",1.66
"697","2020-07-27",1.7
"698","2020-07-28",1.68
"699","2020-07-29",1.7
"700","2020-07-30",1.67
"701","2020-07-31",1.62
"702","2020-08-03",1.67
"703","2020-08-04",1.7
"704","2020-08-05",1.69
"705","2020-08-06",1.62
"706","2020-08-07",1.67
"707","2020-08-10",1.7
"708","2020-08-11",1.77
"709","2020-08-12",1.7
"710","2020-08-13",1.8
"711","2020-08-14",1.82
"712","2020-08-17",1.71
"713","2020-08-18",1.63
"714","2020-08-19",1.61
"715","2020-08-20",1.67
"716","2020-08-21",1.69
"717","2020-08-24",1.72
"718","2020-08-25",1.65
"719","2020-08-26",1.62
"720","2020-08-27",1.67
"721","2020-08-28",1.67
"722","2020-08-31",1.59
"723","2020-09-01",1.53
"724","2020-09-02",1.51
"725","2020-09-03",1.53
"726","2020-09-04",1.55
"727","2020-09-08",1.46
"728","2020-09-09",1.32
"729","2020-09-10",1.32
"730","2020-09-11",1.48
"731","2020-09-14",1.57
"732","2020-09-15",1.57
"733","2020-09-16",1.45
"734","2020-09-17",1.4
"735","2020-09-18",1.39
"736","2020-09-21",1.4
"737","2020-09-22",1.34
"738","2020-09-23",1.25
"739","2020-09-24",1.32
"740","2020-09-25",1.27
"741","2020-09-28",1.24
"742","2020-09-29",1.24
"743","2020-09-30",1.24
"744","2020-10-01",1.24
"745","2020-10-02",1.31
"746","2020-10-05",1.3
"747","2020-10-06",1.33
"748","2020-10-07",1.37
"749","2020-10-08",1.34
"750","2020-10-09",1.4
"751","2020-10-12",1.34
"752","2020-10-13",1.33
"753","2020-10-14",1.3
"754","2020-10-15",1.26
"755","2020-10-16",1.29
"756","2020-10-19",1.32
"757","2020-10-20",1.46
"758","2020-10-21",1.42
"759","2020-10-22",1.48
"760","2020-10-23",1.53
"761","2020-10-26",1.4
"762","2020-10-27",1.38
"763","2020-10-28",1.35
"764","2020-10-29",1.36
"765","2020-10-30",1.34
"766","2020-11-02",1.33
"767","2020-11-03",1.35
"768","2020-11-04",1.35
"769","2020-11-05",1.42
"770","2020-11-06",1.4
"771","2020-11-09",1.5
"772","2020-11-10",1.48
"773","2020-11-11",1.46
"774","2020-11-12",1.41
"775","2020-11-13",1.55
"776","2020-11-16",1.54
"777","2020-11-17",1.52
"778","2020-11-18",1.49
"779","2020-11-19",1.48
"780","2020-11-20",1.5
"781","2020-11-23",1.49
"782","2020-11-24",1.44
"783","2020-11-25",1.44
"784","2020-11-27",1.44
