"","date","HEBT"
"165","2017-08-22",3.3
"166","2017-08-23",3.27
"167","2017-08-24",3.26
"168","2017-08-25",3.12
"169","2017-08-28",3
"170","2017-08-29",2.96
"171","2017-08-30",2.96
"172","2017-08-31",3.07
"173","2017-09-01",3.18
"174","2017-09-05",2.97
"175","2017-09-06",2.99
"176","2017-09-07",3
"177","2017-09-08",2.99
"178","2017-09-11",3.08
"179","2017-09-12",3.04
"180","2017-09-13",3.3
"181","2017-09-14",3.3
"182","2017-09-15",3
"183","2017-09-18",2.9
"184","2017-09-19",3.01
"185","2017-09-20",3.05
"186","2017-09-21",3.03
"187","2017-09-22",2.98
"188","2017-09-25",3.01
"189","2017-09-26",2.99
"190","2017-09-27",3.01
"191","2017-09-28",2.97
"192","2017-09-29",2.88
"193","2017-10-02",2.92
"194","2017-10-03",2.87
"195","2017-10-04",2.9
"196","2017-10-05",2.94
"197","2017-10-06",2.868
"198","2017-10-09",2.71
"199","2017-10-10",2.91
"200","2017-10-11",3.04
"201","2017-10-12",2.91
"202","2017-10-13",3.08
"203","2017-10-16",3.47
"204","2017-10-17",3.07
"205","2017-10-18",3.48
"206","2017-10-19",3.57
"207","2017-10-20",3.24
"208","2017-10-23",3.12
"209","2017-10-24",3.14
"210","2017-10-25",3.05
"211","2017-10-26",2.975
"212","2017-10-27",2.9
"213","2017-10-30",2.81
"214","2017-10-31",2.93
"215","2017-11-01",2.97
"216","2017-11-02",3.03
"217","2017-11-03",3.19
"218","2017-11-06",3.32
"219","2017-11-07",3.09
"220","2017-11-08",3.14
"221","2017-11-09",3.06
"222","2017-11-10",3.09
"223","2017-11-13",3.16
"224","2017-11-14",3.19
"225","2017-11-15",3.16
"226","2017-11-16",3.24
"227","2017-11-17",3.15
"228","2017-11-20",3.1
"229","2017-11-21",3.16
"230","2017-11-22",3.17
"231","2017-11-24",3.16
"232","2017-11-27",3.26
"233","2017-11-28",3.23
"234","2017-11-29",3.21
"235","2017-11-30",3.14
"236","2017-12-01",3.05
"237","2017-12-04",3.07
"238","2017-12-05",3.01
"239","2017-12-06",2.99
"240","2017-12-07",3.04
"241","2017-12-08",2.95
"242","2017-12-11",2.84
"243","2017-12-12",2.75
"244","2017-12-13",2.76
"245","2017-12-14",2.77
"246","2017-12-15",2.84
"247","2017-12-18",2.9
"248","2017-12-19",2.85
"249","2017-12-20",2.78
"250","2017-12-21",2.72
"251","2017-12-22",2.82
"252","2017-12-26",2.91
"253","2017-12-27",2.82
"254","2017-12-28",2.72
"255","2017-12-29",2.63
"256","2018-01-02",2.39
"257","2018-01-03",2.417
"258","2018-01-04",2.45
"259","2018-01-05",2.46
"260","2018-01-08",2.37
"261","2018-01-09",2.382
"262","2018-01-10",2.3
"263","2018-01-11",2.386
"264","2018-01-12",2.26
"265","2018-01-16",2.22
"266","2018-01-17",2.283
"267","2018-01-18",2.19
"268","2018-01-19",2.08
"269","2018-01-22",2.03
"270","2018-01-23",1.98
"271","2018-01-24",1.995
"272","2018-01-25",2.1
"273","2018-01-26",2.26
"274","2018-01-29",2.24
"275","2018-01-30",2.15
"276","2018-01-31",2.07
"277","2018-02-01",2.04
"278","2018-02-02",1.93
"279","2018-02-05",1.85
"280","2018-02-06",1.8
"281","2018-02-07",1.88
"282","2018-02-08",1.96
"283","2018-02-09",1.98
"284","2018-02-12",1.8
"285","2018-02-13",1.85
"286","2018-02-14",1.98
"287","2018-02-15",1.81
"288","2018-02-16",1.86
"289","2018-02-20",1.86
"290","2018-02-21",1.86
"291","2018-02-22",1.9
"292","2018-02-23",1.9
"293","2018-02-26",1.89
"294","2018-02-27",1.88
"295","2018-02-28",1.86
"296","2018-03-01",1.84
"297","2018-03-02",1.751
"298","2018-03-05",1.84
"299","2018-03-06",1.96
"300","2018-03-07",1.9
"301","2018-03-08",1.86
"302","2018-03-09",1.81
"303","2018-03-12",1.85
"304","2018-03-13",1.85
"305","2018-03-14",1.85
"306","2018-03-15",1.86
"307","2018-03-16",1.86
"308","2018-03-19",1.89
"309","2018-03-20",1.81
"310","2018-03-21",1.83
"311","2018-03-22",1.76
"312","2018-03-23",1.77
"313","2018-03-26",1.76
"314","2018-03-27",1.76
"315","2018-03-28",1.45
"316","2018-03-29",1.75
"317","2018-04-02",1.89
"318","2018-04-03",1.78
"319","2018-04-04",1.98
"320","2018-04-05",2.07
"321","2018-04-06",2.06
"322","2018-04-09",1.9
"323","2018-04-10",1.92
"324","2018-04-11",1.85
"325","2018-04-12",1.8
"326","2018-04-13",1.75
"327","2018-04-16",1.81
"328","2018-04-17",1.87
"329","2018-04-18",1.75
"330","2018-04-19",1.701
"331","2018-04-20",1.71
"332","2018-04-23",1.69
"333","2018-04-24",1.66
"334","2018-04-25",1.62
"335","2018-04-26",1.62
"336","2018-04-27",1.754
"337","2018-04-30",1.65
"338","2018-05-01",1.73
"339","2018-05-02",1.6
"340","2018-05-03",1.676
"341","2018-05-04",1.63
"342","2018-05-07",1.63
"343","2018-05-08",1.68
"344","2018-05-09",1.67
"345","2018-05-10",1.672
"346","2018-05-11",1.66
"347","2018-05-14",1.66
"348","2018-05-15",1.69
"349","2018-05-16",1.67
"350","2018-05-17",1.65
"351","2018-05-18",1.65
"352","2018-05-21",1.62
"353","2018-05-22",1.62
"354","2018-05-23",1.63
"355","2018-05-24",1.573
"356","2018-05-25",1.62
"357","2018-05-29",1.63
"358","2018-05-30",1.57
"359","2018-05-31",1.57
"360","2018-06-01",1.58
"361","2018-06-04",1.5
"362","2018-06-05",1.608
"363","2018-06-06",1.67
"364","2018-06-07",1.551
"365","2018-06-08",1.63
"366","2018-06-11",1.95
"367","2018-06-12",2.16
"368","2018-06-13",2.34
"369","2018-06-14",2.3
"370","2018-06-15",2.06
"371","2018-06-18",2.37
"372","2018-06-19",2.2
"373","2018-06-20",2.09
"374","2018-06-21",2.133
"375","2018-06-22",2.12
"376","2018-06-25",1.941
"377","2018-06-26",2.08
"378","2018-06-27",1.995
"379","2018-06-28",1.88
"380","2018-06-29",1.98
"381","2018-07-02",2.01
"382","2018-07-03",1.97
"383","2018-07-05",1.98
"384","2018-07-06",1.91
"385","2018-07-09",1.76
"386","2018-07-10",1.8
"387","2018-07-11",1.83
"388","2018-07-12",1.88
"389","2018-07-13",1.96
"390","2018-07-16",1.84
"391","2018-07-17",1.84
"392","2018-07-18",1.77
"393","2018-07-19",1.67
"394","2018-07-20",1.74
"395","2018-07-23",1.72
"396","2018-07-24",1.84
"397","2018-07-25",1.75
"398","2018-07-26",1.7
"399","2018-07-27",1.7
"400","2018-07-30",1.78
"401","2018-07-31",1.72
"402","2018-08-01",1.72
"403","2018-08-02",1.72
"404","2018-08-03",1.65
"405","2018-08-06",1.654
"406","2018-08-07",1.661
"407","2018-08-08",1.59
"408","2018-08-09",1.52
"409","2018-08-10",1.51
"410","2018-08-13",1.59
"411","2018-08-14",1.59
"412","2018-08-15",1.45
"413","2018-08-16",1.45
"414","2018-08-17",1.4
"415","2018-08-20",1.33
"416","2018-08-21",1.39
"417","2018-08-22",1.39
"418","2018-08-23",1.4
"419","2018-08-24",1.48
"420","2018-08-27",1.58
"421","2018-08-28",1.5
"422","2018-08-29",1.49
"423","2018-08-30",1.49
"424","2018-08-31",1.49
"425","2018-09-04",1.43
"426","2018-09-05",1.58
"427","2018-09-06",1.44
"428","2018-09-07",1.44
"429","2018-09-10",1.4
"430","2018-09-11",1.4
"431","2018-09-12",1.37
"432","2018-09-13",1.42
"433","2018-09-14",1.37
"434","2018-09-17",1.35
"435","2018-09-18",1.355
"436","2018-09-19",1.34
"437","2018-09-20",1.49
"438","2018-09-21",1.56
"439","2018-09-24",1.48
"440","2018-09-25",1.5
"441","2018-09-26",1.47
"442","2018-09-27",1.4
"443","2018-09-28",1.35
"444","2018-10-01",1.33
"445","2018-10-02",1.33
"446","2018-10-03",1.33
"447","2018-10-04",1.35
"448","2018-10-05",1.35
"449","2018-10-08",1.256
"450","2018-10-09",1.3
"451","2018-10-10",1.43
"452","2018-10-11",1.26
"453","2018-10-12",1.26
"454","2018-10-15",1.26
"455","2018-10-16",1.26
"456","2018-10-17",1.25
"457","2018-10-18",1.255
"458","2018-10-19",1.372
"459","2018-10-22",1.3
"460","2018-10-23",1.37
"461","2018-10-24",1.23
"462","2018-10-25",1.27
"463","2018-10-26",1.314
"464","2018-10-29",1.311
"465","2018-10-30",1.25
"466","2018-10-31",1.197
"467","2018-11-01",1.22
"468","2018-11-02",1.294
"469","2018-11-05",1.2
"470","2018-11-06",1.18
"471","2018-11-07",1.14
"472","2018-11-08",1.14
"473","2018-11-09",1.14
"474","2018-11-12",1.15
"475","2018-11-13",1.15
"476","2018-11-14",1.15
"477","2018-11-15",1.22
"478","2018-11-16",1.22
"479","2018-11-19",1.22
"480","2018-11-20",1.275
"481","2018-11-21",1.275
"482","2018-11-23",1.18
"483","2018-11-26",1.16
"484","2018-11-27",1.138
"485","2018-11-28",1.12
"486","2018-11-29",0.975
"487","2018-11-30",0.95
"488","2018-12-03",0.875
"489","2018-12-04",0.88
"490","2018-12-06",0.95
"491","2018-12-07",0.83
"492","2018-12-10",0.64
"493","2018-12-11",0.6
"494","2018-12-12",0.69
"495","2018-12-13",0.611
"496","2018-12-14",0.7
"497","2018-12-17",0.727
"498","2018-12-18",0.73
"499","2018-12-19",0.633
"500","2018-12-20",0.726
"501","2018-12-21",0.595
"502","2018-12-24",0.82
"503","2018-12-26",0.83
"504","2018-12-27",0.84
"505","2018-12-28",0.75
"506","2018-12-31",0.847
"507","2019-01-02",0.85
"508","2019-01-03",0.881
"509","2019-01-04",0.842
"510","2019-01-07",0.95
"511","2019-01-08",0.97
"512","2019-01-09",0.843
"513","2019-01-10",1
"514","2019-01-11",0.959
"515","2019-01-14",0.895
"516","2019-01-15",0.944
"517","2019-01-16",0.964
"518","2019-01-17",0.95
"519","2019-01-18",0.89
"520","2019-01-22",0.895
"521","2019-01-23",0.97
"522","2019-01-24",0.98
"523","2019-01-25",0.98
"524","2019-01-28",0.95
"525","2019-01-29",0.98
"526","2019-01-30",0.98
"527","2019-01-31",0.89
"528","2019-02-01",0.961
"529","2019-02-04",0.961
"530","2019-02-05",0.961
"531","2019-02-06",0.961
"532","2019-02-07",0.961
"533","2019-02-08",0.923
"534","2019-02-11",0.86
"535","2019-02-12",0.84
"536","2019-02-13",0.844
"537","2019-02-14",0.83
"538","2019-02-15",0.83
"539","2019-02-19",0.826
"540","2019-02-20",0.82
"541","2019-02-21",0.849
"542","2019-02-22",0.85
"543","2019-02-25",0.873
"544","2019-02-26",0.91
"545","2019-02-27",0.81
"546","2019-02-28",0.88
"547","2019-03-01",0.79
"548","2019-03-04",0.8
"549","2019-03-05",1
"550","2019-03-06",0.85
"551","2019-03-07",0.88
"552","2019-03-08",0.82
"553","2019-03-11",0.812
"554","2019-03-12",0.866
"555","2019-03-13",0.81
"556","2019-03-14",0.81
"557","2019-03-15",0.805
"558","2019-03-18",0.808
"559","2019-03-19",0.84
"560","2019-03-20",0.957
"561","2019-03-21",0.98
"562","2019-03-22",0.914
"563","2019-03-25",0.91
"564","2019-03-26",0.905
"565","2019-03-27",1.005
"566","2019-03-28",0.916
"567","2019-03-29",0.95
"568","2019-04-01",0.964
"569","2019-04-02",0.96
"570","2019-04-03",0.95
"571","2019-04-04",0.941
"572","2019-04-05",1
"573","2019-04-08",0.928
"574","2019-04-09",0.93
"575","2019-04-10",0.93
"576","2019-04-11",0.97
"577","2019-04-12",0.911
"578","2019-04-15",0.9
"579","2019-04-16",0.893
"580","2019-04-17",0.893
"581","2019-04-18",0.893
"582","2019-04-22",0.893
"583","2019-04-23",0.8
"584","2019-04-24",0.865
"585","2019-04-25",0.85
"586","2019-04-26",0.85
"587","2019-04-29",0.968
"588","2019-04-30",0.964
"589","2019-05-01",0.964
"590","2019-05-02",0.96
"591","2019-05-03",0.87
"592","2019-05-06",0.87
"593","2019-05-07",0.794
"594","2019-05-08",0.75
"595","2019-05-09",0.89
"596","2019-05-10",0.88
"597","2019-05-13",0.796
"598","2019-05-14",0.76
"599","2019-05-15",0.9
"600","2019-05-16",0.89
"601","2019-05-17",0.869
"602","2019-05-20",0.84
"603","2019-05-21",0.84
"604","2019-05-22",0.84
"605","2019-05-23",0.876
"606","2019-05-24",0.84
"607","2019-05-28",0.84
"608","2019-05-29",0.88
"609","2019-05-30",0.82
"610","2019-05-31",0.804
"611","2019-06-03",0.8
"612","2019-06-04",0.872
"613","2019-06-05",0.85
"614","2019-06-06",0.83
"615","2019-06-07",0.82
"616","2019-06-10",0.834
"617","2019-06-11",1.06
"618","2019-06-12",0.999
"619","2019-06-13",0.921
"620","2019-06-14",1.05
"621","2019-06-17",1.125
"622","2019-06-18",1.02
"623","2019-06-19",1.35
"624","2019-06-20",1.652
"625","2019-06-21",1.6
"626","2019-06-24",1.45
"627","2019-06-25",1.48
"628","2019-06-26",1.41
"629","2019-06-27",1.5
"630","2019-06-28",1.7
"631","2019-07-01",1.65
"632","2019-07-02",1.62
"633","2019-07-03",1.71
"634","2019-07-05",1.63
"635","2019-07-08",1.63
"636","2019-07-09",1.57
"637","2019-07-10",1.58
"638","2019-07-11",1.81
"639","2019-07-12",1.44
"640","2019-07-15",1.56
"641","2019-07-16",1.605
"642","2019-07-17",1.62
"643","2019-07-18",2.08
"644","2019-07-19",1.81
"645","2019-07-22",1.98
"646","2019-07-23",2.01
"647","2019-07-24",2.14
"648","2019-07-25",2.05
"649","2019-07-26",1.935
"650","2019-07-29",2.14
"651","2019-07-30",2.24
"652","2019-07-31",2.07
"653","2019-08-01",2.05
"654","2019-08-02",2.07
"655","2019-08-05",2.05
"656","2019-08-06",2.09
"657","2019-08-07",2.16
"658","2019-08-08",2.16
"659","2019-08-09",2.24
"660","2019-08-12",2.16
"661","2019-08-13",2.16
"662","2019-08-14",2.14
"663","2019-08-15",1.98
"664","2019-08-16",2.06
"665","2019-08-19",2.17
"666","2019-08-20",2.43
"667","2019-08-21",2.51
"668","2019-08-22",2.87
"669","2019-08-23",2.99
"670","2019-08-26",2.95
"671","2019-08-27",2.99
"672","2019-08-28",3.18
"673","2019-08-29",2.99
"674","2019-08-30",3.18
"675","2019-09-03",3.55
"676","2019-09-04",3.92
"677","2019-09-05",4.3
"678","2019-09-06",4.31
"679","2019-09-09",4.4
"680","2019-09-10",4.24
"681","2019-09-11",4.11
"682","2019-09-12",4.08
"683","2019-09-13",4.19
"684","2019-09-16",4.42
"685","2019-09-17",4.36
"686","2019-09-18",5.01
"687","2019-09-19",4.67
"688","2019-09-20",4.79
"689","2019-09-23",4.44
"690","2019-09-24",4.34
"691","2019-09-25",4.27
"692","2019-09-26",4.48
"693","2019-09-27",4.3
"694","2019-09-30",4.5
"695","2019-10-01",4.52
"696","2019-10-02",4.57
"697","2019-10-03",4.61
"698","2019-10-04",4.52
"699","2019-10-07",4.58
"700","2019-10-08",4.35
"701","2019-10-09",4.18
"702","2019-10-10",4.15
"703","2019-10-11",4.23
"704","2019-10-14",4.3
"705","2019-10-15",4.41
"706","2019-10-16",4.47
"707","2019-10-17",4.46
"708","2019-10-18",4.29
"709","2019-10-21",4.33
"710","2019-10-22",4.25
"711","2019-10-23",4.26
"712","2019-10-24",4.34
"713","2019-10-25",4.32
"714","2019-10-28",4.28
"715","2019-10-29",4.23
"716","2019-10-30",4.25
"717","2019-10-31",4.18
"718","2019-11-01",4.17
"719","2019-11-04",4.21
"720","2019-11-05",4.22
"721","2019-11-06",4.55
"722","2019-11-07",4.48
"723","2019-11-08",4.3
"724","2019-11-11",4.37
"725","2019-11-12",4.4
"726","2019-11-13",4.15
"727","2019-11-14",4.09
"728","2019-11-15",4.11
"729","2019-11-18",4.14
"730","2019-11-19",4.2
"731","2019-11-20",4.3
"732","2019-11-21",4.4
"733","2019-11-22",4.43
"734","2019-11-25",4.48
"735","2019-11-26",4.54
"736","2019-11-27",4.59
"737","2019-11-29",4.63
"738","2019-12-02",5.41
"739","2019-12-03",5.6
"740","2019-12-04",6.28
"741","2019-12-05",6.19
"742","2019-12-06",6.21
"743","2019-12-09",8.27
"744","2019-12-10",7.78
"745","2019-12-11",8.6
"746","2019-12-12",7.89
"747","2019-12-13",7.1
"748","2019-12-16",7.4
"749","2019-12-17",7.1
"750","2019-12-18",5.63
"751","2019-12-19",5.49
"752","2019-12-20",5.3
"753","2019-12-23",5.3
"754","2019-12-24",5.5
"755","2019-12-26",5.45
"756","2019-12-27",5.5
"757","2019-12-30",5.5
"758","2019-12-31",5.8
"759","2020-01-02",6.13
"760","2020-01-03",6.1
"761","2020-01-06",6
"762","2020-01-07",6
"763","2020-01-08",6.01
"764","2020-01-09",6.24
"765","2020-01-10",6.48
"766","2020-01-13",6.95
"767","2020-01-14",7.55
"768","2020-01-15",7.11
"769","2020-01-16",7.66
"770","2020-01-17",7.86
"771","2020-01-21",7.89
"772","2020-01-22",7.7
"773","2020-01-23",7.51
"774","2020-01-24",7.39
"775","2020-01-27",7.6
"776","2020-01-28",6.73
"777","2020-01-29",6.1
"778","2020-01-30",6.04
"779","2020-01-31",5.84
"780","2020-02-03",6
"781","2020-02-04",5.98
"782","2020-02-05",6.3
"783","2020-02-06",6.29
"784","2020-02-07",6.24
"785","2020-02-10",6.06
"786","2020-02-11",6
"787","2020-02-12",6.23
"788","2020-02-13",6.2
"789","2020-02-14",6.3
"790","2020-02-18",6.3
"791","2020-02-19",6.42
"792","2020-02-20",7.16
"793","2020-02-21",6.65
"794","2020-02-24",6.81
"795","2020-02-25",6.46
"796","2020-02-26",6.98
"797","2020-02-27",7.178
"798","2020-02-28",7.3
"799","2020-03-02",7.94
"800","2020-03-03",9
"801","2020-03-04",8
"802","2020-03-05",8.13
"803","2020-03-06",8.25
"804","2020-03-09",8
"805","2020-03-10",7.205
"806","2020-03-11",6.68
"807","2020-03-12",6.59
"808","2020-03-13",6.94
"809","2020-03-16",6.32
"810","2020-03-17",6.53
"811","2020-03-18",6.33
"812","2020-03-19",6.07
"813","2020-03-20",6.13
"814","2020-03-23",6.4
"815","2020-03-24",6.8
"816","2020-03-25",7.11
"817","2020-03-26",7.17
"818","2020-03-27",7.26
"819","2020-03-30",7.42
"820","2020-03-31",7.6
"821","2020-04-01",8.11
"822","2020-04-02",7.77
"823","2020-04-03",7.84
"824","2020-04-06",7.39
"825","2020-04-07",7.66
"826","2020-04-08",7.65
"827","2020-04-09",7.85
"828","2020-04-13",7.95
"829","2020-04-14",8.59
"830","2020-04-15",7.47
"831","2020-04-16",7.85
"832","2020-04-17",9.2
"833","2020-04-20",9.09
"834","2020-04-21",8.54
"835","2020-04-22",8.88
"836","2020-04-23",8.05
"837","2020-04-24",8.15
"838","2020-04-27",8.4
"839","2020-04-28",9.055
"840","2020-04-29",9.47
"841","2020-04-30",9.72
"842","2020-05-01",9.31
"843","2020-05-04",9.89
"844","2020-05-05",10.55
"845","2020-05-06",11.38
"846","2020-05-07",12.39
"847","2020-05-08",13.14
"848","2020-05-11",11.18
"849","2020-05-12",11.9
"850","2020-05-13",11.29
"851","2020-05-14",12.09
"852","2020-05-15",12.32
"853","2020-05-18",12.35
"854","2020-05-19",12.64
"855","2020-05-20",13
"856","2020-05-21",13.7
"857","2020-05-22",16.280001
"858","2020-05-26",17.51
"859","2020-05-27",18.219999
"860","2020-05-28",18.700001
"861","2020-05-29",19.950001
"862","2020-06-01",23.33
"863","2020-06-02",22.549999
"864","2020-06-03",14.29
"865","2020-06-04",11.78
"866","2020-06-05",13.67
"867","2020-06-08",15.11
"868","2020-06-09",15.09
"869","2020-06-10",15
"870","2020-06-11",14.63
"871","2020-06-12",15
"872","2020-06-15",15.24
"873","2020-06-16",15.08
"874","2020-06-17",15.34
"875","2020-06-18",15.97
"876","2020-06-19",16.34
"877","2020-06-22",13.97
"878","2020-06-23",15.28
"879","2020-06-24",15.96
"880","2020-06-25",16.290001
"881","2020-06-26",16.389999
"882","2020-06-29",16.290001
"883","2020-06-30",16.450001
"884","2020-07-01",16.4
"885","2020-07-02",15.98
"886","2020-07-06",15
"887","2020-07-07",15.74
"888","2020-07-08",15.81
"889","2020-07-09",15.79
"890","2020-07-10",15.93
"891","2020-07-13",15
"892","2020-07-14",15.24
"893","2020-07-15",15.91
"894","2020-07-16",15.77
"895","2020-07-17",15.78
"896","2020-07-20",15.16
"897","2020-07-21",15.25
"898","2020-07-22",14.92
"899","2020-07-23",14.51
"900","2020-07-24",14.67
"901","2020-07-27",15.13
"902","2020-07-28",15.26
"903","2020-07-29",15.53
"904","2020-07-30",15.35
"905","2020-07-31",17.299999
"906","2020-08-03",17.530001
"907","2020-08-04",18
"908","2020-08-05",17.01
"909","2020-08-06",15.53
"910","2020-08-07",16.129999
"911","2020-08-10",14.46
"912","2020-08-11",15.58
"913","2020-08-12",14.04
"914","2020-08-13",14.54
"915","2020-08-14",13.16
"916","2020-08-17",13.71
"917","2020-08-18",12.99
"918","2020-08-19",12.43
"919","2020-08-20",12.19
"920","2020-08-21",11.99
"921","2020-08-24",12.38
"922","2020-08-25",12.01
"923","2020-08-26",12.25
"924","2020-08-27",12.36
"925","2020-08-28",12.29
"926","2020-08-31",11.33
"927","2020-09-01",11.24
"928","2020-09-02",10.82
"929","2020-09-03",10.6
"930","2020-09-04",10.48
"931","2020-09-08",11.14
"932","2020-09-09",12.01
"933","2020-09-10",13.21
"934","2020-09-11",13.05
"935","2020-09-14",13.15
"936","2020-09-15",13.25
"937","2020-09-16",13.32
"938","2020-09-17",13.49
"939","2020-09-18",13.63
"940","2020-09-21",12.91
"941","2020-09-22",13.55
"942","2020-09-23",13.77
"943","2020-09-24",13.72
"944","2020-09-25",14.01
"945","2020-09-28",15.05
"946","2020-09-29",15.47
"947","2020-09-30",15.415
"948","2020-10-01",15.47
"949","2020-10-02",16
"950","2020-10-05",17.780001
"951","2020-10-06",16.32
"952","2020-10-07",15.66
"953","2020-10-08",16.24
"954","2020-10-09",16.540001
"955","2020-10-12",16.209999
"956","2020-10-13",16.440001
"957","2020-10-14",16.59
"958","2020-10-15",15.93
"959","2020-10-16",15.4
"960","2020-10-19",15.93
"961","2020-10-20",15.62
"962","2020-10-21",16
"963","2020-10-22",15.5
"964","2020-10-23",15.23
"965","2020-10-26",14.75
"966","2020-10-27",14.6
"967","2020-10-28",14.37
"968","2020-10-29",14.14
"969","2020-10-30",13.15
"970","2020-11-02",13.09
"971","2020-11-03",13.15
"972","2020-11-04",13.18
"973","2020-11-05",13.71
"974","2020-11-06",14.07
"975","2020-11-09",14.19
"976","2020-11-10",15.1
"977","2020-11-11",14.3
"978","2020-11-12",14.22
"979","2020-11-13",14.11
"980","2020-11-16",NA
"981","2020-11-17",14.03
"982","2020-11-18",14.05
"983","2020-11-19",14.615
"984","2020-11-20",14.52
"985","2020-11-23",14.55
"986","2020-11-24",14.25
"987","2020-11-25",14.39
"988","2020-11-27",14.9
