"","date","DLPN"
"276","2008-02-06",268
"277","2008-02-07",268
"278","2008-02-08",268
"279","2008-02-11",268
"280","2008-02-12",268
"281","2008-02-13",258
"282","2008-02-14",150
"283","2008-02-15",202
"284","2008-02-19",160
"285","2008-02-20",202
"286","2008-02-21",202
"287","2008-02-22",202
"288","2008-02-25",202
"289","2008-02-26",202
"290","2008-02-27",202
"291","2008-02-28",202
"292","2008-02-29",202
"293","2008-03-03",202
"294","2008-03-04",152
"295","2008-03-05",170
"296","2008-03-06",164
"297","2008-03-07",202
"298","2008-03-10",202
"299","2008-03-11",170
"300","2008-03-12",190
"301","2008-03-13",190
"302","2008-03-14",168
"303","2008-03-17",150
"304","2008-03-18",150
"305","2008-03-19",190
"306","2008-03-20",190
"307","2008-03-24",190
"308","2008-03-25",170
"309","2008-03-26",160
"310","2008-03-27",160
"311","2008-03-28",150
"312","2008-03-31",190
"313","2008-04-01",198
"314","2008-04-02",196
"315","2008-04-03",192
"316","2008-04-04",196
"317","2008-04-07",180
"318","2008-04-08",176
"319","2008-04-09",176
"320","2008-04-10",176
"321","2008-04-11",140
"322","2008-04-14",162
"323","2008-04-15",162
"324","2008-04-16",158
"325","2008-04-17",158
"326","2008-04-18",150
"327","2008-04-21",130
"328","2008-04-22",130
"329","2008-04-23",142
"330","2008-04-24",142
"331","2008-04-25",142
"332","2008-04-28",120
"333","2008-04-29",120
"334","2008-04-30",120
"335","2008-05-01",120
"336","2008-05-02",120
"337","2008-05-05",152
"338","2008-05-06",152
"339","2008-05-07",152
"340","2008-05-08",170
"341","2008-05-09",120
"342","2008-05-12",140
"343","2008-05-13",150
"344","2008-05-14",130
"345","2008-05-15",150
"346","2008-05-16",150
"347","2008-05-19",150
"348","2008-05-20",144
"349","2008-05-21",124
"350","2008-05-22",120
"351","2008-05-23",110
"352","2008-05-27",110
"353","2008-05-28",140
"354","2008-05-29",126
"355","2008-05-30",126
"356","2008-06-02",126
"357","2008-06-03",140
"358","2008-06-04",140
"359","2008-06-05",130
"360","2008-06-06",130
"361","2008-06-09",130
"362","2008-06-10",110
"363","2008-06-11",84
"364","2008-06-12",104
"365","2008-06-13",148
"366","2008-06-16",130
"367","2008-06-17",180
"368","2008-06-18",180
"369","2008-06-19",180
"370","2008-06-20",170
"371","2008-06-23",200
"372","2008-06-24",180
"373","2008-06-25",140
"374","2008-06-26",160
"375","2008-06-27",160
"376","2008-06-30",140
"377","2008-07-01",156
"378","2008-07-02",156
"379","2008-07-03",150
"380","2008-07-07",140
"381","2008-07-08",136
"382","2008-07-09",130
"383","2008-07-10",120
"384","2008-07-11",130
"385","2008-07-14",132
"386","2008-07-15",180
"387","2008-07-16",202
"388","2008-07-17",250
"389","2008-07-18",196
"390","2008-07-21",190
"391","2008-07-22",206
"392","2008-07-23",196
"393","2008-07-24",196
"394","2008-07-25",202
"395","2008-07-28",216
"396","2008-07-29",230
"397","2008-07-30",230
"398","2008-07-31",224
"399","2008-08-01",230
"400","2008-08-04",210
"401","2008-08-05",190
"402","2008-08-06",202
"403","2008-08-07",202
"404","2008-08-08",196
"405","2008-08-11",196
"406","2008-08-12",190
"407","2008-08-13",174
"408","2008-08-14",180
"409","2008-08-15",180
"410","2008-08-18",180
"411","2008-08-19",180
"412","2008-08-20",180
"413","2008-08-21",170
"414","2008-08-22",180
"415","2008-08-25",180
"416","2008-08-26",180
"417","2008-08-27",180
"418","2008-08-28",174
"419","2008-08-29",160
"420","2008-09-02",150
"421","2008-09-03",156
"422","2008-09-04",146
"423","2008-09-05",156
"424","2008-09-08",146
"425","2008-09-09",146
"426","2008-09-10",130
"427","2008-09-11",120
"428","2008-09-12",120
"429","2008-09-15",120
"430","2008-09-16",126
"431","2008-09-17",142
"432","2008-09-18",150
"433","2008-09-19",164
"434","2008-09-22",184
"435","2008-09-23",206
"436","2008-09-24",204
"437","2008-09-25",210
"438","2008-09-26",224
"439","2008-09-29",210
"440","2008-09-30",200
"441","2008-10-01",212
"442","2008-10-02",204
"443","2008-10-03",206
"444","2008-10-06",184
"445","2008-10-07",196
"446","2008-10-08",196
"447","2008-10-09",188
"448","2008-10-10",170
"449","2008-10-13",172
"450","2008-10-14",172
"451","2008-10-15",182
"452","2008-10-16",208
"453","2008-10-17",190
"454","2008-10-20",200
"455","2008-10-21",200
"456","2008-10-22",200
"457","2008-10-23",210
"458","2008-10-24",200
"459","2008-10-27",200
"460","2008-10-28",200
"461","2008-10-29",200
"462","2008-10-30",190
"463","2008-10-31",190
"464","2008-11-03",188
"465","2008-11-04",174
"466","2008-11-05",180
"467","2008-11-06",190
"468","2008-11-07",174
"469","2008-11-10",190
"470","2008-11-11",190
"471","2008-11-12",190
"472","2008-11-13",190
"473","2008-11-14",180
"474","2008-11-17",180
"475","2008-11-18",180
"476","2008-11-19",170
"477","2008-11-20",160
"478","2008-11-21",150
"479","2008-11-24",154
"480","2008-11-25",170
"481","2008-11-26",160
"482","2008-11-28",160
"483","2008-12-01",170
"484","2008-12-02",160
"485","2008-12-03",160
"486","2008-12-04",158
"487","2008-12-05",158
"488","2008-12-08",158
"489","2008-12-09",130
"490","2008-12-10",140
"491","2008-12-11",158
"492","2008-12-12",160
"493","2008-12-15",160
"494","2008-12-16",160
"495","2008-12-17",158
"496","2008-12-18",124
"497","2008-12-19",120
"498","2008-12-22",160
"499","2008-12-23",160
"500","2008-12-24",160
"501","2008-12-26",160
"502","2008-12-29",160
"503","2008-12-30",160
"504","2008-12-31",160
"505","2009-01-02",160
"506","2009-01-05",160
"507","2009-01-06",160
"508","2009-01-07",156
"509","2009-01-08",150
"510","2009-01-09",160
"511","2009-01-12",160
"512","2009-01-13",158
"513","2009-01-14",130
"514","2009-01-15",130
"515","2009-01-16",150
"516","2009-01-20",140
"517","2009-01-21",140
"518","2009-01-22",140
"519","2009-01-23",140
"520","2009-01-26",140
"521","2009-01-27",130
"522","2009-01-28",130
"523","2009-01-29",130
"524","2009-01-30",140
"525","2009-02-02",140
"526","2009-02-03",136
"527","2009-02-04",136
"528","2009-02-05",136
"529","2009-02-06",120
"530","2009-02-09",118
"531","2009-02-10",118
"532","2009-02-11",106
"533","2009-02-12",106
"534","2009-02-13",106
"535","2009-02-17",106
"536","2009-02-18",98
"537","2009-02-19",100
"538","2009-02-20",80
"539","2009-02-23",100
"540","2009-02-24",90
"541","2009-02-25",102
"542","2009-02-26",100
"543","2009-02-27",100
"544","2009-03-02",90
"545","2009-03-03",90
"546","2009-03-04",102
"547","2009-03-05",102
"548","2009-03-06",102
"549","2009-03-09",80
"550","2009-03-10",80
"551","2009-03-11",80
"552","2009-03-12",80
"553","2009-03-13",98
"554","2009-03-16",98
"555","2009-03-17",98
"556","2009-03-18",98
"557","2009-03-19",124
"558","2009-03-20",138
"559","2009-03-23",124
"560","2009-03-24",120
"561","2009-03-25",120
"562","2009-03-26",112
"563","2009-03-27",114
"564","2009-03-30",118
"565","2009-03-31",126
"566","2009-04-01",138
"567","2009-04-02",120
"568","2009-04-03",120
"569","2009-04-06",134
"570","2009-04-07",130
"571","2009-04-08",118
"572","2009-04-09",130
"573","2009-04-13",114
"574","2009-04-14",114
"575","2009-04-15",98
"576","2009-04-16",118
"577","2009-04-17",90
"578","2009-04-20",108
"579","2009-04-21",100
"580","2009-04-22",100
"581","2009-04-23",110
"582","2009-04-24",120
"583","2009-04-27",106
"584","2009-04-28",100
"585","2009-04-29",110
"586","2009-04-30",120
"587","2009-05-01",118
"588","2009-05-04",110
"589","2009-05-05",110
"590","2009-05-06",114
"591","2009-05-07",114
"592","2009-05-08",128
"593","2009-05-11",136
"594","2009-05-12",134
"595","2009-05-13",142
"596","2009-05-14",140
"597","2009-05-15",140
"598","2009-05-18",140
"599","2009-05-19",140
"600","2009-05-20",134
"601","2009-05-21",136
"602","2009-05-22",136
"603","2009-05-26",120
"604","2009-05-27",120
"605","2009-05-28",120
"606","2009-05-29",120
"607","2009-06-01",106
"608","2009-06-02",110
"609","2009-06-03",110
"610","2009-06-04",112
"611","2009-06-05",120
"612","2009-06-08",120
"613","2009-06-09",110
"614","2009-06-10",110
"615","2009-06-11",108
"616","2009-06-12",100
"617","2009-06-15",106
"618","2009-06-16",110
"619","2009-06-17",100
"620","2009-06-18",90
"621","2009-06-19",100
"622","2009-06-22",100
"623","2009-06-23",110
"624","2009-06-24",104
"625","2009-06-25",100
"626","2009-06-26",106
"627","2009-06-29",102
"628","2009-06-30",100
"629","2009-07-01",98
"630","2009-07-02",96
"631","2009-07-06",62
"632","2009-07-07",80
"633","2009-07-08",80
"634","2009-07-09",76
"635","2009-07-10",88
"636","2009-07-13",90
"637","2009-07-14",90
"638","2009-07-15",90
"639","2009-07-16",90
"640","2009-07-17",72
"641","2009-07-20",66
"642","2009-07-21",60
"643","2009-07-22",88
"644","2009-07-23",78
"645","2009-07-24",72
"646","2009-07-27",60
"647","2009-07-28",60
"648","2009-07-29",66
"649","2009-07-30",80
"650","2009-07-31",100
"651","2009-08-03",102
"652","2009-08-04",84
"653","2009-08-05",80
"654","2009-08-06",92
"655","2009-08-07",90
"656","2009-08-10",80
"657","2009-08-11",90
"658","2009-08-12",86
"659","2009-08-13",80
"660","2009-08-14",82
"661","2009-08-17",78
"662","2009-08-18",76
"663","2009-08-19",74
"664","2009-08-20",78
"665","2009-08-21",74
"666","2009-08-24",78
"667","2009-08-25",74
"668","2009-08-26",74
"669","2009-08-27",74
"670","2009-08-28",76
"671","2009-08-31",86
"672","2009-09-01",98
"673","2009-09-02",92
"674","2009-09-03",80
"675","2009-09-04",88
"676","2009-09-08",90
"677","2009-09-09",78
"678","2009-09-10",78
"679","2009-09-11",88
"680","2009-09-14",76
"681","2009-09-15",84
"682","2009-09-16",86
"683","2009-09-17",86
"684","2009-09-18",74
"685","2009-09-21",80
"686","2009-09-22",88
"687","2009-09-23",84
"688","2009-09-24",84
"689","2009-09-25",92
"690","2009-09-28",94
"691","2009-09-29",90
"692","2009-09-30",88
"693","2009-10-01",86
"694","2009-10-02",80
"695","2009-10-05",74
"696","2009-10-06",80
"697","2009-10-07",76
"698","2009-10-08",74
"699","2009-10-09",70
"700","2009-10-12",76
"701","2009-10-13",76
"702","2009-10-14",80
"703","2009-10-15",80
"704","2009-10-16",72
"705","2009-10-19",76
"706","2009-10-20",84
"707","2009-10-21",94
"708","2009-10-22",88
"709","2009-10-23",92
"710","2009-10-26",98
"711","2009-10-27",86
"712","2009-10-28",80
"713","2009-10-29",72
"714","2009-10-30",72
"715","2009-11-02",80
"716","2009-11-03",78
"717","2009-11-04",72
"718","2009-11-05",68
"719","2009-11-06",80
"720","2009-11-09",80
"721","2009-11-10",74
"722","2009-11-11",78
"723","2009-11-12",64
"724","2009-11-13",70
"725","2009-11-16",66
"726","2009-11-17",70
"727","2009-11-18",70
"728","2009-11-19",66
"729","2009-11-20",58
"730","2009-11-23",60
"731","2009-11-24",56
"732","2009-11-25",54
"733","2009-11-27",58
"734","2009-11-30",60
"735","2009-12-01",56
"736","2009-12-02",54
"737","2009-12-03",54
"738","2009-12-04",60
"739","2009-12-07",54
"740","2009-12-08",54
"741","2009-12-09",46
"742","2009-12-10",58
"743","2009-12-11",58
"744","2009-12-14",56
"745","2009-12-15",50
"746","2009-12-16",50
"747","2009-12-17",50
"748","2009-12-18",50
"749","2009-12-21",50
"750","2009-12-22",44
"751","2009-12-23",50
"752","2009-12-24",42
"753","2009-12-28",38
"754","2009-12-29",40
"755","2009-12-30",38
"756","2009-12-31",38
"757","2010-01-04",40
"758","2010-01-05",42
"759","2010-01-06",44
"760","2010-01-07",46
"761","2010-01-08",46
"762","2010-01-11",60
"763","2010-01-12",60
"764","2010-01-13",50
"765","2010-01-14",48
"766","2010-01-15",54
"767","2010-01-19",52
"768","2010-01-20",50
"769","2010-01-21",52
"770","2010-01-22",50
"771","2010-01-25",50
"772","2010-01-26",52
"773","2010-01-27",52
"774","2010-01-28",52
"775","2010-01-29",54
"776","2010-02-01",52
"777","2010-02-02",52
"778","2010-02-03",60
"779","2010-02-04",62
"780","2010-02-05",60
"781","2010-02-08",66
"782","2010-02-09",72
"783","2010-02-10",72
"784","2010-02-11",78
"785","2010-02-12",72
"786","2010-02-16",60
"787","2010-02-17",60
"788","2010-02-18",68
"789","2010-02-19",62
"790","2010-02-22",68
"791","2010-02-23",64
"792","2010-02-24",60
"793","2010-02-25",58
"794","2010-02-26",64
"795","2010-03-01",70
"796","2010-03-02",70
"797","2010-03-03",74
"798","2010-03-04",68
"799","2010-03-05",60
"800","2010-03-08",60
"801","2010-03-09",60
"802","2010-03-10",58
"803","2010-03-11",60
"804","2010-03-12",56
"805","2010-03-15",56
"806","2010-03-16",56
"807","2010-03-17",56
"808","2010-03-18",56
"809","2010-03-19",54
"810","2010-03-22",50
"811","2010-03-23",52
"812","2010-03-24",58
"813","2010-03-25",58
"814","2010-03-26",60
"815","2010-03-29",60
"816","2010-03-30",58
"817","2010-03-31",62
"818","2010-04-01",66
"819","2010-04-05",74
"820","2010-04-06",80
"821","2010-04-07",70
"822","2010-04-08",68
"823","2010-04-09",64
"824","2010-04-12",62
"825","2010-04-13",62
"826","2010-04-14",62
"827","2010-04-15",64
"828","2010-04-16",64
"829","2010-04-19",70
"830","2010-04-20",68
"831","2010-04-21",62
"832","2010-04-22",62
"833","2010-04-23",68
"834","2010-04-26",58
"835","2010-04-27",60
"836","2010-04-28",58
"837","2010-04-29",60
"838","2010-04-30",58
"839","2010-05-03",58
"840","2010-05-04",58
"841","2010-05-05",58
"842","2010-05-06",56
"843","2010-05-07",56
"844","2010-05-10",58
"845","2010-05-11",56
"846","2010-05-12",56
"847","2010-05-13",56
"848","2010-05-14",56
"849","2010-05-17",52
"850","2010-05-18",52
"851","2010-05-19",46
"852","2010-05-20",44
"853","2010-05-21",46
"854","2010-05-24",48
"855","2010-05-25",52
"856","2010-05-26",52
"857","2010-05-27",52
"858","2010-05-28",50
"859","2010-06-01",42
"860","2010-06-02",44
"861","2010-06-03",48
"862","2010-06-04",46
"863","2010-06-07",40
"864","2010-06-08",46
"865","2010-06-09",40
"866","2010-06-10",42
"867","2010-06-11",40
"868","2010-06-14",46
"869","2010-06-15",40
"870","2010-06-16",40
"871","2010-06-17",40
"872","2010-06-18",40
"873","2010-06-21",40
"874","2010-06-22",40
"875","2010-06-23",40
"876","2010-06-24",40
"877","2010-06-25",34
"878","2010-06-28",34
"879","2010-06-29",32
"880","2010-06-30",34
"881","2010-07-01",30
"882","2010-07-02",44
"883","2010-07-06",34
"884","2010-07-07",34
"885","2010-07-08",32
"886","2010-07-09",32
"887","2010-07-12",40
"888","2010-07-13",40
"889","2010-07-14",42
"890","2010-07-15",40
"891","2010-07-16",40
"892","2010-07-19",30
"893","2010-07-20",30
"894","2010-07-21",30
"895","2010-07-22",30
"896","2010-07-23",30
"897","2010-07-26",30
"898","2010-07-27",22
"899","2010-07-28",24
"900","2010-07-29",28
"901","2010-07-30",26
"902","2010-08-02",30
"903","2010-08-03",30
"904","2010-08-04",30
"905","2010-08-05",30
"906","2010-08-06",30
"907","2010-08-09",30
"908","2010-08-10",42
"909","2010-08-11",30
"910","2010-08-12",30
"911","2010-08-13",22
"912","2010-08-16",22
"913","2010-08-17",26
"914","2010-08-18",26
"915","2010-08-19",26
"916","2010-08-20",30
"917","2010-08-23",28
"918","2010-08-24",26
"919","2010-08-25",26
"920","2010-08-26",20
"921","2010-08-27",28
"922","2010-08-30",28
"923","2010-08-31",20
"924","2010-09-01",20
"925","2010-09-02",20
"926","2010-09-03",20
"927","2010-09-07",20
"928","2010-09-08",20
"929","2010-09-09",18
"930","2010-09-10",22
"931","2010-09-13",28
"932","2010-09-14",22
"933","2010-09-15",20
"934","2010-09-16",20
"935","2010-09-17",20
"936","2010-09-20",20
"937","2010-09-21",20
"938","2010-09-22",20
"939","2010-09-23",18
"940","2010-09-24",20
"941","2010-09-27",22
"942","2010-09-28",26
"943","2010-09-29",22
"944","2010-09-30",20
"945","2010-10-01",22
"946","2010-10-04",24
"947","2010-10-05",20
"948","2010-10-06",24
"949","2010-10-07",24
"950","2010-10-08",24
"951","2010-10-11",24
"952","2010-10-12",20
"953","2010-10-13",20
"954","2010-10-14",18
"955","2010-10-15",16
"956","2010-10-18",20
"957","2010-10-19",20
"958","2010-10-20",18
"959","2010-10-21",22
"960","2010-10-22",22
"961","2010-10-25",20
"962","2010-10-26",20
"963","2010-10-27",20
"964","2010-10-28",20
"965","2010-10-29",20
"966","2010-11-01",20
"967","2010-11-02",20
"968","2010-11-03",26
"969","2010-11-04",26
"970","2010-11-05",20
"971","2010-11-08",22
"972","2010-11-09",20
"973","2010-11-10",22
"974","2010-11-11",18
"975","2010-11-12",18
"976","2010-11-15",18
"977","2010-11-16",18
"978","2010-11-17",20
"979","2010-11-18",18
"980","2010-11-19",20
"981","2010-11-22",20
"982","2010-11-23",18
"983","2010-11-24",18
"984","2010-11-26",20
"985","2010-11-29",20
"986","2010-11-30",18
"987","2010-12-01",18
"988","2010-12-02",20
"989","2010-12-03",18
"990","2010-12-06",18
"991","2010-12-07",16
"992","2010-12-08",20
"993","2010-12-09",20
"994","2010-12-10",18
"995","2010-12-13",16
"996","2010-12-14",16
"997","2010-12-15",16
"998","2010-12-16",20
"999","2010-12-17",20
"1000","2010-12-20",20
"1001","2010-12-21",16
"1002","2010-12-22",16
"1003","2010-12-23",20
"1004","2010-12-27",18
"1005","2010-12-28",20
"1006","2010-12-29",18
"1007","2010-12-30",18
"1008","2010-12-31",20
"1009","2011-01-03",20
"1010","2011-01-04",18
"1011","2011-01-05",18
"1012","2011-01-06",18
"1013","2011-01-07",18
"1014","2011-01-10",20
"1015","2011-01-11",20
"1016","2011-01-12",20
"1017","2011-01-13",20
"1018","2011-01-14",20
"1019","2011-01-18",18
"1020","2011-01-19",18
"1021","2011-01-20",18
"1022","2011-01-21",16
"1023","2011-01-24",16
"1024","2011-01-25",18
"1025","2011-01-26",18
"1026","2011-01-27",20
"1027","2011-01-28",20
"1028","2011-01-31",20
"1029","2011-02-01",16
"1030","2011-02-02",20
"1031","2011-02-03",20
"1032","2011-02-04",20
"1033","2011-02-07",20
"1034","2011-02-08",20
"1035","2011-02-09",20
"1036","2011-02-10",20
"1037","2011-02-11",20
"1038","2011-02-14",18
"1039","2011-02-15",18
"1040","2011-02-16",18
"1041","2011-02-17",18
"1042","2011-02-18",18
"1043","2011-02-22",20
"1044","2011-02-23",16
"1045","2011-02-24",16
"1046","2011-02-25",16
"1047","2011-02-28",16
"1048","2011-03-01",16
"1049","2011-03-02",16
"1050","2011-03-03",16
"1051","2011-03-04",16
"1052","2011-03-07",16
"1053","2011-03-08",16
"1054","2011-03-09",16
"1055","2011-03-10",26
"1056","2011-03-11",16
"1057","2011-03-14",16
"1058","2011-03-15",16
"1059","2011-03-16",16
"1060","2011-03-17",16
"1061","2011-03-18",16
"1062","2011-03-21",16
"1063","2011-03-22",16
"1064","2011-03-23",16
"1065","2011-03-24",16
"1066","2011-03-25",16
"1067","2011-03-28",16
"1068","2011-03-29",20
"1069","2011-03-30",20
"1070","2011-03-31",16
"1071","2011-04-01",16
"1072","2011-04-04",16
"1073","2011-04-05",16
"1074","2011-04-06",16
"1075","2011-04-07",16
"1076","2011-04-08",16
"1077","2011-04-11",16
"1078","2011-04-12",16
"1079","2011-04-13",16
"1080","2011-04-14",14
"1081","2011-04-15",14
"1082","2011-04-18",14
"1083","2011-04-19",20
"1084","2011-04-20",14
"1085","2011-04-21",14
"1086","2011-04-25",20
"1087","2011-04-26",20
"1088","2011-04-27",20
"1089","2011-04-28",14
"1090","2011-04-29",14
"1091","2011-05-02",14
"1092","2011-05-03",14
"1093","2011-05-04",14
"1094","2011-05-05",12
"1095","2011-05-06",12
"1096","2011-05-09",12
"1097","2011-05-10",12
"1098","2011-05-11",12
"1099","2011-05-12",12
"1100","2011-05-13",10
"1101","2011-05-16",10
"1102","2011-05-17",10
"1103","2011-05-18",14
"1104","2011-05-19",14
"1105","2011-05-20",14
"1106","2011-05-23",14
"1107","2011-05-24",14
"1108","2011-05-25",14
"1109","2011-05-26",14
"1110","2011-05-27",14
"1111","2011-05-31",14
"1112","2011-06-01",14
"1113","2011-06-02",14
"1114","2011-06-03",14
"1115","2011-06-06",10
"1116","2011-06-07",10
"1117","2011-06-08",10
"1118","2011-06-09",10
"1119","2011-06-10",10
"1120","2011-06-13",10
"1121","2011-06-14",10
"1122","2011-06-15",10
"1123","2011-06-16",10
"1124","2011-06-17",10
"1125","2011-06-20",10
"1126","2011-06-21",14
"1127","2011-06-22",14
"1128","2011-06-23",10
"1129","2011-06-24",10
"1130","2011-06-27",14
"1131","2011-06-28",14
"1132","2011-06-29",12
"1133","2011-06-30",12
"1134","2011-07-01",18
"1135","2011-07-05",22
"1136","2011-07-06",30
"1137","2011-07-07",40
"1138","2011-07-08",36
"1139","2011-07-11",36
"1140","2011-07-12",40
"1141","2011-07-13",40
"1142","2011-07-14",48
"1143","2011-07-15",42
"1144","2011-07-18",50
"1145","2011-07-19",48
"1146","2011-07-20",48
"1147","2011-07-21",48
"1148","2011-07-22",36
"1149","2011-07-25",40
"1150","2011-07-26",36
"1151","2011-07-27",34
