"","date","WKEY"
"254","2020-01-14",11.24
"255","2020-01-15",11.24
"256","2020-01-16",9.631
"257","2020-01-17",9.631
"258","2020-01-21",9.631
"259","2020-01-22",9.631
"260","2020-01-23",9.631
"261","2020-01-24",9.631
"262","2020-01-27",9.631
"263","2020-01-28",9.631
"264","2020-01-29",9.631
"265","2020-01-30",8.99
"266","2020-01-31",7.95
"267","2020-02-03",7.95
"268","2020-02-04",8.1
"269","2020-02-05",8.1
"270","2020-02-06",8.1
"271","2020-02-07",8.1
"272","2020-02-10",7.585
"273","2020-02-11",7.585
"274","2020-02-12",7.585
"275","2020-02-13",7.585
"276","2020-02-14",7.585
"277","2020-02-18",7.585
"278","2020-02-19",7.585
"279","2020-02-20",7.585
"280","2020-02-21",7.585
"281","2020-02-24",7.585
"282","2020-02-25",7.585
"283","2020-02-26",7.585
"284","2020-02-27",7.585
"285","2020-02-28",7.585
"286","2020-03-02",6.01
"287","2020-03-03",6.01
"288","2020-03-04",6.1
"289","2020-03-05",6.1
"290","2020-03-06",5.95
"291","2020-03-09",5.95
"292","2020-03-10",5.95
"293","2020-03-11",5.95
"294","2020-03-12",5.95
"295","2020-03-13",5.44
"296","2020-03-16",5.72
"297","2020-03-17",6
"298","2020-03-18",6
"299","2020-03-19",4.569
"300","2020-03-20",4.569
"301","2020-03-23",4.569
"302","2020-03-24",4.569
"303","2020-03-25",4.569
"304","2020-03-26",4.569
"305","2020-03-27",4.569
"306","2020-03-30",4.569
"307","2020-03-31",4.569
"308","2020-04-01",4.569
"309","2020-04-02",4.569
"310","2020-04-03",4.569
"311","2020-04-06",4.569
"312","2020-04-07",4.569
"313","2020-04-08",4.569
"314","2020-04-09",4.569
"315","2020-04-13",4.3
"316","2020-04-14",4.3
"317","2020-04-15",4.3
"318","2020-04-16",4.3
"319","2020-04-17",4.3
"320","2020-04-20",4.3
"321","2020-04-21",4.3
"322","2020-04-22",4.3
"323","2020-04-23",4.3
"324","2020-04-24",4.3
"325","2020-04-27",4.3
"326","2020-04-28",4.3
"327","2020-04-29",4.3
"328","2020-04-30",4.3
"329","2020-05-01",4.3
"330","2020-05-04",4.3
"331","2020-05-05",4.65
"332","2020-05-06",4
"333","2020-05-07",4.02
"334","2020-05-08",4.57
"335","2020-05-11",4.54
"336","2020-05-12",4.2
"337","2020-05-13",4.28
"338","2020-05-14",3.97
"339","2020-05-15",3.97
"340","2020-05-18",4.322
"341","2020-05-19",5
"342","2020-05-20",5.09
"343","2020-05-21",5.2
"344","2020-05-22",4.984
"345","2020-05-26",5.044
"346","2020-05-27",4.8
"347","2020-05-28",4.8
"348","2020-05-29",4.5
"349","2020-06-01",4.547
"350","2020-06-02",4.596
"351","2020-06-03",5.1
"352","2020-06-04",4.98
"353","2020-06-05",4.7
"354","2020-06-08",4.7
"355","2020-06-09",6.38
"356","2020-06-10",7.99
"357","2020-06-11",7.33
"358","2020-06-12",8.35
"359","2020-06-15",8.458
"360","2020-06-16",8
"361","2020-06-17",7.26
"362","2020-06-18",6.91
"363","2020-06-19",8
"364","2020-06-22",7.5
"365","2020-06-23",8
"366","2020-06-24",7.861
"367","2020-06-25",7.49
"368","2020-06-26",6.9
"369","2020-06-29",6.9
"370","2020-06-30",6.81
"371","2020-07-01",6.68
"372","2020-07-02",6.92
"373","2020-07-06",7.07
"374","2020-07-07",6.56
"375","2020-07-08",6.32
"376","2020-07-09",6.2
"377","2020-07-10",6.29
"378","2020-07-13",5.9
"379","2020-07-14",5.995
"380","2020-07-15",9.54
"381","2020-07-16",7.56
"382","2020-07-17",7.39
"383","2020-07-20",6.89
"384","2020-07-21",7.07
"385","2020-07-22",6.828
"386","2020-07-23",7.08
"387","2020-07-24",9.5
"388","2020-07-27",7.6
"389","2020-07-28",7.775
"390","2020-07-29",7.98
"391","2020-07-30",7.55
"392","2020-07-31",7.38
"393","2020-08-03",7.56
"394","2020-08-04",7.8
"395","2020-08-05",9.85
"396","2020-08-06",10.38
"397","2020-08-07",10.48
"398","2020-08-10",11.11
"399","2020-08-11",10.4
"400","2020-08-12",10.25
"401","2020-08-13",10.01
"402","2020-08-14",10.8
"403","2020-08-17",10.43
"404","2020-08-18",10.31
"405","2020-08-19",10.6
"406","2020-08-20",10.36
"407","2020-08-21",10.335
"408","2020-08-24",9.65
"409","2020-08-25",9.77
"410","2020-08-26",9.88
"411","2020-08-27",9.03
"412","2020-08-28",8.98
"413","2020-08-31",8.6
"414","2020-09-01",8.48
"415","2020-09-02",8.6
"416","2020-09-03",8.21
"417","2020-09-04",8.35
"418","2020-09-08",7.58
"419","2020-09-09",7.56
"420","2020-09-10",7.46
"421","2020-09-11",6.45
"422","2020-09-14",7.04
"423","2020-09-15",6.63
"424","2020-09-16",6.94
"425","2020-09-17",6.82
"426","2020-09-18",6.99
"427","2020-09-21",6.6
"428","2020-09-22",6.61
"429","2020-09-23",6.3
"430","2020-09-24",6.22
"431","2020-09-25",6.33
"432","2020-09-28",6.405
"433","2020-09-29",6.4
"434","2020-09-30",6.56
"435","2020-10-01",6.27
"436","2020-10-02",6.1
"437","2020-10-05",6.19
"438","2020-10-06",6.3
"439","2020-10-07",6.38
"440","2020-10-08",6.37
"441","2020-10-09",6.51
"442","2020-10-12",6.6
"443","2020-10-13",6.26
"444","2020-10-14",6.27
"445","2020-10-15",6.24
"446","2020-10-16",6.17
"447","2020-10-19",6.16
"448","2020-10-20",6.1
"449","2020-10-21",6.15
"450","2020-10-22",6.12
"451","2020-10-23",6.26
"452","2020-10-26",6
"453","2020-10-27",5.73
"454","2020-10-28",5.21
"455","2020-10-29",5.25
"456","2020-10-30",5.09
"457","2020-11-02",5.13
"458","2020-11-03",5.22
"459","2020-11-04",5.27
"460","2020-11-05",5.47
"461","2020-11-06",5.27
"462","2020-11-09",5.42
"463","2020-11-10",5.54
"464","2020-11-11",5.57
"465","2020-11-12",5.85
"466","2020-11-13",5.76
"467","2020-11-16",5.75
"468","2020-11-17",5.97
"469","2020-11-18",5.72
"470","2020-11-19",5.72
"471","2020-11-20",5.95
"472","2020-11-23",6.47
"473","2020-11-24",6.1
"474","2020-11-25",6.25
"475","2020-11-27",6.07
