"","date","VKTX"
"441","2017-01-25",1.45
"442","2017-01-26",1.44
"443","2017-01-27",1.42
"444","2017-01-30",1.38
"445","2017-01-31",1.41
"446","2017-02-01",1.44
"447","2017-02-02",1.44
"448","2017-02-03",1.41
"449","2017-02-06",1.45
"450","2017-02-07",1.555
"451","2017-02-08",1.585
"452","2017-02-09",1.5
"453","2017-02-10",1.54
"454","2017-02-13",1.53
"455","2017-02-14",1.46
"456","2017-02-15",1.55
"457","2017-02-16",1.56
"458","2017-02-17",1.55
"459","2017-02-21",1.55
"460","2017-02-22",1.55
"461","2017-02-23",1.58
"462","2017-02-24",1.553
"463","2017-02-27",1.54
"464","2017-02-28",1.53
"465","2017-03-01",1.53
"466","2017-03-02",1.45
"467","2017-03-03",1.33
"468","2017-03-06",1.37
"469","2017-03-07",1.34
"470","2017-03-08",1.31
"471","2017-03-09",1.3
"472","2017-03-10",1.33
"473","2017-03-13",1.32
"474","2017-03-14",1.31
"475","2017-03-15",1.21
"476","2017-03-16",1.21
"477","2017-03-17",1.21
"478","2017-03-20",1.29
"479","2017-03-21",1.24
"480","2017-03-22",1.19
"481","2017-03-23",1.18
"482","2017-03-24",1.19
"483","2017-03-27",1.22
"484","2017-03-28",1.32
"485","2017-03-29",1.31
"486","2017-03-30",1.39
"487","2017-03-31",1.46
"488","2017-04-03",1.43
"489","2017-04-04",1.41
"490","2017-04-05",1.35
"491","2017-04-06",1.39
"492","2017-04-07",1.42
"493","2017-04-10",1.41
"494","2017-04-11",1.4
"495","2017-04-12",1.43
"496","2017-04-13",1.43
"497","2017-04-17",1.41
"498","2017-04-18",1.4
"499","2017-04-19",1.4
"500","2017-04-20",1.37
"501","2017-04-21",1.389
"502","2017-04-24",1.39
"503","2017-04-25",1.41
"504","2017-04-26",1.4
"505","2017-04-27",1.38
"506","2017-04-28",1.4
"507","2017-05-01",1.39
"508","2017-05-02",1.38
"509","2017-05-03",1.38
"510","2017-05-04",1.34
"511","2017-05-05",1.37
"512","2017-05-08",1.37
"513","2017-05-09",1.38
"514","2017-05-10",1.37
"515","2017-05-11",1.31
"516","2017-05-12",1.22
"517","2017-05-15",1.25
"518","2017-05-16",1.21
"519","2017-05-17",1.14
"520","2017-05-18",1.22
"521","2017-05-19",1.25
"522","2017-05-22",1.28
"523","2017-05-23",1.27
"524","2017-05-24",1.28
"525","2017-05-25",1.29
"526","2017-05-26",1.29
"527","2017-05-30",1.22
"528","2017-05-31",1.18
"529","2017-06-01",1.23
"530","2017-06-02",1.25
"531","2017-06-05",1.24
"532","2017-06-06",1.26
"533","2017-06-07",1.29
"534","2017-06-08",1.24
"535","2017-06-09",1.26
"536","2017-06-12",1.26
"537","2017-06-13",1.26
"538","2017-06-14",1.12
"539","2017-06-15",1.11
"540","2017-06-16",1.08
"541","2017-06-19",1.07
"542","2017-06-20",0.99
"543","2017-06-21",0.981
"544","2017-06-22",1.04
"545","2017-06-23",1.05
"546","2017-06-26",1.09
"547","2017-06-27",1.08
"548","2017-06-28",1.09
"549","2017-06-29",1.08
"550","2017-06-30",1.08
"551","2017-07-03",1.09
"552","2017-07-05",1.09
"553","2017-07-06",1.08
"554","2017-07-07",1.07
"555","2017-07-10",1.1
"556","2017-07-11",1.12
"557","2017-07-12",1.1
"558","2017-07-13",1.09
"559","2017-07-14",1.09
"560","2017-07-17",1.08
"561","2017-07-18",1.11
"562","2017-07-19",1.11
"563","2017-07-20",1.11
"564","2017-07-21",1.15
"565","2017-07-24",1.16
"566","2017-07-25",1.11
"567","2017-07-26",1.14
"568","2017-07-27",1.09
"569","2017-07-28",1.1
"570","2017-07-31",1.05
"571","2017-08-01",1.03
"572","2017-08-02",0.93
"573","2017-08-03",0.97
"574","2017-08-04",0.985
"575","2017-08-07",0.99
"576","2017-08-08",0.95
"577","2017-08-09",0.935
"578","2017-08-10",1.011
"579","2017-08-11",1.02
"580","2017-08-14",1.03
"581","2017-08-15",1
"582","2017-08-16",1.03
"583","2017-08-17",1
"584","2017-08-18",1.01
"585","2017-08-21",1.02
"586","2017-08-22",1.04
"587","2017-08-23",1.04
"588","2017-08-24",1.052
"589","2017-08-25",1.1
"590","2017-08-28",1.1
"591","2017-08-29",1.09
"592","2017-08-30",1.09
"593","2017-08-31",1.04
"594","2017-09-01",1.1
"595","2017-09-05",1.08
"596","2017-09-06",1.05
"597","2017-09-07",1.12
"598","2017-09-08",1.15
"599","2017-09-11",1.16
"600","2017-09-12",1.26
"601","2017-09-13",1.2
"602","2017-09-14",1.21
"603","2017-09-15",1.22
"604","2017-09-18",1.18
"605","2017-09-19",1.2
"606","2017-09-20",1.25
"607","2017-09-21",1.24
"608","2017-09-22",1.39
"609","2017-09-25",1.46
"610","2017-09-26",1.51
"611","2017-09-27",1.56
"612","2017-09-28",1.8
"613","2017-09-29",1.91
"614","2017-10-02",1.9
"615","2017-10-03",1.74
"616","2017-10-04",1.89
"617","2017-10-05",1.87
"618","2017-10-06",2.08
"619","2017-10-09",2.25
"620","2017-10-10",2.28
"621","2017-10-11",2.33
"622","2017-10-12",2.29
"623","2017-10-13",2.28
"624","2017-10-16",2.09
"625","2017-10-17",2.07
"626","2017-10-18",2.6
"627","2017-10-19",2.98
"628","2017-10-20",3
"629","2017-10-23",2.8
"630","2017-10-24",2.65
"631","2017-10-25",2.76
"632","2017-10-26",2.58
"633","2017-10-27",2.41
"634","2017-10-30",2.33
"635","2017-10-31",2.38
"636","2017-11-01",2.44
"637","2017-11-02",2.42
"638","2017-11-03",2.39
"639","2017-11-06",2.51
"640","2017-11-07",2.31
"641","2017-11-08",2.15
"642","2017-11-09",2.19
"643","2017-11-10",2.74
"644","2017-11-13",2.7
"645","2017-11-14",2.45
"646","2017-11-15",2.6
"647","2017-11-16",2.76
"648","2017-11-17",2.79
"649","2017-11-20",2.77
"650","2017-11-21",2.77
"651","2017-11-22",2.93
"652","2017-11-24",3.09
"653","2017-11-27",3.02
"654","2017-11-28",2.82
"655","2017-11-29",2.7
"656","2017-11-30",3.04
"657","2017-12-01",3.02
"658","2017-12-04",2.85
"659","2017-12-05",2.74
"660","2017-12-06",2.99
"661","2017-12-07",3.7
"662","2017-12-08",4.08
"663","2017-12-11",3.97
"664","2017-12-12",3.89
"665","2017-12-13",3.79
"666","2017-12-14",3.74
"667","2017-12-15",3.96
"668","2017-12-18",3.87
"669","2017-12-19",4.29
"670","2017-12-20",4.15
"671","2017-12-21",4
"672","2017-12-22",4.04
"673","2017-12-26",4.14
"674","2017-12-27",4.34
"675","2017-12-28",4.21
"676","2017-12-29",4.06
"677","2018-01-02",4.48
"678","2018-01-03",4.83
"679","2018-01-04",5
"680","2018-01-05",5.01
"681","2018-01-08",5.08
"682","2018-01-09",5.12
"683","2018-01-10",5.02
"684","2018-01-11",4.83
"685","2018-01-12",4.74
"686","2018-01-16",4.57
"687","2018-01-17",4.38
"688","2018-01-18",4.69
"689","2018-01-19",4.65
"690","2018-01-22",4.84
"691","2018-01-23",4.72
"692","2018-01-24",4.57
"693","2018-01-25",5.03
"694","2018-01-26",5.63
"695","2018-01-29",5.71
"696","2018-01-30",5.2
"697","2018-01-31",5.31
"698","2018-02-01",5.31
"699","2018-02-02",6.07
"700","2018-02-05",6.31
"701","2018-02-06",5.97
"702","2018-02-07",6.93
"703","2018-02-08",6.34
"704","2018-02-09",6.35
"705","2018-02-12",6.14
"706","2018-02-13",6.09
"707","2018-02-14",6.17
"708","2018-02-15",6.23
"709","2018-02-16",6.18
"710","2018-02-20",6.44
"711","2018-02-21",6.82
"712","2018-02-22",6.93
"713","2018-02-23",6.92
"714","2018-02-26",6.71
"715","2018-02-27",6.34
"716","2018-02-28",6.26
"717","2018-03-01",6.25
"718","2018-03-02",6.37
"719","2018-03-05",6.42
"720","2018-03-06",6.06
"721","2018-03-07",6
"722","2018-03-08",5.63
"723","2018-03-09",5.8
"724","2018-03-12",6.05
"725","2018-03-13",5.76
"726","2018-03-14",5.6
"727","2018-03-15",5.32
"728","2018-03-16",5.38
"729","2018-03-19",5.32
"730","2018-03-20",5.4
"731","2018-03-21",5.33
"732","2018-03-22",5.05
"733","2018-03-23",4.61
"734","2018-03-26",4.56
"735","2018-03-27",4.15
"736","2018-03-28",4.11
"737","2018-03-29",4.37
"738","2018-04-02",4.33
"739","2018-04-03",4.22
"740","2018-04-04",4.53
"741","2018-04-05",4.39
"742","2018-04-06",4.41
"743","2018-04-09",4.7
"744","2018-04-10",4.9
"745","2018-04-11",4.81
"746","2018-04-12",5.06
"747","2018-04-13",5.02
"748","2018-04-16",5.04
"749","2018-04-17",4.83
"750","2018-04-18",4.76
"751","2018-04-19",4.55
"752","2018-04-20",4.71
"753","2018-04-23",4.29
"754","2018-04-24",4.12
"755","2018-04-25",3.97
"756","2018-04-26",3.88
"757","2018-04-27",3.97
"758","2018-04-30",4.12
"759","2018-05-01",4.04
"760","2018-05-02",4.25
"761","2018-05-03",4.14
"762","2018-05-04",4.22
"763","2018-05-07",4.39
"764","2018-05-08",4.19
"765","2018-05-09",4.24
"766","2018-05-10",4.6
"767","2018-05-11",4.5
"768","2018-05-14",4.61
"769","2018-05-15",4.58
"770","2018-05-16",5.13
"771","2018-05-17",5.31
"772","2018-05-18",5.21
"773","2018-05-21",4.95
"774","2018-05-22",5.11
"775","2018-05-23",5.14
"776","2018-05-24",4.98
"777","2018-05-25",5.42
"778","2018-05-29",5.2
"779","2018-05-30",4.97
"780","2018-05-31",9.99
"781","2018-06-01",9.75
"782","2018-06-04",9.33
"783","2018-06-05",9.39
"784","2018-06-06",9.08
"785","2018-06-07",9.66
"786","2018-06-08",9.78
"787","2018-06-11",10.62
"788","2018-06-12",10.23
"789","2018-06-13",11.16
"790","2018-06-14",11.53
"791","2018-06-15",12.74
"792","2018-06-18",12.46
"793","2018-06-19",12.22
"794","2018-06-20",12.31
"795","2018-06-21",10.64
"796","2018-06-22",11.08
"797","2018-06-25",10.37
"798","2018-06-26",10.41
"799","2018-06-27",9.89
"800","2018-06-28",9.78
"801","2018-06-29",9.49
"802","2018-07-02",10.06
"803","2018-07-03",10.12
"804","2018-07-05",10.08
"805","2018-07-06",10.25
"806","2018-07-09",10.38
"807","2018-07-10",9.7
"808","2018-07-11",10
"809","2018-07-12",10.36
"810","2018-07-13",10.74
"811","2018-07-16",10.86
"812","2018-07-17",9.95
"813","2018-07-18",10
"814","2018-07-19",10.31
"815","2018-07-20",10.92
"816","2018-07-23",11.07
"817","2018-07-24",10.67
"818","2018-07-25",10.87
"819","2018-07-26",11.24
"820","2018-07-27",10.59
"821","2018-07-30",9.85
"822","2018-07-31",10.2
"823","2018-08-01",10.29
"824","2018-08-02",10.69
"825","2018-08-03",10.25
"826","2018-08-06",10.35
"827","2018-08-07",10.57
"828","2018-08-08",10.38
"829","2018-08-09",9.89
"830","2018-08-10",10.36
"831","2018-08-13",10.25
"832","2018-08-14",10.69
"833","2018-08-15",10.43
"834","2018-08-16",10.54
"835","2018-08-17",10.45
"836","2018-08-20",10.08
"837","2018-08-21",9.99
"838","2018-08-22",10.45
"839","2018-08-23",11.4
"840","2018-08-24",11.46
"841","2018-08-27",11.49
"842","2018-08-28",11.48
"843","2018-08-29",12.08
"844","2018-08-30",12.86
"845","2018-08-31",13.07
"846","2018-09-04",13.03
"847","2018-09-05",12.48
"848","2018-09-06",11.76
"849","2018-09-07",11.27
"850","2018-09-10",11.43
"851","2018-09-11",11.27
"852","2018-09-12",10.98
"853","2018-09-13",10.9
"854","2018-09-14",10.58
"855","2018-09-17",10.39
"856","2018-09-18",19.459999
"857","2018-09-19",19.65
"858","2018-09-20",18.969999
"859","2018-09-21",18.200001
"860","2018-09-24",19.290001
"861","2018-09-25",18.99
"862","2018-09-26",18.07
"863","2018-09-27",17.84
"864","2018-09-28",17.42
"865","2018-10-01",16.209999
"866","2018-10-02",15.24
"867","2018-10-03",15.78
"868","2018-10-04",15.66
"869","2018-10-05",15.57
"870","2018-10-08",14.73
"871","2018-10-09",14.57
"872","2018-10-10",13.57
"873","2018-10-11",13.87
"874","2018-10-12",14.46
"875","2018-10-15",14.2
"876","2018-10-16",15.26
"877","2018-10-17",14.86
"878","2018-10-18",14.44
"879","2018-10-19",13.83
"880","2018-10-22",13.54
"881","2018-10-23",13.71
"882","2018-10-24",12.4
"883","2018-10-25",13.3
"884","2018-10-26",14.29
"885","2018-10-29",13.34
"886","2018-10-30",13.15
"887","2018-10-31",13.6
"888","2018-11-01",15.3
"889","2018-11-02",14.4
"890","2018-11-05",14.09
"891","2018-11-06",13.74
"892","2018-11-07",14.04
"893","2018-11-08",13.14
"894","2018-11-09",12.33
"895","2018-11-12",11.73
"896","2018-11-13",11.53
"897","2018-11-14",10.97
"898","2018-11-15",11.4
"899","2018-11-16",11.64
"900","2018-11-19",11.66
"901","2018-11-20",11.71
"902","2018-11-21",12.26
"903","2018-11-23",12.17
"904","2018-11-26",11.44
"905","2018-11-27",10.35
"906","2018-11-28",11.4
"907","2018-11-29",10.99
"908","2018-11-30",11.29
"909","2018-12-03",11.19
"910","2018-12-04",10.26
"911","2018-12-06",10.06
"912","2018-12-07",9.63
"913","2018-12-10",9.46
"914","2018-12-11",9.48
"915","2018-12-12",9.81
"916","2018-12-13",9.31
"917","2018-12-14",8.99
"918","2018-12-17",8.71
"919","2018-12-18",8.41
"920","2018-12-19",8.04
"921","2018-12-20",7.76
"922","2018-12-21",7.28
"923","2018-12-24",7.16
"924","2018-12-26",8
"925","2018-12-27",7.3
"926","2018-12-28",7.57
"927","2018-12-31",7.65
"928","2019-01-02",8.32
"929","2019-01-03",7.58
"930","2019-01-04",8.25
"931","2019-01-07",8.59
"932","2019-01-08",8.52
"933","2019-01-09",8.41
"934","2019-01-10",8.23
"935","2019-01-11",8.32
"936","2019-01-14",8.33
"937","2019-01-15",8.52
"938","2019-01-16",8
"939","2019-01-17",8.28
"940","2019-01-18",8.78
"941","2019-01-22",8.11
"942","2019-01-23",8.09
"943","2019-01-24",8.45
"944","2019-01-25",8.26
"945","2019-01-28",8.06
"946","2019-01-29",7.92
"947","2019-01-30",8.33
"948","2019-01-31",8.16
"949","2019-02-01",8.23
"950","2019-02-04",8.31
"951","2019-02-05",7.99
"952","2019-02-06",8.03
"953","2019-02-07",7.9
"954","2019-02-08",7.98
"955","2019-02-11",8.11
"956","2019-02-12",8.97
"957","2019-02-13",8.82
"958","2019-02-14",9.06
"959","2019-02-15",9.07
"960","2019-02-19",9.03
"961","2019-02-20",8.77
"962","2019-02-21",8.6
"963","2019-02-22",8.22
"964","2019-02-25",8.61
"965","2019-02-26",8.49
"966","2019-02-27",8.78
"967","2019-02-28",8.41
"968","2019-03-01",8.77
"969","2019-03-04",8.7
"970","2019-03-05",8.55
"971","2019-03-06",8.15
"972","2019-03-07",7.59
"973","2019-03-08",7.67
"974","2019-03-11",7.94
"975","2019-03-12",7.98
"976","2019-03-13",8.25
"977","2019-03-14",7.72
"978","2019-03-15",7.86
"979","2019-03-18",8.5
"980","2019-03-19",8.62
"981","2019-03-20",8.27
"982","2019-03-21",9.28
"983","2019-03-22",8.26
"984","2019-03-25",8.23
"985","2019-03-26",8.52
"986","2019-03-27",8.39
"987","2019-03-28",8.51
"988","2019-03-29",9.94
"989","2019-04-01",9.87
"990","2019-04-02",10.48
"991","2019-04-03",10.23
"992","2019-04-04",10.32
"993","2019-04-05",10.63
"994","2019-04-08",10.59
"995","2019-04-09",10.11
"996","2019-04-10",10.13
"997","2019-04-11",9.97
"998","2019-04-12",9.35
"999","2019-04-15",8.84
"1000","2019-04-16",9.14
